step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_capsule_overlap,collision_pybullet_contact,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-0.29870626294332403,0.11249755322933197,0.3018852174282074,0.36454957723617554,0.10906367748975754,0.35,1,0,0,0,0,,,nan,0,0.2989605665206909,5.97921085357666,119.58422088623047,0.3073473572731018,1.0,nan,0,0,0,0,0.21503660212096143,0.0,filtered,0.01233224868774413,0,0,12,joint_3_acceleration_lower,predictive_link_1,1,0,0,inaccurate_solution,,0.0,valid,0.21503660212096143,0.363410468|0.215036602|0.266884808|0.312787727|0.292805306|0.323013797,0.513410468|0.365036602|0.416884808|0.462787727|0.442805306|0.473013797,0.483410468|0.335036602|0.386884808|0.432787727|0.412805306|0.443013797,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0507318788|0.0224369859|0.040745897|0.046329994,-0.0737140734|-0.00664136513|-0.0628693196|-0.156009394|-0.156629476|-0.160173497,1.3799278|0.853505043|0.953938033|1.1175785|1.05533764|1.17821168,0.479074985|-0.464675903|0.264708877,0.0299295224|0.149930716|0.0498600155,0.004027476534247398,0.0011744629591703415,0.0010982826352119446,0.001728835515677929
1,0.1,-0.3433800414203395,0.11317652463912964,0.3042888045310974,0.3631097078323364,0.10963985323905945,0.35,1,0,0,0,0,,,nan,0,0.4177071452140808,4.189982891082764,121.36249542236328,0.41770699620246887,1.0,nan,0,0,0,0,0.21503660212096143,0.0,filtered,2.4476026177890913e-07,0,0,12,,predictive_link_1,0,0,1,solved,osqp,0.0,valid,0.21336015608527947,0.359806059|0.213360156|0.26049699|0.3063213|0.287038783|0.317420165,0.509806059|0.363360156|0.41049699|0.4563213|0.437038783|0.467420165,0.479806059|0.333360156|0.38049699|0.4263213|0.407038783|0.437420165,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0528587309|0.023358848|0.0501498474|0.0310304955,-0.0721685949|-0.00432357417|-0.0614514032|-0.156117157|-0.156653949|-0.160218865,1.36705564|0.84911705|0.927677825|1.09252689|1.04165103|1.14049229,0.4805713|-0.457179308|0.2672019,0.0299295224|0.149930716|0.0498600155,0.0035040676593780518,0.000982777215540409,0.0011404315009713173,0.0013568513095378876
2,0.15000000000000002,-0.3137509251474399,0.09274979680776596,0.30608931183815,0.36120808124542236,0.0924750566482544,0.35,1,0,0,0,0,,,nan,0,0.4207991659641266,3.4794583320617676,93.18829345703125,0.4207991063594818,1.0,nan,0,0,0,0,0.21503660212096143,0.0,filtered,6.743748980837182e-08,0,0,12,,predictive_link_1,0,0,1,solved,osqp,0.0,valid,0.2122724666154885,0.35626203|0.212272467|0.254313551|0.299966568|0.282320765|0.311073177,0.50626203|0.362272467|0.404313551|0.449966568|0.432320765|0.461073177,0.47626203|0.332272467|0.374313551|0.419966568|0.402320765|0.431073177,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.00700137999|0.0735708037|0.100642492|0.0647311554,-0.0706008215|-0.00196425368|-0.0599352105|-0.156130504|-0.156487004|-0.16030452,1.3544473|0.847125613|0.950317613|1.11730657|1.07343855|1.14871934,0.482067615|-0.449682713|0.269694924,0.0299295224|0.149930716|0.0498600155,0.003965501673519611,0.0008663954213261604,0.001019568182528019,0.002055523917078972
3,0.2,-0.3167337041420513,0.09237827360630035,0.3080102503299713,0.3595110774040222,0.09225626289844513,0.35,1,0,0,0,0,,,nan,0,0.4404614567756653,0.6157034039497375,71.414306640625,0.4404614567756653,1.0,nan,0,0,0,0,0.21503660212096143,0.0,passthrough,8.609487816948742e-10,0,0,12,,predictive_link_1,0,0,1,solved,osqp,0.0,valid,0.210716938990668,0.352826162|0.210716939|0.249859309|0.296235512|0.280652594|0.306602238,0.502826162|0.360716939|0.399859309|0.446235512|0.430652594|0.456602238,0.472826162|0.330716939|0.369859309|0.416235512|0.400652594|0.426602238,0.15|0.142453888|0.15|0.15|0.15|0.15,0|0|-0.00898671048|0.0680146715|0.0959351102|0.0599977133,-0.0690031113|-1.01062504e-17|-0.058189808|-0.15592903|-0.156189136|-0.160341314,1.34230154|0.842867756|0.932260718|1.09702769|1.06235635|1.12606535,0.48356393|-0.442186117|0.272187948,0.0299295224|0.149930716|0.0498600155,0.00457750353962183,0.0013360688462853432,0.00145650003105402,0.0017538825049996376
4,0.25,-0.3518374955063339,0.0991767942905426,0.31126099824905396,0.35896021127700806,0.09311049431562424,0.35,1,0,0,0,0,,,nan,0,0.4666942059993744,1.9504371881484985,32.67843246459961,0.4666942059993744,1.0,nan,0,0,0,0,0.21503660212096143,0.0,passthrough,9.426511987937155e-10,0,0,12,,predictive_link_1,0,0,1,solved,osqp,0.0,valid,0.20929578118184822,0.349467402|0.209295781|0.245497606|0.292264974|0.278802676|0.3018845,0.499467402|0.359295781|0.395497606|0.442264974|0.428802676|0.4518845,0.469467402|0.329295781|0.365497606|0.412264974|0.398802676|0.4218845,0.15|0.0941736432|0.15|0.15|0.15|0.15,0|0|-0.0199745894|0.0277483012|0.0546809754|0.0162308521,-0.0673808438|1.42334788e-18|-0.0564049801|-0.155728552|-0.155880322|-0.160377552,1.33048876|0.837183125|0.905610856|1.04107965|1.01401136|1.0633913,0.485060245|-0.434689522|0.274680972,0.0299295224|0.149930716|0.0498600155,0.0034284964203834534,0.0009531714022159576,0.0010661967098712921,0.0013859095051884651
5,0.30000000000000004,-0.3575850785600796,0.10054001212120056,0.3145446479320526,0.3584100604057312,0.09410945326089859,0.35,1,0,0,0,0,,,nan,0,0.4989347457885742,0.7918400168418884,38.382957458496094,0.4989347457885742,1.0,nan,0,0,0,0,0.21503660212096143,0.0,passthrough,1.0092465553750067e-09,0,0,12,,predictive_link_1,0,0,1,solved,osqp,0.0,valid,0.20891186077325852,0.346150149|0.208911861|0.241424483|0.286199013|0.27485272|0.29479638,0.496150149|0.358911861|0.391424483|0.436199013|0.42485272|0.44479638,0.466150149|0.328911861|0.361424483|0.406199013|0.39485272|0.41479638,0.15|0.0446091021|0.15|0.15|0.15|0.15,0|0|-0.0265099093|0.028795631|0.0578394506|0.0192878552,-0.0657401164|2.74282338e-19|-0.0544866643|-0.155534256|-0.155499577|-0.160436798,1.31886048|0.835647443|0.884701359|1.01805743|1.00175075|1.03803658,0.48655656|-0.427192926|0.277173996,0.0299295224|0.149930716|0.0498600155,0.004416684620082378,0.0013094963505864143,0.001361951231956482,0.0017128782346844673
6,0.35000000000000003,-0.36597857734004047,0.10561809688806534,0.3177843987941742,0.3578231930732727,0.10195101052522659,0.35,1,0,0,0,0,,,nan,0,0.5330826640129089,0.8433071970939636,5.714259147644043,0.5330826640129089,1.0,nan,0,0,0,0,0.21503660212096143,0.0,passthrough,1.0707098812856846e-09,0,0,12,,predictive_link_1,0,0,1,solved,osqp,0.0,valid,0.20841002988038682,0.342919069|0.20841003|0.237062016|0.280217153|0.271122161|0.287836543,0.492919069|0.35841003|0.387062016|0.430217153|0.421122161|0.437836543,0.462919069|0.32841003|0.357062016|0.400217153|0.391122161|0.407836543,0.15|0|0.15|0.15|0.15|0.15,0|0|-0.0360566876|0.0282916337|0.0597061674|0.0227301132,-0.0640738855|0.000234271125|-0.0525884443|-0.155360416|-0.155120488|-0.160494996,1.30760239|0.833874391|0.859602934|0.993799831|0.989074322|1.01358129,0.488052875|-0.419696331|0.27966702,0.0299295224|0.149930716|0.0498600155,0.0032049063593149185,0.0008961465209722519,0.0009356960654258728,0.0013501057401299477
7,0.4,-0.3746353515371886,0.11246050894260406,0.32090213894844055,0.35690706968307495,0.1087585985660553,0.35,1,0,0,0,0,,,nan,0,0.5547072291374207,0.9957623481750488,20.108888626098633,0.5547072291374207,1.0,nan,0,0,0,0,0.21503660212096143,0.0,passthrough,1.1002088243106146e-09,0,0,12,,predictive_link_1,0,0,1,solved,osqp,0.0,valid,0.20782320964135714,0.339776401|0.20782321|0.23225043|0.27424182|0.267524558|0.281038811,0.489776401|0.35782321|0.38225043|0.42424182|0.417524558|0.431038811,0.459776401|0.32782321|0.35225043|0.39424182|0.387524558|0.401038811,0.15|0|0.15|0.15|0.15|0.15,0|0|-0.0351515674|0.0482069697|0.0825851801|0.0436790783,-0.0623821562|0.00263237997|-0.0507323392|-0.155231454|-0.154765723|-0.160554085,1.29672345|0.833925219|0.843117812|0.989942797|0.997917688|1.00728024,0.48954919|-0.412199736|0.282160044,0.0299295224|0.149930716|0.0498600155,0.0031544798985123634,0.0008361833170056343,0.0009348830208182335,0.001362314447760582
8,0.45,-0.3806568389235572,0.11917812377214432,0.32377907633781433,0.35592085123062134,0.11543969064950943,0.35,1,0,0,0,0,,,nan,0,0.5534269213676453,0.5297319889068604,14.717951774597168,0.5534269213676453,1.0,nan,0,0,0,0,0.21503660212096143,0.0,passthrough,1.0945114999069466e-09,0,0,12,,predictive_link_2,0,0,1,solved,osqp,0.0,valid,0.20690709088165293,0.336736283|0.206907091|0.227241504|0.269340473|0.265114328|0.275345785,0.486736283|0.356907091|0.377241504|0.419340473|0.415114328|0.425345785,0.456736283|0.326907091|0.347241504|0.389340473|0.385114328|0.395345785,0.15|0|0.15|0.15|0.15|0.15,0|0|-0.0378067594|0.0533583476|0.0872709475|0.0504145509,-0.0606630966|0.00500987708|-0.0489031584|-0.155079869|-0.15488198|-0.160599171,1.28628203|0.832638241|0.822256097|0.975640371|0.992846278|0.99119852,0.491045505|-0.40470314|0.284653068,0.0299295224|0.149930716|0.0498600155,0.004928769543766975,0.0016511110588908195,0.0014469437301158905,0.001794585958123207
9,0.5,-0.3821231647191184,0.12198135256767273,0.32639172673225403,0.3547748327255249,0.11821388453245163,0.35,1,0,0,0,0,,,nan,0,0.541328489780426,0.7140482664108276,9.440985679626465,0.541328489780426,1.0,nan,0,0,0,0,0.21503660212096143,0.0,passthrough,1.0598864235911216e-09,0,0,12,,predictive_link_2,0,0,1,solved,osqp,0.0,valid,0.2059208759216834,0.333789697|0.205920876|0.222070538|0.264716779|0.262688732|0.269997737,0.483789697|0.355920876|0.372070538|0.414716779|0.412688732|0.419997737,0.453789697|0.325920876|0.342070538|0.384716779|0.382688732|0.389997737,0.15|0|0.15|0.15|0.15|0.15,0|0|-0.0338409129|0.0665406104|0.0998726354|0.0643951343,-0.0589185987|0.00738314161|-0.0470814785|-0.154940396|-0.15544254|-0.160634554,1.27624019|0.831066645|0.807359763|0.970467332|0.995185022|0.983751527,0.49254182|-0.397206545|0.287146091,0.0299295224|0.149930716|0.0498600155,0.004780633375048637,0.0016269609332084656,0.0013951100409030914,0.001725577749311924
