episode,seed,seed_manifest,architecture_version,manifest_shard_index,manifest_shard_count,reward,cost,length,success,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,collision_termination_mode,unavoidable_collision,avoidable_collision,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_recovery_relaxed_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,safety_filter_qp_timeout_rate,safety_filter_compute_budget_stop_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,max_safety_filter_solve_time_s,mean_safety_filter_predictive_risk_time_s,mean_safety_filter_jacobian_workspace_time_s,mean_safety_filter_projection_time_s,mean_action_variation,mean_hierarchical_nominal_qdot_norm,mean_residual_qdot_norm,task_space_mean_requested_toward_goal_mps,task_space_mean_executed_toward_goal_mps,task_space_mean_filter_velocity_loss_mps,task_space_positive_error_delta_rate,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s,initially_unsafe,initial_predictive_h_m,nominal_only,hierarchical_final_state,hierarchical_plan_reason,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_initial_ik_found,hierarchical_initial_plan_found,hierarchical_initial_direct_path,hierarchical_initial_plan_reason,hierarchical_initial_planning_time_s,hierarchical_initial_plan_iterations,hierarchical_initial_ik_candidate_count,hierarchical_final_path_progress,hierarchical_failure_mode,hierarchical_track_rate,hierarchical_avoid_hold_rate,hierarchical_replan_rate,hierarchical_servo_rate,hierarchical_plan_failed_rate
0,9093,configs/experiments/reaching_recovery/manifests/v1_hierarchical_filter_timeout_cases.json,hierarchical_s1_revised_recovery_gated_filter_timeout_diag_v1,0,2,-462.14790578926653,114.08530616760254,240,0,0,0,0,0,0,,any,0,0,,,nan,0,0.08960697054862976,12.0,0.1924496442079544,0.27146492519726356,0.3612416684627533,0,0.0,0.8458333333333333,0.330643630639394,0.0,0.0,0.0,0.0,0.0,0.9958333333333333,0.0,0.0,0.45416666666666666,-1.825801147330164e-05,0.026247372863387377,0.9369244909612462,0.003481562829013759,0.0016611756737499187,0.0032625249975050488,0.04342375589580267,0.5136469375342131,0.0,nan,0.03265942633002101,0.23109025382260012,0.7125,0.9547130465507507,20.108383178710938,1,1,17,0.8500000000000001,0,0.15114524307088373,1,SERVO,direct_path,0.6991765219718218,3.8857613088330254,38,1,1,1,5,0.8955023905908001,0.1721511334180832,0.004050560720525975;0.008812391261383333;0.00902100779561089;0.005815980571043847;0.019642306384466415;0.02628390874500429;0.03137938464183034;0.012479703652132804;0.02706017378231382;0.027856412943160786;0.025131295804705925;0.012536283235254728;0.022823809020051513;0.009182606638487552;0.012805761687354962;0.023409060668980276;0.03637771734406749;0.015569305645266842;0.01204766058354897;0.013410808214374183;0.009359960206176375;0.030347123496254586;0.019602529151251227;0.025664564229070475;0.020871770364391817;0.009072124841779803;0.003793427621175917;0.01918227722751732;0.031771289671816305;0.0030925207329070767;0.019524083070707354;0.004505476569965446;0.008162602682837286;0.019355827284328605;0.0256789536642255;0.0198544808784274;0.004326507399239532;0.0068716075112976,0.1452590376138687;0.14478854835033417;0.12853331863880157;0.13730646669864655;0.1615941971540451;0.1721511334180832;0.1626061648130417;0.15315766632556915;0.14153353869915009;0.17045889794826508;0.16665886342525482;0.15761561691761017;0.16926546394824982;0.1464143544435501;0.1591329723596573;0.16718946397304535;0.1291857212781906;0.14117072522640228;0.1570097953081131;0.1337859183549881;0.1415054053068161;0.12782786786556244;0.13896767795085907;0.15510813891887665;0.1563977748155594;0.1433546096086502;0.12737290561199188;0.14054565131664276;0.1564805656671524;0.13777004182338715;0.14589844644069672;0.14488331973552704;0.14810271561145782;0.14478029310703278;0.12470156699419022;0.12037668377161026;0.14786632359027863;0.14856712520122528,320,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 160, 'obstacle_contact': 0, 'self_collision': 0}",0.0020475506645111488,325,325,nan,nan,0.9998597265450792,filtered,143,2,5,4,198,1,1,1,direct_path,0.743630904937163,0,24,1.0,FILTER_STOP_TIMEOUT,0.1875,0.058333333333333334,0.0,0.7541666666666667,0.0
