episode,seed,seed_manifest,architecture_version,manifest_shard_index,manifest_shard_count,reward,cost,length,success,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,collision_termination_mode,unavoidable_collision,avoidable_collision,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_recovery_relaxed_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,safety_filter_qp_timeout_rate,safety_filter_compute_budget_stop_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,max_safety_filter_solve_time_s,mean_safety_filter_predictive_risk_time_s,mean_safety_filter_jacobian_workspace_time_s,mean_safety_filter_projection_time_s,mean_action_variation,mean_hierarchical_nominal_qdot_norm,mean_residual_qdot_norm,task_space_mean_requested_toward_goal_mps,task_space_mean_executed_toward_goal_mps,task_space_mean_filter_velocity_loss_mps,task_space_positive_error_delta_rate,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s,initially_unsafe,initial_predictive_h_m,nominal_only,hierarchical_final_state,hierarchical_plan_reason,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_initial_ik_found,hierarchical_initial_plan_found,hierarchical_initial_direct_path,hierarchical_initial_plan_reason,hierarchical_initial_planning_time_s,hierarchical_initial_plan_iterations,hierarchical_initial_ik_candidate_count,hierarchical_final_path_progress,hierarchical_failure_mode,hierarchical_track_rate,hierarchical_avoid_hold_rate,hierarchical_replan_rate,hierarchical_servo_rate,hierarchical_plan_failed_rate
1,9143,configs/experiments/reaching_recovery/manifests/v1_hierarchical_filter_timeout_cases.json,hierarchical_s1_revised_recovery_gated_filter_timeout_diag_v1,1,2,-481.1820769181649,120.12315101921558,240,0,0,0,0,0,0,,any,0,0,,,nan,0,0.0644218698143959,12.0,0.18424636125564575,0.30132668372243643,0.4090798497200012,0,0.0,0.9791666666666666,0.2021215399170348,0.0,0.0,0.0,0.0,0.0,0.9958333333333333,0.0,0.0,0.0,9.953280821109467e-06,0.028168005656334573,1.3822205760516226,0.0035428097631665877,0.0017187606955606802,0.0029411413304236095,0.028379373284595506,0.2889820559571187,0.0,nan,0.019576127521088095,0.1345073524603008,0.9666666666666667,0.75164794921875,18.264829635620117,1,1,7,0.35000000000000003,0,0.1164433456925924,1,SERVO,direct_path,1.2329994960455224,4.486806918983348,50,1,1,1,18,1.5936882029841881,0.14291918277740479,9.013675824460189e-05;0.0012274446080694096;0.0010935889267681502;0.0005554608534331333;0.002890129848469746;0.003735134645072671;0.002248752455373401;0.006509911084138981;0.00633374437144372;0.003999589371876706;0.006179435904996918;0.004422904761401048;0.005414521758121441;0.0033806815905122003;0.006341096187676517;0.008081133199205325;0.0028636985999473522;0.003676457998801664;0.00863590900120486;0.003887484108482795;0.0029794255513439644;0.005962146791703964;0.002465096060397558;0.007050104065343352;0.0073331040578626765;0.0036130858874000925;0.0030551956475124453;0.0014790326346048556;0.004306456923122571;0.0019116261759741765;0.007004883206336776;0.00910864814334317;0.0033738601431022148;0.0033729765754653873;0.0013759168346761108;0.004324554159103847;0.0037498239590266144;0.01496515451355763;0.0029654109522650584;0.004081376925165989;0.0057207427770738254;0.0038216317012591127;0.0017788354736726175;0.003200052586243424;0.005116831900846645;0.0021247043146887983;0.0019104639584793276;0.006075873354740349;0.003038083834523363;0.006288016654929624,0.13641329109668732;0.13555434346199036;0.13717514276504517;0.13676850497722626;0.1342523992061615;0.1351272165775299;0.13536322116851807;0.14078617095947266;0.12496932595968246;0.13202324509620667;0.1346997171640396;0.1400499939918518;0.1408141553401947;0.13573585450649261;0.12947703897953033;0.12216285616159439;0.13505227863788605;0.12489777058362961;0.14291918277740479;0.1309584230184555;0.13591036200523376;0.1335449367761612;0.13240565359592438;0.13602428138256073;0.14256787300109863;0.13466717302799225;0.13572104275226593;0.13667798042297363;0.12935341894626617;0.1376897096633911;0.13081085681915283;0.13033603131771088;0.1393321454524994;0.1341313123703003;0.13609805703163147;0.12003228813409805;0.1339694708585739;0.12798801064491272;0.13820675015449524;0.13988760113716125;0.13485074043273926;0.13888490200042725;0.13753587007522583;0.13872313499450684;0.1305054873228073;0.13518735766410828;0.13582584261894226;0.12816379964351654;0.1309615820646286;0.14022961258888245,256,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 73, 'obstacle_contact': 0, 'self_collision': 0}",8.79604274035997e-05,260,260,nan,nan,0.9941305799027812,filtered,173,2,4,3,218,1,1,1,direct_path,0.8524211189942434,0,40,1.0,FILTER_STOP_TIMEOUT,0.1,0.020833333333333332,0.0,0.8791666666666667,0.0
