step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-0.9613530842026842,0.23190218210220337,0.2679377794265747,0.3179675042629242,0.15695172548294067,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.4472135901451111,8.9442720413208,178.88543701171875,1.2215677499771118,1.2215677499771118,0.2744842762260626,0.2679377794265747,0.0065464967994878775,0.42194981567780127,0.14549237150736583,0.38452264925257806,0.13052161217547825,0.2540010370770998,0.3845226484884159,0,0,disabled,0.0,1,TRACK,direct_path,0,0.6476343040121719,0.6476343040121719,8,1,1,1,0,0.6875054028705646,0.14548495411872864,0.039931397098636794;0.03923875137876076;0.04149763505279176;0.04408367836311197;0.042672171777398835;0.03993882116457392;0.0376820764154831;0.02191026579528638,0.14548495411872864;0.13507792353630066;0.1369474083185196;0.13209272921085358;0.12546372413635254;0.13321436941623688;0.12107285112142563;0.12649603188037872,96,0,0,1,8,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 89, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,97,97,nan,nan,0.0,not_enabled,0,0,1,0,0,0,1,2,1.0,0.6701362618420967,1.2215677499771118,0.0,1.0,0.1472218018947355,0,0,0,0,0.1472218018947355,0.0,filtered,osqp optimal,0.8100384990340314,0,0,12,joint_2_acceleration_lower|joint_3_acceleration_lower|joint_0_acceleration_upper|joint_1_acceleration_upper|joint_4_acceleration_upper,predictive_link_4,,,0,0,1,solved,osqp,0.0,valid,0.1472218018947355,0.9074086755210774,0|0|0|0|0|0,,,,,,,,,,0.010163477039895952,0.002399283926934004,0.0015553790144622326,0.0017510720063000917
1,0.1,-1.327853036225072,0.35332801938056946,0.25562041997909546,0.30920034646987915,0.253010094165802,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.7888152003288269,7.46312952041626,94.87860107421875,0.9856812357902527,0.9856812357902527,0.2679377860468719,0.25562041997909546,0.012317366067776447,0.34115748378152244,0.2721767989801897,0.3110463204131579,0.24452500262295782,0.06652131779020007,0.3110463280985955,0,0,disabled,0.0,1,TRACK,direct_path,0,0.6476343040121719,0.6476343040121719,8,1,1,1,0,0.6875054028705646,0.14548495411872864,0.039931397098636794;0.03923875137876076;0.04149763505279176;0.04408367836311197;0.042672171777398835;0.03993882116457392;0.0376820764154831;0.02191026579528638,0.14548495411872864;0.13507792353630066;0.1369474083185196;0.13209272921085358;0.12546372413635254;0.13321436941623688;0.12107285112142563;0.12649603188037872,96,0,0,1,8,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 89, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,97,97,nan,nan,0.6631138543475864,filtered,0,0,1,0,0,0,1,2,1.0,0.5547022631415195,0.9856812357902527,0.0,1.0,0.12875236210264313,0,0,0,0,0.1472218018947355,0.0,filtered,osqp optimal,0.22630733918838852,0,0,12,joint_2_acceleration_lower|joint_0_acceleration_upper|joint_1_acceleration_upper,predictive_link_4,,,0,0,1,solved,osqp,0.0,valid,0.12875236210264313,0.9125049655323381,1.1105932e-17|0.0661349724|0.1174947|0.119685443|0.146120288|0.146120288,,,,,,,,,,0.01081980299204588,0.002715006936341524,0.0013668920146301389,0.001832911977544427
2,0.15000000000000002,-1.3674309874329424,0.3633684515953064,0.2441786825656891,0.3008957803249359,0.2571640908718109,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.7086297869682312,2.5729293823242188,181.6886444091797,0.7086297869682312,0.7086297869682312,0.25562040550856696,0.2441786825656891,0.011441722942877874,0.2478807191372362,0.2478807191372362,0.22727567377162547,0.22727567377162547,0.0,0.22727566090567716,0,0,disabled,0.0,1,TRACK,direct_path,0,0.6476343040121719,0.6476343040121719,8,1,1,1,0,0.6875054028705646,0.14548495411872864,0.039931397098636794;0.03923875137876076;0.04149763505279176;0.04408367836311197;0.042672171777398835;0.03993882116457392;0.0376820764154831;0.02191026579528638,0.14548495411872864;0.13507792353630066;0.1369474083185196;0.13209272921085358;0.12546372413635254;0.13321436941623688;0.12107285112142563;0.12649603188037872,96,0,0,1,8,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 89, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,97,97,nan,nan,0.22959485376319513,filtered,0,0,1,0,0,0,1,2,1.0,0.42365750942473607,0.7086297869682312,0.0,1.0,0.10778520150795778,0,0,0,0,0.1472218018947355,0.0,passthrough,osqp optimal,6.768516890879726e-11,0,0,12,,predictive_link_4,,,0,0,1,solved,osqp,0.0,valid,0.10778520150795778,0.9221366471152903,0|0.136823303|0.237927472|0.241531944|0.275038039|0.275038039,,,,,,,,,,0.01190083590336144,0.002962069003842771,0.0016907189274206758,0.0025328720221295953
3,0.2,-1.3393984479120333,0.3509051203727722,0.23447285592556,0.29382190108299255,0.24412447214126587,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.5937596559524536,2.2974021434783936,45.53279495239258,0.5937596559524536,0.5937596559524536,0.24417868642026752,0.23447285592556,0.009705830494707524,0.20955566710778584,0.20955566710778584,0.1930444158009393,0.1930444158009393,0.0,0.1930444188483177,0,0,disabled,0.0,1,TRACK,direct_path,0,0.6476343040121719,0.6476343040121719,8,1,1,1,0,0.6875054028705646,0.14548495411872864,0.039931397098636794;0.03923875137876076;0.04149763505279176;0.04408367836311197;0.042672171777398835;0.03993882116457392;0.0376820764154831;0.02191026579528638,0.14548495411872864;0.13507792353630066;0.1369474083185196;0.13209272921085358;0.12546372413635254;0.13321436941623688;0.12107285112142563;0.12649603188037872,96,0,0,1,8,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 89, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,97,97,nan,nan,9.55155571407439e-11,passthrough,0,0,1,0,0,0,1,2,1.0,0.37624144084063477,0.5937596559524536,0.0,1.0,0.10019863053450156,0,0,0,0,0.1472218018947355,0.0,passthrough,osqp optimal,5.818345373447793e-11,0,0,12,,predictive_link_4,,,0,0,1,solved,osqp,0.0,valid,0.10019863053450156,0.9310935845173481,0|0.120925119|0.215847265|0.219591676|0.250135878|0.250135878,,,,,,,,,,0.010387182934209704,0.003096775966696441,0.0013222320703789592,0.0017006669659167528
4,0.25,-1.3397363612499804,0.3485462963581085,0.22577416896820068,0.2874613106250763,0.2392910271883011,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.5267540216445923,1.3401130437850952,19.145780563354492,0.5267540216445923,0.5267540216445923,0.2344728571611038,0.22577416896820068,0.00869868819290312,0.18728744725944368,0.18728744725944368,0.17315669937766084,0.17315669937766084,0.0,0.17315670029010202,0,0,disabled,0.0,1,TRACK,direct_path,0,0.6476343040121719,0.6476343040121719,8,1,1,1,0,0.6875054028705646,0.14548495411872864,0.039931397098636794;0.03923875137876076;0.04149763505279176;0.04408367836311197;0.042672171777398835;0.03993882116457392;0.0376820764154831;0.02191026579528638,0.14548495411872864;0.13507792353630066;0.1369474083185196;0.13209272921085358;0.12546372413635254;0.13321436941623688;0.12107285112142563;0.12649603188037872,96,0,0,1,8,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 89, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,97,97,nan,nan,9.799159163339496e-11,passthrough,0,0,1,0,0,0,1,2,1.0,0.3514183058667369,0.5267540216445923,0.0,1.0,0.0962269289386779,0,0,0,0,0.1472218018947355,0.0,passthrough,osqp optimal,5.294404642134131e-11,0,0,12,,predictive_link_4,,,0,0,1,solved,osqp,0.0,valid,0.0962269289386779,0.9385289856550851,2.62592809e-17|0.1039638|0.182338749|0.185348548|0.21113788|0.21113788,,,,,,,,,,0.013532130047678947,0.0029481160454452038,0.0018590569961816072,0.002218922018073499
5,0.30000000000000004,-1.3285473920862818,0.34283027052879333,0.21810267865657806,0.28183600306510925,0.2320169061422348,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.4605009853839874,1.3250612020492554,0.301046758890152,0.4605009853839874,0.4605009853839874,0.22577417232052546,0.21810267865657806,0.0076714936639473985,0.16480179393259212,0.16480179393259212,0.15281855810521022,0.15281855810521022,0.0,0.15281856037428043,0,0,disabled,0.0,1,TRACK,direct_path,0,0.6476343040121719,0.6476343040121719,8,1,1,1,0,0.6875054028705646,0.14548495411872864,0.039931397098636794;0.03923875137876076;0.04149763505279176;0.04408367836311197;0.042672171777398835;0.03993882116457392;0.0376820764154831;0.02191026579528638,0.14548495411872864;0.13507792353630066;0.1369474083185196;0.13209272921085358;0.12546372413635254;0.13321436941623688;0.12107285112142563;0.12649603188037872,96,0,0,1,8,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 89, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,97,97,nan,nan,1.0050999944156732e-10,passthrough,0,0,1,0,0,0,1,2,1.0,0.32232807663534707,0.4605009853839874,0.0,1.0,0.09157249226165554,0,0,0,0,0.1472218018947355,0.0,passthrough,osqp optimal,4.736599147235874e-11,0,0,12,,predictive_link_4,,,0,0,1,solved,osqp,0.0,valid,0.09157249226165554,0.945071578531729,0|0.0943554292|0.162919816|0.165475796|0.18853384|0.18853384,,,,,,,,,,0.012796925962902606,0.002898144070059061,0.0018715939950197935,0.0020894970512017608
6,0.35000000000000003,-1.321994412110536,0.33898988366127014,0.21125109493732452,0.27680015563964844,0.22643955051898956,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.40821948647499084,1.045629858970642,5.588626861572266,0.40821948647499084,0.40821948647499084,0.21810268020205875,0.21125109493732452,0.006851585264734228,0.1469206065887644,0.1469206065887644,0.13656196666144008,0.13656196666144008,0.0,0.13656196762912137,0,0,disabled,0.0,1,TRACK,direct_path,0,0.6476343040121719,0.6476343040121719,8,1,1,1,0,0.6875054028705646,0.14548495411872864,0.039931397098636794;0.03923875137876076;0.04149763505279176;0.04408367836311197;0.042672171777398835;0.03993882116457392;0.0376820764154831;0.02191026579528638,0.14548495411872864;0.13507792353630066;0.1369474083185196;0.13209272921085358;0.12546372413635254;0.13321436941623688;0.12107285112142563;0.12649603188037872,96,0,0,1,8,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 89, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,97,97,nan,nan,1.0285752468664697e-10,passthrough,0,0,1,0,0,0,1,2,1.0,0.298570771938592,0.40821948647499084,0.0,1.0,0.08777132351017472,0,0,0,0,0.1472218018947355,0.0,passthrough,osqp optimal,4.2849500127045134e-11,0,0,12,,predictive_link_4,,,0,0,1,solved,osqp,0.0,valid,0.08777132351017472,0.9507477615578781,0|0.0841572405|0.143325808|0.145463274|0.165753048|0.165753048,,,,,,,,,,0.009665325982496142,0.0027765160193666816,0.001255886978469789,0.0016031130217015743
7,0.4,-1.3141245432813833,0.33502811193466187,0.20512743294239044,0.27229103446006775,0.22095218300819397,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.3625347316265106,0.9136956334114075,2.6386868953704834,0.3625347316265106,0.3625347316265106,0.21125109910170295,0.20512743294239044,0.0061236661593125075,0.13113044989892905,0.13113044989892905,0.12212204932058848,0.12212204932058848,0.0,0.12212205172797211,0,0,disabled,0.0,1,TRACK,direct_path,0,0.6476343040121719,0.6476343040121719,8,1,1,1,0,0.6875054028705646,0.14548495411872864,0.039931397098636794;0.03923875137876076;0.04149763505279176;0.04408367836311197;0.042672171777398835;0.03993882116457392;0.0376820764154831;0.02191026579528638,0.14548495411872864;0.13507792353630066;0.1369474083185196;0.13209272921085358;0.12546372413635254;0.13321436941623688;0.12107285112142563;0.12649603188037872,96,0,0,1,8,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 89, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,97,97,nan,nan,1.0496681698625935e-10,passthrough,0,0,1,0,0,0,1,2,1.0,0.27615481342414666,0.3625347316265106,0.0,1.0,0.08418477014786346,0,0,0,0,0.1472218018947355,0.0,passthrough,osqp optimal,3.875675696427591e-11,0,0,12,,predictive_link_4,,,0,0,1,solved,osqp,0.0,valid,0.08418477014786346,0.9557447974388812,0|0.0759395819|0.127759876|0.129572325|0.147667027|0.147667027,,,,,,,,,,0.010544446064159274,0.0028289559995755553,0.0014061699621379375,0.0016263501020148396
8,0.45,-1.319861073301216,0.33543071150779724,0.1994890421628952,0.26813215017318726,0.21912039816379547,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.33191388845443726,0.6124166250228882,6.025581359863281,0.33191388845443726,0.33191388845443726,0.20512743917136014,0.1994890421628952,0.00563839700846494,0.1205852655861819,0.1205852655861819,0.11247991989346413,0.11247991989346413,0.0,0.1124799233090678,0,0,disabled,0.0,1,TRACK,direct_path,0,0.6476343040121719,0.6476343040121719,8,1,1,1,0,0.6875054028705646,0.14548495411872864,0.039931397098636794;0.03923875137876076;0.04149763505279176;0.04408367836311197;0.042672171777398835;0.03993882116457392;0.0376820764154831;0.02191026579528638,0.14548495411872864;0.13507792353630066;0.1369474083185196;0.13209272921085358;0.12546372413635254;0.13321436941623688;0.12107285112142563;0.12649603188037872,96,0,0,1,8,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 89, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,97,97,nan,nan,1.0690494891453262e-10,passthrough,0,0,1,0,0,0,1,2,1.0,0.2561288673738217,0.33191388845443726,0.0,1.0,0.08098061877981147,0,0,0,0,0.1472218018947355,0.0,passthrough,osqp optimal,3.606163820987945e-11,0,0,12,,predictive_link_4,,,0,0,1,solved,osqp,0.0,valid,0.08098061877981147,0.9601564637942046,0|0.0685048901|0.114011295|0.115551804|0.131714551|0.131714551,,,,,,,,,,0.009405263001099229,0.0025078249163925648,0.0013701060088351369,0.001509792055003345
9,0.5,-1.349970341016984,0.3432813584804535,0.19401971995830536,0.2640918493270874,0.22333435714244843,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.3202913999557495,0.23245026171207428,7.599331855773926,0.3202913999557495,0.3202913999557495,0.19948903218894878,0.19401971995830536,0.005469312230643425,0.11683110417904477,0.11683110417904477,0.10912398769727731,0.10912398769727731,0.0,0.10912398224135453,0,0,disabled,0.0,1,TRACK,direct_path,0,0.6476343040121719,0.6476343040121719,8,1,1,1,0,0.6875054028705646,0.14548495411872864,0.039931397098636794;0.03923875137876076;0.04149763505279176;0.04408367836311197;0.042672171777398835;0.03993882116457392;0.0376820764154831;0.02191026579528638,0.14548495411872864;0.13507792353630066;0.1369474083185196;0.13209272921085358;0.12546372413635254;0.13321436941623688;0.12107285112142563;0.12649603188037872,96,0,0,1,8,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 89, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,97,97,nan,nan,1.0864757235016917e-10,passthrough,0,0,1,0,0,0,1,2,1.0,0.23524195002788462,0.3202913999557495,0.0,1.0,0.07763871200446154,0,0,0,0,0.1472218018947355,0.0,passthrough,osqp optimal,3.53233072769274e-11,0,0,12,,predictive_link_4,,,0,0,1,solved,osqp,0.0,valid,0.07763871200446154,0.964172431090101,0|0.0636305027|0.104850114|0.106199072|0.121073903|0.121073903,,,,,,,,,,0.009589966968633235,0.0025261410046368837,0.0012116939760744572,0.0015038689598441124
