step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_goal_region_attempted,hierarchical_ik_goal_region_candidate_count,hierarchical_ik_goal_region_sample_count,hierarchical_ik_obstacle_aware_attempted,hierarchical_ik_obstacle_aware_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_goal_velocity_primary_mps,safety_filter_goal_velocity_secondary_used,safety_filter_goal_velocity_secondary_status,safety_filter_command_alignment_previous,safety_filter_command_sign_change,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,safety_filter_goal_velocity_audit_status,safety_filter_max_feasible_goal_velocity_mps,safety_filter_projected_goal_velocity_mps,safety_filter_goal_velocity_feasibility_gap_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-0.8615475478313506,0.17456987500190735,0.3906607925891876,0.37089940905570984,0.12371433526277542,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.38677412271499634,7.735482215881348,154.7096405029297,1.556618571281433,1.556618571281433,0.39888009134772384,0.3906607925891876,0.00821929875853622,0.5132531840683805,0.21399007045052318,0.4667444285962701,0.16993494711080842,0.29680948148546166,0.46674442515366116,0,0,disabled,0.0,1,TRACK,direct_path,0,0.5754033309640363,0.5754033309640363,23,1,1,1,9,1.2828761437638039,0.13511401414871216,0.0007379685184206801;0.0027948034190633632;0.005239466686034089;0.002028503992540894;0.002461327559823264;0.006794558676853388;0.0019398224318695782;0.0025089871678480842;0.005161438582784178;0.0041552831583875635;0.006546778553169636;0.005394731427006117;0.010682514942125191;0.0031166557611314563;0.0012420690085810902;0.002559067237787428;0.0021549071615373436;0.007109014305984755;0.005434463618378627;0.0029488190488395094;0.003201827417112267;0.0011289590403239572;0.006695360000548387,0.1241748109459877;0.13124185800552368;0.13308270275592804;0.13062407076358795;0.12096551805734634;0.13106562197208405;0.13383319973945618;0.13355126976966858;0.13005226850509644;0.13511401414871216;0.1297345608472824;0.13365192711353302;0.12869751453399658;0.1292969137430191;0.13225379586219788;0.13343435525894165;0.1335551142692566;0.13427655398845673;0.12917925417423248;0.13367927074432373;0.13366517424583435;0.12010393291711807;0.12741060554981232,64,0,0,0,0,0,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 13, 'obstacle_clearance': 29, 'obstacle_contact': 0, 'self_collision': 0}",0.0004555403336558663,65,52,nan,nan,0.0,not_enabled,0,0,1,0,0,0,1,2,1.0,1.0,1.556618571281433,0.0,1.0,0.20013563998893585,0,0,0,0,0.20013563998893585,0.0,filtered,linprog goal-velocity priority optimal,1.3951617448742721,0,0,12,joint_0_acceleration_upper|joint_1_acceleration_upper|joint_4_acceleration_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.1749349447015731,1,continuity_tiebreak,0.0,0,goal_velocity_linprog,0.0,valid,0.20013563998893585,0.9266524413885512,0|0|0|0|0|0,0.474831859|0.378801658|0.22607579|0.23307579|0.20013564|0.20313564,0.651164481|0.55513428|0.402408412|0.409408412|0.376468262|0.379468262,0.594831859|0.498801658|0.34607579|0.35307579|0.32013564|0.32313564,0|0|0|0|0|0,-4.82697467e-18|-0.0550786239|-0.121256174|-0.121256174|-0.112537155|-0.112537155,0|0|0|0|0|0,1.89932744|1.46012801|0.783046985|0.811046985|0.688005405|0.700005405,optimal,0.1749349447015731,0.16993494711080842,0.0049999975907646654,0.467153639|0.563175976|0.402971327,-0|-0|0,0.014310196973383427,0.002442999044433236,0.001235487055964768,0.006467374972999096
1,0.1,-1.166420674053459,0.2934291660785675,0.37435048818588257,0.3600088059902191,0.2241014689207077,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.7744867205619812,7.754297256469727,0.8419275283813477,1.563563346862793,1.563563346862793,0.39066077626261014,0.37435048818588257,0.016310288076727575,0.5143175265045875,0.42872513282934194,0.47020426549985195,0.3357441348663223,0.13446013063352963,0.470204245848977,0,0,disabled,0.0,1,TRACK,direct_path,0,0.5754033309640363,0.5754033309640363,23,1,1,1,9,1.2828761437638039,0.13511401414871216,0.0007379685184206801;0.0027948034190633632;0.005239466686034089;0.002028503992540894;0.002461327559823264;0.006794558676853388;0.0019398224318695782;0.0025089871678480842;0.005161438582784178;0.0041552831583875635;0.006546778553169636;0.005394731427006117;0.010682514942125191;0.0031166557611314563;0.0012420690085810902;0.002559067237787428;0.0021549071615373436;0.007109014305984755;0.005434463618378627;0.0029488190488395094;0.003201827417112267;0.0011289590403239572;0.006695360000548387,0.1241748109459877;0.13124185800552368;0.13308270275592804;0.13062407076358795;0.12096551805734634;0.13106562197208405;0.13383319973945618;0.13355126976966858;0.13005226850509644;0.13511401414871216;0.1297345608472824;0.13365192711353302;0.12869751453399658;0.1292969137430191;0.13225379586219788;0.13343435525894165;0.1335551142692566;0.13427655398845673;0.12917925417423248;0.13367927074432373;0.13366517424583435;0.12010393291711807;0.12741060554981232,64,0,0,0,0,0,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 13, 'obstacle_clearance': 29, 'obstacle_contact': 0, 'self_collision': 0}",0.0004555403336558663,65,52,nan,nan,0.8962772066414143,filtered,0,0,1,0,0,0,1,2,1.0,0.8677558734861477,1.563563346862793,0.0,1.0,0.17884093975778365,0,0,0,0,0.20013563998893585,0.0,filtered,linprog goal-velocity priority optimal,1.3441456867030819,0,0,12,joint_0_acceleration_upper|joint_1_acceleration_upper|joint_4_acceleration_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.34074413212491983,1,continuity_tiebreak,0.9999970197677612,0,goal_velocity_linprog,0.0,valid,0.17884093975778365,0.9245617421093525,1.11000516e-17|0.0847164889|0.206700542|0.206700542|0.213951466|0.213951466,0.474936394|0.367835737|0.20269908|0.20969908|0.17884094|0.18184094,0.651164481|0.544063824|0.378927167|0.385927167|0.355069027|0.358069027,0.594936394|0.487835737|0.32269908|0.32969908|0.29884094|0.30184094,0|0.15|0.15|0.15|0.15|0.15,-1.14173367e-17|-0.111557646|-0.225092538|-0.225092538|-0.200002402|-0.200002402,0|0|0|0|0|0,1.89974558|1.3597853|0.585703783|0.613703783|0.515361357|0.527361357,optimal,0.34074413212491983,0.33574413486632226,0.004999997258597566,0.467153639|0.563175976|0.402971327,-0|-0|0,0.014290557010099292,0.0025303250877186656,0.00123873190023005,0.006287848926149309
2,0.15000000000000002,-1.4053148539402072,0.3937920928001404,0.35089507699012756,0.34447190165519714,0.3081059753894806,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.1646242141723633,7.803316593170166,2.1563291549682617,1.5652357339859009,1.5652357339859009,0.3743505070906515,0.35089507699012756,0.023455430100523922,0.5165052101245637,0.6453828714043855,0.4797030025178719,0.4883589484527721,-0.008655945934900211,0.4797030267429622,0,0,disabled,0.0,1,TRACK,direct_path,0,0.5754033309640363,0.5754033309640363,23,1,1,1,9,1.2828761437638039,0.13511401414871216,0.0007379685184206801;0.0027948034190633632;0.005239466686034089;0.002028503992540894;0.002461327559823264;0.006794558676853388;0.0019398224318695782;0.0025089871678480842;0.005161438582784178;0.0041552831583875635;0.006546778553169636;0.005394731427006117;0.010682514942125191;0.0031166557611314563;0.0012420690085810902;0.002559067237787428;0.0021549071615373436;0.007109014305984755;0.005434463618378627;0.0029488190488395094;0.003201827417112267;0.0011289590403239572;0.006695360000548387,0.1241748109459877;0.13124185800552368;0.13308270275592804;0.13062407076358795;0.12096551805734634;0.13106562197208405;0.13383319973945618;0.13355126976966858;0.13005226850509644;0.13511401414871216;0.1297345608472824;0.13365192711353302;0.12869751453399658;0.1292969137430191;0.13225379586219788;0.13343435525894165;0.1335551142692566;0.13427655398845673;0.12917925417423248;0.13367927074432373;0.13366517424583435;0.12010393291711807;0.12741060554981232,64,0,0,0,0,0,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 13, 'obstacle_clearance': 29, 'obstacle_contact': 0, 'self_collision': 0}",0.0004555403336558663,65,52,nan,nan,0.8596681991810815,filtered,0,0,1,0,0,0,1,2,1.0,0.7210230987257594,1.5652357339859009,0.0,1.0,0.15536369579612153,0,0,0,0,0.20013563998893585,0.0,filtered,linprog goal-velocity priority optimal,1.40244046630183,0,0,12,joint_0_acceleration_upper|joint_1_acceleration_upper|joint_4_acceleration_upper,workspace_z_lower,,,0,0,0,optimal; continuity_tiebreak,0.49335893330671937,1,continuity_tiebreak,0.9999877214431763,0,goal_velocity_linprog,0.0,valid,0.15536369579612153,0.9202250735118905,0|0.174110402|0.414958991|0.414958991|0.428741872|0.428741872,0.475153227|0.353094444|0.175113631|0.182113631|0.155363696|0.158363696,0.651164481|0.529105698|0.351124885|0.358124885|0.331374949|0.334374949,0.595153227|0.473094444|0.295113631|0.302113631|0.275363696|0.278363696,0|0.15|0.15|0.15|0.15|0.15,0|-0.174429001|-0.30459545|-0.30459545|-0.248770797|-0.248770797,0|0|0|0|0|0,1.90061291|1.23794878|0.395859074|0.423859074|0.372683986|0.384683986,optimal,0.49335893330671937,0.4883589484527721,0.004999984853947259,0.467153639|0.563175976|0.402971327,-0|-0|0,0.015870560077019036,0.0025766469771042466,0.0013222349807620049,0.007539854035712779
3,0.2,-1.592870202007681,0.45829105377197266,0.3256322145462036,0.32799020409584045,0.3540608286857605,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.3981724977493286,4.862954139709473,69.37300109863281,1.4944102764129639,1.4944102764129639,0.35089508860491014,0.3256322145462036,0.02526287405870653,0.4959942058154096,0.7810070719625261,0.46560947257040597,0.5372224412629062,-0.07161296869250022,0.4656094879822859,0,0,disabled,0.0,1,TRACK,direct_path,0,0.5754033309640363,0.5754033309640363,23,1,1,1,9,1.2828761437638039,0.13511401414871216,0.0007379685184206801;0.0027948034190633632;0.005239466686034089;0.002028503992540894;0.002461327559823264;0.006794558676853388;0.0019398224318695782;0.0025089871678480842;0.005161438582784178;0.0041552831583875635;0.006546778553169636;0.005394731427006117;0.010682514942125191;0.0031166557611314563;0.0012420690085810902;0.002559067237787428;0.0021549071615373436;0.007109014305984755;0.005434463618378627;0.0029488190488395094;0.003201827417112267;0.0011289590403239572;0.006695360000548387,0.1241748109459877;0.13124185800552368;0.13308270275592804;0.13062407076358795;0.12096551805734634;0.13106562197208405;0.13383319973945618;0.13355126976966858;0.13005226850509644;0.13511401414871216;0.1297345608472824;0.13365192711353302;0.12869751453399658;0.1292969137430191;0.13225379586219788;0.13343435525894165;0.1335551142692566;0.13427655398845673;0.12917925417423248;0.13367927074432373;0.13366517424583435;0.12010393291711807;0.12741060554981232,64,0,0,0,0,0,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 13, 'obstacle_clearance': 29, 'obstacle_contact': 0, 'self_collision': 0}",0.0004555403336558663,65,52,nan,nan,0.8959931311627356,filtered,0,0,1,0,0,0,1,2,1.0,0.5787853904745797,1.4944102764129639,0.0,1.0,0.13260566247593275,0,0,0,0,0.20013563998893585,0.0,filtered,linprog goal-velocity priority optimal,1.4555692214908043,0,0,12,joint_0_velocity_upper|joint_1_velocity_upper|joint_4_velocity_upper,workspace_z_lower,,,0,0,0,optimal; continuity_tiebreak,0.5422224495132818,1,continuity_tiebreak,0.9985948801040649,0,goal_velocity_linprog,0.0,valid,0.13260566247593275,0.9132237135031216,5.20380409e-19|0.266777678|0.626193237|0.626193237|0.645284114|0.645284114,0.475503296|0.333903947|0.144725853|0.151725853|0.132605662|0.135605662,0.651164481|0.509565133|0.320387039|0.327387039|0.308266848|0.311266848,0.595503296|0.453903947|0.264725853|0.271725853|0.252605662|0.255605662,0|0.15|0.15|0.15|0.15|0.15,4.46427185e-19|-0.213705945|-0.301228614|-0.301228614|-0.199729553|-0.199729553,0|0|0|0|0|0,1.90201318|1.12190984|0.277674798|0.305674798|0.330693097|0.342693097,optimal,0.5422224495132818,0.5372224412629063,0.005000008250375498,0.467153639|0.563175976|0.402971327,-0|-0|0,0.015154599910601974,0.002656261087395251,0.001218294957652688,0.006815340952016413
4,0.25,-1.7059797795526306,0.4799036979675293,0.30344632267951965,0.31321021914482117,0.36271974444389343,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.3149679899215698,3.939162254333496,161.3653564453125,1.3733940124511719,1.3733940124511719,0.3256322289846737,0.30344632267951965,0.022185906305154046,0.4197529443569018,0.7161039404749887,0.394073380045149,0.474079516548182,-0.08000613650303295,0.39407339751828724,0,0,disabled,0.0,1,TRACK,direct_path,0,0.5754033309640363,0.5754033309640363,23,1,1,1,9,1.2828761437638039,0.13511401414871216,0.0007379685184206801;0.0027948034190633632;0.005239466686034089;0.002028503992540894;0.002461327559823264;0.006794558676853388;0.0019398224318695782;0.0025089871678480842;0.005161438582784178;0.0041552831583875635;0.006546778553169636;0.005394731427006117;0.010682514942125191;0.0031166557611314563;0.0012420690085810902;0.002559067237787428;0.0021549071615373436;0.007109014305984755;0.005434463618378627;0.0029488190488395094;0.003201827417112267;0.0011289590403239572;0.006695360000548387,0.1241748109459877;0.13124185800552368;0.13308270275592804;0.13062407076358795;0.12096551805734634;0.13106562197208405;0.13383319973945618;0.13355126976966858;0.13005226850509644;0.13511401414871216;0.1297345608472824;0.13365192711353302;0.12869751453399658;0.1292969137430191;0.13225379586219788;0.13343435525894165;0.1335551142692566;0.13427655398845673;0.12917925417423248;0.13367927074432373;0.13366517424583435;0.12010393291711807;0.12741060554981232,64,0,0,0,0,0,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 13, 'obstacle_clearance': 29, 'obstacle_contact': 0, 'self_collision': 0}",0.0004555403336558663,65,52,nan,nan,0.9740091087867851,filtered,0,0,1,0,0,0,1,2,1.0,0.5065034208811545,1.3733940124511719,0.0,1.0,0.12104054734098474,0,0,0,0,0.20013563998893585,0.0,filtered,linprog goal-velocity priority optimal,1.2639998126269607,0,1,12,workspace_z_lower|joint_0_velocity_upper|joint_1_velocity_upper|joint_4_velocity_upper,workspace_z_lower,,,0,0,0,optimal; continuity_tiebreak,0.47907952478450094,1,continuity_tiebreak,0.9913329482078552,0,goal_velocity_linprog,0.0,valid,0.12104054734098474,0.9030553349958992,0|0.314269066|0.758268371|0.758268371|0.779584347|0.779584347,0.476011714|0.316596709|0.122509741|0.129509741|0.121040547|0.124040547,0.651164481|0.491749476|0.297662508|0.304662508|0.296193314|0.299193314,0.596011714|0.436596709|0.242509741|0.249509741|0.241040547|0.244040547,0|0.15|0.15|0.15|0.15|0.15,0|-0.224467003|-0.247895293|-0.247895293|-0.134625543|-0.134625543,0|0|0|0|0|0,1.90404686|1.04191983|0.242143671|0.270143671|0.349536647|0.361536647,optimal,0.47907952478450094,0.474079516548182,0.005000008236318965,0.467153639|0.563175976|0.402971327,-0|-0|0,0.015373184927739203,0.0028996840119361877,0.0012418200494721532,0.006589743075892329
5,0.30000000000000004,-1.8685116448990269,0.5154034495353699,0.28366583585739136,0.29905956983566284,0.37885043025016785,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.225590705871582,4.487757682800293,27.05925750732422,1.2094415426254272,1.2094415426254272,0.3034462994315481,0.28366583585739136,0.019780463574156748,0.3389816138421918,0.6311836318255236,0.31900568347239877,0.42062192733154313,-0.10161624385914436,0.31900565903237593,0,0,disabled,0.0,1,TRACK,direct_path,0,0.5754033309640363,0.5754033309640363,23,1,1,1,9,1.2828761437638039,0.13511401414871216,0.0007379685184206801;0.0027948034190633632;0.005239466686034089;0.002028503992540894;0.002461327559823264;0.006794558676853388;0.0019398224318695782;0.0025089871678480842;0.005161438582784178;0.0041552831583875635;0.006546778553169636;0.005394731427006117;0.010682514942125191;0.0031166557611314563;0.0012420690085810902;0.002559067237787428;0.0021549071615373436;0.007109014305984755;0.005434463618378627;0.0029488190488395094;0.003201827417112267;0.0011289590403239572;0.006695360000548387,0.1241748109459877;0.13124185800552368;0.13308270275592804;0.13062407076358795;0.12096551805734634;0.13106562197208405;0.13383319973945618;0.13355126976966858;0.13005226850509644;0.13511401414871216;0.1297345608472824;0.13365192711353302;0.12869751453399658;0.1292969137430191;0.13225379586219788;0.13343435525894165;0.1335551142692566;0.13427655398845673;0.12917925417423248;0.13367927074432373;0.13366517424583435;0.12010393291711807;0.12741060554981232,64,0,0,0,0,0,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 13, 'obstacle_clearance': 29, 'obstacle_contact': 0, 'self_collision': 0}",0.0004555403336558663,65,52,nan,nan,0.9203475486040824,filtered,0,0,1,0,0,0,1,2,1.0,0.4142790093194444,1.2094415426254272,0.0,1.0,0.10628464149111111,0,0,0,0,0.20013563998893585,0.0,filtered,linprog goal-velocity priority optimal,1.0122957622296065,0,1,12,workspace_z_lower|joint_2_acceleration_lower|joint_0_velocity_upper|joint_4_velocity_upper,workspace_z_lower,,,0,0,0,optimal; continuity_tiebreak,0.42562193247279295,1,continuity_tiebreak,0.9868574142456055,0,goal_velocity_linprog,0.0,valid,0.10628464149111111,0.895750532178734,0|0.317544451|0.700667856|0.700667856|0.71679966|0.71679966,0.476376955|0.303194886|0.106284641|0.113284641|0.109658694|0.112658694,0.651164481|0.477982412|0.281072168|0.288072168|0.28444622|0.28744622,0.596376955|0.423194886|0.226284641|0.233284641|0.229658694|0.232658694,0|0.15|0.15|0.15|0.15|0.15,0|-0.224477922|-0.254772029|-0.254772029|-0.150374094|-0.150374094,0|0|0|0|0|0,1.90550782|0.988301621|0.170366537|0.198366537|0.28826068|0.30026068,optimal,0.42562193247279295,0.42062192733154313,0.005000005141249819,0.467153639|0.563175976|0.402971327,-0|-0|0,0.015598067897371948,0.002677078009583056,0.0012925280025228858,0.006877465988509357
6,0.35000000000000003,-2.05049683854465,0.5607923269271851,0.26504477858543396,0.2851286232471466,0.4008457362651825,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.1921428442001343,4.482289791107178,14.305113792419434,0.8807967901229858,0.8807967901229858,0.28366583345862156,0.26504477858543396,0.018621054873187604,0.23637401419099185,0.5717572742960881,0.2238120824319481,0.39299455557174506,-0.16918247313979695,0.223812080539321,0,0,disabled,0.0,1,TRACK,direct_path,0,0.5754033309640363,0.5754033309640363,23,1,1,1,9,1.2828761437638039,0.13511401414871216,0.0007379685184206801;0.0027948034190633632;0.005239466686034089;0.002028503992540894;0.002461327559823264;0.006794558676853388;0.0019398224318695782;0.0025089871678480842;0.005161438582784178;0.0041552831583875635;0.006546778553169636;0.005394731427006117;0.010682514942125191;0.0031166557611314563;0.0012420690085810902;0.002559067237787428;0.0021549071615373436;0.007109014305984755;0.005434463618378627;0.0029488190488395094;0.003201827417112267;0.0011289590403239572;0.006695360000548387,0.1241748109459877;0.13124185800552368;0.13308270275592804;0.13062407076358795;0.12096551805734634;0.13106562197208405;0.13383319973945618;0.13355126976966858;0.13005226850509644;0.13511401414871216;0.1297345608472824;0.13365192711353302;0.12869751453399658;0.1292969137430191;0.13225379586219788;0.13343435525894165;0.1335551142692566;0.13427655398845673;0.12917925417423248;0.13367927074432373;0.13366517424583435;0.12010393291711807;0.12741060554981232,64,0,0,0,0,0,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 13, 'obstacle_clearance': 29, 'obstacle_contact': 0, 'self_collision': 0}",0.0004555403336558663,65,52,nan,nan,0.8369943701719875,filtered,0,0,1,0,0,0,1,2,1.0,0.299864224645063,0.8807967901229858,0.0,1.0,0.08797827594321009,0,0,0,0,0.20013563998893585,0.0,filtered,linprog goal-velocity priority optimal,0.7825528482935936,0,1,12,workspace_z_lower|joint_2_acceleration_lower|joint_0_velocity_upper|joint_4_velocity_upper,workspace_z_lower,,,0,0,0,optimal; continuity_tiebreak,0.3979945610411947,1,continuity_tiebreak,0.9831944704055786,0,goal_velocity_linprog,0.0,valid,0.08797827594321009,0.8932464087340345,0|0.297383161|0.616600871|0.616600871|0.633863755|0.633863755,0.476502161|0.29163365|0.0879782759|0.0949782759|0.0941167068|0.0971166672,0.651164481|0.466295971|0.262640596|0.269640596|0.268779027|0.271778988,0.596502161|0.41163365|0.207978276|0.214978276|0.214116707|0.217116667,0|0.15|0.15|0.15|0.15|0.15,0|-0.2302533|-0.27067811|-0.27067811|-0.172341127|-0.172341127,0|0|0|0|0|0,1.90600864|0.9362813|0.0812349934|0.109234993|0.2041257|0.216125542,optimal,0.3979945610411947,0.392994555571745,0.005000005469449675,0.467153639|0.563175976|0.402971327,-0|-0|0,0.015264278976246715,0.00289892905857414,0.00132896495051682,0.006608329014852643
7,0.4,-2.237320184983966,0.6106394529342651,0.24676135182380676,0.2714160978794098,0.42505326867103577,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.2118719816207886,4.56259298324585,12.201722145080566,0.7400471568107605,0.7400471568107605,0.26504477168379975,0.24676135182380676,0.01828341985999299,0.19544520610719493,0.5320901392920955,0.18566073913452558,0.3825180580129463,-0.19685731887842073,0.1856607343000123,0,0,disabled,0.0,1,TRACK,direct_path,0,0.5754033309640363,0.5754033309640363,23,1,1,1,9,1.2828761437638039,0.13511401414871216,0.0007379685184206801;0.0027948034190633632;0.005239466686034089;0.002028503992540894;0.002461327559823264;0.006794558676853388;0.0019398224318695782;0.0025089871678480842;0.005161438582784178;0.0041552831583875635;0.006546778553169636;0.005394731427006117;0.010682514942125191;0.0031166557611314563;0.0012420690085810902;0.002559067237787428;0.0021549071615373436;0.007109014305984755;0.005434463618378627;0.0029488190488395094;0.003201827417112267;0.0011289590403239572;0.006695360000548387,0.1241748109459877;0.13124185800552368;0.13308270275592804;0.13062407076358795;0.12096551805734634;0.13106562197208405;0.13383319973945618;0.13355126976966858;0.13005226850509644;0.13511401414871216;0.1297345608472824;0.13365192711353302;0.12869751453399658;0.1292969137430191;0.13225379586219788;0.13343435525894165;0.1335551142692566;0.13427655398845673;0.12917925417423248;0.13367927074432373;0.13366517424583435;0.12010393291711807;0.12741060554981232,64,0,0,0,0,0,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 13, 'obstacle_clearance': 29, 'obstacle_contact': 0, 'self_collision': 0}",0.0004555403336558663,65,52,nan,nan,0.8884601500243042,filtered,0,0,1,0,0,0,1,2,1.0,0.18457852178934112,0.7400471568107605,0.0,1.0,0.06953256348629458,0,0,0,0,0.20013563998893585,0.0,filtered,linprog goal-velocity priority optimal,0.7227687137497386,0,2,12,predictive_link_2|workspace_z_lower|joint_2_acceleration_lower|joint_4_velocity_upper,predictive_link_2,,,0,0,0,optimal; continuity_tiebreak,0.3875180583402991,1,continuity_tiebreak,0.9821232557296753,0,goal_velocity_linprog,0.0,valid,0.06953256348629458,0.8979669574328947,0|0.290436921|0.556759336|0.556759336|0.576117847|0.576117847,0.476266133|0.278797926|0.0695325635|0.0765325635|0.0784314101|0.0814314101,0.651164481|0.453696274|0.244430911|0.251430911|0.253329758|0.256329758,0.596266133|0.398797926|0.189532563|0.196532563|0.19843141|0.20143141,0|0.15|0.15|0.15|0.15|0.15,0|-0.23839996|-0.278130249|-0.278130249|-0.18407508|-0.18407508,0|0|0|0|0|0,1.90506453|0.876791744|4.70337558e-09|0.0280000047|0.129650561|0.141650561,optimal,0.3875180583402991,0.3825180580129463,0.005000000327352816,0.467153639|0.563175976|0.402971327,-0|-0|0,0.01518288697116077,0.002613276010379195,0.0013356499839574099,0.006651196978054941
