episode,seed,seed_manifest,reward,cost,length,success,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,collision_termination_mode,unavoidable_collision,avoidable_collision,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,safety_filter_qp_timeout_rate,safety_filter_compute_budget_stop_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,max_safety_filter_solve_time_s,mean_safety_filter_predictive_risk_time_s,mean_safety_filter_jacobian_workspace_time_s,mean_safety_filter_projection_time_s,mean_action_variation,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s,initially_unsafe,initial_predictive_h_m
0,9001,configs/experiments/reaching_recovery/manifests/v1_final.json,24.679165182107422,1.743653716519475,19,1,0,0,0,0,0,,any,0,0,,,nan,0,0.04678844287991524,0.9500000000000001,0.20570583641529083,0.0917712482378671,0.2597241997718811,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.23936061717961965,2.2903144359588623,38.803184509277344,0,0,0,0.0,0,nan
1,9002,configs/experiments/reaching_recovery/manifests/v1_final.json,23.550672689241637,0.40233879536390305,13,1,0,0,0,0,0,,any,0,0,,,nan,0,0.046004749834537506,0.65,0.6394591331481934,0.03094913810491562,0.05276784300804138,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2053397326515271,2.026475429534912,34.196285247802734,0,0,0,0.0,0,nan
2,9003,configs/experiments/reaching_recovery/manifests/v1_final.json,-1.6290081724972705,8.124956695362926,240,0,0,0,0,0,0,,any,0,0,,,nan,0,0.08082408457994461,12.0,0.6218286156654358,0.033853986230678854,0.09184805303812027,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.21357717239297927,1.9089808464050293,28.641340255737305,0,0,0,0.0,0,nan
3,9004,configs/experiments/reaching_recovery/manifests/v1_final.json,-2.1687066831101833,5.606832506135106,240,0,0,0,0,0,0,,any,0,0,,,nan,0,0.11912141740322113,12.0,0.3020775616168976,0.023361802108896275,0.12458629161119461,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.05703998508688528,0.84931880235672,12.545669555664062,0,0,0,0.0,0,nan
4,9005,configs/experiments/reaching_recovery/manifests/v1_final.json,24.540409389102976,1.606297206133604,28,1,0,0,0,0,0,,any,0,0,,,nan,0,0.049793142825365067,1.4000000000000001,0.28154700994491577,0.05736775736191443,0.14504647254943848,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.24111850453274591,2.2426235675811768,35.18054962158203,0,0,0,0.0,0,nan
5,9006,configs/experiments/reaching_recovery/manifests/v1_final.json,-2.634703086420558,102.58140437304974,240,0,0,0,0,0,0,,any,0,0,,,nan,0,0.15826526284217834,12.0,0.13104139268398285,0.42742251822104055,0.7271124720573425,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.14297217099616924,1.2949914932250977,29.48444366455078,0,0,0,0.0,0,nan
6,9007,configs/experiments/reaching_recovery/manifests/v1_final.json,24.47206660936773,7.851264774799347,39,1,0,0,0,0,0,,any,0,0,,,nan,0,0.054930154234170914,1.9500000000000002,0.26325473189353943,0.20131448140511146,0.3178785741329193,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.16546478289633226,1.6380709409713745,22.72760581970215,0,0,0,0.0,0,nan
7,9008,configs/experiments/reaching_recovery/manifests/v1_final.json,24.09737257876566,0.6028657834976912,17,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05184333771467209,0.8500000000000001,0.40540000796318054,0.03546269314692301,0.06128859519958496,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2678550056674901,2.4323556423187256,38.90431213378906,0,0,0,0.0,0,nan
8,9009,configs/experiments/reaching_recovery/manifests/v1_final.json,-3.1446957897627428,47.83758471161127,240,0,0,0,0,0,0,,any,0,0,,,nan,0,0.13218316435813904,12.0,0.21965518593788147,0.19932326963171362,0.3497043550014496,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0748061028503192,0.8780725002288818,10.982375144958496,0,0,0,0.0,0,nan
9,9010,configs/experiments/reaching_recovery/manifests/v1_final.json,-3.968168241127477,7.633537080138922,240,0,0,0,0,0,0,,any,0,0,,,nan,0,0.1126990094780922,12.0,0.50742107629776,0.03180640450057884,0.0586494617164135,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.08995989340667923,0.955410897731781,14.21963119506836,0,0,0,0.0,0,nan
10,9011,configs/experiments/reaching_recovery/manifests/v1_final.json,-3.513285801112985,10.250754170119762,240,0,0,0,0,0,0,,any,0,0,,,nan,0,0.1447831243276596,12.0,0.4494593143463135,0.042711475708832346,0.06271952390670776,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.08613886014791206,0.9998327493667603,14.240943908691406,0,0,0,0.0,0,nan
11,9012,configs/experiments/reaching_recovery/manifests/v1_final.json,24.334938745203594,0.5188885573297739,13,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05487116798758507,0.65,0.3755178451538086,0.03991450440998261,0.07439545542001724,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3070591814242877,2.7028086185455322,45.851951599121094,0,0,0,0.0,0,nan
