train_seed,episode,seed,seed_manifest,success,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,final_position_error_m,completion_time_s,min_distance_m,mean_risk,max_risk
4301,0,9001,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.04746364429593086,1.0,0.2070799022912979,0.0877777767367661,0.2569372355937958
4301,1,9002,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.05300942808389664,1.0,0.6508799195289612,0.02269569309428334,0.02716093137860298
4301,2,9003,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.0529286228120327,0.4,0.621613621711731,0.029654346639290452,0.0386459119617939
4301,3,9004,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.05218376964330673,1.4000000000000001,0.3019828796386719,0.040772562247834036,0.12467284500598907
4301,4,9005,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.045361943542957306,0.6000000000000001,0.28221264481544495,0.07091127661988139,0.14432676136493683
4301,5,9006,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.041461557149887085,0.5,0.13688214123249054,0.5549213364720345,0.7885062098503113
4301,6,9007,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.05147638916969299,1.5,0.25088170170783997,0.2379089077313741,0.33159804344177246
4301,7,9008,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.04657214507460594,0.6000000000000001,0.40585699677467346,0.03480531647801399,0.061112407594919205
4301,8,9009,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.04613251984119415,1.0,0.23448966443538666,0.28558264710009096,0.36959460377693176
4301,9,9010,configs/experiments/reaching_recovery/manifests/v1_final.json,0,0,0,0,0,,0.39257174730300903,12.0,0.5088281631469727,0.025167053285986184,0.09974144399166107
4301,10,9011,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.05430595949292183,0.9,0.46605557203292847,0.04120375422967805,0.04871882125735283
4301,11,9012,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.04970095679163933,0.7000000000000001,0.373565137386322,0.04038255009800196,0.07537093013525009
4301,12,9013,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.0514928475022316,0.6000000000000001,0.3233790397644043,0.054059742484241724,0.10675176978111267
4301,13,9014,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.05327177047729492,0.4,0.6372277736663818,0.041510724229738116,0.07079475373029709
4301,14,9015,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.0533909909427166,0.2,0.2859005630016327,0.16991215199232101,0.24155402183532715
4301,15,9016,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.049204714596271515,0.5,0.22748315334320068,0.1494215503334999,0.22314900159835815
4301,16,9017,configs/experiments/reaching_recovery/manifests/v1_final.json,0,0,0,0,0,,0.3868078887462616,12.0,0.5846849679946899,0.028878136755277714,0.09576550871133804
4301,17,9018,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.045749567449092865,1.1500000000000001,0.29503774642944336,0.042925636081591896,0.13121137022972107
4301,18,9019,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.04112664982676506,0.5,0.2488100826740265,0.09333238266408443,0.18585528433322906
4301,19,9020,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.05406377837061882,0.35000000000000003,0.38623684644699097,0.07038828943456922,0.07225950807332993
4301,20,9021,configs/experiments/reaching_recovery/manifests/v1_final.json,0,0,0,0,0,,0.26856958866119385,12.0,0.20687280595302582,0.04394386180210859,0.3689860999584198
4301,21,9022,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.0524451807141304,1.8,0.2630216181278229,0.20325319055053923,0.53248530626297
4301,22,9023,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.051971010863780975,1.9500000000000002,0.27983558177948,0.22085383782784143,0.5422590374946594
4301,23,9024,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.053243204951286316,3.7,0.2840333580970764,0.13356842563764468,0.3763730525970459
4301,24,9025,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.05454361066222191,1.35,0.3781919479370117,0.08762907292003985,0.16792301833629608
4301,25,9026,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.05467105284333229,2.25,0.4608578085899353,0.04964720317059093,0.0777476355433464
4301,26,9027,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.04951045289635658,0.65,0.12673994898796082,0.5537849229115707,0.8412324786186218
4301,27,9028,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.051798153668642044,0.55,0.1885260045528412,0.14562655714425174,0.2974020838737488
4301,28,9029,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.05268695205450058,1.05,0.3025661110877991,0.0661034310857455,0.1364647001028061
4301,29,9030,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.05023600533604622,1.6500000000000001,0.2544451057910919,0.0635317475958304,0.17801469564437866
4301,30,9031,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.04949847608804703,0.75,0.25222525000572205,0.2640723397334417,0.42353785037994385
4301,31,9032,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.03593188151717186,0.7000000000000001,0.5546408891677856,0.02446270627634866,0.028300605714321136
4301,32,9033,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.0437798835337162,0.45,0.1642541140317917,0.5361815028720431,0.6822747588157654
4301,33,9034,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.05468783155083656,5.1000000000000005,0.3608439266681671,0.0332135928100815,0.08212953805923462
4301,34,9035,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.05343639850616455,0.55,0.5669485926628113,0.05180208808319135,0.10364135354757309
4301,35,9036,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.03742264211177826,0.30000000000000004,0.4844377636909485,0.20729421948393187,0.2532312273979187
4301,36,9037,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.051960110664367676,0.5,0.3621547222137451,0.0646747674793005,0.08139956742525101
4301,37,9038,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.0547519214451313,1.35,0.5183426141738892,0.02408324885699484,0.03838472068309784
4301,38,9039,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.04197349399328232,0.25,0.249624103307724,0.35890347957611085,0.43233752250671387
4301,39,9040,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.03510958328843117,0.8500000000000001,0.44221359491348267,0.11081470505279653,0.23092567920684814
4301,40,9041,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.05028406158089638,1.35,0.2729346752166748,0.05155473568097309,0.15472768247127533
4301,41,9042,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.04420534148812294,0.8,0.33623865246772766,0.10771790472790599,0.16136649250984192
4301,42,9043,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.04978030547499657,0.8500000000000001,0.2706258296966553,0.32338667003547444,0.39291611313819885
4301,43,9044,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.034845780581235886,0.65,0.4070611298084259,0.043575334147765085,0.06065136939287186
4301,44,9045,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.0435638502240181,0.55,0.39490094780921936,0.043109164319255135,0.06552676856517792
4301,45,9046,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.04582268372178078,0.6000000000000001,0.4558243453502655,0.03881099230299393,0.0453856885433197
4301,46,9047,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.04644034802913666,0.8500000000000001,0.3400479257106781,0.04486821602810832,0.09484407305717468
4301,47,9048,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.04329684004187584,0.45,0.28353291749954224,0.3282988237010108,0.4038202464580536
4301,48,9049,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.0431646853685379,1.0,0.35814210772514343,0.05137925408780575,0.0836595669388771
4301,49,9050,configs/experiments/reaching_recovery/manifests/v1_final.json,0,0,0,0,0,,0.07828174531459808,12.0,0.2481967657804489,0.1868060573314627,0.3020741045475006
4301,50,9051,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.04897124320268631,0.75,0.4863329529762268,0.03386337893704573,0.03854997456073761
4301,51,9052,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.04868758097290993,0.8500000000000001,0.36813119053840637,0.0364406887880143,0.07817050069570541
4301,52,9053,configs/experiments/reaching_recovery/manifests/v1_final.json,1,0,0,0,0,,0.046056054532527924,0.5,0.36518028378486633,0.23190796375274658,0.28043070435523987
