step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s
0,0.05,-0.40289183086228175,0.10697571933269501,0.4371139407157898,0.4692038893699646,0.09894943237304688,0.35,3,0,0,0,0.40597009658813477,8.119401931762695,162.38803100585938,0.4597894549369812,1.0,0.32575478139998054,0,0,0,0,0.32575478139998054,0.0,filtered,0.06099874104059672,0,0,12,joint_1_acceleration_lower,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.32575478139998054,0.574036596|0.589036595|0.408825688|0.325754781|0.332990604|0.36020359,0.694036596|0.709036595|0.528825688|0.445754781|0.452990604|0.48020359,0.694036596|0.709036595|0.528825688|0.445754781|0.452990604|0.48020359,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0465847148|0.0557039097|0.0555655995|0.0499395302,-0.180504804|0|-0.206012204|-0.206181861|-0.196690974|-0.188334316,2.11564158|2.35614638|1.47587526|1.15254117|1.19083704|1.30241957,0.38634339|0.616810322|0.558976233,-0.0293407794|-0.207807451|-0.0399798453,0.0032045291736721992
1,0.1,-0.29213979383457744,0.08107438683509827,0.4282585382461548,0.4640118479728699,0.0726609006524086,0.35,3,0,0,0,0.6807279586791992,6.043095111846924,88.38809967041016,0.6807271838188171,1.0,0.31821191423712786,0,0,0,0,0.32575478139998054,0.0,filtered,1.1579968949349803e-06,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.31821191423712786,0.565030865|0.580030865|0.400837645|0.318211914|0.325929812|0.35330099,0.685030865|0.700030865|0.520837645|0.438211914|0.445929812|0.47330099,0.685030865|0.700030865|0.520837645|0.438211914|0.445929812|0.47330099,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0817464008|0.100867788|0.101252829|0.081666975,-0.179713728|0|-0.205421571|-0.20661118|-0.196761456|-0.188274963,2.08040973|2.32012346|1.47967541|1.16710426|1.20821062|1.30659597,0.3848764|0.606419802|0.556977093,-0.0293407794|-0.207807451|-0.0399798453,0.002935548312962055
2,0.15000000000000002,-0.23639485179026287,0.07174250483512878,0.4179117977619171,0.4609385132789612,0.07069168984889984,0.35,3,0,0,0,0.8126014471054077,3.991408586502075,85.77471160888672,0.8126011490821838,1.0,0.3129146870771657,0,0,0,0,0.32575478139998054,0.0,filtered,6.72323039266827e-07,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.3129146870771657,0.556065336|0.571065336|0.394604153|0.312914687|0.321170441|0.348034206,0.676065336|0.691065336|0.514604153|0.432914687|0.441170441|0.468034206,0.676065336|0.691065336|0.514604153|0.432914687|0.441170441|0.468034206,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0927506147|0.144525201|0.152204822|0.125009494,-0.178896538|0|-0.204551642|-0.207310187|-0.197282333|-0.188856236,2.0453648|2.28426134|1.46661559|1.18887376|1.23960425|1.32829008,0.383409411|0.596029282|0.554977953,-0.0293407794|-0.207807451|-0.0399798453,0.002798939123749733
3,0.2,-0.19867447794710422,0.07191850990056992,0.4065113961696625,0.459769606590271,0.07079164683818817,0.35,3,0,0,0,0.8807677626609802,3.8212122917175293,73.99243927001953,0.8807672262191772,1.0,0.3097116033005065,0,0,0,0,0.32575478139998054,0.0,filtered,9.89379251648928e-07,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.3097116033005065,0.547141341|0.562141341|0.388944634|0.309711603|0.318894343|0.344900622,0.667141341|0.682141341|0.508944634|0.429711603|0.438894343|0.464900622,0.667141341|0.682141341|0.508944634|0.429711603|0.438894343|0.464900622,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0921401474|0.184843819|0.203928787|0.182364298,-0.178052198|0|-0.203617792|-0.208171028|-0.197846356|-0.189522047,2.01051317|2.24856536|1.44430089|1.2155192|1.28165981|1.37244474,0.381942421|0.585638762|0.552978814,-0.0293407794|-0.207807451|-0.0399798453,0.0028781620785593987
4,0.25,-0.16450580962693948,0.0721156895160675,0.394334077835083,0.4597975015640259,0.07090793550014496,0.35,3,0,0,0,0.9322716593742371,2.414788246154785,36.95094680786133,0.9322710037231445,1.0,0.3083928378690659,0,0,0,0,0.32575478139998054,0.0,filtered,1.072769636161419e-06,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.3083928378690659,0.538260265|0.553260265|0.383289695|0.308392838|0.319120292|0.344571643,0.658260265|0.673260265|0.503289695|0.428392838|0.439120292|0.464571643,0.658260265|0.673260265|0.503289695|0.428392838|0.439120292|0.464571643,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0870169003|0.211089527|0.242267919|0.230667542,-0.177179628|0|-0.202719903|-0.209165239|-0.198359975|-0.190036815,1.97586143|2.21304106|1.41745578|1.23549564|1.32038911|1.4189173,0.380475432|0.575248241|0.550979674,-0.0293407794|-0.207807451|-0.0399798453,0.0031937984749674797
5,0.30000000000000004,-0.1445514639239744,0.07422654330730438,0.38198715448379517,0.4607544541358948,0.0710417851805687,0.35,3,0,0,0,0.9741117358207703,2.7224409580230713,49.55442428588867,0.9741117358207703,1.0,0.3082690436409322,0,0,0,0,0.32575478139998054,0.0,passthrough,4.632627051202106e-12,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.3082690436409322,0.529423546|0.544423546|0.37742932|0.308269044|0.321209748|0.346614658,0.649423546|0.664423546|0.49742932|0.428269044|0.441209748|0.466614658,0.649423546|0.664423546|0.49742932|0.428269044|0.441209748|0.466614658,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0758405953|0.231819926|0.27970868|0.279398139,-0.176277705|0|-0.201899707|-0.210172288|-0.198792606|-0.190399901,1.94141648|2.17769418|1.38365817|1.25472381|1.36575507|1.47545687,0.379008442|0.564857721|0.548980534,-0.0293407794|-0.207807451|-0.0399798453,0.0021269433200359344
6,0.35000000000000003,-0.13493555277036678,0.08015483617782593,0.3697822690010071,0.4624931216239929,0.07480302453041077,0.35,3,0,0,0,1.0241572856903076,3.1477012634277344,21.65139389038086,1.0241566896438599,1.0,0.3090860342612446,0,0,0,0,0.32575478139998054,0.0,filtered,9.489228083060173e-07,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.3090860342612446,0.520632683|0.535632683|0.371089946|0.309086034|0.325165653|0.351096388,0.640632683|0.655632683|0.491089946|0.429086034|0.445165653|0.471096388,0.640632683|0.655632683|0.491089946|0.429086034|0.445165653|0.471096388,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0640195381|0.249775868|0.3198127|0.330056803,-0.175345256|0|-0.201295968|-0.211101659|-0.199019571|-0.19049608,1.90718547|2.14253073|1.34708335|1.27501835|1.42145574|1.54394628,0.377541453|0.554467201|0.546981394,-0.0293407794|-0.207807451|-0.0399798453,0.0028547821566462517
7,0.4,-0.12176586070764188,0.08475338667631149,0.3575937747955322,0.4646451473236084,0.07907943427562714,0.35,3,0,0,0,1.06523597240448,2.5666208267211914,28.435087203979492,1.0652356147766113,1.0,0.3107015813751643,0,0,0,0,0.32575478139998054,0.0,filtered,5.129313023697993e-07,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.3107015813751643,0.511889231|0.526889231|0.364265966|0.310701581|0.331131147|0.358106854,0.631889231|0.646889231|0.484265966|0.430701581|0.451131147|0.478106854,0.631889231|0.646889231|0.484265966|0.430701581|0.451131147|0.478106854,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0582682404|0.259830356|0.353525141|0.372936101,-0.174381062|0|-0.200995144|-0.211920396|-0.199035698|-0.190273718,1.87317586|2.10755692|1.31433696|1.29071629|1.47901403|1.6150898,0.376074463|0.544076681|0.544982255,-0.0293407794|-0.207807451|-0.0399798453,0.0032877130433917046
8,0.45,-0.10433358968424564,0.08579754829406738,0.3453366458415985,0.46679818630218506,0.07978158444166183,0.35,3,0,0,0,1.0844618082046509,2.5486559867858887,32.33401107788086,1.0844610929489136,1.0,0.31275298640128385,0,0,0,0,0.32575478139998054,0.0,filtered,1.1188385286442437e-06,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.31275298640128385,0.503194808|0.518194808|0.357236502|0.312752986|0.338820118|0.367287281,0.623194808|0.638194808|0.477236502|0.432752986|0.458820118|0.487287281,0.623194808|0.638194808|0.477236502|0.432752986|0.458820118|0.487287281,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.058819106|0.261407386|0.37791622|0.403704371,-0.17338385|0|-0.200957156|-0.212590869|-0.198949165|-0.189847166,1.83939538|2.07277923|1.28680796|1.29982846|1.53424753|1.68300633,0.374607474|0.533686161|0.542983115,-0.0293407794|-0.207807451|-0.0399798453,0.003346400335431099
9,0.5,-0.0905806028798645,0.0842851772904396,0.33331382274627686,0.46850109100341797,0.07791939377784729,0.35,3,0,0,0,1.0798624753952026,2.258389949798584,42.56789016723633,1.0798616409301758,1.0,0.31483484476237195,0,0,0,0,0.32575478139998054,0.0,filtered,1.4493175008993694e-06,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.31483484476237195,0.4945511|0.5095511|0.350287244|0.314834845|0.347751034|0.378014438,0.6145511|0.6295511|0.470287244|0.434834845|0.467751034|0.498014438,0.6145511|0.6295511|0.470287244|0.434834845|0.467751034|0.498014438,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0640864542|0.253469979|0.388236564|0.416383372,-0.172352298|0|-0.20109913|-0.213067173|-0.19886389|-0.189353722,1.8058521|2.0382044|1.2641363|1.29974218|1.58037681|1.7390874,0.373140484|0.523295641|0.540983975,-0.0293407794|-0.207807451|-0.0399798453,0.0031661903485655785
