step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s
0,0.05,-4.34302653834332,3.8725640773773193,0.5148161053657532,0.09303861856460571,0.8725640773773193,0.35,5,1,0,0,0.20589958131313324,4.1179914474487305,82.35983276367188,0.3499999940395355,0.0,-0.06770098667281865,1,1,0,1,-0.06770098667281865,0.3499999940395355,recovery_relaxed,0.14656230828093594,0,0,12,,predictive_link_5,6,1,1,primal infeasible,recovery_hard_constraints,0.5138342759146941,valid,-0.06770098667281865,0.343657548|0.358657548|0.232736487|-0.0302206064|-0.0336018283|-0.0677009867,0.463657548|0.478657548|0.352736487|0.0897793936|0.0863981717|0.0522990133,0.463657548|0.478657548|0.352736487|0.0897793936|0.0863981717|0.0522990133,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.00854139262|0.101836323|0.113596693|0.10738942,-0.256355013|0|-0.266313957|-0.287978753|-0.298108022|-0.350419749,1.11827518|1.43463019|0.673173382|-0.307024855|-0.318918641|-0.513834276,0.434939086|0.428150535|0.308197081,-0.0147245964|-0.372580856|-0.0518920347,0.13664601277559996
1,0.1,-4.256016927812359,3.849072575569153,0.5086316466331482,0.08429260551929474,0.8490725755691528,0.35,5,1,0,0,0.3499999940395355,2.919426918029785,28.013025283813477,0.3499999940395355,0.0,-0.07974345922002798,1,1,0,1,-0.06770098667281865,0.3499999940395355,recovery_relaxed,5.923284908771069e-11,0,0,12,,predictive_link_5,7,1,1,primal infeasible,recovery_hard_constraints,0.4794624975743643,valid,-0.07974345922002798,0.330999055|0.345999055|0.219972011|-0.0393292335|-0.0426470795|-0.0797434592,0.450999055|0.465999055|0.339972011|0.0806707665|0.0773529205|0.0402565408,0.450999055|0.465999055|0.339972011|0.0806707665|0.0773529205|0.0402565408,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0205519762|0.17524249|0.192937678|0.182454052,-0.249909879|0|-0.260104761|-0.27446467|-0.284914652|-0.342942713,1.07408634|1.38399622|0.640335261|-0.256539115|-0.262565292|-0.479462498,0.434202731|0.409521341|0.305602491,-0.0147245964|-0.372580856|-0.0518920347,0.1551013793796301
2,0.15000000000000002,-4.240687908668417,3.84710693359375,0.5024465918540955,0.07586722075939178,0.84710693359375,0.35,5,1,0,0,0.3499999940395355,0.26087862253189087,58.95328903198242,0.3499999940395355,0.0,-0.08749395197202664,1,1,0,1,-0.06770098667281865,0.3499999940395355,recovery_relaxed,5.7892299334949595e-11,0,0,12,,predictive_link_5,7,1,1,primal infeasible,recovery_hard_constraints,0.5000179730240775,valid,-0.08749395197202664,0.318673178|0.333673178|0.208133374|-0.0440276574|-0.0470022217|-0.087493952,0.438673178|0.453673178|0.328133374|0.0759723426|0.0729977783|0.032506048,0.438673178|0.453673178|0.328133374|0.0759723426|0.0729977783|0.032506048,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0188564138|0.17328594|0.190027619|0.18334255,-0.243046443|0|-0.253976228|-0.261040535|-0.271397131|-0.333384716,1.03164627|1.33469271|0.597413681|-0.263865224|-0.269378398|-0.500017973,0.433466375|0.390892148|0.303007901,-0.0147245964|-0.372580856|-0.0518920347,0.14937834721058607
3,0.2,-4.225627817900122,3.8449296951293945,0.49623507261276245,0.06779609620571136,0.8449296951293945,0.35,5,1,0,0,0.3499999940395355,0.26409342885017395,0.6052914261817932,0.3499999940395355,0.0,-0.09468009878312114,1,1,0,1,-0.06770098667281865,0.3499999940395355,recovery_relaxed,5.626691411027717e-11,0,0,12,,predictive_link_5,6,1,1,primal infeasible,recovery_hard_constraints,0.5167831190775091,valid,-0.09468009878312114,0.306701431|0.321701431|0.196529212|-0.0482373534|-0.0508089512|-0.0946800988,0.426701431|0.441701431|0.316529212|0.0717626466|0.0691910488|0.0253199012,0.426701431|0.441701431|0.316529212|0.0717626466|0.0691910488|0.0253199012,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0175149206|0.168993051|0.186461209|0.183306915,-0.235740756|0|-0.247297521|-0.250986484|-0.256399613|-0.321369639,0.99106497|1.28680573|0.556334247|-0.274942847|-0.273174209|-0.516783119,0.432730019|0.372262955|0.300413311,-0.0147245964|-0.372580856|-0.0518920347,0.17889403738081455
4,0.25,-4.209772594658468,3.842522621154785,0.4899635910987854,0.06011493504047394,0.8425226211547852,0.35,5,1,0,0,0.3499999940395355,0.2828347682952881,0.705397367477417,0.3499999940395355,0.0,-0.10121975572097539,1,1,0,1,-0.06770098667281865,0.3499999940395355,recovery_relaxed,5.446489451996065e-11,0,0,12,,predictive_link_5,4,1,1,primal infeasible,recovery_hard_constraints,0.5292639099016099,valid,-0.10121975572097539,0.295106522|0.310106502|0.185205563|-0.0523043218|-0.0540267892|-0.101219756,0.415106522|0.430106502|0.305205563|0.0676956782|0.0659732108|0.0187802443,0.415106522|0.430106502|0.305205563|0.0676956782|0.0659732108|0.0187802443,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0164839045|0.16348919|0.182255548|0.182035304,-0.227969075|0|-0.240017287|-0.242628454|-0.239899576|-0.306420191,0.952457012|1.24042601|0.517288871|-0.28835655|-0.273751185|-0.52926391,0.431993663|0.353633761|0.29781872,-0.0147245964|-0.372580856|-0.0518920347,0.18046817928552628
5,0.30000000000000004,-4.193177494122411,3.8398324251174927,0.48360711336135864,0.05286745727062225,0.8398324251174927,0.35,5,1,0,0,0.3500000238418579,0.31603941321372986,0.7482668161392212,0.3500000238418579,0.0,-0.1070220932662719,1,1,0,1,-0.06770098667281865,0.3500000238418579,recovery_relaxed,5.272921305992408e-11,0,0,12,,predictive_link_5,4,1,1,primal infeasible,recovery_hard_constraints,0.5367995673663836,valid,-0.1070220932662719,0.283912331|0.298912331|0.174209169|-0.0561981628|-0.0566130731|-0.107022093,0.403912331|0.418912331|0.294209169|0.0638018372|0.0633869269|0.0129779067,0.403912331|0.418912331|0.294209169|0.0638018372|0.0633869269|0.0129779067,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0155023092|0.157897924|0.177380652|0.179326689,-0.219708316|0|-0.232080223|-0.232744769|-0.22189944|-0.288037883,0.915941007|1.19564932|0.480258762|-0.299639496|-0.270971081|-0.536799567,0.431257308|0.335004568|0.29522413,-0.0147245964|-0.372580856|-0.0518920347,0.17423538770526648
6,0.35000000000000003,-4.175585265047228,3.8368188738822937,0.47713178396224976,0.04610297083854675,0.8368188738822937,0.35,5,1,0,0,0.3500000238418579,0.358354777097702,0.958517849445343,0.3500000238418579,0.0,-0.11198129908798657,1,1,0,1,-0.06770098667281865,0.3500000238418579,recovery_relaxed,5.1074177581762825e-11,0,0,12,,predictive_link_5,4,1,1,primal infeasible,recovery_hard_constraints,0.5387912219314075,valid,-0.11198129908798657,0.273143865|0.288143865|0.163576494|-0.0598429578|-0.0585265638|-0.111981299,0.393143865|0.408143865|0.283576494|0.0601570422|0.0614734362|0.00801870091,0.393143865|0.408143865|0.283576494|0.0601570422|0.0614734362|0.00801870091,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0146333234|0.15228633|0.171891427|0.17487028,-0.210936609|0|-0.223430062|-0.221143305|-0.202428769|-0.265736305,0.881638853|1.15257546|0.445509236|-0.308228807|-0.264643597|-0.538791222,0.430520952|0.316375375|0.29262954,-0.0147245964|-0.372580856|-0.0518920347,0.17452554404735565
7,0.4,-4.1566756591916825,3.8334373235702515,0.4704926013946533,0.039876788854599,0.8334373235702515,0.35,5,1,0,0,0.3499999940395355,0.41286686062812805,1.2399860620498657,0.3499999940395355,0.0,-0.11598400128827818,1,1,0,1,-0.06770098667281865,0.3499999940395355,recovery_relaxed,4.949850119954609e-11,0,0,12,,predictive_link_5,5,1,1,primal infeasible,recovery_hard_constraints,0.5346857772605751,valid,-0.11598400128827818,0.262827183|0.277827183|0.153350153|-0.0631491564|-0.0597245531|-0.115984001,0.382827183|0.397827183|0.273350153|0.0568508436|0.0602754469|0.00401599871,0.382827183|0.397827183|0.273350153|0.0568508436|0.0602754469|0.00401599871,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0139692774|0.146770787|0.165887373|0.168387789,-0.201633951|0|-0.214006338|-0.207614576|-0.181546808|-0.239137561,0.849674781|1.11130873|0.413363551|-0.313440414|-0.254557648|-0.534685777,0.429784596|0.297746181|0.29003495,-0.0147245964|-0.372580856|-0.0518920347,0.18042839225381613
8,0.45,-4.136083005842302,3.829637289047241,0.463632196187973,0.03425037860870361,0.8296372890472412,0.35,5,1,0,0,0.3499999940395355,0.48356831073760986,1.6140559911727905,0.3499999940395355,0.0,-0.11891381007436255,1,1,0,1,-0.06770098667281865,0.3499999940395355,recovery_relaxed,4.7973486108000985e-11,0,0,12,,predictive_link_5,6,1,1,primal infeasible,recovery_hard_constraints,0.5240179224381003,valid,-0.11891381007436255,0.252989278|0.267989278|0.143580643|-0.0660097503|-0.0601614671|-0.11891381,0.372989278|0.387989278|0.263580643|0.0539902497|0.0598385329|0.00108618993,0.372989278|0.387989278|0.263580643|0.0539902497|0.0598385329|0.00108618993,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0136399609|0.141533293|0.159515599|0.159706082,-0.191782963|0|-0.203744005|-0.191935315|-0.159334881|-0.208068764,0.820174148|1.07195711|0.384218527|-0.314441023|-0.24046515|-0.524017922,0.42904824|0.279116988|0.28744036,-0.0147245964|-0.372580856|-0.0518920347,0.16380656324326992
9,0.5,-4.113400484457063,3.8253477811813354,0.45648056268692017,0.029293745756149292,0.8253477811813354,0.35,5,1,0,0,0.3499999940395355,0.5753092169761658,2.105083465576172,0.3499999940395355,0.0,-0.12065700416695369,1,1,0,1,-0.06770098667281865,0.3499999940395355,recovery_relaxed,4.642893983401525e-11,0,0,12,,predictive_link_5,7,1,1,primal infeasible,recovery_hard_constraints,0.5064239382665799,valid,-0.12065700416695369,0.243657931|0.258657931|0.134328272|-0.0682965061|-0.0597874212|-0.120657004,0.363657931|0.378657931|0.254328272|0.0517034939|0.0602125788|-0.000657004167,0.363657931|0.378657931|0.254328272|0.0517034939|0.0602125788|-0.000657004167,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0138201706|0.136837166|0.152968423|0.14885478,-0.181369739|0|-0.19257282|-0.173875675|-0.135883037|-0.172650701,0.793261984|1.03463172|0.35856044|-0.310224533|-0.2220643|-0.506423938,0.428311884|0.260487795|0.284845769,-0.0147245964|-0.372580856|-0.0518920347,0.17130293976515532
