train_seed,episode,reset_seed,success,outcome,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,static_candidate_path_status,ik_status,goal_x_m,goal_y_m,goal_z_m,obstacle_x_m,obstacle_y_m,obstacle_z_m,obstacle_goal_distance_m,obstacle_goal_y_opposite_side,trace_steps,initial_goal_error_m,best_goal_error_m,final_goal_error_m,initial_to_best_progress_m,regression_after_best_m,tail_goal_progress_m,tail_qdot_norm_radps,tail_risk,min_distance_m,failure_mode
4301,0,9001,1,success,0,0,0,0,,candidate_path_found,reachable,0.4543037414550781,-0.3700195848941803,0.4104900360107422,0.6971578001976013,0.42724892497062683,0.5072214007377625,0.8390304688101135,1,20,0.5523216724395752,0.037700410932302475,0.037700410932302475,0.5146212615072727,0.0,0.5146212615072727,1.313851562142372,0.08864762652665377,0.20547588169574738,success
4301,1,9002,1,success,0,0,0,0,,candidate_path_found,reachable,0.5647520422935486,0.36733007431030273,0.6305513381958008,0.5887582302093506,-0.563705563545227,0.29332199692726135,0.9905186947391327,1,13,0.2741233706474304,0.04249512031674385,0.04249512031674385,0.23162825033068657,0.0,0.23162825033068657,1.434460970071646,0.027477635357242364,0.6441001296043396,success
4301,2,9003,1,success,0,0,0,0,,candidate_path_found,reachable,0.510016679763794,0.4373528063297272,0.2925204932689667,0.6988133788108826,-0.49598777294158936,0.2489803582429886,0.9532389909375686,1,8,0.22145268321037292,0.05245211347937584,0.05245211347937584,0.16900056973099709,0.0,0.16900056973099709,1.2488284185528755,0.025332826422527432,0.6222602725028992,success
4301,3,9004,1,success,0,0,0,0,,candidate_path_found,reachable,0.26167941093444824,-0.42003360390663147,0.5635185837745667,0.5240224599838257,0.5641673803329468,0.38707947731018066,1.0337341104232893,1,41,0.621688187122345,0.05374903976917267,0.05374903976917267,0.5679391473531723,0.0,0.5679391473531723,1.2385252539704485,0.03314205299972034,0.3041262626647949,success
4301,4,9005,1,success,0,0,0,0,,candidate_path_found,reachable,0.5594142079353333,-0.03803456202149391,0.5897340774536133,0.5812970399856567,0.45397278666496277,0.2165585458278656,0.6179078142443083,1,10,0.3588763475418091,0.04287799820303917,0.04287799820303917,0.3159983493387699,0.0,0.3159983493387699,1.5275203108787536,0.08095294758677482,0.28429844975471497,success
4301,5,9006,1,success,0,0,0,0,,not_found,reachable,0.5862905979156494,0.3789258897304535,0.3534838855266571,0.4327596426010132,0.5309967398643494,0.32073941826820374,0.21856234313419723,0,9,0.2634046971797943,0.04889293760061264,0.04889293760061264,0.21451175957918167,0.0,0.21451175957918167,1.4727719359927707,0.5319974952273898,0.14892321825027466,success
4301,6,9007,1,success,0,0,0,0,,candidate_path_found,reachable,0.6955180168151855,-0.2602905035018921,0.22127969563007355,0.25754275918006897,-0.5338269472122192,0.33936792612075806,0.5297068458295218,0,20,0.49734556674957275,0.049207307398319244,0.049207307398319244,0.4481382593512535,0.0,0.4481382593512535,1.0863174051046371,0.23680499494075774,0.26019755005836487,success
4301,7,9008,1,success,0,0,0,0,,candidate_path_found,reachable,0.46883243322372437,-0.13904930651187897,0.5446380376815796,0.5129725933074951,0.5978840589523315,0.2961401641368866,0.7789546405426074,1,10,0.31961095333099365,0.05240275710821152,0.05240275710821152,0.26720819622278214,0.0,0.26720819622278214,1.3046359479427339,0.03553866036236286,0.4075133502483368,success
4301,8,9009,1,success,0,0,0,0,,candidate_path_found,reachable,0.6325720548629761,-0.33444416522979736,0.4043465852737427,0.2323497235774994,-0.510794460773468,0.3183285892009735,0.4457313505311207,0,20,0.48710790276527405,0.048750948160886765,0.048750948160886765,0.4383569546043873,0.0,0.4383569546043873,1.0377934217453002,0.2689840879291296,0.23757125437259674,success
4301,9,9010,1,success,0,0,0,0,,candidate_path_found,reachable,0.39078229665756226,0.16764187812805176,0.1828269511461258,0.6591886878013611,-0.5502150058746338,0.3605918884277344,0.7867406622538442,1,12,0.24065755307674408,0.04654457047581673,0.04654457047581673,0.19411298260092735,0.0,0.19411298260092735,1.307252084215482,0.03434054165457686,0.5092824101448059,success
4301,10,9011,1,success,0,0,0,0,,candidate_path_found,reachable,0.5608811378479004,0.42477425932884216,0.5830913782119751,0.4579482674598694,-0.4526648223400116,0.2576884925365448,0.9414783884147834,1,14,0.35066676139831543,0.04265658184885979,0.04265658184885979,0.30801017954945564,0.0,0.30801017954945564,1.4860319282327379,0.04316422423081739,0.46788114309310913,success
4301,11,9012,1,success,0,0,0,0,,candidate_path_found,reachable,0.5216274857521057,-0.18959097564220428,0.2431846708059311,0.3147638142108917,0.6136689782142639,0.29999080300331116,0.831412093205429,1,14,0.38022303581237793,0.04124676436185837,0.04124676436185837,0.33897627145051956,0.0,0.33897627145051956,1.1452989620821816,0.03927204678101199,0.37564510107040405,success
4301,12,9013,1,success,0,0,0,0,,candidate_path_found,reachable,0.6966773867607117,-0.146866574883461,0.37480291724205017,0.36676642298698425,0.5703997611999512,0.41030630469322205,0.7902991404633691,1,12,0.3698793053627014,0.03560948744416237,0.03560948744416237,0.33426981791853905,0.0,0.33426981791853905,1.3148771127065022,0.05361124066015085,0.3250206410884857,success
4301,13,9014,1,success,0,0,0,0,,candidate_path_found,reachable,0.3783205449581146,0.17246606945991516,0.3539166748523712,0.5300361514091492,-0.580690324306488,0.1804313063621521,0.7876289429624876,1,10,0.14764729142189026,0.05389489233493805,0.05389489233493805,0.09375239908695221,0.0,0.09375239908695221,1.2088791608810425,0.05142766386270523,0.6373131275177002,success
4301,14,9015,1,success,0,0,0,0,,candidate_path_found,reachable,0.54691481590271,0.20365647971630096,0.3100093603134155,0.40587714314460754,0.5663957595825195,0.2172057032585144,0.4001048975676855,0,6,0.11599695682525635,0.05209653824567795,0.05209653824567795,0.0639004185795784,0.0,0.0639004185795784,0.7316689689954122,0.22230622917413712,0.26878654956817627,success
4301,15,9016,1,success,0,0,0,0,,candidate_path_found,reachable,0.2591612637042999,0.16397514939308167,0.6739024519920349,0.6173083186149597,0.5330652594566345,0.4440748393535614,0.563309465408673,0,167,0.3795605003833771,0.054591018706560135,0.054591018706560135,0.32496948167681694,0.0,0.033440303057432175,0.6481170396010081,0.04626803435385227,0.232930988073349,success
4301,16,9017,1,success,0,0,0,0,,candidate_path_found,reachable,0.28337109088897705,0.2104504257440567,0.19474224746227264,0.473103404045105,-0.6020686030387878,0.28995370864868164,0.8397920844655795,1,19,0.3520222008228302,0.054931797087192535,0.054931797087192535,0.29709040373563766,0.0,0.29709040373563766,1.4663393560208773,0.05499283106703507,0.5855914354324341,success
4301,17,9018,1,success,0,0,0,0,,candidate_path_found,reachable,0.4575916826725006,-0.37730544805526733,0.7763434648513794,0.5873687267303467,0.5625784397125244,0.3257732391357422,1.0503510517685652,1,22,0.6577358245849609,0.04422025755047798,0.04422025755047798,0.613515567034483,0.0,0.613515567034483,1.696194743568247,0.04228204446421428,0.2983498275279999,success
4301,18,9019,1,success,0,0,0,0,,candidate_path_found,reachable,0.3202974796295166,0.03634938970208168,0.48585379123687744,0.6244223117828369,0.5185324549674988,0.2500264048576355,0.6169335281272229,0,15,0.26332274079322815,0.05376244708895683,0.05376244708895683,0.20956029370427132,0.0,0.20956029370427132,1.0286349256833394,0.07343409657478332,0.25119465589523315,success
4301,19,9020,1,success,0,0,0,0,,candidate_path_found,reachable,0.4629130959510803,0.1524135023355484,0.20317210257053375,0.3142184913158417,-0.4506590962409973,0.2306969314813614,0.621742921799732,1,5,0.1302095353603363,0.051340553909540176,0.051340553909540176,0.07886898145079613,0.0,0.07886898145079613,1.0835108637809754,0.0673970028758049,0.389259397983551,success
4301,20,9021,0,timeout,0,0,0,0,,not_checked_due_to_ik,not_reachable,0.772355318069458,-0.38114866614341736,0.7591578364372253,0.4974748492240906,0.43383774161338806,0.5553798675537109,0.8839047333187449,1,240,0.8697495460510254,0.164642795920372,0.2643291652202606,0.7051067501306534,0.09968636929988861,-0.02926720678806305,0.2116188071668148,0.036603969211379685,0.21765823662281036,nonconvergent_timeout
4301,21,9022,1,success,0,0,0,0,,not_found,reachable,0.426762193441391,-0.3766654431819916,0.7318882346153259,0.6578161120414734,-0.4318270683288574,0.5103235244750977,0.3248378656635033,0,22,0.7180452346801758,0.05080381780862808,0.05080381780862808,0.6672414168715477,0.0,0.6672414168715477,1.6562021754004739,0.2913536114448851,0.22802811861038208,success
4301,22,9023,1,success,0,0,0,0,,candidate_path_found,reachable,0.406000018119812,-0.39101743698120117,0.7544770240783691,0.6099634766578674,-0.6041398048400879,0.5562979578971863,0.3553831430625675,0,26,0.6745882630348206,0.04763277247548103,0.04763277247548103,0.6269554905593395,0.0,0.6269554905593395,1.386903350169842,0.25941552508335847,0.2705315947532654,success
4301,23,9024,0,timeout,0,0,0,0,,candidate_path_found,reachable,0.2947014570236206,-0.3038714826107025,0.3902565538883209,0.7061002254486084,-0.4976407587528229,0.5952106714248657,0.4988002298850932,0,240,0.5790528655052185,0.08588878065347672,0.1866268813610077,0.4931640848517418,0.10073810070753098,0.011104121804237366,0.25493064150214195,0.10477573163807392,0.2552646994590759,nonconvergent_timeout
