step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s
10,0.55,-0.5438639443097424,0.5697264075279236,0.3813278377056122,0.20846371352672577,0.48081615567207336,0.35,5,0,0,0,0.6532164812088013,3.7630178928375244,72.89802551269531,0.6532164812088013,0.7558920629627471,0.060471365037019775,0,0,0,0,0.11309950979490108,0.0,passthrough,8.854881207154216e-10,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.060471365037019775,0.354620704|0.369620697|0.242092931|0.0856855169|0.0904900289|0.060471365,0.474620704|0.489620697|0.362092931|0.205685517|0.210490029|0.180471365,0.474620704|0.489620697|0.362092931|0.205685517|0.210490029|0.180471365,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.121891877|0.141555542|0.133321349|0.0440946208,1.41848282|1.47848279|1.0902636|0.48429761|0.495281465|0.285980081,0.38783586|0.408893585|0.386956871,0.0739046708|-0.259192854|-0.00900880247,0.0019422797486186028
11,0.6000000000000001,-0.6685809842153605,0.5081707835197449,0.37432682514190674,0.20305849611759186,0.41540783643722534,0.35,5,0,0,0,0.4390062987804413,7.8659281730651855,170.76539611816406,0.3499999940395355,0.6317667057605937,0.05054133646084749,1,1,0,0,0.11309950979490108,0.3499999940395355,filtered,0.3670024067279319,0,0,12,joint_5_acceleration_lower|joint_1_acceleration_upper|joint_2_acceleration_upper,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.05054133646084749,0.349167908|0.364167908|0.240686695|0.0806823151|0.0851087907|0.0505413365,0.469167908|0.484167908|0.360686695|0.200682315|0.205108791|0.170541336,0.469167908|0.484167908|0.360686695|0.200682315|0.205108791|0.170541336,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0843436233|0.169647141|0.171031129|0.146325322,1.39667163|1.45667163|1.0470904|0.492376401|0.511466292|0.348490668,0.391531229|0.395933867|0.386506259,0.0739046708|-0.259192854|-0.00900880247,0.0019629281014204025
12,0.65,-0.759280872228602,0.47920796275138855,0.3742114305496216,0.19927813112735748,0.3837927579879761,0.35,5,0,0,0,0.3465816378593445,4.562479496002197,118.15937042236328,0.3499999940395355,0.5652668893643967,0.04522135114915174,1,1,0,0,0.11309950979490108,0.3499999940395355,filtered,0.13408944904672448,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.04522135114915174,0.343964898|0.358964898|0.238047032|0.0771299858|0.0815546404|0.0452213511,0.463964898|0.478964898|0.358047032|0.197129986|0.20155464|0.165221351,0.463964898|0.478964898|0.358047032|0.197129986|0.20155464|0.165221351,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0358177326|0.155109467|0.163645179|0.177529594,1.37585959|1.43585959|0.988005862|0.46362941|0.48986374|0.358414999,0.395226598|0.382974148|0.386055648,0.0739046708|-0.259192854|-0.00900880247,0.0018779924139380455
13,0.7000000000000001,-0.8133439185674798,0.45779353380203247,0.3780527114868164,0.196398064494133,0.36036235094070435,0.35,5,0,0,0,0.3499999940395355,2.3656344413757324,54.675819396972656,0.3499999940395355,0.5193541978033743,0.04154833582426995,1,1,0,0,0.11309950979490108,0.3499999940395355,passthrough,1.6892466413674874e-11,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.04154833582426995,0.33901813|0.35401813|0.233132513|0.072905466|0.0776982466|0.0415483358,0.45901813|0.47401813|0.353132513|0.192905466|0.197698247|0.161548336,0.45901813|0.47401813|0.353132513|0.192905466|0.197698247|0.161548336,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.00756087323|0.1444501|0.157928912|0.193621385,1.35607252|1.41607252|0.940090925|0.436071964|0.468721898|0.359814729,0.398921967|0.370014429|0.385605037,0.0739046708|-0.259192854|-0.00900880247,0.0017270948737859726
14,0.75,-0.8280851576187127,0.47291824221611023,0.38160356879234314,0.19346250593662262,0.3733876347541809,0.35,5,0,0,0,0.3499999940395355,0.2986046373844147,52.187435150146484,0.3499999940395355,0.48460344584055937,0.03876827566724475,1,1,0,0,0.11309950979490108,0.3499999940395355,passthrough,9.158577277211736e-12,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.03876827566724475,0.334333948|0.349333948|0.227010015|0.0682253402|0.0736361695|0.0387682757,0.454333948|0.469333948|0.347010015|0.18822534|0.193636169|0.158768276,0.454333948|0.469333948|0.347010015|0.18822534|0.193636169|0.158768276,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0107007387|0.145408303|0.159578258|0.191669436,1.33733579|1.39733579|0.918740799|0.418309664|0.454122936|0.346742538,0.402617335|0.35705471|0.385154426,0.0739046708|-0.259192854|-0.00900880247,0.0025326041504740715
15,0.8,-0.8457621810235094,0.48936235904693604,0.384939044713974,0.19045735895633698,0.38763532042503357,0.35,5,0,0,0,0.3499999940395355,0.22625420987606049,1.5105990171432495,0.3499999940395355,0.44917673518777257,0.035934138815021804,1,1,0,0,0.11309950979490108,0.3499999940395355,passthrough,4.327277030067473e-12,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.035934138815021804,0.329918556|0.344918556|0.221286307|0.0636768596|0.0697072617|0.0359341388,0.449918556|0.464918556|0.341286307|0.18367686|0.189707262|0.155934139,0.449918556|0.464918556|0.341286307|0.18367686|0.189707262|0.155934139,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0129648611|0.1456016|0.160315944|0.189554889,1.31967422|1.37967422|0.898110089|0.400309039|0.43914499|0.333291444,0.406312704|0.344094992|0.384703815,0.0739046708|-0.259192854|-0.00900880247,0.002826436422765255
16,0.8500000000000001,-0.8651495111005818,0.5066885352134705,0.3881162106990814,0.1873798817396164,0.40266454219818115,0.35,5,0,0,0,0.3500000238418579,0.18979305028915405,0.7994816899299622,0.3500000238418579,0.41290595081646986,0.03303247606531759,1,1,0,0,0.11309950979490108,0.3500000238418579,passthrough,2.331055951008491e-12,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.03303247606531759,0.325777979|0.340777979|0.215946198|0.0592433278|0.065881276|0.0330324761,0.445777979|0.460777979|0.335946198|0.179243328|0.185881276|0.153032476,0.445777979|0.460777979|0.335946198|0.179243328|0.185881276|0.153032476,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0147500999|0.145443561|0.160553806|0.187366947,1.30311192|1.36311192|0.878534891|0.382416872|0.42407891|0.319496851,0.410008073|0.331135273|0.384253204,0.0739046708|-0.259192854|-0.00900880247,0.0025575654581189156
17,0.9,-0.8857160420644021,0.5248756408691406,0.39116188883781433,0.18422846496105194,0.418453574180603,0.35,5,0,0,0,0.3499999940395355,0.17170147597789764,0.43998295068740845,0.3499999940395355,0.37576936716873893,0.030061549373499113,1,1,0,0,0.11309950979490108,0.3499999940395355,passthrough,3.4339775634346677e-12,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.030061549373499113,0.321918035|0.336918035|0.210978986|0.0549219574|0.0621442735|0.0300615494,0.441918035|0.456918035|0.330978986|0.174921957|0.182144274|0.150061549,0.441918035|0.456918035|0.330978986|0.174921957|0.182144274|0.150061549,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.01626672|0.145132241|0.160493284|0.185130742,1.28767214|1.34767214|0.860182665|0.36482007|0.409070378|0.30537694,0.413703442|0.318175554|0.383802593,0.0739046708|-0.259192854|-0.00900880247,0.002545609138906002
18,0.9500000000000001,-0.9071592812620857,0.543936550617218,0.3940849006175995,0.18100188672542572,0.43501633405685425,0.35,5,0,0,0,0.3499999940395355,0.16434170305728912,0.24278303980827332,0.3499999940395355,0.33776629297883576,0.02702130343830686,1,1,0,0,0.11309950979490108,0.3499999940395355,passthrough,4.932051281320208e-12,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.02702130343830686,0.318344293|0.333344293|0.206384063|0.0507198369|0.0584925527|0.0270213034,0.438344293|0.453344293|0.326384063|0.170719837|0.178492553|0.147021303,0.438344293|0.453344293|0.326384063|0.170719837|0.178492553|0.147021303,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0176399899|0.144775848|0.160246102|0.182852149,1.27337717|1.33337717|0.843176242|0.347655196|0.394216313|0.290937363,0.41739881|0.305215836|0.383351982,0.0739046708|-0.259192854|-0.00900880247,0.002696155570447445
19,1.0,-0.9292608604459363,0.5638797879219055,0.39688199758529663,0.17769919335842133,0.45236536860466003,0.35,5,0,0,0,0.3499999940395355,0.1639234870672226,0.15256084501743317,0.3499999940395355,0.29890589559085323,0.023912471647268257,1,1,0,0,0.11309950979490108,0.3499999940395355,passthrough,6.091328782795629e-12,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.023912471647268257,0.315062045|0.330062045|0.202166701|0.046649918|0.0549286523|0.0239124716,0.435062045|0.450062045|0.322166701|0.166649918|0.174928652|0.143912472,0.435062045|0.450062045|0.322166701|0.166649918|0.174928652|0.143912472,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0189528515|0.144441465|0.159882976|0.180532447,1.26024818|1.32024818|0.827619655|0.331041137|0.379597585|0.276182334,0.421094179|0.292256117|0.382901371,0.0739046708|-0.259192854|-0.00900880247,0.002726207487285137
20,1.05,-0.9518287517168735,0.5846986174583435,0.3995409607887268,0.1743200570344925,0.4705018103122711,0.35,5,0,0,0,0.3499999940395355,0.1684606969356537,0.15579341351985931,0.3499999940395355,0.2592088018839856,0.02073670415071885,1,1,0,0,0.11309950979490108,0.3499999940395355,passthrough,6.893351411362205e-12,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.02073670415071885,0.312076263|0.327076263|0.198336191|0.0427291602|0.0514596071|0.0207367042,0.432076263|0.447076263|0.318336191|0.16272916|0.171459607|0.140736704,0.432076263|0.447076263|0.318336191|0.16272916|0.171459607|0.140736704,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0202656458|0.144176066|0.159454764|0.178173132,1.24830505|1.30830505|0.813610409|0.315092707|0.365293193|0.261119949,0.424789548|0.279296398|0.382450759,0.0739046708|-0.259192854|-0.00900880247,0.0028736600652337074
21,1.1,-0.9746743625354231,0.6063746213912964,0.40204212069511414,0.1708650141954422,0.48942017555236816,0.35,5,0,0,0,0.3499999940395355,0.17689552903175354,0.20398259162902832,0.3499999940395355,0.21871241644285042,0.017496993315428033,1,1,0,0,0.11309950979490108,0.3499999940395355,passthrough,7.382857224465134e-12,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.017496993315428033,0.309391572|0.324391572|0.194904442|0.0389780701|0.0480967015|0.0174969933,0.429391572|0.444391572|0.314904442|0.15897807|0.168096702|0.137496993,0.429391572|0.444391572|0.314904442|0.15897807|0.168096702|0.137496993,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0216262502|0.144016637|0.159002875|0.175778039,1.23756629|1.29756629|0.801244017|0.299928917|0.351389681|0.245766012,0.428484917|0.266336679|0.382000148,0.0739046708|-0.259192854|-0.00900880247,0.0027299094945192337
22,1.1500000000000001,-0.99760464222294,0.628871738910675,0.4043596684932709,0.16733570396900177,0.509104311466217,0.35,5,0,0,0,0.3499999940395355,0.18867796659469604,0.26192763447761536,0.3499999940395355,0.1774752374136511,0.014198018993092087,1,1,0,0,0.11309950979490108,0.3499999940395355,passthrough,7.601023842521697e-12,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.014198018993092087,0.30701221|0.32201221|0.191885762|0.0354202837|0.0448550391|0.014198019,0.42701221|0.44201221|0.311885762|0.155420284|0.164855039|0.134198019,0.42701221|0.44201221|0.311885762|0.155420284|0.164855039|0.134198019,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0230755862|0.143996102|0.158565213|0.173354729,1.22804884|1.28804884|0.790618635|0.285677236|0.337985369|0.230146805,0.432180285|0.253376961|0.381549537,0.0739046708|-0.259192854|-0.00900880247,0.00278365146368742
23,1.2000000000000002,-1.0203872252414388,0.6521204710006714,0.4064618945121765,0.16373558342456818,0.5295143127441406,0.35,5,0,0,0,0.3499999940395355,0.20353180170059204,0.3215944468975067,0.3499999940395355,0.13558310900537127,0.010846648720429702,1,1,0,0,0.11309950979490108,0.3499999940395355,passthrough,7.57860190842942e-12,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.010846648720429702,0.304942001|0.319942001|0.189296054|0.0320826897|0.041753976|0.0108466487,0.424942001|0.439942001|0.309296054|0.15208269|0.161753976|0.130846649,0.424942001|0.439942001|0.309296054|0.15208269|0.161753976|0.130846649,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0246506617|0.144146477|0.158179798|0.17091592,1.219768|1.279768|0.781834878|0.272477236|0.325195702|0.214302515,0.435875654|0.240417242|0.381098926,0.0739046708|-0.259192854|-0.00900880247,0.001794525422155857
24,1.25,-1.0427399438363159,0.6760193109512329,0.40831080079078674,0.16007046401500702,0.5505911111831665,0.35,5,0,0,0,0.3500000238418579,0.22135457396507263,0.382683664560318,0.3500000238418579,0.09316131827737037,0.00745290546218963,1,1,0,0,0.11309950979490108,0.3500000238418579,passthrough,7.33734505079131e-12,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.00745290546218963,0.303184325|0.318184325|0.187152953|0.0289955749|0.0388173449|0.00745290546,0.423184325|0.438184325|0.307152953|0.148995575|0.158817345|0.127452905,0.423184325|0.438184325|0.307152953|0.148995575|0.158817345|0.127452905,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0263862905|0.14450133|0.157887446|0.168481108,1.2127373|1.2727373|0.774998103|0.26048363|0.313156826|0.19829273,0.439571023|0.227457523|0.380648315,0.0739046708|-0.259192854|-0.00900880247,0.0019650841131806374
25,1.3,-1.0643406350691864,0.7004210948944092,0.4098629355430603,0.15634958446025848,0.5722468495368958,0.35,5,0,0,0,0.3499999940395355,0.2421315759420395,0.4459420442581177,0.3499999940395355,0.05038625101240479,0.004030900080992383,1,1,0,0,0.11309950979490108,0.3499999940395355,passthrough,6.892169228236296e-12,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.004030900080992383,0.301742089|0.316742089|0.185475415|0.0261932972|0.0360744131|0.00403090008,0.421742089|0.436742089|0.305475415|0.146193297|0.156074413|0.1240309,0.421742089|0.436742089|0.305475415|0.146193297|0.156074413|0.1240309,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0283158323|0.145097274|0.157733817|0.166079017,1.20696836|1.26696836|0.770217493|0.249870463|0.30203147|0.182202617,0.443266392|0.214497805|0.380197704,0.0739046708|-0.259192854|-0.00900880247,0.0019812360405921936
26,1.35,-1.0729525899803458,0.7132778763771057,0.4110691547393799,0.15258608758449554,0.5943761467933655,0.35,5,0,0,0,0.3499999940395355,0.2658592462539673,0.5116286873817444,0.3499999940395355,0.007501335054048777,0.0006001068043239022,1,1,0,0,0.11309950979490108,0.3499999940395355,passthrough,6.254025591600949e-12,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.0006001068043239022,0.300617707|0.315617707|0.18428362|0.0237143579|0.0335602378|0.000600106804,0.420617707|0.435617707|0.30428362|0.143714358|0.153560238|0.120600107,0.420617707|0.435617707|0.30428362|0.143714358|0.153560238|0.120600107,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0304708847|0.145975084|0.1577711|0.163750675,1.20247083|1.26247083|0.767605366|0.240832516|0.292012051|0.166151102,0.446961761|0.201538086|0.379747093,0.0739046708|-0.259192854|-0.00900880247,0.001821010373532772
27,1.4000000000000001,-1.1326623282555386,0.7080575823783875,0.4154571294784546,0.1493503600358963,0.5995718240737915,0.35,5,0,0,0,0.3499999940395355,2.029649496078491,44.752986907958984,0.3499999940395355,0.0,-0.0028135567072188616,1,1,0,0,0.11309950979490108,0.3499999940395355,passthrough,4.209737679810211e-11,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,-0.0028135567072188616,0.299813077|0.314813077|0.183599019|0.0216018675|0.0313163487|-0.00281355671,0.419813077|0.434813077|0.303599019|0.141601868|0.151316349|0.117186443,0.419813077|0.434813077|0.303599019|0.141601868|0.151316349|0.117186443,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.00421122638|0.1231141|0.140130308|0.17042171,1.19925231|1.25925231|0.738607302|0.20952157|0.265395703|0.159167483,0.450657129|0.188578367|0.379296482,0.0739046708|-0.259192854|-0.00900880247,0.0018248297274112701
