step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s
10,0.55,-0.834652980665578,0.33098384737968445,0.3709425926208496,0.2978146970272064,0.27554160356521606,0.35,3,0,0,0,1.215084195137024,4.2292351722717285,86.63770294189453,1.215084195137024,1.0,0.1389108963647041,0,0,0,0,0.17982698809210984,0.0,passthrough,9.884267682241333e-12,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.1389108963647041,0.403174526|0.418174526|0.208718579|0.138910896|0.171949827|0.1912725,0.523174526|0.538174526|0.328718579|0.258910896|0.291949827|0.3112725,0.523174526|0.538174526|0.328718579|0.258910896|0.291949827|0.3112725,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0298690002|0.141723588|0.191168157|0.183213515,1.61269811|1.67269811|0.864743316|0.697367173|0.878967465|0.948303517,0.382278532|0.404419124|0.515555859,0.0108232368|-0.31032148|-0.0857968479,0.0018314551562070847
11,0.6000000000000001,-0.8825214808197123,0.32851624488830566,0.3851775527000427,0.28991836309432983,0.26954546570777893,0.35,3,0,0,0,1.1757769584655762,3.24416446685791,58.3039665222168,1.1757769584655762,1.0,0.13012422444335714,0,0,0,0,0.17982698809210984,0.0,passthrough,6.612439338275678e-12,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.13012422444335714,0.392630948|0.407630948|0.196976588|0.130124224|0.167044968|0.187268739,0.512630948|0.527630948|0.316976588|0.250124224|0.287044968|0.307268739,0.512630948|0.527630948|0.316976588|0.250124224|0.287044968|0.307268739,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0316120433|0.162086846|0.223903955|0.217487001,1.57052379|1.63052379|0.819518396|0.682583744|0.892083829|0.966561955,0.382819623|0.388903081|0.511265755,0.0108232368|-0.31032148|-0.0857968479,0.003656124696135521
12,0.65,-0.8701452044635369,0.40891391038894653,0.39344707131385803,0.2787548005580902,0.3444206416606903,0.35,3,0,0,0,1.1441059112548828,5.271397113800049,103.43943786621094,1.1377094984054565,1.0,0.12238910649849588,0,0,0,0,0.17982698809210984,0.0,filtered,0.05309675217700364,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.12238910649849588,0.382316477|0.397316477|0.185438267|0.122389106|0.16392094|0.185149461,0.502316477|0.517316477|0.305438267|0.242389106|0.28392094|0.305149461,0.502316477|0.517316477|0.305438267|0.242389106|0.28392094|0.305149461,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.00682505453|0.0929219716|0.150699396|0.150032518,1.52926591|1.58926591|0.734928012|0.582478398|0.806383158|0.890630361,0.383360714|0.373387039|0.506975651,0.0108232368|-0.31032148|-0.0857968479,0.003988051787018776
13,0.7000000000000001,-0.9538181768136974,0.36190178990364075,0.40772080421447754,0.2713877856731415,0.2980070412158966,0.35,3,0,0,0,1.2152129411697388,5.016658306121826,192.72711181640625,1.2152117490768433,1.0,0.11136319590833177,0,0,0,0,0.17982698809210984,0.0,filtered,1.4784095717163688e-06,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.11136319590833177,0.372242237|0.387242237|0.172068875|0.111363196|0.157457612|0.180003951,0.492242237|0.507242237|0.292068875|0.231363196|0.277457612|0.300003951,0.492242237|0.507242237|0.292068875|0.231363196|0.277457612|0.300003951,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.014339824|0.172618928|0.262684857|0.280777499,1.48896895|1.54896895|0.702615326|0.618071712|0.892515306|1.0007933,0.383901805|0.357870996|0.502685547,0.0108232368|-0.31032148|-0.0857968479,0.0027288151904940605
14,0.75,-0.954118529765775,0.43294981122016907,0.4171820878982544,0.26145288348197937,0.3588481843471527,0.35,3,0,0,0,1.2010915279388428,5.276195049285889,197.13905334472656,1.19996976852417,1.0,0.10411734648076926,0,0,0,0,0.17982698809210984,0.0,filtered,0.02375197715285995,0,0,12,joint_3_acceleration_upper,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.10411734648076926,0.362419896|0.377419883|0.159807871|0.104117346|0.156517346|0.181395944,0.482419896|0.497419883|0.279807871|0.224117346|0.276517346|0.301395944,0.482419896|0.497419883|0.279807871|0.224117346|0.276517346|0.301395944,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.013125733|0.11626751|0.203267114|0.219421263,1.44967958|1.50967953|0.626105752|0.532736895|0.8293365|0.945005041,0.384442896|0.342354953|0.498395592,0.0108232368|-0.31032148|-0.0857968479,0.002684878185391426
15,0.8,-1.006873849065296,0.42969268560409546,0.4287906587123871,0.25308549404144287,0.35032451152801514,0.35,3,0,0,0,1.2529557943344116,2.245063066482544,124.94598388671875,1.2529557943344116,1.0,0.09426866200458067,0,0,0,0,0.17982698809210984,0.0,passthrough,1.0872428828074786e-11,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.09426866200458067,0.352861501|0.367861496|0.146219436|0.094268662|0.153027159|0.180204837,0.472861501|0.487861496|0.266219436|0.214268662|0.273027159|0.300204837,0.472861501|0.487861496|0.266219436|0.214268662|0.273027159|0.300204837,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.00806992236|0.147425218|0.256900119|0.284210733,1.411446|1.47144598|0.576807821|0.524499866|0.869008753|1.00503008,0.384983987|0.326838911|0.494105846,0.0108232368|-0.31032148|-0.0857968479,0.0022128093987703323
16,0.8500000000000001,-1.031034199691049,0.46817928552627563,0.43860891461372375,0.24402309954166412,0.3825685977935791,0.35,3,0,0,0,1.2814725637435913,3.7023611068725586,88.28223419189453,1.2814708948135376,1.0,0.0859428938625616,0,0,0,0,0.17982698809210984,0.0,filtered,2.095107723431727e-06,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.0859428938625616,0.343579351|0.358579348|0.132920708|0.0859428939|0.152384138|0.182495007,0.463579351|0.478579348|0.252920708|0.205942894|0.272384138|0.302495007,0.463579351|0.478579348|0.252920708|0.205942894|0.272384138|0.302495007,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0176839946|0.132128796|0.250102012|0.276034103,1.3743174|1.43431739|0.513998837|0.475900371|0.859638563|1.00601413,0.385525078|0.311322868|0.489816099,0.0108232368|-0.31032148|-0.0857968479,0.0026503941044211388
17,0.9,-1.074529640404851,0.4949767589569092,0.4484509825706482,0.23504121601581573,0.40262195467948914,0.35,3,0,0,0,1.2591580152511597,1.3382476568222046,58.9438362121582,1.2591580152511597,0.9609121941957531,0.07687297553566025,0,0,0,0,0.17982698809210984,0.0,passthrough,5.364235150155732e-12,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.07687297553566025,0.334586277|0.349586277|0.119097866|0.0768729755|0.151649352|0.184714915,0.454586277|0.469586277|0.239097866|0.196872976|0.271649352|0.304714915,0.454586277|0.469586277|0.239097866|0.196872976|0.271649352|0.304714915,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0132255514|0.13308424|0.25674144|0.283821023,1.33834511|1.39834511|0.463165914|0.440576143|0.863338849|1.02268068,0.386066169|0.295806825|0.485526353,0.0108232368|-0.31032148|-0.0857968479,0.0018099099397659302
18,0.9500000000000001,-1.1346529139144788,0.5202270746231079,0.45910683274269104,0.22630958259105682,0.4208216965198517,0.35,3,0,0,0,1.1082886457443237,3.2593994140625,61.340396881103516,1.1082876920700073,0.8481615535430441,0.06785292428344353,0,0,0,0,0.17982698809210984,0.0,filtered,1.233664076139997e-06,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.06785292428344353,0.325895478|0.340895478|0.105437811|0.0678529243|0.151489014|0.187652613,0.445895478|0.460895478|0.225437811|0.187852924|0.271489014|0.307652613,0.445895478|0.460895478|0.225437811|0.187852924|0.271489014|0.307652613,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0050183362|0.138449313|0.254456175|0.279026219,1.30358191|1.36358191|0.426769581|0.40986101|0.860412229|1.02963667,0.38660726|0.280290782|0.481236607,0.0108232368|-0.31032148|-0.0857968479,0.001943092793226242
19,1.0,-1.2310821878764102,0.5281144976615906,0.4729040861129761,0.21868033707141876,0.4223553538322449,0.35,3,0,0,0,0.7616881728172302,8.567718505859375,108.48709869384766,0.3499999940395355,0.7386234740285116,0.05908987792228093,1,1,0,0,0.17982698809210984,0.3499999940395355,filtered,0.6454321036815003,0,0,12,joint_1_acceleration_lower|joint_4_acceleration_lower|joint_2_acceleration_upper|joint_5_acceleration_upper,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.05908987792228093,0.317520482|0.332520476|0.0925962471|0.0590898779|0.15142342|0.190632214,0.437520482|0.452520476|0.212596247|0.179089878|0.27142342|0.310632214,0.437520482|0.452520476|0.212596247|0.179089878|0.27142342|0.310632214,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0523185616|0.16256155|0.246651327|0.257498274,1.27008193|1.3300819|0.42270355|0.398921062|0.852345007|1.02002713,0.38714835|0.26477474|0.476946861,0.0108232368|-0.31032148|-0.0857968479,0.002850164659321308
20,1.05,-1.2819320992263648,0.5804165601730347,0.4853479862213135,0.20989026129245758,0.46706101298332214,0.35,3,0,0,0,0.4415411949157715,8.000000953674316,61.29127502441406,0.3499999940395355,0.6440475585041918,0.05152380468033535,1,1,0,0,0.17982698809210984,0.3499999940395355,filtered,0.2628301053799194,0,0,12,joint_1_acceleration_lower|joint_4_acceleration_lower|joint_2_acceleration_upper|joint_5_acceleration_upper,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.05152380468033535,0.309475103|0.324475103|0.0820329529|0.0515238047|0.151109696|0.192729994,0.429475103|0.444475103|0.202032953|0.171523805|0.271109696|0.312729994,0.429475103|0.444475103|0.202032953|0.171523805|0.271109696|0.312729994,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0687486433|0.140129235|0.183189421|0.178718654,1.23790041|1.29790041|0.396880455|0.346224453|0.787628205|0.949638629,0.387689441|0.249258697|0.472657114,0.0108232368|-0.31032148|-0.0857968479,0.0022143609821796417
21,1.1,-1.324427252112045,0.6180074214935303,0.4969925582408905,0.20096801221370697,0.49643075466156006,0.35,3,0,0,0,0.3499999940395355,5.30502462387085,74.1635513305664,0.3499999940395355,0.5360630057258182,0.04288504045806546,1,1,0,0,0.17982698809210984,0.3499999940395355,passthrough,2.5542818027205665e-11,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.04288504045806546,0.301773376|0.316773376|0.0723140471|0.0428850405|0.147740297|0.191029117,0.421773376|0.436773376|0.192314047|0.16288504|0.267740297|0.311029117,0.421773376|0.436773376|0.192314047|0.16288504|0.267740297|0.311029117,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0741744532|0.136894289|0.168454569|0.160657974,1.2070935|1.2670935|0.363430642|0.30843445|0.759415759|0.924774441,0.388230532|0.233742654|0.468367368,0.0108232368|-0.31032148|-0.0857968479,0.0024098092690110207
22,1.1500000000000001,-1.3852466380181352,0.6565761566162109,0.5087186098098755,0.1920108050107956,0.5262683629989624,0.35,3,0,0,0,0.3500000238418579,0.35078805685043335,105.35022735595703,0.3500000238418579,0.4266402985030483,0.034131223880243866,1,1,0,0,0.17982698809210984,0.3500000238418579,passthrough,2.570169284170904e-11,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.034131223880243866,0.294429495|0.309429495|0.0630574846|0.0341312239|0.143667227|0.188439469,0.414429495|0.429429495|0.183057485|0.154131224|0.263667227|0.308439469,0.414429495|0.429429495|0.183057485|0.154131224|0.263667227|0.308439469,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0762975403|0.135453484|0.160982761|0.150599223,1.17771798|1.23771798|0.328527479|0.27197838|0.735651667|0.904357099,0.388771623|0.218226612|0.464077622,0.0108232368|-0.31032148|-0.0857968479,0.002086515538394451
23,1.2000000000000002,-1.4508110344039895,0.6974208950996399,0.5204740166664124,0.1830403059720993,0.5578732490539551,0.35,3,0,0,0,0.3499999940395355,0.253216028213501,1.9723398685455322,0.3499999940395355,0.31723426306009966,0.025378741044807973,1,1,0,0,0.17982698809210984,0.3499999940395355,passthrough,2.6640569778972465e-11,0,0,12,,predictive_link_3,0,0,1,solved,osqp,0.0,valid,0.025378741044807973,0.287457731|0.302457731|0.054142267|0.025378741|0.139280588|0.185402733,0.407457731|0.422457731|0.174142267|0.145378741|0.259280588|0.305402733,0.407457731|0.422457731|0.174142267|0.145378741|0.259280588|0.305402733,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0776504493|0.13416332|0.154313232|0.141897167,1.14983092|1.20983092|0.294219517|0.235678284|0.711435585|0.883508097,0.389312714|0.202710569|0.459787875,0.0108232368|-0.31032148|-0.0857968479,0.0018451139330863953
24,1.25,-1.5187914626575711,0.7406520247459412,0.532229483127594,0.17407666146755219,0.5913711786270142,0.35,3,0,0,0,0.3499999940395355,0.21438725292682648,0.7959980368614197,0.3499999940395355,0.20811394358530091,0.016649115486824073,1,1,0,0,0.17982698809210984,0.3499999940395355,passthrough,2.7801512179093454e-11,0,0,12,,predictive_link_3,0,0,1,solved,osqp,0.0,valid,0.016649115486824073,0.280872342|0.295872342|0.0455661592|0.0166491155|0.134620406|0.181983226,0.400872342|0.415872342|0.165566159|0.136649115|0.254620406|0.301983226,0.400872342|0.415872342|0.165566159|0.136649115|0.254620406|0.301983226,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.078648462|0.133031697|0.147955524|0.133751918,1.12348937|1.18348937|0.260913099|0.199628158|0.686437149|0.861684824,0.389853805|0.187194526|0.455498129,0.0108232368|-0.31032148|-0.0857968479,0.0022904593497514725
25,1.3,-1.5866802632590682,0.7836498618125916,0.5439645648002625,0.1651385873556137,0.6268978714942932,0.35,3,0,0,0,0.3499999940395355,0.2008935511112213,0.30141645669937134,0.3499999940395355,0.09955803841826955,0.007964643073461564,1,1,0,0,0.17982698809210984,0.3499999940395355,passthrough,2.9044962209759674e-11,0,0,12,,predictive_link_3,0,0,1,solved,osqp,0.0,valid,0.007964643073461564,0.274687472|0.289687472|0.0373493796|0.00796464307|0.129702179|0.178205488,0.394687472|0.409687472|0.15734938|0.127964643|0.249702179|0.298205488,0.394687472|0.409687472|0.15734938|0.127964643|0.249702179|0.298205488,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0794629084|0.132034901|0.141669393|0.125787752,1.09874989|1.15874989|0.228860427|0.163893473|0.66047811|0.838609705,0.390394896|0.171678483|0.451208383,0.0108232368|-0.31032148|-0.0857968479,0.001949334517121315
26,1.35,-1.621121512777213,0.7933981418609619,0.5556395053863525,0.15639053285121918,0.6626036763191223,0.35,3,0,0,0,0.3499999940395355,1.019413948059082,24.346904754638672,0.3499999940395355,0.0,-0.0006522418476651026,1,1,0,0,0.17982698809210984,0.3499999940395355,passthrough,2.579510133638753e-11,0,0,12,,predictive_link_3,0,0,1,solved,osqp,0.0,valid,-0.0006522418476651026,0.268917041|0.283917041|0.0295240999|-0.000652241848|0.124530156|0.174076338,0.388917041|0.403917041|0.1495241|0.119347758|0.244530156|0.294076338,0.388917041|0.403917041|0.1495241|0.119347758|0.244530156|0.294076338,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0725963955|0.133160333|0.150581289|0.138497183,1.07566816|1.13566816|0.190692795|0.130551366|0.648701914|0.834802535,0.390935987|0.156162441|0.446918637,0.0108232368|-0.31032148|-0.0857968479,0.0026695644482970238
27,1.4000000000000001,-1.659172513290844,0.8049783706665039,0.567331850528717,0.14771296083927155,0.701871395111084,0.35,3,0,0,0,0.3499999940395355,0.10357668995857239,22.321950912475586,0.3499999940395355,0.0,-0.009096146200387956,1,1,0,0,0.17982698809210984,0.3499999940395355,passthrough,2.5563248044141677e-11,0,0,12,,predictive_link_3,0,0,1,solved,osqp,0.0,valid,-0.009096146200387956,0.263574621|0.278574621|0.0217273726|-0.0090961462|0.119859291|0.170623338,0.383574621|0.398574621|0.141727373|0.110903854|0.239859291|0.290623338,0.383574621|0.398574621|0.141727373|0.110903854|0.239859291|0.290623338,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0728982107|0.132799258|0.145841321|0.132439315,1.05429848|1.11429848|0.159807701|0.0964146735|0.625278485|0.814932666,0.391477078|0.140646398|0.44262889,0.0108232368|-0.31032148|-0.0857968479,0.0027423789724707603
28,1.4500000000000002,-1.6983270338965348,0.8171050548553467,0.5790350437164307,0.13912202417850494,0.7434539198875427,0.35,3,0,0,0,0.3500000238418579,0.11567017436027527,0.24462781846523285,0.3500000238418579,0.0,-0.01743375627008964,1,1,0,0,0.17982698809210984,0.3500000238418579,passthrough,2.539241385981733e-11,0,0,12,,predictive_link_3,0,0,1,solved,osqp,0.0,valid,-0.01743375627008964,0.258673311|0.273673311|0.0143335352|-0.0174337563|0.115004888|0.166909724,0.378673311|0.393673311|0.134333535|0.102566244|0.235004888|0.286909724,0.378673311|0.393673311|0.134333535|0.102566244|0.235004888|0.286909724,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.073158878|0.132540952|0.14092401|0.126179066,1.03469325|1.09469325|0.130493019|0.062805927|0.600943561|0.793817961,0.392018169|0.125130355|0.438339144,0.0108232368|-0.31032148|-0.0857968479,0.002839764580130577
