step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s
0,0.05,-0.27972631074057125,0.2541447877883911,0.31815263628959656,0.43707576394081116,0.23860178887844086,0.35,2,0,0,0,0.43245160579681396,8.649031639099121,172.9806365966797,0.476068377494812,1.0,0.2854218657468015,0,0,0,0,0.2854218657468015,0.0,filtered,0.050078312895091306,0,0,12,joint_0_acceleration_lower|joint_4_acceleration_lower,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.2854218657468015,0.345728804|0.360728804|0.285421866|0.302655076|0.410819308|0.422333194,0.465728804|0.480728804|0.405421866|0.422655076|0.530819308|0.542333194,0.465728804|0.480728804|0.405421866|0.422655076|0.530819308|0.542333194,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.00146920122|-0.00881764755|-0.0676795586|-0.0955761807,1.38291522|1.44291522|1.14315666|1.20180266|1.57559767|1.5937566,0.250492185|-0.581917048|0.220235705,0.0137247136|0.307020962|0.116275273,0.0019559133797883987
1,0.1,-0.11472566063682799,0.2629321217536926,0.29970911145210266,0.4217641055583954,0.2450919896364212,0.35,2,0,0,0,0.7278704047203064,6.423303127288818,89.913330078125,0.727869987487793,1.0,0.26964526300955094,0,0,0,0,0.2854218657468015,0.0,filtered,9.746374489329431e-07,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.26964526300955094,0.334066973|0.349066973|0.269645263|0.28576447|0.393604418|0.404490605,0.454066973|0.469066973|0.389645263|0.40576447|0.513604418|0.524490605,0.454066973|0.469066973|0.389645263|0.40576447|0.513604418|0.524490605,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0109648848|-0.00446492876|-0.0982741922|-0.147552626,1.33626789|1.39626789|1.08954594|1.13859295|1.47614348|1.47040979,0.251178473|-0.566566229|0.226049483,0.0137247136|0.307020962|0.116275273,0.0018039057031273842
2,0.15000000000000002,0.0015704244788400934,0.26206445693969727,0.27644646167755127,0.40741804242134094,0.2549877464771271,0.35,2,0,0,0,0.9309284090995789,4.7408037185668945,49.814640045166016,0.9309277534484863,1.0,0.25448018946257417,0,0,0,0,0.2854218657468015,0.0,filtered,1.223682973866137e-06,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.25448018946257417,0.322633084|0.337633084|0.254480189|0.269167759|0.374934041|0.383844564,0.442633084|0.457633084|0.374480189|0.389167759|0.494934041|0.503844564,0.442633084|0.457633084|0.374480189|0.389167759|0.494934041|0.503844564,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0284004027|0.0133366588|-0.0911633166|-0.162925018,1.29053233|1.35053233|1.04632116|1.0900077|1.40857285|1.37245324,0.251864761|-0.55121541|0.23186326,0.0137247136|0.307020962|0.116275273,0.001863395795226097
3,0.2,0.08233088460978805,0.27554261684417725,0.24958409368991852,0.3938610255718231,0.2671888470649719,0.35,2,0,0,0,1.0439698696136475,3.2629475593566895,59.24589920043945,1.043969750404358,1.0,0.24037243819072246,0,0,0,0,0.2854218657468015,0.0,filtered,3.2749474705775276e-07,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.24037243819072246,0.311440701|0.326440688|0.240372438|0.253631055|0.356847304|0.362397784,0.431440701|0.446440688|0.360372438|0.373631055|0.476847304|0.482397784,0.431440701|0.446440688|0.360372438|0.373631055|0.476847304|0.482397784,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0419692689|0.0248209672|-0.0898779517|-0.183240853,1.2457628|1.30576275|1.00345902|1.03934519|1.33751126|1.26635028,0.252551049|-0.535864592|0.237677038,0.0137247136|0.307020962|0.116275273,0.0018110433593392372
4,0.25,0.1384044165813066,0.2798633873462677,0.22089624404907227,0.38114842772483826,0.2699134647846222,0.35,2,0,0,0,1.082995057106018,2.2873311042785645,39.394168853759766,1.082995057106018,1.0,0.22714597457566665,0,0,0,0,0.2854218657468015,0.0,filtered,1.0921277012418075e-07,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.22714597457566665,0.300504164|0.315504164|0.227145975|0.23884351|0.339064265|0.340416142,0.420504164|0.435504164|0.347145975|0.35884351|0.459064265|0.460416142,0.420504164|0.435504164|0.347145975|0.35884351|0.459064265|0.460416142,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0572591666|0.0411386012|-0.0736913056|-0.176466493,1.20201665|1.26201665|0.965843065|0.996512643|1.28256575|1.18519808,0.253237337|-0.520513773|0.243490815,0.0137247136|0.307020962|0.116275273,0.0018897932022809982
5,0.30000000000000004,0.1703699218218705,0.27662140130996704,0.1919606328010559,0.36934125423431396,0.26490518450737,0.35,2,0,0,0,1.079175353050232,1.2325187921524048,33.45995330810547,1.0791752338409424,1.0,0.21486046013079202,0,0,0,0,0.2854218657468015,0.0,filtered,1.2868719214840796e-07,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.21486046013079202,0.289838602|0.304838602|0.21486046|0.225016717|0.322292609|0.318994117,0.409838602|0.424838602|0.33486046|0.345016717|0.442292609|0.438994117,0.409838602|0.424838602|0.33486046|0.345016717|0.442292609|0.438994117,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0737238294|0.0629747626|-0.0439485125|-0.153776474,1.15935441|1.21935441|0.93316567|0.963041631|1.24522192|1.12219999,0.253923625|-0.505162954|0.249304593,0.0137247136|0.307020962|0.116275273,0.0017723599448800087
6,0.35000000000000003,0.17776443090020821,0.26721298694610596,0.16423708200454712,0.358415424823761,0.25363704562187195,0.35,2,0,0,0,1.0591626167297363,0.9942750334739685,19.17310333251953,1.0591626167297363,1.0,0.20357979345380595,0,0,0,0,0.2854218657468015,0.0,passthrough,2.44554816825576e-09,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.20357979345380595,0.279459696|0.294459696|0.203579793|0.212425975|0.3071653|0.298908041,0.399459696|0.414459696|0.323579793|0.332425975|0.4271653|0.418908041,0.399459696|0.414459696|0.323579793|0.332425975|0.4271653|0.418908041,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0894785231|0.0888354775|-0.00472742926|-0.119683394,1.11783878|1.17783878|0.903797697|0.938539377|1.22393377|1.07594877,0.254609913|-0.489811897|0.255118221,0.0137247136|0.307020962|0.116275273,0.001887342892587185
7,0.4,0.14970564515851087,0.26255127787590027,0.13915780186653137,0.348143994808197,0.2427171915769577,0.35,2,0,0,0,1.0260452032089233,2.0984084606170654,26.70015525817871,1.0260452032089233,1.0,0.19327650303031946,0,0,0,0,0.2854218657468015,0.0,passthrough,9.433940579976558e-10,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.19327650303031946,0.269384301|0.284384298|0.193276503|0.201263778|0.294133431|0.280695989,0.389384301|0.404384298|0.313276503|0.321263778|0.414133431|0.400695989,0.389384301|0.404384298|0.313276503|0.321263778|0.414133431|0.400695989,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.10004758|0.111378801|0.0330505149|-0.0859289277,1.0775372|1.13753719|0.873153592|0.916433914|1.20958424|1.03685503,0.255296201|-0.474460721|0.26093182,0.0137247136|0.307020962|0.116275273,0.0018331119790673256
8,0.45,0.09072486308546002,0.26671120524406433,0.11774446815252304,0.33840712904930115,0.23190723359584808,0.35,2,0,0,0,1.0178581476211548,1.6625851392745972,14.281281471252441,1.0178581476211548,1.0,0.18370813952757137,0,0,0,0,0.2854218657468015,0.0,passthrough,1.0029234994845256e-09,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.18370813952757137,0.259630019|0.274630019|0.18370814|0.19134994|0.283129326|0.264293666,0.379630019|0.394630019|0.30370814|0.31134994|0.403129326|0.384293666,0.379630019|0.394630019|0.30370814|0.31134994|0.403129326|0.384293666,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.107424962|0.130536043|0.0656279497|-0.0549787994,1.03852008|1.09852008|0.84225752|0.895935804|1.19814525|1.00219587,0.255982488|-0.459109545|0.266745418,0.0137247136|0.307020962|0.116275273,0.0019102785736322403
9,0.5,-0.002794181150750197,0.2711738348007202,0.10166622698307037,0.3291650414466858,0.23368749022483826,0.35,2,0,0,0,1.0380185842514038,1.8885018825531006,27.989187240600586,1.0380185842514038,1.0,0.17475239470451115,0,0,0,0,0.2854218657468015,0.0,passthrough,1.1384187359377762e-09,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.17475239470451115,0.250215089|0.265215089|0.174752395|0.182541621|0.27392018|0.249583812,0.370215089|0.385215089|0.294752395|0.302541621|0.39392018|0.369583812,0.370215089|0.385215089|0.294752395|0.302541621|0.39392018|0.369583812,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.113258238|0.145977947|0.0897351302|-0.0293041712,1.00086036|1.06086036|0.812267817|0.876144433|1.18541585|0.969031078,0.256668776|-0.443758368|0.272559017,0.0137247136|0.307020962|0.116275273,0.00196244940161705
