step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s
0,0.05,-0.04527722881183202,0.09416957944631577,0.25451961159706116,0.48763519525527954,0.08505675196647644,0.35,3,0,0,0,0.4739261865615845,9.478524208068848,189.5704803466797,0.5234451293945312,1.0,0.3349211296494325,0,0,0,0,0.3349211296494325,0.0,filtered,0.06540969668248943,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.3349211296494325,0.498595806|0.513595806|0.379514294|0.33492113|0.350608508|0.353608508,0.618595806|0.633595806|0.499514294|0.45492113|0.470608508|0.473608508,0.618595806|0.633595806|0.499514294|0.45492113|0.470608508|0.473608508,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0837154103|0.13423887|0.141155217|0.141155217,1.99438322|2.05438322|1.60177258|1.47392339|1.54358925|1.55558925,0.448968589|-0.612320006|0.312220365,0.0414829925|0.276114792|0.0028859023,0.0030651697888970375
1,0.1,0.13282033849838512,0.08053998649120331,0.23619496822357178,0.4856412410736084,0.07871337980031967,0.35,3,0,0,0,0.8049960732460022,7.005090713500977,86.30165100097656,0.8049955368041992,1.0,0.32810830836487687,0,0,0,0,0.3349211296494325,0.0,filtered,7.687723553706812e-07,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.32810830836487687,0.489627484|0.504627484|0.372421311|0.328108308|0.343898955|0.346898955,0.609627484|0.624627484|0.492421311|0.448108308|0.463898955|0.466898955,0.609627484|0.624627484|0.492421311|0.448108308|0.463898955|0.466898955,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.152981277|0.232628606|0.241667626|0.241667626,1.95850993|2.01850993|1.64266652|1.54506184|1.61726345|1.62926345,0.451042831|-0.59851414|0.312364489,0.0414829925|0.276114792|0.0028859023,0.0028355922549962997
2,0.15000000000000002,0.23354652412345245,0.0805012434720993,0.21357686817646027,0.48683851957321167,0.07856807857751846,0.35,3,0,0,0,0.9737991690635681,4.29869270324707,88.36983489990234,0.9737991690635681,1.0,0.3265367238808498,0,0,0,0,0.3349211296494325,0.0,passthrough,5.5224460926796195e-12,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.3265367238808498,0.480812694|0.495812694|0.369193832|0.326536724|0.342377615|0.345377615,0.600812694|0.615812694|0.489193832|0.446536724|0.462377615|0.465377615,0.600812694|0.615812694|0.489193832|0.446536724|0.462377615|0.465377615,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.193200301|0.29479884|0.315176946|0.315176946,1.92325077|1.98325077|1.66997563|1.60094574|1.68468741|1.69668741,0.453117073|-0.584708273|0.312508613,0.0414829925|0.276114792|0.0028859023,0.0018874676898121834
3,0.2,0.2554020111359659,0.0804261788725853,0.19079247117042542,0.48916709423065186,0.07838480919599533,0.35,3,0,0,0,1.0268927812576294,3.85671067237854,67.89645385742188,1.0268919467926025,1.0,0.32829035675400337,0,0,0,0,0.3349211296494325,0.0,filtered,1.3598618594768534e-06,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.32829035675400337,0.472156943|0.487156943|0.368142544|0.328290357|0.344633727|0.347633727,0.592156943|0.607156943|0.488142544|0.448290357|0.464633727|0.467633727,0.592156943|0.607156943|0.488142544|0.448290357|0.464633727|0.467633727,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.201069855|0.316115044|0.353266424|0.353266424,1.88862777|1.94862777|1.67364003|1.62927647|1.73180133|1.74380133,0.455191314|-0.570902407|0.312652737,0.0414829925|0.276114792|0.0028859023,0.0023255208507180214
4,0.25,0.2512478779257914,0.08030974864959717,0.16913722455501556,0.4916602373123169,0.07815920561552048,0.35,3,0,0,0,1.048575520515442,3.1968908309936523,31.240816116333008,1.048575520515442,1.0,0.33122651984642176,0,0,0,0,0.3349211296494325,0.0,passthrough,4.687583665485744e-12,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.33122651984642176,0.4636659|0.4786659|0.367614403|0.33122652|0.348731965|0.351731965,0.5836659|0.5986659|0.487614403|0.45122652|0.468731965|0.471731965,0.5836659|0.5986659|0.487614403|0.45122652|0.468731965|0.471731965,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.191104087|0.316972549|0.373112671|0.373112671,1.8546636|1.9146636|1.6615617|1.64187863|1.76804053|1.78004053,0.457265556|-0.557096541|0.312796861,0.0414829925|0.276114792|0.0028859023,0.002918098121881485
5,0.30000000000000004,0.22024864497748164,0.08014660328626633,0.14988265931606293,0.49356794357299805,0.07788664102554321,0.35,3,0,0,0,1.0511515140533447,3.545846700668335,22.693391799926758,1.0511515140533447,1.0,0.3343558656364251,0,0,0,0,0.3349211296494325,0.0,passthrough,4.843903057095596e-12,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.3343558656364251,0.45534539|0.47034539|0.366810577|0.334355866|0.353774933|0.356617818,0.57534539|0.59034539|0.486810577|0.454355866|0.473774933|0.476617818,0.57534539|0.59034539|0.486810577|0.454355866|0.473774933|0.476617818,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.171151805|0.301514727|0.376787043|0.368005053,1.82138156|1.88138156|1.63839411|1.63893819|1.79188677|1.79447632,0.459339797|-0.543290675|0.312940985,0.0414829925|0.276114792|0.0028859023,0.002990894950926304
6,0.35000000000000003,0.12721886921690037,0.079930879175663,0.13616862893104553,0.49362844228744507,0.077562116086483,0.35,3,0,0,0,1.0262233018875122,5.117623805999756,45.44037628173828,1.026222586631775,1.0,0.3369029355208863,0,0,0,0,0.3349211296494325,0.0,filtered,1.0793028090455353e-06,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.3369029355208863,0.447201388|0.462201388|0.365265383|0.336902936|0.358981537|0.360897559,0.567201388|0.582201388|0.485265383|0.456902936|0.478981537|0.480897559,0.567201388|0.582201388|0.485265383|0.456902936|0.478981537|0.480897559,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.131894296|0.257030822|0.354962853|0.339805369,1.78880555|1.84880555|1.59295583|1.60464256|1.790889|1.78339561,0.461414039|-0.529484808|0.313085109,0.0414829925|0.276114792|0.0028859023,0.002750012092292309
7,0.4,0.08519058662295606,0.07965639233589172,0.12522923946380615,0.4926987290382385,0.07718037068843842,0.35,3,0,0,0,1.0383020639419556,2.6406564712524414,67.7789306640625,1.0383020639419556,1.0,0.3375276574420312,0,0,0,0,0.3349211296494325,0.0,passthrough,6.779471168555136e-12,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.3375276574420312,0.439240018|0.454240018|0.362126472|0.337527657|0.363130587|0.363914661,0.559240018|0.574240018|0.482126472|0.457527657|0.483130587|0.483914661,0.559240018|0.574240018|0.482126472|0.457527657|0.483130587|0.483914661,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.123811171|0.233662242|0.323240069|0.307020448,1.75696007|1.81696007|1.57231706|1.58377287|1.77576242|1.76267909,0.463488281|-0.515678942|0.313229233,0.0414829925|0.276114792|0.0028859023,0.003016282804310322
8,0.45,0.04022608352376322,0.07931660115718842,0.11703749001026154,0.49072742462158203,0.07673591375350952,0.35,3,0,0,0,1.0466699600219727,2.2655181884765625,16.367403030395508,1.0466690063476562,1.0,0.33714653420938806,0,0,0,0,0.3349211296494325,0.0,filtered,1.244570936820462e-06,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.33714653420938806,0.431467544|0.446467534|0.358744721|0.337146534|0.365685014|0.365320967,0.551467544|0.566467534|0.478744721|0.457146534|0.485685014|0.485320967,0.551467544|0.566467534|0.478744721|0.457146534|0.485685014|0.485320967,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.115107532|0.207751206|0.282776347|0.267668176,1.72587018|1.78587014|1.55008642|1.55633734|1.7455164|1.72895204,0.465562522|-0.501873076|0.313373357,0.0414829925|0.276114792|0.0028859023,0.006398084573447704
9,0.5,0.009899481740221677,0.0789046362042427,0.11071434617042542,0.4880080223083496,0.07622300833463669,0.35,3,0,0,0,1.0438473224639893,2.2296597957611084,24.06525993347168,1.043845772743225,1.0,0.3356962497168002,0,0,0,0,0.3349211296494325,0.0,filtered,1.8526052220786993e-06,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.3356962497168002,0.42389036|0.43889036|0.3551771|0.33569625|0.366243832|0.36480791,0.54389036|0.55889036|0.4751771|0.45569625|0.486243832|0.48480791,0.54389036|0.55889036|0.4751771|0.45569625|0.486243832|0.48480791,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.106550401|0.188481272|0.253125908|0.242080099,1.69556144|1.75556144|1.5272588|1.53126627|1.71810124|1.70131174,0.467636764|-0.48806721|0.313517481,0.0414829925|0.276114792|0.0028859023,0.0026481319218873978
