step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s
10,0.55,0.2238372779410993,0.24627751111984253,0.20292185246944427,0.32498571276664734,0.2192305326461792,0.35,5,0,0,0,1.0190433263778687,4.080907821655273,72.05690002441406,1.01904296875,1.0,0.18251982635286879,0,0,0,0,0.24544781711868352,0.0,filtered,9.189381157314588e-07,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.18251982635286879,0.334835054|0.349835054|0.294807638|0.208811542|0.215786424|0.182519826,0.454835054|0.469835054|0.414807638|0.328811542|0.335786424|0.302519826,0.454835054|0.469835054|0.414807638|0.328811542|0.335786424|0.302519826,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0914332572|0.0959192221|0.0794346461|0.0136908573,1.33934022|1.39934022|1.27066381|0.931165392|0.942580342|0.743770163,0.282951891|0.470950872|0.382476568,-0.00612726202|-0.228733748|0.0401490666,0.0029313024133443832
11,0.6000000000000001,0.2799642457846101,0.24047420918941498,0.17061753571033478,0.3165496587753296,0.2119017392396927,0.35,5,0,0,0,1.0289671421051025,5.3090105056762695,53.189388275146484,1.0189732313156128,1.0,0.17363593247871156,0,0,0,0,0.24544781711868352,0.0,filtered,0.054093915273554394,0,0,12,joint_5_acceleration_lower,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.17363593247871156,0.327434423|0.342434423|0.290340059|0.203584225|0.2101236|0.173635932,0.447434423|0.462434423|0.410340059|0.323584225|0.3301236|0.293635932,0.447434423|0.462434423|0.410340059|0.323584225|0.3301236|0.293635932,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0994186023|0.119567426|0.10419572|0.0234905729,1.30973769|1.36973769|1.26077884|0.933904325|0.944690118|0.718034303,0.282645404|0.45951429|0.384483933,-0.00612726202|-0.228733748|0.0401490666,0.002808081917464733
12,0.65,0.3376625811828038,0.19504648447036743,0.13874347507953644,0.3104962110519409,0.16562867164611816,0.35,5,0,0,0,1.035459041595459,5.0244622230529785,49.73406219482422,1.0364738702774048,1.0,0.16562313364161274,0,0,0,0,0.24544781711868352,0.0,filtered,0.06486422127164936,0,0,12,joint_5_acceleration_lower,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.16562313364161274,0.320170775|0.335170775|0.28650027|0.200005577|0.20617012|0.165623134,0.440170775|0.455170775|0.40650027|0.320005577|0.32617012|0.285623134,0.440170775|0.455170775|0.40650027|0.320005577|0.32617012|0.285623134,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.10314642|0.165576463|0.156006415|0.0690833077,1.2806831|1.3406831|1.2491475|0.965598769|0.980686896|0.731575842,0.282338917|0.448077708|0.386491299,-0.00612726202|-0.228733748|0.0401490666,0.002972293645143509
13,0.7000000000000001,0.28321591058802426,0.18370798230171204,0.1112843006849289,0.3053796887397766,0.15382249653339386,0.35,5,0,0,0,1.020201325416565,5.07233190536499,42.74266052246094,1.0732942819595337,1.0,0.16014532912705198,0,0,0,0,0.24544781711868352,0.0,filtered,0.06780354398331835,0,1,12,workspace_x_lower,workspace_x_lower,0,0,1,solved,osqp,4.59409056907667e-08,valid,0.16014532912705198,0.313049275|0.328049275|0.283051695|0.199070311|0.205135971|0.160145329,0.433049275|0.448049275|0.403051695|0.319070311|0.325135971|0.280145329,0.433049275|0.448049275|0.403051695|0.319070311|0.325135971|0.280145329,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0975219356|0.183507213|0.177758222|0.0872752418,1.2521971|1.3121971|1.22972871|0.979788458|0.998302108|0.727856558,0.28203243|0.436641127|0.388498664,-0.00612726202|-0.228733748|0.0401490666,0.003001393750309944
14,0.75,0.11185243907257353,0.199459969997406,0.09292015433311462,0.30036765336990356,0.169157013297081,0.35,5,0,0,0,0.8778586387634277,4.44287633895874,92.28374481201172,1.0241937637329102,1.0,0.15574176081970859,0,0,0,0,0.24544781711868352,0.0,filtered,0.2001379192445469,0,1,12,workspace_x_lower,workspace_x_lower,0,0,1,solved,osqp,8.823562680504438e-08,valid,0.15574176081970859,0.306075239|0.321075234|0.279536152|0.199302013|0.205453852|0.155741761,0.426075239|0.441075234|0.399536152|0.319302013|0.325453852|0.275741761,0.426075239|0.441075234|0.399536152|0.319302013|0.325453852|0.275741761,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0728496063|0.160958125|0.159631415|0.0910110013,1.22430096|1.28430094|1.19099422|0.958166177|0.981446825|0.713978045,0.281725943|0.425204545|0.390506029,-0.00612726202|-0.228733748|0.0401490666,0.0031405864283442497
15,0.8,-0.02273532039809939,0.2179632931947708,0.08128137141466141,0.295194536447525,0.187214657664299,0.35,5,0,0,0,0.7607759237289429,3.2508416175842285,60.54460906982422,0.9146277904510498,1.0,0.15145434849534295,0,0,0,0,0.24544781711868352,0.0,filtered,0.22652113743934685,0,1,12,workspace_x_lower,workspace_x_lower,0,0,1,solved,osqp,7.864040801885963e-08,valid,0.15145434849534295,0.299254138|0.314254138|0.275081249|0.198561812|0.204987657|0.151454348,0.419254138|0.434254138|0.395081249|0.318561812|0.324987657|0.271454348,0.419254138|0.434254138|0.395081249|0.318561812|0.324987657|0.271454348,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0550261901|0.138313439|0.139556615|0.087933295,1.19701655|1.25701655|1.15535119|0.932560687|0.959507244|0.693750689,0.281419456|0.413767964|0.392513394,-0.00612726202|-0.228733748|0.0401490666,0.0022940076887607574
16,0.8500000000000001,-0.1440966925403479,0.2531648576259613,0.07453187555074692,0.2891145944595337,0.22177951037883759,0.35,5,0,0,0,0.642332911491394,3.623202085494995,51.57044982910156,0.8130894303321838,1.0,0.1470055570300145,0,0,0,0,0.24544781711868352,0.0,filtered,0.25768765727676235,0,1,12,workspace_x_lower,workspace_x_lower,0,0,1,solved,osqp,7.436872614952073e-08,valid,0.1470055570300145,0.292591583|0.307591583|0.269864734|0.19671885|0.20355981|0.147005557,0.412591583|0.427591583|0.389864734|0.31671885|0.32355981|0.267005557,0.412591583|0.427591583|0.389864734|0.31671885|0.32355981|0.267005557,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0414381278|0.1147215|0.11725119|0.0678132729,1.17036633|1.23036633|1.12089707|0.901596901|0.93149043|0.655835501,0.281112969|0.402331382|0.39452076,-0.00612726202|-0.228733748|0.0401490666,0.0019499082118272781
17,0.9,-0.2081783403106147,0.2654076814651489,0.07069855183362961,0.2830600440502167,0.23341557383537292,0.35,5,0,0,0,0.5386353731155396,4.211787223815918,47.721595764160156,0.7127910256385803,1.0,0.14167460637457252,0,0,0,0,0.24544781711868352,0.0,filtered,0.2662151834917596,0,1,12,workspace_x_lower,workspace_x_lower,0,0,1,solved,osqp,6.67044882385337e-08,valid,0.14167460637457252,0.286093325|0.301093325|0.264117917|0.19383488|0.201179658|0.141674606,0.406093325|0.421093325|0.384117917|0.31383488|0.321179658|0.261674606,0.406093325|0.421093325|0.384117917|0.31383488|0.321179658|0.261674606,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.027834368|0.104845953|0.111626762|0.0656921299,1.1443733|1.2043733|1.08430603|0.880185473|0.916345395|0.632390555,0.280806482|0.3908948|0.396528125,-0.00612726202|-0.228733748|0.0401490666,0.0026523033156991005
18,0.9500000000000001,-0.24763683947723097,0.26904115080833435,0.0689377635717392,0.2773887813091278,0.23645879328250885,0.35,5,0,0,0,0.505418062210083,2.8018686771392822,68.02033996582031,0.6521852016448975,1.0,0.13637846774354156,0,0,0,0,0.24544781711868352,0.0,filtered,0.24875589447991092,0,1,12,workspace_x_lower,workspace_x_lower,0,0,1,solved,osqp,5.600837413299864e-08,valid,0.13637846774354156,0.279765242|0.294765242|0.257840664|0.190585396|0.198657789|0.136378468,0.399765242|0.414765242|0.377840664|0.310585396|0.318657789|0.256378468,0.399765242|0.414765242|0.377840664|0.310585396|0.318657789|0.256378468,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.017335433|0.0951629903|0.104348822|0.0688813523,1.11906097|1.17906097|1.04869809|0.857504575|0.898979977|0.614395223,0.280499995|0.379458219|0.39853549,-0.00612726202|-0.228733748|0.0401490666,0.002937842160463333
19,1.0,-0.31684581276416685,0.3056352138519287,0.06901344656944275,0.2707718312740326,0.27217239141464233,0.35,5,0,0,0,0.5039797425270081,1.7960883378982544,47.55437469482422,0.6385623216629028,1.0,0.13139247953634703,0,0,0,0,0.24544781711868352,0.0,filtered,0.2564938111529307,0,1,12,workspace_x_lower,workspace_x_lower,0,0,1,solved,osqp,5.3239470915178444e-08,valid,0.13139247953634703,0.273613334|0.288613326|0.25120313|0.187000653|0.195917856|0.13139248,0.393613334|0.408613326|0.37120313|0.307000653|0.315917856|0.25139248,0.393613334|0.408613326|0.37120313|0.307000653|0.315917856|0.25139248,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0116870773|0.0744438334|0.0807129505|0.0453257533,1.09445334|1.1544533|1.0164996|0.822446446|0.864384376|0.570895671,0.280193508|0.368021637|0.400542855,-0.00612726202|-0.228733748|0.0401490666,0.003111456520855427
20,1.05,-0.35282302065153004,0.3301328420639038,0.06969086825847626,0.26373228430747986,0.29571449756622314,0.35,5,0,0,0,0.5104795694351196,2.798131227493286,44.29484176635742,0.6385936141014099,1.0,0.12543354467998352,0,0,0,0,0.24544781711868352,0.0,filtered,0.271053334731811,0,1,12,workspace_x_lower,workspace_x_lower,0,0,1,solved,osqp,5.35001143248115e-08,valid,0.12543354467998352,0.267643704|0.282643704|0.24444725|0.182573657|0.192193427|0.125433545,0.387643704|0.402643704|0.36444725|0.302573657|0.312193427|0.245433545,0.387643704|0.402643704|0.36444725|0.302573657|0.312193427|0.245433545,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.00601654458|0.0616575604|0.0664958848|0.0329132134,1.07057482|1.13057482|0.983805545|0.791952187|0.835269592|0.534647392,0.279887021|0.356585056|0.40255022,-0.00612726202|-0.228733748|0.0401490666,0.002994394861161709
21,1.1,-0.36521455053438406,0.34206467866897583,0.07040708512067795,0.2568580210208893,0.3067551553249359,0.35,5,0,0,0,0.5367113351821899,1.8537882566452026,32.624603271484375,0.6484091877937317,1.0,0.11908228574164059,0,0,0,0,0.24544781711868352,0.0,filtered,0.2714788699903776,0,1,12,workspace_x_lower,workspace_x_lower,0,0,1,solved,osqp,5.16876715178638e-08,valid,0.11908228574164059,0.261862549|0.276862535|0.237571107|0.177701276|0.187976155|0.119082286,0.381862549|0.396862535|0.357571107|0.297701276|0.307976155|0.239082286,0.381862549|0.396862535|0.357571107|0.297701276|0.307976155|0.239082286,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.000676853653|0.0540815154|0.059320363|0.0317581276,1.04745019|1.10745014|0.95096128|0.76488662|0.811224985|0.508087271,0.279580534|0.345148474|0.404557586,-0.00612726202|-0.228733748|0.0401490666,0.002972242422401905
22,1.1500000000000001,-0.3860811808805822,0.36100152134895325,0.07123304158449173,0.24987085163593292,0.324804425239563,0.35,5,0,0,0,0.5591967701911926,0.8009416460990906,27.138704299926758,0.6639973521232605,1.0,0.11290584031148626,0,0,0,0,0.24544781711868352,0.0,filtered,0.28227305054605434,0,1,12,workspace_x_lower,workspace_x_lower,0,0,1,solved,osqp,5.222555604644796e-08,valid,0.11290584031148626,0.256276138|0.271276138|0.230593896|0.17264054|0.183627603|0.11290584,0.376276138|0.391276138|0.350593896|0.29264054|0.303627603|0.23290584,0.376276138|0.391276138|0.350593896|0.29264054|0.303627603|0.23290584,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.00350155365|0.0450810329|0.0493474112|0.0249000549,1.02510455|1.08510455|0.918874031|0.735643192|0.783857822|0.476523416,0.279274046|0.333711892|0.406564951,-0.00612726202|-0.228733748|0.0401490666,0.0029707998037338257
23,1.2000000000000002,-0.39488023451929116,0.37273579835891724,0.07188555598258972,0.24310661852359772,0.3357616066932678,0.35,5,0,0,0,0.5833492875099182,0.8006914258003235,8.562712669372559,0.6798906922340393,1.0,0.10663404256508618,0,0,0,0,0.24544781711868352,0.0,filtered,0.2874606416120209,0,1,12,workspace_x_lower,workspace_x_lower,0,0,1,solved,osqp,5.2274425031695326e-08,valid,0.10663404256508618,0.2508908|0.2658908|0.223575528|0.16732726|0.179006288|0.106634043,0.3708908|0.3858908|0.343575528|0.28732726|0.299006288|0.226634043,0.3708908|0.3858908|0.343575528|0.28732726|0.299006288|0.226634043,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.00793969766|0.0398502604|0.0449199497|0.0246124081,1.0035632|1.0635632|0.886362413|0.709159299|0.760945101|0.451148578,0.278967559|0.322275311|0.408572316,-0.00612726202|-0.228733748|0.0401490666,0.0032251495867967606
24,1.25,-0.40433022689056924,0.3853529989719391,0.07235216349363327,0.2365245372056961,0.34775587916374207,0.35,5,0,0,0,0.6228015422821045,1.0422168970108032,13.568779945373535,0.7127447724342346,1.0,0.10060122641405722,0,0,0,0,0.24544781711868352,0.0,filtered,0.2963936585224673,0,1,12,workspace_x_lower,workspace_x_lower,0,0,1,solved,osqp,5.338711004526653e-08,valid,0.10060122641405722,0.245712894|0.260712894|0.216506707|0.161949242|0.174397543|0.100601226,0.365712894|0.380712894|0.336506707|0.281949242|0.294397543|0.220601226,0.365712894|0.380712894|0.336506707|0.281949242|0.294397543|0.220601226,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0122298769|0.0351790793|0.041220536|0.0236399376,0.982851576|1.04285158|0.853796952|0.682976046|0.738810707|0.426044843,0.278661072|0.310838729|0.410579681,-0.00612726202|-0.228733748|0.0401490666,0.00306892953813076
25,1.3,-0.4282160168207295,0.40769946575164795,0.072895348072052,0.22973965108394623,0.36958757042884827,0.35,5,0,0,0,0.652029812335968,1.057190179824829,19.179004669189453,0.7399795055389404,1.0,0.09478959262424974,0,0,0,0,0.24544781711868352,0.0,filtered,0.3092433916600958,0,1,12,workspace_x_lower,workspace_x_lower,0,0,1,solved,osqp,5.524359002542778e-08,valid,0.09478959262424974,0.240748792|0.255748792|0.209397188|0.156538939|0.169845081|0.0947895926,0.360748792|0.375748792|0.329397188|0.276538939|0.289845081|0.214789593,0.360748792|0.375748792|0.329397188|0.276538939|0.289845081|0.214789593,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0153648244|0.0275067088|0.0315471666|0.0149952382,0.962995168|1.02299517|0.822223926|0.653662467|0.710927489|0.394153609,0.278354585|0.299402148|0.412587047,-0.00612726202|-0.228733748|0.0401490666,0.0029751667752861977
26,1.35,-0.4547987531126382,0.43160730600357056,0.0735759437084198,0.22273372113704681,0.39313650131225586,0.35,5,0,0,0,0.6742878556251526,1.0671769380569458,6.516249179840088,0.7600919604301453,1.0,0.08884327520763285,0,0,0,0,0.24544781711868352,0.0,filtered,0.3180488648017025,0,1,12,workspace_x_lower,workspace_x_lower,0,0,1,solved,osqp,5.641344576201579e-08,valid,0.08884327520763285,0.236004849|0.251004849|0.202304142|0.150956905|0.165058725|0.0888432752,0.356004849|0.371004849|0.322304142|0.270956905|0.285058725|0.208843275,0.356004849|0.371004849|0.322304142|0.270956905|0.285058725|0.208843275,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0181599799|0.0197777823|0.0208680454|0.00568033271,0.944019396|1.0040194|0.791056586|0.623605402|0.681102946|0.361053434,0.278048098|0.287965566|0.414594412,-0.00612726202|-0.228733748|0.0401490666,0.0029486902058124542
27,1.4000000000000001,-0.4717268722035228,0.44869837164878845,0.07424037903547287,0.21584437787532806,0.4101664125919342,0.35,5,0,0,0,0.690305769443512,0.6737723350524902,15.70741081237793,0.7733947038650513,1.0,0.08275811865095772,0,0,0,0,0.24544781711868352,0.0,filtered,0.322423090066812,0,1,12,workspace_x_lower,workspace_x_lower,0,0,1,solved,osqp,5.695461161719928e-08,valid,0.08275811865095772,0.231487376|0.246487376|0.195244176|0.145208324|0.16000612|0.0827581187,0.351487376|0.366487376|0.315244176|0.265208324|0.28000612|0.202758119,0.351487376|0.366487376|0.315244176|0.265208324|0.28000612|0.202758119,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0216676036|0.0149572164|0.0153680132|0.00259199958,0.925949504|0.985949504|0.759309099|0.595790511|0.655392493|0.333624474,0.277741611|0.276528984|0.416601777,-0.00612726202|-0.228733748|0.0401490666,0.0018546562641859055
