step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s
10,0.55,0.0967872591989822,0.04422803595662117,0.20620200037956238,0.5629841685295105,0.04405064508318901,0.35,5,0,0,0,0.7782232761383057,0.9664852619171143,5.169657230377197,0.7782225608825684,1.0,0.4221418272102616,0,0,0,0,0.39002211866547987,0.0,filtered,1.1443108899818126e-06,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.4221418272102616,0.697072543|0.712072543|0.543113484|0.430014182|0.432014182|0.422141827,0.817072543|0.832072543|0.663113484|0.550014182|0.552014182|0.542141827,0.817072543|0.832072543|0.663113484|0.550014182|0.552014182|0.542141827,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0464043586|0.189616915|0.189616915|0.181112503,2.78829017|2.84829017|2.21885829|1.90967364|1.91767364|1.86967981,0.645731151|0.548578858|0.574795723,-0.0455307439|-0.121903658|0.00229429314,0.002017552964389324
11,0.6000000000000001,0.09869938182526247,0.04418017715215683,0.1940757930278778,0.5661635398864746,0.04399628937244415,0.35,5,0,0,0,0.7757837772369385,0.7832399010658264,5.465301990509033,0.775783121585846,1.0,0.42555025017503356,0,0,0,0,0.39002211866547987,0.0,filtered,1.0541053722317251e-06,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.42555025017503356,0.692268682|0.707268682|0.5394329|0.433293061|0.435296543|0.42555025,0.812268682|0.827268682|0.6594329|0.553293061|0.555296543|0.54555025,0.812268682|0.827268682|0.6594329|0.553293061|0.555296543|0.54555025,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0426955984|0.181072986|0.181770624|0.176262073,2.76907473|2.82907473|2.2004272|1.91424523|1.9229568|1.87846307,0.643454492|0.542483449|0.574910164,-0.0455307439|-0.121903658|0.00229429314,0.0025715315714478493
12,0.65,0.09347334126814513,0.044134754687547684,0.18271790444850922,0.5689374804496765,0.04394235089421272,0.35,5,0,0,0,0.7694110870361328,0.7888806462287903,8.000967025756836,0.7694104909896851,1.0,0.42869578028642474,0,0,0,0,0.39002211866547987,0.0,filtered,1.038589908465881e-06,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.42869578028642474,0.687485055|0.702485046|0.535575231|0.436026868|0.438178883|0.42869578,0.807485055|0.822485046|0.655575231|0.556026868|0.558178883|0.54869578,0.807485055|0.822485046|0.655575231|0.556026868|0.558178883|0.54869578,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0385715826|0.166913104|0.171317911|0.168813978,2.74994022|2.80994018|2.18087251|1.91102058|1.92403344|1.8835971,0.641177833|0.53638804|0.575024605,-0.0455307439|-0.121903658|0.00229429314,0.002996598370373249
13,0.7000000000000001,0.08320115518406254,0.04595599323511124,0.17224127054214478,0.5712346434593201,0.04509328678250313,0.35,5,0,0,0,0.7591559290885925,0.9388894438743591,6.084004878997803,0.7591552734375,1.0,0.4314428898049768,0,0,0,0,0.39002211866547987,0.0,filtered,1.0365386624060073e-06,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.4314428898049768,0.68272197|0.69772197|0.531517833|0.438030803|0.440528699|0.43144289,0.80272197|0.81772197|0.651517833|0.558030803|0.560528699|0.55144289,0.80272197|0.81772197|0.651517833|0.558030803|0.560528699|0.55144289,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0327584984|0.151396919|0.159004358|0.160001146,2.73088788|2.79088788|2.15882983|1.90352013|1.92111915|1.88577271,0.638901174|0.53029263|0.575139046,-0.0455307439|-0.121903658|0.00229429314,0.0028549330309033394
14,0.75,0.07581548166391001,0.0479017049074173,0.16243118047714233,0.5729617476463318,0.04700518026947975,0.35,5,0,0,0,0.7525456547737122,0.9831470251083374,5.3243536949157715,0.7525450587272644,1.0,0.43372562071631526,0,0,0,0,0.39002211866547987,0.0,filtered,1.0110266035392277e-06,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.43372562071631526,0.677979737|0.692979737|0.52717761|0.439243232|0.442256436|0.433725621,0.797979737|0.812979737|0.64717761|0.559243232|0.562256436|0.553725621,0.797979737|0.812979737|0.64717761|0.559243232|0.562256436|0.553725621,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0266026629|0.135180214|0.14543343|0.149155126,2.71191895|2.77191895|2.1353131|1.89215314|1.91445917|1.88405761,0.636624515|0.524197221|0.575253487,-0.0455307439|-0.121903658|0.00229429314,0.002901032567024231
15,0.8,0.06997470696982638,0.049619294703006744,0.1531754434108734,0.5739192366600037,0.048685550689697266,0.35,5,0,0,0,0.7469733357429504,0.915601372718811,4.777896404266357,0.7469727993011475,1.0,0.4354503481925106,0,0,0,0,0.39002211866547987,0.0,filtered,9.448225680894135e-07,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.4354503481925106,0.673258673|0.688258626|0.522536142|0.439636642|0.443303799|0.435450348,0.793258673|0.808258626|0.642536142|0.559636642|0.563303799|0.555450348,0.793258673|0.808258626|0.642536142|0.559636642|0.563303799|0.555450348,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0214556016|0.117460494|0.129430157|0.134166397,2.69303469|2.7530345|2.11160017|1.87600706|1.90264535|1.87596779,0.634347856|0.518101811|0.575367928,-0.0455307439|-0.121903658|0.00229429314,0.0029139798134565353
16,0.8500000000000001,0.06393262581560265,0.05058121308684349,0.14449173212051392,0.5743410587310791,0.04960775375366211,0.35,5,0,0,0,0.7428040504455566,0.6102705597877502,9.784072875976562,0.7428035140037537,1.0,0.436413683513423,0,0,0,0,0.39002211866547987,0.0,filtered,8.683330706042719e-07,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.436413683513423,0.6685591|0.6835591|0.51763889|0.439141393|0.44354956|0.436413684,0.7885591|0.8035591|0.63763889|0.559141393|0.56354956|0.556413684,0.7885591|0.8035591|0.63763889|0.559141393|0.56354956|0.556413684,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0191059834|0.10548456|0.118736199|0.123697044,2.6742364|2.7342364|2.08966154|1.86205013|1.89293444|1.86935178,0.632071197|0.512006402|0.575482368,-0.0455307439|-0.121903658|0.00229429314,0.002855757251381874
17,0.9,0.05663228910176285,0.05112285539507866,0.1364355832338333,0.5744442343711853,0.05010765790939331,0.35,5,0,0,0,0.7407242059707642,0.5118468403816223,6.28835391998291,0.7407236695289612,1.0,0.4368451597578141,0,0,0,0,0.39002211866547987,0.0,filtered,8.565078346160471e-07,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.4368451597578141,0.663881341|0.678881341|0.512623073|0.438042382|0.443258633|0.43684516,0.783881341|0.798881341|0.632623073|0.558042382|0.563258633|0.55684516,0.783881341|0.798881341|0.632623073|0.558042382|0.563258633|0.55684516,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0182939573|0.0978732216|0.112269793|0.117480092,2.65552537|2.71552537|2.06878625|1.85004275|1.88530433|1.86486073,0.629794538|0.505910993|0.575596809,-0.0455307439|-0.121903658|0.00229429314,0.0027919430285692215
18,0.9500000000000001,0.04895901519348568,0.05154595151543617,0.12900204956531525,0.5740237236022949,0.05048703774809837,0.35,3,0,0,0,0.7429733872413635,0.3947371244430542,8.953563690185547,0.742972731590271,1.0,0.4365565034379736,0,0,0,0,0.39002211866547987,0.0,filtered,9.492703562046103e-07,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.4365565034379736,0.659225746|0.674225728|0.507565616|0.436556503|0.4426428|0.436959804,0.779225746|0.794225728|0.627565616|0.556556503|0.5626428|0.556959804,0.779225746|0.794225728|0.627565616|0.556556503|0.5626428|0.556959804,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0178786479|0.0946583938|0.110631995|0.116801988,2.63690299|2.69690291|2.04814111|1.84088441|1.8812032|1.8646412,0.627517879|0.499815613|0.57571125,-0.0455307439|-0.121903658|0.00229429314,0.0026910705491900444
19,1.0,0.04052463654736893,0.051832448691129684,0.1222110316157341,0.5722119212150574,0.05072803422808647,0.35,3,0,0,0,0.7469048500061035,0.31883156299591064,2.8932855129241943,0.746904194355011,1.0,0.43490279764221407,0,0,0,0,0.39002211866547987,0.0,filtered,1.066957346694007e-06,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.43490279764221407,0.654592804|0.669592804|0.502488861|0.434902798|0.441946003|0.437038312,0.774592804|0.789592804|0.622488861|0.554902798|0.561946003|0.557038312,0.774592804|0.789592804|0.622488861|0.554902798|0.561946003|0.557038312,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0180274963|0.0912487355|0.108488863|0.11499522,2.61837122|2.67837122|2.02798294|1.83085993|1.87627287|1.86314847,0.62524122|0.493720561|0.575825691,-0.0455307439|-0.121903658|0.00229429314,0.0025634560734033585
20,1.05,0.0319957834336391,0.052224740386009216,0.11603548377752304,0.5701950788497925,0.051072780042886734,0.35,3,0,0,0,0.7536033391952515,0.3297010362148285,5.692832946777344,0.7536026239395142,1.0,0.4330729387096618,0,0,0,0,0.39002211866547987,0.0,filtered,1.1264593555649136e-06,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.4330729387096618,0.649982684|0.664982684|0.497419661|0.433072939|0.441142938|0.437024985,0.769982684|0.784982684|0.617419661|0.553072939|0.561142938|0.557024985,0.769982684|0.784982684|0.617419661|0.553072939|0.561142938|0.557024985,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0178440197|0.0872758634|0.105550763|0.111885673,2.59993074|2.65993074|2.00752267|1.81956762|1.87012252|1.85998561,0.622964561|0.48762551|0.575940132,-0.0455307439|-0.121903658|0.00229429314,0.0027857068926095963
21,1.1,0.021761201630339497,0.0524294376373291,0.11055513471364975,0.5681626200675964,0.0512281134724617,0.35,3,0,0,0,0.7610030174255371,0.3281502425670624,3.819870710372925,0.761002242565155,1.0,0.43104065322396734,0,0,0,0,0.39002211866547987,0.0,filtered,1.1605606396946363e-06,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.43104065322396734,0.645395733|0.660395733|0.49234178|0.431040653|0.440194891|0.436856307,0.765395733|0.780395733|0.61234178|0.551040653|0.560194891|0.556856307,0.765395733|0.780395733|0.61234178|0.551040653|0.560194891|0.556856307,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0183090979|0.0871162824|0.107148538|0.11381789,2.58158293|2.64158293|1.98767622|1.8112789|1.8679281|1.86124312,0.620687902|0.481530458|0.576054573,-0.0455307439|-0.121903658|0.00229429314,0.0018819207325577736
22,1.1500000000000001,0.009337774879746658,0.05287942290306091,0.10585286468267441,0.5658999681472778,0.05162651091814041,0.35,3,0,0,0,0.7675619721412659,0.3742305636405945,4.734070301055908,0.7675611972808838,1.0,0.42899535655985155,0,0,0,0,0.39002211866547987,0.0,filtered,1.230650008314692e-06,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.42899535655985155,0.640832303|0.655832303|0.487289437|0.428995357|0.439329967|0.436786355,0.760832303|0.775832303|0.607289437|0.548995357|0.559329967|0.556786355,0.760832303|0.775832303|0.607289437|0.548995357|0.559329967|0.556786355,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0180476486|0.0825993997|0.10326873|0.109129518,2.56332921|2.62332921|1.9672054|1.79858083|1.8605886|1.85627494,0.618411243|0.475435406|0.576169014,-0.0455307439|-0.121903658|0.00229429314,0.0018184427171945572
23,1.2000000000000002,-0.004682878260039318,0.05320235341787338,0.10200060904026031,0.5635481476783752,0.051895756274461746,0.35,3,0,0,0,0.7731354832649231,0.3588581383228302,2.888533115386963,0.7731346487998962,1.0,0.4267222760384223,0,0,0,0,0.39002211866547987,0.0,filtered,1.2609881453953568e-06,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.4267222760384223,0.636292752|0.651292746|0.482223827|0.426722276|0.438273345|0.436482236,0.756292752|0.771292746|0.602223827|0.546722276|0.558273345|0.556482236,0.756292752|0.771292746|0.602223827|0.546722276|0.558273345|0.556482236,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0182415076|0.0809185888|0.102802944|0.108280413,2.54517101|2.60517098|1.94713681|1.78780769|1.85589632|1.85420936,0.616134584|0.469340354|0.576283455,-0.0455307439|-0.121903658|0.00229429314,0.0017850743606686592
24,1.25,-0.01982705130265275,0.05366573482751846,0.09903047978878021,0.5610072016716003,0.05230306461453438,0.35,3,0,0,0,0.7768348455429077,0.3093726933002472,2.882446050643921,0.7768340110778809,1.0,0.4243626972511495,0,0,0,0,0.39002211866547987,0.0,filtered,1.2755471131197722e-06,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.4243626972511495,0.631777441|0.646777441|0.477169141|0.424362697|0.437197092|0.436137618,0.751777441|0.766777441|0.597169141|0.544362697|0.557197092|0.556137618,0.751777441|0.766777441|0.597169141|0.544362697|0.557197092|0.556137618,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0180401349|0.0771909968|0.0995954359|0.10411002,2.52710977|2.58710977|1.9267167|1.77464179|1.8483838|1.84866049,0.613857925|0.463245302|0.576397896,-0.0455307439|-0.121903658|0.00229429314,0.0018458738923072815
25,1.3,-0.03481016051308672,0.05406948924064636,0.09691625833511353,0.5583910346031189,0.052648331969976425,0.35,3,0,0,0,0.7822661399841309,0.33369413018226624,3.2164416313171387,0.782265305519104,1.0,0.42181604138808837,0,0,0,0,0.39002211866547987,0.0,filtered,1.27728190626419e-06,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.42181604138808837,0.62728674|0.64228674|0.472104484|0.421816041|0.435963925|0.435586219,0.74728674|0.76228674|0.592104484|0.541816041|0.555963925|0.555586219,0.74728674|0.76228674|0.592104484|0.541816041|0.555963925|0.555586219,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0180524199|0.0757495618|0.0993271402|0.103287927,2.50914696|2.56914696|1.90647036|1.76301373|1.84318284|1.8456328,0.611581266|0.457150251|0.576512337,-0.0455307439|-0.121903658|0.00229429314,0.0018150629475712776
26,1.35,-0.050318030622912104,0.05474640801548958,0.09565278887748718,0.5554921627044678,0.053263816982507706,0.35,3,0,0,0,0.7832804918289185,0.38936877250671387,6.480348110198975,0.7832795977592468,1.0,0.41919655613048257,0,0,0,0,0.39002211866547987,0.0,filtered,1.2391013462677807e-06,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.41919655613048257,0.62282102|0.63782102|0.467042237|0.419196556|0.43472238|0.434997261,0.74282102|0.75782102|0.587042237|0.539196556|0.55472238|0.554997261,0.74282102|0.75782102|0.587042237|0.539196556|0.55472238|0.554997261,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0172607483|0.0700845356|0.0932801862|0.0955313271,2.49128408|2.55128408|1.8854297|1.74687076|1.83216971|1.83552037,0.609304607|0.451055199|0.576626778,-0.0455307439|-0.121903658|0.00229429314,0.0025841323658823967
27,1.4000000000000001,-0.06563848446309664,0.05516994372010231,0.09522612392902374,0.5525453090667725,0.05362328141927719,0.35,3,0,0,0,0.7844710350036621,0.35327690839767456,5.365354061126709,0.7844702005386353,1.0,0.41629562727204916,0,0,0,0,0.39002211866547987,0.0,filtered,1.1231721972494043e-06,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.41629562727204916,0.618380662|0.633380662|0.461939753|0.416295627|0.433182747|0.4340236,0.738380662|0.753380662|0.581939753|0.536295627|0.553182747|0.5540236,0.738380662|0.753380662|0.581939753|0.536295627|0.553182747|0.5540236,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0173307157|0.0691598541|0.0934639483|0.0949589527,2.47352265|2.53352265|1.86508973|1.73434236|1.82619494|1.83105335,0.607027948|0.444960147|0.576741219,-0.0455307439|-0.121903658|0.00229429314,0.0027808425948023796
28,1.4500000000000002,-0.07971393942440028,0.05590694025158882,0.09553360193967819,0.549370527267456,0.05429288372397423,0.35,3,0,0,0,0.7846279144287109,0.43654075264930725,4.261313438415527,0.7846271395683289,1.0,0.41334869681851105,0,0,0,0,0.39002211866547987,0.0,filtered,1.0390294441438666e-06,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.41334869681851105,0.61396605|0.628965999|0.45684305|0.413348697|0.431658034|0.433026474,0.73396605|0.748965999|0.57684305|0.533348697|0.551658034|0.553026474,0.73396605|0.748965999|0.57684305|0.533348697|0.551658034|0.553026474,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0164542751|0.0645855268|0.0886416361|0.0883954546,2.4558642|2.515864|1.84382648|1.71798031|1.81527377|1.82050135,0.604751289|0.438865095|0.576855659,-0.0455307439|-0.121903658|0.00229429314,0.0027284035459160805
