step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_capsule_overlap,collision_pybullet_contact,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-0.07550200488352816,0.09075302630662918,0.24433912336826324,0.5255337953567505,0.08850398659706116,0.35,2,0,0,0,0,,,nan,0,0.3785780072212219,7.571559906005859,151.4311981201172,0.3996252417564392,1.0,nan,0,0,0,0,0.35910757761180145,0.0,filtered,0.037442702061385585,0,0,12,joint_2_acceleration_lower,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.35910757761180145,0.438753425|0.392535008|0.359107578|0.373172714|0.375172714|0.416553522,0.588753425|0.542535008|0.509107578|0.523172714|0.525172714|0.566553522,0.558753425|0.512535008|0.479107578|0.493172714|0.495172714|0.536553522,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0314661097|0.0217226559|-0.0094418834|-0.0094418834|0,-0.103952489|-0.129480212|-0.153942537|-0.150914266|-0.150914266|0,1.65106121|1.47212593|1.30421043|1.33233471|1.34033471|1.66621409,0.568000793|-0.441466123|0.299637944,-0.0441807397|0.143252224|0.0401351713,0.005270995199680328,0.0015318077057600021,0.0015330901369452477,0.0021748365834355354
1,0.1,0.06253973714327735,0.10057368129491806,0.22924229502677917,0.5198580622673035,0.09811943769454956,0.35,2,0,0,0,0,,,nan,0,0.6019020080566406,5.937534809112549,126.88777923583984,0.6019018888473511,1.0,nan,0,0,0,0,0.35910757761180145,0.0,filtered,2.9532985670822446e-07,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.3524444856312424,0.433578822|0.387569418|0.352444486|0.365192257|0.367192257|0.407239501,0.583578822|0.537569418|0.502444486|0.515192257|0.517192257|0.557239501,0.553578822|0.507569418|0.472444486|0.485192257|0.487192257|0.527239501,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0586317644|0.0388585548|-0.019749142|-0.019749142|0,-0.103038023|-0.128601651|-0.153928589|-0.151122167|-0.151122167|0,1.63127727|1.48030779|1.29470791|1.28989772|1.29789772|1.628958,0.565792084|-0.434303552|0.301644593,-0.0441807397|0.143252224|0.0401351713,0.004917945712804794,0.0015405574813485146,0.0013820789754390717,0.0019611772149801254
2,0.15000000000000002,0.1386816122204425,0.13133561611175537,0.2091153860092163,0.5135513544082642,0.12860316038131714,0.35,2,0,0,0,0,,,nan,0,0.8577365279197693,6.934438705444336,66.74417877197266,0.861761748790741,1.0,nan,0,0,0,0,0.35910757761180145,0.0,filtered,0.029842662827282904,0,0,12,joint_4_acceleration_upper,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.346777987282722,0.428450432|0.384059311|0.346777987|0.356879776|0.358879776|0.397171229,0.578450432|0.534059311|0.496777987|0.506879776|0.508879776|0.547171229,0.548450432|0.504059311|0.466777987|0.476879776|0.478879776|0.517171229,0.15|0.15|0.15|0.15|0.15|0.15,0|0.077585273|0.0221264001|-0.0736061016|-0.0736061016|0,-0.102103951|-0.127296555|-0.153865917|-0.151551723|-0.151551723|0,1.61169778|1.48652596|1.25537243|1.20236128|1.21036128|1.58868492,0.563583374|-0.427140981|0.303651243,-0.0441807397|0.143252224|0.0401351713,0.0049588847905397415,0.001529742032289505,0.0013680169358849525,0.0020288098603487015
3,0.2,0.20945094081907767,0.12828794121742249,0.18634188175201416,0.5082473158836365,0.1252545863389969,0.35,2,0,0,0,0,,,nan,0,1.02345609664917,5.232208728790283,127.81246948242188,1.0234556198120117,1.0,nan,0,0,0,0,0.35910757761180145,0.0,filtered,1.1191020146010746e-06,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.3404835097384722,0.423369243|0.381661468|0.34048351|0.34616439|0.34816439|0.384798258,0.573369243|0.531661468|0.49048351|0.49616439|0.49816439|0.534798258,0.543369243|0.501661468|0.46048351|0.46616439|0.46816439|0.504798258,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0944149954|0.0385985774|-0.0631561295|-0.0631561295|0,-0.101149895|-0.125629111|-0.153778664|-0.151995443|-0.151995443|0,1.59232708|1.49543176|1.24675395|1.16950599|1.17750599|1.53919303,0.561374664|-0.41997841|0.305657893,-0.0441807397|0.143252224|0.0401351713,0.0051691411063075066,0.001629941165447235,0.0015018386766314507,0.0020008599385619164
4,0.25,0.31249452650842013,0.0670514926314354,0.1621829718351364,0.5059471726417542,0.06383352726697922,0.35,3,0,0,0,0,,,nan,0,1.0561738014221191,5.203582286834717,139.5751495361328,1.056173324584961,1.0,nan,0,0,0,0,0.35910757761180145,0.0,filtered,1.1184735190212943e-06,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.3352210848281345,0.418336265|0.380217086|0.335221085|0.336258647|0.338258647|0.372769346,0.568336265|0.530217086|0.485221085|0.486258647|0.488258647|0.522769346,0.538336265|0.500217086|0.455221085|0.456258647|0.458258647|0.492769346,0.15|0.15|0.15|0.15|0.15|0.15,0|0.110225994|0.129669377|0.0694082763|0.0694082763|0,-0.100175475|-0.123696272|-0.153487852|-0.152277439|-0.152277439|0,1.57316958|1.50739807|1.31706586|1.26216542|1.27016542|1.49107739,0.559165955|-0.412815839|0.307664543,-0.0441807397|0.143252224|0.0401351713,0.004994355142116547,0.0015763193368911743,0.0014151306822896004,0.0019423440098762512
5,0.30000000000000004,0.3051103514633351,0.05678635090589523,0.13974912464618683,0.5072546601295471,0.055269334465265274,0.35,3,0,0,0,0,,,nan,0,1.007598876953125,5.341264724731445,137.28028869628906,1.0106574296951294,1.0,nan,0,0,0,0,0.35910757761180145,0.0,filtered,0.05415763263437648,0,0,12,joint_5_acceleration_lower,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.3330834638639416,0.413352524|0.379577547|0.334623714|0.333083464|0.335083464|0.366102317,0.563352524|0.529577547|0.484623714|0.483083464|0.485083464|0.516102317,0.533352524|0.499577547|0.454623714|0.453083464|0.455083464|0.486102317,0.15|0.15|0.15|0.15|0.15|0.15,0|0.116399146|0.19302082|0.159895119|0.159895119|0,-0.0991803138|-0.121578095|-0.152764213|-0.152317964|-0.152317964|0,1.55422978|1.51313124|1.37875146|1.33991101|1.34791101|1.46440927,0.556957245|-0.405653268|0.309671193,-0.0441807397|0.143252224|0.0401351713,0.00499331671744585,0.0015240032225847244,0.0014110971242189407,0.002023514360189438
6,0.35000000000000003,0.20106123783110774,0.05704568326473236,0.12359178066253662,0.508305549621582,0.055480651557445526,0.35,3,0,0,0,0,,,nan,0,1.0470210313796997,4.664133071899414,90.55645751953125,1.0517224073410034,1.0,nan,0,0,0,0,0.35910757761180145,0.0,filtered,0.02054097429406318,0,0,12,joint_5_acceleration_lower,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.33443051405633417,0.408419068|0.379297963|0.337231366|0.334430514|0.336430514|0.363199926,0.558419068|0.529297963|0.487231366|0.484430514|0.486430514|0.513199926,0.528419068|0.499297963|0.457231366|0.454430514|0.456430514|0.483199926,0.15|0.15|0.15|0.15|0.15|0.15,0|0.116351818|0.190251663|0.15267468|0.15267468|0,-0.0981640317|-0.119335664|-0.151656943|-0.152044625|-0.152044625|0,1.53551224|1.51420801|1.38752018|1.33835211|1.34635211|1.45279971,0.554748535|-0.398490697|0.311677843,-0.0441807397|0.143252224|0.0401351713,0.0051205214112997055,0.0015938365831971169,0.0015154704451560974,0.0019751032814383507
7,0.4,0.051024039868974566,0.057315271347761154,0.11601009219884872,0.510442316532135,0.05570192635059357,0.35,3,0,0,0,0,,,nan,0,1.1060388088226318,3.4848215579986572,82.60895538330078,1.1060385704040527,1.0,nan,0,0,0,0,0.35910757761180145,0.0,filtered,4.5278728528403976e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.3355863940038827,0.403536962|0.379137125|0.339873493|0.335586394|0.337586394|0.359666777,0.553536962|0.529137125|0.489873493|0.485586394|0.487586394|0.509666777,0.523536962|0.499137125|0.459873493|0.455586394|0.457586394|0.479666777,0.15|0.15|0.15|0.15|0.15|0.15,0|0.115659198|0.202964649|0.172318535|0.172318535|0,-0.0971262532|-0.117001098|-0.150302192|-0.151318137|-0.151318137|0,1.51702159|1.5152066|1.41215643|1.36334597|1.37134597|1.43866711,0.552539825|-0.391328126|0.313684493,-0.0441807397|0.143252224|0.0401351713,0.005219419486820698,0.0015919934958219528,0.0015780571848154068,0.0020115235820412636
8,0.45,-0.11509182770292974,0.05759506672620773,0.1175854504108429,0.5170572400093079,0.05593317002058029,0.35,3,0,0,0,0,,,nan,0,1.0833417177200317,3.856989622116089,107.28573608398438,1.0833415985107422,1.0,nan,0,0,0,0,0.35910757761180145,0.0,filtered,3.335597443512098e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.33789916947640175,0.398707289|0.379049108|0.343306761|0.337899169|0.339899169|0.357370294,0.548707289|0.529049108|0.493306761|0.487899169|0.489899169|0.507370294,0.518707289|0.499049108|0.463306761|0.457899169|0.459899169|0.477370294,0.15|0.15|0.15|0.15|0.15|0.15,0|0.11226585|0.25936389|0.264188361|0.264188361|0,-0.0960666046|-0.114595981|-0.14865369|-0.150101127|-0.150101127|0,1.49876255|1.5138663|1.48393724|1.46568391|1.47368391|1.42948118,0.550331116|-0.384165555|0.315691143,-0.0441807397|0.143252224|0.0401351713,0.005157187581062317,0.001628258265554905,0.0015223817899823189,0.001971508376300335
9,0.5,-0.29091680262381986,0.05788494646549225,0.12865255773067474,0.5271803140640259,0.05617440119385719,0.35,3,0,0,0,0,,,nan,0,1.0405185222625732,2.6850757598876953,41.602840423583984,1.0405185222625732,1.0,nan,0,0,0,0,0.35910757761180145,0.0,passthrough,9.468198503181622e-10,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.3447397963702412,0.393931154|0.378866506|0.349526829|0.344739796|0.346739796|0.359938342,0.543931154|0.528866506|0.499526829|0.494739796|0.496739796|0.509938342,0.513931154|0.498866506|0.469526829|0.464739796|0.466739796|0.479938342,0.15|0.15|0.15|0.15|0.15|0.15,0|0.103941887|0.301250294|0.337834525|0.337834525|0,-0.094984716|-0.112149225|-0.146642733|-0.148543363|-0.148543363|0,1.4807399|1.50725869|1.55271488|1.56825035|1.57625035|1.43975337,0.548122406|-0.377002984|0.317697793,-0.0441807397|0.143252224|0.0401351713,0.005285945720970631,0.0016581527888774872,0.0015832222998142242,0.002007739618420601
