step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_capsule_overlap,collision_pybullet_contact,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-0.20533957309231596,0.16059044003486633,0.28192174434661865,0.5204240083694458,0.1556554138660431,0.35,3,0,0,0,0,,,nan,0,0.4469873905181885,8.93974781036377,178.79495239257812,0.4866209328174591,1.0,nan,0,0,0,0,0.3457589656862665,0.0,filtered,0.04409772010512627,0,0,12,joint_1_acceleration_lower|joint_4_acceleration_lower,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.3457589656862665,0.527436567|0.449495759|0.36629196|0.345758966|0.347758966|0.379382842,0.677436567|0.599495759|0.51629196|0.495758966|0.497758966|0.529382842,0.647436567|0.569495759|0.48629196|0.465758966|0.467758966|0.499382842,0.15|0.15|0.15|0.15|0.15|0.15,0|0.049479496|0.0392141406|0.0151089034|0.0151089034|0,-0.202379338|-0.224700284|-0.244289403|-0.240060564|-0.240060564|0,1.90736693|1.62276225|1.26009258|1.1580842|1.1660842|1.51753137,0.626148105|-0.557139814|0.248352617,-0.0704073235|0.244673222|0.0259681251,0.004722411744296551,0.0014374684542417526,0.0013458644971251488,0.0019062124192714691
1,0.1,-0.07607965003023204,0.15415596961975098,0.2693559229373932,0.5113537907600403,0.14867232739925385,0.35,3,0,0,0,0,,,nan,0,0.7079522609710693,5.480181694030762,88.1462631225586,0.7079517245292664,1.0,nan,0,0,0,0,0.3457589656862665,0.0,filtered,9.474009033420796e-07,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.33448144908020483,0.517355215|0.440497925|0.355885629|0.334481449|0.336481449|0.365531098,0.667355215|0.590497925|0.505885629|0.484481449|0.486481449|0.515531098,0.637355215|0.560497925|0.475885629|0.454481449|0.456481449|0.485531098,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0941722723|0.0935697467|0.0560278489|0.0560278489|0,-0.200859566|-0.223226951|-0.242962287|-0.238606324|-0.238606324|0,1.86856129|1.63293702|1.27414998|1.15534732|1.16334732|1.46212439,0.622627616|-0.54490608|0.249650985,-0.0704073235|0.244673222|0.0259681251,0.0044006044045090675,0.0012244684621691704,0.0013662772253155708,0.0017776228487491608
2,0.15000000000000002,0.024920464464884162,0.12870728969573975,0.2536064386367798,0.5053206086158752,0.12273098528385162,0.35,3,0,0,0,0,,,nan,0,0.8500730991363525,3.5078649520874023,66.60740661621094,0.8500726222991943,1.0,nan,0,0,0,0,0.3457589656862665,0.0,filtered,1.0247896639614574e-06,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.32572583056803484,0.507351301|0.433934898|0.3486084|0.325725831|0.327725831|0.352434784,0.657351301|0.583934898|0.4986084|0.475725831|0.477725831|0.502434784,0.627351301|0.553934898|0.4686084|0.445725831|0.447725831|0.472434784,0.15|0.15|0.15|0.15|0.15|0.15,0|0.126040541|0.147282199|0.108922015|0.108922015|0,-0.199282361|-0.221334545|-0.240796527|-0.236366538|-0.236366538|0,1.83012284|1.64044559|1.30091927|1.1754588|1.1834588|1.40973914,0.619107127|-0.532672346|0.250949472,-0.0704073235|0.244673222|0.0259681251,0.004104037769138813,0.001228703185915947,0.001158079132437706,0.0016896435990929604
3,0.2,0.09057230560099552,0.11517950892448425,0.23593728244304657,0.501059353351593,0.1087462455034256,0.35,3,0,0,0,0,,,nan,0,0.9637579917907715,3.0987002849578857,35.42461395263672,0.9637573957443237,1.0,nan,0,0,0,0,0.3457589656862665,0.0,filtered,1.1441565478115696e-06,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.320118786587824,0.497427746|0.429157809|0.344440166|0.320118787|0.322118787|0.341440074,0.647427746|0.579157809|0.494440166|0.470118787|0.472118787|0.491440074,0.617427746|0.549157809|0.464440166|0.440118787|0.442118787|0.461440074,0.15|0.15|0.15|0.15|0.15|0.15,0|0.142106009|0.1746613|0.1367599|0.1367599|0,-0.197645282|-0.219141396|-0.237967554|-0.233342907|-0.233342907|0,1.7920657|1.63959585|1.31445441|1.18389214|1.19189214|1.3657603,0.615586638|-0.520438612|0.252248019,-0.0704073235|0.244673222|0.0259681251,0.004340227693319321,0.0012700026854872704,0.0013010874390602112,0.001739678904414177
4,0.25,0.13768296276465178,0.08443357050418854,0.21828299760818481,0.5008901953697205,0.08285002410411835,0.35,3,0,0,0,0,,,nan,0,1.0338780879974365,1.912222981452942,61.674991607666016,1.0338776111602783,1.0,nan,0,0,0,0,0.3457589656862665,0.0,filtered,1.0309252010073376e-06,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.31642129095853533,0.487587596|0.425348812|0.342051394|0.316421291|0.318421291|0.331613799,0.637587596|0.575348812|0.492051394|0.466421291|0.468421291|0.481613799,0.607587596|0.545348812|0.462051394|0.436421291|0.438421291|0.451613799,0.15|0.15|0.15|0.15|0.15|0.15,0|0.155437446|0.234613975|0.214241526|0.214241526|0,-0.195945796|-0.216692486|-0.234404134|-0.229350245|-0.229350245|0,1.75440459|1.64014021|1.36841542|1.25057644|1.25857644|1.3264552,0.61206615|-0.508204877|0.253546566,-0.0704073235|0.244673222|0.0259681251,0.004401968792080879,0.0012199990451335907,0.0012472299858927727,0.0019072787836194038
5,0.30000000000000004,0.12488599530532832,0.08514678478240967,0.2020312249660492,0.5052403807640076,0.0834437906742096,0.35,4,0,0,0,0,,,nan,0,1.0478030443191528,2.942610740661621,46.1098518371582,1.0478025674819946,1.0,nan,0,0,0,0,0.3457589656862665,0.0,filtered,8.368464529439357e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.3169188402182904,0.477834035|0.42228055|0.342876275|0.31691884|0.318630836|0.325140724,0.627834035|0.57228055|0.492876275|0.46691884|0.468630836|0.475140724,0.597834035|0.54228055|0.462876275|0.43691884|0.438630836|0.445140724,0.15|0.15|0.15|0.15|0.15|0.15,0|0.164119528|0.307840658|0.313590482|0.284210689|0,-0.194181268|-0.214118679|-0.230481451|-0.224644871|-0.228229373|0,1.71715487|1.63912305|1.44886431|1.35662097|1.33050466|1.3005629,0.608545661|-0.495971143|0.254845113,-0.0704073235|0.244673222|0.0259681251,0.004255241714417934,0.0012917537242174149,0.0011727483943104744,0.0017615603283047676
6,0.35000000000000003,0.11048092813970681,0.08588563650846481,0.18719349801540375,0.5044251680374146,0.0840562954545021,0.35,4,0,0,0,0,,,nan,0,1.054598093032837,2.5094003677368164,66.55733489990234,1.054598093032837,1.0,nan,0,0,0,0,0.3457589656862665,0.0,filtered,1.754873851766158e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.3202217710693809,0.468170384|0.419704877|0.347438356|0.322547404|0.320221771|0.323328076,0.618170384|0.569704877|0.497438356|0.472547404|0.470221771|0.473328076,0.588170384|0.539704877|0.467438356|0.442547404|0.440221771|0.443328076,0.15|0.15|0.15|0.15|0.15|0.15,0|0.161480311|0.3178383|0.331402209|0.214073702|0,-0.19234897|-0.211470987|-0.226514389|-0.219606221|-0.233301079|0,1.68033257|1.62882883|1.48107733|1.4019856|1.26165971|1.2933123,0.605025172|-0.483737409|0.256143659,-0.0704073235|0.244673222|0.0259681251,0.0043719252571463585,0.0013186903670430183,0.0012262165546417236,0.001795249991118908
7,0.4,0.06276928129299897,0.08664977550506592,0.17541828751564026,0.5044798254966736,0.08468709886074066,0.35,4,0,0,0,0,,,nan,0,1.0346370935440063,3.148937940597534,75.23643493652344,1.0346369743347168,1.0,nan,0,0,0,0,0.3457589656862665,0.0,filtered,1.7793608064700515e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.31961239623187176,0.458600101|0.417130581|0.352759682|0.329412154|0.319612396|0.322612396,0.608600101|0.567130581|0.502759682|0.479412154|0.469612396|0.472612396,0.578600101|0.537130581|0.472759682|0.449412154|0.439612396|0.442612396,0.15|0.15|0.15|0.15|0.15|0.15,0|0.157057679|0.32292154|0.345464321|0.21920177|0,-0.190446074|-0.208669809|-0.222126772|-0.21394674|-0.230587741|0,1.64395433|1.61691019|1.5118335|1.4491662|1.26706361|1.29044958,0.601504683|-0.471503675|0.257442206,-0.0704073235|0.244673222|0.0259681251,0.004335354082286358,0.0012455582618713379,0.0012108506634831429,0.001847870647907257
8,0.45,-0.022120902308771673,0.08743852376937866,0.16859711706638336,0.5080496072769165,0.08533549308776855,0.35,4,0,0,0,0,,,nan,0,0.9755216836929321,2.476834297180176,62.1709098815918,0.9755216836929321,1.0,nan,0,0,0,0,0.3457589656862665,0.0,filtered,3.560119321704843e-08,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.3204182481642376,0.449126789|0.414472308|0.358585096|0.337317281|0.320418248|0.323418248,0.599126789|0.564472308|0.508585096|0.487317281|0.470418248|0.473418248,0.569126789|0.534472308|0.478585096|0.457317281|0.440418248|0.443418248,0.15|0.15|0.15|0.15|0.15|0.15,0|0.152920853|0.353666611|0.398096211|0.288439656|0,-0.188469662|-0.205743366|-0.217439076|-0.207784009|-0.225286134|0,1.60803749|1.60506672|1.57056792|1.53958133|1.34482651|1.29367299,0.597984195|-0.459269941|0.258740753,-0.0704073235|0.244673222|0.0259681251,0.004461298696696758,0.0013839257881045341,0.001222291961312294,0.0018201284110546112
9,0.5,-0.10664774279226949,0.0882510393857956,0.16650386154651642,0.5139808058738708,0.08600059896707535,0.35,4,0,0,0,0,,,nan,0,0.8897974491119385,2.506453514099121,38.43998718261719,0.8897974491119385,1.0,nan,0,0,0,0,0.3457589656862665,0.0,passthrough,8.726603440811415e-10,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.3247522952133298,0.439754199|0.411706338|0.36596246|0.34789491|0.324752295|0.327752295,0.589754199|0.561706338|0.51596246|0.49789491|0.474752295|0.477752295,0.559754199|0.531706338|0.48596246|0.46789491|0.444752295|0.447752295,0.15|0.15|0.15|0.15|0.15|0.15,0|0.144309977|0.368256191|0.426935192|0.334745302|0,-0.186416721|-0.202757084|-0.213067799|-0.201964582|-0.219912445|0,1.57260008|1.58837825|1.61903823|1.61655025|1.41384204|1.31100918,0.594463706|-0.447036207|0.2600393,-0.0704073235|0.244673222|0.0259681251,0.004238910041749477,0.0012020040303468704,0.0013283351436257362,0.0016794204711914062
10,0.55,-0.16177898250721173,0.08908605575561523,0.16737942397594452,0.5186566710472107,0.08668122440576553,0.35,4,0,0,0,0,,,nan,0,0.8039897680282593,3.001765727996826,52.266361236572266,0.8039897680282593,1.0,nan,0,0,0,0,0.3457589656862665,0.0,passthrough,7.081959079782999e-10,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.33141153718212135,0.430486235|0.40862975|0.374081163|0.359918584|0.331411537|0.334411537,0.580486235|0.55862975|0.524081163|0.509918584|0.481411537|0.484411537,0.550486235|0.52862975|0.494081163|0.479918584|0.451411537|0.454411537,0.15|0.15|0.15|0.15|0.15|0.15,0|0.130531156|0.335365521|0.384448391|0.306575574|0,-0.184284148|-0.199702972|-0.209076324|-0.196750681|-0.21481279|0,1.53766079|1.56534718|1.62261385|1.62737205|1.41740893|1.33764615,0.590943217|-0.434802473|0.261337847,-0.0704073235|0.244673222|0.0259681251,0.004043539986014366,0.0011994456872344017,0.0011276798322796822,0.0016864342615008354
