step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_capsule_overlap,collision_pybullet_contact,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-0.1220281698726052,0.13191543519496918,0.2444419413805008,0.5236068367958069,0.12960606813430786,0.35,2,0,0,0,0,,,nan,0,0.4781572222709656,9.56314468383789,191.26287841796875,0.5392162799835205,1.0,nan,0,0,0,0,0.35910757761180145,0.0,filtered,0.0696334471909967,0,0,12,joint_3_acceleration_lower,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.35910757761180145,0.438753425|0.392535008|0.359107578|0.373172714|0.375172714|0.416553522,0.588753425|0.542535008|0.509107578|0.523172714|0.525172714|0.566553522,0.558753425|0.512535008|0.479107578|0.493172714|0.495172714|0.536553522,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0295792314|-0.0174273467|-0.0753074449|-0.0753074449|0,-0.103952489|-0.129480212|-0.153942537|-0.150914266|-0.150914266|0,1.65106121|1.47023905|1.26506043|1.26646914|1.27446914|1.66621409,0.568000793|-0.441466123|0.299637944,-0.0441807397|0.143252224|0.0401351713,0.006390389055013657,0.001538645476102829,0.0018383432179689407,0.0029641175642609596
1,0.1,-0.04613773573412858,0.17926833033561707,0.23084978759288788,0.5147826075553894,0.17662028968334198,0.35,2,0,0,0,0,,,nan,0,0.82063227891922,7.032015800476074,70.51531219482422,0.8206316828727722,1.0,nan,0,0,0,0,0.35910757761180145,0.0,filtered,1.0050922763910555e-06,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.3505002315141964,0.433578822|0.387503196|0.350500232|0.361946761|0.363946761|0.40406226,0.583578822|0.537503196|0.500500232|0.511946761|0.513946761|0.55406226,0.553578822|0.507503196|0.470500232|0.481946761|0.483946761|0.52406226,0.15|0.15|0.15|0.15|0.15|0.15,0|0.055917577|-0.0245250401|-0.124731974|-0.124731974|0,-0.103038023|-0.128563904|-0.154043677|-0.151108768|-0.151108768|0,1.63127727|1.47736646|1.22343221|1.1719463|1.1799463|1.61624904,0.565792084|-0.434303552|0.301644593,-0.0441807397|0.143252224|0.0401351713,0.005897128023207188,0.0018815584480762482,0.0016406727954745293,0.002333521842956543
2,0.15000000000000002,0.07937791203642589,0.11528395116329193,0.21460677683353424,0.5106522440910339,0.11237283796072006,0.35,2,0,0,0,0,,,nan,0,0.7937976121902466,7.483443260192871,224.52340698242188,0.7787693738937378,1.0,nan,0,0,0,0,0.35910757761180145,0.0,filtered,0.18348845412386236,0,0,12,joint_5_acceleration_upper,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.3416604709024277,0.428450432|0.383918086|0.341660471|0.348448858|0.350448858|0.388046971,0.578450432|0.533918086|0.491660471|0.498448858|0.500448858|0.538046971,0.548450432|0.503918086|0.461660471|0.468448858|0.470448858|0.508046971,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0796056566|0.0673516117|-0.00170917294|-0.00170917294|0,-0.102103951|-0.127206827|-0.154145569|-0.151506558|-0.151506558|0,1.61169778|1.48807117|1.27984793|1.2405797|1.2485797|1.55218788,0.563583374|-0.427140981|0.303651243,-0.0441807397|0.143252224|0.0401351713,0.0057518985122442245,0.0015730420127511024,0.0017546461895108223,0.0023831194266676903
3,0.2,0.16831677043071577,0.06204630434513092,0.19725032150745392,0.5110254287719727,0.058982305228710175,0.35,2,0,0,0,0,,,nan,0,0.8775539994239807,6.509794235229492,40.447750091552734,0.8899433016777039,1.0,nan,0,0,0,0,0.35910757761180145,0.0,filtered,0.059921953032321056,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.33756025807932877,0.423369243|0.381585242|0.337560258|0.34114271|0.34314271|0.377196018,0.573369243|0.531585242|0.487560258|0.49114271|0.49314271|0.527196018,0.543369243|0.501585242|0.457560258|0.46114271|0.46314271|0.497196018,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0986030808|0.158304667|0.117857951|0.117857951|0,-0.101149895|-0.12559444|-0.153939697|-0.151987072|-0.151987072|0,1.59232708|1.49934961|1.354606|1.33044172|1.33844172|1.50878407,0.561374664|-0.41997841|0.305657893,-0.0441807397|0.143252224|0.0401351713,0.005564535036683083,0.001509184017777443,0.0016000093892216682,0.0024178558960556984
4,0.25,0.07358811242251986,0.10459154844284058,0.1833943873643875,0.5071121454238892,0.10125415027141571,0.35,3,0,0,0,0,,,nan,0,0.9804928302764893,6.292973518371582,191.42063903808594,0.9805306792259216,1.0,nan,0,0,0,0,0.35910757761180145,0.0,filtered,0.00024834136633958824,0,0,12,joint_0_acceleration_lower,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.3380114680145708,0.418336265|0.380216791|0.338011468|0.339761161|0.341761161|0.371603039,0.568336265|0.530216791|0.488011468|0.489761161|0.491761161|0.521603039,0.538336265|0.500216791|0.458011468|0.459761161|0.461761161|0.491603039,0.15|0.15|0.15|0.15|0.15|0.15,0|0.102983881|0.112736921|0.0309295663|0.0309295663|0,-0.100175475|-0.123755358|-0.153409642|-0.152476008|-0.152476008|0,1.57316958|1.50009569|1.31137315|1.2374982|1.2454982|1.48641216,0.559165955|-0.412815839|0.307664543,-0.0441807397|0.143252224|0.0401351713,0.005752383731305599,0.0018282122910022736,0.0014841919764876366,0.002401759847998619
5,0.30000000000000004,0.041632084006545084,0.10676215589046478,0.17182625830173492,0.5018126964569092,0.10313055664300919,0.35,3,0,0,0,0,,,nan,0,1.0705217123031616,2.7992091178894043,83.73622131347656,1.0705217123031616,1.0,nan,0,0,0,0,0.35910757761180145,0.0,passthrough,6.5942645548283296e-12,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.33417900150471735,0.413352524|0.379206645|0.336350911|0.334179002|0.336179002|0.361834079,0.563352524|0.529206645|0.486350911|0.484179002|0.486179002|0.511834079,0.533352524|0.499206645|0.456350911|0.454179002|0.456179002|0.481834079,0.15|0.15|0.15|0.15|0.15|0.15,0|0.105538031|0.122318653|0.0346752838|0.0346752838|0,-0.0991803138|-0.121729996|-0.152882261|-0.152798879|-0.152798879|0,1.55422978|1.50063462|1.31484004|1.21859241|1.22659241|1.44733632,0.556957245|-0.405653268|0.309671193,-0.0441807397|0.143252224|0.0401351713,0.004016565158963203,0.0010690325871109962,0.0012928219512104988,0.0016280105337500572
6,0.35000000000000003,0.07725948430900784,0.05704568326473236,0.16131646931171417,0.5026081800460815,0.055480651557445526,0.35,3,0,0,0,0,,,nan,0,1.108209252357483,5.315098762512207,130.42947387695312,1.1095633506774902,1.0,nan,0,0,0,0,0.35910757761180145,0.0,filtered,0.04862523712282308,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.3288619561328089,0.408419068|0.378421446|0.335277474|0.328861956|0.330861956|0.352102465,0.558419068|0.528421446|0.485277474|0.478861956|0.480861956|0.502102465,0.528419068|0.498421446|0.455277474|0.448861956|0.450861956|0.472102465,0.15|0.15|0.15|0.15|0.15|0.15,0|0.108507584|0.209571899|0.159143646|0.159143646|0,-0.0981640317|-0.119605464|-0.152169732|-0.152919527|-0.152919527|0,1.53551224|1.5025879|1.39851206|1.32167194|1.32967194|1.40840986,0.554748535|-0.398490697|0.311677843,-0.0441807397|0.143252224|0.0401351713,0.00379232969135046,0.0010404670611023903,0.001085563562810421,0.0016411803662776947
7,0.4,0.020091632362310874,0.057315271347761154,0.1542823165655136,0.5082429647445679,0.05570192635059357,0.35,3,0,0,0,0,,,nan,0,1.136802315711975,4.002223491668701,57.51321029663086,1.1368016004562378,1.0,nan,0,0,0,0,0.35910757761180145,0.0,filtered,8.981109861479288e-07,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.3296636252228543,0.403536962|0.377819444|0.338529653|0.329663625|0.331663625|0.348072738,0.553536962|0.527819444|0.488529653|0.479663625|0.481663625|0.498072738,0.523536962|0.497819444|0.458529653|0.449663625|0.451663625|0.468072738,0.15|0.15|0.15|0.15|0.15|0.15,0|0.106330138|0.276746074|0.260218493|0.260218493|0,-0.0971262532|-0.117399304|-0.1510342|-0.152877255|-0.152877255|0,1.51702159|1.50020861|1.47983049|1.42599574|1.43399574|1.39229095,0.552539825|-0.391328126|0.313684493,-0.0441807397|0.143252224|0.0401351713,0.006019379012286663,0.0016950564458966255,0.0016960902139544487,0.0025921091437339783
8,0.45,-0.07847044069448778,0.05759506672620773,0.1528056561946869,0.5157751441001892,0.05593317002058029,0.35,3,0,0,0,0,,,nan,0,1.1184163093566895,2.749769926071167,45.174251556396484,1.1184154748916626,1.0,nan,0,0,0,0,0.35910757761180145,0.0,filtered,1.0162031496064563e-06,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.33532307765101677,0.398707289|0.377165676|0.344992307|0.335323078|0.337323078|0.34886764,0.548707289|0.527165676|0.494992307|0.485323078|0.487323078|0.49886764,0.518707289|0.497165676|0.464992307|0.455323078|0.457323078|0.46886764,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0982156705|0.297185042|0.301798967|0.301798967|0,-0.0960666046|-0.11513281|-0.149528413|-0.152707404|-0.152707404|0,1.49876255|1.49174556|1.52762586|1.49038387|1.49838387|1.39547056,0.550331116|-0.384165555|0.315691143,-0.0441807397|0.143252224|0.0401351713,0.005738480947911739,0.0016720378771424294,0.0018167980015277863,0.002212831750512123
9,0.5,-0.17397197743457582,0.05788494646549225,0.1564335823059082,0.5234119892120361,0.05617440119385719,0.35,3,0,0,0,0,,,nan,0,1.0235769748687744,4.2911882400512695,68.18254852294922,1.023576259613037,1.0,nan,0,0,0,0,0.35910757761180145,0.0,filtered,1.3613952067677354e-06,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.34289324149923606,0.393931154|0.376204642|0.352380888|0.342893241|0.344789165|0.351928095,0.543931154|0.526204642|0.502380888|0.492893241|0.494789165|0.501928095,0.513931154|0.496204642|0.472380888|0.462893241|0.464789165|0.471928095,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0857745636|0.285935928|0.306426314|0.296502373|0,-0.094984716|-0.11286039|-0.147790739|-0.15244586|-0.152956463|0,1.4807399|1.47773274|1.54766874|1.52555342|1.52270257|1.40771238,0.548122406|-0.377002984|0.317697793,-0.0441807397|0.143252224|0.0401351713,0.0061665866523981094,0.001897149719297886,0.0018164506182074547,0.002412633039057255
