step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_capsule_overlap,collision_pybullet_contact,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-0.2901409880286679,0.2767654359340668,0.22688302397727966,0.2985997796058655,0.2485346645116806,0.35,4,0,0,0,0,,,nan,0,0.4461953341960907,8.923906326293945,178.47811889648438,0.4803985357284546,1.0,nan,0,0,0,0,0.12954257137751987,0.0,filtered,0.04690072868250693,0,0,12,joint_5_acceleration_lower,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.12954257137751987,0.461157505|0.436739394|0.220121904|0.185807151|0.129542571|0.132542559,0.611157505|0.586739394|0.370121904|0.335807151|0.279542571|0.282542559,0.581157505|0.556739394|0.340121904|0.305807151|0.249542571|0.252542559,0.15|0.15|0.15|0.15|0.15|0.15,0|-0.0292802589|-0.0316778586|-0.00018288779|0.0158439068|0,-0.13567158|-0.156271129|-0.170273411|-0.172162616|-0.177961887|0,1.70895844|1.56140619|0.678536348|0.570883101|0.356052306|0.530170235,0.552112281|0.523714244|0.244683459,-0.047616832|-0.168918714|0.0464382283,0.005887732841074467,0.0017429599538445473,0.001693141646683216,0.0024116355925798416
1,0.1,-0.24990402691167332,0.25656843185424805,0.2209683656692505,0.29226037859916687,0.2267414927482605,0.35,4,0,0,0,0,,,nan,0,0.6283332109451294,4.631854057312012,133.05535888671875,0.6283332109451294,1.0,nan,0,0,0,0,0.12954257137751987,0.0,passthrough,9.192405764972587e-10,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.12181221909329118,0.454398145|0.427625107|0.210446785|0.177579137|0.121812219|0.124812219,0.604398145|0.577625107|0.360446785|0.327579137|0.271812219|0.274812219,0.574398145|0.547625107|0.330446785|0.297579137|0.241812219|0.244812219,0.15|0.15|0.15|0.15|0.15|0.15,0|-0.0543252188|-0.0231190921|0.0328568638|0.0423656753|0,-0.134696404|-0.15619994|-0.170714148|-0.172369571|-0.178376061|0,1.68289618|1.49997527|0.6479539|0.570803841|0.35123849|0.499248876,0.549731195|0.515268505|0.247005358,-0.047616832|-0.168918714|0.0464382283,0.005301034078001976,0.001671438105404377,0.0013970676809549332,0.0021965745836496353
2,0.15000000000000002,-0.26600815711311954,0.2621622383594513,0.21587514877319336,0.2860689163208008,0.23073561489582062,0.35,4,0,0,0,0,,,nan,0,0.5980868935585022,4.816287994384766,139.24111938476562,0.5962780117988586,1.0,nan,0,0,0,0,0.12954257137751987,0.0,filtered,0.017965029197321097,0,0,12,joint_5_acceleration_upper,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.11542068593627944,0.447688205|0.41712593|0.201130238|0.171027645|0.115420686|0.118420676,0.597688205|0.56712593|0.351130238|0.321027645|0.265420686|0.268420676,0.567688205|0.53712593|0.321130238|0.291027645|0.235420686|0.238420676,0.15|0.15|0.15|0.15|0.15|0.15,0|-0.0671405169|-0.0286460617|0.040824094|0.0445320959|0,-0.133694579|-0.15655221|-0.171432882|-0.172496229|-0.178744786|0,1.65705824|1.44481099|0.604442008|0.552438446|0.327470054|0.473682706,0.547350109|0.506822765|0.249327257,-0.047616832|-0.168918714|0.0464382283,0.003517957404255867,0.0009611649438738823,0.0010077646002173424,0.001524580642580986
3,0.2,-0.2750603208401271,0.2683580815792084,0.21115782856941223,0.280203640460968,0.23537419736385345,0.35,4,0,0,0,0,,,nan,0,0.5418795347213745,4.938365936279297,113.03659057617188,0.5418795347213745,1.0,nan,0,0,0,0,0.12954257137751987,0.0,passthrough,6.113900811983489e-10,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.1092136051586707,0.44102901|0.405934635|0.191559935|0.164954865|0.109213605|0.112213605,0.59102901|0.555934635|0.341559935|0.314954865|0.259213605|0.262213605,0.56102901|0.525934635|0.311559935|0.284954865|0.229213605|0.232213605,0.15|0.15|0.15|0.15|0.15|0.15,0|-0.049784224|-0.00493290826|0.0535201178|0.0546928454|0,-0.132665311|-0.157110487|-0.172212921|-0.172383398|-0.178853393|0,1.63145073|1.41684383|0.58909391|0.540956182|0.312693873|0.448854421,0.544969022|0.498376936|0.25164929,-0.047616832|-0.168918714|0.0464382283,0.0036839647218585014,0.0009625107049942017,0.0009880661964416504,0.0017106225714087486
4,0.25,-0.26707823198776287,0.2566770911216736,0.20692887902259827,0.2752663493156433,0.22236254811286926,0.35,4,0,0,0,0,,,nan,0,0.540860116481781,2.9717180728912354,100.5312728881836,0.540860116481781,1.0,nan,0,0,0,0,0.12954257137751987,0.0,passthrough,7.998659327524334e-10,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.10336068295263942,0.434421819|0.39560069|0.18303063|0.159394698|0.103360683|0.106360683,0.584421819|0.54560069|0.33303063|0.309394698|0.253360683|0.256360683,0.554421819|0.51560069|0.30303063|0.279394698|0.223360683|0.226360683,0.15|0.15|0.15|0.15|0.15|0.15,0|-0.0377578089|0.0265232546|0.0796741572|0.0753475095|0,-0.1316078|-0.157437262|-0.172822614|-0.172212482|-0.178761997|0,1.60607948|1.38720769|0.585823161|0.545040469|0.310028245|0.425442732,0.542587936|0.489930838|0.253971368,-0.047616832|-0.168918714|0.0464382283,0.0037935273721814156,0.0011781556531786919,0.0010058777406811714,0.0015849033370614052
5,0.30000000000000004,-0.22410252732971175,0.21566210687160492,0.2027711421251297,0.27210482954978943,0.18053175508975983,0.35,4,0,0,0,0,,,nan,0,0.6256780624389648,3.236375093460083,38.95088577270508,0.6256780028343201,1.0,nan,0,0,0,0,0.12954257137751987,0.0,filtered,1.7981813616957422e-07,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.09846172421017527,0.427868227|0.385863249|0.175986249|0.155070353|0.0984617242|0.101461724,0.577868227|0.535863249|0.325986249|0.305070353|0.248461724|0.251461724,0.547868227|0.505863249|0.295986249|0.275070353|0.218461724|0.221461724,0.15|0.15|0.15|0.15|0.15|0.15,0|-0.0328346071|0.0641857006|0.121053528|0.111062364|0,-0.130521277|-0.157621595|-0.173266538|-0.171931543|-0.178484813|0,1.58095163|1.3529968|0.594864158|0.569403396|0.326424448|0.405846897,0.54020685|0.481484741|0.256293446,-0.047616832|-0.168918714|0.0464382283,0.006259750574827194,0.0019839806482195854,0.0018403613939881325,0.0023941686376929283
6,0.35000000000000003,-0.1753211230635145,0.19582940638065338,0.19725453853607178,0.2712089717388153,0.16056156158447266,0.35,4,0,0,0,0,,,nan,0,0.691123366355896,3.1174914836883545,77.55008697509766,0.6911231875419617,1.0,nan,0,0,0,0,0.12954257137751987,0.0,filtered,2.960075913165629e-07,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.09536854988933316,0.421369704|0.376379699|0.1708322|0.152835137|0.0953685499|0.0983685424,0.571369704|0.526379699|0.3208322|0.302835137|0.24536855|0.248368542,0.541369704|0.496379699|0.2908322|0.272835137|0.21536855|0.218368542,0.15|0.15|0.15|0.15|0.15|0.15,0|-0.0227684245|0.0994971926|0.15971431|0.156078777|0,-0.129404924|-0.157792311|-0.173627504|-0.171515081|-0.1779934|0,1.55607389|1.32495806|0.609198489|0.599539776|0.359559577|0.393474169,0.537825763|0.473038644|0.258615524,-0.047616832|-0.168918714|0.0464382283,0.00553769338876009,0.0015873182564973831,0.0015963045880198479,0.002329067327082157
7,0.4,-0.14728347461974167,0.1914779394865036,0.1907169669866562,0.2714684009552002,0.15644626319408417,0.35,4,0,0,0,0,,,nan,0,0.7770556807518005,2.712747812271118,26.09159278869629,0.7770553827285767,1.0,nan,0,0,0,0,0.12954257137751987,0.0,filtered,4.962764495685022e-07,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.09455788095086767,0.414927763|0.367409295|0.167463517|0.15256712|0.094557881|0.097557881,0.564927763|0.517409295|0.317463517|0.30256712|0.244557881|0.247557881,0.534927763|0.487409295|0.287463517|0.27256712|0.214557881|0.217557881,0.15|0.15|0.15|0.15|0.15|0.15,0|-0.0191572364|0.111567794|0.174881322|0.178405932|0,-0.128257908|-0.157895431|-0.174002153|-0.171081736|-0.177382625|0,1.53145314|1.29258451|0.60741971|0.614068066|0.379254831|0.390231524,0.535444677|0.464592546|0.260937601,-0.047616832|-0.168918714|0.0464382283,0.0058979373425245285,0.0017551872879266739,0.001748211681842804,0.002357899211347103
8,0.45,-0.14358594287107296,0.18895214796066284,0.1844097226858139,0.27305009961128235,0.15459327399730682,0.35,4,0,0,0,0,,,nan,0,0.8248014450073242,1.2259718179702759,38.41730499267578,0.8248014450073242,1.0,nan,0,0,0,0,0.12954257137751987,0.0,passthrough,1.03977119059126e-09,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.0949260335379968,0.408543958|0.35862665|0.164740019|0.153125264|0.0949260335|0.0979260335,0.558543958|0.50862665|0.314740019|0.303125264|0.244926034|0.247926034,0.528543958|0.47862665|0.284740019|0.273125264|0.214926034|0.217926034,0.15|0.15|0.15|0.15|0.15|0.15,0|-0.0154678907|0.136046066|0.202436024|0.204716152|0,-0.127079385|-0.158007907|-0.174382871|-0.170569754|-0.176604197|0,1.50709645|1.2610308|0.620623272|0.644367325|0.407816089|0.391704134,0.533063591|0.456146449|0.263259679,-0.047616832|-0.168918714|0.0464382283,0.00420545507222414,0.0013930164277553558,0.0011636046692728996,0.0016061440110206604
9,0.5,-0.15176676719333487,0.1850164234638214,0.17899109423160553,0.2756095826625824,0.15164607763290405,0.35,4,0,0,0,0,,,nan,0,0.8208858966827393,1.449249029159546,32.97901153564453,0.8208858966827393,1.0,nan,0,0,0,0,0.12954257137751987,0.0,passthrough,9.011830813232748e-10,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.09665526421071916,0.402219886|0.350037638|0.163262062|0.155098347|0.0966552642|0.0996552642,0.552219886|0.500037638|0.313262062|0.305098347|0.246655264|0.249655264,0.522219886|0.470037638|0.283262062|0.275098347|0.216655264|0.219655264,0.15|0.15|0.15|0.15|0.15|0.15,0|-0.0114780873|0.158588726|0.224833216|0.22442563|0,-0.125868493|-0.158137862|-0.174645444|-0.169859122|-0.175549982|0,1.48301105|1.2305346|0.636991532|0.675367483|0.435496705|0.398621057,0.530682504|0.447700351|0.265581757,-0.047616832|-0.168918714|0.0464382283,0.005388528108596802,0.0015806108713150024,0.0014710593968629837,0.0023008575662970543
