step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
49,2.5,-2.466595221603826,0.26908284425735474,0.8337457180023193,0.25719353556632996,0.17432215809822083,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,6.561483587574912e-07,3.4901497656392166e-06,5.5450165292736386e-11,0.0,0.0,0.8337457275443501,0.8337457180023193,9.542030721121364e-09,0.0,4.4952151345846617e-07,0.0,3.1885048170224984e-07,-3.1885048170224984e-07,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.3316208210308105,1.405709563056007,0,0,0,0,-1,nan,nan,,,384,1,1,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 384, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.1412847604645079,0,0,nan,nan,0.8306558636273582,filtered,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.08120361200666681,0,1,1,0,0.043630423196683255,0.0,filtered,osqp optimal,6.561483634496177e-07,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,osqp,1.1378221764634421e-09,valid,0.08120361200666681,0.9197984735283027,0|2.99057515e-07|5.14846759e-07|5.69722313e-07|6.33969781e-07|5.69552498e-07,,,,,,,,,,0.010209205909632146,0.0027922940207645297,0.0013520079664885998,0.0016749820206314325
50,2.5500000000000003,-2.4665948639759563,0.2690827548503876,0.8337457180023193,0.25719353556632996,0.17432206869125366,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,5.68894506614015e-07,1.7450777249905514e-06,3.4901440812973306e-05,0.0,0.0,0.8337457275443501,0.8337457180023193,9.542030721121364e-09,0.0,3.897447011087147e-07,0.0,2.764501330651308e-07,-2.764501330651308e-07,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.3316208210308105,1.405709563056007,0,0,0,0,-1,nan,nan,,,384,1,1,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 384, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.1412847604645079,0,0,nan,nan,0.6561483634496178,filtered,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.08120360583842817,0,1,1,0,0.043630423196683255,0.0,filtered,osqp optimal,5.688944957510428e-07,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,osqp,9.865155966928048e-10,valid,0.08120360583842817,0.9197984751043542,0|2.36322747e-07|4.06807385e-07|4.50163066e-07|5.00938153e-07|4.5003402e-07,,,,,,,,,,0.00924979301635176,0.0025646620197221637,0.0012369800824671984,0.001601523021236062
51,2.6,-2.466593830730468,0.26908281445503235,0.8337456583976746,0.25719353556632996,0.17432212829589844,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,3.943870297007379e-07,3.490148856144515e-06,3.490142626105808e-05,0.0,0.0,0.8337456861402364,0.8337456583976746,2.7742561803378862e-08,0.0,2.7019111386561153e-07,0.0,1.916494686622976e-07,-1.916494686622976e-07,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.3316208210308105,1.405709563056007,0,0,0,0,-1,nan,nan,,,384,1,1,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 384, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.1412847604645079,0,0,nan,nan,0.5688944957510429,filtered,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0812035950421291,0,1,1,0,0.043630423196683255,0.0,filtered,osqp optimal,3.94387032693707e-07,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,osqp,6.839036045916833e-10,valid,0.0812035950421291,0.9197984764202315,0|2.0473487e-07|3.52497457e-07|3.90072622e-07|4.34051929e-07|3.89951964e-07,,,,,,,,,,0.00979915598873049,0.0027322990354150534,0.0013346699997782707,0.0017683899495750666
52,2.6500000000000004,-2.4665950228233626,0.26908284425735474,0.8337456583976746,0.25719350576400757,0.1743222028017044,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,3.071332344006805e-07,1.7450760196879855e-06,3.490145900286734e-05,0.0,0.0,0.8337456712638126,0.8337456583976746,1.2866138043854392e-08,0.0,2.10414312847094e-07,0.0,1.4924914256127225e-07,-1.4924914256127225e-07,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.3316208210308105,1.405709563056007,0,0,0,0,-1,nan,nan,,,384,1,1,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 384, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.1412847604645079,0,0,nan,nan,0.39438703269370706,filtered,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.08120360195323525,0,1,1,0,0.043630423196683255,0.0,filtered,osqp optimal,3.071332453169537e-07,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,osqp,5.32597375717944e-10,valid,0.08120360195323525,0.919798477422549,0|1.4222116e-07|2.44749015e-07|2.70824972e-07|3.01391657e-07|2.70756864e-07,,,,,,,,,,0.009524366934783757,0.002440779935568571,0.0012320620007812977,0.0015632399590685964
53,2.7,-2.466594665195494,0.2690827548503876,0.8337456583976746,0.25719350576400757,0.17432209849357605,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,3.071332344006805e-07,2.5535224434068693e-14,3.490152084850706e-05,0.0,0.0,0.8337456712638126,0.8337456583976746,1.2866138043854392e-08,0.0,2.1041431376480896e-07,0.0,1.4924914270642712e-07,-1.4924914270642712e-07,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.3316208210308105,1.405709563056007,0,0,0,0,-1,nan,nan,,,384,1,1,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 384, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.1412847604645079,0,0,nan,nan,0.3071332453169537,filtered,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.08120359124532375,0,1,1,0,0.043630423196683255,0.0,filtered,osqp optimal,3.0713324338051736e-07,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,osqp,5.32597358694064e-10,valid,0.08120359124532375,0.9197984781648956,0|1.10634454e-07|1.9044062e-07|2.10736183e-07|2.34507403e-07|2.10676587e-07,,,,,,,,,,0.009403576026670635,0.002374419942498207,0.0016223019920289516,0.0014545980375260115
54,2.75,-2.466594665195494,0.2690827548503876,0.8337456583976746,0.25719350576400757,0.17432209849357605,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,2.1987948173318728e-07,1.745074996506446e-06,3.490149902063422e-05,0.0,0.0,0.8337456712638126,0.8337456583976746,1.2866138043854392e-08,0.0,1.506375269330756e-07,0.0,1.068488223527694e-07,-1.068488223527694e-07,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.3316208210308105,1.405709563056007,0,0,0,0,-1,nan,nan,,,384,1,1,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 384, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.1412847604645079,0,0,nan,nan,0.3071332433805174,filtered,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.08120359209799796,0,1,1,0,0.043630423196683255,0.0,filtered,osqp optimal,2.1987947976007064e-07,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,osqp,3.8129127298863923e-10,valid,0.08120359209799796,0.9197984788380414,0|1.10412308e-07|1.90148218e-07|2.10423051e-07|2.34134213e-07|2.10351499e-07,,,,,,,,,,0.01020302006509155,0.00271537306252867,0.0016028989339247346,0.0015242260415107012
55,2.8000000000000003,-2.466594665195494,0.2690827548503876,0.8337456583976746,0.25719350576400757,0.17432209849357605,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.3262571485483932e-07,1.745075451253797e-06,9.134328710080908e-12,0.0,0.0,0.8337456298597004,0.8337456583976746,-2.8537974205988803e-08,0.0,9.086072921806226e-08,0.0,6.444849119359151e-08,-6.444849119359151e-08,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.3316208210308105,1.405709563056007,0,0,0,0,-1,nan,nan,,,384,1,1,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 384, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.1412847604645079,0,0,nan,nan,0.21987947976007066,filtered,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.08120359683254882,0,1,1,0,0.043630423196683255,0.0,filtered,osqp optimal,1.3262571401889448e-07,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,osqp,2.2998519042425083e-10,valid,0.08120359683254882,0.9197984793888041,0|7.92653764e-08|1.36418693e-07|1.50954176e-07|1.67988724e-07|1.50914792e-07,,,,,,,,,,0.009499958017840981,0.0023957950761541724,0.0012513329274952412,0.0015049680368974805
56,2.85,-2.4665950228233626,0.26908284425735474,0.8337456583976746,0.25719350576400757,0.1743222028017044,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.3262571485483932e-07,4.8551203476413646e-14,3.490150993457064e-05,0.0,0.0,0.8337456298597004,0.8337456583976746,-2.8537974205988803e-08,0.0,9.086072770995669e-08,0.0,6.444849056108938e-08,-6.444849056108938e-08,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.3316208210308105,1.405709563056007,0,0,0,0,-1,nan,nan,,,384,1,1,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 384, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.1412847604645079,0,0,nan,nan,0.13262571401889447,filtered,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.08120360160035292,0,1,1,0,0.043630423196683255,0.0,filtered,osqp optimal,1.3262571694874703e-07,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,osqp,2.299851898728059e-10,valid,0.08120360160035292,0.9197984797485931,0|4.78996988e-08|8.24012346e-08|9.11769576e-08|1.01475775e-07|9.11579873e-08,,,,,,,,,,0.009371138992719352,0.0023417118936777115,0.0013075920287519693,0.0014818239724263549
57,2.9000000000000004,-2.466594665195494,0.2690827548503876,0.8337456583976746,0.25719350576400757,0.17432209849357605,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.3262571485483932e-07,5.901018504405903e-15,1.0053876134397122e-12,0.0,0.0,0.8337456298597004,0.8337456583976746,-2.8537974205988803e-08,0.0,9.08607278718779e-08,0.0,6.444849057295488e-08,-6.444849057295488e-08,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.3316208210308105,1.405709563056007,0,0,0,0,-1,nan,nan,,,384,1,1,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 384, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.1412847604645079,0,0,nan,nan,0.13262571694874703,filtered,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.08120357933220246,0,1,1,0,0.043630423196683255,0.0,filtered,osqp optimal,1.3262571660696233e-07,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,osqp,2.2998518988303648e-10,valid,0.08120357933220246,0.9197986159798064,0|4.76786911e-08|8.21103202e-08|9.08654196e-08|1.01104511e-07|9.08345521e-08,,,,,,,,,,0.009309023036621511,0.0024050800129771233,0.0012099950108677149,0.0014684139750897884
58,2.95,-2.466594665195494,0.2690827548503876,0.8337456583976746,0.25719350576400757,0.17432209849357605,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,4.537195863463239e-08,1.7450752238801215e-06,3.4901502658613026e-05,0.0,0.0,0.8337456298597004,0.8337456583976746,-2.8537974205988803e-08,0.0,3.1083933864049506e-08,0.0,2.204816811586602e-08,-2.204816811586602e-08,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.3316208210308105,1.405709563056007,0,0,0,0,-1,nan,nan,,,384,1,1,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 384, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.1412847604645079,0,0,nan,nan,0.13262571660696235,filtered,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.08120358158628757,0,1,1,0,0.043630423196683255,0.0,filtered,osqp optimal,4.537195635547809e-08,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,osqp,7.867914579708509e-11,valid,0.08120358158628757,0.9197985346016384,0|4.76775527e-08|8.21088204e-08|9.08638151e-08|1.01102587e-07|9.0832885e-08,,,,,,,,,,0.009285160922445357,0.002403159043751657,0.001148756011389196,0.0015019100392237306
59,3.0,-2.466594665195494,0.2690827548503876,0.8337456583976746,0.25719350576400757,0.17432209849357605,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,4.5371955081918713e-08,7.10591524857862e-14,3.4901502658613026e-05,0.0,0.0,0.8337456298597004,0.8337456583976746,-2.8537974205988803e-08,0.0,3.108393188925185e-08,0.0,2.204816676345432e-08,-2.204816676345432e-08,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.3316208210308105,1.405709563056007,0,0,0,0,-1,nan,nan,,,384,1,1,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 384, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.1412847604645079,0,0,nan,nan,0.045371956355478096,filtered,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0812035863398351,0,1,1,0,0.043630423196683255,0.0,filtered,osqp optimal,4.537195629919213e-08,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,osqp,7.86791439561053e-11,valid,0.0812035863398351,0.9197985347700475,0|1.65317519e-08|2.83808263e-08|3.13965764e-08|3.495901e-08|3.13979058e-08,,,,,,,,,,0.009464488015510142,0.0023976480588316917,0.001183360000140965,0.0015059279976412654
60,3.0500000000000003,-2.466594903614073,0.26908281445503235,0.8337456583976746,0.25719350576400757,0.17432209849357605,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.3262571485483932e-07,1.7450751101932838e-06,3.4901502658613026e-05,0.0,0.0,0.8337456298597004,0.8337456583976746,-2.8537974205988803e-08,0.0,9.086072690877513e-08,0.0,6.444848993824794e-08,-6.444848993824794e-08,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.33251698303502053,1.7382265460910276,0,0,0,0,-1,nan,nan,,,448,1,1,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 448, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.1412847604645079,0,0,nan,nan,0.045371956299192134,filtered,0,0,4,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.08120358635867944,0,1,1,0,0.043630423196683255,0.0,filtered,osqp optimal,1.3262571206414933e-07,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,osqp,2.2998519979763654e-10,valid,0.08120358635867944,0.919798534869663,0|1.63118796e-08|2.80913573e-08|3.10865933e-08|3.4589642e-08|3.10760742e-08,,,,,,,,,,0.34733118605799973,0.00235451792832464,0.0020530030597001314,0.0033393600024282932
61,3.1,-2.466594665195494,0.2690827548503876,0.8337456583976746,0.25719350576400757,0.17432209849357605,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,4.5371955081918713e-08,1.7450751101932838e-06,6.980300531722605e-05,0.0,0.0,0.8337456298597004,0.8337456583976746,-2.8537974205988803e-08,0.0,3.1083932893285314e-08,0.0,2.204816746019172e-08,-2.204816746019172e-08,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.33251698303502053,1.7382265460910276,0,0,0,0,-1,nan,nan,,,448,1,1,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 448, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.1412847604645079,0,0,nan,nan,0.13262571206414933,filtered,0,0,4,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.08120357645831836,0,1,1,0,0.043630423196683255,0.0,filtered,osqp optimal,4.537195481907717e-08,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,osqp,7.867915007492573e-11,valid,0.08120357645831836,0.9197986376400176,0|4.7456536e-08|8.18179333e-08|9.0552306e-08|1.00731316e-07|9.05095023e-08,,,,,,,,,,0.012053423095494509,0.003189139999449253,0.001653346000239253,0.0018269040156155825
62,3.1500000000000004,-2.466594665195494,0.2690827548503876,0.8337456583976746,0.25719350576400757,0.17432209849357605,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,4.5371955081918713e-08,8.326672684688674e-16,3.4901502658613026e-05,0.0,0.0,0.8337456298597004,0.8337456583976746,-2.8537974205988803e-08,0.0,3.1083932922304775e-08,0.0,2.204816746741512e-08,-2.204816746741512e-08,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.33251698303502053,1.7382265460910276,0,0,0,0,-1,nan,nan,,,448,1,1,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 448, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.1412847604645079,0,0,nan,nan,0.04537195481907717,filtered,0,0,4,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.08120358118805018,0,1,1,0,0.043630423196683255,0.0,filtered,osqp optimal,4.537195476287345e-08,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,osqp,7.867914823976267e-11,valid,0.08120358118805018,0.9197986378082229,0|1.65306104e-08|2.83793215e-08|3.13949644e-08|3.49570929e-08|3.13962347e-08,,,,,,,,,,0.01100188004784286,0.0026005260879173875,0.001578361028805375,0.0021467868937179446
63,3.2,-2.466594665195494,0.2690827548503876,0.8337456583976746,0.25719350576400757,0.17432209849357605,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,4.5371951529205035e-08,3.788658094389975e-14,7.525286817300358e-13,0.0,0.0,0.8337456298597004,0.8337456583976746,-2.8537974205988803e-08,0.0,3.108393288475135e-08,0.0,2.2048167480425362e-08,-2.2048167480425362e-08,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.33251698303502053,1.7382265460910276,0,0,0,0,-1,nan,nan,,,448,1,1,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 448, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.1412847604645079,0,0,nan,nan,0.04537195476287345,filtered,0,0,4,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.08120358120677162,0,1,1,0,0.043630423196683255,0.0,filtered,osqp optimal,4.5371953909008084e-08,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,osqp,7.86791443745859e-11,valid,0.08120358120677162,0.9197986379078372,0|1.63118736e-08|2.80913477e-08|3.10865824e-08|3.45896354e-08|3.10760665e-08,,,,,,,,,,0.009780904045328498,0.0026456339983269572,0.0012779210228472948,0.0016614010091871023
64,3.25,-2.466594665195494,0.2690827548503876,0.8337456583976746,0.25719350576400757,0.17432209849357605,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,4.5371951529205035e-08,5.551115123125783e-16,7.542261086512791e-13,0.0,0.0,0.8337456298597004,0.8337456583976746,-2.8537974205988803e-08,0.0,3.108393290322999e-08,0.0,2.204816748297665e-08,-2.204816748297665e-08,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.33251698303502053,1.7382265460910276,0,0,0,0,-1,nan,nan,,,448,1,1,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 448, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.1412847604645079,0,0,nan,nan,0.045371953909008084,filtered,0,0,4,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.08120358120192336,0,1,1,0,0.043630423196683255,0.0,filtered,osqp optimal,4.5371953870011104e-08,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,osqp,7.867914371255686e-11,valid,0.08120358120192336,0.9197986380072493,0|1.63107442e-08|2.80898607e-08|3.108499e-08|3.45877343e-08|3.10744122e-08,,,,,,,,,,0.009572849958203733,0.0024738479405641556,0.0014268140075728297,0.0015821660635992885
65,3.3000000000000003,-2.466594665195494,0.2690827548503876,0.8337456583976746,0.25719350576400757,0.17432209849357605,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,4.5371951529205035e-08,5.551115123125783e-16,0.0,0.0,0.0,0.8337456298597004,0.8337456583976746,-2.8537974205988803e-08,0.0,3.1083932921708365e-08,0.0,2.204816748552784e-08,-2.204816748552784e-08,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.33251698303502053,1.7382265460910276,0,0,0,0,-1,nan,nan,,,448,1,1,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 448, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.1412847604645079,0,0,nan,nan,0.045371953870011104,filtered,0,0,4,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.08120358119695326,0,1,1,0,0.043630423196683255,0.0,filtered,osqp optimal,4.5371953831014614e-08,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,osqp,7.867914305052782e-11,valid,0.08120358119695326,0.9197986381066604,0|1.63107396e-08|2.80898548e-08|3.10849836e-08|3.45877265e-08|3.10744054e-08,,,,,,,,,,0.012923442991450429,0.003494848031550646,0.0018633200088515878,0.0018461010186001658
66,3.35,-2.466594665195494,0.2690827548503876,0.8337456583976746,0.25719350576400757,0.17432209849357605,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,4.5371951529205035e-08,5.551115123125783e-16,0.0,0.0,0.0,0.8337456298597004,0.8337456583976746,-2.8537974205988803e-08,0.0,3.108393294018675e-08,0.0,2.2048167488079032e-08,-2.2048167488079032e-08,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.33251698303502053,1.7382265460910276,0,0,0,0,-1,nan,nan,,,448,1,1,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 448, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.1412847604645079,0,0,nan,nan,0.04537195383101462,filtered,0,0,4,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.08120358119198268,0,1,1,0,0.043630423196683255,0.0,filtered,osqp optimal,4.537195379201809e-08,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,osqp,7.867914238851201e-11,valid,0.08120358119198268,0.9197986382060716,0|1.63107396e-08|2.80898548e-08|3.10849836e-08|3.45877265e-08|3.10744054e-08,,,,,,,,,,0.009309877059422433,0.002632798976264894,0.0011996440589427948,0.0016611430328339338
