step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
10,0.55,-1.5980374649521383,0.4191878139972687,0.17427115142345428,0.26780906319618225,0.2956750690937042,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.0155622959136963,0.43745189905166626,7.4738850593566895,1.0155622959136963,1.0155622959136963,0.18201969172120505,0.17427115142345428,0.007748540297750767,0.15682300010933303,0.15682297116116528,0.15620881730587602,0.15620878877893724,2.8526938783413058e-08,0.15620881394311112,0,0,disabled,0.0,1,TRACK,direct_path,0,0.6787637009983882,0.6787637009983882,18,1,1,1,6,1.9883905081879931,0.12613558769226074,0.003993136759140394;0.005635222406800044;0.00428019997300495;0.004015434489767419;0.0045193877412004575;0.002632629679241186;0.004857850121869669;0.006544112578697783;0.004846685882828348;0.0019215745141770572;0.002456831398336206;0.00479025176613711;0.004545574857095171;0.004177726382398197;0.005557389242397398;0.004870595766901866;0.00420903458357644;0.007045534987232743,0.12115543335676193;0.12162087112665176;0.12383519858121872;0.12211885303258896;0.12175335735082626;0.12113799899816513;0.12613558769226074;0.12278608232736588;0.12305205315351486;0.1222022995352745;0.12117979675531387;0.12155360728502274;0.12224460393190384;0.12089353054761887;0.12187913805246353;0.12315302342176437;0.12253036350011826;0.12011966854333878,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 47, 'obstacle_contact': 0, 'self_collision': 0}",0.0003839387944672989,65,65,nan,nan,5.275691425308862e-08,filtered,0,0,1,0,0,0,1,2,1.0,0.24714816921540803,1.0155622959136963,0.0,1.0,0.07954370707446529,0,0,0,0,0.1967397704749444,0.0,filtered,osqp optimal,5.449898815508207e-08,0,0,12,joint_3_velocity_upper|joint_4_velocity_upper,predictive_link_4,,,0,0,1,solved,osqp,0.0,valid,0.07954370707446529,0.8479358439145759,3.7868879e-19|0.0358079735|0.11093283|0.116927036|0.166653079|0.166653079,,,,,,,,,,0.01042958302423358,0.0027958580758422613,0.001291150925680995,0.0017759940819814801
11,0.6000000000000001,-2.1777869914503105,0.5920529365539551,0.16036972403526306,0.2550131678581238,0.4118066430091858,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.8448103070259094,9.145513534545898,184.51588439941406,0.7564511895179749,0.7564511895179749,0.1742711522147029,0.16036972403526306,0.013901428179439845,0.4206550233493404,0.28722758378057095,0.4198654839828929,0.2835356105169253,0.13632987346596764,0.41986548588922096,0,0,disabled,0.0,1,SERVO,direct_path,0,0.6787637009983882,0.6787637009983882,18,1,1,1,6,1.9883905081879931,0.12613558769226074,0.003993136759140394;0.005635222406800044;0.00428019997300495;0.004015434489767419;0.0045193877412004575;0.002632629679241186;0.004857850121869669;0.006544112578697783;0.004846685882828348;0.0019215745141770572;0.002456831398336206;0.00479025176613711;0.004545574857095171;0.004177726382398197;0.005557389242397398;0.004870595766901866;0.00420903458357644;0.007045534987232743,0.12115543335676193;0.12162087112665176;0.12383519858121872;0.12211885303258896;0.12175335735082626;0.12113799899816513;0.12613558769226074;0.12278608232736588;0.12305205315351486;0.1222022995352745;0.12117979675531387;0.12155360728502274;0.12224460393190384;0.12089353054761887;0.12187913805246353;0.12315302342176437;0.12253036350011826;0.12011966854333878,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 47, 'obstacle_contact': 0, 'self_collision': 0}",0.0003839387944672989,65,65,nan,nan,5.366385535812907e-08,filtered,1,0,1,0,0,0,1,2,1.0,0.21379522255774097,0.7564511895179749,0.0,1.0,0.07420723560923856,0,0,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.6713605374144467,0,0,12,joint_1_acceleration_lower|joint_3_acceleration_lower|joint_4_acceleration_lower|joint_0_acceleration_upper|joint_2_acceleration_upper,predictive_link_4,,,0,0,1,solved,osqp,0.0,valid,0.07420723560923856,0.8415368918965975,0|0.0328002821|0.101877181|0.106797701|0.154435478|0.154435478,,,,,,,,,,0.02224222698714584,0.006192174972966313,0.003605184960179031,0.003726046998053789
12,0.65,-1.9879079819519032,0.543321967124939,0.14738386869430542,0.24546438455581665,0.3834902346134186,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.6460020542144775,7.015340805053711,188.0376739501953,0.7297715544700623,0.7297715544700623,0.16036973071773014,0.14738386869430542,0.012985862023424721,0.4062030619145644,0.2789263799600821,0.4058451009591736,0.2603950492792902,0.1454500516798834,0.40584511787038635,0,0,disabled,0.0,1,SERVO,direct_path,0,0.6787637009983882,0.6787637009983882,18,1,1,1,6,1.9883905081879931,0.12613558769226074,0.003993136759140394;0.005635222406800044;0.00428019997300495;0.004015434489767419;0.0045193877412004575;0.002632629679241186;0.004857850121869669;0.006544112578697783;0.004846685882828348;0.0019215745141770572;0.002456831398336206;0.00479025176613711;0.004545574857095171;0.004177726382398197;0.005557389242397398;0.004870595766901866;0.00420903458357644;0.007045534987232743,0.12115543335676193;0.12162087112665176;0.12383519858121872;0.12211885303258896;0.12175335735082626;0.12113799899816513;0.12613558769226074;0.12278608232736588;0.12305205315351486;0.1222022995352745;0.12117979675531387;0.12155360728502274;0.12224460393190384;0.12089353054761887;0.12187913805246353;0.12315302342176437;0.12253036350011826;0.12011966854333878,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 47, 'obstacle_contact': 0, 'self_collision': 0}",0.0003839387944672989,65,65,nan,nan,0.8875133606997835,filtered,2,0,1,0,0,0,1,2,1.0,0.03363262284329185,0.7297715544700623,0.0,1.0,0.0453812196549267,0,0,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.4640521651759192,0,1,12,predictive_link_4|joint_3_acceleration_lower|joint_4_acceleration_lower|joint_1_acceleration_upper,predictive_link_4,,,0,0,1,solved,osqp,0.0,valid,0.0453812196549267,0.8335112922620525,2.76910725e-18|0.0880707441|0.232704994|0.238642117|0.284675573|0.284675573,,,,,,,,,,0.023267298005521297,0.007702981005422771,0.004359659040346742,0.0042849399615079165
13,0.7000000000000001,-2.2150948524929275,0.6038235425949097,0.1340663582086563,0.23512884974479675,0.4206394553184509,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.5202228426933289,5.973519802093506,99.6958236694336,0.7175217866897583,0.7175217866897583,0.14738386765106365,0.1340663582086563,0.013317509442407338,0.40004425784945136,0.2780698604389713,0.39981107774134983,0.2674709726148284,0.13234010512652145,0.39981107491132767,0,0,disabled,0.0,1,SERVO,direct_path,0,0.6787637009983882,0.6787637009983882,18,1,1,1,6,1.9883905081879931,0.12613558769226074,0.003993136759140394;0.005635222406800044;0.00428019997300495;0.004015434489767419;0.0045193877412004575;0.002632629679241186;0.004857850121869669;0.006544112578697783;0.004846685882828348;0.0019215745141770572;0.002456831398336206;0.00479025176613711;0.004545574857095171;0.004177726382398197;0.005557389242397398;0.004870595766901866;0.00420903458357644;0.007045534987232743,0.12115543335676193;0.12162087112665176;0.12383519858121872;0.12211885303258896;0.12175335735082626;0.12113799899816513;0.12613558769226074;0.12278608232736588;0.12305205315351486;0.1222022995352745;0.12117979675531387;0.12155360728502274;0.12224460393190384;0.12089353054761887;0.12187913805246353;0.12315302342176437;0.12253036350011826;0.12011966854333878,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 47, 'obstacle_contact': 0, 'self_collision': 0}",0.0003839387944672989,65,65,nan,nan,0.6358868913613653,filtered,3,0,1,0,0,0,1,2,1.0,0.04905342320110175,0.7175217866897583,0.0,1.0,0.04784854771217628,0,0,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.2715749731347529,0,1,12,predictive_link_4|joint_3_acceleration_lower|joint_4_acceleration_lower,predictive_link_2,,,0,0,1,solved,osqp,1.3166815032716883e-07,valid,0.04784854771217628,0.8271341482077623,0|0.0635362502|0.252915269|0.257396189|0.278042266|0.278042266,,,,,,,,,,0.013259597937576473,0.003888949053362012,0.0019042700296267867,0.00244862399995327
14,0.75,-2.0430199690908712,0.5437580347061157,0.12493805587291718,0.2283194363117218,0.38016945123672485,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.36555615067481995,3.283651351928711,116.38323211669922,0.711889386177063,0.711889386177063,0.13406636485588447,0.12493805587291718,0.009128308982967293,0.395547224980639,0.196141698257728,0.3954267065062733,0.18336173583303403,0.2120649706732393,0.3954267261121728,0,0,disabled,0.0,1,SERVO,direct_path,0,0.6787637009983882,0.6787637009983882,18,1,1,1,6,1.9883905081879931,0.12613558769226074,0.003993136759140394;0.005635222406800044;0.00428019997300495;0.004015434489767419;0.0045193877412004575;0.002632629679241186;0.004857850121869669;0.006544112578697783;0.004846685882828348;0.0019215745141770572;0.002456831398336206;0.00479025176613711;0.004545574857095171;0.004177726382398197;0.005557389242397398;0.004870595766901866;0.00420903458357644;0.007045534987232743,0.12115543335676193;0.12162087112665176;0.12383519858121872;0.12211885303258896;0.12175335735082626;0.12113799899816513;0.12613558769226074;0.12278608232736588;0.12305205315351486;0.1222022995352745;0.12117979675531387;0.12155360728502274;0.12224460393190384;0.12089353054761887;0.12187913805246353;0.12315302342176437;0.12253036350011826;0.12011966854333878,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 47, 'obstacle_contact': 0, 'self_collision': 0}",0.0003839387944672989,65,65,nan,nan,0.37849021196645044,filtered,4,0,1,0,1,1,1,2,1.0,0.0,0.711889386177063,0.0,1.0,0.03460375811922109,0,0,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.3880671987550706,0,0,12,,predictive_link_2,,,0,0,1,solved,osqp,0.0,valid,0.03460375811922109,0.8241045654336548,1.68166687e-18|0.0683819115|0.267680602|0.268622765|0.277780399|0.277780399,,,,,,,,,,0.012714706012047827,0.0037762849824503064,0.0018571909749880433,0.002243479946628213
15,0.8,-2.219006420359501,0.5902633666992188,0.11556008458137512,0.22111356258392334,0.40999093651771545,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.372698575258255,0.6940497756004333,66.0904769897461,0.7110679149627686,0.7110679149627686,0.12493806164847968,0.11556008458137512,0.009377977067104554,0.3943144344888531,0.19912719529454004,0.3942565581268639,0.1882462785194702,0.20601027960739368,0.39425657635232275,0,0,disabled,0.0,1,SERVO,direct_path,0,0.6787637009983882,0.6787637009983882,18,1,1,1,6,1.9883905081879931,0.12613558769226074,0.003993136759140394;0.005635222406800044;0.00428019997300495;0.004015434489767419;0.0045193877412004575;0.002632629679241186;0.004857850121869669;0.006544112578697783;0.004846685882828348;0.0019215745141770572;0.002456831398336206;0.00479025176613711;0.004545574857095171;0.004177726382398197;0.005557389242397398;0.004870595766901866;0.00420903458357644;0.007045534987232743,0.12115543335676193;0.12162087112665176;0.12383519858121872;0.12211885303258896;0.12175335735082626;0.12113799899816513;0.12613558769226074;0.12278608232736588;0.12305205315351486;0.1222022995352745;0.12117979675531387;0.12155360728502274;0.12224460393190384;0.12089353054761887;0.12187913805246353;0.12315302342176437;0.12253036350011826;0.12011966854333878,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 47, 'obstacle_contact': 0, 'self_collision': 0}",0.0003839387944672989,65,65,nan,nan,0.5451228888789045,filtered,5,0,1,0,2,1,1,2,1.0,0.0,0.7110679149627686,0.0,1.0,0.037697806785828486,0,0,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.3741960237271974,0,0,12,,predictive_link_2,,,0,0,1,solved,osqp,0.0,valid,0.037697806785828486,0.8225797597797629,6.02223623e-19|0.052976517|0.193023184|0.193023184|0.19622619|0.19622619,,,,,,,,,,0.013599309953860939,0.004450604086741805,0.001896667992696166,0.002228906028904021
16,0.8500000000000001,-2.130381539525025,0.5591518878936768,0.10834181308746338,0.21599262952804565,0.388803094625473,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.3142040967941284,1.5065784454345703,35.25701141357422,0.7077893018722534,0.7077893018722534,0.11556008682418921,0.10834181308746338,0.00721827373672583,0.391658156600398,0.16510095130535457,0.3916394144350217,0.14545202928128637,0.24618738515373534,0.39163942203604063,0,0,disabled,0.0,1,SERVO,direct_path,0,0.6787637009983882,0.6787637009983882,18,1,1,1,6,1.9883905081879931,0.12613558769226074,0.003993136759140394;0.005635222406800044;0.00428019997300495;0.004015434489767419;0.0045193877412004575;0.002632629679241186;0.004857850121869669;0.006544112578697783;0.004846685882828348;0.0019215745141770572;0.002456831398336206;0.00479025176613711;0.004545574857095171;0.004177726382398197;0.005557389242397398;0.004870595766901866;0.00420903458357644;0.007045534987232743,0.12115543335676193;0.12162087112665176;0.12383519858121872;0.12211885303258896;0.12175335735082626;0.12113799899816513;0.12613558769226074;0.12278608232736588;0.12305205315351486;0.1222022995352745;0.12117979675531387;0.12155360728502274;0.12224460393190384;0.12089353054761887;0.12187913805246353;0.12315302342176437;0.12253036350011826;0.12011966854333878,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 47, 'obstacle_contact': 0, 'self_collision': 0}",0.0003839387944672989,65,65,nan,nan,0.5262451249073589,filtered,6,0,1,0,3,1,1,2,1.0,0.0,0.7077893018722534,0.0,1.0,0.029323177206653644,0,0,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.44429677792679717,0,1,12,predictive_link_2,predictive_link_2,,,0,0,1,solved,osqp,8.719655633648848e-08,valid,0.029323177206653644,0.8216643148674566,0|0.0549462529|0.197077654|0.197077654|0.199281786|0.199281786,,,,,,,,,,0.009234753088094294,0.002790889935567975,0.001351641956716776,0.0016587870195508003
17,0.9,-2.2356854028215447,0.5849688053131104,0.10140907019376755,0.21083343029022217,0.405681312084198,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.296943724155426,0.5652841925621033,29.045639038085938,0.6620166897773743,0.6620166897773743,0.10834181244173716,0.10140907019376755,0.006932742247969609,0.3672494937350337,0.15491698793702655,0.367228483262477,0.13950850895314662,0.22771997430933036,0.3672284810737646,0,0,disabled,0.0,1,SERVO,direct_path,0,0.6787637009983882,0.6787637009983882,18,1,1,1,6,1.9883905081879931,0.12613558769226074,0.003993136759140394;0.005635222406800044;0.00428019997300495;0.004015434489767419;0.0045193877412004575;0.002632629679241186;0.004857850121869669;0.006544112578697783;0.004846685882828348;0.0019215745141770572;0.002456831398336206;0.00479025176613711;0.004545574857095171;0.004177726382398197;0.005557389242397398;0.004870595766901866;0.00420903458357644;0.007045534987232743,0.12115543335676193;0.12162087112665176;0.12383519858121872;0.12211885303258896;0.12175335735082626;0.12113799899816513;0.12613558769226074;0.12278608232736588;0.12305205315351486;0.1222022995352745;0.12117979675531387;0.12155360728502274;0.12224460393190384;0.12089353054761887;0.12187913805246353;0.12315302342176437;0.12253036350011826;0.12011966854333878,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 47, 'obstacle_contact': 0, 'self_collision': 0}",0.0003839387944672989,65,65,nan,nan,0.6277246304112504,filtered,7,0,1,0,4,1,1,2,1.0,0.0,0.6620166897773743,0.0,1.0,0.030365589443752145,0,0,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.4074808781528273,0,1,12,predictive_link_2,predictive_link_2,,,0,0,1,solved,osqp,2.8279719704871198e-08,valid,0.030365589443752145,0.8210439368047545,0|0.0543749812|0.165651571|0.165651571|0.16540316|0.16540316,,,,,,,,,,0.01001187996007502,0.0033610849641263485,0.001423745066858828,0.0016318929847329855
18,0.9500000000000001,-2.1775400026465963,0.5644372701644897,0.09592420607805252,0.20678389072418213,0.39055562019348145,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.2467753142118454,1.075032353401184,17.178955078125,0.6182453036308289,0.6182453036308289,0.10140906890872133,0.09592420607805252,0.005484862830668805,0.34379969771585217,0.1262824654505991,0.343776989538552,0.11045842140390687,0.23331856813464513,0.3437769851822422,0,0,disabled,0.0,1,SERVO,direct_path,0,0.6787637009983882,0.6787637009983882,18,1,1,1,6,1.9883905081879931,0.12613558769226074,0.003993136759140394;0.005635222406800044;0.00428019997300495;0.004015434489767419;0.0045193877412004575;0.002632629679241186;0.004857850121869669;0.006544112578697783;0.004846685882828348;0.0019215745141770572;0.002456831398336206;0.00479025176613711;0.004545574857095171;0.004177726382398197;0.005557389242397398;0.004870595766901866;0.00420903458357644;0.007045534987232743,0.12115543335676193;0.12162087112665176;0.12383519858121872;0.12211885303258896;0.12175335735082626;0.12113799899816513;0.12613558769226074;0.12278608232736588;0.12305205315351486;0.1222022995352745;0.12117979675531387;0.12155360728502274;0.12224460393190384;0.12089353054761887;0.12187913805246353;0.12315302342176437;0.12253036350011826;0.12011966854333878,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 47, 'obstacle_contact': 0, 'self_collision': 0}",0.0003839387944672989,65,65,nan,nan,0.6155145095962107,filtered,8,0,1,0,5,1,1,2,1.0,0.0,0.6182453036308289,0.0,1.0,0.02495613059571883,0,0,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.4138271396094921,0,1,12,predictive_link_2,predictive_link_2,,,0,0,1,solved,osqp,3.526489354699347e-08,valid,0.02495613059571883,0.8207821137618754,9.73660857e-19|0.0494506354|0.155101887|0.155101887|0.155176634|0.155176634,,,,,,,,,,0.010519786970689893,0.0029470239533111453,0.001543072983622551,0.001959074055776
19,1.0,-2.231661508525016,0.5766359567642212,0.09084566682577133,0.20287737250328064,0.398390531539917,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.22625622153282166,0.5051499605178833,14.234220504760742,0.584123432636261,0.584123432636261,0.09592420262327109,0.09084566682577133,0.005078535797499756,0.32592530751561244,0.11463213059565601,0.3259046458419552,0.10214048959752296,0.22376415624443224,0.3259046341042577,0,0,disabled,0.0,1,SERVO,direct_path,0,0.6787637009983882,0.6787637009983882,18,1,1,1,6,1.9883905081879931,0.12613558769226074,0.003993136759140394;0.005635222406800044;0.00428019997300495;0.004015434489767419;0.0045193877412004575;0.002632629679241186;0.004857850121869669;0.006544112578697783;0.004846685882828348;0.0019215745141770572;0.002456831398336206;0.00479025176613711;0.004545574857095171;0.004177726382398197;0.005557389242397398;0.004870595766901866;0.00420903458357644;0.007045534987232743,0.12115543335676193;0.12162087112665176;0.12383519858121872;0.12211885303258896;0.12175335735082626;0.12113799899816513;0.12613558769226074;0.12278608232736588;0.12305205315351486;0.1222022995352745;0.12117979675531387;0.12155360728502274;0.12224460393190384;0.12089353054761887;0.12187913805246353;0.12315302342176437;0.12253036350011826;0.12011966854333878,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 47, 'obstacle_contact': 0, 'self_collision': 0}",0.0003839387944672989,65,65,nan,nan,0.6693575142086313,filtered,9,0,1,0,6,1,1,2,1.0,0.0,0.584123432636261,0.0,1.0,0.024045957160200776,0,0,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.3937679197472549,0,1,12,predictive_link_2,predictive_link_2,,,0,0,1,solved,osqp,2.3621893149861073e-08,valid,0.024045957160200776,0.8207325354811316,0|0.0433365151|0.126829757|0.126829757|0.126506131|0.126506131,,,,,,,,,,0.010240201954729855,0.0032426168909296393,0.0015461179427802563,0.0018947969656437635
20,1.05,-2.1904927669924676,0.5625927448272705,0.08668144047260284,0.19964805245399475,0.3871212303638458,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.19323089718818665,0.7107587456703186,7.729897975921631,0.5528090000152588,0.5528090000152588,0.09084566312943551,0.08668144047260284,0.004164222656832667,0.30946875018749626,0.09563489629343604,0.3094509871869029,0.08376045612408947,0.22569053106281342,0.3094509745959362,0,0,disabled,0.0,1,SERVO,direct_path,0,0.6787637009983882,0.6787637009983882,18,1,1,1,6,1.9883905081879931,0.12613558769226074,0.003993136759140394;0.005635222406800044;0.00428019997300495;0.004015434489767419;0.0045193877412004575;0.002632629679241186;0.004857850121869669;0.006544112578697783;0.004846685882828348;0.0019215745141770572;0.002456831398336206;0.00479025176613711;0.004545574857095171;0.004177726382398197;0.005557389242397398;0.004870595766901866;0.00420903458357644;0.007045534987232743,0.12115543335676193;0.12162087112665176;0.12383519858121872;0.12211885303258896;0.12175335735082626;0.12113799899816513;0.12613558769226074;0.12278608232736588;0.12305205315351486;0.1222022995352745;0.12117979675531387;0.12155360728502274;0.12224460393190384;0.12089353054761887;0.12187913805246353;0.12315302342176437;0.12253036350011826;0.12011966854333878,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 47, 'obstacle_contact': 0, 'self_collision': 0}",0.0003839387944672989,65,65,nan,nan,0.6741176568967706,filtered,10,0,1,0,7,1,1,2,1.0,0.0,0.5528090000152588,0.0,1.0,0.020452483532909127,0,0,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.3945806152933212,0,1,12,predictive_link_2,predictive_link_2,,,0,0,1,solved,osqp,3.4806914753215956e-08,valid,0.020452483532909127,0.8208816112936569,0|0.0382048865|0.114809333|0.114809333|0.114813967|0.114813967,,,,,,,,,,0.011062607984058559,0.003136618994176388,0.0014560760464519262,0.0027243009535595775
21,1.1,-2.211992648671223,0.5665696263313293,0.08290103077888489,0.1966257095336914,0.38905009627342224,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.17521628737449646,0.40442582964897156,7.223369598388672,0.526448667049408,0.526448667049408,0.08668144213952222,0.08290103077888489,0.003780411360637337,0.29590128924740255,0.08567844199603093,0.29588614394436186,0.07597068233200471,0.21991546161235714,0.2958861496343728,0,0,disabled,0.0,1,SERVO,direct_path,0,0.6787637009983882,0.6787637009983882,18,1,1,1,6,1.9883905081879931,0.12613558769226074,0.003993136759140394;0.005635222406800044;0.00428019997300495;0.004015434489767419;0.0045193877412004575;0.002632629679241186;0.004857850121869669;0.006544112578697783;0.004846685882828348;0.0019215745141770572;0.002456831398336206;0.00479025176613711;0.004545574857095171;0.004177726382398197;0.005557389242397398;0.004870595766901866;0.00420903458357644;0.007045534987232743,0.12115543335676193;0.12162087112665176;0.12383519858121872;0.12211885303258896;0.12175335735082626;0.12113799899816513;0.12613558769226074;0.12278608232736588;0.12305205315351486;0.1222022995352745;0.12117979675531387;0.12155360728502274;0.12224460393190384;0.12089353054761887;0.12187913805246353;0.12315302342176437;0.12253036350011826;0.12011966854333878,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 47, 'obstacle_contact': 0, 'self_collision': 0}",0.0003839387944672989,65,65,nan,nan,0.713773862730943,filtered,11,0,1,0,8,1,1,2,1.0,0.0,0.526448667049408,0.0,1.0,0.01905524110641582,0,0,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.38233769684809005,0,1,12,predictive_link_2,predictive_link_2,,,0,0,1,solved,osqp,4.4324899389769357e-08,valid,0.01905524110641582,0.8211335732002676,0|0.0334010292|0.0957962314|0.0957962314|0.0957819728|0.0957819728,,,,,,,,,,0.01097200601361692,0.0033425670117139816,0.0014847780112177134,0.0020380659261718392
