episode,step,reset_seed,reset_source,episode_reward,episode_cost,episode_length,success,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,safety_violation_rate,min_distance,mean_risk,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,lambda,alpha
1773,740014,117180818,random,26.16418585869966,0.6135911606252193,14,1,0,0,0,0,0,,0.0,0.40811529755592346,0.04382794004465852,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.009329927153885365
1774,740034,9091,focused,20.450455138642784,1.7794733680784702,20,1,0,0,0,0,0,,0.0,0.4322046935558319,0.08897366840392351,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.009329927153885365
1775,740047,1040320359,random,24.917449285648182,0.5414073616266251,13,1,0,0,0,0,0,,0.0,0.4747724235057831,0.041646720125125006,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.009329927153885365
1776,740287,9199,focused,-83.98216741133983,37.875919073820114,240,0,0,0,0,0,0,,0.0,0.20155970752239227,0.15781632947425048,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.009329927153885365
1777,740302,9145,focused,20.66682285748279,3.2742777913808823,15,1,0,0,0,0,0,,0.0,0.22974035143852234,0.21828518609205882,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.009329927153885365
1778,740315,9066,focused,25.581057010873305,0.2779885195195675,13,1,0,0,0,0,0,,0.0,0.6357981562614441,0.02138373227073596,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.009329927153885365
1779,740328,1620469701,random,25.420107870012874,0.496636550873518,13,1,0,0,0,0,0,,0.0,0.40998342633247375,0.03820281160565523,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.009329927153885365
1780,740343,9058,focused,27.620448171429228,0.6765294633805752,15,1,0,0,0,0,0,,0.0,0.4012546241283417,0.04510196422537168,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.009329927153885365
1781,740466,2003843682,random,-4.263332832761854,14.162159316241741,123,1,0,0,0,0,0,,0.0,0.29151231050491333,0.11513950663611172,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.009329927153885365
1782,740706,9140,focused,-82.25634495530002,38.49978396296501,240,0,0,0,0,0,0,,0.0,0.2599075734615326,0.1604157665123542,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.009329927153885365
1783,740946,9140,focused,-81.20029041328979,37.690371580421925,240,0,0,0,0,0,0,,0.0,0.2635534107685089,0.15704321491842468,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.009329927153885365
1784,741186,160796057,random,-78.47823522148362,28.46949775889516,240,0,0,0,0,0,0,,0.0,0.15874947607517242,0.11862290732872983,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.009329927153885365
1785,741193,9014,focused,23.737794657208703,0.281963175162673,7,1,0,0,0,0,0,,0.0,0.6370928287506104,0.04028045359466757,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.009329927153885365
1786,741201,1841907514,random,21.440637134523374,1.7022020071744919,8,1,0,0,0,0,0,,0.0,0.1856996715068817,0.21277525089681149,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.009329927153885365
1787,741387,9191,focused,-11.91571054902007,17.76141916960478,186,1,0,0,0,0,0,,0.0,0.3211418390274048,0.09549150091185364,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.009329927153885365
1788,741397,1191555984,random,25.107983424279254,0.6745659336447716,10,1,0,0,0,0,0,,0.0,0.3753535747528076,0.06745659336447715,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.009329927153885365
1789,741411,1445992822,random,25.349189607937937,0.45195402950048447,14,1,0,0,0,0,0,,0.0,0.5324372053146362,0.03228243067860603,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.009329927153885365
1790,741425,1495000798,random,25.773956898553998,0.8810847252607346,14,1,0,0,0,0,0,,0.0,0.3063352704048157,0.06293462323290962,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.009329927153885365
1791,741433,2122213044,random,23.835022365847625,0.44701722264289856,8,1,0,0,0,0,0,,0.0,0.3712063729763031,0.05587715283036232,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.009329927153885365
1792,741441,65941504,random,25.488965772461984,0.6477652415633202,8,1,0,0,0,0,0,,0.0,0.38151031732559204,0.08097065519541502,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.009329927153885365
1793,741462,1473300852,random,23.00076100582028,1.9624368399381638,21,1,0,0,0,0,0,,0.0,0.22255346179008484,0.09344937333038875,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.009329927153885365
1794,741475,329262533,random,24.26369481485137,1.885603316128254,13,1,0,0,0,0,0,,0.0,0.1771995723247528,0.1450464089329426,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.009329927153885365
1795,741483,1953077762,random,22.901124527646974,1.4972586706280708,8,1,0,0,0,0,0,,0.0,0.47243162989616394,0.18715733382850885,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.009329927153885365
1796,741498,9100,focused,21.019971137474233,2.8622288033366203,15,1,0,0,0,0,0,,0.0,0.3916049301624298,0.1908152535557747,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.009329927153885365
1797,741520,9091,focused,20.454974392907598,1.889106210321188,22,1,0,0,0,0,0,,0.0,0.43495723605155945,0.08586846410550854,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.009329927153885365
1798,741760,2022750661,random,-71.14006853742163,21.609210643917322,240,0,0,0,0,0,0,,0.0,0.323259562253952,0.09003837768298885,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.009329927153885365
1799,742000,9157,focused,-11.195813043423549,5.37762158177793,240,0,0,0,0,0,0,,0.0,0.5283491015434265,0.022406756590741376,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.009329927153885365
1800,742016,9047,focused,27.214050156283704,0.6924771256744862,16,1,0,0,0,0,0,,0.0,0.34374216198921204,0.043279820354655385,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.009329927153885365
1801,742256,9096,focused,-49.403571810399534,17.105790562927723,240,0,0,0,0,0,0,,0.0,0.3632112741470337,0.07127412734553218,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.009329927153885365
1802,742272,214092083,random,21.464843673572716,2.01986039057374,16,1,0,0,0,0,0,,0.0,0.3962607979774475,0.12624127441085875,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.009329927153885365
1803,742285,9066,focused,25.407109284406047,0.2783763539046049,13,1,0,0,0,0,0,,0.0,0.6357529163360596,0.021413565684969608,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.009329927153885365
1804,742310,9140,focused,17.594484084720158,4.5525316670536995,25,1,0,0,0,0,0,,0.0,0.27191197872161865,0.182101266682148,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.009329927153885365
