step,total_steps,episode,episode_length,latest_reward,latest_cost,episode_reward,episode_cost,risk_global,d_min,success,collision,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_max_constraint_violation,predictive_h_min_m,safety_filter_solve_time_s,lambda,alpha,replay_size
100,20000,0,100,-1.4085023793600024,0.41195324063301086,-129.78039671140968,45.97561290115118,0.41173189878463745,0.147742360830307,0,0,passthrough,0.0,False,0.0,0.027106170428956744,0.008824742399156094,0.0,0.20000000298023224,100
200,20000,0,200,-1.0886812332503044,0.11123672127723694,-263.4553127698078,72.01405595615506,0.0996592789888382,0.35802632570266724,0,0,filtered,0.061804938316345204,False,0.0,0.2221543110974586,0.0031726276502013206,0.0,0.20000000298023224,200
300,20000,1,60,-0.8888568574262701,0.6439120173454285,-32.07426095452491,25.293420888483524,0.598132848739624,0.13749754428863525,0,0,filtered,0.15057011725447575,False,0.0,0.0068058070273463445,0.003044375218451023,0.0,0.20000000298023224,300
400,20000,1,160,-0.2755536835367073,0.03462967649102211,-96.56874663451121,59.24658701196313,0.03462968021631241,0.5081179738044739,0,0,filtered,0.12544411718845366,False,0.0,0.38342105652560765,0.0037339916452765465,0.0,0.20000000298023224,400
500,20000,2,20,-1.29799701732615,0.5990380644798279,-28.713721223713634,11.27288818359375,0.5281926393508911,0.14369982481002808,0,0,filtered,0.30764955834316166,False,0.0,0.005672980666326322,0.002058040350675583,0.0,0.20000000298023224,500
600,20000,2,120,-0.5856811819272116,0.05907028168439865,-108.82876917739823,37.262179374694824,0.05907028168439865,0.411284863948822,0,0,passthrough,0.0,False,0.0,0.27950605851124855,0.008254161104559898,0.0,0.20000000298023224,600
700,20000,2,220,-1.7190293999766235,0.05074173957109451,-234.2282519303335,42.125005923211575,0.0494602806866169,0.5441714525222778,0,0,filtered,0.09517825654987637,False,0.0,0.40785962421810884,0.004155329428613186,0.0,0.20000000298023224,700
800,20000,3,80,-0.2401908838871201,0.10671130567789078,-38.622970189887916,31.026779778301716,0.10671129822731018,0.32343193888664246,0,0,filtered,0.07430731693614162,False,0.0,0.1888956130112729,0.003297804854810238,0.0,0.20000000298023224,800
900,20000,3,180,-0.23171335116068095,0.22891965508460999,-78.26924276765176,61.84865006059408,0.21552124619483948,0.45012539625167847,0,0,filtered,0.13045946328276342,False,0.0,0.30270060103157004,0.0025012949481606483,0.0,0.20000000298023224,900
1000,20000,4,67,-1.031718320940446,0.30154988169670105,-67.00386814926713,34.47588846087456,0.30154988169670105,0.18677669763565063,0,0,filtered,0.10810954332323708,False,2.7755575615628914e-17,0.05018806691186761,0.0024608680978417397,0.0,0.19993998110294342,1000
1100,20000,4,167,-0.6022260201082099,0.06204933300614357,-235.02156145688718,145.73222809657454,0.06204932928085327,0.4034465551376343,0,0,filtered,0.22231388996947699,False,0.0,0.2714739004544302,0.0035587437450885773,0.0,0.19403822720050812,1100
1200,20000,7,2,-0.38613724753890216,0.14058129489421844,-0.7480704861217831,0.3135644942522049,0.1368313878774643,0.5530753135681152,0,0,filtered,0.07947811782360076,False,0.0,0.40635738857678183,0.0029055923223495483,0.0,0.18832038342952728,1200
1300,20000,7,102,-0.2747602609627984,0.163034588098526,-69.80226189035795,31.05558517202735,0.15659424662590027,0.4307989180088043,0,0,filtered,0.008365030586719502,False,0.0,0.2889950958094447,0.003735428676009178,0.0,0.1827942579984665,1300
1400,20000,7,202,-0.2250356085565366,0.153428316116333,-105.1433310420728,56.18994508497417,0.14953160285949707,0.5823297500610352,0,0,filtered,0.09915280640125274,False,0.0,0.4388401988909002,0.0034774206578731537,0.0,0.17744112014770508,1400
1500,20000,8,62,-0.30612117235728986,0.25242653489112854,-33.10338811991746,29.907771602272987,0.25242650508880615,0.20933771133422852,0,0,filtered,0.0760629049174426,False,0.0,0.07844805457196485,0.0031741708517074585,0.0,0.17225202918052673,1500
1600,20000,8,162,-0.26442333056074524,0.03055141121149063,-55.71138977765535,39.74853552132845,0.03055141679942608,0.5359628796577454,0,0,filtered,0.05097757271410476,False,0.0,0.40590273755696116,0.003916516900062561,0.0,0.16722573339939117,1600
1700,20000,9,22,-1.2371518282637872,0.6328226327896118,-22.73473184040374,10.96695201098919,0.5124514102935791,0.17121444642543793,0,0,filtered,0.38341270646413395,False,0.0,0.01568206972559405,0.0029031503945589066,0.0,0.1623612493276596,1700
1800,20000,9,122,-0.6531044583260348,0.06966396421194077,-97.23443104949995,42.73574961721897,0.06966397911310196,0.3854682147502899,0,0,filtered,0.02134563699364661,False,0.0,0.2582998354687007,0.003731507807970047,0.0,0.15763835608959198,1800
1900,20000,9,222,-1.1637346696065562,0.5799825191497803,-178.48709769345143,60.81117904186249,0.4692457616329193,0.1659914255142212,0,0,filtered,0.03664951466077412,False,0.0,0.013011215292414946,0.0034641027450561523,0.0,0.1530667096376419,1900
2000,20000,10,82,-0.09458791839015732,0.0429534874856472,-52.88146159226715,33.28065286204219,0.0429534874856472,0.4658140242099762,0,0,filtered,0.10244953930377959,False,0.0,0.32404893907903604,0.0036070505157113075,0.0,0.1486395299434662,2000
2100,20000,10,182,-0.5006726430636266,0.4257535934448242,-98.46224314078133,60.18849369324744,0.4257536232471466,0.14357508718967438,0,0,passthrough,0.0,False,0.0,0.013960159341295353,0.020575410686433315,0.0,0.1443464607000351,2100
2200,20000,11,42,-0.6933540486682795,0.5563908815383911,-27.320268083805008,22.97844421863556,0.47897031903266907,0.1449834108352661,0,0,filtered,0.07177044393371408,False,0.0,0.0046100980085255205,0.0037391455844044685,0.0,0.14019130170345306,2200
2300,20000,11,142,-0.47976554228474044,0.025451824069023132,-85.99668190319237,46.13484493456781,0.02545182779431343,0.5834085941314697,0,0,filtered,0.07906515595769409,False,0.0,0.45499605588545344,0.005362514406442642,0.0,0.1361645609140396,2300
2400,20000,12,2,-0.5118553066798824,0.4516635835170746,-0.9775614514456903,0.8516308069229126,0.38518357276916504,0.2667073905467987,0,0,filtered,0.09024689187333988,False,0.0,0.11436438937373455,0.0035151541233062744,0.0,0.13227146863937378,2400
2500,20000,12,102,-0.372068323598119,0.2885209321975708,-51.19111877561055,43.41481772065163,0.2885209619998932,0.28710341453552246,0,0,filtered,0.03749824613332747,False,0.0,0.17591865995667122,0.0027783801779150963,0.0,0.12852774560451508,2500
2600,20000,12,202,-0.3667869122754931,0.0784626454114914,-76.87162048561798,49.954084501601756,0.07675351202487946,0.680205762386322,0,0,filtered,0.038095083078717645,False,0.0,0.5284216925203066,0.0023053763434290886,0.0,0.12494859844446182,2600
2700,20000,13,62,-0.8251320280684065,0.38764575123786926,-55.40545568201317,25.008870109915733,0.38764581084251404,0.155256986618042,0,0,passthrough,0.0,False,0.0,0.035360660079922945,0.003133600577712059,0.0,0.12149084359407425,2700
