step,total_steps,episode,episode_length,latest_reward,latest_cost,episode_reward,episode_cost,risk_global,d_min,success,collision,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_max_constraint_violation,predictive_h_min_m,safety_filter_solve_time_s,lambda,alpha,replay_size
2800,20000,13,162,-0.2031273772157849,0.10270628333091736,-95.24568727861292,41.10654008388519,0.09703518450260162,0.4746094048023224,0,0,filtered,0.06422420144081115,False,0.0,0.3399334570731149,0.0032840538769960403,0.0,0.11816596239805222,2800
2900,20000,14,22,-0.3069103674506553,0.11470818519592285,-5.434566357938171,3.4547042548656464,0.0980062484741211,0.33539074659347534,0,0,filtered,0.06648820936679839,False,0.0,0.192587716446683,0.0034884894266724586,0.0,0.114935003221035,2900
3000,20000,14,122,-0.7877214239322259,0.29951637983322144,-88.16551897776279,49.588182121515274,0.29951635003089905,0.18763114511966705,0,0,filtered,0.06735476593748753,False,0.0,0.06433286474471939,0.003113791346549988,0.0,0.11180014908313751,3000
3100,20000,14,222,-0.42265427327976796,0.06958427280187607,-134.24910549029698,56.320276223123074,0.06889542192220688,0.5555592179298401,0,0,filtered,0.03561704158782958,False,0.0,0.4329854596800281,0.0030555250123143196,0.0,0.10878878086805344,3100
3200,20000,15,82,-0.5640208983844244,0.24977995455265045,-63.26610274587977,44.69328038394451,0.24977993965148926,0.2106824815273285,0,0,filtered,0.13307072463035666,False,9.875328853270471e-12,0.0787069319007655,0.004419696517288685,0.0,0.10584182292222977,3200
3300,20000,15,182,-0.24617417055272228,0.021981606259942055,-92.1974613723033,51.24325707182288,0.021981604397296906,0.6314665675163269,0,0,filtered,0.1632621499465991,False,0.0,0.5039003758574111,0.002113780938088894,0.0,0.10297483950853348,3300
3400,20000,16,42,-0.8339906305443681,0.5203656554222107,-27.06335373762178,20.145784243941307,0.4451190233230591,0.14253635704517365,0,0,filtered,0.08631192977352213,False,4.3258974180560017e-10,0.0027773156827215484,0.004921047016978264,0.0,0.10018282383680344,3400
3500,20000,16,142,-0.85896215488076,0.04199716076254845,-110.48725940562623,42.98946901038289,0.04199716076254845,0.4886903166770935,0,0,filtered,0.23098906929151214,False,1.9805931287392164e-10,0.3694263499655837,0.002388862892985344,0.0,0.09747314453125,3500
3600,20000,17,2,-0.6159211413686132,0.26603126525878906,-1.173746807101066,0.4919321537017822,0.2566339373588562,0.4232025146484375,0,0,passthrough,0.0,False,0.0,0.2755089717082865,0.00885133445262909,0.0,0.09483594447374344,3600
3700,20000,17,102,-0.15339499317659402,0.1575639694929123,-15.746884534626986,13.416403675451875,0.150259330868721,0.4907900393009186,0,0,passthrough,0.0,False,0.0,0.34816929691466053,0.009453808888792992,0.0,0.09226401895284653,3700
3800,20000,18,81,-0.8484749301238764,0.5519310832023621,-37.8570617314561,29.34658271819353,0.5184730291366577,0.12891514599323273,0,0,filtered,0.32800862556772087,False,2.3300390991631836e-09,0.000645343878174609,0.004624524153769016,0.0,0.08977060765028,3800
3900,20000,18,181,-0.07492884576606672,0.03753213584423065,-115.40852100567587,74.16202788054943,0.03753214329481125,0.49162009358406067,0,0,filtered,0.0015307135879993328,False,0.0,0.3632034074767156,0.0035510938614606857,0.0,0.0873703807592392,3900
4000,20000,19,41,-0.5282158510682393,0.42196765542030334,-28.23299005270995,17.340132817626,0.38808900117874146,0.15511438250541687,0,0,passthrough,0.0,False,0.0,0.016976945811140676,0.004258986562490463,0.0,0.08503420650959015,4000
4100,20000,19,141,-0.3689125308024813,0.12297296524047852,-56.51069504722649,26.798663204535842,0.11807293444871902,0.41516128182411194,0,0,filtered,0.2313809703744282,False,0.0,0.283273769991758,0.004468156956136227,0.0,0.08278331160545349,4100
4200,20000,20,1,-0.3504323269535934,0.3357365131378174,-0.3504323269535934,0.3357365131378174,0.2822250425815582,0.32000237703323364,0,0,passthrough,0.0,False,0.0,0.15734678979590616,0.00395750068128109,0.0,0.08060334622859955,4200
4300,20000,21,71,-4.298696772223282,3.800000011920929,-132.25212567137098,102.23570615053177,0.800000011920929,0.06986469775438309,0,0,safe_stop_projection_failed,0.4702713442852848,True,0.0571489172168784,-0.05480639530657733,0.24350603111088276,0.0,0.07849708944559097,4300
4400,20000,21,171,-0.4171225389205858,0.07167430222034454,-207.85855009430136,130.06113579310477,0.06898875534534454,0.43505844473838806,0,0,filtered,0.16481739929199837,False,0.0,0.30903286856571077,0.0024716295301914215,0.0,0.07646933943033218,4400
4500,20000,22,31,-1.065657602693398,0.6609746217727661,-11.435269310425534,10.978517800569534,0.6117464303970337,0.16042234003543854,0,0,filtered,0.007471529919125711,False,0.0,0.030574812499823245,0.0021488331258296967,0.0,0.0745154470205307,4500
4600,20000,22,131,-0.2326758771833238,0.01757705584168434,-55.86451157924299,35.66800978407264,0.01757705584168434,0.7492169737815857,0,0,filtered,0.03677504308679787,False,0.0,0.61895398539027,0.0031149694696068764,0.0,0.07259912043809891,4600
4700,20000,22,231,-0.4579458881515259,0.18251456320285797,-84.06876173032366,43.67263578437269,0.17269590497016907,0.3290925621986389,0,0,filtered,0.2815858242794508,False,0.0,0.20186360825514266,0.0035362429916858673,0.0,0.07074753940105438,4700
4800,20000,23,91,-0.5009074730178185,0.08071856200695038,-45.75946238839326,15.10814468562603,0.08071856945753098,0.36339059472084045,0,0,filtered,0.0531435730572351,False,0.0,0.23482594422718878,0.002433723770081997,0.0,0.06894665211439133,4800
4900,20000,23,191,-4.313811774725481,3.8243632912635803,-177.92800715316758,111.80080206692219,0.8243632316589355,0.06690032035112381,0,0,safe_stop_projection_failed,0.4551047947403406,True,0.147223999472055,-0.05351034424319642,0.18244686536490917,0.0,0.06718844175338745,4900
5000,20000,24,65,-2.0270147576596154,0.6608385443687439,-79.88018224617079,30.778573155403137,0.6270303726196289,0.12822751700878143,0,0,filtered,0.36066608355464996,False,8.664535103286575e-09,0.000662555845250351,0.00686992984265089,0.0,0.06548488140106201,5000
5100,20000,24,165,-0.4188547900101333,0.0880458727478981,-159.64878472187425,59.984827771782875,0.08479999750852585,0.35616710782051086,0,0,passthrough,0.0,False,0.0,0.2256340280008432,0.002053060568869114,0.0,0.06382830440998077,5100
5200,20000,25,25,-0.9757324936667692,0.6300843954086304,-18.142198255765003,8.180683121085167,0.5357227325439453,0.1800583302974701,0,0,filtered,0.09857206884240803,False,0.0,0.03418136921077275,0.00351549219340086,0.0,0.062216728925704956,5200
5300,20000,25,125,-0.6887862667580955,0.07458846271038055,-87.6109704211703,25.287876650691032,0.07377970963716507,0.5745404958724976,0,0,passthrough,0.0,False,0.0,0.44653516158529893,0.003207397647202015,0.0,0.06064620614051819,5300
5400,20000,25,225,-0.3479506123270315,0.023299794644117355,-145.03669644117738,31.965462109073997,0.023299796506762505,0.6108852028846741,0,0,passthrough,0.0,False,0.0,0.48396579055518407,0.0034165875986218452,0.0,0.05911075323820114,5400
5500,20000,26,85,-0.2531226081140153,0.06634428352117538,-47.03676954196137,35.237358540296555,0.06634428352117538,0.3929773271083832,0,0,passthrough,0.0,False,0.0,0.25894705600137935,0.003553161397576332,0.0,0.0576326884329319,5500
5600,20000,26,185,-1.6031300932594288,0.36677122116088867,-136.88277602673264,75.19744038581848,0.36677122116088867,0.16217346489429474,0,0,filtered,0.22749341555424113,False,6.938893903907228e-18,0.04025511637560175,0.0031426670029759407,0.0,0.056180600076913834,5600
5700,20000,27,45,-0.8362479653352705,0.28877371549606323,-54.74917381544526,12.73875543475151,0.2887737452983856,0.19224873185157776,0,0,passthrough,0.0,False,0.0,0.07031928670326121,0.003394016996026039,0.0,0.05476498231291771,5700
5800,20000,27,145,-0.7661501544779789,0.2631794214248657,-111.58593625679796,35.44134749099612,0.2631794512271881,0.2040238380432129,0,0,filtered,0.08741562541866563,False,0.0,0.0782836753443179,0.003652246668934822,0.0,0.05339578539133072,5800
5900,20000,28,5,-0.9560072811186228,0.139176145195961,-4.576205261594726,0.8095741271972656,0.13684353232383728,0.5250238180160522,0,0,passthrough,0.0,False,0.0,0.3601608539837416,0.003543897531926632,0.0,0.05206326022744179,5900
6000,20000,28,105,-0.44430042673115516,0.2857072353363037,-62.036588186006796,18.58812490850687,0.2655283510684967,0.28865721821784973,0,0,passthrough,0.0,False,0.0,0.15647019616893,0.003930032253265381,0.0,0.05077274888753891,6000
6100,20000,28,205,-0.3061715814924416,0.13819678127765656,-100.73432384748934,50.29294929653406,0.13819678127765656,0.2880368232727051,0,0,passthrough,0.0,False,0.0,0.15800313099439806,0.003201741725206375,0.0,0.04952307790517807,6100
6200,20000,29,65,-0.6208478572867583,0.47352248430252075,-38.04849797549722,20.388969779014587,0.419996440410614,0.14671392738819122,0,0,filtered,0.05230809673666953,False,0.0,0.01078897480063501,0.0034959008917212486,0.0,0.04829810932278633,6200
6300,20000,29,165,-0.5581886532333596,0.16031140089035034,-94.25626583687608,69.85664074122906,0.13494554162025452,0.2912445366382599,0,0,passthrough,0.0,False,0.0,0.14327016651248992,0.003401581197977066,0.0,0.04711037129163742,6300
6400,20000,31,7,-0.5344585342647787,0.27013838291168213,-3.6192281609535835,1.581787332892418,0.25278612971305847,0.3278200328350067,0,0,filtered,0.024209949374198902,False,0.0,0.19634395034558227,0.0036484887823462486,0.0,0.04595028981566429,6400
6500,20000,31,107,-1.938722826922385,0.21101590991020203,-146.40078045654892,45.52587829530239,0.20362918078899384,0.23693837225437164,0,0,filtered,0.13411186837164807,False,4.690585334206354e-09,0.10553120977354119,0.004604603163897991,0.0,0.0448208749294281,6500
6600,20000,31,207,-1.879984043587756,0.3572908043861389,-319.6881034474135,59.81971640884876,0.34749290347099304,0.24656112492084503,0,0,filtered,0.17887750008845327,False,2.7755575615628914e-17,0.12721850938283585,0.003047145903110504,0.0,0.043706055730581284,6600
6700,20000,32,67,-0.5607486000518216,0.4640982449054718,-44.07597060692462,36.4606773853302,0.46409815549850464,0.13286693394184113,0,0,passthrough,0.0,False,0.0,0.009210470667851967,0.0041492898017168045,0.0,0.04262104257941246,6700
6800,20000,32,167,-0.1297679964437271,0.15788482129573822,-116.1331138901135,84.57398864626884,0.1578848659992218,0.27025464177131653,0,0,passthrough,0.0,False,0.0,0.14085517475731074,0.003343750722706318,0.0,0.04157571122050285,6800
6900,20000,33,40,-0.2771541126333287,0.24241842329502106,-10.06860251403993,9.436791867017746,0.2338695377111435,0.22092163562774658,0,0,filtered,0.002060338109731663,False,0.0,0.0954523853650841,0.003372875042259693,0.0,0.04056581109762192,6900
7000,20000,33,140,-1.7969496586292373,0.5109120607376099,-86.19433964250759,38.71869561076164,0.38011434674263,0.15872181951999664,0,0,filtered,0.34162641455127246,False,0.0,0.001989135335800807,0.0035287467762827873,0.0,0.039598412811756134,7000
7100,20000,34,80,-0.5814621400166814,0.14573025703430176,-116.72904208969359,77.74541829526424,0.132253497838974,0.37754201889038086,0,0,filtered,0.17812992268162478,False,9.076964874177307e-12,0.23775848907743863,0.0039594462141394615,0.0,0.038658373057842255,7100
7200,20000,34,180,-0.6480043549865289,0.329019159078598,-161.27397225471924,92.06090172380209,0.30206769704818726,0.23902475833892822,0,0,filtered,0.16694116231893524,False,0.0,0.10574925317577061,0.003853919915854931,0.0,0.03773963078856468,7200
7300,20000,36,39,-0.513522332668556,0.3869593143463135,-12.335042241883908,9.924747064709663,0.3524985909461975,0.20246721804141998,0,0,passthrough,0.0,False,0.0,0.07016983396396614,0.0035527637228369713,0.0,0.03684443607926369,7300
7400,20000,37,39,-0.6517002656179876,0.3793019950389862,-17.191488124234812,11.768407344818115,0.33513936400413513,0.20101319253444672,0,0,filtered,0.21430757335744863,False,6.938893903907228e-18,0.05867834571976199,0.003942486830055714,0.0,0.035994481295347214,7400
7500,20000,37,139,-0.9255726955420599,0.40158551931381226,-83.05161907473855,47.04162980616093,0.3775681257247925,0.24541032314300537,0,0,filtered,0.038014969120547575,False,0.0,0.11876655798209107,0.0035689305514097214,0.0,0.035169847309589386,7500
7600,20000,37,239,-0.5333437194274502,0.034543443471193314,-152.15548907421658,73.64968468993902,0.03454344719648361,0.5086445808410645,0,0,filtered,0.2401638473615522,False,0.0,0.3812589947349764,0.003736281767487526,0.0,0.034387052059173584,7600
7700,20000,38,99,-0.14065648109716022,0.05579955875873566,-28.582252388509506,23.064473006874323,0.05579954758286476,0.4205247163772583,0,0,filtered,0.018996554613113392,False,0.0,0.29293229392482456,0.0030574025586247444,0.0,0.033626653254032135,7700
7800,20000,38,199,-0.45003876080457195,0.2368411272764206,-44.97588511538107,31.053906187415123,0.21956424415111542,0.31165406107902527,0,0,passthrough,0.0,False,0.0,0.17964977905999302,0.006878032349050045,0.0,0.03290770575404167,7800
7900,20000,39,59,-0.3317168421323743,0.11863639205694199,-27.01937652913902,16.881620213389397,0.11863637715578079,0.30877241492271423,0,0,passthrough,0.0,False,0.0,0.1849461377840224,0.0036021843552589417,0.0,0.032203566282987595,7900
8000,20000,39,159,-0.4399181227549991,0.3937511742115021,-62.31478369244021,39.369110614061356,0.3937511444091797,0.1533072143793106,0,0,passthrough,0.0,False,0.0,0.031682882173320215,0.0034730983898043633,0.0,0.03151706978678703,8000
8100,20000,40,19,-0.4740729900328654,0.34470629692077637,-14.336114612691032,6.4747355580329895,0.3003603219985962,0.2545643746852875,0,0,filtered,0.06624038815498351,False,0.0,0.10322989027628993,0.003629223443567753,0.0,0.03086470253765583,8100
8200,20000,40,119,-1.0398256697686885,0.378345787525177,-69.72951093134505,25.23845723643899,0.35496699810028076,0.2655736207962036,0,0,passthrough,0.0,False,0.0,0.13872359784591354,0.0020258408039808273,0.0,0.030252013355493546,8200
8300,20000,40,219,-1.4227800840822975,0.5658368468284607,-144.25557893619046,58.14666846767068,0.42545264959335327,0.16942642629146576,0,0,filtered,0.4518251378681542,False,0.0,0.008941831233553077,0.0038835974410176277,0.0,0.029649758711457253,8300
8400,20000,41,79,-0.5978194749487205,0.3638179898262024,-38.83869085959069,21.172418046742678,0.31797051429748535,0.34279313683509827,0,0,passthrough,0.0,False,0.0,0.1832328291016478,0.003587929531931877,0.0,0.02902247942984104,8400
8500,20000,41,179,-0.7332141213394245,0.19600188732147217,-99.83647302398005,48.58751497603953,0.1878211796283722,0.43456602096557617,0,0,filtered,0.04683678150177001,False,0.0,0.29930783353233803,0.00360190961509943,0.0,0.028436528518795967,8500
8600,20000,42,39,-0.7746898555457236,0.2447224259376526,-16.002039704468665,8.010208584368229,0.20452971756458282,0.2568017244338989,0,0,passthrough,0.0,False,0.0,0.11352950544193985,0.003301188349723816,0.0,0.027874233201146126,8600
8700,20000,42,139,-0.2851751013254652,0.42061689496040344,-57.84982168395892,30.150936940684915,0.3841986656188965,0.26151448488235474,0,0,passthrough,0.0,False,0.0,0.12711360815816514,0.0020746299996972084,0.0,0.027334274724125862,8700
8800,20000,43,79,0.08493586490600136,0.08802638947963715,-37.63158045355423,14.917403817176819,0.08802638947963715,0.3697167932987213,0,0,passthrough,0.0,False,0.0,0.2516766001275561,0.004055785946547985,0.0,0.026819581165909767,8800
8900,20000,43,179,-0.4541547361932675,0.07481580972671509,-88.38850826870423,45.28932684287429,0.07481580972671509,0.37467247247695923,0,0,passthrough,0.0,False,0.0,0.24745511026281736,0.0037264274433255196,0.0,0.026322850957512856,8900
9000,20000,44,39,-0.3916459952993,0.14322789013385773,-24.176224749293006,10.765233740210533,0.14322790503501892,0.2921416759490967,0,0,passthrough,0.0,False,0.0,0.1659540771567305,0.0025398163124918938,0.0,0.025869788601994514,9000
9100,20000,44,139,-4.206451080451789,3.800000011920929,-143.12282200390038,102.61379277519882,0.800000011920929,0.10810316354036331,0,0,filtered,0.34504798291120675,False,0.0,-0.0222514049684302,0.0024369992315769196,0.0,0.02540924958884716,9100
9200,20000,45,71,-0.3530852053304832,0.34655827283859253,-23.580697510078586,15.943511098623276,0.34655824303627014,0.19628016650676727,0,0,passthrough,0.0,False,0.0,0.07905062119620754,0.0032883966341614723,0.0,0.024961737915873528,9200
9300,20000,45,171,-0.9240645386333756,0.019863635301589966,-63.47426978943515,28.69029126688838,0.019863637164235115,0.6743727922439575,0,0,passthrough,0.0,False,0.0,0.546299746761569,0.0036266520619392395,0.0,0.024536846205592155,9300
9400,20000,46,31,-0.4564530296400383,0.16857264935970306,-17.913234894136888,4.482344850897789,0.16138845682144165,0.3372964859008789,0,0,passthrough,0.0,False,0.0,0.21289460940612365,0.003708619624376297,0.0,0.024094432592391968,9400
9500,20000,47,50,-0.5259920391453592,0.283119797706604,-27.75176459080599,15.326394408941269,0.2831198275089264,0.1947523057460785,0,0,filtered,0.01569147892296313,False,0.0,0.06804439529342499,0.0034007076174020767,0.0,0.023663852363824844,9500
9600,20000,47,150,-0.2475182277443676,0.0850801095366478,-52.15429254871021,24.76597060635686,0.08486276865005493,0.7867748141288757,0,0,passthrough,0.0,False,0.0,0.6570698718359597,0.0025972407311201096,0.0,0.023254316300153732,9600
9700,20000,48,10,-0.23310878479272396,0.1980145126581192,-2.803117233766523,2.0738586634397507,0.18210239708423615,0.2514742910861969,0,0,passthrough,0.0,False,0.0,0.12025914849038749,0.0036100558936595917,0.0,0.022855522111058235,9700
9800,20000,48,110,-0.34170305843742377,0.3492562174797058,-67.89206394924182,47.85518591105938,0.3492562472820282,0.17979955673217773,0,0,passthrough,0.0,False,0.0,0.06132767162781377,0.0034563448280096054,0.0,0.022484786808490753,9800
9900,20000,48,210,-0.3014820498335576,0.04157060384750366,-85.4857774406604,59.033512994647026,0.040994059294462204,0.6104570031166077,0,0,passthrough,0.0,False,0.0,0.4809044142280118,0.004489989951252937,0.0,0.022153783589601517,9900
10000,20000,49,70,-0.2267703992836585,0.03217228129506111,-38.128169712537506,18.882382463663816,0.03217228874564171,0.524111807346344,0,0,passthrough,0.0,False,0.0,0.38915086870070315,0.0037081176415085793,0.0,0.02185416780412197,10000
10100,20000,49,170,-0.7563527944373962,0.4560864567756653,-94.21194201883944,43.641066865995526,0.45585814118385315,0.13508881628513336,0,0,passthrough,0.0,False,0.0,0.012886432477413945,0.002882346510887146,0.0,0.021566659212112427,10100
10200,20000,50,30,-0.4707663868390158,0.12270360440015793,-4.927542656848671,5.032476648688316,0.0999632179737091,0.3325965702533722,0,0,passthrough,0.0,False,0.0,0.18068220785031736,0.0036225952208042145,0.0,0.021260380744934082,10200
10300,20000,50,130,-0.43188805040641526,0.3409704864025116,-27.934818466362593,20.630622424185276,0.3086704909801483,0.2737206816673279,0,0,passthrough,0.0,False,0.0,0.1362710471586801,0.0031291507184505463,0.0,0.02098718099296093,10300
10400,20000,50,230,-0.3268526034090489,0.23491498827934265,-58.11621522868465,38.63322127982974,0.1994740515947342,0.2876637279987335,0,0,filtered,0.005415841192007054,False,0.0,0.1416335593070392,0.0037167510017752647,0.0,0.02072395756840706,10400
10500,20000,51,90,-0.9090621772848585,0.6949039697647095,-48.08928951407402,35.675770804286,0.6875976920127869,0.13475815951824188,0,0,filtered,0.014723501354455937,False,0.0,0.015180056582163592,0.0023506786674261093,0.0,0.020489081740379333,10500
10600,20000,51,190,-0.42936688202898293,0.1493285894393921,-92.31664408724082,56.15755741298199,0.13407400250434875,0.303316205739975,0,0,filtered,0.054832953214645375,False,0.0,0.16911091447314341,0.003954402171075344,0.0,0.020261600613594055,10600
10700,20000,52,50,-0.045445395307663436,0.050310034304857254,-30.40767807090133,14.298205073922873,0.050310030579566956,0.43783602118492126,0,0,filtered,0.0062682509422302135,False,0.0,0.29778311938029567,0.003035786561667919,0.0,0.02005888894200325,10700
10800,20000,52,150,-0.24888760423788206,0.11462806910276413,-77.8707858810649,35.99673657305539,0.11187156289815903,0.5474070310592651,0,0,passthrough,0.0,False,0.0,0.41550518914832557,0.0031694751232862473,0.0,0.019870249554514885,10800
10900,20000,53,10,-0.6073515677091199,0.10965865850448608,-6.293436789800099,2.3580356538295746,0.09203198552131653,0.3443470001220703,0,0,passthrough,0.0,False,0.0,0.19698915951490914,0.003574039787054062,0.0,0.019735164940357208,10900
11000,20000,53,110,-0.18761047677057932,0.020039524883031845,-32.51164953317393,12.947802873328328,0.020039524883031845,0.6701640486717224,0,0,passthrough,0.0,False,0.0,0.5425840518773989,0.004646081477403641,0.0,0.019567672163248062,11000
11100,20000,53,210,-0.6889896109289606,0.5854077339172363,-60.15271241780398,30.991941524669528,0.5563322901725769,0.17344291508197784,0,0,passthrough,0.0,False,0.0,0.04904936419580186,0.002992764115333557,0.0,0.01941324584186077,11100
11200,20000,54,70,-0.11142763959470402,0.02358398027718067,-14.257933095078188,12.391425421461463,0.02358398213982582,0.6068755388259888,0,0,filtered,0.07157054175680815,False,0.0,0.46715565556222194,0.0037267403677105904,0.0,0.019313817843794823,11200
11300,20000,54,170,-0.15272661093865536,0.17967401444911957,-42.71738704470265,33.990969855338335,0.1677672564983368,0.41743817925453186,0,0,passthrough,0.0,False,0.0,0.2975091018943937,0.0035349689424037933,0.0,0.019230443984270096,11300
