step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_goal_velocity_primary_mps,safety_filter_goal_velocity_secondary_used,safety_filter_goal_velocity_secondary_status,safety_filter_command_alignment_previous,safety_filter_command_sign_change,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,safety_filter_goal_velocity_audit_status,safety_filter_max_feasible_goal_velocity_mps,safety_filter_projected_goal_velocity_mps,safety_filter_goal_velocity_feasibility_gap_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-0.6899091307932241,0.1285402923822403,0.37349197268486023,0.3562472462654114,0.0847533643245697,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.4161970317363739,8.32394027709961,166.4788055419922,1.5630403757095337,1.5630403757095337,0.37961270475138376,0.37349197268486023,0.0061207320665235265,0.5248689779650568,0.14430554223139125,0.44654331144475923,0.12266697765119783,0.3238763337935614,0.44654330050408925,0,0,disabled,0.0,1,TRACK,direct_path,0,1.4423279679613188,1.4423279679613188,63,1,1,1,62,1.3287197653045286,0.3522372245788574,0.002067646886073043;0.0017442406381903061;0.00409645166192643;0.0030167425995652275;0.008048881255997979;0.012976571945485576;0.005060349890080129;0.007161255452646879;0.0089245446775467;0.005949302858506747;0.007017211110497198;0.015841763478242118;0.012525157078234529;0.012743891066781206;0.017845486352553244;0.007856456375044006;0.0026761827352652385;0.006211561927855412;0.011659929356130184;0.010014864953971149;0.0033614269374952458;0.007536563532284509;0.006230361735739354;0.006469900591516258;0.008916853706307284;0.010411924170291955;0.01854909406501301;0.005503325744300233;0.006602301959370399;0.006206089832866951;0.0034014033101634504;0.006170930771945505;0.00978386707504945;0.009458105314816107;0.011157884956251373;0.00629193714713645;0.0024037026256843756;0.009153857182516286;0.00504570020998403;0.004995216088449672;0.007209836503412908;0.010804027288171111;0.00403902074785271;0.016053317706927358;0.01820498772382496;0.008638626020192861;0.009402028169885956;0.014658592797891877;0.006662067657705726;0.005732935710052539;0.017065524472891214;0.006964295639110335;0.009097537715796614;0.008572357334261831;0.008648887665348833;0.00943190075402811;0.011872745811047953;0.006879997359641102;0.006555785152517526;0.004297805172778653;0.0053905513609627176;0.005218626641631903;0.008796131200713828,0.5206049084663391;0.5206279754638672;0.5371376276016235;0.529319167137146;0.4808432161808014;0.5432931780815125;0.5077691078186035;0.509793221950531;0.4408120810985565;0.5204675197601318;0.4453056752681732;0.543177604675293;0.4496619403362274;0.4820519983768463;0.518980085849762;0.4779954254627228;0.49491575360298157;0.5231652855873108;0.5277650356292725;0.5366834402084351;0.5471513867378235;0.4657510221004486;0.5428787469863892;0.4595196545124054;0.5234018564224243;0.551628589630127;0.5391958355903625;0.5335805416107178;0.5039263963699341;0.4937056005001068;0.5385595560073853;0.4929582178592682;0.5185033679008484;0.45593079924583435;0.4998686611652374;0.5429262518882751;0.5520749688148499;0.5186194777488708;0.5375036001205444;0.4950365722179413;0.5059313178062439;0.5249115824699402;0.525001585483551;0.5390470027923584;0.5362479090690613;0.4471590220928192;0.455858439207077;0.5126447677612305;0.5339149832725525;0.5184792876243591;0.5187169909477234;0.5363220572471619;0.4894475042819977;0.5001413226127625;0.5372524261474609;0.5452194213867188;0.5089291334152222;0.5141603946685791;0.5400671362876892;0.5508571267127991;0.5353030562400818;0.524098813533783;0.5179866552352905,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 2, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.0017442406381903061,65,63,nan,nan,0.0,not_enabled,0,0,1,0,0,0,1,2,1.0,0.8348512552225832,1.5630403757095337,0.0,1.0,0.17357620083561331,0,0,0,0,0.17357620083561331,0.0,filtered,linprog goal-velocity priority optimal,1.1560639918857882,0,0,12,joint_0_acceleration_lower|joint_1_acceleration_lower|joint_2_acceleration_upper|joint_3_acceleration_upper,predictive_link_2,,,0,0,0,optimal; continuity_tiebreak,0.12766697593898557,1,continuity_tiebreak,0.0,0,goal_velocity_linprog,0.0,valid,0.17357620083561331,0.9732209240824542,0|0|0|0|0|0,0.536257275|0.32270535|0.173576201|0.180576201|0.187191187|0.190191187,0.714918322|0.501366396|0.352237247|0.359237247|0.365852233|0.368852233,0.656257275|0.44270535|0.293576201|0.300576201|0.307191187|0.310191187,0|0|0|0|0|0,0|0.0537064002|0.0810907666|0.0810907666|0.0739220889|0.0739220889,0|0|0|0|0|0,2.1450291|1.3445278|0.77539557|0.80339557|0.822686835|0.834686835,optimal,0.12766697593898557,0.12266697765119783,0.004999998287787744,0.325474292|0.610304356|0.60009402,0|-0|-0,0.013943404075689614,0.0025013190461322665,0.0012733589392155409,0.005910200998187065
1,0.1,-0.5308948986396684,0.12082113325595856,0.36125150322914124,0.36420562863349915,0.08027329295873642,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.8325356245040894,8.326774597167969,0.2048015594482422,1.557961344718933,1.557961344718933,0.37349197965484593,0.36125150322914124,0.012240476425704694,0.5219149803273472,0.28734879280716885,0.44568832218281956,0.24520484040807655,0.200483481774743,0.4456883305001101,0,0,disabled,0.0,1,TRACK,direct_path,0,1.4423279679613188,1.4423279679613188,63,1,1,1,62,1.3287197653045286,0.3522372245788574,0.002067646886073043;0.0017442406381903061;0.00409645166192643;0.0030167425995652275;0.008048881255997979;0.012976571945485576;0.005060349890080129;0.007161255452646879;0.0089245446775467;0.005949302858506747;0.007017211110497198;0.015841763478242118;0.012525157078234529;0.012743891066781206;0.017845486352553244;0.007856456375044006;0.0026761827352652385;0.006211561927855412;0.011659929356130184;0.010014864953971149;0.0033614269374952458;0.007536563532284509;0.006230361735739354;0.006469900591516258;0.008916853706307284;0.010411924170291955;0.01854909406501301;0.005503325744300233;0.006602301959370399;0.006206089832866951;0.0034014033101634504;0.006170930771945505;0.00978386707504945;0.009458105314816107;0.011157884956251373;0.00629193714713645;0.0024037026256843756;0.009153857182516286;0.00504570020998403;0.004995216088449672;0.007209836503412908;0.010804027288171111;0.00403902074785271;0.016053317706927358;0.01820498772382496;0.008638626020192861;0.009402028169885956;0.014658592797891877;0.006662067657705726;0.005732935710052539;0.017065524472891214;0.006964295639110335;0.009097537715796614;0.008572357334261831;0.008648887665348833;0.00943190075402811;0.011872745811047953;0.006879997359641102;0.006555785152517526;0.004297805172778653;0.0053905513609627176;0.005218626641631903;0.008796131200713828,0.5206049084663391;0.5206279754638672;0.5371376276016235;0.529319167137146;0.4808432161808014;0.5432931780815125;0.5077691078186035;0.509793221950531;0.4408120810985565;0.5204675197601318;0.4453056752681732;0.543177604675293;0.4496619403362274;0.4820519983768463;0.518980085849762;0.4779954254627228;0.49491575360298157;0.5231652855873108;0.5277650356292725;0.5366834402084351;0.5471513867378235;0.4657510221004486;0.5428787469863892;0.4595196545124054;0.5234018564224243;0.551628589630127;0.5391958355903625;0.5335805416107178;0.5039263963699341;0.4937056005001068;0.5385595560073853;0.4929582178592682;0.5185033679008484;0.45593079924583435;0.4998686611652374;0.5429262518882751;0.5520749688148499;0.5186194777488708;0.5375036001205444;0.4950365722179413;0.5059313178062439;0.5249115824699402;0.525001585483551;0.5390470027923584;0.5362479090690613;0.4471590220928192;0.455858439207077;0.5126447677612305;0.5339149832725525;0.5184792876243591;0.5187169909477234;0.5363220572471619;0.4894475042819977;0.5001413226127625;0.5372524261474609;0.5452194213867188;0.5089291334152222;0.5141603946685791;0.5400671362876892;0.5508571267127991;0.5353030562400818;0.524098813533783;0.5179866552352905,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 2, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.0017442406381903061,65,63,nan,nan,0.7396251625048389,filtered,0,0,1,0,0,0,1,2,1.0,0.8614159722482287,1.557961344718933,0.0,1.0,0.1778265555597166,0,0,0,0,0.17357620083561331,0.0,filtered,linprog goal-velocity priority optimal,0.7518545025836838,0,0,12,joint_0_acceleration_lower|joint_1_acceleration_lower|joint_2_acceleration_upper|joint_3_acceleration_upper,predictive_link_2,,,0,0,0,optimal; continuity_tiebreak,0.25020483847712915,1,continuity_tiebreak,0.9999999403953552,0,goal_velocity_linprog,0.0,valid,0.1778265555597166,0.9684143475064776,0|0.0890382244|0.122940863|0.122940863|0.143646829|0.143646829,0.536497604|0.325608067|0.177826556|0.184826556|0.191089844|0.194089844,0.714918321|0.504028785|0.356247273|0.363247273|0.369510561|0.372510561,0.656497604|0.445608067|0.297826556|0.304826556|0.311089844|0.314089844,0|0|0|0|0|0,0|0.106080481|0.160911188|0.160911188|0.147189608|0.147189608,0|0|0|0|0|0,2.14599042|1.40851275|0.87221741|0.90021741|0.911548983|0.923548983,optimal,0.25020483847712915,0.24520484040807655,0.0049999980690526025,0.325474292|0.610304356|0.60009402,0|-0|-0,0.01521814102306962,0.0028218920342624187,0.001310474006459117,0.006312617915682495
2,0.15000000000000002,-0.35377375251787757,0.11039040982723236,0.34292250871658325,0.3759097158908844,0.07420160621404648,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.2491375207901,8.332058906555176,0.37949085235595703,1.5480058193206787,1.5480058193206787,0.3612515191103666,0.34292250871658325,0.018329010393783374,0.5159501981664233,0.42719442474827996,0.4437866759068171,0.3672679367077112,0.0765187391991059,0.4437866954164279,0,0,disabled,0.0,1,TRACK,direct_path,0,1.4423279679613188,1.4423279679613188,63,1,1,1,62,1.3287197653045286,0.3522372245788574,0.002067646886073043;0.0017442406381903061;0.00409645166192643;0.0030167425995652275;0.008048881255997979;0.012976571945485576;0.005060349890080129;0.007161255452646879;0.0089245446775467;0.005949302858506747;0.007017211110497198;0.015841763478242118;0.012525157078234529;0.012743891066781206;0.017845486352553244;0.007856456375044006;0.0026761827352652385;0.006211561927855412;0.011659929356130184;0.010014864953971149;0.0033614269374952458;0.007536563532284509;0.006230361735739354;0.006469900591516258;0.008916853706307284;0.010411924170291955;0.01854909406501301;0.005503325744300233;0.006602301959370399;0.006206089832866951;0.0034014033101634504;0.006170930771945505;0.00978386707504945;0.009458105314816107;0.011157884956251373;0.00629193714713645;0.0024037026256843756;0.009153857182516286;0.00504570020998403;0.004995216088449672;0.007209836503412908;0.010804027288171111;0.00403902074785271;0.016053317706927358;0.01820498772382496;0.008638626020192861;0.009402028169885956;0.014658592797891877;0.006662067657705726;0.005732935710052539;0.017065524472891214;0.006964295639110335;0.009097537715796614;0.008572357334261831;0.008648887665348833;0.00943190075402811;0.011872745811047953;0.006879997359641102;0.006555785152517526;0.004297805172778653;0.0053905513609627176;0.005218626641631903;0.008796131200713828,0.5206049084663391;0.5206279754638672;0.5371376276016235;0.529319167137146;0.4808432161808014;0.5432931780815125;0.5077691078186035;0.509793221950531;0.4408120810985565;0.5204675197601318;0.4453056752681732;0.543177604675293;0.4496619403362274;0.4820519983768463;0.518980085849762;0.4779954254627228;0.49491575360298157;0.5231652855873108;0.5277650356292725;0.5366834402084351;0.5471513867378235;0.4657510221004486;0.5428787469863892;0.4595196545124054;0.5234018564224243;0.551628589630127;0.5391958355903625;0.5335805416107178;0.5039263963699341;0.4937056005001068;0.5385595560073853;0.4929582178592682;0.5185033679008484;0.45593079924583435;0.4998686611652374;0.5429262518882751;0.5520749688148499;0.5186194777488708;0.5375036001205444;0.4950365722179413;0.5059313178062439;0.5249115824699402;0.525001585483551;0.5390470027923584;0.5362479090690613;0.4471590220928192;0.455858439207077;0.5126447677612305;0.5339149832725525;0.5184792876243591;0.5187169909477234;0.5363220572471619;0.4894475042819977;0.5001413226127625;0.5372524261474609;0.5452194213867188;0.5089291334152222;0.5141603946685791;0.5400671362876892;0.5508571267127991;0.5353030562400818;0.524098813533783;0.5179866552352905,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 2, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.0017442406381903061,65,63,nan,nan,0.4825886759849767,filtered,0,0,1,0,0,0,1,2,1.0,0.9141909452401882,1.5480058193206787,0.0,1.0,0.18627055123843012,0,0,0,0,0.17357620083561331,0.0,filtered,linprog goal-velocity priority optimal,0.37198111363387115,0,0,12,joint_0_acceleration_lower|joint_1_acceleration_lower|joint_2_acceleration_upper|joint_3_acceleration_upper,workspace_x_lower,,,0,0,0,optimal; continuity_tiebreak,0.37226792578545176,1,continuity_tiebreak,0.9999996423721313,0,goal_velocity_linprog,0.0,valid,0.18627055123843012,0.9587012814024811,0|0.17714199|0.242945159|0.242945159|0.284712663|0.284712663,0.536983257|0.331325145|0.186270551|0.193270551|0.198873971|0.201873971,0.714918321|0.509260209|0.364205615|0.371205615|0.376809035|0.379809035,0.656983257|0.451325145|0.306270551|0.313270551|0.318873971|0.321873971,0|0|0|0|0|0,0|0.154940443|0.237353559|0.237353559|0.218526862|0.218526862,0|0|0|0|0|0,2.14793303|1.48024102|0.982435764|1.01043576|1.01402275|1.02602275,optimal,0.37226792578545176,0.36726793670771113,0.00499998907774063,0.325474292|0.610304356|0.60009402,0|-0|-0,0.01583257596939802,0.003427795018069446,0.001085663097910583,0.006809054990299046
3,0.2,-0.22139138697851307,0.09979648143053055,0.32144463062286377,0.389145165681839,0.06801248341798782,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.4750739336013794,4.641083717346191,80.00159454345703,1.5335413217544556,1.5335413217544556,0.34292251157247383,0.32144463062286377,0.021477880949610062,0.5068632697296287,0.4956360114286182,0.4404683291996984,0.43067034044250324,0.009797988757195175,0.44046833286795967,0,0,disabled,0.0,1,TRACK,direct_path,0,1.4423279679613188,1.4423279679613188,63,1,1,1,62,1.3287197653045286,0.3522372245788574,0.002067646886073043;0.0017442406381903061;0.00409645166192643;0.0030167425995652275;0.008048881255997979;0.012976571945485576;0.005060349890080129;0.007161255452646879;0.0089245446775467;0.005949302858506747;0.007017211110497198;0.015841763478242118;0.012525157078234529;0.012743891066781206;0.017845486352553244;0.007856456375044006;0.0026761827352652385;0.006211561927855412;0.011659929356130184;0.010014864953971149;0.0033614269374952458;0.007536563532284509;0.006230361735739354;0.006469900591516258;0.008916853706307284;0.010411924170291955;0.01854909406501301;0.005503325744300233;0.006602301959370399;0.006206089832866951;0.0034014033101634504;0.006170930771945505;0.00978386707504945;0.009458105314816107;0.011157884956251373;0.00629193714713645;0.0024037026256843756;0.009153857182516286;0.00504570020998403;0.004995216088449672;0.007209836503412908;0.010804027288171111;0.00403902074785271;0.016053317706927358;0.01820498772382496;0.008638626020192861;0.009402028169885956;0.014658592797891877;0.006662067657705726;0.005732935710052539;0.017065524472891214;0.006964295639110335;0.009097537715796614;0.008572357334261831;0.008648887665348833;0.00943190075402811;0.011872745811047953;0.006879997359641102;0.006555785152517526;0.004297805172778653;0.0053905513609627176;0.005218626641631903;0.008796131200713828,0.5206049084663391;0.5206279754638672;0.5371376276016235;0.529319167137146;0.4808432161808014;0.5432931780815125;0.5077691078186035;0.509793221950531;0.4408120810985565;0.5204675197601318;0.4453056752681732;0.543177604675293;0.4496619403362274;0.4820519983768463;0.518980085849762;0.4779954254627228;0.49491575360298157;0.5231652855873108;0.5277650356292725;0.5366834402084351;0.5471513867378235;0.4657510221004486;0.5428787469863892;0.4595196545124054;0.5234018564224243;0.551628589630127;0.5391958355903625;0.5335805416107178;0.5039263963699341;0.4937056005001068;0.5385595560073853;0.4929582178592682;0.5185033679008484;0.45593079924583435;0.4998686611652374;0.5429262518882751;0.5520749688148499;0.5186194777488708;0.5375036001205444;0.4950365722179413;0.5059313178062439;0.5249115824699402;0.525001585483551;0.5390470027923584;0.5362479090690613;0.4471590220928192;0.455858439207077;0.5126447677612305;0.5339149832725525;0.5184792876243591;0.5187169909477234;0.5363220572471619;0.4894475042819977;0.5001413226127625;0.5372524261474609;0.5452194213867188;0.5089291334152222;0.5141603946685791;0.5400671362876892;0.5508571267127991;0.5353030562400818;0.524098813533783;0.5179866552352905,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 2, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.0017442406381903061,65,63,nan,nan,0.24029697368780564,filtered,0,0,1,0,0,0,1,2,1.0,0.9919704161975096,1.5335413217544556,0.0,1.0,0.19871526659160155,0,0,0,0,0.17357620083561331,0.0,filtered,linprog goal-velocity priority optimal,0.16130916494547506,0,0,12,joint_0_velocity_lower|joint_1_velocity_lower|joint_2_velocity_upper|joint_3_velocity_upper,workspace_x_lower,,,0,0,0,optimal; continuity_tiebreak,0.43567034737624943,1,continuity_tiebreak,0.9992397427558899,0,goal_velocity_linprog,0.0,valid,0.19871526659160155,0.9438890875566845,0|0.263731033|0.357801159|0.357801159|0.421242839|0.421242839,0.537723867|0.339647909|0.198715267|0.205715267|0.210435344|0.213435344,0.714918321|0.516842363|0.375909721|0.382909721|0.387629798|0.390629798,0.657723867|0.459647909|0.318715267|0.325715267|0.330435344|0.333435344,0|0|0|0|0|0,0|0.172970856|0.269378219|0.269378219|0.254134658|0.254134658,0|0|0|0|0|0,2.15089547|1.53156249|1.06423929|1.09223929|1.09587603|1.10787603,optimal,0.43567034737624943,0.43067034044250335,0.005000006933746082,0.325474292|0.610304356|0.60009402,0|-0|-0,0.01707980700302869,0.0029820180498063564,0.0015521770110353827,0.008364432025700808
4,0.25,-0.15194862335832177,0.09067455679178238,0.29972341656684875,0.4018925726413727,0.06266340613365173,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.516666293144226,2.3748605251312256,80.0010986328125,1.515191674232483,1.515191674232483,0.32144463481616137,0.29972341656684875,0.021721218249312613,0.4957614525309531,0.4960331644613908,0.4355737719106409,0.4358103468674377,-0.00023657495679679785,0.43557377759277177,0,0,disabled,0.0,1,TRACK,direct_path,0,1.4423279679613188,1.4423279679613188,63,1,1,1,62,1.3287197653045286,0.3522372245788574,0.002067646886073043;0.0017442406381903061;0.00409645166192643;0.0030167425995652275;0.008048881255997979;0.012976571945485576;0.005060349890080129;0.007161255452646879;0.0089245446775467;0.005949302858506747;0.007017211110497198;0.015841763478242118;0.012525157078234529;0.012743891066781206;0.017845486352553244;0.007856456375044006;0.0026761827352652385;0.006211561927855412;0.011659929356130184;0.010014864953971149;0.0033614269374952458;0.007536563532284509;0.006230361735739354;0.006469900591516258;0.008916853706307284;0.010411924170291955;0.01854909406501301;0.005503325744300233;0.006602301959370399;0.006206089832866951;0.0034014033101634504;0.006170930771945505;0.00978386707504945;0.009458105314816107;0.011157884956251373;0.00629193714713645;0.0024037026256843756;0.009153857182516286;0.00504570020998403;0.004995216088449672;0.007209836503412908;0.010804027288171111;0.00403902074785271;0.016053317706927358;0.01820498772382496;0.008638626020192861;0.009402028169885956;0.014658592797891877;0.006662067657705726;0.005732935710052539;0.017065524472891214;0.006964295639110335;0.009097537715796614;0.008572357334261831;0.008648887665348833;0.00943190075402811;0.011872745811047953;0.006879997359641102;0.006555785152517526;0.004297805172778653;0.0053905513609627176;0.005218626641631903;0.008796131200713828,0.5206049084663391;0.5206279754638672;0.5371376276016235;0.529319167137146;0.4808432161808014;0.5432931780815125;0.5077691078186035;0.509793221950531;0.4408120810985565;0.5204675197601318;0.4453056752681732;0.543177604675293;0.4496619403362274;0.4820519983768463;0.518980085849762;0.4779954254627228;0.49491575360298157;0.5231652855873108;0.5277650356292725;0.5366834402084351;0.5471513867378235;0.4657510221004486;0.5428787469863892;0.4595196545124054;0.5234018564224243;0.551628589630127;0.5391958355903625;0.5335805416107178;0.5039263963699341;0.4937056005001068;0.5385595560073853;0.4929582178592682;0.5185033679008484;0.45593079924583435;0.4998686611652374;0.5429262518882751;0.5520749688148499;0.5186194777488708;0.5375036001205444;0.4950365722179413;0.5059313178062439;0.5249115824699402;0.525001585483551;0.5390470027923584;0.5362479090690613;0.4471590220928192;0.455858439207077;0.5126447677612305;0.5339149832725525;0.5184792876243591;0.5187169909477234;0.5363220572471619;0.4894475042819977;0.5001413226127625;0.5372524261474609;0.5452194213867188;0.5089291334152222;0.5141603946685791;0.5400671362876892;0.5508571267127991;0.5353030562400818;0.524098813533783;0.5179866552352905,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 2, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.0017442406381903061,65,63,nan,nan,0.10518736121236597,filtered,0,0,1,0,0,0,1,2,1.0,1.0,1.515191674232483,0.0,1.0,0.21283212489591985,0,0,0,0,0.17357620083561331,0.0,filtered,linprog goal-velocity priority optimal,0.0038457139778016207,0,0,12,joint_0_velocity_lower|joint_1_velocity_lower|joint_2_velocity_upper|joint_3_velocity_upper,workspace_x_lower,,,0,0,0,optimal; continuity_tiebreak,0.44081035382415573,1,continuity_tiebreak,0.9972353577613831,0,goal_velocity_linprog,0.0,valid,0.21283212489591985,0.9262603280075261,3.03596171e-19|0.305261398|0.40847164|0.40847164|0.487625618|0.487625618,0.538605305|0.348938269|0.212832125|0.219832125|0.223862637|0.226862637,0.714918321|0.525251286|0.389145141|0.396145141|0.400175653|0.403175653,0.658605305|0.468938269|0.332832125|0.339832125|0.343862637|0.346862637,0|0|0|0|0|0,2.10803938e-19|0.163232251|0.259929486|0.259929486|0.255527391|0.255527391,0|0|0|0|0|0,2.15442122|1.55898533|1.11125799|1.13925799|1.15097794|1.16297794,optimal,0.44081035382415573,0.43581034686743775,0.005000006956717984,0.325474292|0.610304356|0.60009402,0|-0|-0,0.016834284062497318,0.0028951719868928194,0.002231113030575216,0.007165926042944193
