step,total_steps,episode,episode_length,latest_reward,latest_cost,episode_reward,episode_cost,risk_global,d_min,success,collision,lambda,alpha,replay_size
100,100000,3,23,-0.17618698509429756,0.6010474562644958,-2.5022909304842207,8.027928963303566,0.6010474562644958,0.17208774387836456,0,0,0.10374999570156408,0.20000000298023224,100
200,100000,6,21,-1.0054592895786527,3.873490571975708,-19.109197917357275,24.220121696591377,0.873490571975708,0.07094556093215942,0,0,0.11060989233972486,0.20000000298023224,200
300,100000,8,65,-0.5093059834419102,0.16697028279304504,-33.141250756022515,166.48347656428814,0.16697028279304504,0.26286032795906067,0,0,0.11736423115403181,0.20000000298023224,300
400,100000,8,165,-0.35250200087844924,0.07041356712579727,-76.66944379020413,172.50515877082944,0.07041356712579727,0.5909942984580994,0,0,0.11736423115403181,0.20000000298023224,400
500,100000,9,25,-0.18705457924344984,0.27439969778060913,-4.807023256635987,4.240152806043625,0.27439969778060913,0.2918365001678467,0,0,0.12090403919640876,0.20000000298023224,500
600,100000,11,5,-0.4808689253342598,0.27824798226356506,-2.4831995529045794,1.3151328414678574,0.27824798226356506,0.30033865571022034,0,0,0.12768207352537325,0.20000000298023224,600
700,100000,11,105,-1.1357758807358145,0.27065783739089966,-96.73447053453683,122.86434830725193,0.27065783739089966,0.370346337556839,0,0,0.12768207352537325,0.20000000298023224,700
800,100000,11,205,-1.2066459858358496,0.08547259867191315,-220.01284326838305,146.13084711879492,0.08547259867191315,0.35501736402511597,0,0,0.12768207352537325,0.20000000298023224,800
900,100000,13,25,-0.7233243032599015,0.16057875752449036,-17.78315688903051,2.5562958419322968,0.16057875752449036,0.36303362250328064,0,0,0.13403906808595534,0.20000000298023224,900
1000,100000,13,125,-0.9965486976543809,3.8585174679756165,-89.61877297858194,188.1262274235487,0.8585174679756165,0.048154693096876144,0,0,0.13403906808595534,0.19993998110294342,1000
1100,100000,13,225,-0.29698417113381204,0.3237551152706146,-136.15476356925004,462.29210935533047,0.3237551152706146,0.17782233655452728,0,0,0.13403906808595534,0.19403131306171417,1100
1200,100000,15,29,-0.36461437646141603,0.3017297387123108,-8.353996540063086,10.061768934130669,0.3017297387123108,0.1867014318704605,0,0,0.14133331081009795,0.1883164495229721,1200
1300,100000,15,129,-0.7404979079873476,0.026303479447960854,-73.74991537636309,37.16331525333226,0.026303479447960854,0.5740634799003601,0,0,0.14133331081009795,0.18279264867305756,1300
1400,100000,15,229,-0.9378957226593059,0.06615530699491501,-157.24446640650115,40.147324034012854,0.06615530699491501,0.7561887502670288,0,0,0.14133331081009795,0.17744506895542145,1400
1500,100000,16,89,-0.5424681424839585,0.02695406973361969,-49.58908726750799,93.55443849414587,0.02695406973361969,0.5673848390579224,0,0,0.14453295383145895,0.1722591072320938,1500
1600,100000,16,189,-0.48058968135973834,0.04467637091875076,-98.95645213728882,116.45405665040016,0.04467637091875076,0.4586527943611145,0,0,0.14453295383145895,0.16723155975341797,1600
1700,100000,18,4,-1.0257653013535153,0.5860591530799866,-3.6505065417890497,1.9193365573883057,0.5860591530799866,0.2044306844472885,0,0,0.15060595761669876,0.16234970092773438,1700
1800,100000,19,88,0.0018993920804302178,0.03441314399242401,-6.798661243562785,89.56938207522035,0.03441314399242401,0.5094447135925293,0,0,0.15449068507616465,0.15762266516685486,1800
1900,100000,19,188,-0.024543313979261898,0.06234322860836983,-9.263104669976816,108.79151895828545,0.06234322860836983,0.4027003049850464,0,0,0.15449068507616465,0.15303976833820343,1900
2000,100000,21,20,-0.29583371057014235,0.3796279728412628,-5.396963201474205,4.746837913990021,0.3796279728412628,0.24753586947917938,0,0,0.1619440393123639,0.1485905647277832,2000
2100,100000,21,120,-0.6540053964372055,0.05070190504193306,-57.95734542433654,172.41764996945858,0.05070190504193306,0.4365139603614807,0,0,0.1619440393123639,0.14427697658538818,2100
2200,100000,21,220,-0.6799610931377859,0.05522313714027405,-121.11731844262232,175.53180450759828,0.05522313714027405,0.7072815895080566,0,0,0.1619440393123639,0.14009758830070496,2200
2300,100000,23,52,-0.09967879690747966,0.10962537676095963,-5.986844807717059,5.71656821668148,0.10962537676095963,0.3196808993816376,0,0,0.1700243981786296,0.13604946434497833,2300
2400,100000,23,152,-0.21101288666141044,0.12135691940784454,-18.935744208308382,39.10240609943867,0.12135691940784454,0.3056648373603821,0,0,0.1700243981786296,0.1321229785680771,2400
