step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_capsule_overlap,collision_pybullet_contact,unavoidable_collision,avoidable_collision,collision_avoidability_reason,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-0.3166072067961472,0.11787980794906616,0.41265055537223816,0.540108323097229,0.11507304012775421,0.35,2,0,0,0,0,0,0,,,,nan,0,0.36933013796806335,7.386602401733398,147.73204040527344,0.4184257686138153,1.0,0.3801363903637148,0,0,0,0,0.3801363903637148,0.0,filtered,0.06165037956940105,0,0,12,,workspace_y_upper,0,0,1,solved,osqp,0.0,valid,0.3801363903637148,0.627629344|0.625349668|0.38013639|0.502501046|0.485684761|0.551272149,0.777629344|0.775349668|0.53013639|0.652501046|0.635684761|0.701272149,0.747629344|0.745349668|0.50013639|0.622501046|0.605684761|0.671272149,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.016661236|-0.0803651539|-0.0901695159|-0.123343453,-0.113266431|-0.134447744|-0.13643671|-0.136165049|-0.133638612|-0.132630357,2.39725094|2.36695093|1.36744762|1.79347398|1.71893092|1.94911479,0.682041109|-0.591921985|0.418797731,-0.0538051613|0.126739845|0.0193143599,0.004195510409772396,0.000815502367913723,0.0008507389575242996,0.001531992107629776
1,0.1,-0.23947576162581555,0.16943922638893127,0.3986521363258362,0.5260686874389648,0.16798704862594604,0.35,2,0,0,0,0,0,0,,,,nan,0,0.6784547567367554,6.450602054595947,57.35502243041992,0.6784540414810181,1.0,0.3696316057589918,0,0,0,0,0.3801363903637148,0.0,filtered,9.468339904494243e-07,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.3696316057589918,0.621889083|0.618242166|0.369631606|0.491424248|0.475047058|0.538477724,0.771889083|0.768242166|0.519631606|0.641424248|0.625047058|0.688477724,0.741889083|0.738242166|0.489631606|0.611424248|0.595047058|0.658477724,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0339377251|-0.153790187|-0.172260504|-0.226171292,-0.112920827|-0.1343169|-0.13643359|-0.136191399|-0.133586779|-0.132673217,2.3746355|2.33865177|1.30815511|1.6757154|1.59434095|1.79506639,0.679351032|-0.585584819|0.419763327,-0.0538051613|0.126739845|0.0193143599,0.003965141251683235,0.0008060894906520844,0.000798606313765049,0.0014019347727298737
2,0.15000000000000002,-0.16845591213775785,0.15935172140598297,0.3827963173389435,0.5144528150558472,0.1584535390138626,0.35,2,0,0,0,0,0,0,,,,nan,0,0.7756659388542175,3.7985408306121826,127.84239196777344,0.7756649851799011,1.0,0.3555994548077571,0,0,0,0,0.3801363903637148,0.0,filtered,1.3936965047963424e-06,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.3555994548077571,0.616087973|0.609617226|0.355599455|0.476375167|0.46074928|0.520462381,0.766087973|0.759617226|0.505599455|0.626375167|0.61074928|0.670462381,0.736087973|0.729617226|0.475599455|0.596375167|0.58074928|0.640462381,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0241376344|-0.117060131|-0.126619618|-0.207872062,-0.112573725|-0.134224718|-0.136380246|-0.136189098|-0.133449917|-0.132705004,2.35177817|2.30424418|1.26187994|1.65225144|1.58292759|1.74127246,0.676660955|-0.579247653|0.420728922,-0.0538051613|0.126739845|0.0193143599,0.0065435441210865974,0.0014741579070687294,0.0015102699398994446,0.0019280584529042244
3,0.2,-0.1586634494938437,0.09371189028024673,0.3709648847579956,0.5086787343025208,0.09272504597902298,0.35,2,0,0,0,0,0,0,,,,nan,0,0.7517130374908447,5.184066295623779,95.360595703125,0.7410162687301636,1.0,0.34399807159627593,0,0,0,0,0.3801363903637148,0.0,filtered,0.08439052458419018,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.34399807159627593,0.610314841|0.602188387|0.343998072|0.463391614|0.449209797|0.503506521,0.760314841|0.752188387|0.493998072|0.613391614|0.599209797|0.653506521,0.730314841|0.722188387|0.463998072|0.583391614|0.569209797|0.623506521,0.15|0.15|0.15|0.15|0.15|0.15,0|0|1.31838856e-05|-0.00658089532|0.00176982859|-0.0942017729,-0.112218973|-0.134050637|-0.136279051|-0.136210126|-0.133324845|-0.132859344,2.32904039|2.27470291|1.23972642|1.71077543|1.66528417|1.78696497,0.673970878|-0.572910488|0.421694517,-0.0538051613|0.126739845|0.0193143599,0.00429849699139595,0.000900796614587307,0.0008572414517402649,0.001297234557569027
4,0.25,-0.17927556720953425,0.05444540083408356,0.36305925250053406,0.5083383321762085,0.05340521037578583,0.35,2,0,0,0,0,0,0,,,,nan,0,0.785426139831543,5.922419548034668,67.56109619140625,0.785426139831543,1.0,0.3382495945983838,0,0,0,0,0.3801363903637148,0.0,passthrough,5.8205053949628295e-12,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.3382495945983838,0.604648327|0.596727488|0.338249595|0.456330153|0.444388546|0.492394134,0.754648327|0.746727488|0.488249595|0.606330153|0.594388546|0.642394134,0.724648327|0.716727488|0.458249595|0.576330153|0.564388546|0.612394134,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0273005894|0.0932451579|0.11670039|0.00456165919,-0.111851844|-0.13381336|-0.136102358|-0.136218955|-0.133203361|-0.133086132,2.30674146|2.25309659|1.24419661|1.78234682|1.76105121|1.84105206,0.671280801|-0.566573322|0.422660112,-0.0538051613|0.126739845|0.0193143599,0.003888774663209915,0.000813058577477932,0.000815054401755333,0.0013101622462272644
5,0.30000000000000004,-0.17577732770729454,0.09111948311328888,0.3537697196006775,0.5042673945426941,0.08998014777898788,0.35,2,0,0,0,0,0,0,,,,nan,0,0.7855437994003296,3.9539949893951416,155.06939697265625,0.7855426669120789,1.0,0.33793729929597893,0,0,0,0,0.3801363903637148,0.0,filtered,1.4572558263084755e-06,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.33793729929597893,0.599078306|0.594252417|0.337937299|0.454734073|0.445623073|0.486383248,0.749078306|0.744252417|0.487937299|0.604734073|0.595623073|0.636383248,0.719078306|0.714252417|0.457937299|0.574734073|0.565623073|0.606383248,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0165931686|0.0186564625|0.0281272947|-0.0828146109,-0.111473088|-0.133403495|-0.135908666|-0.136270158|-0.133169203|-0.133465876,2.28484014|2.24360617|1.2324337|1.7013226|1.67745039|1.72925251,0.668590724|-0.560236156|0.423625708,-0.0538051613|0.126739845|0.0193143599,0.003852744586765766,0.0007998133078217506,0.0008607180789113045,0.001276569440960884
6,0.35000000000000003,-0.19663058888257362,0.1445344239473343,0.3433932960033417,0.49704277515411377,0.14324235916137695,0.35,2,0,0,0,0,0,0,,,,nan,0,0.8192840814590454,5.5080647468566895,93.7781753540039,0.819283127784729,1.0,0.33390282049840214,0,0,0,0,0.3801363903637148,0.0,filtered,1.1887943469553725e-06,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.33390282049840214,0.593451284|0.590830573|0.33390282|0.449165792|0.44259284|0.475704861,0.743451284|0.740830573|0.48390282|0.599165792|0.59259284|0.625704861,0.713451284|0.710830573|0.45390282|0.569165792|0.56259284|0.595704861,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.00911218412|-0.0469221401|-0.0545092925|-0.164882317,-0.11109188|-0.13298619|-0.13565713|-0.136264506|-0.133051957|-0.133769799,2.26271326|2.2303361|1.20906634|1.61347652|1.58281011|1.60416733,0.665900648|-0.55389899|0.424591303,-0.0538051613|0.126739845|0.0193143599,0.0038644270971417427,0.0008151810616254807,0.0008120434358716011,0.0012897280976176262
7,0.4,-0.1738121802452659,0.1328289955854416,0.33328622579574585,0.49236011505126953,0.13137713074684143,0.35,2,0,0,0,0,0,0,,,,nan,0,0.892469048500061,2.7404956817626953,123.86209869384766,0.892468273639679,1.0,0.32672999001181846,0,0,0,0,0.3801363903637148,0.0,filtered,1.135838493764452e-06,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.32672999001181846,0.5877658|0.586451424|0.32672999|0.439962992|0.435498846|0.460825163,0.7377658|0.736451424|0.47672999|0.589962992|0.585498846|0.610825163,0.7077658|0.706451424|0.44672999|0.559962992|0.555498846|0.580825163,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0218115079|-0.0118366226|-0.014212583|-0.144110643,-0.110707964|-0.132577261|-0.135299813|-0.136194601|-0.132836197|-0.134037731,2.24035523|2.21322843|1.19343165|1.61182075|1.5949466|1.56515228,0.663210571|-0.547561824|0.425556898,-0.0538051613|0.126739845|0.0193143599,0.003982272930443287,0.0008367551490664482,0.0008679190650582314,0.0012843161821365356
8,0.45,-0.19963841507171942,0.06576906889677048,0.3286122977733612,0.492847204208374,0.06422112137079239,0.35,2,0,0,0,0,0,0,,,,nan,0,0.840119481086731,4.503294467926025,97.774658203125,0.839879035949707,1.0,0.32213139523296974,0,0,0,0,0.3801363903637148,0.0,filtered,0.002016293415278638,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.32213139523296974,0.582094468|0.582982781|0.322131395|0.432748274|0.430685162|0.447073637,0.732094468|0.732982781|0.472131395|0.582748274|0.580685162|0.597073637,0.702094468|0.702982781|0.442131395|0.552748274|0.550685162|0.567073637,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0395994127|0.0915049814|0.106288377|-0.0220815209,-0.110316719|-0.132087249|-0.134720363|-0.136024437|-0.132505049|-0.134336864,2.21806115|2.19984387|1.19340463|1.68647364|1.69652397|1.63187616,0.660520494|-0.541224658|0.426522493,-0.0538051613|0.126739845|0.0193143599,0.00402503926306963,0.0008806968107819557,0.0008465554565191269,0.0012890119105577469
9,0.5,-0.2328442743592234,0.06465771794319153,0.32612431049346924,0.49352240562438965,0.0630125179886818,0.35,2,0,0,0,0,0,0,,,,nan,0,0.7955490350723267,1.6006113290786743,103.76104736328125,0.7955490350723267,1.0,0.3227152190248044,0,0,0,0,0.3801363903637148,0.0,passthrough,4.3762727741531624e-12,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.3227152190248044,0.576538936|0.5807522|0.322715219|0.431042396|0.431748375|0.439588306,0.726538936|0.7307522|0.472715219|0.581042396|0.581748375|0.589588306,0.696538936|0.7007522|0.442715219|0.551042396|0.551748375|0.559588306,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.045023138|0.0948609527|0.106937338|-0.0157528645,-0.109912488|-0.131558362|-0.134054548|-0.135789557|-0.132151621|-0.134592773,2.19624326|2.19145044|1.20182947|1.68324098|1.70177922|1.60800759,0.657830417|-0.534887493|0.427488089,-0.0538051613|0.126739845|0.0193143599,0.00383039191365242,0.0008126413449645042,0.0007775686681270599,0.0012721866369247437
