step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_capsule_overlap,collision_pybullet_contact,unavoidable_collision,avoidable_collision,collision_avoidability_reason,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-0.523481622973807,0.3153444528579712,0.4173082709312439,0.3427600562572479,0.29337918758392334,0.35,2,0,0,0,0,0,0,,,,nan,0,0.3999040424823761,7.998080730438232,159.96160888671875,0.4353201985359192,1.0,0.1769873006676127,0,0,0,0,0.1769873006676127,0.0,filtered,0.04872981888831105,0,0,12,joint_0_acceleration_lower,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.1769873006676127,0.350959894|0.336781261|0.176987301|0.311217839|0.337967119|0.362218899,0.500959894|0.486781261|0.326987301|0.461217839|0.487967119|0.512218899,0.470959894|0.456781261|0.296987301|0.431217839|0.457967119|0.482218899,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0398310684|-0.0968983945|-0.112354156|-0.136717367,-0.139841559|-0.187426388|-0.198460429|-0.194943908|-0.178777354|-0.189933825,1.26399802|1.15969866|0.469657706|0.953029054|1.06073697|1.1222244,0.451916635|-0.443472445|0.369455487,-0.0220312644|0.197880462|0.01308103,0.0041000088676810265,0.0008356450125575066,0.0008516022935509682,0.0013491194695234299
1,0.1,-0.45492781868890014,0.37054017186164856,0.40371713042259216,0.3261741101741791,0.3453887403011322,0.35,2,0,0,0,0,0,0,,,,nan,0,0.5887987017631531,5.525516510009766,141.884033203125,0.5887984037399292,1.0,0.16302763716559365,0,0,0,0,0.1769873006676127,0.0,filtered,4.787321660824797e-07,0,0,12,,predictive_link_2,0,0,1,solved,osqp,0.0,valid,0.16302763716559365,0.343923076|0.326200398|0.163027637|0.297111282|0.32365367|0.346140553,0.493923076|0.476200398|0.313027637|0.447111282|0.47365367|0.496140553,0.463923076|0.446200398|0.283027637|0.417111282|0.44365367|0.466140553,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0613755525|-0.151570917|-0.16481053|-0.204253677,-0.138293921|-0.186913574|-0.19820159|-0.194580223|-0.17791808|-0.189778411,1.23739838|1.11788802|0.392533406|0.842293987|0.951886071|0.990530124,0.450815141|-0.433578312|0.370109588,-0.0220312644|0.197880462|0.01308103,0.003888258710503578,0.0008184053003787994,0.0008021192625164986,0.0012717684730887413
2,0.15000000000000002,-0.41396193301942075,0.3785352408885956,0.3887733817100525,0.31076931953430176,0.3500436544418335,0.35,2,0,0,0,0,0,0,,,,nan,0,0.7495878338813782,4.609429836273193,74.7796401977539,0.7495872974395752,1.0,0.14651436380887528,0,0,0,0,0.1769873006676127,0.0,filtered,1.0433908487861335e-06,0,0,12,,predictive_link_2,0,0,1,solved,osqp,0.0,valid,0.14651436380887528,0.336907261|0.31461656|0.146514364|0.280146665|0.306347968|0.326375883,0.486907261|0.46461656|0.296514364|0.430146665|0.456347968|0.476375883,0.456907261|0.43461656|0.266514364|0.400146665|0.426347968|0.446375883,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0565507547|-0.126138494|-0.144452287|-0.20182178,-0.136707832|-0.186347291|-0.197705094|-0.193760386|-0.176699168|-0.189497284,1.21092121|1.07211895|0.331801606|0.800687781|0.904240418|0.914184468,0.449713647|-0.42368418|0.370763689,-0.0220312644|0.197880462|0.01308103,0.0040490636602044106,0.0008884062990546227,0.0008690198883414268,0.0013188812881708145
3,0.2,-0.42690616145131144,0.36369556188583374,0.3764016032218933,0.2980435788631439,0.3321489989757538,0.35,2,0,0,0,0,0,0,,,,nan,0,0.8235910534858704,5.0460662841796875,136.31307983398438,0.8248502016067505,1.0,0.13120615181787398,0,0,0,0,0.1769873006676127,0.0,filtered,0.010523402925424447,0,0,12,,predictive_link_2,0,0,1,solved,osqp,0.0,valid,0.13120615181787398,0.329983267|0.304360581|0.131206152|0.264280506|0.290289934|0.306649361,0.479983267|0.454360581|0.281206152|0.414280506|0.440289934|0.456649361,0.449983267|0.424360581|0.251206152|0.384280506|0.410289934|0.426649361,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0381718884|-0.0688894275|-0.0941528731|-0.163046558,-0.135066135|-0.185481912|-0.197037046|-0.19282641|-0.176588828|-0.189437008,1.18486693|1.03196041|0.289615673|0.795406186|0.890418034|0.87411388,0.448612154|-0.413790047|0.371417791,-0.0220312644|0.197880462|0.01308103,0.0038702236488461494,0.0008287671953439713,0.0008192416280508041,0.0012830477207899094
4,0.25,-0.4649556389691978,0.29767513275146484,0.37030547857284546,0.29016202688217163,0.26409682631492615,0.35,2,0,0,0,0,0,0,,,,nan,0,0.8661313652992249,5.25209903717041,62.605709075927734,0.8666530251502991,1.0,0.11859009735467321,0,0,0,0,0.1769873006676127,0.0,filtered,0.02297593927680716,0,0,12,joint_0_acceleration_upper,predictive_link_2,0,0,1,solved,osqp,0.0,valid,0.11859009735467321,0.32318342|0.295427572|0.118590097|0.251274911|0.276943098|0.288823323,0.47318342|0.445427572|0.268590097|0.401274911|0.426943098|0.438823323,0.44318342|0.415427572|0.238590097|0.371274911|0.396943098|0.408823323,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.00157418829|0.0404806664|0.0138731389|-0.054806054,-0.133361432|-0.1844804|-0.196266144|-0.191740299|-0.17844296|-0.189581176,1.15937225|0.99722989|0.276520057|0.85384001|0.943202571|0.910906064,0.44751066|-0.403895915|0.372071892,-0.0220312644|0.197880462|0.01308103,0.003918801434338093,0.0008294973522424698,0.0008241795003414154,0.001284383237361908
5,0.30000000000000004,-0.49171275456756575,0.23925016820430756,0.36909937858581543,0.2853987514972687,0.20437566936016083,0.35,2,0,0,0,0,0,0,,,,nan,0,0.8924136757850647,4.127570152282715,54.364280700683594,0.8924136757850647,1.0,0.110793669312748,0,0,0,0,0.1769873006676127,0.0,passthrough,5.639651853185273e-12,0,0,12,,predictive_link_2,0,0,1,solved,osqp,0.0,valid,0.110793669312748,0.316561444|0.288067219|0.110793669|0.243548548|0.268776119|0.276125213,0.466561444|0.438067219|0.260793669|0.393548548|0.418776119|0.426125213,0.436561444|0.408067219|0.230793669|0.363548548|0.388776119|0.396125213,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0229814503|0.113106776|0.0960066366|0.0300470065,-0.131582368|-0.183506683|-0.195651673|-0.19082881|-0.18098684|-0.189836061,1.13466341|0.968762193|0.270504455|0.896472159|0.990124272|0.944711799,0.446409166|-0.394001782|0.372725993,-0.0220312644|0.197880462|0.01308103,0.0040229689329862595,0.0008164113387465477,0.0008422331884503365,0.0012705232948064804
6,0.35000000000000003,-0.5074341278148884,0.28854528069496155,0.366266667842865,0.27912360429763794,0.2518872022628784,0.35,2,0,0,0,0,0,0,,,,nan,0,0.8332639932632446,3.9687485694885254,120.23194885253906,0.8332629203796387,1.0,0.10607772088535186,0,0,0,0,0.1769873006676127,0.0,filtered,1.3646420532418423e-06,0,0,12,,predictive_link_2,0,0,1,solved,osqp,0.0,valid,0.10607772088535186,0.310097483|0.28093809|0.106077721|0.239541382|0.264046265|0.267611267,0.460097483|0.43093809|0.256077721|0.389541382|0.414046265|0.417611267,0.430097483|0.40093809|0.226077721|0.359541382|0.384046265|0.387611267,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0132119158|0.0820605162|0.0644266601|0.00466778122,-0.129732159|-0.182783609|-0.19529461|-0.190166965|-0.183500614|-0.189936303,1.11065777|0.940968751|0.242228189|0.85005908|0.937111107|0.885176547,0.445307672|-0.384107649|0.373380095,-0.0220312644|0.197880462|0.01308103,0.003861566074192524,0.0008147759363055229,0.0008279290050268173,0.0012601707130670547
7,0.4,-0.5128953389736467,0.3951628804206848,0.35840997099876404,0.26841631531715393,0.35524269938468933,0.35,2,0,0,0,0,0,0,,,,nan,0,0.8766685724258423,4.730314254760742,124.46837615966797,0.8834125995635986,1.0,0.0998653138300434,0,0,0,0,0.1769873006676127,0.0,filtered,0.042896930135700506,0,0,12,,predictive_link_2,0,0,1,solved,osqp,0.0,valid,0.0998653138300434,0.303697737|0.272661798|0.0998653138|0.234047422|0.256902513|0.258124465,0.453697737|0.422661798|0.249865314|0.384047422|0.406902513|0.408124465,0.423697737|0.392661798|0.219865314|0.354047422|0.376902513|0.378124465,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0186296196|-0.0174329456|-0.0466242702|-0.096907557,-0.127828958|-0.182211278|-0.19483229|-0.189407313|-0.185388895|-0.189715704,1.08696199|0.908435915|0.185999345|0.729349429|0.795596886|0.745874598,0.444206178|-0.374213517|0.374034196,-0.0220312644|0.197880462|0.01308103,0.0038863765075802803,0.0008454406633973122,0.0008109798654913902,0.001278742216527462
8,0.45,-0.4889913514725049,0.4710485339164734,0.34601402282714844,0.2544746696949005,0.4264938533306122,0.35,2,0,0,0,0,0,0,,,,nan,0,0.9804965853691101,4.023029327392578,41.05954360961914,0.9804957509040833,1.0,0.08926119359441678,0,0,0,0,0.1769873006676127,0.0,filtered,9.477146787209914e-07,0,0,12,,predictive_link_2,0,0,1,solved,osqp,0.0,valid,0.08926119359441678,0.297301247|0.261683301|0.0892611936|0.223945886|0.244246875|0.243893138,0.447301247|0.411683301|0.239261194|0.373945886|0.394246875|0.393893138,0.417301247|0.381683301|0.209261194|0.343945886|0.364246875|0.363893138,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0438836305|-0.0887916021|-0.131566556|-0.176687812,-0.125884398|-0.181919317|-0.194094486|-0.188118101|-0.184802478|-0.188990583,1.06332059|0.864813885|0.119066658|0.618873842|0.660618466|0.609894158,0.443104684|-0.364319384|0.374688298,-0.0220312644|0.197880462|0.01308103,0.004208570346236229,0.0010211514309048653,0.0008259536698460579,0.0012956401333212852
9,0.5,-0.5159529604662374,0.4478517174720764,0.3370836675167084,0.24408982694149017,0.3996301591396332,0.35,2,0,0,0,0,0,0,,,,nan,0,0.9442231059074402,3.996048927307129,144.99664306640625,0.9442223310470581,1.0,0.07548338275197228,0,0,0,0,0.1769873006676127,0.0,filtered,8.781699757817798e-07,0,0,12,,predictive_link_2,0,0,1,solved,osqp,0.0,valid,0.07548338275197228,0.290923866|0.248855324|0.0754833828|0.210344888|0.227663817|0.225630067,0.440923866|0.398855324|0.225483383|0.360344888|0.377663817|0.375630067,0.410923866|0.368855324|0.195483383|0.330344888|0.347663817|0.345630067,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0230012998|-0.0178469612|-0.0670177534|-0.111902327,-0.123893311|-0.181721857|-0.19293227|-0.18617657|-0.183304855|-0.187858789,1.03980215|0.81369944|0.085999961|0.63735602|0.660332659|0.602759149,0.442003191|-0.354425251|0.375342399,-0.0220312644|0.197880462|0.01308103,0.0038977665826678276,0.0008154101669788361,0.0008054403588175774,0.0012661069631576538
