step,total_steps,episode,episode_length,latest_reward,latest_cost,episode_reward,episode_cost,risk_global,d_min,success,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_max_constraint_violation,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,safety_filter_solve_time_s,lambda,alpha,replay_size
500,200000,2,20,-0.2417244312864048,0.0,-4.090987417276095,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.20000000298023224,500
1000,200000,4,40,-0.2076308253762074,0.0,-10.699428749080198,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.19993998110294342,1000
1500,200000,6,60,-0.7916848575003871,0.0,-57.10282037355668,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.1721336394548416,1500
2000,200000,8,80,0.07749012552697167,0.0,-5.7075842588312256,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.14845649898052216,2000
2500,200000,10,100,-0.21477159346451807,0.0,-8.238135245305738,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.12824730575084686,2500
3000,200000,12,120,-0.10112260891425223,0.0,-16.482396840955566,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.11092352122068405,3000
3500,200000,14,234,-0.019946842808276414,0.0,-20.18614049017549,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.09620318561792374,3500
4000,200000,17,212,-0.6132203726594809,0.0,-110.02097914522257,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.08377233892679214,4000
4500,200000,19,232,-2.0093244461341886,0.0,-123.26681066170038,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.07352402806282043,4500
5000,200000,22,239,-0.03397599082023533,0.0,-10.421339388829365,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.06461263447999954,5000
5500,200000,25,29,-0.3455573518589074,0.0,-17.435706064444094,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.05675563961267471,5500
6000,200000,27,49,-0.5487308044493893,0.0,-6.301797764483126,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.04992150142788887,6000
6500,200000,29,69,-0.10393542625926898,0.0,-2.6230487377353073,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.04389304295182228,6500
7000,200000,33,46,-0.030022641882247,0.0,-1.5200415966430143,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.038498908281326294,7000
7500,200000,35,66,0.02591303076477281,0.0,0.7949236161343383,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.03377839922904968,7500
8000,200000,37,194,0.06788793949308002,0.0,-14.23657214820008,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.029683563858270645,8000
8500,200000,39,214,-0.18306715733090306,0.0,-15.609190910826767,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.026114055886864662,8500
9000,200000,42,189,-0.6151211179054382,0.0,-43.18687735440065,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.02310415357351303,9000
9500,200000,47,49,-0.06914219402127929,0.0,-2.1063128730105194,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.020444616675376892,9500
10000,200000,50,38,0.023331235874753543,0.0,-0.33316291751522464,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.018162935972213745,10000
10500,200000,56,85,0.17754705098032364,0.0,0.1368390597375696,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.016369909048080444,10500
11000,200000,60,61,0.014991201557510703,0.0,-5.275550227444386,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.014923612587153912,11000
11500,200000,63,58,-0.05220557349723916,0.0,-3.9099664530339022,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.013696779496967793,11500
12000,200000,67,183,-0.04073021432917308,0.0,-14.86406672203393,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.012724434956908226,12000
12500,200000,69,203,-0.2632668214895802,0.0,-24.290339005101252,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.011956476606428623,12500
13000,200000,72,186,-0.06191762665826019,0.0,-11.767022707732732,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.01155821792781353,13000
13500,200000,75,125,-0.23844811864645268,0.0,-8.597566574180952,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.011388767510652542,13500
14000,200000,78,237,-0.06680558385920769,0.0,-6.295758679964657,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.011053520254790783,14000
14500,200000,81,231,-0.08833971094667908,0.0,-23.62601550551212,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.01108479406684637,14500
