step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,safety_filter_goal_velocity_audit_status,safety_filter_max_feasible_goal_velocity_mps,safety_filter_projected_goal_velocity_mps,safety_filter_goal_velocity_feasibility_gap_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-1.1474600276717968,0.20487478375434875,0.46554577350616455,0.32277438044548035,0.13506996631622314,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.4898982644081116,9.797965049743652,195.9593048095703,1.6761709451675415,1.6761709451675415,0.4719404985840889,0.46554577350616455,0.006394725077924324,0.57247124036205,0.1767542640882685,0.414565771165364,0.13073462780550713,0.28383114335985693,0.41456578079370354,0,0,disabled,0.0,1,TRACK,direct_path,0,0.743630904937163,0.743630904937163,24,1,1,1,20,2.449739406437152,0.1509251743555069,0.009387667984832395;0.023891895099404058;0.014650581639848805;0.007809803210460428;0.003985260536545334;0.0074209900444834175;0.02066141904024699;0.0187430031566059;0.005840435348013253;0.008413470044737558;0.009718106581517682;0.034175037043710305;0.002439751433997604;0.020497690575813535;0.029665519392494216;0.025657977246812725;0.027462347994523486;0.027961460811843787;0.029338462974101562;0.006399568052095948;0.02129388590195546;0.036985354979359134;0.0306663892004233;0.01143181164329284,0.14540110528469086;0.12879611551761627;0.12985406816005707;0.1473422795534134;0.1329820305109024;0.1301753669977188;0.14508281648159027;0.14563153684139252;0.14280055463314056;0.13679374754428864;0.121197409927845;0.12380430847406387;0.12193592637777328;0.13159818947315216;0.1294141560792923;0.12754690647125244;0.14003752171993256;0.1447216421365738;0.12653176486492157;0.13051246106624603;0.1509251743555069;0.14454488456249237;0.1331532746553421;0.13042612373828888,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 41, 'obstacle_contact': 0, 'self_collision': 0}",0.002439751433997604,65,65,nan,nan,0.0,not_enabled,0,0,1,0,0,0,1,2,1.0,0.6946577691930232,1.6761709451675415,0.0,1.0,0.15114524307088373,0,0,0,0,0.15114524307088373,0.0,filtered,osqp optimal,1.1873073857307772,0,0,12,joint_2_acceleration_lower|joint_3_acceleration_lower|joint_4_acceleration_lower|joint_5_acceleration_lower,predictive_link_2,,,0,0,1,solved,osqp,0.0,valid,0.15114524307088373,0.9091604857148944,0|0|0|0|0|0,0.327155103|0.18698726|0.151145243|0.202345444|0.222977265|0.268526411,0.502613127|0.362445284|0.326603267|0.377803468|0.398435289|0.443984435,0.447155103|0.30698726|0.271145243|0.322345444|0.342977265|0.388526411,0|0|0|0|0|0,7.45356278e-18|-0.0657425582|-0.0783239399|-0.076234985|-0.0680558879|-0.0802396999,0|0|0|0|0|0,1.30862041|0.682206481|0.526257032|0.733146789|0.823853171|0.993865943,optimal,0.1998316125073254,0.13073462780550715,0.06909698470181824,0.319593579|-0.434858054|0.447155058,-0|0|0,0.27092719299253076,0.002515395055525005,0.0013315429678186774,0.26219752605538815
1,0.1,-1.4864580067696989,0.3242063522338867,0.45276975631713867,0.31486940383911133,0.22992917895317078,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.979796290397644,9.79796028137207,0.00022130587603896856,1.64260995388031,1.64260995388031,0.46554575791563074,0.45276975631713867,0.01277600159849207,0.5289718973510192,0.3548037594701403,0.36845075081579814,0.2598558422669076,0.10859490854889053,0.3684507384768527,0,0,disabled,0.0,1,TRACK,direct_path,0,0.743630904937163,0.743630904937163,24,1,1,1,20,2.449739406437152,0.1509251743555069,0.009387667984832395;0.023891895099404058;0.014650581639848805;0.007809803210460428;0.003985260536545334;0.0074209900444834175;0.02066141904024699;0.0187430031566059;0.005840435348013253;0.008413470044737558;0.009718106581517682;0.034175037043710305;0.002439751433997604;0.020497690575813535;0.029665519392494216;0.025657977246812725;0.027462347994523486;0.027961460811843787;0.029338462974101562;0.006399568052095948;0.02129388590195546;0.036985354979359134;0.0306663892004233;0.01143181164329284,0.14540110528469086;0.12879611551761627;0.12985406816005707;0.1473422795534134;0.1329820305109024;0.1301753669977188;0.14508281648159027;0.14563153684139252;0.14280055463314056;0.13679374754428864;0.121197409927845;0.12380430847406387;0.12193592637777328;0.13159818947315216;0.1294141560792923;0.12754690647125244;0.14003752171993256;0.1447216421365738;0.12653176486492157;0.13051246106624603;0.1509251743555069;0.14454488456249237;0.1331532746553421;0.13042612373828888,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 41, 'obstacle_contact': 0, 'self_collision': 0}",0.002439751433997604,65,65,nan,nan,0.7083450462817203,filtered,0,0,1,0,0,0,1,2,1.0,0.5948687873542737,1.64260995388031,0.0,1.0,0.1351790059766838,0,0,0,0,0.15114524307088373,0.0,filtered,osqp optimal,0.6779644454379945,0,0,12,joint_0_acceleration_lower|joint_2_acceleration_lower|joint_3_acceleration_lower|joint_4_acceleration_lower|joint_5_acceleration_lower|joint_1_acceleration_upper,predictive_link_2,,,0,0,1,solved,osqp,0.0,valid,0.1351790059766838,0.9141279242650049,1.6713967e-17|0.0862914828|0.110382079|0.142158301|0.158896531|0.177415884,0.326906731|0.173463915|0.135179006|0.187221767|0.209666242|0.2528485,0.502613127|0.349170312|0.310885402|0.362928163|0.385372638|0.428554896,0.446906731|0.293463915|0.255179006|0.307221767|0.329666242|0.3728485,0|0.15|0.15|0.15|0.15|0.15,1.8541884e-17|-0.132506469|-0.153949597|-0.14464759|-0.124366448|-0.147035225,0|0|0|0|0|0,1.30762692|0.561349193|0.386766427|0.604239477|0.714298521|0.864358773,optimal,0.3323079082924524,0.2598558422669076,0.07245206602554477,0.319593579|-0.434858054|0.447155058,-0|0|0,0.01538056693971157,0.003957672044634819,0.001761157065629959,0.002538522006943822
2,0.15000000000000002,-1.6111911567050743,0.3667007088661194,0.4389697015285492,0.30599191784858704,0.2595084309577942,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.3711673021316528,8.602621078491211,95.89127349853516,1.549224615097046,1.549224615097046,0.45276974925318864,0.4389697015285492,0.013800047724639442,0.4633852694534659,0.4251924565005072,0.2939179249412398,0.2803444555304734,0.013573469410766426,0.29391792035563863,0,0,disabled,0.0,1,TRACK,direct_path,0,0.743630904937163,0.743630904937163,24,1,1,1,20,2.449739406437152,0.1509251743555069,0.009387667984832395;0.023891895099404058;0.014650581639848805;0.007809803210460428;0.003985260536545334;0.0074209900444834175;0.02066141904024699;0.0187430031566059;0.005840435348013253;0.008413470044737558;0.009718106581517682;0.034175037043710305;0.002439751433997604;0.020497690575813535;0.029665519392494216;0.025657977246812725;0.027462347994523486;0.027961460811843787;0.029338462974101562;0.006399568052095948;0.02129388590195546;0.036985354979359134;0.0306663892004233;0.01143181164329284,0.14540110528469086;0.12879611551761627;0.12985406816005707;0.1473422795534134;0.1329820305109024;0.1301753669977188;0.14508281648159027;0.14563153684139252;0.14280055463314056;0.13679374754428864;0.121197409927845;0.12380430847406387;0.12193592637777328;0.13159818947315216;0.1294141560792923;0.12754690647125244;0.14003752171993256;0.1447216421365738;0.12653176486492157;0.13051246106624603;0.1509251743555069;0.14454488456249237;0.1331532746553421;0.13042612373828888,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 41, 'obstacle_contact': 0, 'self_collision': 0}",0.002439751433997604,65,65,nan,nan,0.4127361117205277,filtered,0,0,1,0,0,0,1,2,1.0,0.4645596143764899,1.549224615097046,0.0,1.0,0.1143295383002384,0,0,0,0,0.15114524307088373,0.0,filtered,osqp optimal,0.19999874466610834,0,0,12,,predictive_link_2,,,0,0,1,solved,osqp,0.0,valid,0.1143295383002384,0.9239758004226207,1.73489553e-19|0.173494894|0.222676306|0.286436149|0.319368504|0.357409937,0.326414337|0.155805111|0.114329538|0.1683089|0.193440599|0.233843208,0.502613127|0.332003901|0.290528328|0.34450769|0.369639389|0.410041998,0.446414337|0.275805111|0.234329538|0.2883089|0.313440599|0.353843208,0|0.15|0.15|0.15|0.15|0.15,9.73726442e-20|-0.185469103|-0.167656081|-0.102674336|-0.0584412317|-0.0943977388,0|0|0|0|0|0,1.30565735|0.437751341|0.289662072|0.570561265|0.715321166|0.840975095,optimal,0.4635489309057864,0.2803444555304734,0.18320447537531304,0.319593579|-0.434858054|0.447155058,-0|0|0,0.014919381006620824,0.003823055070824921,0.0019175009801983833,0.0021967400098219514
3,0.2,-1.6699964009355543,0.37796637415885925,0.42733055353164673,0.2975355088710785,0.2642463445663452,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.4937489032745361,4.911989688873291,136.53857421875,1.4937489032745361,1.4937489032745361,0.4389697038649019,0.42733055353164673,0.011639150333255188,0.42507956558995535,0.42507956558995535,0.2400226026755917,0.2400226026755917,0.0,0.24002260395307726,0,0,disabled,0.0,1,TRACK,direct_path,0,0.743630904937163,0.743630904937163,24,1,1,1,20,2.449739406437152,0.1509251743555069,0.009387667984832395;0.023891895099404058;0.014650581639848805;0.007809803210460428;0.003985260536545334;0.0074209900444834175;0.02066141904024699;0.0187430031566059;0.005840435348013253;0.008413470044737558;0.009718106581517682;0.034175037043710305;0.002439751433997604;0.020497690575813535;0.029665519392494216;0.025657977246812725;0.027462347994523486;0.027961460811843787;0.029338462974101562;0.006399568052095948;0.02129388590195546;0.036985354979359134;0.0306663892004233;0.01143181164329284,0.14540110528469086;0.12879611551761627;0.12985406816005707;0.1473422795534134;0.1329820305109024;0.1301753669977188;0.14508281648159027;0.14563153684139252;0.14280055463314056;0.13679374754428864;0.121197409927845;0.12380430847406387;0.12193592637777328;0.13159818947315216;0.1294141560792923;0.12754690647125244;0.14003752171993256;0.1447216421365738;0.12653176486492157;0.13051246106624603;0.1509251743555069;0.14454488456249237;0.1331532746553421;0.13042612373828888,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 41, 'obstacle_contact': 0, 'self_collision': 0}",0.002439751433997604,65,65,nan,nan,0.1290960282435095,filtered,0,0,1,0,0,0,1,2,1.0,0.38884912646712083,1.4937489032745361,0.0,1.0,0.10221586023473933,0,0,0,0,0.15114524307088373,0.0,passthrough,osqp optimal,1.9915395387556395e-09,0,0,12,joint_2_velocity_lower|joint_4_velocity_lower|joint_5_velocity_lower|joint_1_velocity_upper,predictive_link_2,,,0,0,1,solved,osqp,0.0,valid,0.10221586023473933,0.9382280419625122,2.02864574e-17|0.257527022|0.294166223|0.344171334|0.373312734|0.428141141,0.325701725|0.137394143|0.10221586|0.16644623|0.196489675|0.232863191,0.502613127|0.314305545|0.279127262|0.343357632|0.373401077|0.409774593,0.445701725|0.257394143|0.22221586|0.28644623|0.316489675|0.352863191,0|0.15|0.15|0.15|0.15|0.15,1.04940409e-17|-0.204582656|-0.157779068|-0.0489420303|0.00392522552|-0.038704215,0|0|0|0|0|0,1.3028069|0.344993915|0.251084373|0.616842891|0.789883926|0.892748551,optimal,0.44732980856275373,0.24002260267559167,0.20730720588716206,0.319593579|-0.434858054|0.447155058,-0|0|0,0.015269215917214751,0.0036997810238972306,0.0018437989056110382,0.0021832940401509404
4,0.25,-1.6247683613187485,0.3674488663673401,0.4166218042373657,0.2902948558330536,0.2525406777858734,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.4278796911239624,2.4143893718719482,102.729248046875,1.4278796911239624,1.4278796911239624,0.42733054149305766,0.4166218042373657,0.010708737255691936,0.3743331967354486,0.3743331967354486,0.21965898842369244,0.21965898842369244,0.0,0.21965898223554542,0,0,disabled,0.0,1,TRACK,direct_path,0,0.743630904937163,0.743630904937163,24,1,1,1,20,2.449739406437152,0.1509251743555069,0.009387667984832395;0.023891895099404058;0.014650581639848805;0.007809803210460428;0.003985260536545334;0.0074209900444834175;0.02066141904024699;0.0187430031566059;0.005840435348013253;0.008413470044737558;0.009718106581517682;0.034175037043710305;0.002439751433997604;0.020497690575813535;0.029665519392494216;0.025657977246812725;0.027462347994523486;0.027961460811843787;0.029338462974101562;0.006399568052095948;0.02129388590195546;0.036985354979359134;0.0306663892004233;0.01143181164329284,0.14540110528469086;0.12879611551761627;0.12985406816005707;0.1473422795534134;0.1329820305109024;0.1301753669977188;0.14508281648159027;0.14563153684139252;0.14280055463314056;0.13679374754428864;0.121197409927845;0.12380430847406387;0.12193592637777328;0.13159818947315216;0.1294141560792923;0.12754690647125244;0.14003752171993256;0.1447216421365738;0.12653176486492157;0.13051246106624603;0.1509251743555069;0.14454488456249237;0.1331532746553421;0.13042612373828888,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 41, 'obstacle_contact': 0, 'self_collision': 0}",0.002439751433997604,65,65,nan,nan,1.3332492056662714e-09,passthrough,0,0,1,0,0,0,1,2,1.0,0.34026363219631084,1.4278796911239624,0.0,1.0,0.09444218115140973,0,0,0,0,0.15114524307088373,0.0,passthrough,osqp optimal,2.8160155144436565e-09,0,0,12,joint_2_velocity_lower|joint_4_velocity_lower|joint_5_velocity_lower,predictive_link_2,,,0,0,1,solved,osqp,0.0,valid,0.09444218115140973,0.9532182879019399,4.96809484e-19|0.2992363|0.323392584|0.358266836|0.375924495|0.427632541,0.324952213|0.122738656|0.0944421812|0.168748047|0.202327112|0.235080613,0.502613127|0.30039957|0.272103096|0.346408962|0.379988027|0.412741527,0.444952213|0.242738656|0.214442181|0.288748047|0.322327112|0.355080613,0|0.15|0.15|0.15|0.121347971|0.15,2.23070851e-19|-0.177226472|-0.134136519|-0.0290929802|0.00861783754|-0.0285043869,0|0|0|0|0|0,1.29980885|0.313728152|0.243632206|0.64589921|0.817926287|0.911818063,optimal,0.3777017769602416,0.21965898842369244,0.15804278853654916,0.319593579|-0.434858054|0.447155058,-0|0|0,0.014624345931224525,0.004762155003845692,0.0018811969785019755,0.0020510670728981495
5,0.30000000000000004,-1.5874974469650853,0.3616410493850708,0.40610820055007935,0.2839401960372925,0.24456793069839478,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.3820319175720215,1.8176212310791016,14.955583572387695,1.3820319175720215,1.3820319175720215,0.41662180928885056,0.40610820055007935,0.010513608738771218,0.3382968001585483,0.3382968001585483,0.21422878653760466,0.21422878653760466,0.0,0.21422878913510068,0,0,disabled,0.0,1,TRACK,direct_path,0,0.743630904937163,0.743630904937163,24,1,1,1,20,2.449739406437152,0.1509251743555069,0.009387667984832395;0.023891895099404058;0.014650581639848805;0.007809803210460428;0.003985260536545334;0.0074209900444834175;0.02066141904024699;0.0187430031566059;0.005840435348013253;0.008413470044737558;0.009718106581517682;0.034175037043710305;0.002439751433997604;0.020497690575813535;0.029665519392494216;0.025657977246812725;0.027462347994523486;0.027961460811843787;0.029338462974101562;0.006399568052095948;0.02129388590195546;0.036985354979359134;0.0306663892004233;0.01143181164329284,0.14540110528469086;0.12879611551761627;0.12985406816005707;0.1473422795534134;0.1329820305109024;0.1301753669977188;0.14508281648159027;0.14563153684139252;0.14280055463314056;0.13679374754428864;0.121197409927845;0.12380430847406387;0.12193592637777328;0.13159818947315216;0.1294141560792923;0.12754690647125244;0.14003752171993256;0.1447216421365738;0.12653176486492157;0.13051246106624603;0.1509251743555069;0.14454488456249237;0.1331532746553421;0.13042612373828888,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 41, 'obstacle_contact': 0, 'self_collision': 0}",0.002439751433997604,65,65,nan,nan,1.9721658147732432e-09,passthrough,0,0,1,0,0,0,1,2,1.0,0.313491955519204,1.3820319175720215,0.0,1.0,0.09015871288307264,0,0,0,0,0.15114524307088373,0.0,passthrough,osqp optimal,4.092839591924491e-09,0,0,12,joint_2_velocity_lower|joint_4_velocity_lower|joint_5_velocity_lower,predictive_link_2,,,0,0,1,solved,osqp,0.0,valid,0.09015871288307264,0.967300373746115,0|0.264387199|0.280269253|0.307383064|0.32584112|0.37565001,0.324248109|0.116279492|0.0901587129|0.167432924|0.201905627|0.232106016,0.502613127|0.294644511|0.268523732|0.345797943|0.380270645|0.410471034,0.444248109|0.236279492|0.210158713|0.287432924|0.321905627|0.352106016,0|0.15|0.15|0.15|0.0873230325|0.15,0|-0.157110547|-0.119246868|-0.025377816|0.00185128413|-0.0322309912,0|0|0|0|0|0,1.29699243|0.308007422|0.241387984|0.644353882|0.809473791|0.896193071,optimal,0.366697103369838,0.21422878653760463,0.15246831683223339,0.319593579|-0.434858054|0.447155058,-0|0|0,0.014326685923151672,0.0038446829421445727,0.0017436480848118663,0.002543426933698356
6,0.35000000000000003,-1.5407717125318894,0.35413724184036255,0.3956037163734436,0.27840694785118103,0.23541618883609772,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.3318734169006348,1.7287553548812866,10.030694007873535,1.3318734169006348,1.3318734169006348,0.4061081994729502,0.3956037163734436,0.010504483099506579,0.3077175337526385,0.3077175337526385,0.21282372955790782,0.21282372955790782,0.0,0.21282372899343105,0,0,disabled,0.0,1,TRACK,direct_path,0,0.743630904937163,0.743630904937163,24,1,1,1,20,2.449739406437152,0.1509251743555069,0.009387667984832395;0.023891895099404058;0.014650581639848805;0.007809803210460428;0.003985260536545334;0.0074209900444834175;0.02066141904024699;0.0187430031566059;0.005840435348013253;0.008413470044737558;0.009718106581517682;0.034175037043710305;0.002439751433997604;0.020497690575813535;0.029665519392494216;0.025657977246812725;0.027462347994523486;0.027961460811843787;0.029338462974101562;0.006399568052095948;0.02129388590195546;0.036985354979359134;0.0306663892004233;0.01143181164329284,0.14540110528469086;0.12879611551761627;0.12985406816005707;0.1473422795534134;0.1329820305109024;0.1301753669977188;0.14508281648159027;0.14563153684139252;0.14280055463314056;0.13679374754428864;0.121197409927845;0.12380430847406387;0.12193592637777328;0.13159818947315216;0.1294141560792923;0.12754690647125244;0.14003752171993256;0.1447216421365738;0.12653176486492157;0.13051246106624603;0.1509251743555069;0.14454488456249237;0.1331532746553421;0.13042612373828888,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 41, 'obstacle_contact': 0, 'self_collision': 0}",0.002439751433997604,65,65,nan,nan,2.9614653177582652e-09,passthrough,0,0,1,0,0,0,1,2,1.0,0.2861937847926126,1.3318734169006348,0.0,1.0,0.08579100556681801,0,0,0,0,0.15114524307088373,0.0,passthrough,osqp optimal,3.1530637332468056e-09,0,0,12,joint_2_velocity_lower|joint_5_velocity_lower,predictive_link_2,,,0,0,1,solved,osqp,0.0,valid,0.08579100556681801,0.9806892631518902,5.90169461e-18|0.232803714|0.243130209|0.267408982|0.289474747|0.33869295,0.323578664|0.1105115|0.0857910056|0.165432727|0.200866466|0.228244942,0.502613127|0.289545964|0.264825469|0.34446719|0.379900929|0.407279405,0.443578664|0.2305115|0.205791006|0.285432727|0.320866466|0.348244942,0|0.15|0.15|0.15|0.076373311|0.15,3.77625613e-18|-0.138270188|-0.105051719|-0.0210468742|0.00211637586|-0.0331541433,0|0|0|0|0|0,1.29431466|0.303775814|0.238112303|0.640684033|0.80558224|0.879825624,optimal,0.36940350051073956,0.21282372955790776,0.1565797709528318,0.319593579|-0.434858054|0.447155058,-0|0|0,0.014631928061135113,0.0036837159423157573,0.0019531809957697988,0.002019328996539116
7,0.4,-1.4999887308156838,0.3481540083885193,0.3850633203983307,0.27354463934898376,0.22759786248207092,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.2349928617477417,2.3501136302948,31.902738571166992,1.2349928617477417,1.2349928617477417,0.39560370990391147,0.3850633203983307,0.010540389505580783,0.28473916360162005,0.28473916360162005,0.2128089128295365,0.2128089128295365,0.0,0.21280890934935157,0,0,disabled,0.0,1,TRACK,direct_path,0,0.743630904937163,0.743630904937163,24,1,1,1,20,2.449739406437152,0.1509251743555069,0.009387667984832395;0.023891895099404058;0.014650581639848805;0.007809803210460428;0.003985260536545334;0.0074209900444834175;0.02066141904024699;0.0187430031566059;0.005840435348013253;0.008413470044737558;0.009718106581517682;0.034175037043710305;0.002439751433997604;0.020497690575813535;0.029665519392494216;0.025657977246812725;0.027462347994523486;0.027961460811843787;0.029338462974101562;0.006399568052095948;0.02129388590195546;0.036985354979359134;0.0306663892004233;0.01143181164329284,0.14540110528469086;0.12879611551761627;0.12985406816005707;0.1473422795534134;0.1329820305109024;0.1301753669977188;0.14508281648159027;0.14563153684139252;0.14280055463314056;0.13679374754428864;0.121197409927845;0.12380430847406387;0.12193592637777328;0.13159818947315216;0.1294141560792923;0.12754690647125244;0.14003752171993256;0.1447216421365738;0.12653176486492157;0.13051246106624603;0.1509251743555069;0.14454488456249237;0.1331532746553421;0.13042612373828888,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 41, 'obstacle_contact': 0, 'self_collision': 0}",0.002439751433997604,65,65,nan,nan,2.3673899435459953e-09,passthrough,0,0,1,0,0,0,1,2,1.0,0.2630486204730002,1.2349928617477417,0.0,1.0,0.08208777927568003,0,0,0,0,0.15114524307088373,0.0,passthrough,osqp optimal,1.9611595479693247e-09,0,0,12,joint_2_velocity_lower,predictive_link_2,,,0,0,1,solved,osqp,0.0,valid,0.08208777927568003,0.9934208337909463,1.01483108e-17|0.203868069|0.209402247|0.233546257|0.260514447|0.307273355,0.322942086|0.105593135|0.0820877793|0.163873356|0.200032938|0.224842498,0.502613127|0.285264177|0.261758821|0.343544398|0.379703979|0.40451354,0.442942086|0.225593135|0.202087779|0.283873356|0.320032938|0.344842498,0|0.15|0.15|0.15|0.0599620702|0.15,5.8334418e-18|-0.122781533|-0.0932528795|-0.0170993089|0.00211147731|-0.0296704259,0|0|0|0|0|0,1.29176834|0.299591007|0.235098238|0.638394115|0.802243228|0.869699566,optimal,0.37530763564980935,0.21280891282953646,0.1624987228202729,0.319593579|-0.434858054|0.447155058,-0|0|0,0.0147152089048177,0.004466403042897582,0.0018830419285222888,0.002080279984511435
