step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,safety_filter_solve_time_s
0,0.05,-0.9792623761186815,0.31228259205818176,0.6399691104888916,0.4667620062828064,0.288571298122406,0.35,3,0,0,0,0.40116995573043823,8.023399353027344,160.46798706054688,0.4419117569923401,filtered,0.05561743893005739,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.2848816906759105,0.0051943715661764145
1,0.1,-0.8982738490410168,0.34384095668792725,0.6268666982650757,0.4466768503189087,0.32072514295578003,0.35,3,0,0,0,0.7008103132247925,6.597422122955322,87.97224426269531,0.7008093595504761,filtered,1.3784925057193112e-06,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.26453724453633976,0.004204230383038521
2,0.15000000000000002,-0.8655048879681919,0.3172702193260193,0.6150685548782349,0.4306960701942444,0.28918471932411194,0.35,3,0,0,0,0.9034256935119629,6.310781002044678,90.99884796142578,0.9075340628623962,filtered,0.03429904514645398,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.24416285251291775,0.004568025469779968
3,0.2,-0.8464824320601682,0.270573228597641,0.6061291098594666,0.4194125533103943,0.23779623210430145,0.35,3,0,0,0,1.0512566566467285,4.510231018066406,50.489166259765625,1.0512562990188599,filtered,4.869848054443326e-07,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.22799820308934238,0.0045080892741680145
4,0.25,-0.8244440877895889,0.24196086823940277,0.5986402630805969,0.4110669493675232,0.20471127331256866,0.35,3,0,0,0,1.140941858291626,2.328373670578003,62.95618438720703,1.1409412622451782,filtered,7.361813564412708e-07,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.21677499759435065,0.004388043656945229
5,0.30000000000000004,-0.8036122012596217,0.23790448904037476,0.5911775827407837,0.4040597081184387,0.1961420774459839,0.35,3,0,0,0,1.171878457069397,3.2466747760772705,59.4465217590332,1.1718777418136597,filtered,1.2523065193737136e-06,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.20882278149938643,0.004610640928149223
6,0.35000000000000003,-0.785875918160132,0.23459568619728088,0.5838978886604309,0.39823460578918457,0.1884606033563614,0.35,3,0,0,0,1.1596957445144653,2.1005632877349854,42.0076789855957,1.1596955060958862,filtered,3.110261533837644e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.20260504872270912,0.004721705801784992
7,0.4,-0.7751131364685219,0.28686946630477905,0.5742905735969543,0.3874480426311493,0.2340981811285019,0.35,4,0,0,0,1.1133229732513428,3.9446358680725098,86.91851806640625,1.1133228540420532,filtered,3.2681894497644883e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.1980388588263347,0.00434295367449522
8,0.45,-0.7560847700957675,0.2379867136478424,0.5672798156738281,0.3768344819545746,0.18154923617839813,0.35,4,0,0,0,1.0712448358535767,2.6056101322174072,99.48160552978516,1.071244716644287,filtered,3.643817008668762e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.18545888108683906,0.002880713902413845
9,0.5,-0.7400519125098356,0.28336820006370544,0.5579453706741333,0.3643072545528412,0.22282423079013824,0.35,4,0,0,0,1.0369077920913696,4.580009937286377,108.86589813232422,1.0397343635559082,filtered,0.05150462182269725,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.1761026559622959,0.002978850156068802
