step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,safety_filter_solve_time_s
0,0.05,-1.2688404540394211,0.1722540557384491,0.7858986258506775,0.4170142412185669,0.16549159586429596,0.35,3,0,0,0,0.45124080777168274,9.024815559387207,180.49630737304688,0.5323350429534912,filtered,0.08320768878740209,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.2708801795298318,0.004261470399796963
1,0.1,-1.1418460063404,0.23672327399253845,0.7700243592262268,0.40827155113220215,0.22879411280155182,0.35,3,0,0,0,0.7535564303398132,7.0601019859313965,119.07267761230469,0.7535561323165894,filtered,6.538264566339405e-07,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.2627906149932417,0.0043618278577923775
2,0.15000000000000002,-1.0021884417881348,0.2739046514034271,0.7480394840240479,0.39925312995910645,0.2644171118736267,0.35,3,0,0,0,0.8554648160934448,6.989566802978516,168.96368408203125,0.859935998916626,filtered,0.042052361404004174,0,0,12,joint_5_acceleration_upper,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.2537741161855169,0.004397878423333168
3,0.2,-0.8688283162556957,0.29086342453956604,0.7219747304916382,0.3905157446861267,0.2794875204563141,0.35,3,0,0,0,0.9970090985298157,6.808401107788086,42.88097381591797,0.9992901682853699,filtered,0.01438512207585101,0,0,12,joint_3_acceleration_upper,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.24448655332777358,0.00423960667103529
4,0.25,-0.7469289039499725,0.28085005283355713,0.6942377686500549,0.38298091292381287,0.2674819231033325,0.35,3,0,0,0,1.0881011486053467,3.7576661109924316,107.76335906982422,1.088100790977478,filtered,5.647876632076465e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.23558839364391887,0.003499554470181465
5,0.30000000000000004,-0.6376041945640463,0.25558143854141235,0.6661186218261719,0.3771401047706604,0.24035291373729706,0.35,3,0,0,0,1.1375839710235596,2.7191214561462402,59.552730560302734,1.1375837326049805,filtered,5.447955261192977e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.22810833829926747,0.0027057500556111336
6,0.35000000000000003,-0.5298085414588835,0.22521400451660156,0.6378275752067566,0.37317484617233276,0.20842187106609344,0.35,3,0,0,0,1.1832886934280396,1.3614137172698975,61.77325439453125,1.183288335800171,filtered,6.411837914635834e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.222592139105812,0.003717738203704357
7,0.4,-0.4599003974303971,0.22745656967163086,0.6094347834587097,0.3712693750858307,0.20891614258289337,0.35,3,0,0,0,1.2323126792907715,2.6316699981689453,43.29133987426758,1.2323123216629028,filtered,5.912279863286762e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.21924318706625112,0.0042524561285972595
8,0.45,-0.42980460098559237,0.24796609580516815,0.5818954110145569,0.37168100476264954,0.2274128496646881,0.35,3,0,0,0,1.2412742376327515,1.8511360883712769,43.98435592651367,1.2412739992141724,filtered,3.6463228487348063e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.21825198919705702,0.003896651789546013
9,0.5,-0.3862167196173189,0.22739142179489136,0.5562852025032043,0.3742707073688507,0.20537309348583221,0.35,3,0,0,0,1.1865969896316528,3.004326820373535,45.52132797241211,1.1865971088409424,filtered,1.0806478502003307e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.2198476579314197,0.002721189521253109
