step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,safety_filter_solve_time_s
0,0.05,-0.7858534325794789,0.1634593904018402,0.6129803657531738,0.3213030695915222,0.10965193808078766,0.35,5,0,0,0,0.47248247265815735,9.4496488571167,188.99298095703125,0.5464701056480408,filtered,0.08326603728467208,0,0,12,joint_1_acceleration_lower,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.14609265461094534,0.0031313132494688034
1,0.1,-0.6339571070913896,0.14979471266269684,0.5996523499488831,0.3306403160095215,0.10136069357395172,0.35,5,0,0,0,0.8207822442054749,7.0005693435668945,53.42030334472656,0.8207817673683167,filtered,7.88919806521074e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.14671728061754657,0.004335775971412659
2,0.15000000000000002,-0.539874913739375,0.131890207529068,0.5842934250831604,0.3464379906654358,0.09840517491102219,0.35,5,0,0,0,0.9952293634414673,4.059237003326416,86.6054458618164,0.9952291250228882,filtered,6.045879205916725e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.15724577387589506,0.004638266749680042
3,0.2,-0.497500254406624,0.11316176503896713,0.5695511102676392,0.36608248949050903,0.09965857118368149,0.35,5,0,0,0,1.1144249439239502,3.038456439971924,53.20999526977539,1.1144245862960815,filtered,6.3625000887821e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.1743392011223595,0.00462116114795208
4,0.25,-0.49248211358720057,0.10529273748397827,0.5566120743751526,0.3871723711490631,0.10097216069698334,0.35,5,0,0,0,1.1938756704330444,2.140139102935791,45.709259033203125,1.1938753128051758,filtered,7.901044819183241e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.19528089348650246,0.004602424800395966
5,0.30000000000000004,-0.5210346610740861,0.10703664273023605,0.546424150466919,0.40894895792007446,0.10234826803207397,0.35,5,0,0,0,1.242282509803772,1.4897793531417847,16.688512802124023,1.2422820329666138,filtered,9.168106010087999e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.21756470420966112,0.004319184459745884
6,0.35000000000000003,-0.5472412298184384,0.10887078940868378,0.5385349988937378,0.42852628231048584,0.10378905385732651,0.35,5,0,0,0,1.2152608633041382,1.831061601638794,37.67357635498047,1.2553410530090332,filtered,0.06247048875933552,0,1,12,workspace_z_upper,workspace_z_upper,0,0,1,solved,osqp,1.202516419773758e-10,valid,0.2404431391644647,0.003422209993004799
7,0.4,-0.5487748340743182,0.1107981950044632,0.531399667263031,0.4433283805847168,0.10529667884111404,0.35,5,0,0,0,1.1202495098114014,4.051414489746094,52.57168197631836,1.181512713432312,filtered,0.1044107590618861,0,1,12,workspace_z_upper,workspace_z_upper,0,0,1,solved,osqp,7.003037039154947e-11,valid,0.2609824294318168,0.0027575138956308365
8,0.45,-0.5277309871430452,0.12012763321399689,0.5234315395355225,0.4536834955215454,0.11360766738653183,0.35,5,0,0,0,1.0866425037384033,5.539404392242432,44.920284271240234,1.109919786453247,filtered,0.07362322810676587,0,1,12,workspace_z_upper|joint_4_acceleration_upper,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.2766342647859952,0.0027610808610916138
9,0.5,-0.5106948706564893,0.1358380913734436,0.5146886706352234,0.4601920247077942,0.12866534292697906,0.35,5,0,0,0,1.095199465751648,4.918906211853027,25.287954330444336,1.1139590740203857,filtered,0.050495203664748814,0,1,12,workspace_z_upper|joint_4_acceleration_upper,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.2878143656127651,0.0028875675052404404
10,0.55,-0.5155996366978528,0.1470782607793808,0.5065481066703796,0.46292006969451904,0.13914801180362701,0.35,5,0,0,0,1.0862126350402832,4.32383918762207,40.53175735473633,1.0862126350402832,passthrough,5.789981705978222e-12,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.2951573866043561,0.005081426352262497
11,0.6000000000000001,-0.49445450151843323,0.15432804822921753,0.4978587329387665,0.46408671140670776,0.14554762840270996,0.35,5,0,0,0,1.1104291677474976,2.843491792678833,43.698490142822266,1.1104273796081543,filtered,2.2706752470472604e-06,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.29879298374090646,0.002754584886133671
12,0.65,-0.44878614651016535,0.16503354907035828,0.4872133135795593,0.464446485042572,0.1552760750055313,0.35,5,0,0,0,1.1550859212875366,2.4829821586608887,32.31741714477539,1.1550859212875366,passthrough,5.069043873377572e-12,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.3008407542171263,0.0028255125507712364
13,0.7000000000000001,-0.40537589593137857,0.17224997282028198,0.4750562012195587,0.46411263942718506,0.16139984130859375,0.35,5,0,0,0,1.161003589630127,2.4436795711517334,27.98194122314453,1.161003589630127,passthrough,5.967121526934161e-12,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.30201770866426614,0.0029882509261369705
14,0.75,-0.34305332705439495,0.17811167240142822,0.46052151918411255,0.46163517236709595,0.16605505347251892,0.35,5,0,0,0,1.1220608949661255,4.9048871994018555,57.08501052856445,1.1220608949661255,passthrough,6.292827223902445e-12,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.30241105358666365,0.0028105927631258965
15,0.8,-0.269723267692732,0.18588389456272125,0.4431839883327484,0.4573420286178589,0.1706056147813797,0.35,5,0,0,0,1.1330069303512573,5.559526443481445,16.314687728881836,1.1325740814208984,filtered,0.08427328176368658,0,0,12,joint_5_acceleration_lower,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.30050575857311645,0.00327412411570549
16,0.8500000000000001,-0.21500064928579954,0.19666805863380432,0.4241088330745697,0.4521004557609558,0.1795930117368698,0.35,3,0,0,0,1.178118109703064,4.414499759674072,25.660921096801758,1.178118109703064,passthrough,7.746447418928145e-12,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.2927117257032551,0.004619135521352291
17,0.9,-0.14793302410159365,0.2105610966682434,0.40259698033332825,0.43941831588745117,0.19137495756149292,0.35,3,0,0,0,1.1967182159423828,2.041126251220703,118.28317260742188,1.1967182159423828,passthrough,5.720771404672823e-12,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.2800040504890867,0.003711164928972721
18,0.9500000000000001,-0.09417582788151783,0.21863821148872375,0.3796401917934418,0.42689478397369385,0.19706347584724426,0.35,3,0,0,0,1.2101998329162598,2.2504658699035645,16.407846450805664,1.2101998329162598,passthrough,1.0388059596517418e-11,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.2668602649634345,0.004658305086195469
19,1.0,-0.039498971945665234,0.23508399724960327,0.35477158427238464,0.41400909423828125,0.21070069074630737,0.35,3,0,0,0,1.2342042922973633,1.8004333972930908,68.60125732421875,1.2342032194137573,filtered,1.3366689279295667e-06,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.25378226472917903,0.0027600694447755814
20,1.05,-0.02384691021337182,0.22844305634498596,0.3312121331691742,0.40241122245788574,0.20375953614711761,0.35,3,0,0,0,1.213784098625183,0.8427301645278931,51.09258270263672,1.2137835025787354,filtered,8.271252569125184e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.24025001076195607,0.003983126953244209
21,1.1,-0.015418948505507624,0.236662358045578,0.3083531856536865,0.391085147857666,0.20998121798038483,0.35,3,0,0,0,1.1931864023208618,0.7366921901702881,21.299570083618164,1.193185567855835,filtered,1.0049728698945198e-06,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.22801112437374382,0.004545467905700207
22,1.1500000000000001,-0.019708854260050035,0.24224406480789185,0.2868441641330719,0.3803310990333557,0.21469922363758087,0.35,3,0,0,0,1.1634595394134521,0.8247898817062378,12.659337043762207,1.163458228111267,filtered,1.645503748729857e-06,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.21605003128181755,0.0030025914311408997
23,1.2000000000000002,-0.038451314432868755,0.2512631416320801,0.26708775758743286,0.36989155411720276,0.2209365963935852,0.35,3,0,0,0,1.1146423816680908,1.1478245258331299,9.253874778747559,1.1146423816680908,passthrough,8.001746743152612e-12,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.20469317143589283,0.004427303560078144
24,1.25,-0.05876013993168644,0.26090890169143677,0.24896447360515594,0.3597307801246643,0.22760964930057526,0.35,3,0,0,0,1.0686005353927612,1.018487572669983,5.140757083892822,1.0686005353927612,passthrough,6.259820789937763e-12,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.19370715863200533,0.002799169160425663
25,1.3,-0.0847253869499312,0.26877161860466003,0.23271197080612183,0.3502510190010071,0.23237210512161255,0.35,3,0,0,0,1.016100287437439,1.3751219511032104,15.48202133178711,1.016100287437439,passthrough,6.9825350449307474e-12,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.1830522440624709,0.004000330343842506
