step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_capsule_overlap,collision_pybullet_contact,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-0.15670173163393458,0.08773302286863327,0.31184321641921997,0.3677046597003937,0.07839566469192505,0.35,5,0,0,0,0,,,nan,0,0.38106903433799744,7.621380805969238,152.4276123046875,0.40642911195755005,1.0,nan,0,0,0,0,0.19989232627472675,0.0,filtered,0.033559801021764424,0,0,12,joint_4_acceleration_lower,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.19989232627472675,0.483653902|0.297081995|0.274838227|0.281255059|0.232703234|0.199892326,0.633653902|0.447081995|0.424838227|0.431255059|0.382703234|0.349892326,0.603653902|0.417081995|0.394838227|0.401255059|0.352703234|0.319892326,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0792656602|0.136239223|0.141902669|0.129893774,-0.1088225|-0.0867790347|-0.0809198649|-0.105802013|-0.107738876|-0.109838073,1.82579311|1.10154895|1.0976987|1.15545745|0.964976728|0.819625007,0.612114072|0.538047135|0.184582114,-0.0431735367|-0.117801324|0.00155718625,0.005164993926882744,0.0015763342380523682,0.001542210578918457,0.0020111147314310074
1,0.1,-0.06589031490606459,0.08722259104251862,0.3005111813545227,0.3684421181678772,0.07800687104463577,0.35,5,0,0,0,0,,,nan,0,0.522807240486145,4.506012439727783,137.7653350830078,0.5228068828582764,1.0,nan,0,0,0,0,0.19989232627472675,0.0,filtered,6.623813777710775e-07,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.20123215651506443,0.478159641|0.29152747|0.273284869|0.282875446|0.234213698|0.201232157,0.628159641|0.44152747|0.423284869|0.432875446|0.384213698|0.351232157,0.598159641|0.41152747|0.393284869|0.402875446|0.354213698|0.321232157,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.125492439|0.132030463|0.1312697|0.114586926,-0.108577561|-0.0862279671|-0.0800700467|-0.105061278|-0.107017353|-0.109228484,1.804061|1.07988191|1.13856187|1.15847097|0.961107137|0.810287069,0.60995543|0.532157004|0.184659898,-0.0431735367|-0.117801324|0.00155718625,0.0050412556156516075,0.0015414543449878693,0.0015253685414791107,0.001940821297466755
2,0.15000000000000002,-0.003872189359445957,0.09468412399291992,0.28628477454185486,0.366992324590683,0.08544847369194031,0.35,5,0,0,0,0,,,nan,0,0.6015031933784485,3.6680290699005127,76.15790557861328,0.6015031933784485,1.0,nan,0,0,0,0,0.19989232627472675,0.0,passthrough,9.409491060503874e-10,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.2020765242452479,0.472711055|0.287087852|0.275076402|0.284541586|0.235535045|0.202076524,0.622711055|0.437087852|0.425076402|0.434541586|0.385535045|0.352076524,0.592711055|0.407087852|0.395076402|0.404541586|0.355535045|0.322076524,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.150834718|0.105538693|0.0940425714|0.0679183551,-0.108324843|-0.085565108|-0.0788589563|-0.104059154|-0.106069264|-0.108491808,1.78251938|1.0627863|1.17228137|1.13964588|0.930113486|0.767732644,0.607796788|0.526266873|0.184737682,-0.0431735367|-0.117801324|0.00155718625,0.005173009820282459,0.0015857620164752007,0.0015328172594308853,0.0020176079124212265
3,0.2,0.04057724728385487,0.10251031070947647,0.27016785740852356,0.3642823100090027,0.0932004302740097,0.35,5,0,0,0,0,,,nan,0,0.6184622645378113,3.2180864810943604,57.207366943359375,0.6184622645378113,1.0,nan,0,0,0,0,0.19989232627472675,0.0,passthrough,7.354892226716616e-10,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.20077786578288304,0.467332628|0.284307152|0.27963021|0.285037523|0.235268391|0.200777866,0.617332628|0.434307152|0.42963021|0.435037523|0.385268391|0.350777866,0.587332628|0.404307152|0.39963021|0.405037523|0.355268391|0.320777866,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.166839455|0.0946675061|0.0777154996|0.0405610307,-0.10806218|-0.0847391539|-0.0773040208|-0.102677412|-0.104743017|-0.107447556,1.76126833|1.05248945|1.20805627|1.13214019|0.914046047|0.736224938,0.605638146|0.520376742|0.184815466,-0.0431735367|-0.117801324|0.00155718625,0.005128814838826656,0.0015693185850977898,0.001547420397400856,0.0019759610295295715
4,0.25,0.0837029610709282,0.10405154526233673,0.2525395452976227,0.36139750480651855,0.09471126645803452,0.35,5,0,0,0,0,,,nan,0,0.6455807089805603,4.4751176834106445,64.05995178222656,0.6455807089805603,1.0,nan,0,0,0,0,0.19989232627472675,0.0,passthrough,4.0163896995673937e-10,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.19828756354432198,0.462014216|0.282874865|0.286260196|0.285224465|0.234379778|0.198287564,0.612014216|0.432874865|0.436260196|0.435224465|0.384379778|0.348287564,0.582014216|0.402874865|0.406260196|0.405224465|0.354379778|0.318287564,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.181053054|0.101889889|0.0832820178|0.0368495334,-0.107790273|-0.0837860842|-0.0755396836|-0.10090263|-0.102971536|-0.10592881,1.74026659|1.04771337|1.25055416|1.14188512|0.917829595|0.724070977,0.603479505|0.514486611|0.18489325,-0.0431735367|-0.117801324|0.00155718625,0.005109281279146671,0.001479671336710453,0.0016104411333799362,0.001983798108994961
5,0.30000000000000004,0.12606619136586203,0.09608114510774612,0.23404616117477417,0.3598928153514862,0.08687134832143784,0.35,5,0,0,0,0,,,nan,0,0.7038112282752991,3.432734489440918,26.36397361755371,0.7038112282752991,1.0,nan,0,0,0,0,0.19989232627472675,0.0,filtered,2.2978976247793787e-07,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.19571109813943277,0.456748712|0.282584581|0.294706144|0.286059839|0.233973261|0.195711098,0.606748712|0.432584581|0.444706144|0.436059839|0.383973261|0.345711098,0.576748712|0.402584581|0.414706144|0.406059839|0.353973261|0.315711098,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.194133366|0.130215617|0.114885368|0.0622137897,-0.107509676|-0.0827362808|-0.0736604903|-0.098710294|-0.100703626|-0.10379917,1.71948517|1.04760204|1.29929745|1.17574468|0.950074787|0.741259012,0.601320863|0.50859648|0.184971035,-0.0431735367|-0.117801324|0.00155718625,0.005115353502333164,0.0015068305656313896,0.0015874803066253662,0.001987026073038578
6,0.35000000000000003,0.1454296998128018,0.09090571105480194,0.21570885181427002,0.3609849214553833,0.08205064386129379,0.35,5,0,0,0,0,,,nan,0,0.7323505282402039,2.5991153717041016,46.23122787475586,0.7323504686355591,1.0,nan,0,0,0,0,0.19989232627472675,0.0,filtered,1.325619289805694e-07,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.19459312871043877,0.451515101|0.282868708|0.304388851|0.288585137|0.235271189|0.194593129,0.601515101|0.432868708|0.454388851|0.438585137|0.385271189|0.344593129,0.571515101|0.402868708|0.424388851|0.408585137|0.355271189|0.314593129,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.204891918|0.169196108|0.164048154|0.110086667,-0.10722203|-0.0816485889|-0.0717918342|-0.0962235968|-0.0980522901|-0.101132768,1.69883837|1.04982624|1.35065549|1.22731306|1.00708062|0.787326414,0.599162221|0.502706349|0.185048819,-0.0431735367|-0.117801324|0.00155718625,0.0050683580338954926,0.0015089428052306175,0.0015853475779294968,0.001941397786140442
7,0.4,0.1502796132863557,0.08828632533550262,0.19806182384490967,0.36479848623275757,0.07995129376649857,0.35,5,0,0,0,0,,,nan,0,0.702964723110199,2.4971835613250732,63.7540168762207,0.702964723110199,1.0,nan,0,0,0,0,0.19989232627472675,0.0,passthrough,8.400284469798482e-10,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.19611300448373714,0.446284253|0.282950317|0.314434547|0.293271479|0.238976246|0.196113004,0.596284253|0.432950317|0.464434547|0.443271479|0.388976246|0.346113004,0.566284253|0.402950317|0.434434547|0.413271479|0.358976246|0.316113004,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.212194619|0.204332596|0.209351908|0.160643858,-0.106929449|-0.0805870834|-0.0700455823|-0.0937022912|-0.0952919804|-0.0981913296,1.67820756|1.05121418|1.39988723|1.28371622|1.06996491|0.846904546,0.597003579|0.496816218|0.185126603,-0.0431735367|-0.117801324|0.00155718625,0.005638440139591694,0.0016417624428868294,0.0017341040074825287,0.002216959372162819
8,0.45,0.15417848275700805,0.08535637706518173,0.18107934296131134,0.36931538581848145,0.07754955440759659,0.35,5,0,0,0,0,,,nan,0,0.6743733882904053,2.3881776332855225,59.70143127441406,0.6743733882904053,1.0,nan,0,0,0,0,0.19989232627472675,0.0,passthrough,6.350037703545195e-10,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.20032352283666877,0.44102872|0.282102258|0.323941039|0.29976278|0.244816566|0.200323523,0.59102872|0.432102258|0.473941039|0.44976278|0.394816566|0.350323523,0.56102872|0.402102258|0.443941039|0.41976278|0.364816566|0.320323523,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.214342882|0.212741267|0.216958997|0.172460036,-0.106633742|-0.079598087|-0.0684807947|-0.0914513152|-0.0928024788|-0.0954707429,1.65748114|1.04881095|1.44162624|1.32034107|1.10342278|0.878283384,0.594844937|0.490926087|0.185204387,-0.0431735367|-0.117801324|0.00155718625,0.0051758671179413795,0.0015748580917716026,0.001662563532590866,0.0019041020423173904
9,0.5,0.14179273711893328,0.08293090015649796,0.16552551090717316,0.3731330931186676,0.07558891177177429,0.35,5,0,0,0,0,,,nan,0,0.6762498617172241,2.116483449935913,55.91978454589844,0.6762498617172241,1.0,nan,0,0,0,0,0.19989232627472675,0.0,passthrough,5.185413168814257e-10,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.2052152377031634,0.435784927|0.28124156|0.333546161|0.30667185|0.25114125|0.205215238,0.585784927|0.43124156|0.483546161|0.45667185|0.40114125|0.355215238,0.555784927|0.40124156|0.453546161|0.42667185|0.37114125|0.325215238,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.213701467|0.20216274|0.201497745|0.158211701,-0.10633202|-0.0786097614|-0.0670020471|-0.0893141101|-0.0904424271|-0.0929072315,1.63680769|1.04635648|1.48088406|1.33953603|1.11562032|0.88616542,0.592686296|0.485035956|0.185282171,-0.0431735367|-0.117801324|0.00155718625,0.005179648287594318,0.001538556069135666,0.0017001945525407791,0.0019062068313360214
