step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_capsule_overlap,collision_pybullet_contact,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-0.9161988182123858,0.16896671056747437,0.6471043229103088,0.4348091781139374,0.16070230305194855,0.35,2,0,0,0,0,,,nan,0,0.40862977504730225,8.172595024108887,163.451904296875,0.4697745144367218,1.0,nan,0,0,0,0,0.2629835038005941,0.0,filtered,0.06604551525451796,0,0,12,joint_1_acceleration_lower|joint_2_acceleration_lower|joint_4_acceleration_lower|joint_3_acceleration_upper,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.2629835038005941,0.545290894|0.41095218|0.262983504|0.335913653|0.315076534|0.426303371,0.695290894|0.56095218|0.412983504|0.485913653|0.465076534|0.576303371,0.665290894|0.53095218|0.382983504|0.455913653|0.435076534|0.546303371,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.074092366|0.0118523758|-0.0210828263|-0.0305634734,-0.193477377|-0.120876151|-0.18612573|-0.262508984|-0.243417851|-0.250708639,1.9876862|1.52293257|0.939900651|1.092998|0.995805461|1.42394137,0.578015149|-0.589741886|0.467401534,-0.028077513|0.266752511|0.0048050303,0.004531635902822018,0.0011389898136258125,0.0014358647167682648,0.0019290167838335037
1,0.1,-0.8116482461814712,0.1760260909795761,0.6370790004730225,0.4308176338672638,0.1667693555355072,0.35,2,0,0,0,0,,,nan,0,0.7305017113685608,6.586845874786377,52.54560852050781,0.7305009365081787,1.0,nan,0,0,0,0,0.2629835038005941,0.0,filtered,1.1076844826074525e-06,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.2567111567419964,0.535704703|0.404319467|0.256711157|0.323453475|0.302616431|0.412484566,0.685704703|0.554319467|0.406711157|0.473453475|0.452616431|0.562484566,0.655704703|0.524319467|0.376711157|0.443453475|0.422616431|0.532484566,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.133506306|0.0214260523|-0.0359050803|-0.052024392,-0.191408651|-0.116998246|-0.182351446|-0.262559299|-0.243977466|-0.251180215,1.95141016|1.50027962|0.977999486|1.05268065|0.930583178|1.34673366,0.576611102|-0.576404512|0.46764186,-0.028077513|0.266752511|0.0048050303,0.0042406246066093445,0.0010117245838046074,0.0011575240641832352,0.0020446982234716415
2,0.15000000000000002,-0.7787739367494672,0.24928632378578186,0.6231363415718079,0.42936065793037415,0.2384592890739441,0.35,2,0,0,0,0,,,nan,0,0.7248073220252991,6.211016654968262,193.4617919921875,0.7248069643974304,1.0,nan,0,0,0,0,0.2629835038005941,0.0,filtered,8.785525775393786e-07,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.25333179417509855,0.526252336|0.397370816|0.253331794|0.311481125|0.289800149|0.397499862,0.676252336|0.547370816|0.403331794|0.461481125|0.439800149|0.547499862,0.646252336|0.517370816|0.373331794|0.431481125|0.409800149|0.517499862,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.157976876|-0.0466925602|-0.116152677|-0.126724886,-0.189263934|-0.113076259|-0.178035193|-0.262676111|-0.245969999|-0.251519091,1.91574541|1.47640701|0.99326886|0.936555827|0.797077918|1.21175547,0.575207055|-0.563067138|0.467882186,-0.028077513|0.266752511|0.0048050303,0.005128262564539909,0.0016907816752791405,0.0013514943420886993,0.002049071714282036
3,0.2,-0.7345529461454965,0.253165602684021,0.6086341142654419,0.42934736609458923,0.24053512513637543,0.35,2,0,0,0,0,,,nan,0,0.7518424391746521,3.9452056884765625,79.26973724365234,0.7518424391746521,1.0,nan,0,0,0,0,0.2629835038005941,0.0,passthrough,1.0107407281428413e-09,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.2526313960865356,0.5168583|0.391992326|0.252631396|0.296150943|0.272004718|0.378675356,0.6668583|0.541992326|0.402631396|0.446150943|0.422004718|0.528675356,0.6368583|0.511992326|0.372631396|0.416150943|0.392004718|0.498675356,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.186693602|-0.0375293705|-0.1038539|-0.122352944,-0.187052685|-0.108935205|-0.172737327|-0.262478468|-0.248539482|-0.251743045,1.88038051|1.4590341|1.02448186|0.884595932|0.735625492|1.14060543,0.573803008|-0.549729764|0.468122512,-0.028077513|0.266752511|0.0048050303,0.005700288340449333,0.0016790255904197693,0.0018614605069160461,0.0021242238581180573
4,0.25,-0.663710425699229,0.2549007833003998,0.5923227071762085,0.42629513144493103,0.24022912979125977,0.35,4,0,0,0,0,,,nan,0,0.8706721067428589,2.688105583190918,75.79944610595703,0.8706719875335693,1.0,nan,0,0,0,0,0.2629835038005941,0.0,filtered,2.5835103735402344e-07,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.2534214481185266,0.507586442|0.386682946|0.253421448|0.281112161|0.254667506|0.360046819,0.657586442|0.536682946|0.403421448|0.431112161|0.404667506|0.510046819,0.627586442|0.506682946|0.373421448|0.401112161|0.374667506|0.480046819,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.210190245|-0.0432275779|-0.097713796|-0.139476333,-0.184763326|-0.104714532|-0.167134945|-0.262213085|-0.251528098|-0.252021913,1.84558244|1.44201725|1.05674109|0.81900798|0.669428131|1.04868903,0.572398961|-0.536392391|0.468362838,-0.028077513|0.266752511|0.0048050303,0.005862967111170292,0.001760430634021759,0.0018607797101140022,0.0022047217935323715
5,0.30000000000000004,-0.5985314305721112,0.2645365595817566,0.574193000793457,0.4100944697856903,0.2551235556602478,0.35,4,0,0,0,0,,,nan,0,0.9616935849189758,3.056765556335449,41.953487396240234,0.9616935849189758,1.0,nan,0,0,0,0,0.2629835038005941,0.0,filtered,1.475046452675624e-08,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.23792998958033507,0.498434302|0.381593967|0.255583693|0.265665684|0.23792999|0.34057356,0.648434302|0.531593967|0.405583693|0.415665684|0.38792999|0.49057356,0.618434302|0.501593967|0.375583693|0.385665684|0.35792999|0.46057356,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.227272238|-0.0565083302|-0.0990382187|-0.167980611,-0.182394241|-0.100400431|-0.161240824|-0.262911573|-0.254810514|-0.252528937,1.81134297|1.42597544|1.08836619|0.743242834|0.597871226|0.941784694,0.570994914|-0.523055017|0.468603164,-0.028077513|0.266752511|0.0048050303,0.006012449972331524,0.0018300451338291168,0.001852838322520256,0.0022926367819309235
6,0.35000000000000003,-0.5445713502682841,0.27497175335884094,0.5549218058586121,0.39489856362342834,0.2660616636276245,0.35,4,0,0,0,0,,,nan,0,1.0167243480682373,2.459033250808716,27.447526931762695,1.0167243480682373,1.0,nan,0,0,0,0,0.2629835038005941,0.0,filtered,3.063417566448461e-07,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.22128157367667112,0.489388559|0.377143852|0.259127577|0.249997538|0.221281574|0.319607215,0.639388559|0.527143852|0.409127577|0.399997538|0.371281574|0.469607215,0.609388559|0.497143852|0.379127577|0.369997538|0.341281574|0.439607215,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.241484622|-0.0409291902|-0.081026735|-0.182287994,-0.179945472|-0.0959642915|-0.15501081|-0.265170406|-0.257995345|-0.253159267,1.77760876|1.41261112|1.12298412|0.693890558|0.546104214|0.8429816,0.569590867|-0.509717643|0.46884349,-0.028077513|0.266752511|0.0048050303,0.005140731111168861,0.001041497103869915,0.0017864946275949478,0.0022857943549752235
7,0.4,-0.4939297993267408,0.2977609634399414,0.5340718626976013,0.3796570599079132,0.2868676483631134,0.35,4,0,0,0,0,,,nan,0,1.0431396961212158,3.1659181118011475,37.944671630859375,1.0431394577026367,1.0,nan,0,0,0,0,0.2629835038005941,0.0,filtered,4.892761261332159e-07,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.20571583451344388,0.48045671|0.373241353|0.263815186|0.23516574|0.205715835|0.297881784,0.63045671|0.523241353|0.413815186|0.38516574|0.355715835|0.447881784,0.60045671|0.493241353|0.383815186|0.35516574|0.325715835|0.417881784,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.250453444|-0.042555314|-0.0789386039|-0.20539231,-0.177413832|-0.0914211299|-0.148568021|-0.266989643|-0.260636135|-0.255179005,1.74441301|1.40154428|1.15714617|0.631118002|0.4832886|0.730955822,0.56818682|-0.49638015|0.469083816,-0.028077513|0.266752511|0.0048050303,0.005639003589749336,0.001544298604130745,0.0018675466999411583,0.0021937619894742966
8,0.45,-0.4438711189823891,0.3222949206829071,0.5116771459579468,0.3648700714111328,0.3088899254798889,0.35,4,0,0,0,0,,,nan,0,1.0684597492218018,3.2466847896575928,21.764617919921875,1.0684595108032227,1.0,nan,0,0,0,0,0.2629835038005941,0.0,filtered,7.158665718866681e-07,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.19025276639393152,0.471618143|0.370481547|0.269877956|0.220340664|0.190252766|0.275075372,0.621618143|0.520481547|0.419877956|0.370340664|0.340252766|0.425075372,0.591618143|0.490481547|0.389877956|0.340340664|0.310252766|0.395075372,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.258024351|-0.0405266042|-0.070776265|-0.219423602,-0.17480033|-0.0867491388|-0.141862619|-0.268057579|-0.26221855|-0.258696464,1.71167224|1.39517705|1.19567356|0.572778473|0.428016251|0.622181421,0.566782773|-0.483042419|0.469324142,-0.028077513|0.266752511|0.0048050303,0.005861417390406132,0.001820860430598259,0.001896711066365242,0.0021042553707957268
9,0.5,-0.3945820120471371,0.3428037762641907,0.488038033246994,0.35176882147789,0.3262985050678253,0.35,4,0,0,0,0,,,nan,0,1.1067073345184326,3.03318452835083,19.48174285888672,1.1067067384719849,1.0,nan,0,0,0,0,0.2629835038005941,0.0,filtered,1.0504496449270657e-06,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.1754617272179958,0.462870471|0.369017097|0.277366019|0.205785969|0.175461727|0.251354576,0.612870471|0.519017097|0.427366019|0.355785969|0.325461727|0.401354576,0.582870471|0.489017097|0.397366019|0.325785969|0.295461727|0.371354576,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.265540556|-0.0246626828|-0.0446305579|-0.223334273,-0.172103077|-0.0819716196|-0.134995882|-0.268062386|-0.262232228|-0.261917494,1.67937881|1.39409677|1.24000875|0.530418807|0.394984123|0.520166538,0.565378726|-0.469704688|0.469564468,-0.028077513|0.266752511|0.0048050303,0.005383670330047607,0.0018840618431568146,0.0017781872302293777,0.0016818549484014511
10,0.55,-0.34561047265600797,0.36273854970932007,0.4632095396518707,0.34098321199417114,0.3424842357635498,0.35,4,0,0,0,0,,,nan,0,1.1523025035858154,2.5664222240448,19.077056884765625,1.1523019075393677,1.0,nan,0,0,0,0,0.2629835038005941,0.0,filtered,1.40629074396553e-06,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.16264846523202603,0.454220493|0.368771278|0.286198319|0.192313339|0.162648465|0.227343484,0.604220493|0.518771278|0.436198319|0.342313339|0.312648465|0.377343484,0.574220493|0.488771278|0.406198319|0.312313339|0.282648465|0.347343484,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.272427995|-0.00420057666|-0.0105027372|-0.224061561,-0.169318512|-0.0771318994|-0.128124031|-0.266671501|-0.260126138|-0.264579457,1.64756346|1.39795321|1.28909724|0.498381278|0.379964985|0.420732916,0.563974679|-0.456366956|0.469804794,-0.028077513|0.266752511|0.0048050303,0.003725246526300907,0.0010106423869729042,0.0011661676689982414,0.0015230299904942513
