step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_goal_velocity_primary_mps,safety_filter_goal_velocity_secondary_used,safety_filter_goal_velocity_secondary_status,safety_filter_command_alignment_previous,safety_filter_command_sign_change,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,safety_filter_goal_velocity_audit_status,safety_filter_max_feasible_goal_velocity_mps,safety_filter_projected_goal_velocity_mps,safety_filter_goal_velocity_feasibility_gap_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-1.297426977355835,0.31706950068473816,0.289460688829422,0.2899738550186157,0.21218295395374298,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.3247987926006317,6.495975494384766,129.9195098876953,1.4131556749343872,1.4131556749343872,0.2973854604824292,0.289460688829422,0.007924771653007201,0.36063702325940433,0.23160334448108583,0.3464851079413025,0.1678979283330512,0.1785871796082513,0.3464851152867881,0,0,disabled,0.0,1,TRACK,direct_path,0,0.8523119499441236,0.8523119499441236,40,1,1,1,24,1.6822910830600932,0.14472931623458862,0.000812171776988065;0.0011794954495837609;0.0009259980646515488;0.00018143545194606166;0.0029169751841171977;0.004195704316316064;0.008650652396829451;0.006608957974480165;0.001455467667895171;0.0035187902348163685;0.003213544108558832;0.006930145380329694;0.006497350320220328;0.003252104550682607;0.001629023875769218;0.014408141469427621;0.003492268684538375;0.004734789360483309;0.007147785352282363;0.002023518577517784;0.0021149325339439706;0.0021399243500630294;0.007144747729771467;0.011647558705690935;0.009993085538450562;0.004092609876165324;0.00890267452673385;0.004955782312896945;0.00835983070397475;0.0033877324961721165;0.009313417162883121;0.004748499308896792;0.0017741685670971583;0.0018693440969533228;0.00712981228412372;0.005252128100925907;0.003841608155726484;0.002342224795506193;0.009157912033419547;0.005017539613166754,0.1358819305896759;0.13559217751026154;0.13704225420951843;0.13643847405910492;0.1342204213142395;0.13250628113746643;0.1272931843996048;0.13220013678073883;0.1353163868188858;0.12106648832559586;0.12164615839719772;0.12972886860370636;0.12345046550035477;0.12309323996305466;0.13678394258022308;0.13848228752613068;0.1340026706457138;0.13426317274570465;0.1330944150686264;0.13760581612586975;0.13499824702739716;0.13585107028484344;0.13177333772182465;0.1276533305644989;0.14472931623458862;0.13427984714508057;0.13052672147750854;0.13748911023139954;0.14261630177497864;0.12873362004756927;0.13157223165035248;0.13964921236038208;0.13511908054351807;0.1354890763759613;0.13326917588710785;0.1412794291973114;0.1391618251800537;0.13705259561538696;0.1421259492635727;0.13349264860153198,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 25, 'obstacle_contact': 0, 'self_collision': 0}",0.00018143545194606166,65,65,nan,nan,0.0,not_enabled,0,0,1,0,0,0,1,2,1.0,0.47777091057870247,1.4131556749343872,0.0,1.0,0.1164433456925924,0,0,0,0,0.1164433456925924,0.0,filtered,linprog goal-velocity priority optimal,1.3549069843756392,0,0,12,joint_1_acceleration_lower|joint_0_acceleration_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.1878979263911131,1,continuity_tiebreak,0.0,0,goal_velocity_linprog,0.0,valid,0.1164433456925924,0.979021937582727,0|0|0|0|0|0,0.304863968|0.217477461|0.127451262|0.143937675|0.116443346|0.119443346,0.483815065|0.396428558|0.306402359|0.322888772|0.295394443|0.298394443,0.424863968|0.337477461|0.247451262|0.263937675|0.236443346|0.239443346,0|0|0|0|0|0,0|0.00144464345|-0.0616944315|-0.0782605422|-0.115453975|-0.115453975,0|0|0|0|0|0,1.21945587|0.871354489|0.448110618|0.49749016|0.350319408|0.362319408,optimal,0.1878979263911131,0.1678979283330512,0.019999998058061907,0.411498696|0.443161875|0.261451662,0|-0|-0,0.4439028640044853,0.0027639459585770965,0.0017859829822555184,0.43368905899114907
1,0.1,-1.7071445033009998,0.4580884575843811,0.27392128109931946,0.27959728240966797,0.3221989870071411,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.6561123132705688,6.659035682678223,18.842273712158203,1.2062569856643677,1.2062569856643677,0.28946068692894683,0.27392128109931946,0.015539405829627373,0.2682580517840865,0.46418682598194827,0.2575979936716661,0.3272486477343507,-0.06965065406268461,0.2575979919803878,0,0,disabled,0.0,1,TRACK,direct_path,0,0.8523119499441236,0.8523119499441236,40,1,1,1,24,1.6822910830600932,0.14472931623458862,0.000812171776988065;0.0011794954495837609;0.0009259980646515488;0.00018143545194606166;0.0029169751841171977;0.004195704316316064;0.008650652396829451;0.006608957974480165;0.001455467667895171;0.0035187902348163685;0.003213544108558832;0.006930145380329694;0.006497350320220328;0.003252104550682607;0.001629023875769218;0.014408141469427621;0.003492268684538375;0.004734789360483309;0.007147785352282363;0.002023518577517784;0.0021149325339439706;0.0021399243500630294;0.007144747729771467;0.011647558705690935;0.009993085538450562;0.004092609876165324;0.00890267452673385;0.004955782312896945;0.00835983070397475;0.0033877324961721165;0.009313417162883121;0.004748499308896792;0.0017741685670971583;0.0018693440969533228;0.00712981228412372;0.005252128100925907;0.003841608155726484;0.002342224795506193;0.009157912033419547;0.005017539613166754,0.1358819305896759;0.13559217751026154;0.13704225420951843;0.13643847405910492;0.1342204213142395;0.13250628113746643;0.1272931843996048;0.13220013678073883;0.1353163868188858;0.12106648832559586;0.12164615839719772;0.12972886860370636;0.12345046550035477;0.12309323996305466;0.13678394258022308;0.13848228752613068;0.1340026706457138;0.13426317274570465;0.1330944150686264;0.13760581612586975;0.13499824702739716;0.13585107028484344;0.13177333772182465;0.1276533305644989;0.14472931623458862;0.13427984714508057;0.13052672147750854;0.13748911023139954;0.14261630177497864;0.12873362004756927;0.13157223165035248;0.13964921236038208;0.13511908054351807;0.1354890763759613;0.13326917588710785;0.1412794291973114;0.1391618251800537;0.13705259561538696;0.1421259492635727;0.13349264860153198,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 25, 'obstacle_contact': 0, 'self_collision': 0}",0.00018143545194606166,65,65,nan,nan,0.9587811225670855,filtered,0,0,1,0,0,0,1,2,1.0,0.3449791395845885,1.2062569856643677,0.0,1.0,0.09519666233353416,0,0,0,0,0.1164433456925924,0.0,filtered,linprog goal-velocity priority optimal,1.2042025987736296,0,0,12,joint_2_acceleration_lower|joint_0_acceleration_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.3472486481948541,1,continuity_tiebreak,0.9974466562271118,0,goal_velocity_linprog,0.0,valid,0.09519666233353416,0.9813127903642032,0|0.0768738653|0.199203159|0.231163134|0.232455101|0.232455101,0.304749426|0.217340727|0.116465416|0.130284249|0.0951966623|0.0981966392,0.483815065|0.396406367|0.295531055|0.309349888|0.274262302|0.277262279,0.424749426|0.337340727|0.236465416|0.250284249|0.215196662|0.218196639,0|0|0.15|0.15|0.15|0.15,0|0.00209605634|-0.0915213462|-0.109130787|-0.18577003|-0.18577003,0|0|0|0|0|0,1.2189977|0.871458964|0.374340316|0.412006208|0.195016619|0.207016526,optimal,0.3472486481948541,0.32724864773435064,0.020000000460503486,0.411498696|0.443161875|0.261451662,0|-0|-0,0.022358558955602348,0.004396133008413017,0.001874404028058052,0.009439682005904615
2,0.15000000000000002,-2.178504622839723,0.6089589595794678,0.2523362636566162,0.2635696232318878,0.42343825101852417,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.8932368755340576,6.206382751464844,108.60775756835938,1.0185655355453491,1.0185655355453491,0.27392129089730294,0.2523362636566162,0.021585027240686727,0.19371022951638775,0.6316861857973597,0.18679476255465566,0.45899938910595633,-0.2722046265513007,0.18679476923618105,0,0,disabled,0.0,1,TRACK,direct_path,0,0.8523119499441236,0.8523119499441236,40,1,1,1,24,1.6822910830600932,0.14472931623458862,0.000812171776988065;0.0011794954495837609;0.0009259980646515488;0.00018143545194606166;0.0029169751841171977;0.004195704316316064;0.008650652396829451;0.006608957974480165;0.001455467667895171;0.0035187902348163685;0.003213544108558832;0.006930145380329694;0.006497350320220328;0.003252104550682607;0.001629023875769218;0.014408141469427621;0.003492268684538375;0.004734789360483309;0.007147785352282363;0.002023518577517784;0.0021149325339439706;0.0021399243500630294;0.007144747729771467;0.011647558705690935;0.009993085538450562;0.004092609876165324;0.00890267452673385;0.004955782312896945;0.00835983070397475;0.0033877324961721165;0.009313417162883121;0.004748499308896792;0.0017741685670971583;0.0018693440969533228;0.00712981228412372;0.005252128100925907;0.003841608155726484;0.002342224795506193;0.009157912033419547;0.005017539613166754,0.1358819305896759;0.13559217751026154;0.13704225420951843;0.13643847405910492;0.1342204213142395;0.13250628113746643;0.1272931843996048;0.13220013678073883;0.1353163868188858;0.12106648832559586;0.12164615839719772;0.12972886860370636;0.12345046550035477;0.12309323996305466;0.13678394258022308;0.13848228752613068;0.1340026706457138;0.13426317274570465;0.1330944150686264;0.13760581612586975;0.13499824702739716;0.13585107028484344;0.13177333772182465;0.1276533305644989;0.14472931623458862;0.13427984714508057;0.13052672147750854;0.13748911023139954;0.14261630177497864;0.12873362004756927;0.13157223165035248;0.13964921236038208;0.13511908054351807;0.1354890763759613;0.13326917588710785;0.1412794291973114;0.1391618251800537;0.13705259561538696;0.1421259492635727;0.13349264860153198,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 25, 'obstacle_contact': 0, 'self_collision': 0}",0.00018143545194606166,65,65,nan,nan,0.9982968911971882,filtered,0,0,1,0,0,0,1,2,1.0,0.21734899205213407,1.0185655355453491,0.0,1.0,0.07477583872834145,0,0,0,0,0.1164433456925924,0.0,filtered,linprog goal-velocity priority optimal,1.130648008047482,0,0,12,joint_0_acceleration_upper|joint_4_acceleration_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.4789993799914261,1,continuity_tiebreak,0.965814471244812,0,goal_velocity_linprog,0.0,valid,0.07477583872834145,0.9863299284484799,1.73460964e-19|0.145206198|0.401264738|0.461706358|0.46758201|0.46758201,0.304498569|0.217213944|0.107513862|0.119800723|0.0747758387|0.0777758387,0.483815065|0.39653044|0.286830358|0.299117219|0.254092335|0.257092335,0.424498569|0.337213944|0.227513862|0.239800723|0.194775839|0.197775839,0|0|0.15|0.15|0.15|0.15,1.87764859e-19|0.00166352537|-0.112782612|-0.123911498|-0.241171446|-0.241171446,0|0|0|0|0|0,1.21799428|0.870519301|0.317272836|0.355291394|0.0579319087|0.0699319087,optimal,0.4789993799914261,0.45899938910595633,0.019999990885469776,0.411498696|0.443161875|0.261451662,0|-0|-0,0.01927958708256483,0.003723211004398763,0.0016261989949271083,0.008115345030091703
3,0.2,-2.342497415191727,0.6596712470054626,0.22993053495883942,0.24681106209754944,0.4596804082393646,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.0427429676055908,3.714083671569824,91.31101989746094,1.0094609260559082,1.0094609260559082,0.2523362736417298,0.22993053495883942,0.022405738682890364,0.17916722594097667,0.7221395653438719,0.1735526004501303,0.4854417258246564,-0.31188912537452607,0.17355260731772199,0,0,disabled,0.0,1,TRACK,direct_path,0,0.8523119499441236,0.8523119499441236,40,1,1,1,24,1.6822910830600932,0.14472931623458862,0.000812171776988065;0.0011794954495837609;0.0009259980646515488;0.00018143545194606166;0.0029169751841171977;0.004195704316316064;0.008650652396829451;0.006608957974480165;0.001455467667895171;0.0035187902348163685;0.003213544108558832;0.006930145380329694;0.006497350320220328;0.003252104550682607;0.001629023875769218;0.014408141469427621;0.003492268684538375;0.004734789360483309;0.007147785352282363;0.002023518577517784;0.0021149325339439706;0.0021399243500630294;0.007144747729771467;0.011647558705690935;0.009993085538450562;0.004092609876165324;0.00890267452673385;0.004955782312896945;0.00835983070397475;0.0033877324961721165;0.009313417162883121;0.004748499308896792;0.0017741685670971583;0.0018693440969533228;0.00712981228412372;0.005252128100925907;0.003841608155726484;0.002342224795506193;0.009157912033419547;0.005017539613166754,0.1358819305896759;0.13559217751026154;0.13704225420951843;0.13643847405910492;0.1342204213142395;0.13250628113746643;0.1272931843996048;0.13220013678073883;0.1353163868188858;0.12106648832559586;0.12164615839719772;0.12972886860370636;0.12345046550035477;0.12309323996305466;0.13678394258022308;0.13848228752613068;0.1340026706457138;0.13426317274570465;0.1330944150686264;0.13760581612586975;0.13499824702739716;0.13585107028484344;0.13177333772182465;0.1276533305644989;0.14472931623458862;0.13427984714508057;0.13052672147750854;0.13748911023139954;0.14261630177497864;0.12873362004756927;0.13157223165035248;0.13964921236038208;0.13511908054351807;0.1354890763759613;0.13326917588710785;0.1412794291973114;0.1391618251800537;0.13705259561538696;0.1421259492635727;0.13349264860153198,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 25, 'obstacle_contact': 0, 'self_collision': 0}",0.00018143545194606166,65,65,nan,nan,1.0,filtered,0,0,1,0,0,0,1,2,1.0,0.04665343880305311,1.0094609260559082,0.0,1.0,0.0474645502084885,0,0,0,0,0.1164433456925924,0.0,filtered,linprog goal-velocity priority optimal,1.1767145141903554,0,1,12,predictive_link_4|joint_0_velocity_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.5054417342002483,1,continuity_tiebreak,0.9934863448143005,0,goal_velocity_linprog,0.0,valid,0.0474645502084885,0.9911997653440161,3.33050384e-17|0.196395918|0.546448621|0.613986144|0.636126636|0.636126636,0.304255077|0.21738765|0.0949601338|0.104737865|0.0474645502|0.0504645502,0.483815065|0.396947638|0.274520122|0.284297853|0.227024538|0.230024538,0.424255077|0.33738765|0.214960134|0.224737865|0.16746455|0.17046455,0|0|0.15|0.15|0.15|0.15,-2.55774872e-17|0.00106057116|-0.0659934798|-0.0805435422|-0.189858202|-0.189858202,0|0|0|0|0|0,1.21702031|0.87061117|0.313847055|0.338407918|-8.88093848e-10|0.0119999991,optimal,0.5054417342002483,0.48544172582465644,0.02000000837559185,0.411498696|0.443161875|0.261451662,0|-0|-0,0.018647230928763747,0.0031572560546919703,0.0015132729895412922,0.008415510994382203
4,0.25,-2.5438946173315133,0.6993452310562134,0.2108391374349594,0.2317410707473755,0.47704312205314636,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.9701825380325317,3.5391592979431152,102.6061782836914,0.3499999940395355,0.0,0.22993053560721047,0.2108391374349594,0.019091398172251056,0.23013246484273142,0.640089898936695,-0.17478184100120656,0.4171675997431045,-0.5919494407443111,0.0,1,0,disabled,0.0,1,AVOID_HOLD,direct_path,0,0.8523119499441236,0.8523119499441236,40,1,1,1,24,1.6822910830600932,0.14472931623458862,0.000812171776988065;0.0011794954495837609;0.0009259980646515488;0.00018143545194606166;0.0029169751841171977;0.004195704316316064;0.008650652396829451;0.006608957974480165;0.001455467667895171;0.0035187902348163685;0.003213544108558832;0.006930145380329694;0.006497350320220328;0.003252104550682607;0.001629023875769218;0.014408141469427621;0.003492268684538375;0.004734789360483309;0.007147785352282363;0.002023518577517784;0.0021149325339439706;0.0021399243500630294;0.007144747729771467;0.011647558705690935;0.009993085538450562;0.004092609876165324;0.00890267452673385;0.004955782312896945;0.00835983070397475;0.0033877324961721165;0.009313417162883121;0.004748499308896792;0.0017741685670971583;0.0018693440969533228;0.00712981228412372;0.005252128100925907;0.003841608155726484;0.002342224795506193;0.009157912033419547;0.005017539613166754,0.1358819305896759;0.13559217751026154;0.13704225420951843;0.13643847405910492;0.1342204213142395;0.13250628113746643;0.1272931843996048;0.13220013678073883;0.1353163868188858;0.12106648832559586;0.12164615839719772;0.12972886860370636;0.12345046550035477;0.12309323996305466;0.13678394258022308;0.13848228752613068;0.1340026706457138;0.13426317274570465;0.1330944150686264;0.13760581612586975;0.13499824702739716;0.13585107028484344;0.13177333772182465;0.1276533305644989;0.14472931623458862;0.13427984714508057;0.13052672147750854;0.13748911023139954;0.14261630177497864;0.12873362004756927;0.13157223165035248;0.13964921236038208;0.13511908054351807;0.1354890763759613;0.13326917588710785;0.1412794291973114;0.1391618251800537;0.13705259561538696;0.1421259492635727;0.13349264860153198,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 25, 'obstacle_contact': 0, 'self_collision': 0}",0.00018143545194606166,65,65,nan,nan,1.0,filtered,0,0,1,0,1,1,1,2,1.0,0.0,0.0,0.0,1.0,0.03491253879367362,1,1,0,0,0.1164433456925924,0.3499999940395355,filtered,linprog goal-velocity priority optimal,1.1052993933141637,0,0,12,joint_0_velocity_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.43716760740576927,1,continuity_tiebreak,0.9871254563331604,0,goal_velocity_linprog,0.0,valid,0.03491253879367362,0.9975704591571208,3.03564014e-19|0.201248521|0.623099509|0.690897133|0.728268634|0.728268634,0.303936542|0.217490969|0.0917696215|0.0992357551|0.0349125388|0.0379125388,0.483815065|0.397369492|0.271648144|0.279114278|0.214791062|0.217791062,0.423936542|0.337490969|0.211769621|0.219235755|0.154912539|0.157912539,0|0|0.15|0.15|0.15|0.15,2.06144411e-19|-0.0198635832|-0.0506920367|-0.0737550887|-0.137124187|-0.137124187,0|0|0|0|0|0,1.21574617|0.850100292|0.316386449|0.323187932|0.00252596851|0.0145259685,optimal,0.43716760740576927,0.41716759974310447,0.020000007662664798,0.411498696|0.443161875|0.261451662,0|-0|-0,0.0165614599827677,0.004834685940295458,0.0009416799293830991,0.005360928014852107
5,0.30000000000000004,-2.463026815706201,0.6685233116149902,0.19475814700126648,0.22003766894340515,0.4624544680118561,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.0464162826538086,5.029836177825928,80.61724090576172,0.3499999940395355,0.0,0.21083914410901672,0.19475814700126648,0.01608099710775024,0.23131376879267418,0.6262978512551356,-0.18104099961199205,0.3615261553210496,-0.5425671549330416,0.0,1,0,disabled,0.0,1,AVOID_HOLD,direct_path,0,0.8523119499441236,0.8523119499441236,40,1,1,1,24,1.6822910830600932,0.14472931623458862,0.000812171776988065;0.0011794954495837609;0.0009259980646515488;0.00018143545194606166;0.0029169751841171977;0.004195704316316064;0.008650652396829451;0.006608957974480165;0.001455467667895171;0.0035187902348163685;0.003213544108558832;0.006930145380329694;0.006497350320220328;0.003252104550682607;0.001629023875769218;0.014408141469427621;0.003492268684538375;0.004734789360483309;0.007147785352282363;0.002023518577517784;0.0021149325339439706;0.0021399243500630294;0.007144747729771467;0.011647558705690935;0.009993085538450562;0.004092609876165324;0.00890267452673385;0.004955782312896945;0.00835983070397475;0.0033877324961721165;0.009313417162883121;0.004748499308896792;0.0017741685670971583;0.0018693440969533228;0.00712981228412372;0.005252128100925907;0.003841608155726484;0.002342224795506193;0.009157912033419547;0.005017539613166754,0.1358819305896759;0.13559217751026154;0.13704225420951843;0.13643847405910492;0.1342204213142395;0.13250628113746643;0.1272931843996048;0.13220013678073883;0.1353163868188858;0.12106648832559586;0.12164615839719772;0.12972886860370636;0.12345046550035477;0.12309323996305466;0.13678394258022308;0.13848228752613068;0.1340026706457138;0.13426317274570465;0.1330944150686264;0.13760581612586975;0.13499824702739716;0.13585107028484344;0.13177333772182465;0.1276533305644989;0.14472931623458862;0.13427984714508057;0.13052672147750854;0.13748911023139954;0.14261630177497864;0.12873362004756927;0.13157223165035248;0.13964921236038208;0.13511908054351807;0.1354890763759613;0.13326917588710785;0.1412794291973114;0.1391618251800537;0.13705259561538696;0.1421259492635727;0.13349264860153198,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 25, 'obstacle_contact': 0, 'self_collision': 0}",0.00018143545194606166,65,65,nan,nan,1.0,filtered,0,0,1,0,2,2,1,2,1.0,0.0,0.0,0.0,1.0,0.021109082818479785,1,1,0,0,0.1164433456925924,0.3499999940395355,filtered,linprog goal-velocity priority optimal,1.146788999233594,0,1,12,predictive_link_4|joint_2_velocity_lower|joint_0_velocity_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.3815261625045109,1,continuity_tiebreak,0.971712052822113,0,goal_velocity_linprog,0.0,valid,0.021109082818479785,1.0038787556820303,6.07126892e-19|0.15087296|0.543122295|0.596983468|0.644407913|0.644407913,0.303621128|0.215477172|0.0820632742|0.0887581685|0.0211090828|0.0241090828,0.483815065|0.39567111|0.262257212|0.268952106|0.201303021|0.204303021,0.423621128|0.335477172|0.202063274|0.208758169|0.141109083|0.144109083,0|0.15|0.15|0.15|0.15|0.15,-3.97567526e-19|-0.0379887758|-0.028640662|-0.0374542872|-0.0844363277|-0.0844363277,0|0|0|0|0|0,1.21448451|0.823919912|0.299612435|0.317578387|3.6004278e-09|0.0120000036,optimal,0.3815261625045109,0.36152615532104965,0.020000007183461233,0.411498696|0.443161875|0.261451662,0|-0|-0,0.02385474694892764,0.0023834019666537642,0.0010338990250602365,0.015582293970510364
6,0.35000000000000003,-2.661077994944583,0.7143135070800781,0.18016453087329865,0.20922762155532837,0.48363491892814636,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.0389043092727661,3.9881584644317627,75.17947387695312,0.3499999940395355,0.0,0.19475814441562445,0.18016453087329865,0.0145936135423258,0.23585501027266392,0.5543147367012043,-0.18862942854809425,0.32771030731950196,-0.5163397358675962,0.0,1,0,disabled,0.0,1,AVOID_HOLD,direct_path,0,0.8523119499441236,0.8523119499441236,40,1,1,1,24,1.6822910830600932,0.14472931623458862,0.000812171776988065;0.0011794954495837609;0.0009259980646515488;0.00018143545194606166;0.0029169751841171977;0.004195704316316064;0.008650652396829451;0.006608957974480165;0.001455467667895171;0.0035187902348163685;0.003213544108558832;0.006930145380329694;0.006497350320220328;0.003252104550682607;0.001629023875769218;0.014408141469427621;0.003492268684538375;0.004734789360483309;0.007147785352282363;0.002023518577517784;0.0021149325339439706;0.0021399243500630294;0.007144747729771467;0.011647558705690935;0.009993085538450562;0.004092609876165324;0.00890267452673385;0.004955782312896945;0.00835983070397475;0.0033877324961721165;0.009313417162883121;0.004748499308896792;0.0017741685670971583;0.0018693440969533228;0.00712981228412372;0.005252128100925907;0.003841608155726484;0.002342224795506193;0.009157912033419547;0.005017539613166754,0.1358819305896759;0.13559217751026154;0.13704225420951843;0.13643847405910492;0.1342204213142395;0.13250628113746643;0.1272931843996048;0.13220013678073883;0.1353163868188858;0.12106648832559586;0.12164615839719772;0.12972886860370636;0.12345046550035477;0.12309323996305466;0.13678394258022308;0.13848228752613068;0.1340026706457138;0.13426317274570465;0.1330944150686264;0.13760581612586975;0.13499824702739716;0.13585107028484344;0.13177333772182465;0.1276533305644989;0.14472931623458862;0.13427984714508057;0.13052672147750854;0.13748911023139954;0.14261630177497864;0.12873362004756927;0.13157223165035248;0.13964921236038208;0.13511908054351807;0.1354890763759613;0.13326917588710785;0.1412794291973114;0.1391618251800537;0.13705259561538696;0.1421259492635727;0.13349264860153198,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 25, 'obstacle_contact': 0, 'self_collision': 0}",0.00018143545194606166,65,65,nan,nan,1.0,filtered,0,0,1,0,3,3,1,2,1.0,0.0,0.0,0.0,1.0,0.01998333295325566,1,1,0,0,0.1164433456925924,0.3499999940395355,filtered,linprog goal-velocity priority optimal,1.1376761742326678,0,1,12,predictive_link_4|joint_2_velocity_lower|joint_0_velocity_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.34771031231302313,1,continuity_tiebreak,0.9817375540733337,0,goal_velocity_linprog,0.0,valid,0.01998333295325566,1.0131856503172976,0|0.1170387|0.517235525|0.574349121|0.631969649|0.631969649,0.303155783|0.208768619|0.0805509134|0.0882404053|0.019983333|0.022983333,0.483815065|0.389427902|0.261210196|0.268899688|0.200642615|0.203642615,0.423155783|0.328768619|0.200550913|0.208240405|0.139983333|0.142983333,0|0.15|0.14752247|0.15|0.15|0.15,0|-0.0781318623|-0.0659239896|-0.0586704323|-0.0799333303|-0.0799333303,0|0|0|0|0|0,1.21262313|0.756942615|0.256279664|0.294291189|1.53546273e-09|0.0120000015,optimal,0.34771031231302313,0.32771030731950196,0.02000000499352117,0.411498696|0.443161875|0.261451662,0|-0|-0,0.014595331973396242,0.0025031709810718894,0.0010724760359153152,0.00654765497893095
