step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_goal_velocity_primary_mps,safety_filter_goal_velocity_secondary_used,safety_filter_goal_velocity_secondary_status,safety_filter_command_alignment_previous,safety_filter_command_sign_change,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,safety_filter_goal_velocity_audit_status,safety_filter_max_feasible_goal_velocity_mps,safety_filter_projected_goal_velocity_mps,safety_filter_goal_velocity_feasibility_gap_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-1.086658625195273,0.2753095030784607,0.2994263172149658,0.3115844428539276,0.1934722512960434,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.38453564047813416,7.690712928771973,153.8142547607422,1.3556346893310547,1.3556346893310547,0.31052667734102024,0.2994263172149658,0.01110036012605442,0.41985663862741834,0.24794901164396546,0.4002953442706516,0.23511292730529673,0.16518241696535488,0.40029535499016766,0,0,disabled,0.0,1,TRACK,direct_path,0,0.9973855511052534,0.9973855511052534,38,1,1,1,22,1.5339023758413433,0.13858672976493835,0.0015628941856945782;0.0006600184379088401;0.003626114486304157;0.006714291814370138;0.005391823909149753;0.004612569318898363;0.0026642155913747137;0.0051366475201027485;0.0033563434258594375;0.007417462271843728;0.002743397188856088;0.001108121091366678;0.0030059280692999652;0.007048841233638285;0.005303169504178955;0.0036763356793221213;0.0034619962171496465;0.006216812050814661;0.005468474208295939;0.0049364948456189816;0.0024632558161822343;0.0040477305663339045;0.009103784430611108;0.007953385974744955;0.007912558909806374;0.004004480784004584;0.0030729774131634307;0.0035238907764919996;0.004033679099047767;0.008462604916205464;0.004660329392479801;0.0053141058262434595;0.00207060061757205;0.002647820117066821;0.004110806801691456;0.0016514378512971712;0.003942299613193663;0.005166869764965469,0.13376803696155548;0.12772300839424133;0.1319877654314041;0.13337789475917816;0.13511495292186737;0.1374836266040802;0.13567191362380981;0.13168400526046753;0.13266894221305847;0.13256485760211945;0.13057932257652283;0.13260747492313385;0.1298510581254959;0.1294429451227188;0.12557904422283173;0.13094665110111237;0.13389179110527039;0.13265976309776306;0.1359890252351761;0.12974633276462555;0.1317114382982254;0.13137748837471008;0.13858672976493835;0.13285820186138153;0.13296693563461304;0.13604755699634552;0.13575379550457;0.1343153417110443;0.1369466334581375;0.13249213993549347;0.13368473947048187;0.13097023963928223;0.13493339717388153;0.1331830471754074;0.13301682472229004;0.1337645947933197;0.1324274092912674;0.1363794207572937,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 27, 'obstacle_contact': 0, 'self_collision': 0}",0.00036201159349643166,65,65,nan,nan,0.0,not_enabled,0,0,1,0,0,0,1,2,1.0,0.6233652630949037,1.3556346893310547,0.0,1.0,0.1397384420951846,0,0,0,0,0.1397384420951846,0.0,filtered,linprog goal-velocity priority optimal,1.1994733104519488,0,0,12,joint_1_acceleration_lower|joint_2_acceleration_lower|joint_0_acceleration_upper,predictive_link_2,,,0,0,0,optimal; continuity_tiebreak,0.24011292352140412,1,continuity_tiebreak,0.0,0,goal_velocity_linprog,0.0,valid,0.1397384420951846,0.9475877746786376,0|0|0|0|0|0,0.392961667|0.182478706|0.139738442|0.186098567|0.230863716|0.233863716,0.570341056|0.359858095|0.317117831|0.363477956|0.408243104|0.411243104,0.512961667|0.302478706|0.259738442|0.306098567|0.350863716|0.353863716,0|0|0|0|0|0,0|-0.0205123719|-0.115958365|-0.181190155|-0.202097321|-0.202097321,0|0|0|0|0|0,1.57184667|0.709402453|0.442995404|0.563204112|0.721357542|0.733357542,optimal,0.24011292352140412,0.23511292730529673,0.0049999962161073885,0.278481722|0.472319156|0.548588395,0|-0|0,0.018033275962807238,0.0031248850282281637,0.0017660430166870356,0.007721649948507547
1,0.1,-1.5868620628827128,0.46060502529144287,0.2764135003089905,0.2999553978443146,0.33963048458099365,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.7674056887626648,7.657557964324951,1.5419387817382812,1.293419361114502,1.293419361114502,0.2994263246167709,0.2764135003089905,0.0230128243077804,0.3246066587372949,0.49806687168157066,0.3045370075522255,0.4722069278328487,-0.16766992028062316,0.30453701508036657,0,0,disabled,0.0,1,TRACK,direct_path,0,0.9973855511052534,0.9973855511052534,38,1,1,1,22,1.5339023758413433,0.13858672976493835,0.0015628941856945782;0.0006600184379088401;0.003626114486304157;0.006714291814370138;0.005391823909149753;0.004612569318898363;0.0026642155913747137;0.0051366475201027485;0.0033563434258594375;0.007417462271843728;0.002743397188856088;0.001108121091366678;0.0030059280692999652;0.007048841233638285;0.005303169504178955;0.0036763356793221213;0.0034619962171496465;0.006216812050814661;0.005468474208295939;0.0049364948456189816;0.0024632558161822343;0.0040477305663339045;0.009103784430611108;0.007953385974744955;0.007912558909806374;0.004004480784004584;0.0030729774131634307;0.0035238907764919996;0.004033679099047767;0.008462604916205464;0.004660329392479801;0.0053141058262434595;0.00207060061757205;0.002647820117066821;0.004110806801691456;0.0016514378512971712;0.003942299613193663;0.005166869764965469,0.13376803696155548;0.12772300839424133;0.1319877654314041;0.13337789475917816;0.13511495292186737;0.1374836266040802;0.13567191362380981;0.13168400526046753;0.13266894221305847;0.13256485760211945;0.13057932257652283;0.13260747492313385;0.1298510581254959;0.1294429451227188;0.12557904422283173;0.13094665110111237;0.13389179110527039;0.13265976309776306;0.1359890252351761;0.12974633276462555;0.1317114382982254;0.13137748837471008;0.13858672976493835;0.13285820186138153;0.13296693563461304;0.13604755699634552;0.13575379550457;0.1343153417110443;0.1369466334581375;0.13249213993549347;0.13368473947048187;0.13097023963928223;0.13493339717388153;0.1331830471754074;0.13301682472229004;0.1337645947933197;0.1324274092912674;0.1363794207572937,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 27, 'obstacle_contact': 0, 'self_collision': 0}",0.00036201159349643166,65,65,nan,nan,0.8848057075345538,filtered,0,0,1,0,0,0,1,2,1.0,0.47861674694039974,1.293419361114502,0.0,1.0,0.11657867951046397,0,0,0,0,0.1397384420951846,0.0,filtered,linprog goal-velocity priority optimal,1.1610472802983423,0,0,12,joint_1_acceleration_lower|joint_2_acceleration_lower|joint_0_acceleration_upper,predictive_link_2,,,0,0,0,optimal; continuity_tiebreak,0.4772069241389437,1,continuity_tiebreak,0.9999896883964539,0,goal_velocity_linprog,0.0,valid,0.11657867951046397,0.9506289201094219,0|0.0913254109|0.160965159|0.231071314|0.249216359|0.249216359,0.39280961|0.178787164|0.11657868|0.150867018|0.191169864|0.194169864,0.570341056|0.35631861|0.294110126|0.328398464|0.36870131|0.37170131,0.51280961|0.298787164|0.23657868|0.270867018|0.311169864|0.314169864,0|0.15|0.15|0.15|0.15|0.15,0|-0.0313675117|-0.235795997|-0.347020147|-0.393433196|-0.393433196,0|0|0|0|0|0,1.57123844|0.683781145|0.230518721|0.256447926|0.371246258|0.383246258,optimal,0.4772069241389437,0.4722069278328486,0.0049999963060951,0.278481722|0.472319156|0.548588395,0|-0|0,0.019610675983130932,0.0035805130610242486,0.0017006229609251022,0.008689156966283917
2,0.15000000000000002,-1.949499766507885,0.603929877281189,0.24366267025470734,0.28375953435897827,0.4281730651855469,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.0971487760543823,6.747003078460693,40.97078323364258,1.1301592588424683,1.1301592588424683,0.27641351537349873,0.24366267025470734,0.032750845118791394,0.2056664390699967,0.7215339847013934,0.1889140990584281,0.6656054357441874,-0.4766913366857593,0.1889141093542277,0,0,disabled,0.0,1,TRACK,direct_path,0,0.9973855511052534,0.9973855511052534,38,1,1,1,22,1.5339023758413433,0.13858672976493835,0.0015628941856945782;0.0006600184379088401;0.003626114486304157;0.006714291814370138;0.005391823909149753;0.004612569318898363;0.0026642155913747137;0.0051366475201027485;0.0033563434258594375;0.007417462271843728;0.002743397188856088;0.001108121091366678;0.0030059280692999652;0.007048841233638285;0.005303169504178955;0.0036763356793221213;0.0034619962171496465;0.006216812050814661;0.005468474208295939;0.0049364948456189816;0.0024632558161822343;0.0040477305663339045;0.009103784430611108;0.007953385974744955;0.007912558909806374;0.004004480784004584;0.0030729774131634307;0.0035238907764919996;0.004033679099047767;0.008462604916205464;0.004660329392479801;0.0053141058262434595;0.00207060061757205;0.002647820117066821;0.004110806801691456;0.0016514378512971712;0.003942299613193663;0.005166869764965469,0.13376803696155548;0.12772300839424133;0.1319877654314041;0.13337789475917816;0.13511495292186737;0.1374836266040802;0.13567191362380981;0.13168400526046753;0.13266894221305847;0.13256485760211945;0.13057932257652283;0.13260747492313385;0.1298510581254959;0.1294429451227188;0.12557904422283173;0.13094665110111237;0.13389179110527039;0.13265976309776306;0.1359890252351761;0.12974633276462555;0.1317114382982254;0.13137748837471008;0.13858672976493835;0.13285820186138153;0.13296693563461304;0.13604755699634552;0.13575379550457;0.1343153417110443;0.1369466334581375;0.13249213993549347;0.13368473947048187;0.13097023963928223;0.13493339717388153;0.1331830471754074;0.13301682472229004;0.1337645947933197;0.1324274092912674;0.1363794207572937,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 27, 'obstacle_contact': 0, 'self_collision': 0}",0.00036201159349643166,65,65,nan,nan,0.8976572604401881,filtered,0,0,1,0,0,0,1,2,1.0,0.29258643738912643,1.1301592588424683,0.0,1.0,0.08681382998226023,0,0,0,0,0.1397384420951846,0.0,filtered,linprog goal-velocity priority optimal,1.222146755871416,0,1,12,predictive_link_3|joint_1_acceleration_lower|joint_2_acceleration_lower,predictive_link_3,,,0,0,0,optimal; continuity_tiebreak,0.6706054286407737,1,continuity_tiebreak,0.9969863295555115,0,goal_velocity_linprog,0.0,valid,0.08681382998226023,0.9564765147933197,0|0.1815796|0.336488471|0.464601222|0.502868923|0.502868923,0.39251723|0.176204023|0.08681383|0.108421395|0.141530933|0.144530933,0.570341056|0.354027848|0.264637656|0.28624522|0.319354759|0.322354759,0.51251723|0.296204023|0.20681383|0.228421395|0.261530933|0.264530933,0|0.15|0.15|0.15|0.15|0.15,0|-0.00924855299|-0.31543204|-0.433685578|-0.521363272|-0.521363272,0|0|0|0|0|0,1.57006892|0.695567537|0.03182328|2.23773167e-10|0.0447604611|0.0567604611,optimal,0.6706054286407737,0.6656054357441874,0.004999992896586258,0.278481722|0.472319156|0.548588395,0|-0|0,0.019915479002520442,0.003514730022288859,0.0018027520272880793,0.008885829942300916
3,0.2,-1.8320622907862865,0.5626373291015625,0.21510879695415497,0.2711200416088104,0.410118043422699,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.0828731060028076,5.421350955963135,176.59300231933594,1.0438203811645508,1.0438203811645508,0.24366266693318708,0.21510879695415497,0.028553869979032115,0.16512289292405818,0.7131908194743493,0.15175161064745168,0.5789650606068063,-0.4272134499593546,0.1517516085788293,0,0,disabled,0.0,1,TRACK,direct_path,0,0.9973855511052534,0.9973855511052534,38,1,1,1,22,1.5339023758413433,0.13858672976493835,0.0015628941856945782;0.0006600184379088401;0.003626114486304157;0.006714291814370138;0.005391823909149753;0.004612569318898363;0.0026642155913747137;0.0051366475201027485;0.0033563434258594375;0.007417462271843728;0.002743397188856088;0.001108121091366678;0.0030059280692999652;0.007048841233638285;0.005303169504178955;0.0036763356793221213;0.0034619962171496465;0.006216812050814661;0.005468474208295939;0.0049364948456189816;0.0024632558161822343;0.0040477305663339045;0.009103784430611108;0.007953385974744955;0.007912558909806374;0.004004480784004584;0.0030729774131634307;0.0035238907764919996;0.004033679099047767;0.008462604916205464;0.004660329392479801;0.0053141058262434595;0.00207060061757205;0.002647820117066821;0.004110806801691456;0.0016514378512971712;0.003942299613193663;0.005166869764965469,0.13376803696155548;0.12772300839424133;0.1319877654314041;0.13337789475917816;0.13511495292186737;0.1374836266040802;0.13567191362380981;0.13168400526046753;0.13266894221305847;0.13256485760211945;0.13057932257652283;0.13260747492313385;0.1298510581254959;0.1294429451227188;0.12557904422283173;0.13094665110111237;0.13389179110527039;0.13265976309776306;0.1359890252351761;0.12974633276462555;0.1317114382982254;0.13137748837471008;0.13858672976493835;0.13285820186138153;0.13296693563461304;0.13604755699634552;0.13575379550457;0.1343153417110443;0.1369466334581375;0.13249213993549347;0.13368473947048187;0.13097023963928223;0.13493339717388153;0.1331830471754074;0.13301682472229004;0.1337645947933197;0.1324274092912674;0.1363794207572937,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 27, 'obstacle_contact': 0, 'self_collision': 0}",0.00036201159349643166,65,65,nan,nan,1.0,filtered,0,0,1,0,0,0,1,2,1.0,0.11989494469070702,1.0438203811645508,0.0,1.0,0.059183191150513126,0,0,0,0,0.1397384420951846,0.0,filtered,linprog goal-velocity priority optimal,1.1887558804294571,0,1,12,predictive_link_4|joint_0_acceleration_lower|joint_2_velocity_lower,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.5839650589067245,1,continuity_tiebreak,0.9691627025604248,0,goal_velocity_linprog,5.551115123125783e-17,valid,0.059183191150513126,0.9647049728433866,0|0.265449881|0.514770523|0.67395449|0.731762833|0.731762833,0.392105807|0.178129443|0.0591831912|0.0716793101|0.0925294393|0.0955294393,0.570341056|0.356364692|0.23741844|0.249914559|0.270764688|0.273764688,0.512105807|0.298129443|0.179183191|0.19167931|0.212529439|0.215529439,0|0.0267883103|0.15|0.15|0.15|0.15,0|0.0251983849|-0.210666301|-0.262281264|-0.370117762|-0.370117762,0|0|0|0|0|0,1.56842323|0.737716158|0.0260664637|0.0244359768|-4.50573473e-09|0.0119999955,optimal,0.5839650589067245,0.5789650606068062,0.004999998299918262,0.278481722|0.472319156|0.548588395,0|-0|0,0.01918159902561456,0.0034991749562323093,0.0016398290172219276,0.008307858020998538
4,0.25,-2.082764757667322,0.629160463809967,0.1869976818561554,0.2584446370601654,0.4459293782711029,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.189990758895874,4.676225185394287,102.3137435913086,1.0301305055618286,1.0301305055618286,0.21510879782547923,0.1869976818561554,0.028111115969323835,0.14949290807962795,0.8028293095211101,0.13743147456644778,0.592371738045301,-0.4549402634788532,0.13743147512313061,0,0,disabled,0.0,1,TRACK,direct_path,0,0.9973855511052534,0.9973855511052534,38,1,1,1,22,1.5339023758413433,0.13858672976493835,0.0015628941856945782;0.0006600184379088401;0.003626114486304157;0.006714291814370138;0.005391823909149753;0.004612569318898363;0.0026642155913747137;0.0051366475201027485;0.0033563434258594375;0.007417462271843728;0.002743397188856088;0.001108121091366678;0.0030059280692999652;0.007048841233638285;0.005303169504178955;0.0036763356793221213;0.0034619962171496465;0.006216812050814661;0.005468474208295939;0.0049364948456189816;0.0024632558161822343;0.0040477305663339045;0.009103784430611108;0.007953385974744955;0.007912558909806374;0.004004480784004584;0.0030729774131634307;0.0035238907764919996;0.004033679099047767;0.008462604916205464;0.004660329392479801;0.0053141058262434595;0.00207060061757205;0.002647820117066821;0.004110806801691456;0.0016514378512971712;0.003942299613193663;0.005166869764965469,0.13376803696155548;0.12772300839424133;0.1319877654314041;0.13337789475917816;0.13511495292186737;0.1374836266040802;0.13567191362380981;0.13168400526046753;0.13266894221305847;0.13256485760211945;0.13057932257652283;0.13260747492313385;0.1298510581254959;0.1294429451227188;0.12557904422283173;0.13094665110111237;0.13389179110527039;0.13265976309776306;0.1359890252351761;0.12974633276462555;0.1317114382982254;0.13137748837471008;0.13858672976493835;0.13285820186138153;0.13296693563461304;0.13604755699634552;0.13575379550457;0.1343153417110443;0.1369466334581375;0.13249213993549347;0.13368473947048187;0.13097023963928223;0.13493339717388153;0.1331830471754074;0.13301682472229004;0.1337645947933197;0.1324274092912674;0.1363794207572937,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 27, 'obstacle_contact': 0, 'self_collision': 0}",0.00036201159349643166,65,65,nan,nan,1.0,filtered,0,0,1,0,0,0,1,2,1.0,0.12696644766819845,1.0301305055618286,0.0,1.0,0.06031463162691175,0,0,0,0,0.1397384420951846,0.0,filtered,linprog goal-velocity priority optimal,1.2343075951071076,0,1,12,predictive_link_4|joint_2_velocity_lower|joint_3_acceleration_lower,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.5973717308935625,1,continuity_tiebreak,0.9832402467727661,0,goal_velocity_linprog,0.0,valid,0.06031463162691175,0.9747445258066187,0|0.249353585|0.519977262|0.658091039|0.725595792|0.725595792,0.39160383|0.17908703|0.0603146316|0.0735383715|0.0873321983|0.0903321983,0.570341056|0.357824256|0.239051858|0.252275598|0.266069425|0.269069425,0.51160383|0.29908703|0.180314632|0.193538371|0.207332198|0.210332198,0|0|0.15|0.15|0.15|0.15,0|0.0537386586|-0.188680258|-0.225934511|-0.349328802|-0.349328802,0|0|0|0|0|0,1.56641532|0.770086779|0.0525782683|0.0682189752|-8.73848427e-09|0.0119999913,optimal,0.5973717308935625,0.5923717380453009,0.004999992848261692,0.278481722|0.472319156|0.548588395,0|-0|0,0.019072948954999447,0.003450436983257532,0.001684579998254776,0.008482928038574755
5,0.30000000000000004,-2.25520967464667,0.6524050235748291,0.16422151029109955,0.24732954800128937,0.4581804871559143,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.258490800857544,4.0289692878723145,47.504940032958984,1.014639973640442,1.014639973640442,0.18699768723560758,0.16422151029109955,0.022776176944508036,0.13476707814369845,0.8240605528272966,0.12399720942011175,0.5107097747273219,-0.3867125653072102,0.12399721298719907,0,0,disabled,0.0,1,TRACK,direct_path,0,0.9973855511052534,0.9973855511052534,38,1,1,1,22,1.5339023758413433,0.13858672976493835,0.0015628941856945782;0.0006600184379088401;0.003626114486304157;0.006714291814370138;0.005391823909149753;0.004612569318898363;0.0026642155913747137;0.0051366475201027485;0.0033563434258594375;0.007417462271843728;0.002743397188856088;0.001108121091366678;0.0030059280692999652;0.007048841233638285;0.005303169504178955;0.0036763356793221213;0.0034619962171496465;0.006216812050814661;0.005468474208295939;0.0049364948456189816;0.0024632558161822343;0.0040477305663339045;0.009103784430611108;0.007953385974744955;0.007912558909806374;0.004004480784004584;0.0030729774131634307;0.0035238907764919996;0.004033679099047767;0.008462604916205464;0.004660329392479801;0.0053141058262434595;0.00207060061757205;0.002647820117066821;0.004110806801691456;0.0016514378512971712;0.003942299613193663;0.005166869764965469,0.13376803696155548;0.12772300839424133;0.1319877654314041;0.13337789475917816;0.13511495292186737;0.1374836266040802;0.13567191362380981;0.13168400526046753;0.13266894221305847;0.13256485760211945;0.13057932257652283;0.13260747492313385;0.1298510581254959;0.1294429451227188;0.12557904422283173;0.13094665110111237;0.13389179110527039;0.13265976309776306;0.1359890252351761;0.12974633276462555;0.1317114382982254;0.13137748837471008;0.13858672976493835;0.13285820186138153;0.13296693563461304;0.13604755699634552;0.13575379550457;0.1343153417110443;0.1369466334581375;0.13249213993549347;0.13368473947048187;0.13097023963928223;0.13493339717388153;0.1331830471754074;0.13301682472229004;0.1337645947933197;0.1324274092912674;0.1363794207572937,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 27, 'obstacle_contact': 0, 'self_collision': 0}",0.00036201159349643166,65,65,nan,nan,1.0,filtered,0,0,1,0,0,0,1,2,1.0,0.06599995241958154,1.014639973640442,0.0,1.0,0.050559992387133046,0,0,0,0,0.1397384420951846,0.0,filtered,linprog goal-velocity priority optimal,1.2640124290579748,0,1,12,predictive_link_4|joint_1_velocity_lower|joint_2_velocity_lower,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.5157097768946785,1,continuity_tiebreak,0.988017737865448,0,goal_velocity_linprog,0.0,valid,0.050559992387133046,0.9849292270411505,0|0.298903416|0.61691524|0.739388033|0.819147582|0.819147582,0.391094595|0.181712763|0.0505599924|0.0611608833|0.0643486779|0.0673486779,0.570341056|0.360959224|0.229806454|0.240407345|0.243595139|0.246595139,0.511094595|0.301712763|0.170559992|0.181160883|0.184348678|0.187348678,0|0|0.15|0.15|0.15|0.15,0|0.0754312793|-0.123934432|-0.131795006|-0.257394712|-0.257394712,0|0|0|0|0|0,1.56437838|0.802282331|0.078305538|0.112848527|-4.97296759e-10|0.0119999995,optimal,0.5157097768946785,0.5107097747273219,0.005000002167356521,0.278481722|0.472319156|0.548588395,0|-0|0,0.018797926953993738,0.0036964620230719447,0.0016068060649558902,0.007830878952518106
6,0.35000000000000003,-2.550491412512032,0.6981768012046814,0.14827457070350647,0.23696698248386383,0.48542773723602295,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.334336757659912,2.929886817932129,34.89847183227539,0.725926399230957,0.725926399230957,0.16422151211286196,0.14827457070350647,0.015946941409355486,0.4527478042919355,0.8559734698599198,0.4520251680518303,0.40965745032894085,0.04236771772288944,0.4520251730662919,0,0,disabled,0.0,1,SERVO,direct_path,0,0.9973855511052534,0.9973855511052534,38,1,1,1,22,1.5339023758413433,0.13858672976493835,0.0015628941856945782;0.0006600184379088401;0.003626114486304157;0.006714291814370138;0.005391823909149753;0.004612569318898363;0.0026642155913747137;0.0051366475201027485;0.0033563434258594375;0.007417462271843728;0.002743397188856088;0.001108121091366678;0.0030059280692999652;0.007048841233638285;0.005303169504178955;0.0036763356793221213;0.0034619962171496465;0.006216812050814661;0.005468474208295939;0.0049364948456189816;0.0024632558161822343;0.0040477305663339045;0.009103784430611108;0.007953385974744955;0.007912558909806374;0.004004480784004584;0.0030729774131634307;0.0035238907764919996;0.004033679099047767;0.008462604916205464;0.004660329392479801;0.0053141058262434595;0.00207060061757205;0.002647820117066821;0.004110806801691456;0.0016514378512971712;0.003942299613193663;0.005166869764965469,0.13376803696155548;0.12772300839424133;0.1319877654314041;0.13337789475917816;0.13511495292186737;0.1374836266040802;0.13567191362380981;0.13168400526046753;0.13266894221305847;0.13256485760211945;0.13057932257652283;0.13260747492313385;0.1298510581254959;0.1294429451227188;0.12557904422283173;0.13094665110111237;0.13389179110527039;0.13265976309776306;0.1359890252351761;0.12974633276462555;0.1317114382982254;0.13137748837471008;0.13858672976493835;0.13285820186138153;0.13296693563461304;0.13604755699634552;0.13575379550457;0.1343153417110443;0.1369466334581375;0.13249213993549347;0.13368473947048187;0.13097023963928223;0.13493339717388153;0.1331830471754074;0.13301682472229004;0.1337645947933197;0.1324274092912674;0.1363794207572937,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 27, 'obstacle_contact': 0, 'self_collision': 0}",0.00036201159349643166,65,65,nan,nan,1.0,filtered,1,0,1,0,0,0,1,2,1.0,0.03977890552129743,0.725926399230957,0.0,1.0,0.04636462488340759,0,0,0,0,0.1397384420951846,0.0,filtered,linprog goal-velocity priority optimal,1.2534481872394443,0,1,12,predictive_link_4|joint_1_velocity_lower|joint_2_velocity_lower,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.4146574464608755,1,continuity_tiebreak,0.9953230023384094,0,goal_velocity_linprog,2.7755575615628914e-17,valid,0.04636462488340759,0.995362037084754,0|0.298786086|0.645736271|0.744234217|0.84271079|0.84271079,0.390572954|0.185396733|0.0463646249|0.0560808544|0.0512547391|0.0542547287,0.570341056|0.365164835|0.226132727|0.235848956|0.231022841|0.234022831,0.510572954|0.305396733|0.166364625|0.176080854|0.171254739|0.174254729,0|0|0.15|0.15|0.15|0.15,0|0.0890066245|-0.0866550976|-0.0831367111|-0.205018961|-0.205018961,0|0|0|0|0|0,1.56229182|0.830593557|0.0988034019|0.141186707|-4.7923322e-09|0.0119999533,optimal,0.4146574464608755,0.40965745032894085,0.0049999961319346364,0.278481722|0.472319156|0.548588395,0|-0|0,0.018408547970466316,0.003443551016971469,0.001717951032333076,0.008522410993464291
