episode,step,episode_reward,episode_cost,episode_length,success,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,safety_violation_rate,min_distance,mean_risk,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,lambda,alpha
1,520013,25.81999825629998,1.640567809343338,13,1,0,0,0,0,0,,0.0,0.2891995310783386,0.1261975237956414,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.01144375465810299
2,520019,22.507311728123444,0.7334656789898872,6,1,0,0,0,0,0,,0.0,0.31550583243370056,0.12224427983164787,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.01144375465810299
3,520259,-199.4339953510365,66.32454482093453,240,0,0,0,0,0,0,,0.0,0.13116781413555145,0.27635227008722724,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.01144375465810299
4,520499,-24.51797579877838,7.758838068693876,240,0,0,0,0,0,0,,0.0,0.5258225798606873,0.03232849195289115,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.01144375465810299
5,520521,23.66450594207027,1.670606205239892,22,1,0,0,0,0,0,,0.0,0.18959558010101318,0.07593664569272236,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.01144375465810299
6,520761,-203.80281345343792,16.869685262441635,240,0,0,0,0,0,0,,0.0,0.2491166889667511,0.07029035526017348,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.01144375465810299
7,520779,24.87000425024847,0.8555027469992638,18,1,0,0,0,0,0,,0.0,0.4125118851661682,0.047527930388847985,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.01144375465810299
8,520794,19.279449839278723,3.318267747759819,15,1,0,0,0,0,0,,0.0,0.3621499240398407,0.2212178498506546,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.01144375465810299
9,520810,15.334819579043675,6.161385864019394,16,1,0,0,0,0,0,,0.0,0.20206500589847565,0.3850866165012121,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.01144375465810299
10,520828,27.052911205627638,0.7787826061248779,18,1,0,0,0,0,0,,0.0,0.40175294876098633,0.043265700340270996,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.01144375465810299
11,520837,21.60124507743966,1.2953273952007294,9,1,0,0,0,0,0,,0.0,0.43508267402648926,0.1439252661334144,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.01144375465810299
