step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,qdot_policy_norm,qdot_policy_limited_norm,policy_rate_limited,safety_qp_intervened,safety_qp_infeasible,safety_qp_correction_norm,safety_qp_solve_time_ms,acc_norm,jerk_norm,physics_rms_acceleration,physics_rms_jerk
10,0.55,-0.17489130270830883,0.09809599816799164,0.348239004611969,0.33526116609573364,0.09809599816799164,0.35,4,0,0,0,1.4161888360977173,1.3648972511291504,1.398593544960022,1,0,0,0.0,0.0,2.1416122913360596,33.003299713134766,1.041398286819458,70.72434997558594
11,0.6000000000000001,-0.1712238993044096,0.09476171433925629,0.33964091539382935,0.3401716649532318,0.09476171433925629,0.35,4,0,0,0,1.3821102380752563,1.3402435779571533,1.359431266784668,1,0,0,0.0,0.0,2.2713170051574707,7.637314319610596,1.104469656944275,74.9497299194336
12,0.65,-0.1705403611144368,0.09201039373874664,0.3317302465438843,0.34438061714172363,0.09201039373874664,0.35,4,0,0,0,1.3357521295547485,1.3018420934677124,1.3035202026367188,1,0,0,0.0,0.0,2.884603500366211,19.91680145263672,1.40269136428833,95.1989974975586
13,0.7000000000000001,-0.1728970177762676,0.0899556577205658,0.3245811462402344,0.34762313961982727,0.0899556577205658,0.35,4,0,0,0,1.260137677192688,1.1976563930511475,1.197371482849121,1,0,0,0.0,0.0,3.032036542892456,21.451677322387695,1.4743835926055908,100.06547546386719
14,0.75,-0.17745400021102237,0.08880512416362762,0.3181999623775482,0.34947776794433594,0.08880512416362762,0.35,4,0,0,0,1.1555176973342896,1.1507731676101685,1.0842993259429932,1,0,0,0.0,0.0,3.174513339996338,24.396833419799805,1.5436654090881348,104.77081298828125
15,0.8,-0.1878482268376826,0.08854551613330841,0.3127901256084442,0.3499002456665039,0.08854551613330841,0.35,4,0,0,0,1.0519075393676758,1.151832103729248,0.9921162724494934,1,0,0,0.0,0.0,3.1693015098571777,21.124887466430664,1.5411310195922852,104.59357452392578
16,0.8500000000000001,-0.20252298073080346,0.08977136015892029,0.3084380328655243,0.34933581948280334,0.08977136015892029,0.35,4,0,0,0,0.9786231517791748,1.0832269191741943,0.9493041038513184,1,0,0,0.0,0.0,2.8657455444335938,24.376354217529297,1.3935214281082153,94.58464050292969
17,0.9,-0.2121401659971037,0.09134901314973831,0.3047736585140228,0.34852346777915955,0.09134901314973831,0.35,4,0,0,0,0.9608381986618042,1.0521916151046753,0.979629397392273,1,0,0,0.0,0.0,3.1239802837371826,35.45209503173828,1.5190927982330322,103.12763214111328
18,0.9500000000000001,-0.2139007710496037,0.08964124321937561,0.30152809619903564,0.3481271266937256,0.08964124321937561,0.35,4,0,0,0,0.9960201978683472,1.0730712413787842,1.0351171493530273,1,0,0,0.0,0.0,2.9004549980163574,27.936426162719727,1.4103994369506836,95.73690032958984
19,1.0,-0.2175139445120476,0.08950157463550568,0.29866456985473633,0.34835168719291687,0.08950157463550568,0.35,4,0,0,0,1.0400471687316895,1.1234804391860962,1.072889804840088,1,0,0,0.0,0.0,3.3982253074645996,41.77930450439453,1.6524492502212524,112.189453125
20,1.05,-0.22150687636329167,0.08923496305942535,0.29619646072387695,0.3487815260887146,0.08923496305942535,0.35,4,0,0,0,1.0781434774398804,1.1182727813720703,1.1096971035003662,1,0,0,0.0,0.0,3.5116820335388184,31.57514190673828,1.7076196670532227,115.90725708007812
21,1.1,-0.23223272839942702,0.08905022591352463,0.2944452464580536,0.34908026456832886,0.08905022591352463,0.35,4,0,0,0,1.0957945585250854,1.1129988431930542,1.102630853652954,1,0,0,0.0,0.0,3.6171162128448486,43.38495635986328,1.7588891983032227,119.41302490234375
22,1.1500000000000001,-0.2470169249308313,0.08899945765733719,0.2936103940010071,0.3491624891757965,0.08899945765733719,0.35,4,0,0,0,1.0601361989974976,1.0121557712554932,1.012333631515503,1,0,0,0.0,0.0,2.511343240737915,48.996116638183594,1.221186637878418,82.97483825683594
23,1.2000000000000002,-0.2624467198559729,0.08891157060861588,0.2936335504055023,0.3493049740791321,0.08891157060861588,0.35,4,0,0,0,0.9942110776901245,0.9840293526649475,0.9603128433227539,1,0,0,0.0,0.0,2.6019415855407715,50.98355484008789,1.2652419805526733,85.96923065185547
24,1.25,-0.29084538633147994,0.0881737619638443,0.29518184065818787,0.35050782561302185,0.0881737619638443,0.35,4,0,0,0,0.9471195340156555,0.9755216240882874,0.9257945418357849,1,0,0,0.0,0.0,2.3189690113067627,32.56684494018555,1.127641201019287,76.57083129882812
25,1.3,-0.33334105893664523,0.08640813082456589,0.2989441454410553,0.35343626141548157,0.08640813082456589,0.35,4,0,0,0,0.9349725842475891,1.021763801574707,0.9488655924797058,1,0,0,0.0,0.0,2.1822874546051025,28.331056594848633,1.061177372932434,72.05062866210938
26,1.35,-0.3694830575057429,0.08395581692457199,0.3044629693031311,0.35762593150138855,0.08395581692457199,0.35,4,0,0,0,0.9530584812164307,1.0229090452194214,0.9736385941505432,1,0,0,0.0,0.0,2.8160462379455566,38.4426383972168,1.369354248046875,92.98053741455078
27,1.4000000000000001,-0.3904583283308222,0.08149212598800659,0.31084468960762024,0.3619877099990845,0.08149212598800659,0.35,4,0,0,0,0.9335764646530151,0.9082867503166199,0.9022702574729919,1,0,0,0.0,0.0,2.9092864990234375,42.29866027832031,1.414693832397461,96.06736755371094
28,1.4500000000000002,-0.40409915858658024,0.07946846634149551,0.31760174036026,0.36569297313690186,0.07946846634149551,0.35,4,0,0,0,0.9055267572402954,0.871381402015686,0.9165315628051758,1,0,0,0.0,0.0,3.5525312423706055,45.05494689941406,1.7274832725524902,117.28764343261719
29,1.5,-0.42329812785808857,0.07760968059301376,0.32501333951950073,0.369200199842453,0.07760968059301376,0.35,4,0,0,0,0.9110126495361328,0.8879773020744324,0.9214581251144409,1,0,0,0.0,0.0,3.1816985607147217,47.564517974853516,1.5471594333648682,105.0670394897461
30,1.55,-0.44801426452550713,0.07575470954179764,0.33330339193344116,0.37280550599098206,0.07575470954179764,0.35,4,0,0,0,0.8629429936408997,0.8071438074111938,0.8028340935707092,1,0,0,0.0,0.0,2.926276445388794,57.759578704833984,1.4229556322097778,96.68724822998047
31,1.6,-0.45671685739769435,0.07459677755832672,0.3415224850177765,0.37511223554611206,0.07459677755832672,0.35,4,0,0,0,0.7828702330589294,0.7544679045677185,0.7462279200553894,1,0,0,0.0,0.0,3.0019805431365967,39.38795471191406,1.4597681760787964,99.11489868164062
32,1.6500000000000001,-0.4395093292300547,0.07757286727428436,0.34811049699783325,0.3743296265602112,0.07757286727428436,0.35,4,0,0,0,0.7464674711227417,0.8068781495094299,0.7560226917266846,1,0,0,0.0,0.0,3.147078037261963,58.708770751953125,1.5303244590759277,103.96798706054688
33,1.7000000000000002,-0.43009577114640996,0.10909847170114517,0.35210296511650085,0.36947280168533325,0.10909847170114517,0.35,4,0,0,0,0.7446113228797913,0.852052628993988,0.7493376731872559,1,0,0,0.0,0.0,3.43493390083313,16.654367446899414,1.670299768447876,113.35188293457031
34,1.75,-0.47005516560010735,0.1899237334728241,0.35371673107147217,0.3607317805290222,0.1899237334728241,0.35,4,0,0,0,0.7341348528862,0.7762762308120728,0.7307142019271851,1,0,0,0.0,0.0,2.919919967651367,45.15312194824219,1.4198646545410156,96.42762756347656
35,1.8,-0.49582551451643503,0.23432275652885437,0.35425540804862976,0.3500615954399109,0.23432275652885437,0.35,4,0,0,0,0.6631540656089783,0.6913800239562988,0.5902026891708374,1,0,0,0.0,0.0,2.8509368896484375,57.1115837097168,1.3863204717636108,94.20170593261719
36,1.85,-0.5028769189530726,0.23399600386619568,0.3550806939601898,0.3400772213935852,0.23399600386619568,0.35,4,0,0,0,0.5537372827529907,0.6715606451034546,0.5148566961288452,1,0,0,0.0,0.0,4.314128398895264,52.41234588623047,2.0978240966796875,142.42552185058594
37,1.9000000000000001,-0.49468627031818135,0.21088624000549316,0.35662463307380676,0.3318880796432495,0.21088624000549316,0.35,4,0,0,0,0.5015282034873962,0.5496794581413269,0.5068792700767517,1,0,0,0.0,0.0,4.058162689208984,26.19009017944336,1.9733561277389526,133.92657470703125
38,1.9500000000000002,-0.4747259202115902,0.17490766942501068,0.3589406907558441,0.3257923126220703,0.17490766942501068,0.35,4,0,0,0,0.5207206606864929,0.5813695788383484,0.5647421479225159,1,0,0,0.0,0.0,2.1269075870513916,72.36293029785156,1.034247875213623,70.45925903320312
39,2.0,-0.45533873510185,0.13720928132534027,0.36199140548706055,0.32163599133491516,0.13720928132534027,0.35,4,0,0,0,0.5818111300468445,0.7769546508789062,0.6441802382469177,1,0,0,0.0,0.0,3.3779184818267822,77.13127136230469,1.642574667930603,111.66015625
40,2.0500000000000003,-0.4563765799421959,0.13281649351119995,0.3650645315647125,0.3178912401199341,0.13281649351119995,0.35,4,0,0,0,0.6685380339622498,0.9593033790588379,0.7471084594726562,1,0,0,0.0,0.0,4.1226115226745605,35.97281265258789,2.004695415496826,136.06954956054688
41,2.1,-0.47205726458928465,0.16190876066684723,0.3672235608100891,0.3130691945552826,0.16190876066684723,0.35,4,0,0,0,0.7442233562469482,0.9412075877189636,0.7870903015136719,1,0,0,0.0,0.0,3.974531412124634,32.08849334716797,1.93268883228302,131.17715454101562
42,2.15,-0.4744715308268042,0.1832725703716278,0.36829033493995667,0.30761364102363586,0.1832725703716278,0.35,4,0,0,0,0.7067134976387024,0.4282676875591278,0.6264146566390991,1,0,0,0.0,0.0,2.6860463619232178,66.87408447265625,1.306139349937439,88.81953430175781
43,2.2,-0.44643751566642953,0.16693904995918274,0.36863473057746887,0.303076833486557,0.16693904995918274,0.35,4,0,0,0,0.5701050162315369,0.374774694442749,0.49226075410842896,1,0,0,0.0,0.0,3.8938605785369873,71.28143310546875,1.8934611082077026,128.63328552246094
44,2.25,-0.4120843111873052,0.13847768306732178,0.3686811625957489,0.3005043864250183,0.13847768306732178,0.35,4,0,0,0,0.538774847984314,0.642587423324585,0.5933994054794312,1,0,0,0.0,0.0,3.0319178104400635,34.36886978149414,1.4743255376815796,100.08837127685547
45,2.3000000000000003,-0.39799872207146364,0.1284974366426468,0.368524968624115,0.2997455596923828,0.1284974366426468,0.35,4,0,0,0,0.6199019551277161,0.9535857439041138,0.6881994605064392,1,0,0,0.0,0.0,2.6295852661132812,65.2322998046875,1.278684139251709,86.95120239257812
46,2.35,-0.38431146132057514,0.12677524983882904,0.3677309453487396,0.2997055947780609,0.12677524983882904,0.35,4,0,0,0,0.7008470892906189,0.9351708889007568,0.7642732858657837,1,0,0,0.0,0.0,3.710167407989502,52.86042404174805,1.804136872291565,122.50970458984375
47,2.4000000000000004,-0.3672705563083645,0.1262839436531067,0.36614325642585754,0.3002339005470276,0.1262839436531067,0.35,4,0,0,0,0.7475661039352417,0.7359457015991211,0.7700313925743103,1,0,0,0.0,0.0,3.799006223678589,42.3863525390625,1.8473364114761353,125.40947723388672
48,2.45,-0.3444945999433532,0.12576359510421753,0.363540381193161,0.3007960021495819,0.12576359510421753,0.35,4,0,0,0,0.7303916215896606,0.7088570594787598,0.7082836627960205,1,0,0,0.0,0.0,3.549002170562744,53.54332733154297,1.7257673740386963,117.19786071777344
49,2.5,-0.31294086109198255,0.12945419549942017,0.35932525992393494,0.29980629682540894,0.12945419549942017,0.35,4,0,0,0,0.7319403290748596,0.7843503355979919,0.7727773785591125,1,0,0,0.0,0.0,3.360898017883301,30.402244567871094,1.6342984437942505,110.93084716796875
50,2.5500000000000003,-0.2878562240374135,0.1401982605457306,0.35360953211784363,0.2973364591598511,0.1401982605457306,0.35,4,0,0,0,0.7482197880744934,0.7369616031646729,0.7369616031646729,0,0,0,0.0,0.0,2.1486310958862305,33.19462966918945,1.0448113679885864,70.95642852783203
51,2.6,-0.26938491556050287,0.15734343230724335,0.34647002816200256,0.2935402989387512,0.15734343230724335,0.35,4,0,0,0,0.715494692325592,0.6799288392066956,0.6970928907394409,1,0,0,0.0,0.0,2.16701078414917,51.05727767944336,1.0537487268447876,71.64076232910156
52,2.6500000000000004,-0.2671432951782162,0.18826821446418762,0.3381083011627197,0.28870585560798645,0.18826821446418762,0.35,4,0,0,0,0.6766027212142944,0.6897034645080566,0.6652095317840576,1,0,0,0.0,0.0,2.7417514324188232,47.19591522216797,1.3332269191741943,90.56149291992188
53,2.7,-0.252168132718507,0.2005029171705246,0.3289123475551605,0.28364071249961853,0.2005029171705246,0.35,4,0,0,0,0.6709854006767273,0.6925556063652039,0.6896696090698242,1,0,0,0.0,0.0,2.8735270500183105,11.288269996643066,1.3973052501678467,94.82299041748047
54,2.75,-0.23298829367063553,0.21772809326648712,0.3184655010700226,0.2781716287136078,0.21772809326648712,0.35,4,0,0,0,0.6905117034912109,0.7760677933692932,0.7147985100746155,1,0,0,0.0,0.0,2.151479482650757,61.22760772705078,1.046196460723877,71.1890640258789
55,2.8000000000000003,-0.22309432347126204,0.23758897185325623,0.30712562799453735,0.2734045386314392,0.23758897185325623,0.35,4,0,0,0,0.7096777558326721,0.8093744516372681,0.7264196872711182,1,0,0,0.0,0.0,3.115709066390991,49.55820083618164,1.5150707960128784,102.89826965332031
56,2.85,-0.2009219727158009,0.2303852140903473,0.295765221118927,0.27100664377212524,0.2303852140903473,0.35,4,0,0,0,0.7154700756072998,0.7431851029396057,0.7145470380783081,1,0,0,0.0,0.0,0.8363631963729858,51.39577865600586,0.4066969156265259,27.95197296142578
57,2.9000000000000004,-0.1860535548128135,0.22950716316699982,0.28433042764663696,0.266851544380188,0.22950716316699982,0.35,5,0,0,0,0.7126768827438354,0.812374472618103,0.7260639071464539,1,0,0,0.0,0.0,2.617422342300415,57.506919860839844,1.2727696895599365,86.50990295410156
58,2.95,-0.13814807992819425,0.1955665946006775,0.27280908823013306,0.2630893290042877,0.1955665946006775,0.35,5,0,0,0,0.6999187469482422,0.7033109068870544,0.6892394423484802,1,0,0,0.0,0.0,3.3406550884246826,26.072267532348633,1.6244547367095947,110.25480651855469
59,3.0,-0.11233457100802327,0.17058980464935303,0.2619172930717468,0.2618217170238495,0.17058980464935303,0.35,5,0,0,0,0.6568514704704285,0.7346982359886169,0.6317629814147949,1,0,0,0.0,0.0,2.4407835006713867,53.508689880371094,1.186875820159912,80.67108917236328
60,3.0500000000000003,-0.11681933741845804,0.16664017736911774,0.25201502442359924,0.2631211578845978,0.16664017736911774,0.35,5,0,0,0,0.6488122940063477,0.8497241735458374,0.6885890960693359,1,0,0,0.0,0.0,3.7374465465545654,65.16261291503906,1.8174020051956177,123.45306396484375
61,3.1,-0.12305359942714063,0.16210536658763885,0.2432194948196411,0.26676297187805176,0.16210536658763885,0.35,5,0,0,0,0.6403795480728149,0.756009042263031,0.6118777990341187,1,0,0,0.0,0.0,3.0924429893493652,46.02544403076172,1.5037572383880615,102.118896484375
62,3.1500000000000004,-0.1337067090199713,0.15436825156211853,0.2358279675245285,0.27324360609054565,0.15436825156211853,0.35,5,0,0,0,0.5774771571159363,0.7277973890304565,0.5518046021461487,1,0,0,0.0,0.0,3.400423765182495,70.21434783935547,1.653518557548523,112.36766052246094
63,3.2,-0.13686909272375292,0.14352746307849884,0.22952525317668915,0.28295621275901794,0.14352746307849884,0.35,5,0,0,0,0.575833261013031,0.7351226210594177,0.6238548755645752,1,0,0,0.0,0.0,3.777306079864502,39.888389587402344,1.8367844820022583,124.6876220703125
64,3.25,-0.12169354235925811,0.13092035055160522,0.22341345250606537,0.2953384518623352,0.13092035055160522,0.35,5,0,0,0,0.6863186359405518,0.883621335029602,0.7928208112716675,1,0,0,0.0,0.0,3.0959043502807617,50.00726318359375,1.505440354347229,102.24698638916016
65,3.3000000000000003,-0.08553231226692362,0.11830351501703262,0.2163335680961609,0.30915820598602295,0.11830351501703262,0.35,5,0,0,0,0.8150198459625244,0.9171783924102783,0.8878651261329651,1,0,0,0.0,0.0,3.265411615371704,46.67130661010742,1.587866187095642,107.8243179321289
66,3.35,-0.03760087428539123,0.10667567700147629,0.2076786756515503,0.3234785199165344,0.10667567700147629,0.35,5,0,0,0,0.8447133898735046,0.7895532846450806,0.8226833343505859,1,0,0,0.0,0.0,2.1269617080688477,51.25542449951172,1.0342741012573242,70.32286071777344
67,3.4000000000000004,0.012889734762410385,0.0962468758225441,0.19724111258983612,0.33795955777168274,0.0962468758225441,0.35,5,0,0,0,0.818142294883728,0.7897455096244812,0.8185119032859802,1,0,0,0.0,0.0,3.051903486251831,51.01423645019531,1.4840439558029175,100.80013275146484
68,3.45,0.06663237680844303,0.08676707744598389,0.1848909854888916,0.352835088968277,0.08676707744598389,0.35,5,0,0,0,0.7943742871284485,0.7750622630119324,0.7779466509819031,1,0,0,0.0,0.0,2.3097198009490967,44.45903015136719,1.1231436729431152,76.31059265136719
69,3.5,0.10858878789642715,0.07804108411073685,0.17118342220783234,0.36837702989578247,0.07804108411073685,0.35,5,0,0,0,0.7880552411079407,0.9135936498641968,0.8211573362350464,1,0,0,0.0,0.0,3.8713550567626953,58.59280776977539,1.8825174570083618,127.843505859375
70,3.5500000000000003,0.12833097119900072,0.07010407745838165,0.15735577046871185,0.38450708985328674,0.07010407745838165,0.35,5,0,0,0,0.7869824767112732,0.8374882936477661,0.7706099152565002,1,0,0,0.0,0.0,3.0675814151763916,45.547420501708984,1.4916678667068481,101.29756927490234
71,3.6,0.11679535248036635,0.06306552141904831,0.14494779706001282,0.40088576078414917,0.06306552141904831,0.35,5,0,0,0,0.7382411956787109,0.8340035080909729,0.7146080136299133,1,0,0,0.0,0.0,3.8248131275177,65.40841674804688,1.859885573387146,126.33390808105469
72,3.6500000000000004,0.1023411535791044,0.05687396600842476,0.13403670489788055,0.41741031408309937,0.05687396600842476,0.35,5,0,0,0,0.7080215811729431,0.7501891851425171,0.7147959470748901,1,0,0,0.0,0.0,3.5395798683166504,40.73262405395508,1.7211856842041016,116.84870147705078
73,3.7,0.10767419359867328,0.05122063681483269,0.12348192185163498,0.43478602170944214,0.05122063681483269,0.35,5,0,0,0,0.7171278595924377,0.7306013107299805,0.7307851910591125,1,0,0,0.0,0.0,2.4406850337982178,56.79789733886719,1.1868280172348022,80.68461608886719
74,3.75,0.09847993737036614,0.04601028934121132,0.1139942929148674,0.4533877372741699,0.04601028934121132,0.35,5,0,0,0,0.7475641369819641,0.8790716528892517,0.789059579372406,1,0,0,0.0,0.0,1.7253882884979248,60.82353210449219,0.8390018343925476,57.174461364746094
75,3.8000000000000003,0.06075169868281646,0.04136953130364418,0.1069926768541336,0.4727975130081177,0.04136953130364418,0.35,5,0,0,0,0.8223865628242493,0.9295061826705933,0.8893858790397644,1,0,0,0.0,0.0,3.182755708694458,41.85152816772461,1.5476734638214111,105.0837631225586
76,3.85,0.025215250665945488,0.037285707890987396,0.10233380645513535,0.49293601512908936,0.037285707890987396,0.35,5,0,0,0,0.8599963784217834,0.8449639081954956,0.8555135726928711,1,0,0,0.0,0.0,2.0354182720184326,51.155738830566406,0.9897593259811401,67.3078842163086
77,3.9000000000000004,-0.14445290229798793,0.16275455057621002,0.10014507174491882,0.4937328100204468,0.16275455057621002,0.35,5,0,0,0,0.8479465842247009,0.8428512215614319,0.8510608673095703,1,0,0,0.0,0.0,3.2210335731506348,50.86357116699219,1.5662868022918701,106.3753890991211
78,3.95,-0.18963043745115052,0.16210190951824188,0.10050836950540543,0.48534756898880005,0.16210190951824188,0.35,5,0,0,0,0.8520805239677429,1.1526979207992554,0.8762165904045105,1,0,0,0.0,0.0,2.8023269176483154,50.08266830444336,1.3626830577850342,92.56965637207031
79,4.0,-0.1947587902092523,0.1572631448507309,0.10135985165834427,0.47816115617752075,0.1572631448507309,0.35,5,0,0,0,0.890154242515564,0.987116277217865,0.9354649186134338,1,0,0,0.0,0.0,4.026571273803711,58.75901794433594,1.9579941034317017,132.9618682861328
80,4.05,-0.16884389777438316,0.14994411170482635,0.10123936831951141,0.4726841449737549,0.14994411170482635,0.35,5,0,0,0,0.8874780535697937,0.920670747756958,0.8525989055633545,1,0,0,0.0,0.0,2.3867692947387695,65.28621673583984,1.1606104373931885,78.95785522460938
81,4.1000000000000005,-0.16804146723488148,0.14286042749881744,0.10144905745983124,0.46963298320770264,0.14286042749881744,0.35,5,0,0,0,0.8629065155982971,1.0007028579711914,0.8809453845024109,1,0,0,0.0,0.0,2.868471145629883,55.80022048950195,1.3948469161987305,94.77369689941406
82,4.15,-0.20021056763089584,0.13428710401058197,0.10384591668844223,0.46984922885894775,0.13428710401058197,0.35,5,0,0,0,0.9519136548042297,1.25103759765625,1.0619211196899414,1,0,0,0.0,0.0,3.4814491271972656,62.96097183227539,1.692918300628662,115.00613403320312
83,4.2,-0.2487494414960233,0.12073070555925369,0.10955183207988739,0.4738500118255615,0.12073070555925369,0.35,5,0,0,0,1.089617371559143,1.2902888059616089,1.1701006889343262,1,0,0,0.0,0.0,3.6180810928344727,23.652372360229492,1.7593581676483154,119.40348815917969
84,4.25,-0.31458228875725813,0.10462213307619095,0.119587741792202,0.48090964555740356,0.10462213307619095,0.35,5,0,0,0,1.1049132347106934,1.1294316053390503,1.0546270608901978,1,0,0,0.0,0.0,2.667067289352417,61.97273635864258,1.2969106435775757,88.1679458618164
85,4.3,-0.38604097432368034,0.09353706240653992,0.13378101587295532,0.4888761043548584,0.09353706240653992,0.35,5,0,0,0,1.0265976190567017,1.0034021139144897,0.9843544960021973,1,0,0,0.0,0.0,3.5075032711029053,51.49327850341797,1.7055879831314087,115.82271575927734
86,4.3500000000000005,-0.4354104468554331,0.08840394765138626,0.15050369501113892,0.49608945846557617,0.08840394765138626,0.35,5,0,0,0,0.9721260666847229,0.9435845613479614,0.9536479115486145,1,0,0,0.0,0.0,2.637328863143921,48.59933090209961,1.28244948387146,87.12518310546875
87,4.4,-0.46241972682741334,0.08571220189332962,0.16823597252368927,0.5020788908004761,0.08571220189332962,0.35,5,0,0,0,0.9484624266624451,0.9531885385513306,0.9456547498703003,1,0,0,0.0,0.0,3.0328943729400635,50.11724090576172,1.47480046749115,100.17012023925781
88,4.45,-0.47514014273035576,0.08481302112340927,0.18602994084358215,0.5067871809005737,0.08481302112340927,0.35,5,0,0,0,0.9372172951698303,1.0010085105895996,0.9376770853996277,1,0,0,0.0,0.0,2.866032361984253,36.697444915771484,1.3936607837677002,94.62373352050781
89,4.5,-0.4824622284905534,0.08652087301015854,0.20337463915348053,0.510125458240509,0.08652087301015854,0.35,5,0,0,0,0.9226267337799072,0.9972818493843079,0.9146699905395508,1,0,0,0.0,0.0,3.184804677963257,26.79033660888672,1.5486698150634766,105.11468505859375
90,4.55,-0.4905379029175896,0.09106119722127914,0.22013087570667267,0.5103046894073486,0.09106119722127914,0.35,3,0,0,0,0.8920455574989319,0.9462563991546631,0.8735863566398621,1,0,0,0.0,0.0,3.0809786319732666,34.4056510925293,1.4981824159622192,101.7066650390625
91,4.6000000000000005,-0.49691819431078055,0.09882598370313644,0.23601439595222473,0.5031826496124268,0.09882598370313644,0.35,2,0,0,0,0.8878579139709473,0.9453799724578857,0.9115332961082458,1,0,0,0.0,0.0,2.798671007156372,12.515536308288574,1.3609051704406738,92.35425567626953
92,4.65,-0.4971196132290982,0.11136969923973083,0.2504355013370514,0.4938535988330841,0.11136969923973083,0.35,2,0,0,0,0.8969926238059998,0.9611181020736694,0.8986734747886658,1,0,0,0.0,0.0,2.7094950675964355,51.944759368896484,1.3175418376922607,89.51783752441406
93,4.7,-0.49495738083227936,0.13031551241874695,0.26294827461242676,0.48351243138313293,0.13031551241874695,0.35,2,0,0,0,0.9006625413894653,0.9773251414299011,0.9205588698387146,1,0,0,0.0,0.0,3.3591058254241943,27.387062072753906,1.6334267854690552,110.86585998535156
94,4.75,-0.4961990230636741,0.15534712374210358,0.27350008487701416,0.471833199262619,0.15534712374210358,0.35,2,0,0,0,0.8912387490272522,0.9024118781089783,0.8788445591926575,1,0,0,0.0,0.0,3.6259090900421143,44.38428497314453,1.7631648778915405,119.70572662353516
95,4.800000000000001,-0.5016139892883714,0.17985865473747253,0.2824251055717468,0.4589292109012604,0.17985865473747253,0.35,2,0,0,0,0.8407977819442749,0.8276081085205078,0.8065202236175537,1,0,0,0.0,0.0,3.9712486267089844,46.18310546875,1.931092381477356,131.10020446777344
96,4.8500000000000005,-0.5028192255370016,0.195634126663208,0.2900501787662506,0.4454875886440277,0.195634126663208,0.35,2,0,0,0,0.8027699589729309,0.9162620306015015,0.8118464350700378,1,0,0,0.0,0.0,4.093371391296387,34.78550720214844,1.9904768466949463,135.10263061523438
97,4.9,-0.48224232059913286,0.20306377112865448,0.2957856357097626,0.4321608245372772,0.20306377112865448,0.35,2,0,0,0,0.788011372089386,0.8436368107795715,0.7772495150566101,1,0,0,0.0,0.0,3.1016769409179688,52.191619873046875,1.5082472562789917,102.44540405273438
