step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,qdot_policy_norm,qdot_policy_limited_norm,policy_rate_limited,safety_qp_intervened,safety_qp_infeasible,safety_qp_correction_norm,safety_qp_solve_time_ms,acc_norm,jerk_norm,physics_rms_acceleration,physics_rms_jerk
15,0.8,-0.49298826447795085,0.07694859057664871,0.3683900535106659,0.39920443296432495,0.07694859057664871,0.35,5,0,0,0,0.6843528151512146,0.718701958656311,0.698180079460144,1,0,0,0.0,0.0,2.4924094676971436,46.13224411010742,1.211979866027832,82.33860778808594
16,0.8500000000000001,-0.5081832143039176,0.08107487857341766,0.37636834383010864,0.3961934447288513,0.08107487857341766,0.35,5,0,0,0,0.6759524345397949,0.6548247337341309,0.6548247337341309,0,0,0,0.0,0.0,1.388702630996704,30.36490249633789,0.6752821207046509,45.898040771484375
17,0.9,-0.5096474591135145,0.08801779896020889,0.38343578577041626,0.3922826647758484,0.08801779896020889,0.35,5,0,0,0,0.6461141705513,0.6312422156333923,0.6386851668357849,1,0,0,0.0,0.0,1.9227626323699951,49.798912048339844,0.9349786043167114,63.5910530090332
18,0.9500000000000001,-0.5046074631678114,0.10015347599983215,0.38904598355293274,0.3873055577278137,0.10015347599983215,0.35,5,0,0,0,0.6404750347137451,0.6583657264709473,0.6583657264709473,0,0,0,0.0,0.0,2.751131534576416,34.76692199707031,1.3377881050109863,90.82889556884766
19,1.0,-0.5075809861340941,0.1050909161567688,0.394122838973999,0.38217976689338684,0.1050909161567688,0.35,5,0,0,0,0.6457729935646057,0.716849148273468,0.6498974561691284,1,0,0,0.0,0.0,2.100114345550537,51.15939712524414,1.0212191343307495,69.4382553100586
20,1.05,-0.5238738676682454,0.09561584144830704,0.4000937044620514,0.3779529333114624,0.09561584144830704,0.35,5,0,0,0,0.6195738315582275,0.7474008202552795,0.6023905873298645,1,0,0,0.0,0.0,2.514960527420044,68.19639587402344,1.2229458093643188,83.19496154785156
21,1.1,-0.5548259328081406,0.09230619668960571,0.4072834551334381,0.37457478046417236,0.09230619668960571,0.35,5,0,0,0,0.5911727547645569,0.617243766784668,0.5965661406517029,1,0,0,0.0,0.0,3.6668765544891357,43.068233489990234,1.7830860614776611,121.0533218383789
22,1.1500000000000001,-0.5748079268546715,0.09511499851942062,0.41476815938949585,0.37107065320014954,0.09511499851942062,0.35,5,0,0,0,0.5250817537307739,0.46748825907707214,0.44986188411712646,1,0,0,0.0,0.0,3.004995107650757,49.61760330200195,1.4612340927124023,99.24852752685547
23,1.2000000000000002,-0.5824837392283874,0.11449889838695526,0.42101508378982544,0.36611390113830566,0.11449889838695526,0.35,5,0,0,0,0.4273487329483032,0.43030136823654175,0.40101727843284607,1,0,0,0.0,0.0,3.2137205600738525,60.22404098510742,1.5627306699752808,106.1707763671875
24,1.25,-0.6022025582384277,0.16035348176956177,0.42540302872657776,0.3591367304325104,0.16035348176956177,0.35,5,0,0,0,0.3968600630760193,0.46038785576820374,0.41264858841896057,1,0,0,0.0,0.0,3.0505635738372803,44.835994720458984,1.483392596244812,100.73407745361328
25,1.3,-0.621108453478745,0.18679650127887726,0.4290388524532318,0.35121551156044006,0.18679650127887726,0.35,5,0,0,0,0.4708379805088043,0.6558956503868103,0.5676918625831604,1,0,0,0.0,0.0,2.680394172668457,59.92042541503906,1.3033907413482666,88.5963134765625
26,1.35,-0.6337409869600408,0.17944519221782684,0.4333660900592804,0.3440755009651184,0.17944519221782684,0.35,5,0,0,0,0.5503782033920288,0.7145304083824158,0.5786871314048767,1,0,0,0.0,0.0,2.8163483142852783,59.01903533935547,1.3695011138916016,93.07083892822266
27,1.4000000000000001,-0.639718024043423,0.15545447170734406,0.43881624937057495,0.3384028673171997,0.15545447170734406,0.35,5,0,0,0,0.6085087656974792,0.8295105695724487,0.6727520823478699,1,0,0,0.0,0.0,3.2268919944763184,35.31144714355469,1.5691354274749756,106.52162170410156
28,1.4500000000000002,-0.6482992512371857,0.13630466163158417,0.4452018737792969,0.33386480808258057,0.13630466163158417,0.35,5,0,0,0,0.6696120500564575,0.8140997290611267,0.6950227618217468,1,0,0,0.0,0.0,2.5375843048095703,30.45515251159668,1.2339469194412231,83.77412414550781
29,1.5,-0.66948466685976,0.1420253962278366,0.45178598165512085,0.32928815484046936,0.1420253962278366,0.35,5,0,0,0,0.6439524292945862,0.6349345445632935,0.6058902144432068,1,0,0,0.0,0.0,2.691063642501831,55.14033889770508,1.3085790872573853,88.92473602294922
30,1.55,-0.7059619518655381,0.18134574592113495,0.45760440826416016,0.32322728633880615,0.18134574592113495,0.35,5,0,0,0,0.6300879120826721,0.6714646220207214,0.6700144410133362,1,0,0,0.0,0.0,3.28776216506958,28.078998565673828,1.5987348556518555,108.51359558105469
31,1.6,-0.7364615846186843,0.20747092366218567,0.463100403547287,0.3163422644138336,0.20747092366218567,0.35,5,0,0,0,0.714539110660553,0.9249312877655029,0.8052218556404114,1,0,0,0.0,0.0,3.3745789527893066,61.525238037109375,1.6409507989883423,111.47784423828125
32,1.6500000000000001,-0.7379870718815963,0.18378441035747528,0.46933645009994507,0.3108065128326416,0.18378441035747528,0.35,5,0,0,0,0.7920929193496704,1.0454610586166382,0.826953649520874,1,0,0,0.0,0.0,3.7422144412994385,53.5496711730957,1.8197205066680908,123.56864929199219
33,1.7000000000000002,-0.7211337846345952,0.13292421400547028,0.47668755054473877,0.3080731928348541,0.13292421400547028,0.35,5,0,0,0,0.8568227887153625,0.9674391150474548,0.9266461730003357,1,0,0,0.0,0.0,3.77851939201355,36.924110412597656,1.8373744487762451,124.7208251953125
34,1.75,-0.7348414266009354,0.11965499818325043,0.4847172796726227,0.30759942531585693,0.11965499818325043,0.35,5,0,0,0,0.8799725770950317,0.8566455245018005,0.8577935695648193,1,0,0,0.0,0.0,2.737921953201294,68.02857971191406,1.3313649892807007,90.53412628173828
35,1.8,-0.7383475033049423,0.12343977391719818,0.49192723631858826,0.30660760402679443,0.12343977391719818,0.35,5,0,0,0,0.8168109059333801,0.827366292476654,0.772648274898529,1,0,0,0.0,0.0,3.3818604946136475,72.97660064697266,1.6444917917251587,111.76921844482422
36,1.85,-0.7349707183288277,0.14640729129314423,0.49710017442703247,0.30292874574661255,0.14640729129314423,0.35,5,0,0,0,0.7841097712516785,0.8464447259902954,0.8041766285896301,1,0,0,0.0,0.0,3.5119428634643555,49.019508361816406,1.7077466249465942,115.9610824584961
37,1.9000000000000001,-0.7792730334258079,0.22362372279167175,0.5001105070114136,0.29637160897254944,0.22362372279167175,0.35,5,0,0,0,0.8188467621803284,0.8670066595077515,0.8617839813232422,1,0,0,0.0,0.0,3.5246074199676514,39.96548080444336,1.7139050960540771,116.35289764404297
38,1.9500000000000002,-0.7964829170115365,0.26879414916038513,0.5014504194259644,0.28828054666519165,0.26879414916038513,0.35,5,0,0,0,0.8436923027038574,0.854564368724823,0.8454420566558838,1,0,0,0.0,0.0,2.5793373584747314,41.0628776550293,1.254250168800354,85.18439483642578
39,2.0,-0.7791421946679773,0.2700936496257782,0.5017133355140686,0.2806755602359772,0.2700936496257782,0.35,5,0,0,0,0.8156588673591614,0.8523279428482056,0.790054440498352,1,0,0,0.0,0.0,2.972395420074463,41.059635162353516,1.445381760597229,98.14437866210938
40,2.0500000000000003,-0.7358067801946936,0.24660347402095795,0.5009415149688721,0.27447202801704407,0.24660347402095795,0.35,5,0,0,0,0.7944017648696899,0.8911098837852478,0.8100287318229675,1,0,0,0.0,0.0,3.480334997177124,22.230316162109375,1.692376732826233,114.85690307617188
41,2.1,-0.6712018177575135,0.20816461741924286,0.49892154335975647,0.26990318298339844,0.20816461741924286,0.35,5,0,0,0,0.7934356331825256,0.9043495059013367,0.8020809292793274,1,0,0,0.0,0.0,3.938624858856201,22.46194076538086,1.9152286052703857,129.97755432128906
42,2.15,-0.6217501365003677,0.1936568319797516,0.49535897374153137,0.26601332426071167,0.1936568319797516,0.35,5,0,0,0,0.7714478969573975,0.9035046100616455,0.757495641708374,1,0,0,0.0,0.0,3.81907320022583,42.61388397216797,1.857094407081604,126.07190704345703
43,2.2,-0.6403850687345811,0.2633943557739258,0.48957085609436035,0.2600453495979309,0.2633943557739258,0.35,5,0,0,0,0.7599693536758423,1.0457029342651367,0.7862079739570618,1,0,0,0.0,0.0,4.2633137702941895,41.371185302734375,2.0731146335601807,140.7222137451172
44,2.25,-0.6791547917962364,0.36922770738601685,0.4809873700141907,0.2501482367515564,0.36922770738601685,0.35,5,0,0,0,0.808020293712616,1.0053962469100952,0.8658731579780579,1,0,0,0.0,0.0,4.161890983581543,15.9049654006958,2.0237956047058105,137.33705139160156
45,2.3000000000000003,-0.6901641279206673,0.4445565342903137,0.47001996636390686,0.23714806139469147,0.4445565342903137,0.35,5,0,0,0,0.839796245098114,0.8809930086135864,0.8425912261009216,1,0,0,0.0,0.0,3.439944267272949,46.05075454711914,1.6727359294891357,113.57767486572266
46,2.35,-0.6790805024992258,0.47011852264404297,0.45825761556625366,0.22446845471858978,0.47011852264404297,0.35,5,0,0,0,0.8110547661781311,0.9353747963905334,0.7825506329536438,1,0,0,0.0,0.07310300134122372,2.6157405376434326,59.64054489135742,1.2719517946243286,86.4652328491211
47,2.4000000000000004,-0.6303253496344843,0.4230736196041107,0.44747379422187805,0.21614323556423187,0.4230736196041107,0.35,5,0,0,0,0.7612584829330444,0.9286526441574097,0.7456498146057129,1,0,0,0.0,0.053782001486979425,2.991523265838623,49.42222213745117,1.4546830654144287,98.80368041992188
48,2.45,-0.5589338680839052,0.3307309150695801,0.43868520855903625,0.2141536921262741,0.3307309150695801,0.35,5,0,0,0,0.7263064384460449,0.8779084086418152,0.7235035300254822,1,0,0,0.0,0.04375099888420664,3.8833882808685303,58.606563568115234,1.8883687257766724,128.24032592773438
49,2.5,-0.47851898214467675,0.23584479093551636,0.4314444363117218,0.21802304685115814,0.23584479093551636,0.35,5,0,0,0,0.7383887767791748,0.9800328612327576,0.7778196334838867,1,0,0,0.0,0.04587199873640202,2.68232798576355,67.0972671508789,1.3043313026428223,88.6983642578125
50,2.5500000000000003,-0.44573705910241823,0.22355365753173828,0.42376992106437683,0.22489266097545624,0.22355365753173828,0.35,5,0,0,0,0.8090677261352539,1.2176859378814697,0.8820504546165466,1,0,0,0.0,0.04931200237479061,3.4099619388580322,71.38357543945312,1.6581565141677856,112.68742370605469
51,2.6,-0.38455262766628673,0.21296657621860504,0.41416457295417786,0.23114247620105743,0.21296657621860504,0.35,5,0,0,0,0.8682510256767273,1.15425443649292,0.893115222454071,1,0,0,0.0,0.04558100044960156,3.7652759552001953,51.772186279296875,1.8309345245361328,124.32344818115234
52,2.6500000000000004,-0.3294649596321869,0.20349815487861633,0.40307188034057617,0.23702172935009003,0.20349815487861633,0.35,5,0,0,0,0.9186725616455078,1.1555598974227905,0.9700643420219421,1,0,0,0.0,0.04790199818671681,2.6483774185180664,35.84309768676758,1.2878221273422241,87.4434585571289
53,2.7,-0.29785079567211714,0.1903689056634903,0.3919426500797272,0.2456822544336319,0.1903689056634903,0.35,5,0,0,0,0.9439284205436707,1.0042554140090942,0.9370552897453308,1,0,0,0.0,0.047792000259505585,2.3873684406280518,52.872459411621094,1.160901665687561,78.90830993652344
54,2.75,-0.29471980341147286,0.1768827587366104,0.38221466541290283,0.2552809417247772,0.1768827587366104,0.35,4,0,0,0,0.9332295656204224,0.9412938952445984,0.9404129981994629,1,0,0,0.0,0.0,2.7652626037597656,34.006492614746094,1.3446598052978516,91.29281616210938
55,2.8000000000000003,-0.3135511126303936,0.16382059454917908,0.3748469352722168,0.26537248492240906,0.16382059454917908,0.35,4,0,0,0,0.9716072678565979,1.090030312538147,1.0306978225708008,1,0,0,0.0,0.0,3.645834445953369,40.1424674987793,1.7728538513183594,120.35176849365234
56,2.85,-0.3406923448690987,0.14541731774806976,0.37041035294532776,0.2812054753303528,0.14541731774806976,0.35,4,0,0,0,0.9832333326339722,1.0102466344833374,0.9515630602836609,1,0,0,0.0,0.0,2.694160223007202,41.71245574951172,1.3100849390029907,88.97230529785156
57,2.9000000000000004,-0.3703958339278691,0.12632015347480774,0.36879807710647583,0.3001948893070221,0.12632015347480774,0.35,4,0,0,0,0.9052680134773254,0.8731268048286438,0.8461328744888306,1,0,0,0.0,0.0,3.2750606536865234,65.2962417602539,1.5925582647323608,108.21434020996094
58,2.95,-0.38855650245330087,0.11024900525808334,0.3690449893474579,0.318893164396286,0.11024900525808334,0.35,4,0,0,0,0.844151496887207,1.0315988063812256,0.8443586230278015,1,0,0,0.0,0.0,3.8401412963867188,42.51321029663086,1.8673391342163086,126.76657104492188
59,3.0,-0.38229670032760427,0.09828051179647446,0.369564950466156,0.33499521017074585,0.09828051179647446,0.35,4,0,0,0,0.8457761406898499,1.0597285032272339,0.8708335757255554,1,0,0,0.0,0.0,3.8734779357910156,44.93935775756836,1.8835499286651611,127.87232208251953
60,3.0500000000000003,-0.3432832004963655,0.09038502722978592,0.3684474527835846,0.34693828225135803,0.09038502722978592,0.35,4,0,0,0,0.8695833086967468,0.9710843563079834,0.8991780877113342,1,0,0,0.0,0.0,3.8808255195617676,52.88185501098633,1.8871227502822876,128.1372528076172
61,3.1,-0.2894683434175306,0.0856187492609024,0.364904522895813,0.3547689914703369,0.0856187492609024,0.35,4,0,0,0,0.887408435344696,1.0756756067276,0.897022008895874,1,0,0,0.0,0.0,3.6217544078826904,47.75202560424805,1.7611446380615234,119.5783920288086
62,3.1500000000000004,-0.241050516314358,0.08288287371397018,0.3592860698699951,0.3595060408115387,0.08288287371397018,0.35,4,0,0,0,0.9050265550613403,1.1176282167434692,0.9328387975692749,1,0,0,0.0,0.0,3.356839179992676,28.34231185913086,1.6323246955871582,110.79289245605469
63,3.2,-0.20498245238685237,0.08160392940044403,0.3522992432117462,0.3617863059043884,0.08160392940044403,0.35,4,0,0,0,0.9509230852127075,1.1458356380462646,0.9962345957756042,1,0,0,0.0,0.0,3.0197503566741943,40.95989990234375,1.4684091806411743,99.70565795898438
64,3.25,-0.19074615581219517,0.08118031919002533,0.34509313106536865,0.362551212310791,0.08118031919002533,0.35,4,0,0,0,1.008681058883667,1.1208003759384155,1.0508465766906738,1,0,0,0.0,0.0,3.312577486038208,36.914154052734375,1.6108015775680542,109.35179138183594
65,3.3000000000000003,-0.20274474509102738,0.0803554505109787,0.33909013867378235,0.3640548288822174,0.0803554505109787,0.35,4,0,0,0,1.010414481163025,0.9700154662132263,0.9800856113433838,1,0,0,0.0,0.0,2.188408851623535,52.20863342285156,1.064154028892517,72.35162353515625
66,3.35,-0.24086564702596774,0.0776841938495636,0.3355830907821655,0.36905762553215027,0.0776841938495636,0.35,4,0,0,0,0.9623486399650574,0.9445679187774658,0.9420637488365173,1,0,0,0.0,0.0,3.280691385269165,55.165531158447266,1.5952963829040527,108.3579330444336
67,3.4000000000000004,-0.27548122200299985,0.07314839959144592,0.3343544006347656,0.3780614137649536,0.07314839959144592,0.35,4,0,0,0,0.915758490562439,0.8914480209350586,0.88588547706604,1,0,0,0.0,0.0,2.9385619163513184,38.21031188964844,1.4289298057556152,97.02008056640625
68,3.45,-0.27384250291680257,0.06825383007526398,0.33339110016822815,0.38860073685646057,0.06825383007526398,0.35,4,0,0,0,0.8728901147842407,0.9581292867660522,0.8563554286956787,1,0,0,0.0,0.0,2.50764799118042,54.924102783203125,1.2193900346755981,82.88080596923828
69,3.5,-0.24292895777637596,0.06437374651432037,0.3311006426811218,0.3976675570011139,0.06437374651432037,0.35,4,0,0,0,0.8705591559410095,0.9898428320884705,0.8954440951347351,1,0,0,0.0,0.0,2.2982053756713867,60.284690856933594,1.1175447702407837,76.01245880126953
70,3.5500000000000003,-0.22376684938016098,0.06149189919233322,0.32811349630355835,0.4048748314380646,0.06149189919233322,0.35,4,0,0,0,0.8967002630233765,0.9566384553909302,0.9168102145195007,1,0,0,0.0,0.0,2.695648431777954,52.182621002197266,1.3108086585998535,89.06255340576172
71,3.6,-0.23878623848714775,0.05864603817462921,0.3262615501880646,0.41244396567344666,0.05864603817462921,0.35,4,0,0,0,0.9175812602043152,0.9496760964393616,0.9352742433547974,1,0,0,0.0,0.0,2.412534236907959,50.60445022583008,1.173138976097107,79.72635650634766
72,3.6500000000000004,-0.2721761391189491,0.05516483262181282,0.3264384865760803,0.4224032461643219,0.05516483262181282,0.35,4,0,0,0,0.9251473546028137,0.9085487723350525,0.9294058680534363,1,0,0,0.0,0.0,2.650057554244995,50.61182403564453,1.2886390686035156,87.55325317382812
73,3.7,-0.28385745577761445,0.0514322929084301,0.3274060785770416,0.4340880811214447,0.0514322929084301,0.35,4,0,0,0,0.9106665253639221,0.9478636980056763,0.8992277979850769,1,0,0,0.0,0.0,2.4880237579345703,56.180110931396484,1.2098472118377686,82.24064636230469
74,3.75,-0.25634570410942725,0.048248790204524994,0.32704412937164307,0.44504043459892273,0.048248790204524994,0.35,4,0,0,0,0.8831809163093567,0.9453047513961792,0.8725810050964355,1,0,0,0.0,0.0,2.6387012004852295,62.65119171142578,1.2831169366836548,87.23726654052734
75,3.8000000000000003,-0.2204365130715457,0.045701757073402405,0.32497861981391907,0.45458516478538513,0.045701757073402405,0.35,4,0,0,0,0.8746292591094971,0.8835333585739136,0.8867747187614441,1,0,0,0.0,0.0,2.6300594806671143,51.26983642578125,1.2789146900177002,86.89707946777344
76,3.85,-0.21716657235431086,0.04334919899702072,0.3230060935020447,0.46413102746009827,0.04334919899702072,0.35,4,0,0,0,0.8691431879997253,0.9360745549201965,0.8647651076316833,1,0,0,0.0,0.0,2.563150405883789,64.901611328125,1.2463791370391846,84.76190185546875
77,3.9000000000000004,-0.24856072275911067,0.04080945998430252,0.32292160391807556,0.47536739706993103,0.04080945998430252,0.35,4,0,0,0,0.8521538972854614,0.9141719937324524,0.8477521538734436,1,0,0,0.0,0.0,2.6746041774749756,52.63853073120117,1.3005754947662354,88.37106323242188
78,3.95,-0.28213150834884126,0.03804131969809532,0.32471951842308044,0.4889460504055023,0.03804131969809532,0.35,4,0,0,0,0.865618884563446,0.9274862408638,0.9022800326347351,1,0,0,0.0,0.0,2.902061939239502,59.97723388671875,1.4111809730529785,95.89944458007812
79,4.0,-0.2863289110141893,0.03538213670253754,0.32675859332084656,0.5036184191703796,0.03538213670253754,0.35,4,0,0,0,0.8674705028533936,0.895999014377594,0.846495509147644,1,0,0,0.0,0.0,2.6477718353271484,54.913246154785156,1.2875276803970337,87.49726867675781
80,4.05,-0.25800616945266597,0.03315776586532593,0.3273049592971802,0.5174397826194763,0.03315776586532593,0.35,4,0,0,0,0.8498940467834473,0.9245437979698181,0.8583593964576721,1,0,0,0.0,0.0,2.750896692276001,52.94175338745117,1.3376741409301758,90.88655090332031
81,4.1000000000000005,-0.4218059773081052,0.21862098574638367,0.32671964168548584,0.5184367299079895,0.21862098574638367,0.35,4,0,0,0,0.8696708083152771,1.0167468786239624,0.8975939154624939,1,0,0,0.0,0.0,1.5141335725784302,56.49311828613281,0.7362751960754395,50.19947814941406
82,4.15,-0.4270206603745126,0.2205192595720291,0.3263344168663025,0.5040572881698608,0.2205192595720291,0.35,4,0,0,0,0.8109214305877686,1.1266100406646729,0.714806318283081,1,0,0,0.0,0.0,2.1145784854888916,49.87955856323242,1.0282526016235352,69.90766143798828
83,4.2,-0.4066510685430683,0.1979670375585556,0.3260175287723541,0.4919110834598541,0.1979670375585556,0.35,4,0,0,0,0.6718925833702087,1.0826592445373535,0.6059677004814148,1,0,0,0.0,0.0,4.258120059967041,62.58995056152344,2.070589065551758,140.60940551757812
84,4.25,-0.3653588211232571,0.16355475783348083,0.3253675103187561,0.4825836718082428,0.16355475783348083,0.35,4,0,0,0,0.6120983958244324,0.8729914426803589,0.6308234930038452,1,0,0,0.0,0.0,4.214690685272217,31.058334350585938,2.049470901489258,139.09829711914062
85,4.3,-0.3251096209635239,0.11636005342006683,0.32516565918922424,0.47633877396583557,0.11636005342006683,0.35,4,0,0,0,0.6695320010185242,0.9622108936309814,0.7449609637260437,1,0,0,0.0,0.0,3.028986692428589,60.55535125732422,1.4729002714157104,100.08432006835938
86,4.3500000000000005,-0.31752783703291704,0.07095212489366531,0.3269220292568207,0.4729098379611969,0.07095212489366531,0.35,4,0,0,0,0.7378759980201721,1.0529732704162598,0.7795724272727966,1,0,0,0.0,0.0,3.471346139907837,76.50660705566406,1.6880059242248535,114.73458099365234
87,4.4,-0.40467724198224575,0.09865771979093552,0.3315967321395874,0.4703989326953888,0.09865771979093552,0.35,4,0,0,0,0.7955002188682556,1.0848238468170166,0.8558176755905151,1,0,0,0.0,0.0,4.429542541503906,49.75311279296875,2.1539461612701416,146.22503662109375
88,4.45,-0.4676524461555005,0.09907717257738113,0.3392304480075836,0.46567800641059875,0.09907717257738113,0.35,4,0,0,0,0.842235803604126,1.2859820127487183,0.8669878840446472,1,0,0,0.0,0.0,3.1840133666992188,56.07390594482422,1.548284888267517,105.17457580566406
89,4.5,-0.5318601244174046,0.0995112732052803,0.34956517815589905,0.46241530776023865,0.0995112732052803,0.35,4,0,0,0,0.8790481686592102,1.318758249282837,0.9281784892082214,1,0,0,0.0,0.0,4.395544528961182,67.54413604736328,2.1374142169952393,145.1573028564453
90,4.55,-0.5822106463114167,0.09996017813682556,0.3617176413536072,0.46033522486686707,0.09996017813682556,0.35,4,0,0,0,0.9061234593391418,1.0419087409973145,0.9172621965408325,1,0,0,0.0,0.0,4.274138927459717,34.49104309082031,2.078378438949585,141.06549072265625
91,4.6000000000000005,-0.5975137015483291,0.10042403638362885,0.3737662732601166,0.4581897556781769,0.10042403638362885,0.35,4,0,0,0,0.8507665991783142,0.8995342254638672,0.7770512700080872,1,0,0,0.0,0.0,2.8492751121520996,69.14860534667969,1.3855122327804565,94.20709228515625
92,4.65,-0.58133212631,0.1009029746055603,0.383996844291687,0.4550548493862152,0.1009029746055603,0.35,4,0,0,0,0.7600032687187195,0.9197707176208496,0.7332661747932434,1,0,0,0.0,0.0,3.703674077987671,65.68091583251953,1.8009796142578125,122.34190368652344
93,4.7,-0.5546818111166676,0.10139704495668411,0.3920641243457794,0.4501682221889496,0.10139704495668411,0.35,4,0,0,0,0.7440546751022339,0.8190170526504517,0.7667443752288818,1,0,0,0.0,0.0,2.5400197505950928,51.98414611816406,1.2351311445236206,83.93328857421875
94,4.75,-0.5416317962575494,0.10190623253583908,0.3987703025341034,0.4437527358531952,0.10190623253583908,0.35,4,0,0,0,0.7808168530464172,0.880854606628418,0.8278568983078003,1,0,0,0.0,0.0,3.128654718399048,74.40784454345703,1.5213656425476074,103.4361343383789
95,4.800000000000001,-0.5492921646645584,0.10243052244186401,0.40529143810272217,0.43793144822120667,0.10243052244186401,0.35,4,0,0,0,0.8340481519699097,0.9389361143112183,0.8692747354507446,1,0,0,0.0,0.0,3.0966150760650635,51.20586013793945,1.5057857036590576,102.2748031616211
96,4.8500000000000005,-0.5641039971080688,0.10296976566314697,0.4120376408100128,0.4339276850223541,0.10296976566314697,0.35,4,0,0,0,0.8504405617713928,0.8867599368095398,0.8445256948471069,1,0,0,0.0,0.0,1.2351025342941284,58.00390625,0.6005911827087402,41.061279296875
