episode,seed,seed_manifest,architecture_version,manifest_shard_index,manifest_shard_count,reward,cost,length,success,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,collision_termination_mode,unavoidable_collision,avoidable_collision,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_recovery_relaxed_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,safety_filter_qp_timeout_rate,safety_filter_compute_budget_stop_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,max_safety_filter_solve_time_s,mean_safety_filter_command_alignment_previous,safety_filter_command_sign_change_rate,mean_safety_filter_predictive_risk_time_s,mean_safety_filter_jacobian_workspace_time_s,mean_safety_filter_projection_time_s,mean_action_variation,mean_hierarchical_nominal_qdot_norm,mean_residual_qdot_norm,task_space_mean_requested_toward_goal_mps,task_space_mean_executed_toward_goal_mps,task_space_mean_filter_velocity_loss_mps,task_space_positive_error_delta_rate,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s,initially_unsafe,initial_predictive_h_m,nominal_only,hierarchical_final_state,hierarchical_plan_reason,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_goal_region_attempted,hierarchical_ik_goal_region_candidate_count,hierarchical_ik_goal_region_sample_count,hierarchical_ik_obstacle_aware_attempted,hierarchical_ik_obstacle_aware_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_initial_ik_found,hierarchical_initial_plan_found,hierarchical_initial_direct_path,hierarchical_initial_plan_reason,hierarchical_initial_planning_time_s,hierarchical_initial_plan_iterations,hierarchical_initial_ik_candidate_count,hierarchical_final_path_progress,hierarchical_failure_mode,hierarchical_track_rate,hierarchical_avoid_hold_rate,hierarchical_replan_rate,hierarchical_servo_rate,hierarchical_plan_failed_rate
0,9143,configs/experiments/reaching_recovery/manifests/v1_hierarchical_obstacle_aware_9143.json,hierarchical_s1_static_revised_ik_goal_region_t005_predictive_retain_terminal_hard_cases_v1,,,-489.86253124695907,121.95412412285805,240,0,0,0,0,0,0,,any,0,0,,,nan,0,0.09272591769695282,12.0,0.18619707226753235,0.30624868844946224,0.4874933660030365,0,0.0,1.0,0.8589866278543572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001098587986928981,0.14274091451758675,1.5317813920555636,0.82971430295147,0.05,0.002988765019108541,0.0014398888354965795,0.009124670106393751,0.3596360084290306,0.1085681116518875,0.0,nan,0.11652516940150077,-0.3294960561935433,0.5208333333333334,2.9569361209869385,42.902286529541016,1,0,235,11.75,0,0.1164433456925924,1,AVOID_HOLD,direct_path,0.8849061849759892,30.61945714696776,49,1,1,1,23,1.7863209950918009,0.14217646420001984,9.854234226166406e-05;0.0013193034588806322;0.0012521122078109563;0.0006983653572159166;0.0033139469854161193;0.011607525470572241;0.009435161971631875;0.011889066307042045;0.004090456131421231;0.004175527890656101;0.011877100712027607;0.003075905312982031;0.001155980827207342;0.00540728169605014;0.00438087042824856;0.002419679556962467;0.0090354346797934;0.005666568419728172;0.005463565571790988;0.00898361769222899;0.002403454375221325;0.003646057745630799;0.001422721265538906;0.00850495608930848;0.0074741606265077715;0.004678903063081479;0.0026605704240413317;0.006808742488942856;0.007603870848897625;0.009243453697394939;0.0034948409745061203;0.01467369223165658;0.010172167965243702;0.0022826167986914297;0.004067600402267685;0.0006056788411923999;0.0023152672986012863;0.016788354412847456;0.011141546101384113;0.00250121579759045;0.008637744601606672;0.002484142166230305;0.0077804019207582415;0.0024814431096452025;0.0020351516828445654;0.0036626367911971524;0.002729413223241345;0.006904833768696825;0.007293493164502422,0.13641873002052307;0.1354755014181137;0.13728874921798706;0.1368713080883026;0.12384986132383347;0.12705057859420776;0.13143520057201385;0.12684018909931183;0.1374264657497406;0.13900750875473022;0.12836486101150513;0.13545118272304535;0.12667830288410187;0.14062458276748657;0.13616105914115906;0.13464318215847015;0.12833808362483978;0.1273098886013031;0.13330647349357605;0.1291968822479248;0.13828718662261963;0.12892232835292816;0.1209205761551857;0.14217646420001984;0.13213174045085907;0.13471870124340057;0.13444910943508148;0.1414048671722412;0.1335754692554474;0.13079991936683655;0.13358543813228607;0.1266854852437973;0.1287347823381424;0.13493824005126953;0.1341930329799652;0.13218934834003448;0.12860029935836792;0.12669813632965088;0.12856525182724;0.13731694221496582;0.13248522579669952;0.1343555599451065;0.1291671246290207;0.1374983787536621;0.12261859327554703;0.13694600760936737;0.136496439576149;0.14185026288032532;0.1413092315196991,1920,0,0,0,0,0,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 445, 'obstacle_contact': 0, 'self_collision': 0}",7.300503930440081e-05,1950,1950,nan,nan,1.0,filtered,0,0,30,29,235,1,1,1,direct_path,1.065950563061051,0,40,1.0,FILTER_STOP_TIMEOUT,0.14166666666666666,0.8583333333333333,0.0,0.0,0.0
