step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_capsule_overlap,collision_pybullet_contact,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-0.39859229707548144,0.4113457500934601,0.29162225127220154,0.19389411807060242,0.36017104983329773,0.35,4,0,0,0,0,,,nan,0,0.4514142572879791,9.028285026550293,180.56568908691406,0.5278871655464172,1.0,nan,0,0,0,0,0.02601818116616858,0.0,filtered,0.07946836398160428,0,0,12,joint_3_acceleration_lower,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.02601818116616858,0.501229851|0.391409297|0.0626733395|0.0368706633|0.0260181812|0.0290181668,0.651229851|0.541409297|0.212673339|0.186870663|0.176018181|0.179018167,0.621229851|0.511409297|0.182673339|0.156870663|0.146018181|0.149018167,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0797763914|0.150950873|0.143660401|0.0763960529|0,-0.0647542415|-0.0950989652|-0.138380528|-0.148310517|-0.136635207|0,1.94016516|1.55031461|0.263263702|0.142832537|0.0438335708|0.116072667,0.584796011|0.474985868|0.376146764,0.0108345859|-0.147166207|0.0299853403,0.004113947972655296,0.0011637723073363304,0.0011667590588331223,0.001754865050315857
1,0.1,-0.17418304676991397,0.3335355222225189,0.274272084236145,0.1952095627784729,0.2820998430252075,0.35,4,0,0,0,0,,,nan,0,0.6544389724731445,5.000178813934326,129.162353515625,0.6544389724731445,1.0,nan,0,0,0,0,0.02601818116616858,0.0,filtered,1.025979268211992e-07,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.023074205957437283,0.498021095|0.390406612|0.0631425666|0.0366291922|0.023074206|0.0260742038,0.648021095|0.540406612|0.213142567|0.186629192|0.173074206|0.176074204,0.618021095|0.510406612|0.183142567|0.156629192|0.143074206|0.146074204,0.15|0.15|0.15|0.15|0.15|0.15,0|0.10455743|0.247857328|0.255493034|0.148970278|0,-0.0635866603|-0.0937415269|-0.137678707|-0.148496665|-0.137905776|0,1.92849772|1.57244235|0.362748887|0.253513137|0.103361326|0.104296815,0.58533746|0.467627674|0.37764594,0.0108345859|-0.147166207|0.0299853403,0.00398905947804451,0.0011857189238071442,0.0010999348014593124,0.0016759540885686874
2,0.15000000000000002,-0.050454651747451174,0.3224046230316162,0.25190746784210205,0.1998010277748108,0.27207067608833313,0.35,4,0,0,0,0,,,nan,0,0.8491441607475281,6.081429958343506,128.82562255859375,0.849143922328949,1.0,nan,0,0,0,0,0.02601818116616858,0.0,filtered,6.50273948667996e-07,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.02408082207084386,0.494871069|0.390915316|0.0688726116|0.0423506587|0.0240808221|0.0270808221,0.644871069|0.540915316|0.218872612|0.192350659|0.174080822|0.177080822,0.614871069|0.510915316|0.188872612|0.162350659|0.144080822|0.147080822,0.15|0.15|0.15|0.15|0.15|0.15,0|0.152304677|0.332699763|0.334336457|0.208471878|0,-0.0624049517|-0.0920842275|-0.136991889|-0.148596219|-0.140118334|0,1.91707933|1.62388171|0.471198321|0.355142873|0.164676833|0.108323288,0.585878909|0.460269481|0.379145116,0.0108345859|-0.147166207|0.0299853403,0.00398650486022234,0.0011592069640755653,0.0011353176087141037,0.001665123738348484
3,0.2,0.03359000600922335,0.3035910129547119,0.22734901309013367,0.2075953483581543,0.25589993596076965,0.35,4,0,0,0,0,,,nan,0,1.0129214525222778,3.86784029006958,53.902565002441406,1.0129209756851196,1.0,nan,0,0,0,0,0.02601818116616858,0.0,filtered,8.975552569953627e-07,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.028348239434933004,0.491780479|0.393722653|0.0789561996|0.0522895622|0.0283482394|0.0313482394,0.641780479|0.543722653|0.2289562|0.202289562|0.178348239|0.181348239,0.611780479|0.513722653|0.1989562|0.172289562|0.148348239|0.151348239,0.15|0.15|0.15|0.15|0.15|0.15,0|0.177577134|0.395182979|0.403200285|0.27029332|0,-0.0612091557|-0.089942023|-0.135530365|-0.148009581|-0.142447006|0,1.90591276|1.66252572|0.575477412|0.464348953|0.241239273|0.125392958,0.586420357|0.452911288|0.380644292,0.0108345859|-0.147166207|0.0299853403,0.003957849927246571,0.0011566588655114174,0.001116638071835041,0.0016574934124946594
4,0.25,0.07376720923288305,0.27752652764320374,0.2032179832458496,0.21898919343948364,0.23407334089279175,0.35,4,0,0,0,0,,,nan,0,1.1169378757476807,2.1672630310058594,39.415679931640625,1.1169377565383911,1.0,nan,0,0,0,0,0.02601818116616858,0.0,filtered,3.392864390162873e-07,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.03592515893058171,0.488750028|0.397926325|0.0924166437|0.0659679447|0.0359251589|0.0389251589,0.638750028|0.547926325|0.242416644|0.215967945|0.185925159|0.188925159,0.608750028|0.517926325|0.212416644|0.185967945|0.155925159|0.158925159,0.15|0.15|0.15|0.15|0.15|0.15,0|0.190826809|0.4515413|0.475144395|0.34420445|0,-0.0599993238|-0.0874295144|-0.133222063|-0.146356329|-0.144015357|0,1.89500079|1.69510259|0.687985812|0.592659845|0.343889729|0.155700636,0.586961806|0.445553094|0.382143468,0.0108345859|-0.147166207|0.0299853403,0.003923140466213226,0.0011654682457447052,0.0010805586352944374,0.0016482090577483177
5,0.30000000000000004,0.06087425875816532,0.2463524341583252,0.18244178593158722,0.2339927852153778,0.20831824839115143,0.35,4,0,0,0,0,,,nan,0,1.1722187995910645,1.3223018646240234,27.194536209106445,1.1722187995910645,1.0,nan,0,0,0,0,0.02601818116616858,0.0,filtered,6.130683964385062e-08,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.04728151761771757,0.485780415|0.402896305|0.108850854|0.0833933374|0.0472815176|0.0502815048,0.635780415|0.552896305|0.258850854|0.233393337|0.197281518|0.200281505,0.605780415|0.522896305|0.228850854|0.203393337|0.167281518|0.170281505,0.15|0.15|0.15|0.15|0.15|0.15,0|0.194824216|0.500168542|0.54329769|0.420858737|0,-0.0587755196|-0.0846546609|-0.13017812|-0.143574495|-0.144299548|0,1.88434614|1.72175477|0.805393837|0.733296545|0.46568526|0.201126019,0.587503254|0.438194901|0.383642644,0.0108345859|-0.147166207|0.0299853403,0.003985036164522171,0.0011623408645391464,0.0011120624840259552,0.0016834186390042305
6,0.35000000000000003,-0.015970909448053655,0.2129240483045578,0.1683453619480133,0.2523735761642456,0.18085432052612305,0.35,4,0,0,0,0,,,nan,0,1.2121362686157227,1.010797142982483,9.275886535644531,1.2121362686157227,1.0,nan,0,0,0,0,0.02601818116616858,0.0,filtered,2.9265687070821263e-08,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.06244675848237144,0.482872339|0.408171365|0.127811294|0.104273673|0.0624467585|0.0654467516,0.632872339|0.558171365|0.277811294|0.254273673|0.212446758|0.215446752,0.602872339|0.528171365|0.247811294|0.224273673|0.182446758|0.185446752,0.15|0.15|0.15|0.15|0.15|0.15,0|0.192061123|0.538232967|0.600604143|0.49344895|0,-0.0575378186|-0.0817030346|-0.126572179|-0.13984725|-0.143169829|0,1.87395154|1.74304355|0.922905965|0.877851586|0.600066155|0.261787006,0.588044703|0.430836707|0.38514182,0.0108345859|-0.147166207|0.0299853403,0.00399320013821125,0.0011770902201533318,0.0011166036128997803,0.0016706455498933792
7,0.4,-0.15789687957611087,0.17984223365783691,0.16412809491157532,0.2738327085971832,0.15368543565273285,0.35,4,0,0,0,0,,,nan,0,1.253429889678955,0.9454602003097534,13.81609058380127,1.253429889678955,1.0,nan,0,0,0,0,0.02601818116616858,0.0,filtered,1.9563878571280944e-08,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.08116824557787575,0.480026491|0.413433885|0.148756407|0.128039425|0.0811682456|0.0841682456,0.630026491|0.563433885|0.298756407|0.278039425|0.231168246|0.234168246,0.600026491|0.533433885|0.268756407|0.248039425|0.201168246|0.204168246,0.15|0.15|0.15|0.15|0.15|0.15,0|0.184840991|0.56659534|0.646101897|0.559407809|0,-0.0562863089|-0.0786357063|-0.122564684|-0.135437576|-0.140782909|0,1.86381965|1.75994083|1.03905629|1.02282202|0.743297883|0.336672982,0.588586152|0.423478514|0.386640996,0.0108345859|-0.147166207|0.0299853403,0.004059194587171078,0.0012031998485326767,0.0012096352875232697,0.001620681956410408
8,0.45,-0.34427530103836035,0.14938949048519135,0.17167377471923828,0.2977501153945923,0.1286126673221588,0.35,4,0,0,0,0,,,nan,0,1.2885557413101196,1.0945508480072021,10.442368507385254,1.2885557413101196,1.0,nan,0,0,0,0,0.02601818116616858,0.0,filtered,1.9525546242473506e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.10310780946591572,0.477243559|0.418475591|0.171203535|0.154106309|0.103107809|0.106107809,0.627243559|0.568475591|0.321203535|0.304106309|0.253107809|0.256107809,0.597243559|0.538475591|0.291203535|0.274106309|0.223107809|0.226107809,0.15|0.15|0.15|0.15|0.15|0.15,0|0.174628968|0.583568449|0.675995553|0.611581979|0,-0.0550210913|-0.0754977422|-0.11828649|-0.130588265|-0.137431605|0,1.85395315|1.77303359|1.1500961|1.16183253|0.886581611|0.424431238,0.5891276|0.416120321|0.388140172,0.0108345859|-0.147166207|0.0299853403,0.003936076536774635,0.0011605042964220047,0.001128166913986206,0.0016203699633479118
9,0.5,-0.5300343978172648,0.12286098301410675,0.19026623666286469,0.323471337556839,0.10668117552995682,0.35,4,0,0,0,0,,,nan,0,1.3168613910675049,1.0325608253479004,4.041987419128418,1.3168612718582153,1.0,nan,0,0,0,0,0.02601818116616858,0.0,filtered,2.9713919746517104e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.12760686226476461,0.474524226|0.423160709|0.194604585|0.18172886|0.127606862|0.130606833,0.624524226|0.573160709|0.344604585|0.33172886|0.277606862|0.280606833,0.594524226|0.543160709|0.314604585|0.30172886|0.247606862|0.250606833,0.15|0.15|0.15|0.15|0.15|0.15,0|0.162889704|0.590946151|0.692519328|0.649026606|0,-0.0537422798|-0.0723228981|-0.113803666|-0.125459321|-0.133397257|0,1.84435463|1.78320964|1.25556082|1.29397545|1.0260568|0.522427332,0.589669049|0.408762127|0.389639348,0.0108345859|-0.147166207|0.0299853403,0.003935655578970909,0.001162840984761715,0.0011041238903999329,0.0016407174989581108
10,0.55,-0.6557256986164862,0.1014794334769249,0.21586808562278748,0.34930163621902466,0.08891362696886063,0.35,4,0,0,0,0,,,nan,0,1.2958877086639404,1.466025471687317,25.77086639404297,1.328974962234497,1.0,nan,0,0,0,0,0.02601818116616858,0.0,filtered,0.04365474962289288,0,1,12,workspace_z_upper,workspace_z_upper,0,0,1,solved,osqp,1.3177936519781497e-10,valid,0.1539807425616636,0.47186917|0.427422227|0.218505072|0.210279803|0.153980743|0.156980743,0.62186917|0.577422227|0.368505072|0.360279803|0.303980743|0.306980743,0.59186917|0.547422227|0.338505072|0.330279803|0.273980743|0.276980743,0.15|0.15|0.15|0.15|0.15|0.15,0|0.143433637|0.567586692|0.673514469|0.651365174|0,-0.0524500016|-0.0691368398|-0.109150442|-0.120140066|-0.128895755|0,1.83502668|1.7839857|1.33245654|1.39449362|1.13839239|0.62792297,0.590210497|0.401403934|0.391138524,0.0108345859|-0.147166207|0.0299853403,0.003965138457715511,0.0011609941720962524,0.0011067083105444908,0.0016695726662874222
11,0.6000000000000001,-0.6527786622399626,0.08637339621782303,0.24081270396709442,0.37177398800849915,0.07627975940704346,0.35,4,0,0,0,0,,,nan,0,1.1767815351486206,3.7691099643707275,54.255672454833984,1.3108024597167969,1.0,nan,0,0,0,0,0.02601818116616858,0.0,filtered,0.1863656027412755,0,1,12,workspace_z_upper,workspace_z_upper,0,0,1,solved,osqp,5.831574112491467e-10,valid,0.1804755588076168,0.469279058|0.430903565|0.241379992|0.237993724|0.180475559|0.183475559,0.619279058|0.580903565|0.391379992|0.387993724|0.330475559|0.333475559,0.589279058|0.550903565|0.361379992|0.357993724|0.300475559|0.303475559,0.15|0.15|0.15|0.15|0.15|0.15,0|0.106844731|0.473670895|0.575824867|0.580145883|0,-0.0511443976|-0.066049166|-0.104590301|-0.114954401|-0.124336369|0,1.82597183|1.76440983|1.33460056|1.41284536|1.17771175|0.733902235,0.590751946|0.39404574|0.3926377,0.0108345859|-0.147166207|0.0299853403,0.003994720056653023,0.0011612288653850555,0.001138078048825264,0.0016687875613570213
12,0.65,-0.617039092504357,0.0760406032204628,0.26309075951576233,0.39006808400154114,0.06760583817958832,0.35,4,0,0,0,0,,,nan,0,1.0625556707382202,3.9496757984161377,35.32913589477539,1.1997559070587158,1.0,nan,0,0,0,0,0.02601818116616858,0.0,filtered,0.20413336171549915,0,1,12,workspace_z_upper,workspace_z_upper,0,0,1,solved,osqp,1.0792740035014958e-09,valid,0.20349459177791362,0.466754555|0.432864694|0.259849762|0.260850872|0.203494592|0.206494592,0.616754555|0.582864694|0.409849762|0.410850872|0.353494592|0.356494592,0.586754555|0.552864694|0.379849762|0.380850872|0.323494592|0.326494592,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0795376839|0.382064679|0.461321657|0.493475301|0,-0.0498256226|-0.0632837072|-0.100830054|-0.109370776|-0.120604832|0,1.8171926|1.74771275|1.32063367|1.39535437|1.18684884|0.825978367,0.591293395|0.386687547|0.394136876,0.0108345859|-0.147166207|0.0299853403,0.003973796963691711,0.0011416831985116005,0.001106148585677147,0.0016992231830954552
13,0.7000000000000001,-0.5626993936097592,0.06898877769708633,0.28162524104118347,0.4044152796268463,0.06167053058743477,0.35,4,0,0,0,0,,,nan,0,0.9508546590805054,3.826742172241211,36.72148513793945,1.0645852088928223,1.0,nan,0,0,0,0,0.02601818116616858,0.0,filtered,0.18185064343697446,0,1,12,workspace_z_upper,workspace_z_upper,0,0,1,solved,osqp,1.513703662414656e-09,valid,0.22224273745555034,0.464296314|0.43363777|0.273884364|0.27792981|0.222242737|0.225242737,0.614296314|0.58363777|0.423884364|0.42792981|0.372242737|0.375242737,0.584296314|0.55363777|0.393884364|0.39792981|0.342242737|0.345242737,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0535996623|0.299882635|0.353105929|0.410260952|0,-0.0484938452|-0.0607967003|-0.0976603894|-0.10373075|-0.117513855|0,1.80869141|1.72735404|1.2977597|1.36109442|1.18171805|0.90097095,0.591834843|0.379329354|0.395636052,0.0108345859|-0.147166207|0.0299853403,0.004012897610664368,0.00118967704474926,0.001106971874833107,0.0016879057511687279
