step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_capsule_overlap,collision_pybullet_contact,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-0.3521185178392887,0.2082153558731079,0.2682379186153412,0.46247372031211853,0.19623252749443054,0.35,2,0,0,0,0,,,nan,0,0.0,0.0,0.0,0.47854503989219666,1.0,nan,0,0,0,0,0.2846331528559626,0.0,safe_stop_compute_budget,0.47854503989219666,1,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.2846331528559626,0.715600027|0.4653891|0.284633153|0.291633153|0.333011207|0.336542468,0.865600027|0.6153891|0.434633153|0.441633153|0.483011207|0.486542468,0.835600027|0.5853891|0.404633153|0.411633153|0.453011207|0.456542468,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0|0|0|0,-0.191928775|-0.209851323|-0.278086455|-0.278086455|-0.270530193|0,2.67047133|1.65170508|0.860446156|0.888446156|1.06151464|1.34616987,0.699872196|0.564369321|0.611644566,0.00321007427|-0.258181304|-0.119922251,0.14061350002884865,0.0015287306159734726,0.001659417524933815,0.1373813170939684
1,0.1,-0.18257438842833948,0.18773123621940613,0.26002037525177,0.4505334794521332,0.1744941622018814,0.35,2,0,0,0,0,,,nan,0,0.43410083651542664,8.682016372680664,173.6403350830078,0.4751463830471039,1.0,nan,0,0,0,0,0.2846331528559626,0.0,filtered,0.05951591483280216,0,0,12,joint_5_acceleration_lower,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.2707375053401392,0.706058725|0.454959412|0.270737505|0.277737505|0.319485766|0.323231202,0.856058725|0.604959412|0.420737505|0.427737505|0.469485766|0.473231202,0.826058725|0.574959412|0.390737505|0.397737505|0.439485766|0.443231202,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0530728655|0.0401997739|0.0401997739|0.0121730338|0,-0.189709962|-0.207315497|-0.277739655|-0.277739655|-0.270492031|0,2.63452494|1.66559502|0.84541014|0.87341014|1.01962407|1.29292481,0.700032413|0.551460385|0.605648577,0.00321007427|-0.258181304|-0.119922251,0.0029957136139273643,0.000793195329606533,0.0008070887997746468,0.0013617239892482758
2,0.15000000000000002,-0.02563028803256019,0.12518027424812317,0.24753282964229584,0.44298598170280457,0.114635169506073,0.35,2,0,0,0,0,,,nan,0,0.5857542157173157,5.177674293518066,163.8636932373047,0.5857539176940918,1.0,nan,0,0,0,0,0.2846331528559626,0.0,filtered,5.213203298353581e-07,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.2587956609235762,0.696629952|0.447231263|0.258795661|0.265795661|0.306506393|0.310434823,0.846629952|0.597231263|0.408795661|0.415795661|0.456506393|0.460434823,0.816629952|0.567231263|0.378795661|0.385795661|0.426506393|0.430434823,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0714092259|0.125378505|0.125378505|0.0860153046|0,-0.187427174|-0.204408656|-0.277740013|-0.277740013|-0.271618148|0,2.59909264|1.65592562|0.882821135|0.910821135|1.04042273|1.24173929,0.70019263|0.53855145|0.599652588,0.00321007427|-0.258181304|-0.119922251,0.0028666211292147636,0.0007858593016862869,0.0007846606895327568,0.0012766886502504349
3,0.2,-0.0015753012715331027,0.07614272832870483,0.23687894642353058,0.44081035256385803,0.07022316753864288,0.35,2,0,0,0,0,,,nan,0,0.6316949129104614,7.056344509124756,123.32610321044922,0.6316949129104614,1.0,nan,0,0,0,0,0.2846331528559626,0.0,filtered,7.981306111754e-08,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.2512168953663845,0.68731695|0.440621767|0.251216895|0.258216895|0.297261306|0.301008834,0.83731695|0.590621767|0.401216895|0.408216895|0.447261306|0.451008834,0.80731695|0.560621767|0.371216895|0.378216895|0.417261306|0.421008834,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0519014237|0.234284511|0.234284511|0.209953825|0,-0.185078744|-0.201852053|-0.277957996|-0.277957996|-0.272393935|0,2.56418906|1.61253644|0.961194096|0.989194096|1.12660511|1.20403534,0.700352848|0.525642514|0.5936566,0.00321007427|-0.258181304|-0.119922251,0.0029609128832817078,0.0007648970931768417,0.0007574800401926041,0.0014192108064889908
4,0.25,-0.03384771689263859,0.08890596777200699,0.2279551476240158,0.4367124140262604,0.07571223378181458,0.35,2,0,0,0,0,,,nan,0,0.6518309116363525,4.053429126739502,114.21614837646484,0.6518309116363525,1.0,nan,0,0,0,0,0.2846331528559626,0.0,filtered,8.982079004045788e-08,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.24899624966182443,0.678123042|0.433318232|0.24899625|0.25599625|0.2939748|0.297281675,0.828123042|0.583318232|0.39899625|0.40599625|0.4439748|0.447281675,0.798123042|0.553318232|0.36899625|0.37599625|0.4139748|0.417281675,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0304570701|0.193915296|0.193915296|0.167153198|0,-0.182663001|-0.20021844|-0.278279512|-0.278279512|-0.271780981|0,2.52982917|1.56351156|0.911620783|0.939620783|1.07127142|1.1891267,0.700513065|0.512733579|0.587660611,0.00321007427|-0.258181304|-0.119922251,0.0031946878880262375,0.000851387158036232,0.0008666999638080597,0.0014555500820279121
5,0.30000000000000004,-0.01688019716818219,0.10050641000270844,0.21797053515911102,0.43134739995002747,0.08979393541812897,0.35,2,0,0,0,0,,,nan,0,0.6783605813980103,3.277961492538452,114.61591339111328,0.6783604621887207,1.0,nan,0,0,0,0,0.2846331528559626,0.0,filtered,2.5516221177522747e-07,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.24485796091310863,0.669051636|0.424917389|0.244857961|0.251857961|0.288761212|0.291827015,0.819051636|0.574917389|0.394857961|0.401857961|0.438761212|0.441827015,0.789051636|0.544917389|0.364857961|0.371857961|0.408761212|0.411827015,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0348813777|0.169006697|0.169006697|0.129735798|0,-0.180178277|-0.198685859|-0.278566539|-0.278566539|-0.270939745|0,2.49602827|1.53586508|0.869872001|0.897872001|1.0138409|1.16730806,0.700673282|0.499824643|0.581664622,0.00321007427|-0.258181304|-0.119922251,0.0030739493668079376,0.0008268151432275772,0.00088451337069273,0.0013433629646897316
6,0.35000000000000003,0.022161342888139188,0.09324995428323746,0.20679473876953125,0.42720267176628113,0.08049008250236511,0.35,2,0,0,0,0,,,nan,0,0.7159263491630554,1.4996994733810425,62.940773010253906,0.7159263491630554,1.0,nan,0,0,0,0,0.2846331528559626,0.0,passthrough,8.134472665461146e-10,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.23945883676688418,0.660106221|0.416806251|0.239458837|0.246458837|0.281721531|0.284721521,0.810106221|0.566806251|0.389458837|0.396458837|0.431721531|0.434721521,0.780106221|0.536806251|0.359458837|0.366458837|0.401721531|0.404721521,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0475095148|0.193154771|0.193154771|0.141026699|0,-0.177622913|-0.196884042|-0.278807631|-0.278807631|-0.270497852|0,2.46280197|1.51785048|0.872182487|0.900182487|0.997414973|1.13888608,0.700833499|0.486915708|0.575668633,0.00321007427|-0.258181304|-0.119922251,0.003034154884517193,0.0008709616959095001,0.0008086003363132477,0.0013266531750559807
7,0.4,-0.01521291138635776,0.10878749936819077,0.19725389778614044,0.42200323939323425,0.0967215746641159,0.35,2,0,0,0,0,,,nan,0,0.70759117603302,1.8502684831619263,53.59233093261719,0.70759117603302,1.0,nan,0,0,0,0,0.2846331528559626,0.0,passthrough,9.191678468040697e-10,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.23528042608637667,0.651290372|0.409424764|0.235280426|0.242280426|0.27538741|0.278387402,0.801290372|0.559424764|0.385280426|0.392280426|0.42538741|0.428387402,0.771290372|0.529424764|0.355280426|0.362280426|0.39538741|0.398387402,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0386588928|0.173137296|0.173137296|0.125568834|0,-0.174995268|-0.195040682|-0.279047317|-0.279047317|-0.271690882|0,2.43016622|1.48131727|0.835211683|0.863211683|0.955427591|1.11354961,0.700993717|0.474006772|0.569672644,0.00321007427|-0.258181304|-0.119922251,0.0032181087881326675,0.0010519493371248245,0.0008893357589840889,0.0012496737763285637
8,0.45,-0.009718291031234838,0.11756620556116104,0.18735896050930023,0.4167110025882721,0.10468073189258575,0.35,2,0,0,0,0,,,nan,0,0.7226208448410034,0.7361812591552734,37.16405487060547,0.7226208448410034,1.0,nan,0,0,0,0,0.2846331528559626,0.0,passthrough,9.626412317790926e-10,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.23006014922682516,0.642607742|0.401685951|0.230060149|0.237060149|0.268182129|0.271182129,0.792607742|0.551685951|0.380060149|0.387060149|0.418182129|0.421182129,0.762607742|0.521685951|0.350060149|0.357060149|0.388182129|0.391182129,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0455331312|0.171582007|0.171582007|0.119981333|0,-0.172293719|-0.193066319|-0.279193475|-0.279193475|-0.272621575|0,2.39813725|1.45921062|0.812629129|0.840629129|0.920088275|1.08472852,0.701153934|0.461097836|0.563676655,0.00321007427|-0.258181304|-0.119922251,0.0030366983264684677,0.0009436653926968575,0.0007961215451359749,0.0012450078502297401
9,0.5,-0.005828908926896914,0.12060189247131348,0.17747114598751068,0.4116608798503876,0.1068473532795906,0.35,2,0,0,0,0,,,nan,0,0.7279737591743469,1.4685453176498413,26.756872177124023,0.7279737591743469,1.0,nan,0,0,0,0,0.2846331528559626,0.0,passthrough,1.0087038030380936e-09,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.22475843518902705,0.634062066|0.394388625|0.224758435|0.231758435|0.260652611|0.263652611,0.784062066|0.544388625|0.374758435|0.381758435|0.410652611|0.413652611,0.754062066|0.514388625|0.344758435|0.351758435|0.380652611|0.383652611,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0559789736|0.176836679|0.176836679|0.122519618|0,-0.169516674|-0.190872221|-0.279257231|-0.279257231|-0.273655814|0,2.36673159|1.44266125|0.796613188|0.824613188|0.891474247|1.05461044,0.701314151|0.448188901|0.557680666,0.00321007427|-0.258181304|-0.119922251,0.0028471648693084717,0.0007792003452777863,0.0007756147533655167,0.0012709489092230797
