step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,safety_filter_goal_velocity_audit_status,safety_filter_max_feasible_goal_velocity_mps,safety_filter_projected_goal_velocity_mps,safety_filter_goal_velocity_feasibility_gap_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-1.275842397333552,0.3016732335090637,0.291267454624176,0.2905435264110565,0.19923950731754303,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.48989781737327576,9.797956466674805,195.95913696289062,1.4131556749343872,1.4131556749343872,0.2973854604824292,0.291267454624176,0.006118005858253173,0.36063702325940433,0.14985145677669787,0.3464851079413025,0.1259346235729884,0.2205504843683141,0.3464851152867881,0,0,disabled,0.0,1,TRACK,direct_path,0,0.8524211189942434,0.8524211189942434,40,1,1,1,24,1.6822910830600932,0.14472931623458862,0.000812171776988065;0.0011794954495837609;0.0009259980646515488;0.00018143545194606166;0.0029169751841171977;0.004195704316316064;0.008650652396829451;0.006608957974480165;0.001455467667895171;0.0035187902348163685;0.003213544108558832;0.006930145380329694;0.006497350320220328;0.003252104550682607;0.001629023875769218;0.014408141469427621;0.003492268684538375;0.004734789360483309;0.007147785352282363;0.002023518577517784;0.0021149325339439706;0.0021399243500630294;0.007144747729771467;0.011647558705690935;0.009993085538450562;0.004092609876165324;0.00890267452673385;0.004955782312896945;0.00835983070397475;0.0033877324961721165;0.009313417162883121;0.004748499308896792;0.0017741685670971583;0.0018693440969533228;0.00712981228412372;0.005252128100925907;0.003841608155726484;0.002342224795506193;0.009157912033419547;0.005017539613166754,0.1358819305896759;0.13559217751026154;0.13704225420951843;0.13643847405910492;0.1342204213142395;0.13250628113746643;0.1272931843996048;0.13220013678073883;0.1353163868188858;0.12106648832559586;0.12164615839719772;0.12972886860370636;0.12345046550035477;0.12309323996305466;0.13678394258022308;0.13848228752613068;0.1340026706457138;0.13426317274570465;0.1330944150686264;0.13760581612586975;0.13499824702739716;0.13585107028484344;0.13177333772182465;0.1276533305644989;0.14472931623458862;0.13427984714508057;0.13052672147750854;0.13748911023139954;0.14261630177497864;0.12873362004756927;0.13157223165035248;0.13964921236038208;0.13511908054351807;0.1354890763759613;0.13326917588710785;0.1412794291973114;0.1391618251800537;0.13705259561538696;0.1421259492635727;0.13349264860153198,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 25, 'obstacle_contact': 0, 'self_collision': 0}",0.00018143545194606166,65,65,nan,nan,0.0,not_enabled,0,0,1,0,0,0,1,2,1.0,0.47777091057870247,1.4131556749343872,0.0,1.0,0.1164433456925924,0,0,0,0,0.1164433456925924,0.0,filtered,osqp optimal,0.9472326128136503,0,0,12,joint_4_acceleration_upper|joint_5_acceleration_upper,workspace_z_lower,,,0,0,1,solved,osqp,0.0,valid,0.1164433456925924,0.979021937582727,0|0|0|0|0|0,0.304863968|0.217477461|0.127451262|0.143937675|0.116443346|0.119443346,0.483815065|0.396428558|0.306402359|0.322888772|0.295394443|0.298394443,0.424863968|0.337477461|0.247451262|0.263937675|0.236443346|0.239443346,0|0|0|0|0|0,0|-0.0629029711|-0.0894373482|-0.0857955961|-0.100258033|-0.100258033,0|0|0|0|0|0,1.21945587|0.807006875|0.420367702|0.489955106|0.36551535|0.37751535,optimal,0.1878979263911131,0.1259346235729884,0.061963302818124705,0.411498696|0.443161875|0.261451662,0|-0|-0,0.17216911492869258,0.0024208789691329002,0.0012388620525598526,0.1641944219591096
1,0.1,-1.6325419432502661,0.4198687672615051,0.2796301543712616,0.28216055035591125,0.28952643275260925,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.8683399558067322,7.843616485595703,73.31798553466797,1.2175531387329102,1.2175531387329102,0.29126746829030314,0.2796301543712616,0.011637313919041548,0.2777068916448835,0.24365772849753742,0.26650507362357223,0.2330170965265233,0.03348797709704893,0.2665050861278605,0,0,disabled,0.0,1,TRACK,direct_path,0,0.8524211189942434,0.8524211189942434,40,1,1,1,24,1.6822910830600932,0.14472931623458862,0.000812171776988065;0.0011794954495837609;0.0009259980646515488;0.00018143545194606166;0.0029169751841171977;0.004195704316316064;0.008650652396829451;0.006608957974480165;0.001455467667895171;0.0035187902348163685;0.003213544108558832;0.006930145380329694;0.006497350320220328;0.003252104550682607;0.001629023875769218;0.014408141469427621;0.003492268684538375;0.004734789360483309;0.007147785352282363;0.002023518577517784;0.0021149325339439706;0.0021399243500630294;0.007144747729771467;0.011647558705690935;0.009993085538450562;0.004092609876165324;0.00890267452673385;0.004955782312896945;0.00835983070397475;0.0033877324961721165;0.009313417162883121;0.004748499308896792;0.0017741685670971583;0.0018693440969533228;0.00712981228412372;0.005252128100925907;0.003841608155726484;0.002342224795506193;0.009157912033419547;0.005017539613166754,0.1358819305896759;0.13559217751026154;0.13704225420951843;0.13643847405910492;0.1342204213142395;0.13250628113746643;0.1272931843996048;0.13220013678073883;0.1353163868188858;0.12106648832559586;0.12164615839719772;0.12972886860370636;0.12345046550035477;0.12309323996305466;0.13678394258022308;0.13848228752613068;0.1340026706457138;0.13426317274570465;0.1330944150686264;0.13760581612586975;0.13499824702739716;0.13585107028484344;0.13177333772182465;0.1276533305644989;0.14472931623458862;0.13427984714508057;0.13052672147750854;0.13748911023139954;0.14261630177497864;0.12873362004756927;0.13157223165035248;0.13964921236038208;0.13511908054351807;0.1354890763759613;0.13326917588710785;0.1412794291973114;0.1391618251800537;0.13705259561538696;0.1421259492635727;0.13349264860153198,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 25, 'obstacle_contact': 0, 'self_collision': 0}",0.00018143545194606166,65,65,nan,nan,0.6702960116956898,filtered,0,0,1,0,0,0,1,2,1.0,0.35508540054704657,1.2175531387329102,0.0,1.0,0.09681366408752745,0,0,0,0,0.1164433456925924,0.0,filtered,osqp optimal,0.41803918023043407,0,0,12,joint_2_acceleration_lower|joint_4_acceleration_upper|joint_5_acceleration_upper,predictive_link_4,,,0,0,1,solved,osqp,0.0,valid,0.09681366408752745,0.9808083535203191,5.42022415e-21|0.078368839|0.125769723|0.138569166|0.150320114|0.150320114,0.304774648|0.204630965|0.10945705|0.127042033|0.0968136641|0.0998136641,0.483815065|0.383671382|0.288497468|0.306082451|0.275854082|0.278854082,0.424774648|0.324630965|0.22945705|0.247042033|0.216813664|0.219813664,0|0.15|0.15|0.15|0.15|0.15,-5.58644767e-21|-0.0930447905|-0.131867818|-0.124660963|-0.161066377|-0.161066377,0|0|0|0|0|0,1.21909859|0.725479068|0.305960382|0.38350717|0.22618828|0.23818828,optimal,0.31611096189771,0.23301709652652328,0.08309386537118671,0.411498696|0.443161875|0.261451662,0|-0|-0,0.017130673048086464,0.004623232991434634,0.0021320770028978586,0.0028460819739848375
2,0.15000000000000002,-1.4410863263498879,0.3659334182739258,0.27011048793792725,0.27633702754974365,0.24558112025260925,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.9296620488166809,5.279486179351807,168.62525939941406,0.9971315860748291,0.9971315860748291,0.27963013945877824,0.27011048793792725,0.009519651520850991,0.19745518976254442,0.19745518976254442,0.19001661238406314,0.19001661238406314,0.0,0.1900166022506082,0,0,disabled,0.0,1,TRACK,direct_path,0,0.8524211189942434,0.8524211189942434,40,1,1,1,24,1.6822910830600932,0.14472931623458862,0.000812171776988065;0.0011794954495837609;0.0009259980646515488;0.00018143545194606166;0.0029169751841171977;0.004195704316316064;0.008650652396829451;0.006608957974480165;0.001455467667895171;0.0035187902348163685;0.003213544108558832;0.006930145380329694;0.006497350320220328;0.003252104550682607;0.001629023875769218;0.014408141469427621;0.003492268684538375;0.004734789360483309;0.007147785352282363;0.002023518577517784;0.0021149325339439706;0.0021399243500630294;0.007144747729771467;0.011647558705690935;0.009993085538450562;0.004092609876165324;0.00890267452673385;0.004955782312896945;0.00835983070397475;0.0033877324961721165;0.009313417162883121;0.004748499308896792;0.0017741685670971583;0.0018693440969533228;0.00712981228412372;0.005252128100925907;0.003841608155726484;0.002342224795506193;0.009157912033419547;0.005017539613166754,0.1358819305896759;0.13559217751026154;0.13704225420951843;0.13643847405910492;0.1342204213142395;0.13250628113746643;0.1272931843996048;0.13220013678073883;0.1353163868188858;0.12106648832559586;0.12164615839719772;0.12972886860370636;0.12345046550035477;0.12309323996305466;0.13678394258022308;0.13848228752613068;0.1340026706457138;0.13426317274570465;0.1330944150686264;0.13760581612586975;0.13499824702739716;0.13585107028484344;0.13177333772182465;0.1276533305644989;0.14472931623458862;0.13427984714508057;0.13052672147750854;0.13748911023139954;0.14261630177497864;0.12873362004756927;0.13157223165035248;0.13964921236038208;0.13511908054351807;0.1354890763759613;0.13326917588710785;0.1412794291973114;0.1391618251800537;0.13705259561538696;0.1421259492635727;0.13349264860153198,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 25, 'obstacle_contact': 0, 'self_collision': 0}",0.00018143545194606166,65,65,nan,nan,0.3433436840920811,filtered,0,0,1,0,0,0,1,2,1.0,0.2410534973004107,0.9971315860748291,0.0,1.0,0.07856855956806572,0,0,0,0,0.1164433456925924,0.0,filtered,osqp optimal,0.09999998218049244,0,0,12,joint_5_acceleration_upper,predictive_link_4,,,0,0,1,solved,osqp,0.0,valid,0.07856855956806572,0.984796785069271,0|0.108648336|0.187350024|0.212250608|0.244665426|0.244665426,0.304575226|0.194778662|0.0955341289|0.11391829|0.0785685596|0.0815685596,0.483815065|0.374018502|0.274773968|0.293158129|0.257808399|0.260808399,0.424575226|0.314778662|0.215534129|0.23391829|0.19856856|0.20156856,0|0.15|0.15|0.15|0.15|0.15,0|-0.0679323623|-0.0812855645|-0.0702305849|-0.105404935|-0.105404935,0|0|0|0|0|0,1.2183009|0.711182288|0.300850951|0.385442576|0.208869304|0.220869304,optimal,0.4272290116294089,0.19001661238406317,0.23721239924534573,0.411498696|0.443161875|0.261451662,0|-0|-0,0.016621057060547173,0.004539796966128051,0.0020990920020267367,0.002536698943004012
3,0.2,-1.4729883335717204,0.37560808658599854,0.26088857650756836,0.2707391679286957,0.25049275159835815,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.9795917272567749,2.0608110427856445,78.1806411743164,0.9795917868614197,0.9795917868614197,0.2701104749836259,0.26088857650756836,0.009221898476057533,0.1909068257441687,0.1909068257441687,0.18409292234771224,0.18409292234771224,0.0,0.1840929135187504,0,0,disabled,0.0,1,TRACK,direct_path,0,0.8524211189942434,0.8524211189942434,40,1,1,1,24,1.6822910830600932,0.14472931623458862,0.000812171776988065;0.0011794954495837609;0.0009259980646515488;0.00018143545194606166;0.0029169751841171977;0.004195704316316064;0.008650652396829451;0.006608957974480165;0.001455467667895171;0.0035187902348163685;0.003213544108558832;0.006930145380329694;0.006497350320220328;0.003252104550682607;0.001629023875769218;0.014408141469427621;0.003492268684538375;0.004734789360483309;0.007147785352282363;0.002023518577517784;0.0021149325339439706;0.0021399243500630294;0.007144747729771467;0.011647558705690935;0.009993085538450562;0.004092609876165324;0.00890267452673385;0.004955782312896945;0.00835983070397475;0.0033877324961721165;0.009313417162883121;0.004748499308896792;0.0017741685670971583;0.0018693440969533228;0.00712981228412372;0.005252128100925907;0.003841608155726484;0.002342224795506193;0.009157912033419547;0.005017539613166754,0.1358819305896759;0.13559217751026154;0.13704225420951843;0.13643847405910492;0.1342204213142395;0.13250628113746643;0.1272931843996048;0.13220013678073883;0.1353163868188858;0.12106648832559586;0.12164615839719772;0.12972886860370636;0.12345046550035477;0.12309323996305466;0.13678394258022308;0.13848228752613068;0.1340026706457138;0.13426317274570465;0.1330944150686264;0.13760581612586975;0.13499824702739716;0.13585107028484344;0.13177333772182465;0.1276533305644989;0.14472931623458862;0.13427984714508057;0.13052672147750854;0.13748911023139954;0.14261630177497864;0.12873362004756927;0.13157223165035248;0.13964921236038208;0.13511908054351807;0.1354890763759613;0.13326917588710785;0.1412794291973114;0.1391618251800537;0.13705259561538696;0.1421259492635727;0.13349264860153198,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 25, 'obstacle_contact': 0, 'self_collision': 0}",0.00018143545194606166,65,65,nan,nan,0.10028764866845569,filtered,0,0,1,0,0,0,1,2,1.0,0.2513819233730114,0.9795917868614197,0.0,1.0,0.08022110773968183,0,0,0,0,0.1164433456925924,0.0,filtered,osqp optimal,3.389342362325501e-08,0,0,12,joint_5_velocity_upper,predictive_link_4,,,0,0,1,solved,osqp,0.0,valid,0.08022110773968183,0.9890490238732698,1.94502113e-17|0.0779626588|0.135226234|0.156651745|0.197855766|0.197855766,0.304362614|0.19512061|0.0987722125|0.117479155|0.0802211077|0.0832211077,0.483815065|0.374573062|0.278224664|0.296931606|0.259673559|0.262673559,0.424362614|0.31512061|0.218772213|0.237479155|0.200221108|0.203221108,0|0.15|0.15|0.15|0.15|0.15,-1.2189187e-17|-0.067388361|-0.0797883562|-0.0696743479|-0.1020429|-0.1020429,0|0|0|0|0|0,1.21745046|0.713094081|0.315300494|0.400242273|0.218841531|0.230841531,optimal,0.38504144596362944,0.18409292234771227,0.20094852361591717,0.411498696|0.443161875|0.261451662,0|-0|-0,0.01655507495161146,0.004532484104856849,0.001996648032218218,0.003011722001247108
4,0.25,-1.5071931243384382,0.3852352499961853,0.2519587278366089,0.26536136865615845,0.25539901852607727,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.9629697799682617,0.4795765280723572,40.001468658447266,0.9629698395729065,0.9629698395729065,0.2608885979118633,0.2519587278366089,0.00892987007525442,0.1845416627864766,0.1845416627864726,0.1782923643403797,0.17829236434037649,3.219646771412954e-15,0.17829237896816602,0,0,disabled,0.0,1,TRACK,direct_path,0,0.8524211189942434,0.8524211189942434,40,1,1,1,24,1.6822910830600932,0.14472931623458862,0.000812171776988065;0.0011794954495837609;0.0009259980646515488;0.00018143545194606166;0.0029169751841171977;0.004195704316316064;0.008650652396829451;0.006608957974480165;0.001455467667895171;0.0035187902348163685;0.003213544108558832;0.006930145380329694;0.006497350320220328;0.003252104550682607;0.001629023875769218;0.014408141469427621;0.003492268684538375;0.004734789360483309;0.007147785352282363;0.002023518577517784;0.0021149325339439706;0.0021399243500630294;0.007144747729771467;0.011647558705690935;0.009993085538450562;0.004092609876165324;0.00890267452673385;0.004955782312896945;0.00835983070397475;0.0033877324961721165;0.009313417162883121;0.004748499308896792;0.0017741685670971583;0.0018693440969533228;0.00712981228412372;0.005252128100925907;0.003841608155726484;0.002342224795506193;0.009157912033419547;0.005017539613166754,0.1358819305896759;0.13559217751026154;0.13704225420951843;0.13643847405910492;0.1342204213142395;0.13250628113746643;0.1272931843996048;0.13220013678073883;0.1353163868188858;0.12106648832559586;0.12164615839719772;0.12972886860370636;0.12345046550035477;0.12309323996305466;0.13678394258022308;0.13848228752613068;0.1340026706457138;0.13426317274570465;0.1330944150686264;0.13760581612586975;0.13499824702739716;0.13585107028484344;0.13177333772182465;0.1276533305644989;0.14472931623458862;0.13427984714508057;0.13052672147750854;0.13748911023139954;0.14261630177497864;0.12873362004756927;0.13157223165035248;0.13964921236038208;0.13511908054351807;0.1354890763759613;0.13326917588710785;0.1412794291973114;0.1391618251800537;0.13705259561538696;0.1421259492635727;0.13349264860153198,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 25, 'obstacle_contact': 0, 'self_collision': 0}",0.00018143545194606166,65,65,nan,nan,3.459953837694826e-08,filtered,0,0,1,0,0,0,1,2,1.0,0.21915000469128915,0.9629698395729065,0.0,1.0,0.07506400075060626,0,0,0,0,0.1164433456925924,0.0,filtered,osqp optimal,3.389433319782828e-08,0,0,12,joint_5_velocity_upper,predictive_link_4,,,0,0,1,solved,osqp,0.0,valid,0.07506400075060626,0.9930897677306006,1.87686172e-17|0.0765885476|0.130553163|0.151468831|0.191258861|0.191258861,0.304160577|0.19161326|0.0947163762|0.113764027|0.0750640008|0.0780639733,0.483815065|0.371267749|0.274370865|0.293418515|0.254718489|0.257718462,0.424160577|0.31161326|0.214716376|0.233764027|0.195064001|0.198063973,0|0.15|0.15|0.15|0.15|0.15,-1.17394938e-17|-0.0666236007|-0.077944191|-0.0678869554|-0.0981563707|-0.0981563707,0|0|0|0|0|0,1.21664231|0.699829441|0.300921314|0.387169152|0.202099632|0.214099523,optimal,0.37996578454698143,0.17829236434037646,0.20167342020660498,0.411498696|0.443161875|0.261451662,0|-0|-0,0.017034663003869355,0.004596840008161962,0.0021524960175156593,0.0029100989922881126
5,0.30000000000000004,-1.541968564142457,0.3947860896587372,0.2433142364025116,0.2601976990699768,0.26028671860694885,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.9472292065620422,0.46277478337287903,0.33603546023368835,0.947229266166687,0.947229266166687,0.251958720037042,0.2433142364025116,0.008644483634530409,0.1783587660427902,0.17835876604279036,0.17261995955982937,0.17261995955982917,1.942890293094024e-16,0.17261995421625215,0,0,disabled,0.0,1,TRACK,direct_path,0,0.8524211189942434,0.8524211189942434,40,1,1,1,24,1.6822910830600932,0.14472931623458862,0.000812171776988065;0.0011794954495837609;0.0009259980646515488;0.00018143545194606166;0.0029169751841171977;0.004195704316316064;0.008650652396829451;0.006608957974480165;0.001455467667895171;0.0035187902348163685;0.003213544108558832;0.006930145380329694;0.006497350320220328;0.003252104550682607;0.001629023875769218;0.014408141469427621;0.003492268684538375;0.004734789360483309;0.007147785352282363;0.002023518577517784;0.0021149325339439706;0.0021399243500630294;0.007144747729771467;0.011647558705690935;0.009993085538450562;0.004092609876165324;0.00890267452673385;0.004955782312896945;0.00835983070397475;0.0033877324961721165;0.009313417162883121;0.004748499308896792;0.0017741685670971583;0.0018693440969533228;0.00712981228412372;0.005252128100925907;0.003841608155726484;0.002342224795506193;0.009157912033419547;0.005017539613166754,0.1358819305896759;0.13559217751026154;0.13704225420951843;0.13643847405910492;0.1342204213142395;0.13250628113746643;0.1272931843996048;0.13220013678073883;0.1353163868188858;0.12106648832559586;0.12164615839719772;0.12972886860370636;0.12345046550035477;0.12309323996305466;0.13678394258022308;0.13848228752613068;0.1340026706457138;0.13426317274570465;0.1330944150686264;0.13760581612586975;0.13499824702739716;0.13585107028484344;0.13177333772182465;0.1276533305644989;0.14472931623458862;0.13427984714508057;0.13052672147750854;0.13748911023139954;0.14261630177497864;0.12873362004756927;0.13157223165035248;0.13964921236038208;0.13511908054351807;0.1354890763759613;0.13326917588710785;0.1412794291973114;0.1391618251800537;0.13705259561538696;0.1421259492635727;0.13349264860153198,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 25, 'obstacle_contact': 0, 'self_collision': 0}",0.00018143545194606166,65,65,nan,nan,3.519771004755558e-08,filtered,0,0,1,0,0,0,1,2,1.0,0.18826126367923454,0.947229266166687,0.0,1.0,0.07012180218867753,0,0,0,0,0.1164433456925924,0.0,filtered,osqp optimal,3.3892566320763766e-08,0,0,12,joint_5_velocity_upper,predictive_link_4,,,0,0,1,solved,osqp,0.0,valid,0.07012180218867753,0.9969285294565364,0|0.0751814241|0.126033883|0.146445118|0.184851681|0.184851681,0.303968639|0.18816933|0.0907771574|0.110168969|0.0701218022|0.0731218022,0.483815065|0.368015757|0.270623584|0.290015396|0.249968229|0.252968229,0.423968639|0.30816933|0.210777157|0.230168969|0.190121802|0.193121802,0|0.15|0.15|0.15|0.15|0.15,0|-0.0657865585|-0.0760848441|-0.06609213|-0.0943587037|-0.0943587037,0|0|0|0|0|0,1.21587456|0.686890763|0.287023785|0.374583747|0.186128505|0.198128505,optimal,0.3749690449146461,0.17261995955982917,0.20234908535481694,0.411498696|0.443161875|0.261451662,0|-0|-0,0.011495935963466763,0.002831878955475986,0.0013233540812507272,0.002193475025705993
6,0.35000000000000003,-1.5767985211734095,0.40424054861068726,0.23494839668273926,0.25524264574050903,0.26513004302978516,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.9323319792747498,0.4465812146663666,0.3238711953163147,0.9323320388793945,0.9323320388793945,0.24331423706366023,0.23494839668273926,0.008365840380920975,0.17235655044145706,0.17235655044145706,0.16707942643445972,0.16707942643445972,0.0,0.16707942688845837,0,0,disabled,0.0,1,TRACK,direct_path,0,0.8524211189942434,0.8524211189942434,40,1,1,1,24,1.6822910830600932,0.14472931623458862,0.000812171776988065;0.0011794954495837609;0.0009259980646515488;0.00018143545194606166;0.0029169751841171977;0.004195704316316064;0.008650652396829451;0.006608957974480165;0.001455467667895171;0.0035187902348163685;0.003213544108558832;0.006930145380329694;0.006497350320220328;0.003252104550682607;0.001629023875769218;0.014408141469427621;0.003492268684538375;0.004734789360483309;0.007147785352282363;0.002023518577517784;0.0021149325339439706;0.0021399243500630294;0.007144747729771467;0.011647558705690935;0.009993085538450562;0.004092609876165324;0.00890267452673385;0.004955782312896945;0.00835983070397475;0.0033877324961721165;0.009313417162883121;0.004748499308896792;0.0017741685670971583;0.0018693440969533228;0.00712981228412372;0.005252128100925907;0.003841608155726484;0.002342224795506193;0.009157912033419547;0.005017539613166754,0.1358819305896759;0.13559217751026154;0.13704225420951843;0.13643847405910492;0.1342204213142395;0.13250628113746643;0.1272931843996048;0.13220013678073883;0.1353163868188858;0.12106648832559586;0.12164615839719772;0.12972886860370636;0.12345046550035477;0.12309323996305466;0.13678394258022308;0.13848228752613068;0.1340026706457138;0.13426317274570465;0.1330944150686264;0.13760581612586975;0.13499824702739716;0.13585107028484344;0.13177333772182465;0.1276533305644989;0.14472931623458862;0.13427984714508057;0.13052672147750854;0.13748911023139954;0.14261630177497864;0.12873362004756927;0.13157223165035248;0.13964921236038208;0.13511908054351807;0.1354890763759613;0.13326917588710785;0.1412794291973114;0.1391618251800537;0.13705259561538696;0.1421259492635727;0.13349264860153198,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 25, 'obstacle_contact': 0, 'self_collision': 0}",0.00018143545194606166,65,65,nan,nan,3.578074235176722e-08,filtered,0,0,1,0,0,0,1,2,1.0,0.1586884168225547,0.9323320388793945,0.0,1.0,0.06539014669160875,0,0,0,0,0.1164433456925924,0.0,filtered,osqp optimal,3.389342362325466e-08,0,0,12,joint_5_velocity_upper,predictive_link_4,,,0,0,1,solved,osqp,0.0,valid,0.06539014669160875,1.0005760304761677,0|0.0737445275|0.121662339|0.141574944|0.178625946|0.178625946,0.303786264|0.184790616|0.0869529977|0.106691836|0.0653901467|0.0683901467,0.483815065|0.364819417|0.266981799|0.286720638|0.245418948|0.248418948,0.423786264|0.304790616|0.206952998|0.226691836|0.185390147|0.188390147,0|0.15|0.15|0.15|0.15|0.15,0|-0.0648849622|-0.0742175502|-0.0642968628|-0.0906549337|-0.0906549337,0|0|0|0|0|0,1.21514505|0.6742775|0.273594441|0.362470483|0.170905653|0.182905653,optimal,0.37005924968611614,0.16707942643445972,0.20297982325165642,0.411498696|0.443161875|0.261451662,0|-0|-0,0.01366342802066356,0.004065865068696439,0.001673410995863378,0.0030155139975249767
