step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s
0,0.05,-0.3631763860556908,0.1249387264251709,0.3256453573703766,0.4357818365097046,0.11688568443059921,0.35,3,0,0,0,0.31532755494117737,6.306551456451416,126.13102722167969,0.36035677790641785,1.0,0.29909350872675866,0,0,0,0,0.29909350872675866,0.0,filtered,0.0496149916321891,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.29909350872675866,0.500602387|0.515602386|0.356122639|0.299093509|0.318609985|0.339306955,0.620602387|0.635602386|0.476122639|0.419093509|0.438609985|0.459306955,0.620602387|0.635602386|0.476122639|0.419093509|0.438609985|0.459306955,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.023220768|0.011738204|0.0300828055|0.0547873684,-0.0869075279|0|-0.141763735|-0.16183819|-0.158226065|-0.141136171,1.91550202|2.06240955|1.25950605|1.04627405|1.14629668|1.27087902,0.430960417|0.527875245|0.466483325,0.023834493|-0.16661568|0.0181415845,0.0026012547314167023
1,0.1,-0.33600561381452515,0.18792501091957092,0.32217320799827576,0.4246056079864502,0.17912347614765167,0.35,3,0,0,0,0.5037263035774231,5.466387748718262,122.98278045654297,0.5541626214981079,1.0,0.29154745590260034,0,0,0,0,0.29909350872675866,0.0,filtered,0.10790726075054864,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,5.643749673156506e-07,valid,0.29154745590260034,0.496291666|0.511291666|0.347919812|0.291547456|0.312140334|0.334911578,0.616291666|0.631291666|0.467919812|0.411547456|0.432140334|0.454911578,0.616291666|0.631291666|0.467919812|0.411547456|0.432140334|0.454911578,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0610170466|-0.0620777382|-0.0567399346|-0.0165645034,-0.0855174869|0|-0.141504956|-0.161202267|-0.157071036|-0.139206769,1.89964918|2.04516666|1.18915724|0.942909818|1.03475037|1.18387504,0.432152033|0.519544661|0.467390269,0.023834493|-0.16661568|0.0181415845,0.0021027959883213043
2,0.15000000000000002,-0.3244599065132673,0.17251940071582794,0.3191784620285034,0.4149019122123718,0.16301551461219788,0.35,3,0,0,0,0.6196649074554443,4.578375339508057,130.22731018066406,0.6659566164016724,1.0,0.28046452605462624,0,0,0,0,0.29909350872675866,0.0,filtered,0.13450287084185666,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,7.645511707482511e-07,valid,0.28046452605462624,0.492051033|0.507051033|0.337783665|0.280464526|0.301596341|0.327310545,0.612051033|0.627051033|0.457783665|0.400464526|0.421596341|0.447310545,0.612051033|0.627051033|0.457783665|0.400464526|0.421596341|0.447310545,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0504279778|-0.0323360893|-0.0186231646|0.0171718898,-0.0841038271|0|-0.141303465|-0.160540893|-0.155622356|-0.136748653,1.88410031|2.02820413|1.15940322|0.928981122|1.03213984|1.18966542,0.433343649|0.511214077|0.468297213,0.023834493|-0.16661568|0.0181415845,0.0032522110268473625
3,0.2,-0.28366500559044766,0.23199832439422607,0.31115877628326416,0.40196025371551514,0.22145867347717285,0.35,3,0,0,0,0.7968938946723938,4.880016803741455,100.25499725341797,0.8101751804351807,1.0,0.2708501040043284,0,0,0,0,0.29909350872675866,0.0,filtered,0.06823820964890442,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,3.707709882172505e-07,valid,0.2708501040043284,0.487881675|0.502881675|0.328178752|0.270850104|0.292962782|0.321437938,0.607881675|0.622881675|0.448178752|0.390850104|0.412962782|0.441437938,0.607881675|0.622881675|0.448178752|0.390850104|0.412962782|0.441437938,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0865445914|-0.0979096052|-0.0943547223|-0.0573989353,-0.0826664142|0|-0.141132219|-0.159908552|-0.154230057|-0.134465325,1.86886028|2.0115267|1.0850382|0.825582259|0.923266351|1.09388749,0.434535265|0.502883494|0.469204158,0.023834493|-0.16661568|0.0181415845,0.0025468869134783745
4,0.25,-0.296171614618552,0.23544996976852417,0.3041631579399109,0.389590322971344,0.22381781041622162,0.35,3,0,0,0,0.7532679438591003,4.0153727531433105,150.52748107910156,0.7532669901847839,1.0,0.2580042404670526,0,0,0,0,0.29909350872675866,0.0,filtered,1.3077492381707708e-06,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.2580042404670526,0.483784631|0.498784631|0.316756429|0.25800424|0.280654263|0.312003769,0.603784631|0.618784631|0.436756429|0.37800424|0.400654263|0.432003769,0.603784631|0.618784631|0.436756429|0.37800424|0.400654263|0.432003769,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0647104737|-0.0865415913|-0.0900088824|-0.0625755804,-0.081205096|0|-0.14098102|-0.159227378|-0.152533331|-0.131610938,1.85393343|1.99513852|1.06133422|0.786247993|0.880074838|1.05382856,0.435726881|0.494552672|0.470111102,0.023834493|-0.16661568|0.0181415845,0.0033674798905849457
5,0.30000000000000004,-0.300487262962152,0.2627413868904114,0.296465665102005,0.37622591853141785,0.24981291592121124,0.35,3,0,0,0,0.8100021481513977,2.273688554763794,65.67537689208984,0.8127900958061218,1.0,0.24573084311870796,0,0,0,0,0.29909350872675866,0.0,filtered,0.024032612776402056,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,1.040264326693241e-07,valid,0.24573084311870796,0.479761177|0.494761156|0.306453949|0.245730843|0.268590517|0.302374524,0.599761177|0.614761156|0.426453949|0.365730843|0.388590517|0.422374524,0.599761177|0.614761156|0.426453949|0.365730843|0.388590517|0.422374524,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0717873223|-0.106804356|-0.115304239|-0.0885431752,-0.0797197937|0|-0.140486467|-0.158541394|-0.15104592|-0.129040123,1.83932492|1.97904462|1.013542|0.717577622|0.80801191|0.991914798,0.436918497|0.486221731|0.471018046,0.023834493|-0.16661568|0.0181415845,0.0033220676705241203
6,0.35000000000000003,-0.3102067582522313,0.2721380591392517,0.2892504036426544,0.3631884753704071,0.2578166723251343,0.35,3,0,0,0,0.83006352186203,2.4734861850738525,46.00608825683594,0.8412322402000427,1.0,0.23248969934265684,0,0,0,0,0.29909350872675866,0.0,filtered,0.08602162490285493,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,5.19571012477793e-07,valid,0.23248969934265684,0.47581259|0.49081259|0.295828489|0.232489699|0.255358234|0.291598336,0.59581259|0.61081259|0.415828489|0.352489699|0.375358234|0.411598336,0.59581259|0.61081259|0.415828489|0.352489699|0.375358234|0.411598336,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0623395207|-0.10110011|-0.111717831|-0.0914631738,-0.0782104514|0|-0.139855601|-0.157666514|-0.149285961|-0.126027394,1.82503991|1.96325036|0.981118833|0.671192174|0.760429145|0.948902776,0.438110113|0.47789079|0.47192499,0.023834493|-0.16661568|0.0181415845,0.0032845111563801765
7,0.4,-0.32483010311377514,0.26003676652908325,0.283875048160553,0.35185426473617554,0.2443968951702118,0.35,3,0,0,0,0.8331551551818848,1.948459267616272,35.003421783447266,0.8567700386047363,1.0,0.219588157176958,0,0,0,0,0.29909350872675866,0.0,filtered,0.15412008812865932,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,9.673073212077e-07,valid,0.219588157176958,0.471940072|0.486940072|0.285725768|0.219588157|0.242398357|0.280820924,0.591940072|0.606940072|0.405725768|0.339588157|0.362398357|0.400820924,0.591940072|0.606940072|0.405725768|0.339588157|0.362398357|0.400820924,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.043391943|-0.0681167804|-0.0739411157|-0.0597114215,-0.0766770173|0|-0.139052048|-0.156702102|-0.147499222|-0.122972238,1.81108327|1.94776029|0.960459079|0.653533747|0.748153091|0.940600038,0.439301729|0.469559848|0.472831935,0.023834493|-0.16661568|0.0181415845,0.0032348092645406723
8,0.45,-0.3243343349859152,0.2780139744281769,0.27786293625831604,0.3402859568595886,0.2609119713306427,0.35,3,0,0,0,0.8765729069709778,1.1079355478286743,47.4302978515625,0.9099470973014832,1.0,0.20839028656250547,0,0,0,0,0.29909350872675866,0.0,filtered,0.20572658165634594,0,1,12,workspace_z_lower,workspace_z_lower,2,0,0,inaccurate_solution,,1.3877787807814457e-17,valid,0.20839028656250547,0.468144828|0.483144828|0.276619494|0.208390287|0.231409324|0.271762776,0.588144828|0.603144828|0.396619494|0.328390287|0.351409324|0.391762776,0.588144828|0.603144828|0.396619494|0.328390287|0.351409324|0.391762776,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0471976127|-0.0735795792|-0.0792569691|-0.0676923981,-0.0751194636|0|-0.138175322|-0.155734009|-0.145800374|-0.120145636,1.79745985|1.93257931|0.92110504|0.604247558|0.700579952|0.899213071,0.440493345|0.461228907|0.473738879,0.023834493|-0.16661568|0.0181415845,0.003211221657693386
9,0.5,-0.3295734569700205,0.2659279406070709,0.27309682965278625,0.330309122800827,0.247469961643219,0.35,3,0,0,0,0.8849830031394958,1.648267388343811,34.85285949707031,0.9108540415763855,1.0,0.19697138341787085,0,0,0,0,0.29909350872675866,0.0,filtered,0.1843567450670646,0,1,12,workspace_z_lower,workspace_z_lower,2,0,0,inaccurate_solution,,0.0,valid,0.19697138341787085,0.464428066|0.479428066|0.267367282|0.196971383|0.220246941|0.262450769,0.584428066|0.599428066|0.387367282|0.316971383|0.340246941|0.382450769,0.584428066|0.599428066|0.387367282|0.316971383|0.340246941|0.382450769,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0367289436|-0.0428486647|-0.0406139644|-0.0332845687,-0.0735377871|0|-0.137254869|-0.154672198|-0.143935312|-0.117096074,1.78417448|1.91771226|0.895485316|0.590364671|0.696438489|0.899422435,0.441684961|0.452897966|0.474645823,0.023834493|-0.16661568|0.0181415845,0.0031728846952319145
