step,total_steps,episode,reset_seed,reset_source,episode_length,latest_reward,latest_cost,episode_reward,episode_cost,risk_global,d_min,success,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_max_constraint_violation,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,safety_filter_solve_time_s,lambda,alpha,loss_actor,loss_actor_anchor,loss_reward_q,loss_cost_q,replay_size
620500,740000,2114,1682264725,random,192,-0.8691585684486888,0.380948007106781,-136.87770415320912,48.05382126569748,0.380948007106781,0.1903703212738037,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.006982526276260614,nan,nan,nan,nan,500
621000,740000,2120,1865527689,random,156,-0.6715506027959899,0.08529514074325562,-90.53172322649701,16.21401883661747,0.08529514074325562,0.3577393889427185,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.006982526276260614,nan,nan,nan,nan,1000
621500,740000,2125,9122,focused,11,-0.17043141351234342,0.23026630282402039,-1.66181990979112,2.6008838787674904,0.23026630282402039,0.28129881620407104,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.006982526276260614,nan,nan,nan,nan,1500
622000,740000,2135,622544682,random,33,-0.2822424646522849,0.0682830661535263,1.6499852753039683,2.200164321810007,0.0682830661535263,0.4358882009983063,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.006982526276260614,nan,nan,nan,nan,2000
622500,740000,2142,291586346,random,3,0.41835285284235657,0.16027824580669403,0.7562009810526368,0.3833015561103821,0.16027824580669403,0.3520151674747467,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.006982526276260614,nan,nan,nan,nan,2500
623000,740000,2151,1096269318,random,11,-0.17826625602430854,0.1231602132320404,-2.5371625940322904,1.7439745515584946,0.1231602132320404,0.30371177196502686,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.006982526276260614,nan,nan,nan,nan,3000
623500,740000,2154,9145,focused,9,-0.3212100489831227,0.29939237236976624,-3.6457284143657964,3.185517579317093,0.29939237236976624,0.18768343329429626,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.006982526276260614,nan,nan,nan,nan,3500
624000,740000,2160,1679956440,random,147,-0.40717491239862685,0.15141741931438446,-76.75635301581191,33.02562190592289,0.15141741931438446,0.27581045031547546,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.006982526276260614,nan,nan,nan,nan,4000
624500,740000,2174,510874036,random,52,-0.29420822403284547,0.06631691753864288,-7.257924835842338,4.154984399676323,0.06631691753864288,0.4360489845275879,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.006982526276260614,nan,nan,nan,nan,4500
625000,740000,2181,9014,focused,162,-0.09561235867436296,0.0211520716547966,-18.465258146369354,6.436208860948682,0.0211520716547966,0.6464987397193909,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.006982526276260614,nan,nan,nan,nan,5000
625500,740000,2190,5592775,random,101,-0.019660874403169937,0.03993402421474457,-6.206248872908198,3.506361447274685,0.03993402421474457,0.5619995594024658,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.006982526276260614,nan,nan,nan,nan,5500
