episode,step,reset_seed,reset_source,episode_reward,episode_cost,episode_length,success,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,safety_violation_rate,min_distance,mean_risk,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,lambda,alpha
2112,620021,9122,focused,17.23775822225721,5.25490503013134,21,1,0,0,0,0,0,,0.0,0.23878070712089539,0.25023357286339715,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2113,620261,1726524978,random,-124.2649368968691,55.59890375286341,240,0,0,0,0,0,0,,0.0,0.178046315908432,0.23166209897026419,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2114,620308,1114859665,random,21.647867792690004,1.5633496157824993,47,1,0,0,0,0,0,,0.0,0.49611860513687134,0.033262757782606366,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2115,620548,1682264725,random,-173.98728579232494,63.15124225616455,240,0,0,0,0,0,0,,0.0,0.18094027042388916,0.2631301760673523,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2116,620788,9085,focused,-55.86085138770888,15.860176581889391,240,0,0,0,0,0,0,,0.0,0.3572801351547241,0.0660840690912058,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2117,620794,1593548839,random,24.393813044149745,0.19408170320093632,6,1,0,0,0,0,0,,0.0,0.5434150099754333,0.032346950533489384,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2118,620804,9191,focused,23.859682881537452,1.4837403446435928,10,1,0,0,0,0,0,,0.0,0.30880600214004517,0.1483740344643593,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2119,620829,2016463175,random,20.90650380660308,2.0270241051912308,25,1,0,0,0,0,0,,0.0,0.4097459316253662,0.08108096420764924,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2120,620844,877072846,random,26.155552842420153,0.7275080028921366,15,1,0,0,0,0,0,,0.0,0.3044576942920685,0.04850053352614244,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2121,621084,1865527689,random,-145.27340671754658,23.05499619245529,240,0,0,0,0,0,0,,0.0,0.2346603125333786,0.09606248413523039,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2122,621201,9185,focused,-5.510282512452363,13.02711583673954,117,1,0,0,0,0,0,,0.0,0.30303648114204407,0.11134287039948325,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2123,621236,9145,focused,6.779542545271342,10.01619277894497,35,1,0,0,0,0,0,,0.0,0.1833210289478302,0.28617693654128484,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2124,621249,9066,focused,25.65660850748433,0.27696151472628117,13,1,0,0,0,0,0,,0.0,0.6364763975143433,0.021304731902021628,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2125,621489,9014,focused,-36.07620345035795,8.982258837670088,240,0,0,0,0,0,0,,0.0,0.5752167701721191,0.03742607849029203,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2126,621509,9122,focused,17.646782540640224,4.912988655269146,20,1,0,0,0,0,0,,0.0,0.24155011773109436,0.2456494327634573,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2127,621516,1943016465,random,24.55503696312661,0.9647930637001991,7,1,0,0,0,0,0,,0.0,0.2627657651901245,0.13782758052859986,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2128,621537,1513452983,random,20.455699858411815,3.771731786429882,21,1,0,0,0,0,0,,0.0,0.3147255480289459,0.1796062755442801,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2129,621551,409038189,random,20.893481800495778,2.9874364137649536,14,1,0,0,0,0,0,,0.0,0.40137436985969543,0.21338831526892527,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2130,621566,9058,focused,27.655736248760928,0.6802021600306034,15,1,0,0,0,0,0,,0.0,0.4012693464756012,0.0453468106687069,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2131,621575,1167940155,random,25.94755263057011,0.29166109673678875,9,1,0,0,0,0,0,,0.0,0.5115629434585571,0.03240678852630986,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2132,621688,9185,focused,-4.829121697934472,12.744909696280956,113,1,0,0,0,0,0,,0.0,0.2985727787017822,0.11278681147151288,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2133,621928,607195420,random,-52.60457786964054,27.199252620339394,240,0,0,0,0,0,0,,0.0,0.3012906014919281,0.11333021925141414,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2134,621942,863844499,random,27.007847324097554,0.4151894021779299,14,1,0,0,0,0,0,,0.0,0.46045342087745667,0.029656385869852135,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2135,621967,564562577,random,11.584035329529176,7.300965905189514,25,1,0,0,0,0,0,,0.0,0.22969791293144226,0.2920386362075806,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2136,622058,622544682,random,13.976721547477815,5.801450971513987,91,1,0,0,0,0,0,,0.0,0.4129387438297272,0.06375220847817567,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2137,622122,1084510153,random,7.450458437324986,7.629542782902718,64,1,0,0,0,0,0,,0.0,0.3032551109790802,0.11921160598285496,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2138,622205,9199,focused,-26.56515080290142,23.792486891150475,83,1,0,0,0,0,0,,0.0,0.15045641362667084,0.286656468568078,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2139,622214,1094052945,random,22.124491694443208,1.0712926760315895,9,1,0,0,0,0,0,,0.0,0.38904669880867004,0.1190325195590655,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2140,622454,1556792480,random,-23.429427990501143,7.24230220913887,240,0,0,0,0,0,0,,0.0,0.5217130184173584,0.030176259204745294,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2141,622486,9023,focused,11.527912434274194,6.50582367926836,32,1,0,0,0,0,0,,0.0,0.2813989222049713,0.20330698997713625,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2142,622497,157977497,random,26.138480631744507,0.3804239556193352,11,1,0,0,0,0,0,,0.0,0.45916345715522766,0.034583995965394104,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2143,622501,291586346,random,20.799571749537442,0.5547870397567749,4,1,0,0,0,0,0,,0.0,0.3469771444797516,0.13869675993919373,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2144,622515,2119054893,random,19.227828835319226,4.707447916269302,14,1,0,0,0,0,0,,0.0,0.1437765210866928,0.3362462797335216,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2145,622529,1737253875,random,23.46695914813445,1.098437637090683,14,1,0,0,0,0,0,,0.0,0.4295976758003235,0.07845983122076307,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2146,622555,9024,focused,15.319574756727441,5.3544041737914085,26,1,0,0,0,0,0,,0.0,0.300598680973053,0.20593862206890032,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2147,622795,1128347711,random,-136.06619650635838,62.13145054876804,240,0,0,0,0,0,0,,0.0,0.18560951948165894,0.25888104395320016,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2148,622817,27671181,random,22.888202529150494,1.654678575694561,22,1,0,0,0,0,0,,0.0,0.2607443928718567,0.07521266253157095,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2149,622861,9145,focused,2.535614789189548,11.922681301832199,44,1,0,0,0,0,0,,0.0,0.1868012249469757,0.27097002958709543,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2150,622966,9185,focused,-4.051796030254007,12.370840452611446,105,1,0,0,0,0,0,,0.0,0.29737588763237,0.11781752812010901,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2151,622989,1735067869,random,24.722071188161664,1.3673446867614985,23,1,0,0,0,0,0,,0.0,0.23115336894989014,0.05944976898963037,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2152,623229,1096269318,random,-91.10402857094269,42.46694827824831,240,0,0,0,0,0,0,,0.0,0.22642089426517487,0.17694561782603463,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2153,623251,1240424744,random,19.26752826619704,3.4830413535237312,22,1,0,0,0,0,0,,0.0,0.35547804832458496,0.15832006152380595,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2154,623491,95948140,random,-25.992494380213326,9.489747870713472,240,0,0,0,0,0,0,,0.0,0.3559602200984955,0.0395406161279728,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2155,623535,9145,focused,1.8765201288357503,12.326684564352036,44,1,0,0,0,0,0,,0.0,0.17999473214149475,0.2801519219170917,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2156,623558,9096,focused,20.53756048680028,3.4001099057495594,23,1,0,0,0,0,0,,0.0,0.33285433053970337,0.14783086546737215,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2157,623569,910418810,random,22.530328420436497,3.405884623527527,11,1,0,0,0,0,0,,0.0,0.35415181517601013,0.3096258748661388,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2158,623809,1734966006,random,-121.8336489784156,47.92646764218807,240,0,0,0,0,0,0,,0.0,0.20711642503738403,0.19969361517578363,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2159,623821,9157,focused,25.85370781972605,0.31543844752013683,12,1,0,0,0,0,0,,0.0,0.5288781523704529,0.026286537293344736,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2160,623853,792516783,random,9.056579692058946,8.55601466819644,32,1,0,0,0,0,0,,0.0,0.23120296001434326,0.26737545838113874,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2161,624093,1679956440,random,-121.97951351465508,50.813666105270386,240,0,0,0,0,0,0,,0.0,0.21436423063278198,0.21172360877195995,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2162,624106,1458651103,random,15.679318674993777,4.972826719284058,13,1,0,0,0,0,0,,0.0,0.1522592455148697,0.3825251322526198,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2163,624160,709195618,random,15.217199820752569,3.3151740171015263,54,1,0,0,0,0,0,,0.0,0.41641607880592346,0.06139211142780604,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2164,624208,2032751789,random,20.23692892115553,2.909416675567627,48,1,0,0,0,0,0,,0.0,0.26770204305648804,0.0606128474076589,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2165,624229,9084,focused,22.45481146847694,2.081673715263605,21,1,0,0,0,0,0,,0.0,0.4394237995147705,0.09912731977445739,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2166,624249,9122,focused,17.624093969212417,4.9519375413656235,20,1,0,0,0,0,0,,0.0,0.2413957715034485,0.24759687706828118,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2167,624254,1860432464,random,22.183132812611838,1.2196910232305527,5,1,0,0,0,0,0,,0.0,0.2533378303050995,0.24393820464611055,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2168,624270,1111797231,random,24.577233110506082,2.155103139579296,16,1,0,0,0,0,0,,0.0,0.4574817419052124,0.134693946223706,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2169,624353,9091,focused,3.0726496737968247,9.55027088150382,83,1,0,0,0,0,0,,0.0,0.3263995349407196,0.11506350459643157,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2170,624368,678266386,random,21.941915045389784,3.0826158449053764,15,1,0,0,0,0,0,,0.0,0.2958628237247467,0.20550772299369177,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2171,624378,2017099351,random,22.843251646006234,0.6691724210977554,10,1,0,0,0,0,0,,0.0,0.3961132764816284,0.06691724210977554,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2172,624398,911659536,random,24.211880480401124,1.4793674796819687,20,1,0,0,0,0,0,,0.0,0.22607216238975525,0.07396837398409843,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2173,624430,9023,focused,11.621429301773416,6.532865576446056,32,1,0,0,0,0,0,,0.0,0.2765721380710602,0.20415204926393926,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2174,624448,490600756,random,23.20882156049738,2.079015262424946,18,1,0,0,0,0,0,,0.0,0.1847626268863678,0.11550084791249698,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2175,624688,510874036,random,-39.47391660816987,12.810714039951563,240,0,0,0,0,0,0,,0.0,0.17763546109199524,0.05337797516646484,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2176,624757,2105492639,random,7.848980194813658,9.81512438505888,69,1,0,0,0,0,0,,0.0,0.299414724111557,0.14224817949360696,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2177,624783,9024,focused,16.011824783831788,5.319145560264587,26,1,0,0,0,0,0,,0.0,0.30203717947006226,0.20458252154863799,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2178,624791,9118,focused,24.679604912222715,0.36434483528137207,8,1,0,0,0,0,0,,0.0,0.501478374004364,0.04554310441017151,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2179,624802,9191,focused,24.482323290188678,1.468893140554428,11,1,0,0,0,0,0,,0.0,0.3141620457172394,0.13353574005040256,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2180,624827,1820460838,random,21.34860779869255,2.136886978521943,25,1,0,0,0,0,0,,0.0,0.20429718494415283,0.08547547914087772,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2181,624838,747011001,random,22.22485168803483,1.778078205883503,11,1,0,0,0,0,0,,0.0,0.34898534417152405,0.16164347326213663,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2182,625078,9014,focused,-27.955258938997623,9.261078119277954,240,0,0,0,0,0,0,,0.0,0.5962836146354675,0.038587825496991475,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2183,625318,9004,focused,-26.214767248396505,8.1034036539495,240,0,0,0,0,0,0,,0.0,0.3007681667804718,0.033764181891456246,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2184,625326,9014,focused,23.474470461581085,0.32842691242694855,8,1,0,0,0,0,0,,0.0,0.6371031403541565,0.04105336405336857,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2185,625342,952136,random,22.53296060018881,2.4477370902895927,16,1,0,0,0,0,0,,0.0,0.2299443930387497,0.15298356814309955,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2186,625363,9084,focused,22.33438438522933,2.112373821437359,21,1,0,0,0,0,0,,0.0,0.435931921005249,0.10058922959225518,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2187,625366,102131147,random,21.66327404822248,0.17435942217707634,3,1,0,0,0,0,0,,0.0,0.4580308794975281,0.05811980739235878,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2188,625381,47931892,random,25.705717382076504,1.2388559877872467,15,1,0,0,0,0,0,,0.0,0.3950740694999695,0.08259039918581644,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2189,625392,335962264,random,17.310557158342498,4.539094120264053,11,1,0,0,0,0,0,,0.0,0.13530592620372772,0.4126449200240048,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2190,625399,1417582788,random,23.72663161519915,0.3313645273447037,7,1,0,0,0,0,0,,0.0,0.4402991533279419,0.047337789620671956,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2191,625509,5592775,random,15.586718337884763,3.801998095586896,110,1,0,0,0,0,0,,0.0,0.531929612159729,0.034563619050789966,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2192,625524,1267510,random,19.0832269773652,3.2649241611361504,15,1,0,0,0,0,0,,0.0,0.35556378960609436,0.21766161074241003,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2193,625764,480894301,random,-130.825297875876,55.51424368470907,240,0,0,0,0,0,0,,0.0,0.20392516255378723,0.2313093486862878,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2194,625795,9023,focused,11.723600516820298,6.506639167666435,31,1,0,0,0,0,0,,0.0,0.2717728912830353,0.20989158605375596,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2195,625808,1467861684,random,23.161604084020322,1.4427769184112549,13,1,0,0,0,0,0,,0.0,0.2584616541862488,0.11098283987778884,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2196,626048,213834016,random,-80.35647185286085,38.62329463660717,240,0,0,0,0,0,0,,0.0,0.23369620740413666,0.16093039431919653,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2197,626288,9199,focused,-164.83479479965615,78.46769952774048,240,0,0,0,0,0,0,,0.0,0.12508514523506165,0.326948748032252,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2198,626309,9084,focused,22.447555785758126,2.0961569659411907,21,1,0,0,0,0,0,,0.0,0.4385697841644287,0.09981699837815194,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2199,626330,9084,focused,22.451918560412253,2.0590013563632965,21,1,0,0,0,0,0,,0.0,0.4398757815361023,0.09804768363634746,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2200,626423,9185,focused,-0.5948473184284921,10.833165764808655,93,1,0,0,0,0,0,,0.0,0.3028607964515686,0.1164856533850393,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2201,626468,9145,focused,-0.1330625393299556,13.290434435009956,45,1,0,0,0,0,0,,0.0,0.18155166506767273,0.2953429874446657,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2202,626478,9191,focused,23.92268862531926,1.4409331679344177,10,1,0,0,0,0,0,,0.0,0.30946364998817444,0.14409331679344178,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2203,626491,550223786,random,23.288080917885058,1.2469992563128471,13,1,0,0,0,0,0,,0.0,0.4278944730758667,0.09592301971637286,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2204,626502,442299645,random,26.402262517694815,0.2667441051453352,11,1,0,0,0,0,0,,0.0,0.5882015228271484,0.02424946410412138,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2205,626742,1740987351,random,-98.46025042744996,33.60108368098736,240,0,0,0,0,0,0,,0.0,0.1335301548242569,0.14000451533744732,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2206,626982,9004,focused,-26.79254454141361,8.347705079242587,240,0,0,0,0,0,0,,0.0,0.2995510697364807,0.034782104496844116,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2207,626992,9191,focused,24.006890406856492,1.4430586397647858,10,1,0,0,0,0,0,,0.0,0.3092038333415985,0.14430586397647857,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2208,627014,733009247,random,25.326161285373555,1.4221423622220755,22,1,0,0,0,0,0,,0.0,0.2432141751050949,0.06464283464645798,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2209,627123,9185,focused,-4.12074841452462,12.523370176553726,109,1,0,0,0,0,0,,0.0,0.29037928581237793,0.11489330437205253,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2210,627363,1034016242,random,-125.13468237150043,61.9734153598547,240,0,0,0,0,0,0,,0.0,0.19312815368175507,0.2582225639993946,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2211,627384,9084,focused,22.59701275536519,2.054610751569271,21,1,0,0,0,0,0,,0.0,0.4392750859260559,0.09783860721758433,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2212,627403,966008692,random,22.12856210140517,2.318682461977005,19,1,0,0,0,0,0,,0.0,0.33270639181137085,0.12203591905142132,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2213,627643,9085,focused,-58.4025127847765,14.940007474273443,240,0,0,0,0,0,0,,0.0,0.3572777509689331,0.062250031142806014,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2214,627671,9157,focused,24.144620259588006,0.8497056681662798,28,1,0,0,0,0,0,,0.0,0.5281206965446472,0.030346631005938565,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2215,627688,1200693312,random,22.766222931262725,0.9997297115623951,17,1,0,0,0,0,0,,0.0,0.2983833849430084,0.058807630091905594,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2216,627698,305569152,random,22.9990155504341,0.6502473559230566,10,1,0,0,0,0,0,,0.0,0.6174915432929993,0.06502473559230566,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2217,627735,1302780083,random,7.672261021393705,9.498484753072262,37,1,0,0,0,0,0,,0.0,0.230447918176651,0.25671580413708817,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2218,627746,1999436616,random,22.92367168182833,2.358485072851181,11,1,0,0,0,0,0,,0.0,0.29646986722946167,0.21440773389556192,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2219,627766,9066,focused,24.695831174288557,0.5716644059866667,20,1,0,0,0,0,0,,0.0,0.6389930248260498,0.028583220299333335,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2220,627775,643554196,random,20.6380190001132,2.3878438025712967,9,1,0,0,0,0,0,,0.0,0.28476226329803467,0.2653159780634774,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2221,627798,811011278,random,24.575442446537338,0.9295174926519394,23,1,0,0,0,0,0,,0.0,0.3860000669956207,0.04041380402834519,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2222,627831,184587438,random,13.674136373843066,5.973238453269005,33,1,0,0,0,0,0,,0.0,0.22029264271259308,0.1810072258566365,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2223,628071,1759920376,random,-60.524256505917336,25.403047807514668,240,0,0,0,0,0,0,,0.0,0.29359498620033264,0.10584603253131111,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2224,628092,9084,focused,22.28307816175066,2.1265228651463985,21,1,0,0,0,0,0,,0.0,0.43769121170043945,0.10126299357839993,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2225,628109,1409342898,random,26.518366622194225,0.7167575471103191,17,1,0,0,0,0,0,,0.0,0.3804909586906433,0.04216220865354819,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2226,628143,1961785255,random,14.48682871840203,4.541410870850086,34,1,0,0,0,0,0,,0.0,0.29081374406814575,0.13357090796617901,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2227,628159,9047,focused,26.567099942652025,0.7095450907945633,16,1,0,0,0,0,0,,0.0,0.34004995226860046,0.044346568174660206,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2228,628399,4992358,random,-101.52940149175188,37.478884033858776,240,0,0,0,0,0,0,,0.0,0.2045212835073471,0.1561620168077449,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2229,628419,522881581,random,24.942745238377924,1.1886489056050777,20,1,0,0,0,0,0,,0.0,0.3323229253292084,0.05943244528025389,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2230,628570,9199,focused,-83.22990114523071,50.68397942185402,151,1,0,0,0,0,0,,0.0,0.1317019909620285,0.3356554928599604,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2231,628582,1795638357,random,22.015171446295156,3.047001041471958,12,1,0,0,0,0,0,,0.0,0.45200133323669434,0.2539167534559965,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2232,628602,9122,focused,17.825451998314158,4.8535541370511055,20,1,0,0,0,0,0,,0.0,0.24385368824005127,0.24267770685255527,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
2233,628626,993548621,random,9.312705895781,8.593882597982883,24,1,0,0,0,0,0,,0.0,0.1977721005678177,0.35807844158262014,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.006982526276260614
