episode,seed,classification,certificate_reasons,goal_m,obstacle_center_m,obstacle_enabled,goal_obstacle_distance_m,urdf_reach_bound_m,tool_capsule_radius_m,candidate_count,plan_found,plan_reason,min_goal_error_m,goal_reachable_count,obstacle_free_goal_reachable_count,rejection_counts,candidate_kinds,candidate_errors_m,candidate_clearances_m,candidate_qs,ik_attempts_used,ik_fallback_attempted,obstacle_aware_attempted,goal_region_attempted,target_shell_attempted
1,9002,certified_feasible,"[""constructive_strict_valid_terminal""]","[0.5647520422935486,0.36733007431030273,0.6305513381958008]","[0.5887582302093506,-0.563705563545227,0.29332199692726135]",1,0.9905186947391327,1.0982622696663507,0.04,65,0,ik_feasibility_audit_only,0.0004295032659920607,65,65,"{""solver_error"":0,""short_solution"":0,""duplicate"":0,""goal_error"":0,""joint_limit"":0,""workspace"":0,""obstacle_clearance"":0,""obstacle_contact"":0,""self_collision"":0}","[""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""dls""]","[0.002165724563659895,0.00202548239217922,0.0004295032659920607,0.0009423250903086354,0.00351853390043425,0.0033705780422996576,0.002097246089455508,0.005425655493962172,0.005103665182334336,0.007829386363905854,0.0031921620388598486,0.007734925125687391,0.0103133416976226,0.004066042925562139,0.009656148814519799,0.0035955482177020878,0.00946414801618122,0.00309058036585178,0.0070205868330894435,0.0062278004938475144,0.006213644578806074,0.0046044810940379126,0.003638145984665603,0.009355909341762949,0.00200020105253423,0.021065061097682036,0.0033297485415957747,0.014946910184684067,0.02102277644036436,0.011005572944657963,0.0019521961980254736,0.00520420260599373,0.0022413879022209955,0.0046243416232150236,0.0054303103115733945,0.00302414226064457,0.00852689691117041,0.006211516209109258,0.011541467180326174,0.010559589380628093,0.002949628249174651,0.00311341387870465,0.0034655089756158103,0.0031032682131210865,0.003199410752461019,0.002336236704656439,0.002794391591662789,0.006151294576479792,0.002898305457633254,0.00329793412907014,0.009288588248236621,0.004099130974139425,0.006527644836610784,0.016615222497878532,0.0031086171088950776,0.004314613527207502,0.008464086603843417,0.003056178275199431,0.0027162259771971995,0.012080450316377457,0.005177033748923566,0.0027712236115148125,0.010681503556723624,0.005235522470077928,0.008710950989054512]","[0.630642294883728,0.6307694911956787,0.6185358166694641,0.6248303651809692,0.6518051624298096,0.6135550141334534,0.6553720831871033,0.6339928507804871,0.6150637865066528,0.6212785243988037,0.6200456023216248,0.6259607076644897,0.6195285320281982,0.645235538482666,0.6422843933105469,0.6433982253074646,0.6223963499069214,0.5968744158744812,0.6432074308395386,0.6180111169815063,0.6358280181884766,0.6197313070297241,0.6289901733398438,0.5999302864074707,0.617559552192688,0.5987794995307922,0.6283317804336548,0.6183700561523438,0.6372591853141785,0.6280273795127869,0.6294812560081482,0.6332974433898926,0.6347995400428772,0.6160181164741516,0.6482259035110474,0.6348450779914856,0.6432000994682312,0.6247129440307617,0.6123586893081665,0.6281095743179321,0.6207359433174133,0.6333137154579163,0.6504764556884766,0.6373881101608276,0.6294259428977966,0.6264743208885193,0.6555358171463013,0.6375425457954407,0.6019132137298584,0.6257267594337463,0.6153503656387329,0.6341288685798645,0.6340804696083069,0.6035259366035461,0.6120590567588806,0.6281490921974182,0.600227415561676,0.6265953183174133,0.6268529891967773,0.6066262125968933,0.6137923002243042,0.6453434824943542,0.623369574546814,0.6265658140182495,0.6314001679420471]","[[0.33958832103235265,-1.0627921220607672,0.5199259726407146,-1.3429612458073945,-0.9392264498373305,-0.12674066424369812],[0.338624392651374,-1.0655407540890383,0.5273556852977319,-1.3537967756666134,-0.9306901656672503,-0.09968576663260695],[0.3206778979859629,-0.9800389379320686,0.3441397784083169,-1.0399727463809834,-0.728532634626501,-0.09968576663260695],[0.32942129681319526,-1.024175330140489,0.4365315650336582,-1.1925843716403468,-0.8312552526438153,-0.11321321543815248],[0.43687407695236113,-1.1437136906258414,0.7828248893163225,-2.054370897393893,-1.794371073226107,-1.0385608728990305],[0.2922602613343859,-0.987755192210393,0.39183522289860656,-0.5190159014219277,0.07532015349291357,0.8391893396338166],[0.4725895816001218,-1.1303110057690626,0.8279526779288763,-2.267496235694175,-2.0548076789021095,0.8151960491597989],[0.3401624893228276,-1.0937592127045699,0.6269025648501753,-1.611557870442915,-0.9114992443071335,1.1641569048388893],[0.2997021589179876,-0.9876025313691075,0.38767566762380273,-0.290569853789262,0.4268808330650657,0.7568218744512514],[0.2922976018657575,-1.051680944194677,0.5679913629431234,-1.0249258717269492,0.003974965206430054,0.527563701443548],[0.2857428517750643,-1.0510908066725027,0.5374162590766752,-0.9963746727293975,-0.17485228825973556,0.1481681091997561],[0.31008778760876066,-1.0650986554394806,0.5844885196086052,-1.393166998360028,-0.4899749562785778,-1.3075334331512163],[0.3963458899445503,-0.711225107543751,-0.24195966287176868,-0.7913369919838943,-1.4332972720196175,0.9004466250540905],[0.3852083084196857,-1.1433066564749574,0.764558615903647,-1.9777169710985731,-1.2977435079595594,1.1750239485590164],[0.4656792619317285,-0.8814218788598434,0.1341039095675625,-0.9706383347841248,-2.00895462527341,0.9760103725590323],[0.4225984268364217,-1.0542514537840415,0.5013718720590663,-1.4368680032520862,-1.6214680424593488,0.7034564769675745],[0.4123074745367572,-0.5755031932012207,-0.5050341666447771,-0.8555083385253639,-1.5922058438223008,0.7338569967346931],[0.3059155241587278,-0.7832668352772432,-0.05897969916002264,-0.5922227795220109,-0.47320877994014293,-1.1496375336589584],[0.4064803147712104,-1.0849428563756676,0.5934977764045903,-1.6706139513862073,-1.4716686974823145,-0.33950866903919685],[0.298013775865634,-1.0159413631828336,0.45375378858581067,-1.0779392605483353,-0.3919531667027773,-1.4246810618715857],[0.34575147743924967,-1.1031631819251242,0.647183909462062,-1.6825092496488019,-0.971623895134318,1.1243353056672698],[0.318770591238825,-0.9951174498651443,0.3672522271814749,-1.0148065985474184,-0.7146852630134014,-0.6828787120637323],[0.31581472147357786,-1.0830321756999022,0.5891230750282003,-1.4302843447060665,-0.6956098206987832,-0.1968510880466287],[0.2957283801817833,-0.8523382462916526,0.07282689325801134,-0.46854660521825764,-0.37311212511655967,0.12567648983552016],[0.30120205723421406,-1.0067668497914464,0.42258671569395917,-1.0078039897458726,-0.4693180449501458,0.8343712729058046],[0.33723091468474536,-0.6341669125875047,-0.40392233707754516,-0.5805426207805223,-0.9557547090015744,0.7930851785274078],[0.32648550516149355,-1.0616660969114762,0.519983693249241,-1.2848492280031139,-0.7819279944567511,0.7220850769138222],[0.299063339203638,-1.0172839437809789,0.5050488421935798,-1.0570834503579005,-0.07712355587574769,0.4763604082059426],[0.4623639126664945,-0.5985396087236656,-0.4523629218271008,-0.7356204825125346,-1.9793967766230556,0.606819960960787],[0.3040936291047289,-1.0906090253255218,0.7364746636204691,-1.270380358705331,0.3531309891828679,-0.24300728058264248],[0.3188504092919332,-1.0830825059477773,0.5842935839750087,-1.378512059161943,-0.7178647516771933,0.13106487801434394],[0.30081178342696646,-1.1371287351515462,0.8855639752912315,-2.281372515500234,-0.47709042166384147,0.16963841524078668],[0.30671234054925794,-1.14272476629004,0.8024555134830736,-1.0401962605961614,0.5557080387545352,-1.1864823872703667],[0.31780390264717967,-0.961403425044122,0.31071434287745986,-1.0308401898130704,-0.706516573125079,0.4122136813206237],[0.38558835050796025,-1.1751333753709317,0.8414785916723663,-2.0931617742636446,-1.31557683322583,-0.027257823228783368],[0.37517290755891497,-1.044330022868086,0.4786266081469129,-1.4093568049225111,-1.2454713608751284,-0.5718390318221803],[0.3357323269187898,-1.1829117606460797,0.8719936869239441,-2.09785495983516,-0.9660573042507149,0.058280299739692364],[0.3938222929475665,-0.850032289491047,0.05514468862573316,-1.0315583500642151,-1.385608037749728,-0.6753888504352031],[0.3069835731273771,-0.9487962858991233,0.31514700134268875,-0.9395479253890194,-0.3992554897163679,0.7991716551208927],[0.30451709088083895,-1.090735688027046,0.7110608381886601,-1.1026676455055184,0.3979672581179893,-1.0657261633420672],[0.2982359965317527,-1.0385115546963983,0.4896922061957356,-0.3431056053058197,0.45626999762172166,0.16515113549495763],[0.3179507044913685,-1.1172990954740663,0.7001424650161844,-1.6626601552993863,-0.651533900587187,-0.9560965316278146],[0.4150820215460738,-1.1609644274329733,0.8083486434144813,-2.0576628688129435,-1.5604495265085294,-0.39587549163688535],[0.31516714269256524,-1.1547896542723017,0.8491239942747671,-2.1020315795367708,-0.7071035903278532,-1.2136406365004728],[0.41164761800334526,-0.8594807394522667,0.07775836074921072,-1.0220289481898286,-1.572590556750599,-0.6081327264559978],[0.38444023300994945,-0.9141566644815807,0.18441556611562931,-1.0522433328741352,-1.3050079989371597,-0.2758192497211786],[0.481255060970897,-1.1138092255663725,0.7333522926085965,-1.9552591874825114,-2.1275189010352547,-0.12792377668662233],[0.37247998149495154,-1.0792498237881645,0.5752465755502055,-1.5840803439253774,-1.1923224251648434,0.3161356615825945],[0.28882666395235396,-0.8901909929181554,0.1723294216805487,-0.12697835533373145,0.22446387431541182,-1.4002515622728258],[0.2931805411103318,-1.086069078167525,0.8154479920272028,-2.0973879266370483,-0.1155089271600137,0.8166466207475008],[0.29181085326923634,-1.0037043010086248,0.43810244030588563,-0.5267596081894048,0.29225432047105976,0.0007768516480613443],[0.33543037332896414,-1.1016879318523687,0.6431470384634027,-1.6254980968259776,-0.8905786032164074,0.3208374635954037],[0.4428720755706704,-0.7860324009931106,-0.07727818671954444,-0.8880844930205541,-1.8078978535268988,0.20230147614178715],[0.3163541470355293,-0.8301404849879295,0.006815470859493377,-0.5769183637912054,-0.7174559096847677,-0.7918840760848042],[0.3252234200635393,-0.9030097058643716,0.16940785350048035,-0.8476433290330458,-0.7576872166112248,-0.6345795991758496],[0.2955384257435852,-1.102338614579924,0.7128278230837144,-1.5002952936778726,-0.18510830631357936,0.4231354226522311],[0.28293566288596134,-0.888306480967122,0.1579313806718711,-0.2044338725815998,0.036419936176804626,0.7176151563389678],[0.37860514462471906,-0.9338155704584763,0.22261466977636907,-1.0600925962112653,-1.2687852635397,-0.11896899836009328],[0.2843720272551388,-1.1055521310248693,0.8293372338891312,-1.896957639973581,0.012127086514775502,0.1110620068046268],[0.3465462607240542,-0.7494284218369633,-0.1627620928411397,-0.6825280171318957,-0.9996153014791418,1.116450541551406],[0.3059703090478774,-0.964300630481726,0.3320249914330354,-0.17429318192822424,0.4870427646326448,-0.04039187639797919],[0.3677476430712309,-1.1672408973325745,0.826656672057846,-2.0715745742093405,-1.2169747298826683,1.2026506387936338],[0.2931508442822158,-1.0673172692803676,0.6348059431452526,-1.3656944630684704,-0.14851809448425835,0.21305954189692844],[0.377840833128151,-0.935635428772626,0.22199977065106621,-1.048029623295918,-1.3086396452799773,0.818564467366043],[0.3387688720700309,-1.0713252999051115,0.5253809013796421,-1.2861972515481814,-0.9441962426349193,-0.1267406079803639]]",64,0,0,0,0
5,9006,unknown,"[""finite_search_no_certificate""]","[0.5862905979156494,0.3789258897304535,0.3534838855266571]","[0.4327596426010132,0.5309967398643494,0.32073941826820374]",1,0.21856234313419723,1.0982622696663507,0.04,0,0,ik_not_found,8.145294752822573e-05,65,65,"{""solver_error"":0,""short_solution"":0,""duplicate"":0,""goal_error"":0,""joint_limit"":0,""workspace"":0,""obstacle_clearance"":65,""obstacle_contact"":0,""self_collision"":0}",[],[],[],[],64,0,0,0,0
9,9010,certified_feasible,"[""constructive_strict_valid_terminal""]","[0.39078229665756226,0.16764187812805176,0.1828269511461258]","[0.6591886878013611,-0.5502150058746338,0.3605918884277344]",1,0.7867406622538442,1.0982622696663507,0.04,50,0,ik_feasibility_audit_only,0.00052410843017871,65,50,"{""solver_error"":0,""short_solution"":0,""duplicate"":0,""goal_error"":0,""joint_limit"":0,""workspace"":15,""obstacle_clearance"":0,""obstacle_contact"":0,""self_collision"":0}","[""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""exact"",""dls""]","[0.0005840501150066413,0.00052410843017871,0.002541513383177887,0.001512032875716931,0.005457182636852207,0.005591844807884089,0.0028503686692498,0.003525712050174847,0.008597236795481411,0.003029584128928731,0.006956640285315468,0.00537366261731778,0.006060962190188535,0.004943897420697623,0.005296483096688456,0.007742518901404008,0.0044812536473303795,0.0069352961827891385,0.0016904904632195092,0.004400409763080204,0.004913745562590867,0.003062531927721829,0.003922804205722625,0.006182126352638551,0.004958643646866196,0.004562686400516425,0.006946634023374833,0.0051697177519560685,0.004565772076444524,0.003329104823812401,0.0052650812179418655,0.007711511643564349,0.004656793450215964,0.010602769895587387,0.0032863176033079223,0.004351158981918629,0.003746934090760004,0.001957482671786028,0.005582769254822693,0.0048271372437603535,0.002966869479500868,0.004848690605178091,0.005364295984678774,0.003174384067665846,0.004224217762002643,0.002804895222391987,0.005571520372249789,0.0036496960989380826,0.005182994071746856,0.009161171816677714]","[0.5850762724876404,0.5880813598632812,0.5710335969924927,0.5776041150093079,0.6624869704246521,0.5828973054885864,0.5581275224685669,0.6468525528907776,0.5932026505470276,0.5771080255508423,0.605671763420105,0.5478536486625671,0.6275174021720886,0.5720374584197998,0.580230176448822,0.548844039440155,0.5431742072105408,0.57540363073349,0.5943264365196228,0.6081817150115967,0.6330719590187073,0.5676860809326172,0.597976565361023,0.5953642725944519,0.5783777236938477,0.6043398976325989,0.631982684135437,0.6062554717063904,0.5510845184326172,0.624856173992157,0.5817223787307739,0.5772036910057068,0.6359916925430298,0.5456100106239319,0.5934779047966003,0.5502429604530334,0.5654011368751526,0.5444347858428955,0.6200525760650635,0.6028640866279602,0.5448914766311646,0.550370454788208,0.5852562189102173,0.5565212368965149,0.5842627882957458,0.5909594893455505,0.5802024006843567,0.5462560653686523,0.5701771378517151,0.5821311473846436]","[[0.04192159842619659,-1.2528413053997387,1.8220503876566831,-0.6260742996087055,-1.0341889329593597,0.11289536207914352],[0.048017061970964656,-1.259958846394702,1.823996823341367,-0.6610858321673977,-1.0678750993299793,0.08879597393055902],[0.02357966373779655,-1.1802045036626458,1.7886365476671022,-0.3568832488012455,-0.9147042079893972,0.08879597393055902],[0.03222632337888754,-1.2156907750860726,1.8029579683260932,-0.48980321348386213,-0.9727631289205291,0.10084566800485135],[0.1798564935814681,-1.4685323263189032,2.027487539873534,-1.5817327516695079,-1.796542498619373,-0.8500791323358644],[-0.06644838048742793,-1.4727565882810008,2.104592412675111,-1.014079393331546,-0.2306723037472306,0.4419835100055801],[-0.0485994714195514,-1.285075139790637,1.9147955213303802,-0.31530867372679033,-0.2974014443134639,-0.045459886847763906],[0.14446087404198504,-1.4460207446876585,1.9852623733401173,-1.4076088851190072,-1.570036072402227,0.20800257024085556],[-0.03738299249550388,-1.454380030409929,2.1077683516890713,-1.1568622109077795,-0.24802290891757264,0.13179159790089762],[0.02397910767455069,-1.2434779530077618,1.8195119399504265,-0.5572606906406476,-0.9531289624583402,-0.7812757522827005],[-0.04289684829837309,-1.4958713273666797,2.191848379389114,-1.1665100649171516,0.13819706807655138,-0.16453199216139797],[-0.0677534051194945,-1.2573019056349382,1.902438935589682,-0.021227300646041097,-0.12092881481932029,-0.4514676340556762],[0.09706265142886941,-1.4279781938513867,1.9652776554625921,-1.310159699579353,-1.398932856437782,1.2656734110928634],[0.08193868142455801,-0.9452491151200759,1.7329973572106248,0.3426509185147713,-1.224296642802322,-0.572157593236805],[0.04800832682977484,-1.1842303813326656,1.778408989548391,-0.3749608238920785,-1.0184039507719516,-0.15733511927298993],[-0.04557575786276951,-1.1599702341938076,1.858613799631943,0.504326847935045,0.06322713152970066,-0.8400067333697255],[-0.039542380060402796,-1.0132258708613193,1.8495403026206907,0.5347894376282907,-0.5412848070411703,0.6081180035976127],[0.036857875225963024,-1.179753307828728,1.7760837802871725,-0.38513309230111176,-0.9381627535606998,-0.7377401882116527],[-0.006076218141032204,-1.4818966052998626,2.0930499739533936,-1.4358387578608798,-0.7275714944584764,0.7738607122466165],[0.19030050191873968,-0.9883737052031408,1.656896027702519,0.06731528055718598,-1.7639641109390476,-0.9565130012118203],[0.18781907113911295,-1.2238895413699649,1.760125753076392,-0.661220300501896,-1.8410184813982025,0.4230934466433551],[-0.05563553052975659,-1.3703014525594883,1.9953968837200393,-0.3156337549983322,0.06783437737326699,-0.8692395597286993],[0.0695333864190199,-1.2760560901915983,1.8299434299766946,-0.7599633566611335,-1.1417301754990916,1.246242970733578],[-0.01201782215177353,-1.4928623140708217,2.1161466244513254,-1.436871346378112,-0.5859348529754405,0.904439227580661],[-0.03881829946856587,-1.4101433433040023,2.015006881616133,-0.9000139245603773,-0.4020532260423608,-0.9276411368410763],[0.08084632206554818,-1.2978103634512972,1.8378664650111052,-0.8587726010136396,-1.2921775074100679,1.2052807652333022],[0.1078675685115003,-1.427250917834924,1.9737808531719665,-1.3613717760484387,-1.308727740729573,-0.9375632859641471],[-0.05585906689122171,-1.5232233895274134,2.3169325168157,-1.7365726896906684,0.12683740839134086,-0.6989706152245728],[-0.058106668949014194,-1.2516171211140703,1.897006151910063,0.1573600526445055,0.0925024033821875,1.4081187264268085],[0.15869809445708274,-1.2388107107110242,1.7666435023879303,-0.7198667839998032,-1.6465555724828387,0.7910862353275367],[-0.06592525884320492,-1.4659134168566657,2.0975755778393563,-0.9990969242901453,-0.181281107953456,0.004289978965445229],[-0.042295327384516766,-1.39560972604875,2.0206486528761873,-0.6448693180438769,-0.09343597763600192,-0.008537459922532959],[0.10994241372872494,-1.496945768643165,2.06738943999527,-1.644376366205864,-1.445276116727476,-0.6873712004541477],[-0.03384363040185515,-1.0305629872288715,1.8428266390868504,0.646464613813606,-0.2736375464310574,-0.7415815673557953],[-0.004114521211874635,-1.4704466148690358,2.072346243639038,-1.396455620673558,-0.7856940183404298,-1.03784698284974],[-0.07042662004019222,-1.2830443695753395,1.92539379721646,-0.12356851819144428,-0.11228968491221854,1.0606838108160757],[-0.06334711388107518,-1.3786709446300436,1.999841812102388,-0.6416892577909279,-0.27746087630162736,0.1338693158545052],[-0.043545534836844514,-1.0720717023188477,1.8443423020808536,0.3677495141549694,-0.44233183096109513,0.04310226067426634],[0.07352897153111428,-1.4511095808104908,2.002551669392594,-1.3556326080060543,-1.146848894011808,-0.5912271869083341],[-0.05698769227761981,-1.5010737354620816,2.202566385691422,-1.1419084972098947,0.21275832412639334,-0.23093426963178934],[-0.047616129955516555,-1.127291895770351,1.8407009391830054,0.21340469379739582,-0.396633299240984,1.134214984197754],[-0.04110406758164815,-1.193388099739196,1.84456515240348,-0.14934654370064324,-0.5151709084168997,-0.9823482357903339],[-0.04874207356162134,-1.495696648536243,2.1425725441577836,-1.4287007676531178,-0.44891512313571913,-0.7141444017228114],[-0.04931280314365702,-1.2772957045375453,1.9056866008412325,0.3451087309894753,0.41730961393338656,-0.22582349313753566],[-0.044239028233586546,-1.4475564997002086,2.0640829763579043,-1.1124492090935008,-0.43531924329461497,-0.5272971931042572],[-0.021315573569312338,-1.501762978265388,2.139266126513923,-1.557011559068988,-0.6487651152635417,0.9065049276118958],[0.10915451888949027,-0.9488268548229432,1.7032094826853963,0.2630993976600785,-1.3454649967531902,0.6524603101270962],[-0.0506013751025682,-1.1353695615223827,1.8614778355956951,0.6254359023333629,0.14440311257013355,0.01112713265646049],[0.052825989590561624,-1.0605192956063187,1.7182018483818366,-0.047149750208301616,-1.0897519401688291,0.34747674109093574],[0.0353247627665773,-1.2623325007307176,1.8097213166673631,-0.6069445890421613,-1.035443822811928,0.11289536207914352]]",64,0,0,0,0
