step,total_steps,episode,reset_seed,reset_source,episode_length,latest_reward,latest_cost,episode_reward,episode_cost,risk_global,d_min,success,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_max_constraint_violation,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,safety_filter_solve_time_s,lambda,alpha,loss_actor,loss_actor_anchor,loss_reward_q,loss_cost_q,replay_size
480500,680000,13,97621110,random,27,-0.6182214939146442,0.18702390789985657,-9.103348501747773,7.8934903889894485,0.18702390789985657,0.2479923963546753,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,nan,nan,nan,nan,500
481000,680000,20,9034,focused,190,0.07807575011591908,0.0298124011605978,-11.564899778470519,6.8878888841718435,0.0298124011605978,0.5417808294296265,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,nan,nan,nan,nan,1000
481500,680000,31,9034,focused,64,-0.3073486944953561,0.028459705412387848,-0.03522611066144071,2.359393570572138,0.028459705412387848,0.5532207489013672,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,nan,nan,nan,nan,1500
482000,680000,35,61263419,random,59,-0.8736966844112797,0.420624703168869,-40.73512734576472,21.300286680459976,0.420624703168869,0.19695794582366943,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,nan,nan,nan,nan,2000
482500,680000,42,9032,focused,126,-0.1917171425986806,0.036404069513082504,-9.118705662897002,3.9411599654704332,0.036404069513082504,0.6085250377655029,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,nan,nan,nan,nan,2500
483000,680000,50,2032681163,random,47,-0.5081019375429605,0.14434771239757538,-22.03710969961895,9.712141692638397,0.14434771239757538,0.28219321370124817,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,nan,nan,nan,nan,3000
483500,680000,53,9200,focused,59,0.0065807858587311335,0.035757098346948624,-2.0203961384412215,2.64722740650177,0.035757098346948624,0.5374289751052856,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,nan,nan,nan,nan,3500
484000,680000,60,2143295467,random,14,0.7997842596016278,0.03444633632898331,4.093717087122759,0.8743941448628902,0.03444633632898331,0.6332099437713623,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,nan,nan,nan,nan,4000
484500,680000,71,9034,focused,4,0.24956075638219422,0.05635550618171692,-0.1355797883109765,0.2771253138780594,0.05635550618171692,0.41890308260917664,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,nan,nan,nan,nan,4500
485000,680000,74,9140,focused,5,-0.08218472572845287,0.27072519063949585,-0.8518325886877551,0.9289917722344398,0.27072519063949585,0.3553929924964905,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,nan,nan,nan,nan,5000
485500,680000,80,1278973994,random,32,-0.4236930998823146,0.15598419308662415,-10.351360147624533,5.977181032299995,0.15598419308662415,0.27186086773872375,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,nan,nan,nan,nan,5500
486000,680000,84,9075,focused,122,-0.34403214756053135,0.0788140669465065,-12.735995345044323,4.676544701680541,0.0788140669465065,0.5921489596366882,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,nan,nan,nan,nan,6000
486500,680000,90,1184243327,random,210,-0.18367740397706955,0.050217658281326294,-25.17795066488695,10.960672628134489,0.050217658281326294,0.4381497800350189,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,nan,nan,nan,nan,6500
487000,680000,93,254635892,random,217,-0.8193537152076317,0.376479834318161,-74.8015805257542,31.562821455299854,0.376479834318161,0.2022317349910736,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,nan,nan,nan,nan,7000
487500,680000,102,796067454,random,221,-0.4963767100663582,0.253925621509552,-85.23210746064392,40.571566201746464,0.253925621509552,0.2285681813955307,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,nan,nan,nan,nan,7500
488000,680000,108,11880770,random,61,-0.1497872863458224,0.031124137341976166,-1.9506592063874382,1.6735013574361801,0.031124137341976166,0.702509343624115,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,nan,nan,nan,nan,8000
488500,680000,117,2124384012,random,76,-0.24034671958031317,0.0599249042570591,-7.36538994445018,6.253641318529844,0.0599249042570591,0.40898337960243225,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,nan,nan,nan,nan,8500
489000,680000,123,1066554166,random,62,-0.5309369988531839,0.1854160875082016,-20.469010710588567,10.730787567794323,0.1854160875082016,0.249118834733963,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,nan,nan,nan,nan,9000
489500,680000,126,1689035488,random,63,-0.21684760358032357,0.14034432172775269,-14.336124872160534,8.670931912958622,0.14034432172775269,0.30139270424842834,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,nan,nan,nan,nan,9500
490000,680000,131,1469084933,random,13,0.08564666057931278,0.04293633624911308,3.102363863045017,0.41955045238137245,0.04293633624911308,0.5891215801239014,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,nan,nan,nan,nan,10000
490500,680000,133,1650658410,random,203,-0.8275146054565312,0.28587743639945984,-113.20989729758018,53.692678205668926,0.28587743639945984,0.19352470338344574,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,nan,nan,nan,nan,10500
491000,680000,144,1927959834,random,19,-1.1047561339136627,0.24534431099891663,-6.8669951433865934,5.747567743062973,0.24534431099891663,0.27972880005836487,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,nan,nan,nan,nan,11000
491500,680000,147,1116801169,random,29,-0.0551708420113137,0.025322813540697098,0.6339671405133344,1.172075904905796,0.025322813540697098,0.5904613137245178,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,nan,nan,nan,nan,11500
492000,680000,150,9066,focused,34,-0.16099545748032337,0.02408318594098091,3.0553539638956773,0.7879940494894981,0.02408318594098091,0.6560249924659729,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,nan,nan,nan,nan,12000
492500,680000,157,1180903274,random,195,-0.4194209893355072,0.09537512063980103,-75.65053696557685,31.50749833881855,0.09537512063980103,0.3392530679702759,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,nan,nan,nan,nan,12500
493000,680000,166,381966700,random,146,-0.5563764590120559,0.1825522780418396,-82.78606017768736,34.06802713871002,0.1825522780418396,0.25115177035331726,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,nan,nan,nan,nan,13000
493500,680000,172,586900214,random,114,-0.834718811540572,0.34770330786705017,-68.67413458284395,34.11751341819763,0.34770330786705017,0.16975149512290955,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,nan,nan,nan,nan,13500
494000,680000,177,528813809,random,28,-0.39321571120976245,0.17376646399497986,-10.812639825736289,5.286043919622898,0.17376646399497986,0.26104843616485596,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,nan,nan,nan,nan,14000
494500,680000,188,549576257,random,1,-0.005645691989489027,0.07697171717882156,-0.005645691989489027,0.07697171717882156,0.07697171717882156,0.3704279661178589,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,nan,nan,nan,nan,14500
495000,680000,198,1219145458,random,22,-0.12311428080097786,0.05408068746328354,-2.036815071001725,1.7958714850246906,0.05408068746328354,0.4277138411998749,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,nan,nan,nan,nan,15000
495500,680000,203,9032,focused,6,0.3752068009169427,0.023552237078547478,1.3072885456048866,0.15454036369919777,0.023552237078547478,0.6073168516159058,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,nan,nan,nan,nan,15500
496000,680000,208,1705181304,random,236,-0.641742881952453,0.2875584065914154,-117.16648515300086,47.65200911834836,0.2875584065914154,0.2780306339263916,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,nan,nan,nan,nan,16000
496500,680000,217,461582667,random,196,-0.3894258268899023,0.17693118751049042,-124.83604618920796,55.149004466831684,0.17693118751049042,0.25524505972862244,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,nan,nan,nan,nan,16500
497000,680000,224,9116,focused,129,0.011512421149779531,0.029421605169773102,-9.372249839361137,5.128334807232022,0.029421605169773102,0.5449753403663635,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,nan,nan,nan,nan,17000
497500,680000,231,9176,focused,14,0.01063858313627239,0.07855017483234406,0.459075224674911,2.0340681672096252,0.07855017483234406,0.36741283535957336,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,nan,nan,nan,nan,17500
498000,680000,245,9157,focused,50,-0.15142592507551245,0.04878496751189232,1.4261091242170023,1.5029342398047447,0.04878496751189232,0.6026280522346497,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,nan,nan,nan,nan,18000
498500,680000,257,79256651,random,53,-0.5108495728123923,0.1618727296590805,-20.86306874300337,12.228084176778793,0.1618727296590805,0.2669528126716614,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,nan,nan,nan,nan,18500
499000,680000,266,1365154662,random,60,-0.22897038792285884,0.2521308660507202,-19.271474104158695,10.567538261413574,0.2521308660507202,0.27103522419929504,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,nan,nan,nan,nan,19000
499500,680000,271,9024,focused,214,-0.3914194099866333,0.16758081316947937,-87.54899310134489,41.13872770965099,0.16758081316947937,0.2661743462085724,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,nan,nan,nan,nan,19500
500000,680000,281,1574041930,random,92,-1.1398166226762174,0.5887784361839294,-52.317375588069105,25.815117865800858,0.5887784361839294,0.16425272822380066,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,nan,nan,nan,nan,20000
500500,680000,285,663061150,random,86,-0.8578500435254729,0.43246254324913025,-60.21486559650302,27.751762576401234,0.43246254324913025,0.197946697473526,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,nan,nan,nan,nan,20500
501000,680000,290,1982218947,random,13,0.1296333045511412,0.03226994350552559,3.0723970520823336,0.4608716256916523,0.03226994350552559,0.5308363437652588,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,nan,nan,nan,nan,21000
501500,680000,294,1259056459,random,235,-0.40419120110868284,0.2407960444688797,-125.25512781351134,57.55174385756254,0.2407960444688797,0.23879152536392212,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,nan,nan,nan,nan,21500
