episode,step,reset_seed,reset_source,episode_reward,episode_cost,episode_length,success,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,safety_violation_rate,min_distance,mean_risk,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,lambda,alpha
1,480047,477987587,random,20.18330049220442,1.5564692076295614,47,1,0,0,0,0,0,,0.0,0.36478984355926514,0.033116366119777904,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.010328046046197414
2,480058,1504344183,random,26.66060709224369,0.2546153459697962,11,1,0,0,0,0,0,,0.0,0.5496460199356079,0.023146849633617836,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.010328046046197414
3,480068,1995904371,random,24.178136877073673,0.8958848528563976,10,1,0,0,0,0,0,,0.0,0.2897148132324219,0.08958848528563976,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.010328046046197414
4,480077,1993375381,random,24.51961451607358,0.2684113960713148,9,1,0,0,0,0,0,,0.0,0.6016960144042969,0.02982348845236831,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.010328046046197414
5,480091,9116,focused,24.631929883493367,0.6395423151552677,14,1,0,0,0,0,0,,0.0,0.554528534412384,0.04568159393966198,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.010328046046197414
6,480120,9024,focused,13.808055230284959,6.022317036986351,29,1,0,0,0,0,0,,0.0,0.2871788740158081,0.20766610472366728,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.010328046046197414
7,480148,766233146,random,14.394558317015587,5.200664505362511,28,1,0,0,0,0,0,,0.0,0.2985607087612152,0.1857380180486611,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.010328046046197414
8,480165,9042,focused,21.424539886445174,1.7429078593850136,17,1,0,0,0,0,0,,0.0,0.33725547790527344,0.10252399172853022,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.010328046046197414
9,480189,9096,focused,20.470018992979163,3.3119350597262383,24,1,0,0,0,0,0,,0.0,0.33928927779197693,0.13799729415525994,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.010328046046197414
10,480429,508143517,random,-30.435237220689448,8.73955800011754,240,0,0,0,0,0,0,,0.0,0.5554191470146179,0.03641482500048975,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.010328046046197414
11,480442,747877586,random,25.911522211305293,1.3685759045183659,13,1,0,0,0,0,0,,0.0,0.3858862817287445,0.10527506957833584,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.010328046046197414
12,480457,9189,focused,26.347709386031752,0.6823236681520939,15,1,0,0,0,0,0,,0.0,0.35096248984336853,0.045488244543472924,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.010328046046197414
13,480473,9042,focused,21.545336256501862,1.7261834144592285,16,1,0,0,0,0,0,,0.0,0.3451838791370392,0.10788646340370178,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.010328046046197414
14,480713,97621110,random,-96.20718061803731,45.49951700121164,240,0,0,0,0,0,0,,0.0,0.22272861003875732,0.18958132083838183,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.010328046046197414
15,480724,489170800,random,23.533314496682067,0.816668052226305,11,1,0,0,0,0,0,,0.0,0.29941681027412415,0.07424255020239136,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.010328046046197414
16,480735,930409863,random,20.716179637395292,2.7909426614642143,11,1,0,0,0,0,0,,0.0,0.394644170999527,0.2537220601331104,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.010328046046197414
17,480744,950156796,random,26.754771840372364,0.33631739765405655,9,1,0,0,0,0,0,,0.0,0.4153280258178711,0.03736859973933962,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.010328046046197414
