step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,safety_filter_solve_time_s
0,0.05,-0.9876495900190305,0.6575475931167603,0.38509491086006165,0.20922614634037018,0.5358676910400391,0.35,5,0,0,0,0.31369057297706604,6.273811340332031,125.47622680664062,0.3136903643608093,0.6684064524046716,0.053472516192373726,0,0,0,0.0,filtered,4.288724557872058e-07,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.053472516192373726,0.0029373355209827423
1,0.1,-1.057063933027905,0.6998100876808167,0.38818636536598206,0.1959480494260788,0.5651887655258179,0.35,5,0,0,0,0.341415673494339,1.5177475214004517,121.16546630859375,0.341415673494339,0.495294764091864,0.03962358112734912,0,0,0,0.0,passthrough,5.206878112912743e-10,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.03962358112734912,0.0025216229259967804
2,0.15000000000000002,-1.1189847750596416,0.7676870822906494,0.39071470499038696,0.18190856277942657,0.6181377172470093,0.35,5,0,0,0,0.2350250482559204,2.1716771125793457,61.324249267578125,0.2350250482559204,0.3341679010683319,0.026733432085466552,0,0,0,0.0,passthrough,3.306076271372515e-10,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.026733432085466552,0.0030245771631598473
3,0.2,-1.1726449396966383,0.8436567783355713,0.3918919563293457,0.166682168841362,0.6825178265571594,0.35,5,0,0,0,0.1091957613825798,2.5278971195220947,14.356311798095703,0.1091957613825798,0.1646234269086215,0.01316987415268972,0,0,0,0.0,passthrough,1.6410997025765064e-10,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.01316987415268972,0.0024878960102796555
4,0.25,-1.2013795834621535,0.8104620575904846,0.39604443311691284,0.15628983080387115,0.6799775958061218,0.35,5,0,0,0,0.2953123450279236,4.970470428466797,124.5046615600586,0.3499999940395355,0.0,-0.001550912272738264,1,1,0,0.3499999940395355,filtered,0.06297197864006605,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,-0.001550912272738264,0.0024263113737106323
5,0.30000000000000004,-1.2181265585333951,0.8091067671775818,0.4009016156196594,0.14721186459064484,0.7076606154441833,0.35,5,0,0,0,0.3499999940395355,1.2095266580581665,81.84744262695312,0.3499999940395355,0.0,-0.011415346848825364,1,1,0,0.3499999940395355,passthrough,4.5639238883642097e-11,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,-0.011415346848825364,0.0024273600429296494
6,0.35000000000000003,-1.2443876201894208,0.8202428817749023,0.4061369299888611,0.1383221596479416,0.7494430541992188,0.35,5,0,0,0,0.3499999940395355,0.3829878270626068,25.454601287841797,0.3499999940395355,0.0,-0.01989726991709742,1,1,0,0.3499999940395355,passthrough,4.4616496988367854e-11,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,-0.01989726991709742,0.0024191010743379593
7,0.4,-1.2721241616290695,0.8317539095878601,0.41176214814186096,0.1296757161617279,0.7930209040641785,0.35,5,0,0,0,0.3499999940395355,0.4493551254272461,1.4503061771392822,0.3499999940395355,0.0,-0.028025720026186945,1,1,0,0.3499999940395355,passthrough,4.338139090964677e-11,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,-0.028025720026186945,0.002404763363301754
8,0.45,-1.3012675706126102,0.8437644243240356,0.4177837669849396,0.12134888768196106,0.8381754755973816,0.35,5,0,0,0,0.3500000834465027,0.5239771008491516,1.6683465242385864,0.3499999940395355,0.0,-0.035693697259915336,1,1,0,0.3499999940395355,filtered,7.853615598421314e-08,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,-0.035693697259915336,0.002372835762798786
9,0.5,-4.333019818159567,3.8364081978797913,0.4252687096595764,0.11463828384876251,0.8364081382751465,0.35,5,1,0,0,0.4077102243900299,1.3255236148834229,22.376523971557617,0.3500000238418579,0.0,-0.042757806551315836,1,1,0,0.3500000238418579,filtered,0.057710246013695454,0,1,12,predictive_link_5,predictive_link_5,0,0,1,solved,osqp,4.41632799774716e-09,valid,-0.042757806551315836,0.002421376295387745
