step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,safety_filter_goal_velocity_audit_status,safety_filter_max_feasible_goal_velocity_mps,safety_filter_projected_goal_velocity_mps,safety_filter_goal_velocity_feasibility_gap_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-0.9371072297444596,0.1688930243253708,0.4622003138065338,0.3254305124282837,0.11200714111328125,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.4898979663848877,9.797959327697754,195.9591827392578,1.6761709451675415,1.6761709451675415,0.4719404985840889,0.4622003138065338,0.009740184777555061,0.57247124036205,0.2296987200338823,0.414565771165364,0.19983161548504846,0.21473415568031556,0.41456578079370354,0,0,disabled,0.0,1,TRACK,direct_path,0,0.9260656600818038,0.9260656600818038,24,1,1,1,20,2.449739406437152,0.1509251743555069,0.009387667984832395;0.023891895099404058;0.014650581639848805;0.007809803210460428;0.003985260536545334;0.0074209900444834175;0.02066141904024699;0.0187430031566059;0.005840435348013253;0.008413470044737558;0.009718106581517682;0.034175037043710305;0.002439751433997604;0.020497690575813535;0.029665519392494216;0.025657977246812725;0.027462347994523486;0.027961460811843787;0.029338462974101562;0.006399568052095948;0.02129388590195546;0.036985354979359134;0.0306663892004233;0.01143181164329284,0.14540110528469086;0.12879611551761627;0.12985406816005707;0.1473422795534134;0.1329820305109024;0.1301753669977188;0.14508281648159027;0.14563153684139252;0.14280055463314056;0.13679374754428864;0.121197409927845;0.12380430847406387;0.12193592637777328;0.13159818947315216;0.1294141560792923;0.12754690647125244;0.14003752171993256;0.1447216421365738;0.12653176486492157;0.13051246106624603;0.1509251743555069;0.14454488456249237;0.1331532746553421;0.13042612373828888,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 41, 'obstacle_contact': 0, 'self_collision': 0}",0.002439751433997604,65,65,nan,nan,0.0,not_enabled,0,0,1,0,0,0,1,2,1.0,0.6946577691930232,1.6761709451675415,0.0,1.0,0.15114524307088373,0,0,0,0,0.15114524307088373,0.0,filtered,linprog goal-velocity priority optimal,1.4034598294771286,0,0,12,joint_0_acceleration_lower|joint_1_acceleration_lower|joint_2_acceleration_lower|joint_3_acceleration_lower|joint_4_acceleration_lower|joint_5_acceleration_lower,predictive_link_2,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.15114524307088373,0.9091604857148944,0|0|0|0|0|0,0.327155103|0.18698726|0.151145243|0.202345444|0.222977265|0.268526411,0.502613127|0.362445284|0.326603267|0.377803468|0.398435289|0.443984435,0.447155103|0.30698726|0.271145243|0.322345444|0.342977265|0.388526411,0|0|0|0|0|0,7.45354556e-18|0.0432118786|-0.0225448202|-0.0849368541|-0.112756907|-0.130712084,0|0|0|0|0|0,1.30862041|0.791160918|0.582036152|0.72444492|0.779152152|0.943393559,optimal,0.1998316125073254,0.1998316154850485,-2.9777230958760725e-09,0.319593579|-0.434858054|0.447155058,-0|0|0,0.018331037019379437,0.004325042013078928,0.0021500670118257403,0.004710156936198473
1,0.1,-1.0388726021045938,0.24545340240001678,0.44302865862846375,0.32333412766456604,0.19474828243255615,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.8944272398948669,9.797959327697754,160.0,1.661906123161316,1.661906123161316,0.4622003194270535,0.44302865862846375,0.01917166079858973,0.5538298548732066,0.4606383155419129,0.40552302483347985,0.39368712100236,0.011835903831119876,0.4055230297647836,0,0,disabled,0.0,1,TRACK,direct_path,0,0.9260656600818038,0.9260656600818038,24,1,1,1,20,2.449739406437152,0.1509251743555069,0.009387667984832395;0.023891895099404058;0.014650581639848805;0.007809803210460428;0.003985260536545334;0.0074209900444834175;0.02066141904024699;0.0187430031566059;0.005840435348013253;0.008413470044737558;0.009718106581517682;0.034175037043710305;0.002439751433997604;0.020497690575813535;0.029665519392494216;0.025657977246812725;0.027462347994523486;0.027961460811843787;0.029338462974101562;0.006399568052095948;0.02129388590195546;0.036985354979359134;0.0306663892004233;0.01143181164329284,0.14540110528469086;0.12879611551761627;0.12985406816005707;0.1473422795534134;0.1329820305109024;0.1301753669977188;0.14508281648159027;0.14563153684139252;0.14280055463314056;0.13679374754428864;0.121197409927845;0.12380430847406387;0.12193592637777328;0.13159818947315216;0.1294141560792923;0.12754690647125244;0.14003752171993256;0.1447216421365738;0.12653176486492157;0.13051246106624603;0.1509251743555069;0.14454488456249237;0.1331532746553421;0.13042612373828888,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 41, 'obstacle_contact': 0, 'self_collision': 0}",0.002439751433997604,65,65,nan,nan,0.8373011317988488,filtered,0,0,1,0,0,0,1,2,1.0,0.66739112233487,1.661906123161316,0.0,1.0,0.1467825795735792,0,0,0,0,0.15114524307088373,0.0,filtered,linprog goal-velocity priority optimal,1.4124889293801492,0,0,12,joint_0_acceleration_lower|joint_1_acceleration_lower|joint_2_acceleration_lower|joint_3_acceleration_lower|joint_4_acceleration_lower|joint_5_acceleration_upper,predictive_link_2,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.1467825795735792,0.9132862626868969,0|0.0848194649|0.130798867|0.203232302|0.251177566|0.230374614,0.326948814|0.188785083|0.14678258|0.186722166|0.202188542|0.243433667,0.502613127|0.364449396|0.322446893|0.362386479|0.377852855|0.41909798,0.446948814|0.308785083|0.26678258|0.306722166|0.322188542|0.363433667,0|0|0.15|0.15|0.15|0.15,0|0.0895103716|-0.0400743522|-0.13989824|-0.186176487|-0.236565777,0|0|0|0|0|0,1.30779526|0.844650702|0.547055966|0.606990426|0.62257768|0.737168892,optimal,0.3936871180691624,0.39368712100236,-2.933197573717905e-09,0.319593579|-0.434858054|0.447155058,-0|0|0,0.018854200025089085,0.004673335002735257,0.0022745990427210927,0.004582313005812466
2,0.15000000000000002,-1.1904131833925125,0.3314526677131653,0.4157663881778717,0.32085272669792175,0.27230942249298096,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.3564660549163818,9.797959327697754,160.0,1.644267201423645,1.644267201423645,0.44302865961990245,0.4157663881778717,0.02726227144203075,0.5291205772220311,0.6944708074830007,0.39969202108813984,0.5684089703526821,-0.16871694926454228,0.3996920219825969,0,0,disabled,0.0,1,TRACK,direct_path,0,0.9260656600818038,0.9260656600818038,24,1,1,1,20,2.449739406437152,0.1509251743555069,0.009387667984832395;0.023891895099404058;0.014650581639848805;0.007809803210460428;0.003985260536545334;0.0074209900444834175;0.02066141904024699;0.0187430031566059;0.005840435348013253;0.008413470044737558;0.009718106581517682;0.034175037043710305;0.002439751433997604;0.020497690575813535;0.029665519392494216;0.025657977246812725;0.027462347994523486;0.027961460811843787;0.029338462974101562;0.006399568052095948;0.02129388590195546;0.036985354979359134;0.0306663892004233;0.01143181164329284,0.14540110528469086;0.12879611551761627;0.12985406816005707;0.1473422795534134;0.1329820305109024;0.1301753669977188;0.14508281648159027;0.14563153684139252;0.14280055463314056;0.13679374754428864;0.121197409927845;0.12380430847406387;0.12193592637777328;0.13159818947315216;0.1294141560792923;0.12754690647125244;0.14003752171993256;0.1447216421365738;0.12653176486492157;0.13051246106624603;0.1509251743555069;0.14454488456249237;0.1331532746553421;0.13042612373828888,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 41, 'obstacle_contact': 0, 'self_collision': 0}",0.002439751433997604,65,65,nan,nan,0.8499210091923125,filtered,0,0,1,0,0,0,1,2,1.0,0.6424948450456069,1.644267201423645,0.0,1.0,0.14279917520729712,0,0,0,0,0.15114524307088373,0.0,filtered,linprog goal-velocity priority optimal,1.4068733452195312,0,0,12,joint_0_acceleration_lower|joint_1_acceleration_lower|joint_2_acceleration_lower|joint_3_acceleration_lower|joint_4_acceleration_lower|joint_5_acceleration_lower,predictive_link_2,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.14279917520729712,0.9212571359310547,1.3879156e-18|0.167009402|0.271448207|0.406217486|0.503775238|0.463077461,0.326550271|0.192804644|0.142799175|0.171758319|0.181612453|0.215234689,0.502613127|0.368867501|0.318862032|0.347821176|0.357675309|0.391297546,0.446550271|0.312804644|0.262799175|0.291758319|0.301612453|0.335234689,0|0|0.15|0.15|0.15|0.15,1.16847506e-18|0.14303488|-0.0415882894|-0.152350263|-0.19592811|-0.301563659,0|0|0|0|0|0,1.30620108|0.914253456|0.529608411|0.534683013|0.5305217|0.559375097,optimal,0.5684089534127755,0.5684089703526821,-1.6939906588575582e-08,0.319593579|-0.434858054|0.447155058,-0|0|0,0.019458113005384803,0.004815245047211647,0.002219796064309776,0.004645359935238957
3,0.2,-1.237783515205066,0.362474262714386,0.38713011145591736,0.319428026676178,0.29584774374961853,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.6155494451522827,5.999998569488525,89.4427719116211,1.6278311014175415,1.6278311014175415,0.4157663836203651,0.38713011145591736,0.02863627216444775,0.5037124764812431,0.8160391327310106,0.40228888166492943,0.6119857134554919,-0.20969683179056248,0.4022888772551592,0,0,disabled,0.0,1,TRACK,direct_path,0,0.9260656600818038,0.9260656600818038,24,1,1,1,20,2.449739406437152,0.1509251743555069,0.009387667984832395;0.023891895099404058;0.014650581639848805;0.007809803210460428;0.003985260536545334;0.0074209900444834175;0.02066141904024699;0.0187430031566059;0.005840435348013253;0.008413470044737558;0.009718106581517682;0.034175037043710305;0.002439751433997604;0.020497690575813535;0.029665519392494216;0.025657977246812725;0.027462347994523486;0.027961460811843787;0.029338462974101562;0.006399568052095948;0.02129388590195546;0.036985354979359134;0.0306663892004233;0.01143181164329284,0.14540110528469086;0.12879611551761627;0.12985406816005707;0.1473422795534134;0.1329820305109024;0.1301753669977188;0.14508281648159027;0.14563153684139252;0.14280055463314056;0.13679374754428864;0.121197409927845;0.12380430847406387;0.12193592637777328;0.13159818947315216;0.1294141560792923;0.12754690647125244;0.14003752171993256;0.1447216421365738;0.12653176486492157;0.13051246106624603;0.1509251743555069;0.14454488456249237;0.1331532746553421;0.13042612373828888,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 41, 'obstacle_contact': 0, 'self_collision': 0}",0.002439751433997604,65,65,nan,nan,0.8556233098862687,filtered,0,0,1,0,0,0,1,2,1.0,0.6349268638918141,1.6278311014175415,0.0,1.0,0.14158829822269026,0,0,0,0,0.15114524307088373,0.0,filtered,linprog goal-velocity priority optimal,1.4539582590280118,0,0,12,joint_0_velocity_lower|joint_1_velocity_lower|joint_2_velocity_lower|joint_3_velocity_lower|joint_4_velocity_lower|joint_5_acceleration_lower,predictive_link_5,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.14158829822269026,0.9325612623554007,3.35682328e-17|0.244184767|0.428531484|0.608458785|0.758294981|0.699565937,0.325985064|0.199460473|0.141588298|0.159718633|0.166596056|0.187513771,0.502613127|0.376088536|0.318216361|0.336346696|0.343224119|0.364141834,0.445985064|0.319460473|0.261588298|0.279718633|0.286596056|0.307513771,0|0|0.138356207|0.15|0.15|0.15,2.72101899e-17|0.180227829|-0.00845350742|-0.104293227|-0.0942811242|-0.260107172,0|0|0|0|0|0,1.30394026|0.978069719|0.557899685|0.534581303|0.5721031|0.489947913,optimal,0.6119857238775461,0.6119857134554919,1.042205421963871e-08,0.319593579|-0.434858054|0.447155058,-0|0|0,0.020293626934289932,0.004915931960567832,0.002391585032455623,0.004828053060919046
4,0.25,-1.2382085768740774,0.3542934060096741,0.3624159097671509,0.3176990747451782,0.282463401556015,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.5,5.656854152679443,215.4065704345703,1.5921034812927246,1.5921034812927246,0.38713011064324226,0.3624159097671509,0.024714200876091386,0.4745289617360547,0.7303659428114561,0.40421918789545924,0.530427386412562,-0.1262081985171028,0.40421918704691023,0,0,disabled,0.0,1,TRACK,direct_path,0,0.9260656600818038,0.9260656600818038,24,1,1,1,20,2.449739406437152,0.1509251743555069,0.009387667984832395;0.023891895099404058;0.014650581639848805;0.007809803210460428;0.003985260536545334;0.0074209900444834175;0.02066141904024699;0.0187430031566059;0.005840435348013253;0.008413470044737558;0.009718106581517682;0.034175037043710305;0.002439751433997604;0.020497690575813535;0.029665519392494216;0.025657977246812725;0.027462347994523486;0.027961460811843787;0.029338462974101562;0.006399568052095948;0.02129388590195546;0.036985354979359134;0.0306663892004233;0.01143181164329284,0.14540110528469086;0.12879611551761627;0.12985406816005707;0.1473422795534134;0.1329820305109024;0.1301753669977188;0.14508281648159027;0.14563153684139252;0.14280055463314056;0.13679374754428864;0.121197409927845;0.12380430847406387;0.12193592637777328;0.13159818947315216;0.1294141560792923;0.12754690647125244;0.14003752171993256;0.1447216421365738;0.12653176486492157;0.13051246106624603;0.1509251743555069;0.14454488456249237;0.1331532746553421;0.13042612373828888,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 41, 'obstacle_contact': 0, 'self_collision': 0}",0.002439751433997604,65,65,nan,nan,0.8931874183764407,filtered,0,0,1,0,0,0,1,2,1.0,0.6379580616226106,1.5921034812927246,0.0,1.0,0.1420732898596177,0,0,0,0,0.15114524307088373,0.0,filtered,linprog goal-velocity priority optimal,1.3374602029458569,0,0,12,joint_0_velocity_lower|joint_2_velocity_lower|joint_3_velocity_lower|joint_4_velocity_lower|joint_1_acceleration_upper|joint_5_acceleration_upper,predictive_link_5,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.1420732898596177,0.9447558672640495,0|0.275498297|0.526968572|0.741553938|0.887314164|0.822380463,0.325375334|0.208158128|0.14207329|0.15674372|0.163450951|0.171118124,0.502613127|0.385395922|0.319311083|0.333981513|0.340688745|0.348355917,0.445375334|0.328158128|0.26207329|0.27674372|0.283450951|0.291118124,0|0|0.0229418202|0.15|0.132729284|0.15,0|0.133320984|-0.044538895|-0.04268235|-0.0355053409|-0.18648699,0|0|0|0|0|0,1.30150134|0.965953498|0.523754264|0.584292528|0.618298464|0.497985505,optimal,0.5304273955726714,0.530427386412562,9.160109337713607e-09,0.319593579|-0.434858054|0.447155058,-0|0|0,0.02110162191092968,0.005326487007550895,0.0024233550066128373,0.004987202002666891
5,0.30000000000000004,-1.260390291490715,0.35558998584747314,0.3403675854206085,0.31502479314804077,0.2766408622264862,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.4317821264266968,5.656854152679443,0.0,1.5471113920211792,1.5471113920211792,0.36241589060115664,0.3403675854206085,0.022048305180548122,0.44110423682004857,0.6515484517785268,0.39310224048717185,0.47219873237632815,-0.0790964918891563,0.3931022196983625,0,0,disabled,0.0,1,TRACK,direct_path,0,0.9260656600818038,0.9260656600818038,24,1,1,1,20,2.449739406437152,0.1509251743555069,0.009387667984832395;0.023891895099404058;0.014650581639848805;0.007809803210460428;0.003985260536545334;0.0074209900444834175;0.02066141904024699;0.0187430031566059;0.005840435348013253;0.008413470044737558;0.009718106581517682;0.034175037043710305;0.002439751433997604;0.020497690575813535;0.029665519392494216;0.025657977246812725;0.027462347994523486;0.027961460811843787;0.029338462974101562;0.006399568052095948;0.02129388590195546;0.036985354979359134;0.0306663892004233;0.01143181164329284,0.14540110528469086;0.12879611551761627;0.12985406816005707;0.1473422795534134;0.1329820305109024;0.1301753669977188;0.14508281648159027;0.14563153684139252;0.14280055463314056;0.13679374754428864;0.121197409927845;0.12380430847406387;0.12193592637777328;0.13159818947315216;0.1294141560792923;0.12754690647125244;0.14003752171993256;0.1447216421365738;0.12653176486492157;0.13051246106624603;0.1509251743555069;0.14454488456249237;0.1331532746553421;0.13042612373828888,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 41, 'obstacle_contact': 0, 'self_collision': 0}",0.002439751433997604,65,65,nan,nan,0.8400585883148076,filtered,0,0,1,0,0,0,1,2,1.0,0.6207212995722134,1.5471113920211792,0.0,1.0,0.13931540793155417,0,0,0,0,0.15114524307088373,0.0,filtered,linprog goal-velocity priority optimal,1.284210126197939,0,0,12,joint_0_velocity_lower|joint_2_velocity_lower|joint_3_velocity_lower|joint_4_velocity_lower|joint_1_acceleration_upper|joint_5_acceleration_upper,predictive_link_5,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.13931540793155417,0.956626372447177,0|0.192060389|0.453919135|0.662439231|0.773617767|0.73476306,0.324781809|0.214551584|0.139315408|0.152080372|0.157596154|0.158678797,0.502613127|0.392382902|0.317146727|0.32991169|0.335427472|0.336510115,0.444781809|0.334551584|0.259315408|0.272080372|0.277596154|0.278678797,0|0|0.0542108115|0.15|0.15|0.15,0|0.0807553136|-0.0532158573|-0.0367799167|-0.0541092449|-0.177943908,0|0|0|0|0|0,1.29912723|0.938961648|0.504045774|0.57154157|0.57627537|0.456771278,optimal,0.4721987418633005,0.4721987323763281,9.48697242986185e-09,0.319593579|-0.434858054|0.447155058,-0|0|0,0.019729205989278853,0.00489295506849885,0.0023374779848381877,0.004683432984165847
6,0.35000000000000003,-1.313953150110974,0.3699871003627777,0.31961727142333984,0.3107568025588989,0.2810170352458954,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.4177446365356445,5.656854152679443,4.76837158203125e-06,1.5026562213897705,1.5026562213897705,0.34036758389856175,0.31961727142333984,0.02075031247522191,0.4075341691327539,0.5854262602489935,0.37396624023062597,0.4406233205397768,-0.06665708030915085,0.37396623855833366,0,0,disabled,0.0,1,TRACK,direct_path,0,0.9260656600818038,0.9260656600818038,24,1,1,1,20,2.449739406437152,0.1509251743555069,0.009387667984832395;0.023891895099404058;0.014650581639848805;0.007809803210460428;0.003985260536545334;0.0074209900444834175;0.02066141904024699;0.0187430031566059;0.005840435348013253;0.008413470044737558;0.009718106581517682;0.034175037043710305;0.002439751433997604;0.020497690575813535;0.029665519392494216;0.025657977246812725;0.027462347994523486;0.027961460811843787;0.029338462974101562;0.006399568052095948;0.02129388590195546;0.036985354979359134;0.0306663892004233;0.01143181164329284,0.14540110528469086;0.12879611551761627;0.12985406816005707;0.1473422795534134;0.1329820305109024;0.1301753669977188;0.14508281648159027;0.14563153684139252;0.14280055463314056;0.13679374754428864;0.121197409927845;0.12380430847406387;0.12193592637777328;0.13159818947315216;0.1294141560792923;0.12754690647125244;0.14003752171993256;0.1447216421365738;0.12653176486492157;0.13051246106624603;0.1509251743555069;0.14454488456249237;0.1331532746553421;0.13042612373828888,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 41, 'obstacle_contact': 0, 'self_collision': 0}",0.002439751433997604,65,65,nan,nan,0.8300695947434138,filtered,0,0,1,0,0,0,1,2,1.0,0.5841583476101404,1.5026562213897705,0.0,1.0,0.13346533561762247,0,0,0,0,0.15114524307088373,0.0,filtered,linprog goal-velocity priority optimal,1.303907551562308,0,0,12,joint_0_velocity_lower|joint_2_velocity_lower|joint_3_velocity_lower|joint_4_velocity_lower|joint_1_acceleration_upper|joint_5_acceleration_upper,predictive_link_5,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.13346533561762247,0.9683884135574334,0|0.113622076|0.379315667|0.574266761|0.66333193|0.654226074,0.324193706|0.218242951|0.133465336|0.14553207|0.148260257|0.14573222,0.502613127|0.396662371|0.311884756|0.323951491|0.326679678|0.324151641,0.444193706|0.338242951|0.253465336|0.26553207|0.268260257|0.26573222,0|0|0.145421801|0.15|0.15|0.15,0|0.0240035083|-0.0643360876|-0.0543261203|-0.128322859|-0.181301818,0|0|0|0|0|0,1.29677483|0.896975311|0.469525255|0.52780216|0.46471817|0.401627062,optimal,0.4406233278414507,0.4406233205397768,7.301673876636272e-09,0.319593579|-0.434858054|0.447155058,-0|0|0,0.019147778977639973,0.004580348962917924,0.0022776330588385463,0.0046390959760174155
7,0.4,-1.4071286387954753,0.3996865451335907,0.2988693118095398,0.30422574281692505,0.2967541515827179,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.403566837310791,5.656854152679443,160.0,1.460606336593628,1.460606336593628,0.31961725458210544,0.2988693118095398,0.020747942772565642,0.37435847113024634,0.5399827190638246,0.3486514438912467,0.4353172777693032,-0.08666583387805649,0.34865142552014716,0,0,disabled,0.0,1,TRACK,direct_path,0,0.9260656600818038,0.9260656600818038,24,1,1,1,20,2.449739406437152,0.1509251743555069,0.009387667984832395;0.023891895099404058;0.014650581639848805;0.007809803210460428;0.003985260536545334;0.0074209900444834175;0.02066141904024699;0.0187430031566059;0.005840435348013253;0.008413470044737558;0.009718106581517682;0.034175037043710305;0.002439751433997604;0.020497690575813535;0.029665519392494216;0.025657977246812725;0.027462347994523486;0.027961460811843787;0.029338462974101562;0.006399568052095948;0.02129388590195546;0.036985354979359134;0.0306663892004233;0.01143181164329284,0.14540110528469086;0.12879611551761627;0.12985406816005707;0.1473422795534134;0.1329820305109024;0.1301753669977188;0.14508281648159027;0.14563153684139252;0.14280055463314056;0.13679374754428864;0.121197409927845;0.12380430847406387;0.12193592637777328;0.13159818947315216;0.1294141560792923;0.12754690647125244;0.14003752171993256;0.1447216421365738;0.12653176486492157;0.13051246106624603;0.1509251743555069;0.14454488456249237;0.1331532746553421;0.13042612373828888,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 41, 'obstacle_contact': 0, 'self_collision': 0}",0.002439751433997604,65,65,nan,nan,0.8677351033467624,filtered,0,0,1,0,0,0,1,2,1.0,0.5140377451648749,1.460606336593628,0.0,1.0,0.12224603922638,0,0,0,0,0.15114524307088373,0.0,filtered,linprog goal-velocity priority optimal,1.1105120979856,0,0,12,joint_0_velocity_lower|joint_2_velocity_lower|joint_3_velocity_lower|joint_4_velocity_lower|joint_5_acceleration_lower|joint_1_acceleration_upper,predictive_link_5,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.12224603922638,0.9801790706328655,0|0.0387488618|0.313558056|0.485644522|0.562473792|0.586787267,0.323604174|0.219036656|0.122246039|0.135946893|0.135376317|0.131621651,0.502613127|0.398045609|0.301254993|0.314955846|0.314385271|0.310630604,0.443604174|0.339036656|0.242246039|0.255946893|0.255376317|0.251621651,0|0|0.15|0.15|0.15|0.15,0|-0.0367586247|-0.113831639|-0.0932892564|-0.196018741|-0.194151356,0|0|0|0|0|0,1.29441669|0.839387999|0.375152518|0.450498314|0.345486528|0.332335247,optimal,0.43531728413901355,0.43531727776930323,6.369710314757526e-09,0.319593579|-0.434858054|0.447155058,-0|0|0,0.019522354006767273,0.004874341073445976,0.0022957889596000314,0.004799732007086277
