step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,safety_filter_goal_velocity_audit_status,safety_filter_max_feasible_goal_velocity_mps,safety_filter_projected_goal_velocity_mps,safety_filter_goal_velocity_feasibility_gap_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
20,1.05,-2.1892925022800944,0.5774257779121399,0.14802345633506775,0.21465618908405304,0.4220479130744934,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.2726211547851562,6.4162983894348145,124.73102569580078,0.3499999940395355,0.0,0.157376189807063,0.14802345633506775,0.00935273347199525,0.13946223240502034,0.3417505608820913,-0.1368424518297305,0.20500437275780872,-0.34184682458753923,0.0,1,0,disabled,0.0,1,AVOID_HOLD,rrt_connect,1,1.1007985409814864,1.1007985409814864,9,1,1,0,0,2.189769036906044,0.1266803741455078,0.002525353447134458;0.0033030266614098316;0.00279199748697984;0.0043297162521171145;0.005356280582075134;0.008079781666301163;0.004218482086436973;0.006279402228037749;0.006214224410845686,0.127402663230896;0.12612996995449066;0.12387418001890182;0.12563948333263397;0.12199632078409195;0.12103157490491867;0.12479034811258316;0.12172048538923264;0.12173473089933395,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 6, 'obstacle_clearance': 44, 'obstacle_contact': 6, 'self_collision': 0}",0.0011843611193055642,65,59,nan,nan,1.0,filtered,0,0,1,0,1,1,1,3,0.5,0.0,0.0,0.0,1.0,0.030358364195872956,1,1,0,0,0.2784192015832014,0.3499999940395355,filtered,linprog goal-velocity priority optimal,1.3958338732308717,0,3,12,predictive_link_2|predictive_link_3|workspace_x_lower|joint_3_acceleration_lower|joint_4_velocity_lower|joint_5_acceleration_upper,workspace_x_lower,,,0,0,0,optimal,goal_velocity_linprog,5.551115123125783e-17,valid,0.030358364195872956,0.6980355384162131,0|0.0668341498|0.303233531|0.325677305|0.326324362|0.329098049,0.397063505|0.328997654|0.0357947434|0.0303583642|0.0326780397|0.0882025171,0.561965282|0.49389943|0.20069652|0.195260141|0.197579817|0.253104294,0.517063505|0.448997654|0.155794743|0.150358364|0.15267804|0.208202517,0|0|0.15|0.15|0.15|0.15,0|0.0404625794|-0.143178978|-0.121433462|-0.116371573|-0.0705071474,0|0|0|0|0|0,1.58825402|1.35645319|-4.31598524e-09|-5.68892787e-09|0.0143405858|0.282302921,optimal,0.20500436852586168,0.2050043727578087,-4.231947015043147e-09,0.296221048|-0.568402946|0.387439221,0|0|0,0.014372130972333252,0.0028693419881165028,0.0013489170232787728,0.0037268870510160923
21,1.1,-2.434292489828159,0.6406499743461609,0.1384972333908081,0.20660452544689178,0.4615050256252289,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.2419984340667725,6.929385185241699,209.12442016601562,0.3499999940395355,0.0,0.1480234606542017,0.1384972333908081,0.009526227263393583,0.13937945843584004,0.28813554179891065,-0.13778616815950295,0.20076765850407285,-0.3385538266635758,0.0,1,0,disabled,0.0,1,AVOID_HOLD,rrt_connect,1,1.1007985409814864,1.1007985409814864,9,1,1,0,0,2.189769036906044,0.1266803741455078,0.002525353447134458;0.0033030266614098316;0.00279199748697984;0.0043297162521171145;0.005356280582075134;0.008079781666301163;0.004218482086436973;0.006279402228037749;0.006214224410845686,0.127402663230896;0.12612996995449066;0.12387418001890182;0.12563948333263397;0.12199632078409195;0.12103157490491867;0.12479034811258316;0.12172048538923264;0.12173473089933395,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 6, 'obstacle_clearance': 44, 'obstacle_contact': 6, 'self_collision': 0}",0.0011843611193055642,65,59,nan,nan,1.0,filtered,0,0,1,0,2,2,1,3,0.5,0.0,0.0,0.0,1.0,0.03281814307848774,1,1,0,0,0.2784192015832014,0.3499999940395355,filtered,linprog goal-velocity priority optimal,1.3706018657312213,0,2,12,predictive_link_3|workspace_x_lower|joint_2_acceleration_lower|joint_3_velocity_lower|joint_4_velocity_lower|joint_5_acceleration_lower,predictive_link_3,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.03281814307848774,0.6933175302423286,5.35199091e-17|0.0457165165|0.31484121|0.331750689|0.333108533|0.33821677,0.397299405|0.331273921|0.0347575521|0.0328181431|0.0360188163|0.0932878217,0.561965282|0.495939797|0.199423429|0.19748402|0.200684693|0.257953698,0.517299405|0.451273921|0.154757552|0.152818143|0.156018816|0.213287822,0|0|0.15|0.15|0.15|0.15,4.36114421e-17|0.0484210071|-0.116076942|-0.131272567|-0.136932069|-0.103901043,0|0|0|0|0|0,1.58919762|1.37351669|0.022953266|5.58136387e-09|0.0071431957|0.269250244,optimal,0.2007676646136398,0.20076765850407288,6.1095669079413994e-09,0.296221048|-0.568402946|0.387439221,0|0|0,0.014193517970852554,0.0035570820327848196,0.0013840349856764078,0.0035298109287396073
22,1.1500000000000001,-2.206480681959895,0.5719686150550842,0.13183529675006866,0.20159782469272614,0.4131123423576355,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.1701864004135132,6.131875514984131,110.71480560302734,0.3499999940395355,0.0,0.13849722962522187,0.13183529675006866,0.006661932875153209,0.1400026783932451,0.20172761904166964,-0.13930688946922845,0.13823419362571512,-0.2775410830949436,0.0,1,0,disabled,0.0,1,AVOID_HOLD,rrt_connect,1,1.1007985409814864,1.1007985409814864,9,1,1,0,0,2.189769036906044,0.1266803741455078,0.002525353447134458;0.0033030266614098316;0.00279199748697984;0.0043297162521171145;0.005356280582075134;0.008079781666301163;0.004218482086436973;0.006279402228037749;0.006214224410845686,0.127402663230896;0.12612996995449066;0.12387418001890182;0.12563948333263397;0.12199632078409195;0.12103157490491867;0.12479034811258316;0.12172048538923264;0.12173473089933395,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 6, 'obstacle_clearance': 44, 'obstacle_contact': 6, 'self_collision': 0}",0.0011843611193055642,65,59,nan,nan,1.0,filtered,0,0,1,0,3,3,1,3,0.5,0.0,0.0,0.0,1.0,0.020322036592450576,1,1,0,0,0.2784192015832014,0.3499999940395355,filtered,linprog goal-velocity priority optimal,1.2680500750021564,0,3,12,predictive_link_3|predictive_link_4|workspace_x_lower|joint_3_velocity_lower|joint_4_velocity_lower|joint_5_acceleration_lower,predictive_link_3,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.020322036592450576,0.6926331482429572,3.28609674e-17|0.0517498464|0.252494474|0.264092364|0.264645049|0.285720148,0.397333625|0.333736751|0.0301310374|0.0203220366|0.0224415729|0.079572495,0.561965282|0.498368409|0.194762695|0.184953694|0.18707323|0.244204152,0.517333625|0.453736751|0.150131037|0.140322037|0.142441573|0.199572495,0|0|0.15|0.15|0.15|0.15,1.97815597e-17|0.0813703456|-0.0326960924|-0.0812881472|-0.0897662922|-0.0762890926,0|0|0|0|0|0,1.5893345|1.41631735|0.0878280572|-7.95795679e-10|-7.05384084e-10|0.242000887,optimal,0.13823419348499885,0.13823419362571518,-1.407163274791401e-10,0.296221048|-0.568402946|0.387439221,0|0|0,0.016390296979807317,0.004383133957162499,0.0012249309802427888,0.0037745069712400436
23,1.2000000000000002,-2.2231964156402837,0.5775822997093201,0.12494948506355286,0.19691504538059235,0.4185499846935272,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.0943787097930908,7.474676609039307,175.7716064453125,0.3500000238418579,0.0,0.13183529457137277,0.12494948506355286,0.006885809507819918,0.1400297898514741,0.18087932259016307,-0.1398588600338647,0.14071464212084145,-0.2805735021547061,0.0,1,0,disabled,0.0,1,AVOID_HOLD,rrt_connect,1,1.1007985409814864,1.1007985409814864,9,1,1,0,0,2.189769036906044,0.1266803741455078,0.002525353447134458;0.0033030266614098316;0.00279199748697984;0.0043297162521171145;0.005356280582075134;0.008079781666301163;0.004218482086436973;0.006279402228037749;0.006214224410845686,0.127402663230896;0.12612996995449066;0.12387418001890182;0.12563948333263397;0.12199632078409195;0.12103157490491867;0.12479034811258316;0.12172048538923264;0.12173473089933395,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 6, 'obstacle_clearance': 44, 'obstacle_contact': 6, 'self_collision': 0}",0.0011843611193055642,65,59,nan,nan,1.0,filtered,0,0,1,0,4,4,1,3,0.5,0.0,0.0,0.0,1.0,0.02318085259821029,1,1,0,0,0.2784192015832014,0.3500000238418579,filtered,linprog goal-velocity priority optimal,1.1918332752672478,0,2,12,predictive_link_3|workspace_x_lower|joint_1_acceleration_lower|joint_2_acceleration_lower|joint_4_velocity_lower|joint_5_acceleration_upper,workspace_x_lower,,,0,0,0,optimal,goal_velocity_linprog,1.3877787807814457e-17,valid,0.02318085259821029,0.6922785912366337,0|0.0820124106|0.174112438|0.170682248|0.170682248|0.200055544,0.397351353|0.337792769|0.040437948|0.0231808526|0.0251808526|0.0789924809,0.561965282|0.502406699|0.205051878|0.187794782|0.189794782|0.24360641,0.517351353|0.457792769|0.160437948|0.143180853|0.145180853|0.198992481,0|0|0.15|0.15|0.15|0.15,0|0.142536692|0.0317295347|-0.0927234119|-0.0927234119|-0.105411115,0|0|0|0|0|0,1.58940541|1.49370777|0.193481327|-1.53726791e-09|0.00799999846|0.210558809,optimal,0.14071464179441295,0.14071464212084145,-3.2642849534525453e-10,0.296221048|-0.568402946|0.387439221,0|0|0,0.015176038956269622,0.0031486409716308117,0.0015117729781195521,0.0036936260294169188
24,1.25,-2.2096591328128117,0.579031229019165,0.11721466481685638,0.19216974079608917,0.42860397696495056,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.2226276397705078,7.268030166625977,170.17066955566406,0.3499999940395355,0.0,0.12494948599728847,0.11721466481685638,0.007734821180432089,0.13706817271616287,0.2672550224887263,-0.13661478529861945,0.16573208161859898,-0.30234686691721846,0.0,1,0,disabled,0.0,1,AVOID_HOLD,rrt_connect,1,1.1007985409814864,1.1007985409814864,9,1,1,0,0,2.189769036906044,0.1266803741455078,0.002525353447134458;0.0033030266614098316;0.00279199748697984;0.0043297162521171145;0.005356280582075134;0.008079781666301163;0.004218482086436973;0.006279402228037749;0.006214224410845686,0.127402663230896;0.12612996995449066;0.12387418001890182;0.12563948333263397;0.12199632078409195;0.12103157490491867;0.12479034811258316;0.12172048538923264;0.12173473089933395,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 6, 'obstacle_clearance': 44, 'obstacle_contact': 6, 'self_collision': 0}",0.0011843611193055642,65,59,nan,nan,1.0,filtered,0,0,1,0,5,5,1,3,0.5,0.0,0.0,0.0,1.0,0.020231275089080097,1,1,0,0,0.2784192015832014,0.3499999940395355,filtered,linprog goal-velocity priority optimal,1.304452331887875,0,1,12,predictive_link_3|joint_1_acceleration_lower|joint_2_acceleration_lower|joint_3_velocity_lower|joint_4_velocity_lower|joint_5_acceleration_lower,predictive_link_3,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.020231275089080097,0.6926005279677888,7.97532675e-18|0.138647994|0.199964332|0.20132871|0.20132871|0.182130203,0.397335256|0.344633293|0.0466876816|0.0202312751|0.0222312751|0.0702559769,0.561965282|0.509263319|0.211317708|0.184861301|0.186861301|0.234886003,0.517335256|0.464633293|0.166687682|0.140231275|0.142231275|0.190255977,0|0|0|0.15|0.15|0.15,1.96579992e-18|0.19652845|0.0851262633|-0.0809251002|-0.0809251002|-0.140121088,0|0|0|0|0|0,1.58934102|1.57506162|0.27187699|1.19853891e-10|0.00800000012|0.140902819,optimal,0.16573208339442272,0.16573208161859895,1.7758237658149767e-09,0.296221048|-0.568402946|0.387439221,0|0|0,0.013475039042532444,0.0027543699834495783,0.0014363550581037998,0.0035847260151058435
25,1.3,-2.461300011955032,0.6500393152236938,0.10801908373832703,0.18587984144687653,0.4872940182685852,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.299836277961731,5.7679853439331055,104.1737060546875,0.3499999940395355,0.0,0.11721466549701497,0.10801908373832703,0.00919558175868794,0.13338767872867796,0.3502830077974877,-0.13076243466437773,0.20744169762646295,-0.3382041322908407,0.0,1,0,disabled,0.0,1,AVOID_HOLD,rrt_connect,1,1.1007985409814864,1.1007985409814864,9,1,1,0,0,2.189769036906044,0.1266803741455078,0.002525353447134458;0.0033030266614098316;0.00279199748697984;0.0043297162521171145;0.005356280582075134;0.008079781666301163;0.004218482086436973;0.006279402228037749;0.006214224410845686,0.127402663230896;0.12612996995449066;0.12387418001890182;0.12563948333263397;0.12199632078409195;0.12103157490491867;0.12479034811258316;0.12172048538923264;0.12173473089933395,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 6, 'obstacle_clearance': 44, 'obstacle_contact': 6, 'self_collision': 0}",0.0011843611193055642,65,59,nan,nan,1.0,filtered,0,0,1,0,6,6,1,3,0.5,0.0,0.0,0.0,1.0,0.019659021097576335,1,1,0,0,0.2784192015832014,0.3499999940395355,filtered,linprog goal-velocity priority optimal,1.3874214350021241,0,2,12,predictive_link_3|workspace_x_lower|joint_2_acceleration_lower|joint_3_velocity_lower|joint_4_velocity_lower|joint_5_acceleration_lower,predictive_link_3,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.019659021097576335,0.6945362068902325,0|0.185352255|0.321770436|0.344877914|0.344877914|0.274787548,0.397238472|0.353934258|0.0513539998|0.0196590211|0.0216590211|0.0592402439,0.561965282|0.518661068|0.21608081|0.184385831|0.186385831|0.223967054,0.517238472|0.473934258|0.171354|0.139659021|0.141659021|0.179240244,0|0|0|0.15|0.15|0.15,0|0.181471763|0.0741806729|-0.0786360838|-0.0786360838|-0.184051628,0|0|0|0|0|0,1.58895389|1.59720879|0.279596672|6.40059977e-10|0.00800000064|0.0529093476,optimal,0.20744170080433894,0.20744169762646292,3.1778760178902132e-09,0.296221048|-0.568402946|0.387439221,0|0|0,0.01364192902110517,0.0026280470192432404,0.0012584429932758212,0.0036348699359223247
26,1.35,-2.540585137215625,0.6643096208572388,0.10024465620517731,0.18055717647075653,0.49033138155937195,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.1580591201782227,5.646562576293945,197.1085968017578,0.3499999940395355,0.0,0.1080190845234367,0.10024465620517731,0.007774428318259391,0.13305193455759048,0.3038676390167913,-0.12836612687950402,0.17544210531549023,-0.30380823219499425,0.0,1,0,disabled,0.0,1,AVOID_HOLD,rrt_connect,1,1.1007985409814864,1.1007985409814864,9,1,1,0,0,2.189769036906044,0.1266803741455078,0.002525353447134458;0.0033030266614098316;0.00279199748697984;0.0043297162521171145;0.005356280582075134;0.008079781666301163;0.004218482086436973;0.006279402228037749;0.006214224410845686,0.127402663230896;0.12612996995449066;0.12387418001890182;0.12563948333263397;0.12199632078409195;0.12103157490491867;0.12479034811258316;0.12172048538923264;0.12173473089933395,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 6, 'obstacle_clearance': 44, 'obstacle_contact': 6, 'self_collision': 0}",0.0011843611193055642,65,59,nan,nan,1.0,filtered,0,0,1,0,7,7,1,3,0.5,0.0,0.0,0.0,1.0,0.012241485586365286,1,1,0,0,0.2784192015832014,0.3499999940395355,filtered,linprog goal-velocity priority optimal,1.2516564504767391,0,3,12,predictive_link_3|predictive_link_5|workspace_x_lower|joint_3_velocity_lower|joint_4_velocity_lower|joint_5_acceleration_upper,predictive_link_5,,,0,0,0,optimal,goal_velocity_linprog,5.551115123125783e-17,valid,0.012241485586365286,0.6987479506695282,2.86052394e-17|0.169415286|0.374584382|0.430566998|0.430566998|0.361397917,0.397027884|0.362473296|0.0557186819|0.0122414856|0.0142414856|0.0423016543,0.561965282|0.527410693|0.220656079|0.177178883|0.179178883|0.207239052,0.517027884|0.482473296|0.175718682|0.132241486|0.134241486|0.162301654,0|0|0|0.15|0.15|0.15,2.41738083e-17|0.117176745|0.0543285558|-0.0489659398|-0.0489659398|-0.169206614,0|0|0|0|0|0,1.58811154|1.56706993|0.277203283|2.58737708e-09|0.00800000259|3.41808726e-09,optimal,0.17544210884682088,0.17544210531549018,3.5313307000794936e-09,0.296221048|-0.568402946|0.387439221,0|0|0,0.014267108985222876,0.0028509750263765454,0.001383861992508173,0.0038619550177827477
27,1.4000000000000001,-2.2701206132338534,0.5855516195297241,0.09502622485160828,0.177809938788414,0.42041173577308655,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.0496513843536377,6.1529927253723145,69.81828308105469,0.3499999940395355,0.9559009075164795,0.10024466872296661,0.09502622485160828,0.005218443871358336,0.1342013765502165,0.2019648714698085,-0.13103106452164798,0.11429949588332633,-0.2453305604049743,-0.0017357716991940224,1,0,disabled,0.0,1,TRACK,direct_path,0,0.3837949759326875,1.484593516914174,6,1,1,1,0,1.1044516219859029,0.1294211894273758,0.004471690251292558;0.005349900872592461;0.005520176563871639;0.006687367398419918;0.01010370361595177;0.0032827761032221286,0.1294211894273758;0.12589934468269348;0.1234898492693901;0.12142816931009293;0.12242280691862106;0.1281890869140625,128,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 10, 'obstacle_clearance': 95, 'obstacle_contact': 10, 'self_collision': 0}",0.0002523329497236083,130,120,nan,nan,1.0,filtered,0,0,2,1,8,0,1,2,1.0,0.0,0.9559009075164795,0.0,1.0,0.005943489615985453,1,1,0,0,0.2784192015832014,0.3499999940395355,filtered,linprog goal-velocity priority optimal,1.1367434481733272,0,3,12,predictive_link_3|predictive_link_5|workspace_x_lower|joint_3_velocity_lower|joint_4_velocity_lower|joint_5_acceleration_upper,predictive_link_3,,,0,0,0,optimal,goal_velocity_linprog,1.0408340855860843e-17,valid,0.005943489615985453,0.7096534111445818,0|0.111044119|0.286202228|0.351795296|0.351795296|0.312857669,0.396482612|0.367647024|0.0584379276|0.00594348962|0.00794348962|0.0314401937,0.561965282|0.533129695|0.223920598|0.17142616|0.17342616|0.196922864,0.516482612|0.487647024|0.178437928|0.12594349|0.12794349|0.151440194,0|0|0|0.15|0.15|0.15,0|0.0735992134|0.052839951|-0.0237739569|-0.0237739569|-0.125760772,0|0|0|0|0|0,1.58593045|1.54418731|0.286591662|1.6045014e-09|0.0080000016|2.16749724e-09,optimal,0.1142994981281707,0.11429949588332636,2.244844338195051e-09,0.296221048|-0.568402946|0.387439221,0|0|0,0.39996994100511074,0.002883629989810288,0.0018611260456964374,0.004618037957698107
28,1.4500000000000002,-2.287430772894849,0.5879580974578857,0.09032393991947174,0.17605318129062653,0.41853681206703186,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.0170968770980835,6.2631330490112305,170.49099731445312,0.8233267664909363,0.8233267664909363,0.0950262244746432,0.09032393991947174,0.004702284555171465,0.3126245134411245,0.13930037849290908,0.31260683036598574,0.09847892953771321,0.21412790082827254,0.3126068291258874,0,0,disabled,0.0,1,SERVO,direct_path,0,0.3837949759326875,1.484593516914174,6,1,1,1,0,1.1044516219859029,0.1294211894273758,0.004471690251292558;0.005349900872592461;0.005520176563871639;0.006687367398419918;0.01010370361595177;0.0032827761032221286,0.1294211894273758;0.12589934468269348;0.1234898492693901;0.12142816931009293;0.12242280691862106;0.1281890869140625,128,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 10, 'obstacle_clearance': 95, 'obstacle_contact': 10, 'self_collision': 0}",0.0002523329497236083,130,120,nan,nan,1.0,filtered,1,0,2,1,9,1,1,2,1.0,0.0,0.8233267664909363,0.0,1.0,0.006410433770468987,0,1,0,0,0.2784192015832014,0.0,filtered,linprog goal-velocity priority optimal,1.1515514580358612,0,2,12,predictive_link_3|predictive_link_5|joint_3_velocity_lower|joint_4_velocity_lower|joint_5_acceleration_lower|joint_1_acceleration_upper,predictive_link_3,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.006410433770468987,0.7173479078444416,0|0.0708062579|0.168118751|0.218105131|0.218105131|0.207621904,0.396097887|0.370884853|0.0608874608|0.00641043377|0.00841043377|0.030236869,0.561965282|0.536752248|0.226754856|0.172277829|0.174277829|0.196104264,0.516097887|0.490884853|0.180887461|0.126410434|0.128410434|0.150236869,0|0|0|0.15|0.15|0.15,0|0.0236333502|0.027919462|-0.0256417353|-0.0256417353|-0.120947474,0|0|0|0|0|0,1.58439155|1.50717276|0.271469305|-2.27751446e-10|0.00799999977|1.63437298e-09,optimal,0.09847893063592233,0.09847892953771321,1.0982091208644462e-09,0.296221048|-0.568402946|0.387439221,0|0|0,0.015904444037005305,0.004274269915185869,0.0019538491033017635,0.0044418309116736054
29,1.5,-2.0171305192582443,0.5209549069404602,0.08552399277687073,0.17526359856128693,0.3685993254184723,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.006377935409546,7.128276824951172,175.27627563476562,0.7820380330085754,0.7820380330085754,0.09032393736941713,0.08552399277687073,0.004799944592546401,0.2987325829724349,0.11433235819226426,0.2987143062689744,0.09955139501247996,0.19916291125649443,0.2987142978355757,0,0,disabled,0.0,1,SERVO,direct_path,0,0.3837949759326875,1.484593516914174,6,1,1,1,0,1.1044516219859029,0.1294211894273758,0.004471690251292558;0.005349900872592461;0.005520176563871639;0.006687367398419918;0.01010370361595177;0.0032827761032221286,0.1294211894273758;0.12589934468269348;0.1234898492693901;0.12142816931009293;0.12242280691862106;0.1281890869140625,128,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 10, 'obstacle_clearance': 95, 'obstacle_contact': 10, 'self_collision': 0}",0.0002523329497236083,130,120,nan,nan,1.0,filtered,2,0,2,1,10,1,1,2,1.0,0.0,0.7820380330085754,0.0,1.0,0.00538442001931827,0,1,0,0,0.2784192015832014,0.0,filtered,linprog goal-velocity priority optimal,1.1329689972861134,0,1,12,predictive_link_3|joint_3_velocity_lower|joint_4_velocity_lower|joint_1_acceleration_upper|joint_2_acceleration_upper|joint_5_acceleration_upper,predictive_link_3,,,0,0,0,optimal,goal_velocity_linprog,3.469446951953614e-18,valid,0.00538442001931827,0.7244406169179185,0|0.0233656461|0.0653854539|0.120837699|0.120837699|0.142510925,0.395743251|0.371719454|0.0619761815|0.00538442002|0.00738442002|0.0249629173,0.561965282|0.537941485|0.228198212|0.171606451|0.173606451|0.191184948,0.515743251|0.491719454|0.181976182|0.12538442|0.12738442|0.144962917,0|0|0|0.15|0.15|0.15,0|-0.0229715298|-0.0162683856|-0.0215376795|-0.0215376795|-0.0838281058,0|0|0|0|0|0,1.58297301|1.46390629|0.231636341|5.32680809e-10|0.00800000053|0.0160235634,optimal,0.0995513965521062,0.09955139501247995,1.539626245938841e-09,0.296221048|-0.568402946|0.387439221,0|0|0,0.01551201893016696,0.003971987054683268,0.001898127025924623,0.0045071919448673725
