step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_rejection_counts,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
44,2.25,-1.9932260153564163,0.475289911031723,0.09054044634103775,0.17757533490657806,0.3243914246559143,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.23624104261398315,5.390341281890869,107.13267517089844,0.3499999940395355,0.429412841796875,0.0864979397734768,0.09054044634103775,-0.004042506567560944,0.14122376456050895,0.08925154055541475,-0.13977535375624647,-0.08078933192178246,-0.05898602183446401,0.061579432006092186,1,0,disabled,0.0,1,TRACK,direct_path,0,0.5080134039744735,2.275706972926855,8,1,1,1,7,1.5020800688582878,0.12831418216228485,0.0044838024550469535;0.00523203717718602;0.005188694470246218;0.003900016862363762;0.004189169530174969;0.006574139267753552;0.01013324018648541;0.0032871266443730584,0.12978148460388184;0.1260567307472229;0.12374106794595718;0.12165876477956772;0.12268754094839096;0.12319142371416092;0.12318845838308334;0.12831418216228485,128,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 57}",-0.037029899981070535,1.7146428199482244,0.9372429462406927,filtered,0,1,2,1,20,0,1,2,1.0,0.0,0.429412841796875,0.0,1.0,0.0030397976652779962,1,1,0,0,0.2784192015832014,0.3499999940395355,filtered,osqp optimal,0.15957105789368517,0,0,12,,predictive_link_3,,,0,0,1,solved,osqp,0.0,valid,0.0030397976652779962,0.7558269694282067,9.82947821e-19|0.0102072624|0.0269120574|0.0321070886|0.0321070886|0.0364500734,,,,,,,,,,0.5234487859997898,0.0031098100589588284,0.0020624989410862327,0.002331080031581223
45,2.3000000000000003,-2.285960065437431,0.576171338558197,0.08836781978607178,0.17560727894306183,0.3988482654094696,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.14043164253234863,6.9023518562316895,243.3779296875,0.7341951727867126,0.7341951727867126,0.09054044983457835,0.08836781978607178,0.0021726300485065686,0.30166927964717954,0.04404647775857162,0.3016674512249841,0.04370029348621693,0.2579671577387672,0.30166746286494756,0,0,disabled,0.0,1,SERVO,direct_path,0,0.5080134039744735,2.275706972926855,8,1,1,1,7,1.5020800688582878,0.12831418216228485,0.0044838024550469535;0.00523203717718602;0.005188694470246218;0.003900016862363762;0.004189169530174969;0.006574139267753552;0.01013324018648541;0.0032871266443730584,0.12978148460388184;0.1260567307472229;0.12374106794595718;0.12165876477956772;0.12268754094839096;0.12319142371416092;0.12318845838308334;0.12831418216228485,128,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 57}",-0.037029899981070535,1.7146428199482244,0.45591731603189756,filtered,1,1,2,1,21,1,1,2,1.0,0.0,0.7341951727867126,0.0,1.0,0.009913521143788379,0,1,0,0,0.2784192015832014,0.0,filtered,osqp optimal,0.6378632645242095,0,1,12,predictive_link_3|joint_0_acceleration_lower|joint_1_acceleration_upper,predictive_link_3,,,0,0,1,solved,osqp,6.875726883681654e-09,valid,0.009913521143788379,0.7532363137552093,0|0.0377007216|0.0889858892|0.0946394859|0.0946394859|0.0889406731,,,,,,,,,,0.014093718957155943,0.004202597076073289,0.002082881983369589,0.0026044819969683886
46,2.35,-1.964925249190795,0.49123042821884155,0.08749518543481827,0.17521513998508453,0.33277052640914917,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.11817111819982529,2.0003490447998047,174.35675048828125,0.7169654965400696,0.7169654965400696,0.08836781608311456,0.08749518543481827,0.0008726306482962909,0.29499803352534476,0.024952629341147083,0.29499622175366974,0.017563046981574335,0.2774331747720954,0.2949962093921744,0,0,disabled,0.0,1,SERVO,direct_path,0,0.5080134039744735,2.275706972926855,8,1,1,1,7,1.5020800688582878,0.12831418216228485,0.0044838024550469535;0.00523203717718602;0.005188694470246218;0.003900016862363762;0.004189169530174969;0.006574139267753552;0.01013324018648541;0.0032871266443730584,0.12978148460388184;0.1260567307472229;0.12374106794595718;0.12165876477956772;0.12268754094839096;0.12319142371416092;0.12318845838308334;0.12831418216228485,128,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 57}",-0.037029899981070535,1.7146428199482244,0.8687925066343524,filtered,2,1,2,1,22,1,1,2,1.0,0.0,0.7169654965400696,0.0,1.0,0.0019610211198905075,0,1,0,0,0.2784192015832014,0.0,filtered,osqp optimal,0.6895208282971301,0,1,12,predictive_link_3,predictive_link_3,,,0,0,1,solved,osqp,0.0,valid,0.0019610211198905075,0.753975211768503,4.91206886e-19|0.011436318|0.0361754056|0.0404073833|0.0404073833|0.0440755188,,,,,,,,,,0.013610234018415213,0.004029497969895601,0.0019897869788110256,0.0025650119641795754
47,2.4000000000000004,-2.1203455550773533,0.5338774919509888,0.08583035320043564,0.17393065989017487,0.3629777133464813,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.12726451456546783,0.8298701047897339,54.34181213378906,0.7116810083389282,0.7116810083389282,0.08749518703026957,0.08583035320043564,0.0016648338298339282,0.2922392960887389,0.03676985154636651,0.29223726280327134,0.03341844292458578,0.25881881987868555,0.2922372681321397,0,0,disabled,0.0,1,SERVO,direct_path,0,0.5080134039744735,2.275706972926855,8,1,1,1,7,1.5020800688582878,0.12831418216228485,0.0044838024550469535;0.00523203717718602;0.005188694470246218;0.003900016862363762;0.004189169530174969;0.006574139267753552;0.01013324018648541;0.0032871266443730584,0.12978148460388184;0.1260567307472229;0.12374106794595718;0.12165876477956772;0.12268754094839096;0.12319142371416092;0.12318845838308334;0.12831418216228485,128,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 57}",-0.037029899981070535,1.7146428199482244,0.9617210753162015,filtered,3,1,2,1,23,1,1,2,1.0,0.0,0.7116810083389282,0.0,1.0,0.006392411710317153,0,1,0,0,0.2784192015832014,0.0,filtered,osqp optimal,0.6442250040039367,0,1,12,predictive_link_3,predictive_link_3,,,0,0,1,solved,osqp,5.5865912278185714e-09,valid,0.006392411710317153,0.75338641855117,1.89035536e-18|0.00638238953|0.0171276832|0.0200596765|0.0200596765|0.0249145789,,,,,,,,,,0.014461232000030577,0.00387736689299345,0.0021932360250502825,0.0028051729314029217
48,2.45,-1.998332876360296,0.5000768899917603,0.08491641283035278,0.17343418300151825,0.3380884826183319,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.1092955693602562,0.7392476797103882,30.781326293945312,0.6999766230583191,0.6999766230583191,0.08583035562106853,0.08491641283035278,0.0009139427907157438,0.28702940558815043,0.022809922445767447,0.2870271484671709,0.018347077633200877,0.26868007083397005,0.2870271565620619,0,0,disabled,0.0,1,SERVO,direct_path,0,0.5080134039744735,2.275706972926855,8,1,1,1,7,1.5020800688582878,0.12831418216228485,0.0044838024550469535;0.00523203717718602;0.005188694470246218;0.003900016862363762;0.004189169530174969;0.006574139267753552;0.01013324018648541;0.0032871266443730584,0.12978148460388184;0.1260567307472229;0.12374106794595718;0.12165876477956772;0.12268754094839096;0.12319142371416092;0.12318845838308334;0.12831418216228485,128,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 57}",-0.037029899981070535,1.7146428199482244,0.9052159555410441,filtered,4,1,2,1,24,1,1,2,1.0,0.0,0.6999766230583191,0.0,1.0,0.0024492703263754717,0,1,0,0,0.2784192015832014,0.0,filtered,osqp optimal,0.6693210279361687,0,1,12,predictive_link_3,predictive_link_3,,,0,0,1,solved,osqp,0.0,valid,0.0024492703263754717,0.7531296558237194,0|0.00204291121|0.0273763191|0.0330490698|0.0330490698|0.0367410971,,,,,,,,,,0.014771510032005608,0.004373179981485009,0.0020341139752417803,0.0026599240954965353
49,2.5,-2.03274743009316,0.510211706161499,0.0836874321103096,0.17256610095500946,0.34253793954849243,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.10981976985931396,0.3884047269821167,21.179851531982422,0.6940680146217346,0.6940680146217346,0.08491641626618576,0.0836874321103096,0.0012289841558761616,0.28414060430746024,0.026885124685327423,0.2841381376983688,0.024648885834011827,0.259489251864357,0.28413814919498237,0,0,disabled,0.0,1,SERVO,direct_path,0,0.5080134039744735,2.275706972926855,8,1,1,1,7,1.5020800688582878,0.12831418216228485,0.0044838024550469535;0.00523203717718602;0.005188694470246218;0.003900016862363762;0.004189169530174969;0.006574139267753552;0.01013324018648541;0.0032871266443730584,0.12978148460388184;0.1260567307472229;0.12374106794595718;0.12165876477956772;0.12268754094839096;0.12319142371416092;0.12318845838308334;0.12831418216228485,128,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 57}",-0.037029899981070535,1.7146428199482244,0.9562048301153103,filtered,5,1,2,1,25,1,1,2,1.0,0.0,0.6940680146217346,0.0,1.0,0.004322700870659266,0,1,0,0,0.2784192015832014,0.0,filtered,osqp optimal,0.6468439812551996,0,1,12,predictive_link_3,predictive_link_3,,,0,0,1,solved,osqp,0.0,valid,0.004322700870659266,0.7527486476619432,4.48230604e-18|0.00368958159|0.0151326191|0.0179594237|0.0179594237|0.0227814845,,,,,,,,,,0.01635537901893258,0.005097467917948961,0.0023119529942050576,0.002792782033793628
50,2.5500000000000003,-2.0185783575894893,0.50501948595047,0.08284077048301697,0.1720934361219406,0.3415539264678955,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.10085048526525497,0.389057457447052,14.12863540649414,0.6854506134986877,0.6854506134986877,0.08368743148334368,0.08284077048301697,0.0008466610003267094,0.2802741096042258,0.019214532456742678,0.280271471452607,0.016962567910346928,0.26330890354226005,0.28027146935288116,0,0,disabled,0.0,1,SERVO,direct_path,0,0.5080134039744735,2.275706972926855,8,1,1,1,7,1.5020800688582878,0.12831418216228485,0.0044838024550469535;0.00523203717718602;0.005188694470246218;0.003900016862363762;0.004189169530174969;0.006574139267753552;0.01013324018648541;0.0032871266443730584,0.12978148460388184;0.1260567307472229;0.12374106794595718;0.12165876477956772;0.12268754094839096;0.12319142371416092;0.12318845838308334;0.12831418216228485,128,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 57}",-0.037029899981070535,1.7146428199482244,0.931960510538334,filtered,6,1,2,1,26,1,1,2,1.0,0.0,0.6854506134986877,0.0,1.0,0.0023459257690084806,0,1,0,0,0.2784192015832014,0.0,filtered,osqp optimal,0.6567995508132112,0,1,12,predictive_link_3,predictive_link_3,,,0,0,1,solved,osqp,3.330059417452902e-09,valid,0.0023459257690084806,0.7525748698631403,2.88905539e-18|0.00110319967|0.0188886933|0.0225390823|0.0225390823|0.0268635162,,,,,,,,,,0.015819854103028774,0.004952247953042388,0.0019062350038439035,0.002622112981043756
51,2.6,-2.0364210850713014,0.510073721408844,0.08188043534755707,0.17147834599018097,0.3440326750278473,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.09977572411298752,0.18494564294815063,9.870579719543457,0.6797313690185547,0.6797313690185547,0.08284077479641566,0.08188043534755707,0.0009603394488585937,0.2775961976453996,0.02055063144780844,0.2775934173329917,0.01924646205174744,0.25834695528124424,0.27759343178687806,0,0,disabled,0.0,1,SERVO,direct_path,0,0.5080134039744735,2.275706972926855,8,1,1,1,7,1.5020800688582878,0.12831418216228485,0.0044838024550469535;0.00523203717718602;0.005188694470246218;0.003900016862363762;0.004189169530174969;0.006574139267753552;0.01013324018648541;0.0032871266443730584,0.12978148460388184;0.1260567307472229;0.12374106794595718;0.12165876477956772;0.12268754094839096;0.12319142371416092;0.12318845838308334;0.12831418216228485,128,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 57}",-0.037029899981070535,1.7146428199482244,0.9582011276651495,filtered,7,1,2,1,27,1,1,2,1.0,0.0,0.6797313690185547,0.0,1.0,0.0030663535029476635,0,1,0,0,0.2784192015832014,0.0,filtered,osqp optimal,0.644793894001501,0,1,12,predictive_link_3,predictive_link_3,,,0,0,1,solved,osqp,4.84014371290864e-08,valid,0.0030663535029476635,0.7523583829302174,3.60397999e-18|0.00125253906|0.0123935679|0.0144702941|0.0144702941|0.0191928878,,,,,,,,,,0.013856137986294925,0.0042611530516296625,0.0020772680873051286,0.002504531992599368
52,2.6500000000000004,-2.0314764823174856,0.5079826712608337,0.0811237096786499,0.171070858836174,0.3439546823501587,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.09516725689172745,0.21787084639072418,6.48327112197876,0.6729607582092285,0.6729607582092285,0.08188043765583647,0.0811237096786499,0.0007567279771865665,0.2745638750850796,0.016303043057804712,0.2745609885754421,0.015143055082202027,0.25941793349324005,0.2745609963155508,0,0,disabled,0.0,1,SERVO,direct_path,0,0.5080134039744735,2.275706972926855,8,1,1,1,7,1.5020800688582878,0.12831418216228485,0.0044838024550469535;0.00523203717718602;0.005188694470246218;0.003900016862363762;0.004189169530174969;0.006574139267753552;0.01013324018648541;0.0032871266443730584,0.12978148460388184;0.1260567307472229;0.12374106794595718;0.12165876477956772;0.12268754094839096;0.12319142371416092;0.12318845838308334;0.12831418216228485,128,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 57}",-0.037029899981070535,1.7146428199482244,0.9486010553441149,filtered,8,1,2,1,28,1,1,2,1.0,0.0,0.6729607582092285,0.0,1.0,0.0020269034369059385,0,1,0,0,0.2784192015832014,0.0,filtered,osqp optimal,0.6478256165903548,0,1,12,predictive_link_3,predictive_link_3,,,0,0,1,solved,osqp,0.0,valid,0.0020269034369059385,0.7522463482104982,0|0.000966585671|0.0138816263|0.0160992738|0.0160992738|0.0205319881,,,,,,,,,,0.013919914024882019,0.004314485006034374,0.0019187129801139235,0.0025204899720847607
53,2.7,-2.0412037339878726,0.5106040835380554,0.08033913373947144,0.17062006890773773,0.3454316556453705,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.09385211020708084,0.10069363564252853,4.632568359375,0.6677002906799316,0.6677002906799316,0.08112371541853587,0.08033913373947144,0.0007845816790644361,0.27216738726501266,0.01650182192393478,0.2721644216569241,0.01571759755262276,0.25644682410430136,0.2721644409138436,0,0,disabled,0.0,1,SERVO,direct_path,0,0.5080134039744735,2.275706972926855,8,1,1,1,7,1.5020800688582878,0.12831418216228485,0.0044838024550469535;0.00523203717718602;0.005188694470246218;0.003900016862363762;0.004189169530174969;0.006574139267753552;0.01013324018648541;0.0032871266443730584,0.12978148460388184;0.1260567307472229;0.12374106794595718;0.12165876477956772;0.12268754094839096;0.12319142371416092;0.12318845838308334;0.12831418216228485,128,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 57}",-0.037029899981070535,1.7146428199482244,0.9626499148542342,filtered,9,1,2,1,29,1,1,2,1.0,0.0,0.6677002906799316,0.0,1.0,0.0022481525314625023,0,1,0,0,0.2784192015832014,0.0,filtered,osqp optimal,0.6407181705279965,0,1,12,predictive_link_3,predictive_link_3,,,0,0,1,solved,osqp,4.596904704112781e-08,valid,0.0022481525314625023,0.7521221135614541,0|0.000747475937|0.0106249949|0.0119225362|0.0119225362|0.0162838649,,,,,,,,,,0.013457795954309404,0.00388928793836385,0.001989956945180893,0.0026611429639160633
54,2.75,-2.0401667063277813,0.5098809599876404,0.07966950535774231,0.170284703373909,0.34569013118743896,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.09131573140621185,0.13103742897510529,2.961657762527466,0.6621130704879761,0.6621130704879761,0.080339132992173,0.07966950535774231,0.0006696276344306945,0.26968363977377147,0.01413979914556688,0.26968062324492564,0.013394553067151314,0.2562860701777743,0.26968062073641086,0,0,disabled,0.0,1,SERVO,direct_path,0,0.5080134039744735,2.275706972926855,8,1,1,1,7,1.5020800688582878,0.12831418216228485,0.0044838024550469535;0.00523203717718602;0.005188694470246218;0.003900016862363762;0.004189169530174969;0.006574139267753552;0.01013324018648541;0.0032871266443730584,0.12978148460388184;0.1260567307472229;0.12374106794595718;0.12165876477956772;0.12268754094839096;0.12319142371416092;0.12318845838308334;0.12831418216228485,128,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 57}",-0.037029899981070535,1.7146428199482244,0.959589473707644,filtered,10,1,2,1,30,1,1,2,1.0,0.0,0.6621130704879761,0.0,1.0,0.0016690125941762751,0,1,0,0,0.2784192015832014,0.0,filtered,osqp optimal,0.6406075220637296,0,1,12,predictive_link_3,predictive_link_3,,,0,0,1,solved,osqp,0.0,valid,0.0016690125941762751,0.7520499125765695,0|0.00164160394|0.0111883726|0.0123972048|0.0123972048|0.0164839458,,,,,,,,,,0.01330914197023958,0.0039160799933597445,0.001953297993168235,0.00269680202472955
55,2.8000000000000003,-2.049060403107987,0.5113221406936646,0.07917811721563339,0.16994710266590118,0.3466302454471588,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.04998691380023956,0.8858803510665894,17.286897659301758,0.42841801047325134,0.42841801047325134,0.07966950155932613,0.07917811721563339,0.0004913843436927384,0.17391405359213974,0.010221667832095245,0.17391207359371172,0.009843279415828658,0.16406879417788306,0.17391206530207703,0,0,disabled,0.0,1,SERVO,direct_path,0,0.5080134039744735,2.275706972926855,8,1,1,1,7,1.5020800688582878,0.12831418216228485,0.0044838024550469535;0.00523203717718602;0.005188694470246218;0.003900016862363762;0.004189169530174969;0.006574139267753552;0.01013324018648541;0.0032871266443730584,0.12978148460388184;0.1260567307472229;0.12374106794595718;0.12165876477956772;0.12268754094839096;0.12319142371416092;0.12318845838308334;0.12831418216228485,128,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 57}",-0.037029899981070535,1.7146428199482244,0.9675198249622275,filtered,11,1,2,1,31,1,1,2,1.0,0.0,0.42841801047325134,0.0,1.0,0.0016845624699662193,0,1,0,0,0.2784192015832014,0.0,filtered,osqp optimal,0.4102678785159156,0,1,12,predictive_link_3,predictive_link_3,,,0,0,1,solved,osqp,0.0,valid,0.0016845624699662193,0.7519750430862199,3.17382332e-19|0.00172326724|0.009743791|0.0104317855|0.0104317855|0.0141212911,,,,,,,,,,0.020031526102684438,0.004261423018760979,0.002007662085816264,0.0038484629476442933
56,2.85,-2.049440059584298,0.5111658573150635,0.07875432074069977,0.16967882215976715,0.3469720184803009,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0485072024166584,0.06933989375829697,17.5068302154541,0.4260772168636322,0.4260772168636322,0.07917811426350528,0.07875432074069977,0.00042379352280551286,0.17290280139717712,0.008812774056488127,0.1729008204137675,0.00846824484618726,0.16443257556758023,0.1729008139672215,0,0,disabled,0.0,1,SERVO,direct_path,0,0.5080134039744735,2.275706972926855,8,1,1,1,7,1.5020800688582878,0.12831418216228485,0.0044838024550469535;0.00523203717718602;0.005188694470246218;0.003900016862363762;0.004189169530174969;0.006574139267753552;0.01013324018648541;0.0032871266443730584,0.12978148460388184;0.1260567307472229;0.12374106794595718;0.12165876477956772;0.12268754094839096;0.12319142371416092;0.12318845838308334;0.12831418216228485,128,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 57}",-0.037029899981070535,1.7146428199482244,0.9576345262952736,filtered,12,1,2,1,32,1,1,2,1.0,0.0,0.4260772168636322,0.0,1.0,0.0013376320523000723,0,1,0,0,0.2784192015832014,0.0,filtered,osqp optimal,0.41117396332383543,0,1,12,predictive_link_3,predictive_link_3,,,0,0,1,solved,osqp,0.0,valid,0.0013376320523000723,0.7519539009006053,7.86222695e-19|0.00240447006|0.00804081875|0.00886045157|0.00886045157|0.0102165012,,,,,,,,,,0.013703801087103784,0.003993185004219413,0.00196076394058764,0.0026337780291214585
57,2.9000000000000004,-2.0529359894642085,0.5120077729225159,0.07834482192993164,0.1694224625825882,0.34761103987693787,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.047950852662324905,0.023264029994606972,1.0871608257293701,0.42405885457992554,0.42405885457992554,0.07875432306741767,0.07834482192993164,0.0004095011374860291,0.17202979129188734,0.008534232929038498,0.17202781138769127,0.008191961142905355,0.16383585024478592,0.1720278164700815,0,0,disabled,0.0,1,SERVO,direct_path,0,0.5080134039744735,2.275706972926855,8,1,1,1,7,1.5020800688582878,0.12831418216228485,0.0044838024550469535;0.00523203717718602;0.005188694470246218;0.003900016862363762;0.004189169530174969;0.006574139267753552;0.01013324018648541;0.0032871266443730584,0.12978148460388184;0.1260567307472229;0.12374106794595718;0.12165876477956772;0.12268754094839096;0.12319142371416092;0.12318845838308334;0.12831418216228485,128,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 57}",-0.037029899981070535,1.7146428199482244,0.9650221768497736,filtered,13,1,2,1,33,1,1,2,1.0,0.0,0.42405885457992554,0.0,1.0,0.0012793785693209075,0,1,0,0,0.2784192015832014,0.0,filtered,osqp optimal,0.40972673845822527,0,1,12,predictive_link_3,predictive_link_3,,,0,0,1,solved,osqp,0.0,valid,0.0012793785693209075,0.7519335107572437,0|0.00219106211|0.00683088943|0.00745529418|0.00745529418|0.00880765072,,,,,,,,,,0.01212899701204151,0.003325963974930346,0.0016564950346946716,0.0027080950094386935
58,2.95,-2.0538928290317457,0.5120841860771179,0.07797786593437195,0.16920994222164154,0.34794750809669495,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.04712119698524475,0.04444006830453873,0.6010978817939758,0.422097384929657,0.422097384929657,0.07834482557865888,0.07797786593437195,0.0003669596442869294,0.171185861739253,0.007735596791415984,0.17118388640718868,0.007330686143337542,0.16385320026385114,0.17118389437967862,0,0,disabled,0.0,1,SERVO,direct_path,0,0.5080134039744735,2.275706972926855,8,1,1,1,7,1.5020800688582878,0.12831418216228485,0.0044838024550469535;0.00523203717718602;0.005188694470246218;0.003900016862363762;0.004189169530174969;0.006574139267753552;0.01013324018648541;0.0032871266443730584,0.12978148460388184;0.1260567307472229;0.12374106794595718;0.12165876477956772;0.12268754094839096;0.12319142371416092;0.12318845838308334;0.12831418216228485,128,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 57}",-0.037029899981070535,1.7146428199482244,0.9662025306937696,filtered,14,1,2,1,34,1,1,2,1.0,0.0,0.422097384929657,0.0,1.0,0.0010589035865707502,0,1,0,0,0.2784192015832014,0.0,filtered,osqp optimal,0.4098236826275286,0,1,12,predictive_link_3,predictive_link_3,,,0,0,1,solved,osqp,0.0,valid,0.0010589035865707502,0.7519184043848167,0|0.00229601629|0.00672324014|0.00728215466|0.00728215466|0.0085293362,,,,,,,,,,0.012806046986952424,0.003797778976149857,0.001875740010291338,0.002469389932230115
59,3.0,-2.056169329084735,0.5126044750213623,0.07762782275676727,0.1690133959054947,0.3484000563621521,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.04666087403893471,0.022014599293470383,0.522203266620636,0.4203425645828247,0.4203425645828247,0.07797786651096905,0.07762782275676727,0.0003500437542017787,0.17042888759804034,0.007451826124625564,0.1704269195683235,0.006995339332632797,0.1634315802356907,0.17042692082852298,0,0,disabled,0.0,1,SERVO,direct_path,0,0.5080134039744735,2.275706972926855,8,1,1,1,7,1.5020800688582878,0.12831418216228485,0.0044838024550469535;0.00523203717718602;0.005188694470246218;0.003900016862363762;0.004189169530174969;0.006574139267753552;0.01013324018648541;0.0032871266443730584,0.12978148460388184;0.1260567307472229;0.12374106794595718;0.12165876477956772;0.12268754094839096;0.12319142371416092;0.12318845838308334;0.12831418216228485,128,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 57}",-0.037029899981070535,1.7146428199482244,0.9709221076928164,filtered,15,1,2,1,35,1,1,2,1.0,0.0,0.4203425645828247,0.0,1.0,0.0009797578183986105,0,1,0,0,0.2784192015832014,0.0,filtered,osqp optimal,0.40882150318182076,0,1,12,predictive_link_3,predictive_link_3,,,0,0,1,solved,osqp,0.0,valid,0.0009797578183986105,0.7518969851740662,6.83958294e-19|0.00224031655|0.00621073175|0.00668349589|0.00668349589|0.00773065479,,,,,,,,,,0.014049024088308215,0.004109469009563327,0.0020732469856739044,0.0028387519996613264
