step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_rejection_counts,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-1.1474600276717968,0.20487478375434875,0.46554577350616455,0.32277438044548035,0.13506996631622314,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.4898982644081116,9.797965049743652,195.9593048095703,1.7146427631378174,1.7146427631378174,0.4719404985840889,0.46554577350616455,0.006394725077924324,0.6186388646615969,0.17675425016807123,0.45757073577740826,0.1307346150370017,0.3268361207404066,0.45757074640454326,0,0,disabled,0.0,1,TRACK,direct_path,0,1.0091568720526993,1.0091568720526993,24,1,1,1,16,1.8185506985654785,0.14003752171993256,0.009387667984832395;0.023891895099404058;0.014650581639848805;0.007809803210460428;0.003985260536545334;0.0074209900444834175;0.02066141904024699;0.0187430031566059;0.005840435348013253;0.008413470044737558;0.009718106581517682;0.034175037043710305;0.002439751433997604;0.020497690575813535;0.029665519392494216;0.025657977246812725;0.027462347994523486;0.027961460811843787;0.029338462974101562;0.006399568052095948;0.02129388590195546;0.036985354979359134;0.0306663892004233;0.01143181164329284,0.14540110528469086;0.12879611551761627;0.12985406816005707;0.1473422795534134;0.1329820305109024;0.1301753669977188;0.14508281648159027;0.14563153684139252;0.14280055463314056;0.13679374754428864;0.121197409927845;0.12380430847406387;0.12193592637777328;0.13159818947315216;0.1294141560792923;0.12754690647125244;0.14003752171993256;0.1447216421365738;0.12653176486492157;0.13051246106624603;0.1509251743555069;0.14454488456249237;0.1331532746553421;0.13042612373828888,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 41}",0.02003752171993256,inf,0.0,not_enabled,0,0,1,0,0,0,1,2,1.0,0.6946577691930232,1.7146427631378174,0.0,1.0,0.15114524307088373,0,0,0,0,0.15114524307088373,0.0,filtered,osqp optimal,1.2247445340337666,0,0,12,joint_2_acceleration_lower|joint_3_acceleration_lower|joint_4_acceleration_lower|joint_5_acceleration_lower,predictive_link_2,,,0,0,1,solved,osqp,0.0,valid,0.15114524307088373,0.9091604857148944,0|0|0|0|0|0,,,,,,,,,,0.011166525073349476,0.002765084966085851,0.0017158170230686665,0.0017820029752328992
1,0.1,-1.4864580067696989,0.3242063522338867,0.45276975631713867,0.31486940383911133,0.22992917895317078,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.979796290397644,9.79796028137207,0.00020146017777733505,1.6316524744033813,1.6316524744033813,0.46554575791563074,0.45276975631713867,0.01277600159849207,0.5759722636402651,0.3548037585135229,0.41440859870889524,0.2598558418895931,0.15455275681930214,0.4144085848308801,0,0,disabled,0.0,1,TRACK,direct_path,0,1.0091568720526993,1.0091568720526993,24,1,1,1,16,1.8185506985654785,0.14003752171993256,0.009387667984832395;0.023891895099404058;0.014650581639848805;0.007809803210460428;0.003985260536545334;0.0074209900444834175;0.02066141904024699;0.0187430031566059;0.005840435348013253;0.008413470044737558;0.009718106581517682;0.034175037043710305;0.002439751433997604;0.020497690575813535;0.029665519392494216;0.025657977246812725;0.027462347994523486;0.027961460811843787;0.029338462974101562;0.006399568052095948;0.02129388590195546;0.036985354979359134;0.0306663892004233;0.01143181164329284,0.14540110528469086;0.12879611551761627;0.12985406816005707;0.1473422795534134;0.1329820305109024;0.1301753669977188;0.14508281648159027;0.14563153684139252;0.14280055463314056;0.13679374754428864;0.121197409927845;0.12380430847406387;0.12193592637777328;0.13159818947315216;0.1294141560792923;0.12754690647125244;0.14003752171993256;0.1447216421365738;0.12653176486492157;0.13051246106624603;0.1509251743555069;0.14454488456249237;0.1331532746553421;0.13042612373828888,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 41}",0.02003752171993256,inf,0.7142855412007041,filtered,0,0,1,0,0,0,1,2,1.0,0.5948687952090486,1.6316524744033813,0.0,1.0,0.13517900723344778,0,0,0,0,0.15114524307088373,0.0,filtered,osqp optimal,0.6557016622155538,0,0,12,joint_0_acceleration_lower|joint_2_acceleration_lower|joint_3_acceleration_lower|joint_4_acceleration_lower|joint_5_acceleration_lower|joint_1_acceleration_upper,predictive_link_2,,,0,0,1,solved,osqp,0.0,valid,0.13517900723344778,0.9141279242647572,1.67139645e-17|0.0862914824|0.110382073|0.14215829|0.158896517|0.17741587,,,,,,,,,,0.010772023000754416,0.0028249570168554783,0.0012567209778353572,0.0019655879586935043
2,0.15000000000000002,-1.7141465304769303,0.40088778734207153,0.43736162781715393,0.3046446740627289,0.2848548889160156,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.3176525831222534,7.328919887542725,92.36470031738281,1.4398949146270752,1.4398949146270752,0.45276974925318864,0.43736162781715393,0.015408121436034705,0.47961702405350204,0.45659226898490984,0.3330427228461542,0.312651030354495,0.02039169249165923,0.33304271765014204,0,0,disabled,0.0,1,TRACK,direct_path,0,1.0091568720526993,1.0091568720526993,24,1,1,1,16,1.8185506985654785,0.14003752171993256,0.009387667984832395;0.023891895099404058;0.014650581639848805;0.007809803210460428;0.003985260536545334;0.0074209900444834175;0.02066141904024699;0.0187430031566059;0.005840435348013253;0.008413470044737558;0.009718106581517682;0.034175037043710305;0.002439751433997604;0.020497690575813535;0.029665519392494216;0.025657977246812725;0.027462347994523486;0.027961460811843787;0.029338462974101562;0.006399568052095948;0.02129388590195546;0.036985354979359134;0.0306663892004233;0.01143181164329284,0.14540110528469086;0.12879611551761627;0.12985406816005707;0.1473422795534134;0.1329820305109024;0.1301753669977188;0.14508281648159027;0.14563153684139252;0.14280055463314056;0.13679374754428864;0.121197409927845;0.12380430847406387;0.12193592637777328;0.13159818947315216;0.1294141560792923;0.12754690647125244;0.14003752171993256;0.1447216421365738;0.12653176486492157;0.13051246106624603;0.1509251743555069;0.14454488456249237;0.1331532746553421;0.13042612373828888,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 41}",0.02003752171993256,inf,0.4018635539748212,filtered,0,0,1,0,0,0,1,2,1.0,0.4645596175443802,1.4398949146270752,0.0,1.0,0.11432953880710084,0,0,0,0,0.15114524307088373,0.0,filtered,osqp optimal,0.15406619064892157,0,0,12,,predictive_link_2,,,0,0,1,solved,osqp,0.0,valid,0.11432953880710084,0.9239758004223706,1.73489553e-19|0.173494894|0.222676306|0.286436149|0.319368504|0.357409936,,,,,,,,,,0.010191588080488145,0.002786961034871638,0.0012763290433213115,0.0017742119962349534
3,0.2,-1.529152100856469,0.3581341505050659,0.4226814806461334,0.2970651686191559,0.24908119440078735,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.2420023679733276,5.948848247528076,198.60797119140625,1.2420023679733276,1.2420023679733276,0.4373616223059792,0.4226814806461334,0.014680141659845769,0.36875967690832995,0.36875967690832995,0.2971529188112919,0.2971529188112919,0.0,0.29715291506688096,0,0,disabled,0.0,1,TRACK,direct_path,0,1.0091568720526993,1.0091568720526993,24,1,1,1,16,1.8185506985654785,0.14003752171993256,0.009387667984832395;0.023891895099404058;0.014650581639848805;0.007809803210460428;0.003985260536545334;0.0074209900444834175;0.02066141904024699;0.0187430031566059;0.005840435348013253;0.008413470044737558;0.009718106581517682;0.034175037043710305;0.002439751433997604;0.020497690575813535;0.029665519392494216;0.025657977246812725;0.027462347994523486;0.027961460811843787;0.029338462974101562;0.006399568052095948;0.02129388590195546;0.036985354979359134;0.0306663892004233;0.01143181164329284,0.14540110528469086;0.12879611551761627;0.12985406816005707;0.1473422795534134;0.1329820305109024;0.1301753669977188;0.14508281648159027;0.14563153684139252;0.14280055463314056;0.13679374754428864;0.121197409927845;0.12380430847406387;0.12193592637777328;0.13159818947315216;0.1294141560792923;0.12754690647125244;0.14003752171993256;0.1447216421365738;0.12653176486492157;0.13051246106624603;0.1509251743555069;0.14454488456249237;0.1331532746553421;0.13042612373828888,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 41}",0.02003752171993256,inf,0.10699821846986929,filtered,0,0,1,0,0,0,1,2,1.0,0.35435975927641655,1.2420023679733276,0.0,1.0,0.09669756148422665,0,0,0,0,0.15114524307088373,0.0,passthrough,osqp optimal,2.1244366203560235e-09,0,0,12,joint_2_velocity_lower|joint_5_velocity_lower,predictive_link_2,,,0,0,1,solved,osqp,0.0,valid,0.09669756148422665,0.9378005317286429,1.97855412e-19|0.258970407|0.309871774|0.377414101|0.411707754|0.460099076,,,,,,,,,,0.01159592205658555,0.0031415679259225726,0.0014070660108700395,0.0017552929930388927
4,0.25,-1.5533204475725801,0.3698980212211609,0.4082554876804352,0.28980737924575806,0.2543924152851105,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.2207404375076294,0.7151896357536316,106.8910903930664,1.2207404375076294,1.2207404375076294,0.4226814792513895,0.4082554876804352,0.01442599157095431,0.35667482229063674,0.35667482229063674,0.29040570921390635,0.29040570921390635,0.0,0.2904057082556396,0,0,disabled,0.0,1,TRACK,direct_path,0,1.0091568720526993,1.0091568720526993,24,1,1,1,16,1.8185506985654785,0.14003752171993256,0.009387667984832395;0.023891895099404058;0.014650581639848805;0.007809803210460428;0.003985260536545334;0.0074209900444834175;0.02066141904024699;0.0187430031566059;0.005840435348013253;0.008413470044737558;0.009718106581517682;0.034175037043710305;0.002439751433997604;0.020497690575813535;0.029665519392494216;0.025657977246812725;0.027462347994523486;0.027961460811843787;0.029338462974101562;0.006399568052095948;0.02129388590195546;0.036985354979359134;0.0306663892004233;0.01143181164329284,0.14540110528469086;0.12879611551761627;0.12985406816005707;0.1473422795534134;0.1329820305109024;0.1301753669977188;0.14508281648159027;0.14563153684139252;0.14280055463314056;0.13679374754428864;0.121197409927845;0.12380430847406387;0.12193592637777328;0.13159818947315216;0.1294141560792923;0.12754690647125244;0.14003752171993256;0.1447216421365738;0.12653176486492157;0.13051246106624603;0.1509251743555069;0.14454488456249237;0.1331532746553421;0.13042612373828888,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 41}",0.02003752171993256,inf,1.7104932125231234e-09,passthrough,0,0,1,0,0,0,1,2,1.0,0.35429957080018937,1.2207404375076294,0.0,1.0,0.0966879313280303,0,0,0,0,0.15114524307088373,0.0,passthrough,osqp optimal,3.0530251464036626e-09,0,0,12,joint_2_velocity_lower|joint_5_velocity_lower,predictive_link_2,,,0,0,1,solved,osqp,0.0,valid,0.0966879313280303,0.9517722067730967,0|0.205406581|0.235967319|0.287444954|0.329444423|0.368623877,,,,,,,,,,0.011734311003237963,0.003821701044216752,0.001328395097516477,0.0017974770162254572
5,0.30000000000000004,-1.4711210874226175,0.3524223268032074,0.3943513333797455,0.2837982177734375,0.23752394318580627,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.1234089136123657,2.608849048614502,39.59722900390625,1.1234089136123657,1.1234089136123657,0.40825547981937527,0.3943513333797455,0.013904146439629783,0.3207810825268719,0.3207810825268719,0.27919060868916323,0.27919060868916323,0.0,0.27919060331327933,0,0,disabled,0.0,1,TRACK,direct_path,0,1.0091568720526993,1.0091568720526993,24,1,1,1,16,1.8185506985654785,0.14003752171993256,0.009387667984832395;0.023891895099404058;0.014650581639848805;0.007809803210460428;0.003985260536545334;0.0074209900444834175;0.02066141904024699;0.0187430031566059;0.005840435348013253;0.008413470044737558;0.009718106581517682;0.034175037043710305;0.002439751433997604;0.020497690575813535;0.029665519392494216;0.025657977246812725;0.027462347994523486;0.027961460811843787;0.029338462974101562;0.006399568052095948;0.02129388590195546;0.036985354979359134;0.0306663892004233;0.01143181164329284,0.14540110528469086;0.12879611551761627;0.12985406816005707;0.1473422795534134;0.1329820305109024;0.1301753669977188;0.14508281648159027;0.14563153684139252;0.14280055463314056;0.13679374754428864;0.121197409927845;0.12380430847406387;0.12193592637777328;0.13159818947315216;0.1294141560792923;0.12754690647125244;0.14003752171993256;0.1447216421365738;0.12653176486492157;0.13051246106624603;0.1509251743555069;0.14454488456249237;0.1331532746553421;0.13042612373828888,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 41}",0.02003752171993256,inf,2.500961754520876e-09,passthrough,0,0,1,0,0,0,1,2,1.0,0.31003454013195103,1.1234089136123657,0.0,1.0,0.08960552642111216,0,0,0,0,0.15114524307088373,0.0,passthrough,osqp optimal,2.047985645183806e-09,0,0,12,joint_2_velocity_lower,predictive_link_2,,,0,0,1,solved,osqp,0.0,valid,0.08960552642111216,0.9653077320983389,0|0.19605669|0.223863375|0.275036161|0.317332347|0.356112886,,,,,,,,,,0.011615098919719458,0.003222106955945492,0.0013789070071652532,0.002001998946070671
6,0.35000000000000003,-1.4467565953865489,0.35053932666778564,0.3807089626789093,0.27838456630706787,0.2328941971063614,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.0588816404342651,1.6832492351531982,24.89386749267578,1.0588816404342651,1.0588816404342651,0.3943513338949109,0.3807089626789093,0.013642371216001592,0.3052667829713504,0.3052667829713504,0.2737213999225961,0.2737213999225961,0.0,0.2737214002801752,0,0,disabled,0.0,1,TRACK,direct_path,0,1.0091568720526993,1.0091568720526993,24,1,1,1,16,1.8185506985654785,0.14003752171993256,0.009387667984832395;0.023891895099404058;0.014650581639848805;0.007809803210460428;0.003985260536545334;0.0074209900444834175;0.02066141904024699;0.0187430031566059;0.005840435348013253;0.008413470044737558;0.009718106581517682;0.034175037043710305;0.002439751433997604;0.020497690575813535;0.029665519392494216;0.025657977246812725;0.027462347994523486;0.027961460811843787;0.029338462974101562;0.006399568052095948;0.02129388590195546;0.036985354979359134;0.0306663892004233;0.01143181164329284,0.14540110528469086;0.12879611551761627;0.12985406816005707;0.1473422795534134;0.1329820305109024;0.1301753669977188;0.14508281648159027;0.14563153684139252;0.14280055463314056;0.13679374754428864;0.121197409927845;0.12380430847406387;0.12193592637777328;0.13159818947315216;0.1294141560792923;0.12754690647125244;0.14003752171993256;0.1447216421365738;0.12653176486492157;0.13051246106624603;0.1509251743555069;0.14454488456249237;0.1331532746553421;0.13042612373828888,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 41}",0.02003752171993256,inf,1.8230099657999217e-09,passthrough,0,0,1,0,0,0,1,2,1.0,0.2924245181334355,1.0588816404342651,0.0,1.0,0.08678792290134968,0,0,0,0,0.15114524307088373,0.0,passthrough,osqp optimal,2.705404243522686e-09,0,0,12,joint_2_velocity_lower,predictive_link_2,,,0,0,1,solved,osqp,0.0,valid,0.08678792290134968,0.9780522262468824,1.45044882e-17|0.163840517|0.186073088|0.239186608|0.286369556|0.319157874,,,,,,,,,,0.010827601072378457,0.003096949076279998,0.001300430973060429,0.0016076680039986968
7,0.4,-1.39324190519516,0.3410051763057709,0.36731889843940735,0.2737189531326294,0.222398579120636,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.9864202737808228,1.9899998903274536,6.135015487670898,0.9864202737808228,0.9864202737808228,0.3807089785429465,0.36731889843940735,0.013390080103539148,0.29016615612933944,0.29016615612933944,0.26850192567836123,0.26850192567836123,0.0,0.2685019368667622,0,0,disabled,0.0,1,TRACK,direct_path,0,1.0091568720526993,1.0091568720526993,24,1,1,1,16,1.8185506985654785,0.14003752171993256,0.009387667984832395;0.023891895099404058;0.014650581639848805;0.007809803210460428;0.003985260536545334;0.0074209900444834175;0.02066141904024699;0.0187430031566059;0.005840435348013253;0.008413470044737558;0.009718106581517682;0.034175037043710305;0.002439751433997604;0.020497690575813535;0.029665519392494216;0.025657977246812725;0.027462347994523486;0.027961460811843787;0.029338462974101562;0.006399568052095948;0.02129388590195546;0.036985354979359134;0.0306663892004233;0.01143181164329284,0.14540110528469086;0.12879611551761627;0.12985406816005707;0.1473422795534134;0.1329820305109024;0.1301753669977188;0.14508281648159027;0.14563153684139252;0.14280055463314056;0.13679374754428864;0.121197409927845;0.12380430847406387;0.12193592637777328;0.13159818947315216;0.1294141560792923;0.12754690647125244;0.14003752171993256;0.1447216421365738;0.12653176486492157;0.13051246106624603;0.1509251743555069;0.14454488456249237;0.1331532746553421;0.13042612373828888,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 41}",0.02003752171993256,inf,2.5549637846333367e-09,passthrough,0,0,1,0,0,0,1,2,1.0,0.2661795138588804,0.9864202737808228,0.0,1.0,0.08258872221742086,0,0,0,0,0.15114524307088373,0.0,passthrough,osqp optimal,3.4588721361397926e-09,0,0,12,joint_2_velocity_lower,predictive_link_2,,,0,0,1,solved,osqp,0.0,valid,0.08258872221742086,0.9902688599521328,0|0.148480054|0.167756715|0.223767694|0.273351184|0.303212739,,,,,,,,,,0.012099676998332143,0.0030579939484596252,0.0017292900010943413,0.00168115203268826
8,0.45,-1.397872341841702,0.3464454412460327,0.3540593683719635,0.2693028151988983,0.2238306701183319,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.9628165364265442,0.67856764793396,26.228647232055664,0.9628165364265442,0.9628165364265442,0.3673189025641044,0.3540593683719635,0.013259534192140876,0.2842185863086563,0.2842185863086563,0.26587721520486113,0.26587721520486113,0.0,0.2658772181904493,0,0,disabled,0.0,1,TRACK,direct_path,0,1.0091568720526993,1.0091568720526993,24,1,1,1,16,1.8185506985654785,0.14003752171993256,0.009387667984832395;0.023891895099404058;0.014650581639848805;0.007809803210460428;0.003985260536545334;0.0074209900444834175;0.02066141904024699;0.0187430031566059;0.005840435348013253;0.008413470044737558;0.009718106581517682;0.034175037043710305;0.002439751433997604;0.020497690575813535;0.029665519392494216;0.025657977246812725;0.027462347994523486;0.027961460811843787;0.029338462974101562;0.006399568052095948;0.02129388590195546;0.036985354979359134;0.0306663892004233;0.01143181164329284,0.14540110528469086;0.12879611551761627;0.12985406816005707;0.1473422795534134;0.1329820305109024;0.1301753669977188;0.14508281648159027;0.14563153684139252;0.14280055463314056;0.13679374754428864;0.121197409927845;0.12380430847406387;0.12193592637777328;0.13159818947315216;0.1294141560792923;0.12754690647125244;0.14003752171993256;0.1447216421365738;0.12653176486492157;0.13051246106624603;0.1509251743555069;0.14454488456249237;0.1331532746553421;0.13042612373828888,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 41}",0.02003752171993256,inf,3.5064893008356147e-09,passthrough,0,0,1,0,0,0,1,2,1.0,0.24772762698571826,0.9628165364265442,0.0,1.0,0.07963642031771492,0,0,0,0,0.15114524307088373,0.0,passthrough,osqp optimal,4.4890882796300195e-09,0,0,12,joint_2_velocity_lower,predictive_link_2,,,0,0,1,solved,osqp,0.0,valid,0.07963642031771492,1.0019043062845505,0|0.130145334|0.147204821|0.209317629|0.26228972|0.287763741,,,,,,,,,,0.01188004098366946,0.0038318909937515855,0.0012901369482278824,0.0016094049206003547
9,0.5,-1.412751406065649,0.35422903299331665,0.3409132659435272,0.2650572657585144,0.22713394463062286,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.9470818042755127,0.4626879096031189,4.317595958709717,0.9470818042755127,0.9470818042755127,0.3540593623948577,0.3409132659435272,0.013146096451330469,0.2795709318952987,0.2795709318952987,0.26362790054582425,0.26362790054582425,0.0,0.2636278960953507,0,0,disabled,0.0,1,TRACK,direct_path,0,1.0091568720526993,1.0091568720526993,24,1,1,1,16,1.8185506985654785,0.14003752171993256,0.009387667984832395;0.023891895099404058;0.014650581639848805;0.007809803210460428;0.003985260536545334;0.0074209900444834175;0.02066141904024699;0.0187430031566059;0.005840435348013253;0.008413470044737558;0.009718106581517682;0.034175037043710305;0.002439751433997604;0.020497690575813535;0.029665519392494216;0.025657977246812725;0.027462347994523486;0.027961460811843787;0.029338462974101562;0.006399568052095948;0.02129388590195546;0.036985354979359134;0.0306663892004233;0.01143181164329284,0.14540110528469086;0.12879611551761627;0.12985406816005707;0.1473422795534134;0.1329820305109024;0.1301753669977188;0.14508281648159027;0.14563153684139252;0.14280055463314056;0.13679374754428864;0.121197409927845;0.12380430847406387;0.12193592637777328;0.13159818947315216;0.1294141560792923;0.12754690647125244;0.14003752171993256;0.1447216421365738;0.12653176486492157;0.13051246106624603;0.1509251743555069;0.14454488456249237;0.1331532746553421;0.13042612373828888,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 41}",0.02003752171993256,inf,4.6624544861797814e-09,passthrough,0,0,1,0,0,0,1,2,1.0,0.22135757233600847,0.9470818042755127,0.0,1.0,0.07541721157376136,0,0,0,0,0.15114524307088373,0.0,passthrough,osqp optimal,5.589528991315335e-09,0,0,12,joint_2_velocity_lower,predictive_link_2,,,0,0,1,solved,osqp,0.0,valid,0.07541721157376136,1.0131445230148393,0|0.124034867|0.139016455|0.203481364|0.25729962|0.281715894,,,,,,,,,,0.01079130603466183,0.002655748976394534,0.0017316079465672374,0.0018703319365158677
