step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_goal_velocity_primary_mps,safety_filter_goal_velocity_secondary_used,safety_filter_goal_velocity_secondary_status,safety_filter_command_alignment_previous,safety_filter_command_sign_change,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,safety_filter_goal_velocity_audit_status,safety_filter_max_feasible_goal_velocity_mps,safety_filter_projected_goal_velocity_mps,safety_filter_goal_velocity_feasibility_gap_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-0.8630622117721422,0.17233026027679443,0.3912540078163147,0.37105152010917664,0.12143129855394363,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.348257452249527,6.965148448944092,139.302978515625,1.556618571281433,1.556618571281433,0.39888009134772384,0.3912540078163147,0.007626083531409145,0.5132531840683805,0.17239460968264947,0.4667444285962701,0.1549349469932055,0.31180948160306454,0.46674442515366116,0,0,disabled,0.0,1,TRACK,direct_path,0,0.6366291620070115,0.6366291620070115,23,1,1,1,9,1.2828761437638039,0.13511401414871216,0.0007379685184206801;0.0027948034190633632;0.005239466686034089;0.002028503992540894;0.002461327559823264;0.006794558676853388;0.0019398224318695782;0.0025089871678480842;0.005161438582784178;0.0041552831583875635;0.006546778553169636;0.005394731427006117;0.010682514942125191;0.0031166557611314563;0.0012420690085810902;0.002559067237787428;0.0021549071615373436;0.007109014305984755;0.005434463618378627;0.0029488190488395094;0.003201827417112267;0.0011289590403239572;0.006695360000548387,0.1241748109459877;0.13124185800552368;0.13308270275592804;0.13062407076358795;0.12096551805734634;0.13106562197208405;0.13383319973945618;0.13355126976966858;0.13005226850509644;0.13511401414871216;0.1297345608472824;0.13365192711353302;0.12869751453399658;0.1292969137430191;0.13225379586219788;0.13343435525894165;0.1335551142692566;0.13427655398845673;0.12917925417423248;0.13367927074432373;0.13366517424583435;0.12010393291711807;0.12741060554981232,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 13, 'obstacle_clearance': 29, 'obstacle_contact': 0, 'self_collision': 0}",0.0004555403336558663,65,52,nan,nan,0.0,not_enabled,0,0,1,0,0,0,1,2,1.0,1.0,1.556618571281433,0.0,1.0,0.20013563998893585,0,0,0,0,0.20013563998893585,0.0,filtered,linprog goal-velocity priority optimal,1.322448213304126,0,0,12,joint_0_acceleration_upper|joint_1_acceleration_upper|joint_4_acceleration_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.1749349447015731,1,continuity_tiebreak,0.0,0,goal_velocity_linprog,0.0,valid,0.20013563998893585,0.9266524413885512,0|0|0|0|0|0,0.474831859|0.378801658|0.22607579|0.23307579|0.20013564|0.20313564,0.651164481|0.55513428|0.402408412|0.409408412|0.376468262|0.379468262,0.594831859|0.498801658|0.34607579|0.35307579|0.32013564|0.32313564,0|0|0|0|0|0,-4.82697467e-18|-0.0550786239|-0.109566161|-0.109566161|-0.108822226|-0.108822226,0|0|0|0|0|0,1.89932744|1.46012801|0.794736998|0.822736998|0.691720334|0.703720334,optimal,0.1749349447015731,0.15493494699320548,0.019999997708367606,0.467153639|0.563175976|0.402971327,-0|-0|0,0.4207257580710575,0.0022929799742996693,0.001034812070429325,0.4138315600575879
1,0.1,-1.1977132530911796,0.29644250869750977,0.37594497203826904,0.3602592349052429,0.22480469942092896,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.6959643959999084,6.954580307006836,2.2263193130493164,1.5580483675003052,1.5580483675003052,0.39125400597421744,0.37594497203826904,0.015309033935948402,0.5147003527999874,0.3442077436369895,0.47115426006416394,0.3090131014118735,0.16214115865229045,0.47115425784588133,0,0,disabled,0.0,1,TRACK,direct_path,0,0.6366291620070115,0.6366291620070115,23,1,1,1,9,1.2828761437638039,0.13511401414871216,0.0007379685184206801;0.0027948034190633632;0.005239466686034089;0.002028503992540894;0.002461327559823264;0.006794558676853388;0.0019398224318695782;0.0025089871678480842;0.005161438582784178;0.0041552831583875635;0.006546778553169636;0.005394731427006117;0.010682514942125191;0.0031166557611314563;0.0012420690085810902;0.002559067237787428;0.0021549071615373436;0.007109014305984755;0.005434463618378627;0.0029488190488395094;0.003201827417112267;0.0011289590403239572;0.006695360000548387,0.1241748109459877;0.13124185800552368;0.13308270275592804;0.13062407076358795;0.12096551805734634;0.13106562197208405;0.13383319973945618;0.13355126976966858;0.13005226850509644;0.13511401414871216;0.1297345608472824;0.13365192711353302;0.12869751453399658;0.1292969137430191;0.13225379586219788;0.13343435525894165;0.1335551142692566;0.13427655398845673;0.12917925417423248;0.13367927074432373;0.13366517424583435;0.12010393291711807;0.12741060554981232,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 13, 'obstacle_clearance': 29, 'obstacle_contact': 0, 'self_collision': 0}",0.0004555403336558663,65,52,nan,nan,0.8495647152760523,filtered,0,0,1,0,0,0,1,2,1.0,0.8679878940532191,1.5580483675003052,0.0,1.0,0.17887806304851506,0,0,0,0,0.20013563998893585,0.0,filtered,linprog goal-velocity priority optimal,1.1465101916454998,0,0,12,joint_0_acceleration_upper|joint_1_acceleration_upper|joint_4_acceleration_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.3290130989532808,1,continuity_tiebreak,0.9999683499336243,0,goal_velocity_linprog,0.0,valid,0.17887806304851506,0.9266119685715856,0|0.0847445453|0.165609606|0.165609606|0.172788811|0.172788811,0.474833883|0.367650743|0.204459034|0.211459034|0.178878063|0.181878063,0.651164481|0.543981341|0.380789633|0.387789633|0.355208661|0.358208661,0.594833883|0.487650743|0.324459034|0.331459034|0.298878063|0.301878063,0|0.15|0.15|0.15|0.15|0.15,0|-0.11162841|-0.210679691|-0.210679691|-0.205267827|-0.205267827,0|0|0|0|0|0,1.89933553|1.35897456|0.607156447|0.635156447|0.510244425|0.522244425,optimal,0.3290130989532808,0.3090131014118735,0.0199999975414073,0.467153639|0.563175976|0.402971327,-0|-0|0,0.01314984099008143,0.0023077049991115928,0.001224061008542776,0.005915178917348385
2,0.15000000000000002,-1.4901990509733707,0.4116227626800537,0.3531385660171509,0.3442559242248535,0.31205737590789795,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.0424277782440186,6.935139179229736,5.9012770652771,1.5445057153701782,1.5445057153701782,0.3759449718137302,0.3531385660171509,0.022806405796579332,0.5179265735796008,0.5144804106235165,0.48310480326234095,0.4603536622195639,0.022751141042777034,0.4831048029737993,0,0,disabled,0.0,1,TRACK,direct_path,0,0.6366291620070115,0.6366291620070115,23,1,1,1,9,1.2828761437638039,0.13511401414871216,0.0007379685184206801;0.0027948034190633632;0.005239466686034089;0.002028503992540894;0.002461327559823264;0.006794558676853388;0.0019398224318695782;0.0025089871678480842;0.005161438582784178;0.0041552831583875635;0.006546778553169636;0.005394731427006117;0.010682514942125191;0.0031166557611314563;0.0012420690085810902;0.002559067237787428;0.0021549071615373436;0.007109014305984755;0.005434463618378627;0.0029488190488395094;0.003201827417112267;0.0011289590403239572;0.006695360000548387,0.1241748109459877;0.13124185800552368;0.13308270275592804;0.13062407076358795;0.12096551805734634;0.13106562197208405;0.13383319973945618;0.13355126976966858;0.13005226850509644;0.13511401414871216;0.1297345608472824;0.13365192711353302;0.12869751453399658;0.1292969137430191;0.13225379586219788;0.13343435525894165;0.1335551142692566;0.13427655398845673;0.12917925417423248;0.13367927074432373;0.13366517424583435;0.12010393291711807;0.12741060554981232,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 13, 'obstacle_clearance': 29, 'obstacle_contact': 0, 'self_collision': 0}",0.0004555403336558663,65,52,nan,nan,0.7358630293903731,filtered,0,0,1,0,0,0,1,2,1.0,0.7092410816699596,1.5445057153701782,0.0,1.0,0.15347857306719354,0,0,0,0,0.20013563998893585,0.0,filtered,linprog goal-velocity priority optimal,1.0245077821598254,0,0,12,joint_0_acceleration_upper|joint_1_acceleration_upper|joint_4_acceleration_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.4803536485337658,1,continuity_tiebreak,0.9998597502708435,0,goal_velocity_linprog,0.0,valid,0.15347857306719354,0.9265739567725615,0|0.174252366|0.332153296|0.332153296|0.346005204|0.346005204,0.474835783|0.352590938|0.177787789|0.184787789|0.153478573|0.15647857,0.651164481|0.528919636|0.354116487|0.361116487|0.329807271|0.332807268,0.594835783|0.472590938|0.297787789|0.304787789|0.273478573|0.27647857,0|0.15|0.15|0.15|0.15|0.15,0|-0.174645044|-0.302300999|-0.302300999|-0.284855317|-0.284855317,0|0|0|0|0|0,1.89934313|1.23571871|0.408850159|0.436850159|0.329058975|0.341058962,optimal,0.4803536485337658,0.4603536622195639,0.019999986314201856,0.467153639|0.563175976|0.402971327,-0|-0|0,0.012699672020971775,0.0022555229952558875,0.0010989389847964048,0.0052495410200208426
3,0.2,-1.6618732513577095,0.47995778918266296,0.3268774449825287,0.32601529359817505,0.35727784037590027,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.2027455568313599,3.2319424152374268,74.9166030883789,1.405138611793518,1.405138611793518,0.3531385632536809,0.3268774449825287,0.02626111827115224,0.4668768307984436,0.6007667047640132,0.43738435803988107,0.5297887197335307,-0.09240436169364963,0.4373843546171495,0,0,disabled,0.0,1,TRACK,direct_path,0,0.6366291620070115,0.6366291620070115,23,1,1,1,9,1.2828761437638039,0.13511401414871216,0.0007379685184206801;0.0027948034190633632;0.005239466686034089;0.002028503992540894;0.002461327559823264;0.006794558676853388;0.0019398224318695782;0.0025089871678480842;0.005161438582784178;0.0041552831583875635;0.006546778553169636;0.005394731427006117;0.010682514942125191;0.0031166557611314563;0.0012420690085810902;0.002559067237787428;0.0021549071615373436;0.007109014305984755;0.005434463618378627;0.0029488190488395094;0.003201827417112267;0.0011289590403239572;0.006695360000548387,0.1241748109459877;0.13124185800552368;0.13308270275592804;0.13062407076358795;0.12096551805734634;0.13106562197208405;0.13383319973945618;0.13355126976966858;0.13005226850509644;0.13511401414871216;0.1297345608472824;0.13365192711353302;0.12869751453399658;0.1292969137430191;0.13225379586219788;0.13343435525894165;0.1335551142692566;0.13427655398845673;0.12917925417423248;0.13367927074432373;0.13366517424583435;0.12010393291711807;0.12741060554981232,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 13, 'obstacle_clearance': 29, 'obstacle_contact': 0, 'self_collision': 0}",0.0004555403336558663,65,52,nan,nan,0.6633240472757185,filtered,0,0,1,0,0,0,1,2,1.0,0.5300321699123004,1.405138611793518,0.0,1.0,0.12480514718596808,0,0,0,0,0.20013563998893585,0.0,filtered,linprog goal-velocity priority optimal,0.9115892987522932,0,0,12,joint_0_velocity_upper|joint_1_velocity_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.549788726679142,1,continuity_tiebreak,0.9998359084129333,0,goal_velocity_linprog,0.0,valid,0.12480514718596808,0.9266584558337583,0|0.266857583|0.498975335|0.498975335|0.518674737|0.518674737,0.474831558|0.332944741|0.146149837|0.153149837|0.124805147|0.127805147,0.651164481|0.509277664|0.32248276|0.32948276|0.30113807|0.30413807,0.594831558|0.452944741|0.266149837|0.273149837|0.244805147|0.247805147,0|0.15|0.15|0.15|0.15|0.15,0|-0.213895047|-0.334388178|-0.334388178|-0.295117251|-0.295117251,0|0|0|0|0|0,1.89932623|1.11788392|0.250211171|0.278211171|0.204103338|0.216103338,optimal,0.549788726679142,0.5297887197335307,0.020000006945611326,0.467153639|0.563175976|0.402971327,-0|-0|0,0.013806218048557639,0.002951967064291239,0.0010246329475194216,0.006090185954235494
4,0.25,-1.7542139979506146,0.508287250995636,0.30129456520080566,0.3083927035331726,0.3722960352897644,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.2027455568313599,0.0,64.63884735107422,1.1572428941726685,1.1572428941726685,0.3268774384460612,0.30129456520080566,0.025582873245255544,0.34096513818689184,0.6066193116924128,0.3207119843373668,0.5196102283237299,-0.19889824398636313,0.3207119779241881,0,0,disabled,0.0,1,TRACK,direct_path,0,0.6366291620070115,0.6366291620070115,23,1,1,1,9,1.2828761437638039,0.13511401414871216,0.0007379685184206801;0.0027948034190633632;0.005239466686034089;0.002028503992540894;0.002461327559823264;0.006794558676853388;0.0019398224318695782;0.0025089871678480842;0.005161438582784178;0.0041552831583875635;0.006546778553169636;0.005394731427006117;0.010682514942125191;0.0031166557611314563;0.0012420690085810902;0.002559067237787428;0.0021549071615373436;0.007109014305984755;0.005434463618378627;0.0029488190488395094;0.003201827417112267;0.0011289590403239572;0.006695360000548387,0.1241748109459877;0.13124185800552368;0.13308270275592804;0.13062407076358795;0.12096551805734634;0.13106562197208405;0.13383319973945618;0.13355126976966858;0.13005226850509644;0.13511401414871216;0.1297345608472824;0.13365192711353302;0.12869751453399658;0.1292969137430191;0.13225379586219788;0.13343435525894165;0.1335551142692566;0.13427655398845673;0.12917925417423248;0.13367927074432373;0.13366517424583435;0.12010393291711807;0.12741060554981232,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 13, 'obstacle_clearance': 29, 'obstacle_contact': 0, 'self_collision': 0}",0.0004555403336558663,65,52,nan,nan,0.648754002702083,filtered,0,0,1,0,0,0,1,2,1.0,0.39174791421225896,1.1572428941726685,0.0,1.0,0.10267966627396144,0,0,0,0,0.20013563998893585,0.0,filtered,linprog goal-velocity priority optimal,0.8525654486750707,0,0,12,joint_0_velocity_upper|joint_1_velocity_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.5354644217255913,1,continuity_tiebreak,1.0000001192092896,0,goal_velocity_linprog,0.0,valid,0.10267966627396144,0.9267778000596423,0|0.314401137|0.585983867|0.585983867|0.606580989|0.606580989,0.474825591|0.31506723|0.119463981|0.126463981|0.102679666|0.105679666,0.651164481|0.49140612|0.295802871|0.302802871|0.279018556|0.282018556,0.594825591|0.43506723|0.239463981|0.246463981|0.222679666|0.225679666,0|0.15|0.15|0.15|0.15|0.15,0|-0.224661145|-0.321170147|-0.321170147|-0.261685757|-0.261685757,0|0|0|0|0|0,1.89930236|1.03560777|0.156685776|0.184685776|0.149032908|0.161032908,optimal,0.5354644217255913,0.5196102283237299,0.01585419340186134,0.467153639|0.563175976|0.402971327,-0|-0|0,0.012680931016802788,0.001998456078581512,0.0011545949382707477,0.005872010951861739
5,0.30000000000000004,-1.8852305404162735,0.5432244539260864,0.27679991722106934,0.29163363575935364,0.39274635910987854,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.2027455568313599,0.0,0.0,0.8908032774925232,0.8908032774925232,0.3012945701806271,0.27679991722106934,0.024494652959557772,0.24796222441620314,0.612256100720596,0.23513735352955697,0.5023156756487834,-0.26717832211922643,0.23513735741592656,0,0,disabled,0.0,1,TRACK,direct_path,0,0.6366291620070115,0.6366291620070115,23,1,1,1,9,1.2828761437638039,0.13511401414871216,0.0007379685184206801;0.0027948034190633632;0.005239466686034089;0.002028503992540894;0.002461327559823264;0.006794558676853388;0.0019398224318695782;0.0025089871678480842;0.005161438582784178;0.0041552831583875635;0.006546778553169636;0.005394731427006117;0.010682514942125191;0.0031166557611314563;0.0012420690085810902;0.002559067237787428;0.0021549071615373436;0.007109014305984755;0.005434463618378627;0.0029488190488395094;0.003201827417112267;0.0011289590403239572;0.006695360000548387,0.1241748109459877;0.13124185800552368;0.13308270275592804;0.13062407076358795;0.12096551805734634;0.13106562197208405;0.13383319973945618;0.13355126976966858;0.13005226850509644;0.13511401414871216;0.1297345608472824;0.13365192711353302;0.12869751453399658;0.1292969137430191;0.13225379586219788;0.13343435525894165;0.1335551142692566;0.13427655398845673;0.12917925417423248;0.13367927074432373;0.13366517424583435;0.12010393291711807;0.12741060554981232,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 13, 'obstacle_clearance': 29, 'obstacle_contact': 0, 'self_collision': 0}",0.0004555403336558663,65,52,nan,nan,0.7367212647994554,filtered,0,0,1,0,0,0,1,2,1.0,0.30041402138142054,0.8908032774925232,0.0,1.0,0.08806624342102728,0,0,0,0,0.20013563998893585,0.0,filtered,linprog goal-velocity priority optimal,0.8325434969751049,0,0,12,joint_0_velocity_upper|joint_1_velocity_upper,predictive_link_2,,,0,0,0,optimal; continuity_tiebreak,0.5130748798529394,1,continuity_tiebreak,1.0000001192092896,0,goal_velocity_linprog,0.0,valid,0.08806624342102728,0.9266646374435732,0|0.317678967|0.593215344|0.593215344|0.612214976|0.612214976,0.474831249|0.301299808|0.100283825|0.107283825|0.0880662434|0.0910662329,0.651164481|0.47763304|0.276617057|0.283617057|0.264399475|0.267399465,0.594831249|0.421299808|0.220283825|0.227283825|0.208066243|0.211066233,0|0.15|0.15|0.15|0.15|0.15,0|-0.236414559|-0.313877144|-0.313877144|-0.235877702|-0.235877702,0|0|0|0|0|0,1.899325|0.968784675|0.0872581563|0.115258156|0.116387272|0.12838723,optimal,0.5130748798529394,0.5023156756487834,0.010759204204155992,0.467153639|0.563175976|0.402971327,-0|-0|0,0.012991568073630333,0.0025258070090785623,0.0010923389345407486,0.005396025022491813
6,0.35000000000000003,-2.070788269195278,0.5883473753929138,0.2539350688457489,0.27601513266563416,0.4164281487464905,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.2027455568313599,0.0,0.0,0.7485306859016418,0.7485306859016418,0.2767999031521213,0.2539350688457489,0.022864834306372372,0.2016385548264798,0.6176646910977402,0.19213206487044018,0.4756232886238334,-0.2834912237533932,0.1921320551049169,0,0,disabled,0.0,1,TRACK,direct_path,0,0.6366291620070115,0.6366291620070115,23,1,1,1,9,1.2828761437638039,0.13511401414871216,0.0007379685184206801;0.0027948034190633632;0.005239466686034089;0.002028503992540894;0.002461327559823264;0.006794558676853388;0.0019398224318695782;0.0025089871678480842;0.005161438582784178;0.0041552831583875635;0.006546778553169636;0.005394731427006117;0.010682514942125191;0.0031166557611314563;0.0012420690085810902;0.002559067237787428;0.0021549071615373436;0.007109014305984755;0.005434463618378627;0.0029488190488395094;0.003201827417112267;0.0011289590403239572;0.006695360000548387,0.1241748109459877;0.13124185800552368;0.13308270275592804;0.13062407076358795;0.12096551805734634;0.13106562197208405;0.13383319973945618;0.13355126976966858;0.13005226850509644;0.13511401414871216;0.1297345608472824;0.13365192711353302;0.12869751453399658;0.1292969137430191;0.13225379586219788;0.13343435525894165;0.1335551142692566;0.13427655398845673;0.12917925417423248;0.13367927074432373;0.13366517424583435;0.12010393291711807;0.12741060554981232,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 13, 'obstacle_clearance': 29, 'obstacle_contact': 0, 'self_collision': 0}",0.0004555403336558663,65,52,nan,nan,0.9345986010722696,filtered,0,0,1,0,0,0,1,2,1.0,0.22015597446614932,0.7485306859016418,0.0,1.0,0.07522495591458389,0,0,0,0,0.20013563998893585,0.0,filtered,linprog goal-velocity priority optimal,0.8697197980571062,0,0,12,joint_0_velocity_upper|joint_1_velocity_upper,predictive_link_2,,,0,0,0,optimal; continuity_tiebreak,0.4902451977940654,1,continuity_tiebreak,1.0000001192092896,0,goal_velocity_linprog,0.0,valid,0.07522495591458389,0.9263063211377819,0|0.321165745|0.600167754|0.600167754|0.617620411|0.617620411,0.474849165|0.287127968|0.081869154|0.088869154|0.0752249559|0.0782249559,0.651164481|0.463443284|0.25818447|0.26518447|0.251540272|0.254540272,0.594849165|0.407127968|0.201869154|0.208869154|0.195224956|0.198224956,0|0.15|0.15|0.15|0.15|0.15,0|-0.2473215|-0.301315354|-0.301315354|-0.203480064|-0.203480064,0|0|0|0|0|0,1.89939666|0.90119037|0.0261612624|0.0541612624|0.0974197596|0.10941976,optimal,0.4902451977940654,0.47562328862383346,0.014621909170231928,0.467153639|0.563175976|0.402971327,-0|-0|0,0.013639301992952824,0.00218242802657187,0.0013404970522969961,0.006480523035861552
7,0.4,-2.1814140608852113,0.605912446975708,0.23437021672725677,0.2630559802055359,0.42497095465660095,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.1784250736236572,0.8533120155334473,17.066240310668945,0.719906747341156,0.719906747341156,0.2539350771123342,0.23437021672725677,0.01956486038507743,0.1872942691393789,0.6052744924910125,0.17904700494837222,0.41634250995265104,-0.23729550500427882,0.17904701077705648,0,0,disabled,0.0,1,TRACK,direct_path,0,0.6366291620070115,0.6366291620070115,23,1,1,1,9,1.2828761437638039,0.13511401414871216,0.0007379685184206801;0.0027948034190633632;0.005239466686034089;0.002028503992540894;0.002461327559823264;0.006794558676853388;0.0019398224318695782;0.0025089871678480842;0.005161438582784178;0.0041552831583875635;0.006546778553169636;0.005394731427006117;0.010682514942125191;0.0031166557611314563;0.0012420690085810902;0.002559067237787428;0.0021549071615373436;0.007109014305984755;0.005434463618378627;0.0029488190488395094;0.003201827417112267;0.0011289590403239572;0.006695360000548387,0.1241748109459877;0.13124185800552368;0.13308270275592804;0.13062407076358795;0.12096551805734634;0.13106562197208405;0.13383319973945618;0.13355126976966858;0.13005226850509644;0.13511401414871216;0.1297345608472824;0.13365192711353302;0.12869751453399658;0.1292969137430191;0.13225379586219788;0.13343435525894165;0.1335551142692566;0.13427655398845673;0.12917925417423248;0.13367927074432373;0.13366517424583435;0.12010393291711807;0.12741060554981232,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 13, 'obstacle_clearance': 29, 'obstacle_contact': 0, 'self_collision': 0}",0.0004555403336558663,65,52,nan,nan,1.0,filtered,0,0,1,0,0,0,1,2,1.0,0.15317484322470176,0.719906747341156,0.0,1.0,0.06450797491595228,0,0,0,0,0.20013563998893585,0.0,filtered,linprog goal-velocity priority optimal,0.8797515546969304,0,1,12,predictive_link_2|joint_1_velocity_upper,predictive_link_2,,,0,0,0,optimal; continuity_tiebreak,0.43313944644126184,1,continuity_tiebreak,0.9995664954185486,0,goal_velocity_linprog,0.0,valid,0.06450797491595228,0.925688429476125,6.07120946e-19|0.324837925|0.606818125|0.606818125|0.62278592|0.62278592,0.47488006|0.272608295|0.064526739|0.071526739|0.0645079749|0.0675079749,0.651164481|0.448892717|0.24081116|0.24781116|0.240792396|0.243792396,0.59488006|0.392608295|0.184526739|0.191526739|0.184507975|0.187507975,0|0.15|0.15|0.15|0.15|0.15,-3.71180932e-19|-0.250417069|-0.258106951|-0.258106951|-0.141937799|-0.141937799,0|0|0|0|0|0,1.89952024|0.840016111|4.78870632e-09|0.0280000048|0.116094101|0.128094101,optimal,0.43313944644126184,0.416342509952651,0.01679693648861086,0.467153639|0.563175976|0.402971327,-0|-0|0,0.012980746920220554,0.002465412952005863,0.0010218099923804402,0.005856532021425664
