episode,step,episode_reward,episode_cost,episode_length,success,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,safety_violation_rate,min_distance,mean_risk,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,lambda,alpha
1,520012,22.9764477239875,1.42540979757905,12,1,0,0,0,0,0,,0.0,0.24923810362815857,0.11878414979825418,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.01144375465810299
2,520021,22.305848209747257,0.840360626578331,9,1,0,0,0,0,0,,0.0,0.40082061290740967,0.09337340295314789,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.01144375465810299
3,520034,21.711162506436605,0.9560717791318893,13,1,0,0,0,0,0,,0.0,0.42130929231643677,0.07354398301014534,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.01144375465810299
4,520045,21.73606049512738,1.7418662942945957,11,1,0,0,0,0,0,,0.0,0.1800546497106552,0.1583514812995087,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.01144375465810299
5,520061,22.91708734634872,0.6340249422937632,16,1,0,0,0,0,0,,0.0,0.4907483160495758,0.0396265588933602,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.01144375465810299
6,520077,22.695869171581997,1.0838599391281605,16,1,0,0,0,0,0,,0.0,0.48104968667030334,0.06774124619551003,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.01144375465810299
7,520096,17.6220850176251,3.9732352420687675,19,1,0,0,0,0,0,,0.0,0.3394753038883209,0.20911764431940882,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.01144375465810299
8,520106,14.17055360458539,4.423090562224388,10,1,0,0,0,0,0,,0.0,0.20080143213272095,0.4423090562224388,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.01144375465810299
9,520115,17.84614338981678,2.3656169772148132,9,1,0,0,0,0,0,,0.0,0.30989038944244385,0.26284633080164593,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.01144375465810299
10,520138,6.270273702832334,8.208199962973595,23,1,0,0,0,0,0,,0.0,0.16649872064590454,0.3568782592597215,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.01144375465810299
11,520163,17.376609894427908,3.2159083373844624,25,1,0,0,0,0,0,,0.0,0.3637503683567047,0.1286363334953785,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.01144375465810299
12,520175,23.589591086415926,0.6251679584383965,12,1,0,0,0,0,0,,0.0,0.37379124760627747,0.05209732986986637,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.01144375465810299
13,520367,-72.22227963238564,42.890041410923004,192,1,0,0,0,0,0,,0.0,0.19281430542469025,0.22338563234855732,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.01144375465810299
14,520380,17.731729898305044,2.773449122905731,13,1,0,0,0,0,0,,0.0,0.25783729553222656,0.21334224022351778,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.01144375465810299
15,520392,22.229237604764016,0.9801556542515755,12,1,0,0,0,0,0,,0.0,0.30958929657936096,0.08167963785429795,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.01144375465810299
16,520408,23.094919698540718,0.5778665523976088,16,1,0,0,0,0,0,,0.0,0.41096797585487366,0.03611665952485055,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.01144375465810299
17,520648,-19.34388299549221,8.446369804441929,240,0,0,0,0,0,0,,0.0,0.5164455771446228,0.03519320751850804,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.01144375465810299
18,520664,21.86300344308937,1.1034406460821629,16,1,0,0,0,0,0,,0.0,0.42428386211395264,0.06896504038013518,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.01144375465810299
19,520678,15.469875922089006,4.368672005832195,14,1,0,0,0,0,0,,0.0,0.3436828851699829,0.31204800041658537,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.01144375465810299
20,520704,3.54825199414932,10.886591985821724,26,1,0,0,0,0,0,,0.0,0.1673634648323059,0.4187150763777586,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.01144375465810299
21,520715,23.683435087282472,0.3809041902422905,11,1,0,0,0,0,0,,0.0,0.49969106912612915,0.034627653658390045,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.01144375465810299
22,520955,-130.44447707419593,35.59697099030018,240,0,0,0,0,0,0,,0.0,0.2044280618429184,0.1483207124595841,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.01144375465810299
23,520965,22.801667614549185,0.8773316219449043,10,1,0,0,0,0,0,,0.0,0.37465929985046387,0.08773316219449043,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.01144375465810299
