step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_capsule_overlap,collision_pybullet_contact,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-0.1738118467685233,0.07272148132324219,0.2123875766992569,0.4921865463256836,0.07049695402383804,0.35,1,0,0,0,0,,,nan,0,0.3047589659690857,6.095179080963135,121.90357971191406,0.3047589659690857,1.0,nan,0,0,0,0,0.33643121249043806,0.0,passthrough,3.8527534123834884e-10,0,0,12,,workspace_y_upper,0,0,1,solved,osqp,0.0,valid,0.33643121249043806,0.523181161|0.336431212|0.36347863|0.421995653|0.410692315|0.451024294,0.673181161|0.486431212|0.51347863|0.571995653|0.560692315|0.601024294,0.643181161|0.456431212|0.48347863|0.541995653|0.530692315|0.571024294,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0636263205|0.117797512|0.123768104|0.110343507,-0.121366019|-0.0742608971|-0.124726376|-0.17832028|-0.177037718|-0.175812283,1.97135863|1.27146395|1.39281447|1.62745984|1.58949964|1.7386284,0.682981014|-0.479229629|0.26614809,-0.0422505699|0.16463539|0.0547944605,0.0041397446766495705,0.0008644824847579002,0.001246708445250988,0.002005031332373619
1,0.1,-0.1469598571520942,0.08712340891361237,0.21064968407154083,0.48864907026290894,0.0843568667769432,0.35,1,0,0,0,0,,,nan,0,0.3099104166030884,4.870253086090088,182.56324768066406,0.31170469522476196,1.0,nan,0,0,0,0,0.33643121249043806,0.0,filtered,0.022811295967850552,0,0,12,joint_0_acceleration_lower,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.33086791318661246,0.517216877|0.330867913|0.358798379|0.419060985|0.408597161|0.447575096,0.667216877|0.480867913|0.508798379|0.569060985|0.558597161|0.597575096,0.637216877|0.450867913|0.478798379|0.539060985|0.528597161|0.567575096,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0489760385|0.00669633939|-0.00480182133|-0.00250404897,-0.120308859|-0.0724536889|-0.123458937|-0.178347183|-0.177138476|-0.175862584,1.94855865|1.25101796|1.36071062|1.50459309|1.45244835|1.61193375,0.680868149|-0.470997751|0.268887877,-0.0422505699|0.16463539|0.0547944605,0.003233925439417362,0.0008300384506583214,0.0009679282084107399,0.0014153383672237396
2,0.15000000000000002,-0.21282006287052468,0.0665225014090538,0.21346819400787354,0.484880268573761,0.06359951198101044,0.35,1,0,0,0,0,,,nan,0,0.3790598213672638,6.653602600097656,189.9215545654297,0.3855128288269043,1.0,nan,0,0,0,0,0.33643121249043806,0.0,filtered,0.017718847120593788,0,0,12,joint_4_acceleration_upper,workspace_y_upper,0,0,1,solved,osqp,0.0,valid,0.3276349498743788,0.511223246|0.32763495|0.355191756|0.410486556|0.399747156|0.438842028,0.661223246|0.47763495|0.505191756|0.560486556|0.549747156|0.588842028,0.631223246|0.44763495|0.475191756|0.530486556|0.519747156|0.558842028,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0821880815|0.0543941856|0.0537299078|0.0488138431,-0.119239867|-0.0703739336|-0.121796741|-0.178358333|-0.17719774|-0.175727898,1.92565312|1.24016587|1.38115837|1.51798208|1.47552079|1.62845406,0.678755283|-0.462765872|0.271627665,-0.0422505699|0.16463539|0.0547944605,0.004259293898940086,0.0008403174579143524,0.0013793641701340675,0.0020169662311673164
3,0.2,-0.15102863726958463,0.06677193194627762,0.21304593980312347,0.48049408197402954,0.06452452391386032,0.35,1,0,0,0,0,,,nan,0,0.37923553586006165,3.2865421772003174,179.0899658203125,0.37923553586006165,1.0,nan,0,0,0,0,0.33643121249043806,0.0,passthrough,7.300283665228158e-10,0,0,12,,workspace_y_upper,0,0,1,solved,osqp,0.0,valid,0.32416947004885566,0.505300913|0.32416947|0.352841998|0.404384944|0.393226134|0.432519417,0.655300913|0.47416947|0.502841998|0.554384944|0.543226134|0.582519417,0.625300913|0.44416947|0.472841998|0.524384944|0.513226134|0.552519417,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0723042624|0.0635266142|0.0587312122|0.0680160818,-0.118144814|-0.0683012518|-0.119951322|-0.178414237|-0.177334802|-0.175699544,1.90305884|1.22837663|1.36372093|1.50265215|1.45430095|1.62239421,0.676642418|-0.454533994|0.274367452,-0.0422505699|0.16463539|0.0547944605,0.004317400045692921,0.001247684471309185,0.0010061999782919884,0.0020305821672081947
4,0.25,-0.16723866385002553,0.06940831243991852,0.21336151659488678,0.47662055492401123,0.06614817678928375,0.35,1,0,0,0,0,,,nan,0,0.3966057300567627,3.3221914768218994,92.57650756835938,0.3966057300567627,1.0,nan,0,0,0,0,0.33643121249043806,0.0,passthrough,5.533193992403941e-10,0,0,12,,workspace_y_upper,0,0,1,solved,osqp,0.0,valid,0.32008085979826095,0.499458932|0.32008086|0.349744139|0.398731238|0.386986581|0.427048421,0.649458932|0.47008086|0.499744139|0.548731238|0.536986581|0.577048421,0.619458932|0.44008086|0.469744139|0.518731238|0.506986581|0.547048421,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0942342079|0.0614261377|0.0529432047|0.0602786495,-0.117022118|-0.0662648104|-0.118266526|-0.178411521|-0.177444166|-0.175519706,1.88081361|1.21405863|1.37494424|1.47793957|1.42344536|1.59295263,0.674529552|-0.446302116|0.277107239,-0.0422505699|0.16463539|0.0547944605,0.004372496157884598,0.001516127958893776,0.0011779945343732834,0.0016473513096570969
5,0.30000000000000004,-0.16950580499648824,0.07355478405952454,0.21361465752124786,0.473164439201355,0.07008934020996094,0.35,1,0,0,0,0,,,nan,0,0.42413654923439026,1.1490885019302368,58.881134033203125,0.42413654923439026,1.0,nan,0,0,0,0,0.33643121249043806,0.0,passthrough,5.171021399615304e-10,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.3165162959068385,0.493661956|0.316516296|0.348020509|0.392956573|0.380271564|0.421161708,0.643661956|0.466516296|0.498020509|0.542956573|0.530271564|0.571161708,0.613661956|0.436516296|0.468020509|0.512956573|0.500271564|0.541161708,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.106824577|0.0541196903|0.0423289444|0.0477596261,-0.115876394|-0.064154824|-0.11631922|-0.178407214|-0.177583905|-0.17545005,1.85877143|1.20191036|1.38258739|1.44753877|1.38583129|1.55695641,0.672416687|-0.438070238|0.279847026,-0.0422505699|0.16463539|0.0547944605,0.0043088337406516075,0.0013897465541958809,0.0015478171408176422,0.0013474663719534874
6,0.35000000000000003,-0.1850723206361076,0.07454407215118408,0.21462304890155792,0.46990638971328735,0.07086222618818283,0.35,1,0,0,0,0,,,nan,0,0.44559916853904724,1.5846052169799805,36.573028564453125,0.44559916853904724,1.0,nan,0,0,0,0,0.33643121249043806,0.0,passthrough,5.680637122677027e-10,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.31337875768772805,0.487913349|0.313378758|0.347208991|0.386801062|0.373027107|0.41461227,0.637913349|0.463378758|0.497208991|0.536801062|0.523027107|0.56461227,0.607913349|0.433378758|0.467208991|0.506801062|0.493027107|0.53461227,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.118396977|0.0575285687|0.0460443806|0.0497033822,-0.114706889|-0.0619818508|-0.114193697|-0.178379103|-0.177728552|-0.175367884,1.83694651|1.19153318|1.39303924|1.42635371|1.36042426|1.53278458,0.670303822|-0.429838359|0.282586813,-0.0422505699|0.16463539|0.0547944605,0.0042066071182489395,0.0008736327290534973,0.001237412914633751,0.0020344071090221405
7,0.4,-0.18318599028076277,0.07317160069942474,0.21556663513183594,0.46652817726135254,0.06927162408828735,0.35,1,0,0,0,0,,,nan,0,0.4516506791114807,0.9585878252983093,30.216632843017578,0.4516506791114807,1.0,nan,0,0,0,0,0.33643121249043806,0.0,passthrough,5.623865228790494e-10,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.3104455017457791,0.482222359|0.310445502|0.347101313|0.380844228|0.365839333|0.408086975,0.632222359|0.460445502|0.497101313|0.530844228|0.515839333|0.558086975,0.602222359|0.430445502|0.467101313|0.500844228|0.485839333|0.528086975,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.119445686|0.0653819953|0.0542032425|0.0587800408,-0.113512011|-0.0597688582|-0.11194048|-0.178320903|-0.177868214|-0.175296126,1.81537743|1.18201315|1.39591046|1.410438|1.33969236|1.51583182,0.668190956|-0.421606481|0.2853266,-0.0422505699|0.16463539|0.0547944605,0.0042115310207009315,0.0009840307757258415,0.0011611226946115494,0.002034640870988369
8,0.45,-0.18546780729806023,0.07318252325057983,0.2165830433368683,0.4631679654121399,0.06905879080295563,0.35,1,0,0,0,0,,,nan,0,0.44075658917427063,1.317220687866211,29.248083114624023,0.44075658917427063,1.0,nan,0,0,0,0,0.33643121249043806,0.0,passthrough,4.986054758450262e-10,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.3073938378188197,0.476600431|0.307393838|0.346998908|0.375295449|0.359002836|0.402059861,0.626600431|0.457393838|0.496998908|0.525295449|0.509002836|0.552059861,0.596600431|0.427393838|0.466998908|0.495295449|0.479002836|0.522059861,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.117081921|0.0685229452|0.0569293144|0.0592586594,-0.112289857|-0.0575440083|-0.109682827|-0.178226585|-0.177989992|-0.175282815,1.79411187|1.17203134|1.39539473|1.39147816|1.31495067|1.49221529,0.666078091|-0.413374603|0.288066387,-0.0422505699|0.16463539|0.0547944605,0.004065932705998421,0.0015267757698893547,0.001061110757291317,0.001444176770746708
9,0.5,-0.19539944311297064,0.08638415485620499,0.21738024055957794,0.46031540632247925,0.08198848366737366,0.35,1,0,0,0,0,,,nan,0,0.4505501389503479,1.2545926570892334,21.62354278564453,0.4505501389503479,1.0,nan,0,0,0,0,0.33643121249043806,0.0,passthrough,4.996577681977001e-10,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.3043639740688021,0.471043312|0.304363974|0.346830024|0.369903539|0.352364917|0.396220993,0.621043312|0.454363974|0.496830024|0.519903539|0.502364917|0.546220993,0.591043312|0.424363974|0.466830024|0.489903539|0.472364917|0.516220993,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.115835196|0.0528279997|0.0376828883|0.0412721764,-0.111040738|-0.0552936961|-0.107415801|-0.178101239|-0.178087463|-0.17544858,1.77313251|1.1621622|1.39573949|1.35434092|1.26905509|1.45070757,0.663965225|-0.405142725|0.290806174,-0.0422505699|0.16463539|0.0547944605,0.003289736807346344,0.0008964184671640396,0.0009277025237679482,0.0014437241479754448
