step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_capsule_overlap,collision_pybullet_contact,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-0.8418383818703672,0.491277277469635,0.425921767950058,0.18328335881233215,0.44725826382637024,0.35,2,0,0,0,0,,,nan,0,0.42488640546798706,8.49772834777832,169.95455932617188,0.4558064639568329,1.0,nan,0,0,0,0,0.02017198790955818,0.0,filtered,0.044651823850445416,0,0,12,,predictive_link_2,0,0,1,solved,osqp,0.0,valid,0.02017198790955818,0.368141316|0.231689892|0.0201719879|0.079733188|0.103741418|0.0849903386,0.518141316|0.381689892|0.170171988|0.229733188|0.253741418|0.234990339,0.488141316|0.351689892|0.140171988|0.199733188|0.223741418|0.204990339,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0889055937|0.104106261|0.0640395167|0.0662431112,-0.129665093|-0.0835321529|-0.109943678|-0.149627536|-0.124967391|-0.1310412,1.34290017|0.843227413|0.0596498674|0.273411477|0.354037799|0.275163265,0.350281358|0.561374664|0.419202209,-0.00872976519|-0.160522223|-0.000251085701,0.0044577280059456825,0.0014276495203375816,0.0013754647225141525,0.0016159284859895706
1,0.1,-0.7268218731311765,0.451589971780777,0.4213365316390991,0.18069571256637573,0.40730175375938416,0.35,2,0,0,0,0,,,nan,0,0.5870059728622437,5.212685585021973,156.1237335205078,0.5870059728622437,1.0,nan,0,0,0,0,0.02017198790955818,0.0,passthrough,5.90307923184106e-10,0,0,12,,predictive_link_2,0,0,1,solved,osqp,0.0,valid,0.01659788757191219,0.361590416|0.225703871|0.0165978876|0.0769466443|0.100580193|0.0811593042,0.511590416|0.375703871|0.166597888|0.226946644|0.250580193|0.231159304,0.481590416|0.345703871|0.136597888|0.196946644|0.220580193|0.201159304,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.150232016|0.187018725|0.105808405|0.109741604,-0.128993862|-0.0819649423|-0.108045346|-0.149493411|-0.125224394|-0.131387122,1.3173678|0.820850541|0.10857822|0.345311891|0.382904783|0.302991699,0.349844694|0.55334878|0.419189692,-0.00872976519|-0.160522223|-0.000251085701,0.0037939269095659256,0.0010653100907802582,0.0011352989822626114,0.0015687886625528336
2,0.15000000000000002,-0.6367100125649656,0.44771212339401245,0.4127621054649353,0.1783866584300995,0.4032522439956665,0.35,2,0,0,0,0,,,nan,0,0.7125753164291382,5.091609477996826,83.15288543701172,0.71257483959198,1.0,nan,0,0,0,0,0.02017198790955818,0.0,filtered,9.76738130079811e-07,0,0,12,,predictive_link_2,0,0,1,solved,osqp,0.0,valid,0.014249559338175927,0.355008749|0.218356768|0.0142495593|0.0779249462|0.0996610628|0.0796089939,0.505008749|0.368356768|0.164249559|0.227924946|0.249661063|0.229608994,0.475008749|0.338356768|0.134249559|0.197924946|0.219661063|0.199608994,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.16656475|0.226467996|0.116626542|0.127679651,-0.128309668|-0.0804794109|-0.106342085|-0.149537401|-0.126572638|-0.13284495,1.29172533|0.79294766|0.117220903|0.38863038|0.388698155|0.313270676,0.349408031|0.545322895|0.419177175,-0.00872976519|-0.160522223|-0.000251085701,0.004522530362010002,0.0015848902985453606,0.0013003051280975342,0.0016033481806516647
3,0.2,-0.4823288850080622,0.3725992739200592,0.40089789032936096,0.17757457494735718,0.32871732115745544,0.35,2,0,0,0,0,,,nan,0,0.7986475229263306,4.2979607582092285,72.6290512084961,0.7986475229263306,1.0,nan,0,0,0,0,0.02017198790955818,0.0,passthrough,8.179478976446649e-10,0,0,12,,predictive_link_2,0,0,1,solved,osqp,0.0,valid,0.012175203969662401,0.348440019|0.21057945|0.012175204|0.0806240387|0.0995939683|0.0789912419,0.498440019|0.36057945|0.162175204|0.230624039|0.249593968|0.228991242,0.468440019|0.33057945|0.132175204|0.200624039|0.219593968|0.198991242,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.198188316|0.244944216|0.103167981|0.119091635,-0.127608112|-0.0790043947|-0.104673641|-0.149434243|-0.128208645|-0.134658092,1.26615197|0.763313406|0.142215491|0.418006128|0.373335209|0.300398511,0.348971367|0.53729701|0.419164658,-0.00872976519|-0.160522223|-0.000251085701,0.0041925059631466866,0.0012877043336629868,0.00128199253231287,0.0015979520976543427
4,0.25,-0.41038197364946377,0.3653804063796997,0.3866409957408905,0.17819097638130188,0.3228078782558441,0.35,2,0,0,0,0,,,nan,0,0.8577720522880554,5.141158103942871,65.4844741821289,0.8577720522880554,1.0,nan,0,0,0,0,0.02017198790955818,0.0,filtered,9.461827409026046e-08,0,0,12,,predictive_link_2,0,0,1,solved,osqp,0.0,valid,0.011661554738034069,0.341904886|0.202896027|0.0116615547|0.0839875593|0.0991530763|0.0780176874,0.491904886|0.352896027|0.161661555|0.233987559|0.249153076|0.228017687,0.461904886|0.322896027|0.131661555|0.203987559|0.219153076|0.198017687,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.223143666|0.261570321|0.0979782977|0.11042539,-0.126886656|-0.0775007081|-0.102575792|-0.149277668|-0.130078719|-0.136729221,1.24073289|0.734083401|0.167214093|0.44824289|0.364511884|0.285766919,0.348534703|0.529271126|0.419152141,-0.00872976519|-0.160522223|-0.000251085701,0.00595492497086525,0.001679249107837677,0.0019052866846323013,0.0023319879546761513
5,0.30000000000000004,-0.3632364919833233,0.3580377697944641,0.3714657425880432,0.1802639365196228,0.3175351619720459,0.35,2,0,0,0,0,,,nan,0,0.9179075360298157,4.878199577331543,29.65646743774414,0.9179073572158813,1.0,nan,0,0,0,0,0.02017198790955818,0.0,filtered,6.483857697816114e-07,0,0,12,,predictive_link_2,0,0,1,solved,osqp,0.0,valid,0.0126487469772191,0.335410615|0.195452581|0.012648747|0.0878481801|0.098500455|0.0764750018,0.485410615|0.345452581|0.162648747|0.23784818|0.248500455|0.226475002,0.455410615|0.315452581|0.132648747|0.20784818|0.218500455|0.196475002,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.235720278|0.25389504|0.0789058838|0.0873046905,-0.12614393|-0.0759525672|-0.0999907373|-0.148950422|-0.131909893|-0.138732993,1.21549853|0.705857756|0.186324529|0.456337339|0.340997811|0.254471705,0.34809804|0.521245241|0.419139624,-0.00872976519|-0.160522223|-0.000251085701,0.005794970318675041,0.0018556881695985794,0.0017598345875740051,0.002141617238521576
6,0.35000000000000003,-0.3512726393138999,0.3551417589187622,0.3569726347923279,0.1846579611301422,0.31878557801246643,0.35,2,0,0,0,0,,,nan,0,0.9411765336990356,4.634540557861328,67.69122314453125,0.9411761164665222,1.0,nan,0,0,0,0,0.02017198790955818,0.0,filtered,1.0277019431665263e-06,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.01518975085298882,0.328979622|0.188759281|0.0151897509|0.0911127476|0.0968889613|0.0736599397,0.478979622|0.338759281|0.165189751|0.241112748|0.246888961|0.22365994,0.448979622|0.308759281|0.135189751|0.211112748|0.216888961|0.19365994,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.236054324|0.18647376|0.00218945774|0.0130551757,-0.125376411|-0.0743040625|-0.0967480843|-0.148314451|-0.13336844|-0.140369183,1.19054208|0.68073306|0.200065243|0.4026103|0.256376862|0.167325752,0.347661376|0.513219357|0.419127107,-0.00872976519|-0.160522223|-0.000251085701,0.004069157876074314,0.0013199886307120323,0.001125561073422432,0.001586325466632843
7,0.4,-0.5421555716567107,0.48093515634536743,0.34676462411880493,0.1917775571346283,0.44087180495262146,0.35,2,0,0,0,0,,,nan,0,0.9097810983657837,6.688197135925293,92.60214233398438,0.899260938167572,1.0,nan,0,0,0,0,0.02017198790955818,0.0,filtered,0.030927586560833387,0,0,12,joint_2_acceleration_upper,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.020215741856500297,0.322658831|0.183955996|0.0202157419|0.0913517142|0.0916178911|0.0671364789,0.472658831|0.333955996|0.170215742|0.241351714|0.241617891|0.217136479,0.442658831|0.303955996|0.140215742|0.211351714|0.211617891|0.187136479,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.23768432|0.0942662917|-0.0867905221|-0.0786982143,-0.124576774|-0.0724305677|-0.0923996549|-0.147236903|-0.134167812|-0.141467591,1.16605855|0.663393418|0.226147632|0.312436245|0.14551323|0.0483801106,0.347224712|0.505193472|0.41911459,-0.00872976519|-0.160522223|-0.000251085701,0.0040146466344594955,0.0010912511497735977,0.0012259772047400475,0.0016727112233638763
8,0.45,-0.6843482702924542,0.5190500020980835,0.3426917493343353,0.19956868886947632,0.4748570919036865,0.35,2,0,0,0,0,,,nan,0,0.7398316264152527,6.111255168914795,157.2375030517578,0.7676623463630676,1.0,nan,0,0,0,0,0.02017198790955818,0.0,filtered,0.15412172406811026,0,1,12,predictive_link_5,predictive_link_5,0,0,1,solved,osqp,7.217711980866959e-08,valid,0.02811555909379529,0.31645679|0.181251553|0.0281155591|0.087517952|0.0817815703|0.0559967096,0.46645679|0.331251553|0.178115559|0.237517952|0.23178157|0.20599671,0.43645679|0.301251553|0.148115559|0.207517952|0.20178157|0.17599671,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.239842555|0.0705887406|-0.0844050064|-0.0818490225,-0.123742493|-0.0703143165|-0.0870689833|-0.145827558|-0.134452009|-0.142137888,1.14208467|0.654691895|0.265235808|0.274832991|0.108269266|-7.17268278e-08,0.346788049|0.497167438|0.419102073,-0.00872976519|-0.160522223|-0.000251085701,0.006044910289347172,0.0020501893013715744,0.0018014926463365555,0.0021497393026947975
9,0.5,-0.7411728206938827,0.5166404247283936,0.3421047329902649,0.20687276124954224,0.46882760524749756,0.35,2,0,0,0,0,,,nan,0,0.7003622651100159,3.2052979469299316,78.83667755126953,0.7511903047561646,1.0,nan,0,0,0,0,0.02017198790955818,0.0,filtered,0.2135810517845823,0,0,12,,predictive_link_5,0,0,1,solved,osqp,2.4693838197170637e-07,valid,0.036680151923825316,0.310307157|0.178938112|0.0366801519|0.0829738002|0.0715513354|0.0447384758,0.460307157|0.328938112|0.186680152|0.2329738|0.221551335|0.194738476,0.430307157|0.298938112|0.156680152|0.2029738|0.191551335|0.164738476,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.242346589|0.0955163568|-0.0325325737|-0.0361397352,-0.12288159|-0.0681347439|-0.08181106|-0.14435366|-0.134725036|-0.142814415,1.11834704|0.647617705|0.307256136|0.283057897|0.118947732|-2.46861521e-07,0.346351385|0.489141196|0.419089556,-0.00872976519|-0.160522223|-0.000251085701,0.006326097063720226,0.0017954790964722633,0.0019381549209356308,0.0025527141988277435
