step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_capsule_overlap,collision_pybullet_contact,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
10,0.55,-0.7753129653886026,0.5097774863243103,0.343691349029541,0.2001054286956787,0.4589073956012726,0.35,5,0,0,0,0,,,nan,0,0.6805275082588196,2.6998212337493896,67.37530517578125,0.7107565999031067,1.0,nan,0,0,0,0,0.02017198790955818,0.0,filtered,0.2062142134185241,0,0,12,,predictive_link_5,0,0,1,solved,osqp,2.422679382645815e-07,valid,0.035679734368178645,0.304174285|0.176082456|0.0446938935|0.0798857712|0.0635682179|0.0356797344,0.454174285|0.326082456|0.194693893|0.229885771|0.213568218|0.185679734,0.424174285|0.296082456|0.164693893|0.199885771|0.183568218|0.155679734,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.245239122|0.121261933|0.00513538525|0.000607788979,-0.121998187|-0.065974725|-0.0770037352|-0.142865624|-0.134936727|-0.143326969,1.09469895|0.638355099|0.347010961|0.297939394|0.12447153|-2.42973659e-07,0.345914721|0.481114954|0.419077039,-0.00872976519|-0.160522223|-0.000251085701,0.006230886094272137,0.0018850183114409447,0.001946302130818367,0.002358289435505867
11,0.6000000000000001,-0.8127019187346798,0.49566006660461426,0.3477843701839447,0.19434595108032227,0.44235438108444214,0.35,5,0,0,0,0,,,nan,0,0.6534456014633179,3.8203859329223633,59.25891876220703,0.6568127274513245,1.0,nan,0,0,0,0,0.02017198790955818,0.0,filtered,0.14466821698554233,0,0,12,,predictive_link_5,0,0,1,solved,osqp,1.4957510176272226e-07,valid,0.028393272006479647,0.298071782|0.17300132|0.0525998841|0.0783477879|0.0574165639|0.028393272,0.448071782|0.32300132|0.202599884|0.228347788|0.207416564|0.178393272,0.418071782|0.29300132|0.172599884|0.198347788|0.177416564|0.148393272,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.248375308|0.133209632|0.0263268973|0.0299382381,-0.121089818|-0.0638003331|-0.0724415328|-0.141053482|-0.134887392|-0.143511475,1.07119731|0.628204947|0.386333311|0.305547301|0.121105761|-1.48957969e-07,0.345478058|0.473088712|0.419064522,-0.00872976519|-0.160522223|-0.000251085701,0.00664252694696188,0.001973365433514118,0.0021738680079579353,0.0024549756199121475
12,0.65,-0.8379593567347143,0.47714465856552124,0.35382482409477234,0.18967220187187195,0.42209675908088684,0.35,5,0,0,0,0,,,nan,0,0.7040243148803711,4.126154899597168,60.2232551574707,0.6965183019638062,1.0,nan,0,0,0,0,0.02017198790955818,0.0,filtered,0.11209512775344622,0,1,12,predictive_link_5,predictive_link_5,0,0,1,solved,osqp,8.097357143826978e-08,valid,0.022658141025638928,0.292015095|0.170055709|0.0608855029|0.0777534878|0.0524988234|0.022658141,0.442015095|0.320055709|0.210885503|0.227753488|0.202498823|0.172658141,0.412015095|0.290055709|0.180885503|0.197753488|0.172498823|0.142658141,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.252985276|0.138853391|0.0400170326|0.0526801192,-0.12015372|-0.0615806929|-0.0679831435|-0.138856344|-0.13447734|-0.143312764,1.04790666|0.618642144|0.428544145|0.311010998|0.115534985|-8.10215398e-08,0.345041394|0.465062469|0.419052005,-0.00872976519|-0.160522223|-0.000251085701,0.006411608308553696,0.001936354674398899,0.0020189816132187843,0.002416880801320076
13,0.7000000000000001,-0.8566456328399545,0.453827828168869,0.361630916595459,0.18583783507347107,0.397832989692688,0.35,5,0,0,0,0,,,nan,0,0.7543088793754578,2.7464520931243896,58.02794647216797,0.7508565187454224,1.0,nan,0,0,0,0,0.02017198790955818,0.0,filtered,0.020026596097311573,0,0,12,,predictive_link_5,0,0,1,solved,osqp,5.957844211451624e-07,valid,0.018118673458636464,0.286022071|0.167669528|0.070203843|0.0778846638|0.0486206453|0.0181186735,0.436022071|0.317669528|0.220203843|0.227884664|0.198620645|0.168118673,0.406022071|0.287669528|0.190203843|0.197884664|0.168620645|0.138118673,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.255698047|0.136743729|0.0538339838|0.0698545034,-0.119186719|-0.0592869017|-0.0635338825|-0.136037516|-0.133329789|-0.142329791,1.02490156|0.611391211|0.472979536|0.312244868|0.114986776|-5.9330096e-07,0.344604731|0.457036227|0.419039488,-0.00872976519|-0.160522223|-0.000251085701,0.006185391917824745,0.0018788548186421394,0.0018724119290709496,0.0023966385051608086
14,0.75,-0.8226078698525614,0.366446316242218,0.3716077208518982,0.18414214253425598,0.31101056933403015,0.35,5,0,0,0,0,,,nan,0,0.7688199281692505,1.986153483390808,53.86287307739258,0.7688199281692505,1.0,nan,0,0,0,0,0.02017198790955818,0.0,passthrough,6.331779115270513e-10,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.014576410212278373,0.280103423|0.166071125|0.0807737439|0.0784835656|0.0457283408|0.0145764102,0.430103423|0.316071125|0.230773744|0.228483566|0.195728341|0.16457641,0.400103423|0.286071125|0.200773744|0.198483566|0.165728341|0.13457641,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.258164518|0.154872065|0.0978316453|0.112983491,-0.118186582|-0.0569125752|-0.0591314224|-0.132541057|-0.131162186|-0.140218093,1.00222711|0.607371925|0.522128071|0.33626527|0.149582822|0.0310710387,0.344168067|0.449009985|0.419026971,-0.00872976519|-0.160522223|-0.000251085701,0.0060243429616093636,0.0018889997154474258,0.002020576037466526,0.002077159471809864
15,0.8,-0.8716506084268906,0.35984504222869873,0.3836289644241333,0.18477344512939453,0.306374728679657,0.35,5,0,0,0,0,,,nan,0,0.7332853674888611,3.287578582763672,53.943260192871094,0.7332853674888611,1.0,nan,0,0,0,0,0.02017198790955818,0.0,passthrough,4.731714923648942e-10,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.013346829234605978,0.274241385|0.16477403|0.0919076557|0.0806739586|0.0451632459|0.0133468292,0.424241385|0.31477403|0.241907656|0.230673959|0.195163246|0.163346829,0.394241385|0.28477403|0.211907656|0.200673959|0.165163246|0.133346829,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.248703573|0.170336083|0.143690653|0.159023402,-0.117155|-0.0544994067|-0.0549272087|-0.128443067|-0.127962771|-0.136871918,0.979810541|0.604596713|0.561406987|0.36458885|0.196380865|0.0755388007,0.343731403|0.440983742|0.419014454,-0.00872976519|-0.160522223|-0.000251085701,0.005174272693693638,0.0019131451845169067,0.0016386760398745537,0.0015803836286067963
16,0.8500000000000001,-0.9201320526731991,0.35066190361976624,0.39768660068511963,0.18734049797058105,0.3002064526081085,0.35,5,0,0,0,0,,,nan,0,0.7239399552345276,1.1109977960586548,45.16587448120117,0.7239399552345276,1.0,nan,0,0,0,0,0.02017198790955818,0.0,passthrough,5.183523125865748e-10,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.014559314939882245,0.268425357|0.16343026|0.102554795|0.0843188887|0.0468625066|0.0145593149,0.418425357|0.31343026|0.252554795|0.234318889|0.196862507|0.164559315,0.388425357|0.28343026|0.222554795|0.204318889|0.166862507|0.134559315,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.243843631|0.191135732|0.181653978|0.197980674,-0.116092643|-0.0520693603|-0.0510045498|-0.12422534|-0.124102364|-0.132724097,0.957608785|0.601651679|0.603058263|0.404185946|0.245001641|0.123493837,0.34329474|0.4329575|0.419001937,-0.00872976519|-0.160522223|-0.000251085701,0.004035189747810364,0.001270422711968422,0.001131368800997734,0.0016038846224546432
17,0.9,-0.9620219518212492,0.33650636672973633,0.4134346544742584,0.19172728061676025,0.28996628522872925,0.35,5,0,0,0,0,,,nan,0,0.7416030764579773,1.3935201168060303,35.01580047607422,0.7416030764579773,1.0,nan,0,0,0,0,0.02017198790955818,0.0,passthrough,6.447680384441712e-10,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.01779761111045733,0.26265867|0.162100822|0.112993997|0.0894959822|0.0504920484|0.0177976111,0.41265867|0.312100822|0.262993997|0.239495982|0.200492048|0.167797611,0.38265867|0.282100822|0.232993997|0.209495982|0.170492048|0.137797611,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.237147274|0.215833717|0.217461513|0.234935372,-0.114998265|-0.0496178914|-0.0473010432|-0.119852507|-0.119760867|-0.1279614,0.935636414|0.598785398|0.641822217|0.453965138|0.299668839|0.178164417,0.342858076|0.424931258|0.41898942,-0.00872976519|-0.160522223|-0.000251085701,0.003955092281103134,0.0011145556345582008,0.001203855499625206,0.0016109822317957878
18,0.9500000000000001,-1.007475571410744,0.31746432185173035,0.4311146140098572,0.198149174451828,0.2756347358226776,0.35,5,0,0,0,0,,,nan,0,0.7539776563644409,0.7235819697380066,25.673381805419922,0.7539776563644409,1.0,nan,0,0,0,0,0.02017198790955818,0.0,passthrough,6.670935490759142e-10,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.022967049427249114,0.256953642|0.161044231|0.123500143|0.0962201517|0.056057758|0.0229670494,0.406953642|0.311044231|0.273500143|0.246220152|0.206057758|0.172967049,0.376953642|0.281044231|0.243500143|0.216220152|0.176057758|0.142967049,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.233903249|0.246577966|0.258874939|0.275902527,-0.113869409|-0.0471355905|-0.0437895009|-0.115079084|-0.114811224|-0.122490933,0.913945159|0.597041331|0.68411432|0.516379488|0.368294747|0.245279792,0.342421412|0.416905016|0.418976903,-0.00872976519|-0.160522223|-0.000251085701,0.006209384649991989,0.0017643589526414871,0.001993466168642044,0.0024137254804372787
19,1.0,-1.0557284296465896,0.29587191343307495,0.45072177052497864,0.2061067521572113,0.2589077353477478,0.35,5,0,0,0,0,,,nan,0,0.7260487079620361,2.5049352645874023,51.99911880493164,0.7260487079620361,1.0,nan,0,0,0,0,0.02017198790955818,0.0,passthrough,5.035337980007072e-10,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.030292019646062623,0.251306099|0.160126654|0.134039354|0.104798202|0.0638144243|0.0302920196,0.401306099|0.310126654|0.284039354|0.254798202|0.213814424|0.18029202,0.371306099|0.280126654|0.254039354|0.224798202|0.183814424|0.15029202,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.233289205|0.271413433|0.287797059|0.300736286,-0.112705828|-0.0446308428|-0.0404572575|-0.110025585|-0.109414186|-0.116259392,0.892518568|0.595875774|0.728989364|0.580580655|0.43364057|0.305644973,0.341984749|0.408878773|0.418964386,-0.00872976519|-0.160522223|-0.000251085701,0.00536266528069973,0.001740490086376667,0.0017997296527028084,0.0017856266349554062
20,1.05,-1.1027834559040026,0.27311378717422485,0.4720129370689392,0.215307354927063,0.2409011274576187,0.35,5,0,0,0,0,,,nan,0,0.7103829383850098,2.8917908668518066,23.31059455871582,0.7103829383850098,1.0,nan,0,0,0,0,0.02017198790955818,0.0,passthrough,3.5095328802279715e-10,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.0391778287349315,0.245710664|0.159183695|0.144481141|0.114767204|0.0730974125|0.0391778287,0.395710664|0.309183695|0.294481141|0.264767204|0.223097412|0.189177829,0.365710664|0.279183695|0.264481141|0.234767204|0.193097412|0.159177829,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.232489207|0.292529956|0.309278711|0.317731375,-0.111507403|-0.0421085969|-0.0372796957|-0.104999767|-0.103978797|-0.10981283,0.871335252|0.594626184|0.773134075|0.646599003|0.497689564|0.36462986,0.341548085|0.400852531|0.418951869,-0.00872976519|-0.160522223|-0.000251085701,0.006424895487725735,0.0019948668777942657,0.001961573027074337,0.0024295663461089134
21,1.1,-1.0790579937637,0.2542557120323181,0.49098703265190125,0.22359082102775574,0.22582919895648956,0.35,5,0,0,0,0,,,nan,0,0.6196836233139038,3.364563465118408,52.167091369628906,0.7070950865745544,1.0,nan,0,0,0,0,0.02017198790955818,0.0,filtered,0.09896333810839604,0,1,12,workspace_x_lower,workspace_x_lower,0,0,1,solved,osqp,2.0532399336303797e-08,valid,0.049315210194249254,0.240169587|0.158228868|0.154826881|0.125887214|0.0835743809|0.0493152102,0.390169587|0.308228868|0.304826881|0.275887214|0.233574381|0.19931521,0.360169587|0.278228868|0.274826881|0.245887214|0.203574381|0.16931521,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.188019195|0.269131695|0.284230597|0.289012564,-0.110272982|-0.0395670882|-0.0342351549|-0.100080909|-0.0986277412|-0.103349425,0.850405367|0.593348383|0.773091565|0.672599643|0.51990038|0.382923979,0.341111422|0.392826289|0.418939352,-0.00872976519|-0.160522223|-0.000251085701,0.005858490243554115,0.0017131110653281212,0.0017786631360650063,0.002303149551153183
22,1.1500000000000001,-1.0257083334109462,0.24203531444072723,0.5059881806373596,0.22915157675743103,0.21627946197986603,0.35,5,0,0,0,0,,,nan,0,0.5372071862220764,4.005343437194824,28.147804260253906,0.6851540803909302,1.0,nan,0,0,0,0,0.02017198790955818,0.0,filtered,0.17917087320195083,0,1,12,workspace_x_lower,workspace_x_lower,0,0,1,solved,osqp,2.913759755696077e-08,valid,0.05841698397648895,0.234672941|0.156789885|0.162503994|0.135679869|0.0929171909|0.058416984,0.384672941|0.306789885|0.312503994|0.285679869|0.242917191|0.208416984,0.354672941|0.276789885|0.282503994|0.255679869|0.212917191|0.178416984,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.130886366|0.216237073|0.220540691|0.222731725,-0.109003005|-0.0370116199|-0.0313075907|-0.0957717548|-0.0939559708|-0.0977285995,0.829688758|0.590147922|0.74959475|0.663184796|0.498253484|0.358671061,0.340674758|0.384800047|0.418926835,-0.00872976519|-0.160522223|-0.000251085701,0.006123055703938007,0.001895863562822342,0.0019603967666625977,0.002225985750555992
23,1.2000000000000002,-0.9682483170736398,0.23965390026569366,0.5166723132133484,0.22972312569618225,0.21532276272773743,0.35,5,0,0,0,0,,,nan,0,0.4498329162597656,4.877983093261719,76.92655181884766,0.5982235670089722,1.0,nan,0,0,0,0,0.02017198790955818,0.0,filtered,0.18657821180854622,0,1,12,workspace_x_lower,workspace_x_lower,0,0,1,solved,osqp,2.5615213478102916e-08,valid,0.06470654345785218,0.229246001|0.155372124|0.16763417|0.142576855|0.0993549643|0.0647065435,0.379246001|0.305372124|0.31763417|0.292576855|0.249354964|0.214706543,0.349246001|0.275372124|0.28763417|0.262576855|0.219354964|0.184706543,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0959859071|0.128735038|0.111179713|0.112524706,-0.107693296|-0.034435303|-0.0285035221|-0.0919803493|-0.0898393264|-0.0927209194,0.809290709|0.587053194|0.738019063|0.607062108|0.418760244|0.27862996,0.340238094|0.376773804|0.418914318,-0.00872976519|-0.160522223|-0.000251085701,0.006171824410557747,0.0018608029931783676,0.0017201732844114304,0.0025477027520537376
