step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_capsule_overlap,collision_pybullet_contact,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-0.5861835997910874,0.3897486925125122,0.39687076210975647,0.24133294820785522,0.3412075936794281,0.35,1,0,0,0,0,,,nan,0,0.4257945418357849,8.515890121459961,170.31781005859375,0.4657774567604065,1.0,nan,0,0,0,0,0.09293915373366815,0.0,filtered,0.04881382181830181,0,0,12,joint_4_acceleration_lower|joint_1_acceleration_upper,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.09293915373366815,0.275502511|0.0929391537|0.0981252476|0.173741865|0.131183307|0.0963454695,0.425502511|0.242939154|0.248125248|0.323741865|0.281183307|0.246345469,0.395502511|0.212939154|0.218125248|0.293741865|0.251183307|0.216345469,0.15|0.136259413|0.15|0.15|0.15|0.15,0|0|-0.0572816665|0.0540091845|0.0620778213|0.0578250016,-0.112485539|-3.2089107e-19|-0.0445005181|-0.269043028|-0.277962376|-0.274110813,0.989524505|0.371756615|0.290718806|0.479933616|0.308848674|0.169096067,0.402543753|0.454477489|0.242443532,0.0962579325|-0.268429518|0.0381243937,0.004000462591648102,0.0008622799068689346,0.0014622388407588005,0.0016530286520719528
1,0.1,-0.5191388191319443,0.41606879234313965,0.38587048649787903,0.2364184558391571,0.404491662979126,0.35,1,0,0,0,0,,,nan,0,0.6936283707618713,5.729680061340332,85.44265747070312,0.693627655506134,1.0,nan,0,0,0,0,0.09293915373366815,0.0,filtered,1.0616676326440462e-06,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.08585415632045793,0.269950443|0.090497999|0.0914200102|0.162808727|0.120509809|0.0858541563,0.419950443|0.240497999|0.24142001|0.312808727|0.270509809|0.235854156,0.389950443|0.210497999|0.21142001|0.282808727|0.240509809|0.205854156,0.15|0.0914080689|0.15|0.15|0.15|0.15,0|0|-0.0776705774|0.112804139|0.123513972|0.116105381,-0.106411351|-1.56508362e-17|-0.0375946664|-0.26985048|-0.278841248|-0.274967743,0.973390423|0.361991996|0.250414797|0.494188568|0.326711958|0.184554263,0.407356709|0.441056073|0.244349688,0.0962579325|-0.268429518|0.0381243937,0.004484107717871666,0.0015349052846431732,0.0015674587339162827,0.0013481201604008675
2,0.15000000000000002,-0.5151516282146327,0.39384734630584717,0.37664595246315,0.2312365174293518,0.38281694054603577,0.35,1,0,0,0,0,,,nan,0,0.7082279920578003,6.0179290771484375,158.70114135742188,0.7082272171974182,1.0,nan,0,0,0,0,0.09293915373366815,0.0,filtered,1.2973272750219206e-06,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.07852078437753471,0.26463782|0.0861563003|0.0821681704|0.154684895|0.112968467|0.0785207844,0.41463782|0.2361563|0.23216817|0.304684895|0.262968467|0.228520784,0.38463782|0.2061563|0.20216817|0.274684895|0.232968467|0.198520784,0.15|0.050933326|0.15|0.15|0.15|0.15,0|0|-0.0190876596|0.190457289|0.199364858|0.191718859,-0.10020146|2.2413106e-17|-0.032838003|-0.271752658|-0.28049511|-0.276717641,0.95834982|0.344625201|0.276747019|0.537444213|0.370743618|0.229084355,0.412169665|0.427634656|0.246255845,0.0962579325|-0.268429518|0.0381243937,0.003266432322561741,0.0008757142350077629,0.0009202472865581512,0.0014495672658085823
3,0.2,-0.5193852272621547,0.41232359409332275,0.3675113022327423,0.22429463267326355,0.4020250737667084,0.35,2,0,0,0,0,,,nan,0,0.6759928464889526,3.6826932430267334,154.10116577148438,0.6759928464889526,1.0,nan,0,0,0,0,0.09293915373366815,0.0,passthrough,1.1949757204951184e-09,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.07455454511691287,0.259605574|0.0812208643|0.0753133579|0.150426843|0.108773762|0.0745545451,0.409605574|0.231220864|0.225313358|0.300426843|0.258773762|0.224554545,0.379605574|0.201220864|0.195313358|0.270426843|0.228773762|0.194554545,0.15|0.0123737184|0.15|0.15|0.15|0.15,0|0|-0.0357647247|0.192683154|0.205064501|0.198070462,-0.0938428259|-8.32094727e-18|-0.027454194|-0.272304781|-0.281027837|-0.277025625,0.944579469|0.324883457|0.238034513|0.522085747|0.359131712|0.219263017,0.416982621|0.41421324|0.248162001,0.0962579325|-0.268429518|0.0381243937,0.0033047981560230255,0.0009752046316862106,0.000990058295428753,0.00131142046302557
4,0.25,-0.507309956140108,0.445406436920166,0.3567403554916382,0.216172993183136,0.4357067942619324,0.35,2,0,0,0,0,,,nan,0,0.7307415008544922,3.5400538444519043,70.19310760498047,0.7307412028312683,1.0,nan,0,0,0,0,0.09293915373366815,0.0,filtered,8.534323854742797e-07,0,0,12,,predictive_link_2,0,0,1,solved,osqp,0.0,valid,0.06854042181390904,0.254915527|0.0769248084|0.0685404218|0.146402914|0.10486497|0.0708214181,0.404915527|0.226924808|0.218540422|0.296402914|0.25486497|0.220821418,0.374915527|0.196924808|0.188540422|0.266402914|0.22486497|0.190821418,0.15|0|0.15|0.15|0.15|0.15,0|0|-0.0467519453|0.22039734|0.239300664|0.234488397,-0.0873114261|0.00557653386|-0.0218158322|-0.27248576|-0.281259585|-0.277101416,0.932350682|0.313275767|0.20559391|0.533523235|0.37750096|0.240672654,0.421795577|0.400791824|0.250068158,0.0962579325|-0.268429518|0.0381243937,0.0031612608581781387,0.0008712764829397202,0.000951085239648819,0.0013183308765292168
5,0.30000000000000004,-0.5083843892644588,0.43113604187965393,0.34754234552383423,0.2096881866455078,0.4225754141807556,0.35,2,0,0,0,0,,,nan,0,0.6812286972999573,3.5230143070220947,87.98640441894531,0.6812285780906677,1.0,nan,0,0,0,0,0.09293915373366815,0.0,filtered,1.721579521272922e-07,0,0,12,,predictive_link_2,0,0,1,solved,osqp,0.0,valid,0.06109370673182332,0.250537472|0.0724964569|0.0610937067|0.143844268|0.102701787|0.0687962402,0.400537472|0.222496457|0.211093707|0.293844268|0.252701787|0.21879624,0.370537472|0.192496457|0.181093707|0.263844268|0.222701787|0.18879624,0.15|0|0.15|0.15|0.15|0.15,0|0|-0.017085211|0.209064379|0.228959899|0.228862127,-0.0806341572|0.0135230952|-0.0169076438|-0.272794412|-0.281564472|-0.277343183,0.921515731|0.303508923|0.210381972|0.511647039|0.358202575|0.226703905,0.426608533|0.387370408|0.251974314,0.0962579325|-0.268429518|0.0381243937,0.003188328817486763,0.0008735125884413719,0.0009559234604239464,0.0013392670080065727
6,0.35000000000000003,-0.5068216346446548,0.4326426386833191,0.3388938009738922,0.20389464497566223,0.4254116117954254,0.35,2,0,0,0,0,,,nan,0,0.7069225311279297,1.2441109418869019,72.60455322265625,0.7069225311279297,1.0,nan,0,0,0,0,0.09293915373366815,0.0,passthrough,1.1514998310841656e-09,0,0,12,,predictive_link_2,0,0,1,solved,osqp,0.0,valid,0.05542657507135443,0.246497852|0.0686135077|0.0554265751|0.14075188|0.10000448|0.0663876507,0.396497852|0.218613508|0.205426575|0.29075188|0.25000448|0.216387651,0.366497852|0.188613508|0.175426575|0.26075188|0.22000448|0.186387651,0.15|0|0.15|0.15|0.15|0.15,0|0|-0.00161746063|0.230846736|0.250967061|0.251691342,-0.0738079127|0.0216123694|-0.0111143882|-0.272804725|-0.281669682|-0.277258013,0.912183497|0.2960664|0.208974451|0.52104953|0.3693153|0.239983933,0.431421489|0.373948991|0.253880471,0.0962579325|-0.268429518|0.0381243937,0.00327207800000906,0.0009703366085886955,0.0009705321863293648,0.001299263909459114
7,0.4,-0.5107963042288259,0.44608068466186523,0.3303447961807251,0.1982809603214264,0.44029179215431213,0.35,2,0,0,0,0,,,nan,0,0.6830747127532959,1.8502354621887207,43.66638946533203,0.6830747127532959,1.0,nan,0,0,0,0,0.09293915373366815,0.0,passthrough,1.0411113756458864e-09,0,0,12,,predictive_link_2,0,0,1,solved,osqp,0.0,valid,0.05045280847126113,0.24278574|0.0647457549|0.0504528085|0.138774679|0.098343352|0.0650740532,0.39278574|0.214745755|0.200452808|0.288774679|0.248343352|0.215074053,0.36278574|0.184745755|0.170452808|0.258774679|0.218343352|0.185074053,0.15|0|0.15|0.15|0.15|0.15,0|0|-0.00266835072|0.246039295|0.268818847|0.267297281,-0.0668513393|0.0295581837|-0.00534373767|-0.272542467|-0.281546226|-0.276834792,0.90429162|0.288541203|0.193799145|0.528595546|0.380646029|0.250758702,0.436234444|0.360527575|0.255786628,0.0962579325|-0.268429518|0.0381243937,0.0033451728522777557,0.0008528716862201691,0.0011017369106411934,0.001368936151266098
8,0.45,-0.5176182739689643,0.4564369022846222,0.3222012221813202,0.19296035170555115,0.4520992934703827,0.35,2,0,0,0,0,,,nan,0,0.6684991121292114,1.1766414642333984,20.512807846069336,0.6684991121292114,1.0,nan,0,0,0,0,0.09293915373366815,0.0,passthrough,1.002313069459032e-09,0,0,12,,predictive_link_2,0,0,1,solved,osqp,0.0,valid,0.04564261224919239,0.2394204|0.061161512|0.0456426122|0.137646242|0.0975016195|0.0644683853,0.3894204|0.211161512|0.195642612|0.287646242|0.24750162|0.214468385,0.3594204|0.181161512|0.165642612|0.257646242|0.21750162|0.184468385,0.15|0|0.148721687|0.15|0.15|0.15,0|0|-0.00328605535|0.249904338|0.274847811|0.272528026,-0.0597670626|0.0374725457|-2.0876412e-17|-0.272056476|-0.281242165|-0.276230493,0.897914539|0.282118594|0.179284394|0.52843283|0.383612124|0.254171074,0.4410474|0.347106159|0.257692784,0.0962579325|-0.268429518|0.0381243937,0.0030950261279940605,0.0008706655353307724,0.0009080506861209869,0.0012937849387526512
9,0.5,-0.5303501023239372,0.46336811780929565,0.3149002194404602,0.1880287230014801,0.46040472388267517,0.35,2,0,0,0,0,,,nan,0,0.6427340507507324,0.8702725768089294,17.97280502319336,0.6427340507507324,1.0,nan,0,0,0,0,0.09293915373366815,0.0,passthrough,9.941660189436754e-10,0,0,12,,predictive_link_2,0,0,1,solved,osqp,0.0,valid,0.0410633207562042,0.236413936|0.0580180963|0.0410633208|0.136797643|0.0969399251|0.0640955859,0.386413936|0.208018096|0.191063321|0.286797643|0.246939925|0.214095586,0.356413936|0.178018096|0.161063321|0.256797643|0.216939925|0.184095586,0.15|0|0.125205586|0.15|0.15|0.15,0|0|-0.00468563558|0.237500213|0.262350726|0.260642923,-0.0525623967|0.0454123537|2.43783816e-18|-0.271390939|-0.280803043|-0.275489838,0.893093347|0.277484739|0.159567647|0.513299847|0.369307383|0.241535428,0.445860356|0.333684742|0.259598941,0.0962579325|-0.268429518|0.0381243937,0.0031701959669589996,0.0008514830842614174,0.0009928345680236816,0.0013060308992862701
10,0.55,-0.5443335035878397,0.47350212931632996,0.3082750737667084,0.18336284160614014,0.4716881811618805,0.35,2,0,0,0,0,,,nan,0,0.6319081783294678,0.4117546081542969,20.518165588378906,0.6319081783294678,1.0,nan,0,0,0,0,0.09293915373366815,0.0,passthrough,9.606356365288291e-10,0,0,12,,predictive_link_2,0,0,1,solved,osqp,0.0,valid,0.03678150094108343,0.23378263|0.0555874147|0.0367815009|0.135379248|0.0957939396|0.0631656482,0.38378263|0.205587415|0.186781501|0.285379248|0.24579394|0.213165648,0.35378263|0.175587415|0.156781501|0.255379248|0.21579394|0.183165648,0.15|0|0.100835122|0.15|0.15|0.15,0|0|-0.00351636482|0.234715063|0.259200156|0.257648873,-0.0452428564|0.0534934752|1.71018554e-17|-0.270609021|-0.280282988|-0.274648476,0.889887664|0.275843134|0.143609639|0.505623036|0.362092927|0.23566299,0.450673312|0.320263326|0.261505097,0.0962579325|-0.268429518|0.0381243937,0.005028991959989071,0.0011581992730498314,0.0016803070902824402,0.002138451673090458
