step,total_steps,episode,reset_seed,reset_source,reset_jitter_seed,episode_length,latest_reward,latest_cost,episode_reward,episode_cost,risk_global,d_min,success,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_max_constraint_violation,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,safety_filter_solve_time_s,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,residual_qdot_norm,lambda,alpha,loss_actor,loss_actor_anchor,loss_reward_q,loss_cost_q,replay_size
490500,650000,2373,722176484,random,,162,-0.21229552863703993,0.1074547991156578,-39.36635229185223,19.324833273887634,0.1074547991156578,0.3224636912345886,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,False,disabled,0.0,0.0,0.0,0.008555569685995579,nan,nan,nan,nan,500
491000,650000,2383,9023,focused,760185639,18,-0.19534497639441334,0.26815834641456604,-8.843250781334614,4.572114184498787,0.26815834641456604,0.3617342710494995,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,False,disabled,0.0,0.0,0.0,0.008555569685995579,nan,nan,nan,nan,1000
491500,650000,2389,375589730,random,,196,-0.22594269441451448,0.051276154816150665,-24.710620927423363,10.519819222390652,0.051276154816150665,0.440461128950119,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,False,disabled,0.0,0.0,0.0,0.008555569685995579,nan,nan,nan,nan,1500
492000,650000,2392,9072,focused,1931157107,208,0.06839334526877483,0.02339824289083481,-15.779049105257155,6.450218245387077,0.02339824289083481,0.6094809770584106,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,False,disabled,0.0,0.0,0.0,0.008555569685995579,nan,nan,nan,nan,2000
492500,650000,2406,193217793,random,,3,-0.9418074115208017,0.23347772657871246,-2.877033861666713,0.4709015041589737,0.23347772657871246,0.5352649688720703,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,False,disabled,0.0,0.0,0.0,0.008555569685995579,nan,nan,nan,nan,2500
493000,650000,2410,9140,focused,224795960,127,-0.3318716451520442,0.1633506715297699,-40.51815909138634,19.998899288475513,0.1633506715297699,0.2753377854824066,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,False,disabled,0.0,0.0,0.0,0.008555569685995579,nan,nan,nan,nan,3000
493500,650000,2415,907265328,random,,94,-0.2826257762504528,0.12489908188581467,-31.09321599481392,11.96328791230917,0.12489908188581467,0.31817856431007385,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,False,disabled,0.0,0.0,0.0,0.008555569685995579,nan,nan,nan,nan,3500
494000,650000,2420,1608525566,random,,59,-0.44673161323960203,0.09689085185527802,-20.32189383177284,8.95909871160984,0.09689085185527802,0.33701291680336,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,False,disabled,0.0,0.0,0.0,0.008555569685995579,nan,nan,nan,nan,4000
494500,650000,2423,319490524,random,,65,-0.14808110565261628,0.04673603177070618,-4.553658068326839,3.853772420436144,0.04673603177070618,0.45061734318733215,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,False,disabled,0.0,0.0,0.0,0.008555569685995579,nan,nan,nan,nan,4500
495000,650000,2432,9051,focused,1325000210,23,0.030578482983396993,0.031147584319114685,2.176454383349128,0.7418531328439713,0.031147584319114685,0.5595200657844543,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,False,disabled,0.0,0.0,0.0,0.008555569685995579,nan,nan,nan,nan,5000
495500,650000,2434,1890737979,random,,43,-0.8131166928728496,0.3569164276123047,-20.305267671675665,11.408155664801598,0.3569164276123047,0.2126580774784088,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,False,disabled,0.0,0.0,0.0,0.008555569685995579,nan,nan,nan,nan,5500
496000,650000,2439,317672711,random,,14,0.026307737952175142,0.08402906358242035,-6.595599609624878,2.8977249413728714,0.08402906358242035,0.402546226978302,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,False,disabled,0.0,0.0,0.0,0.008555569685995579,nan,nan,nan,nan,6000
496500,650000,2443,1526349805,random,,205,-0.5589206380126578,0.23220688104629517,-117.39646103557948,55.52354076504707,0.23220688104629517,0.22001565992832184,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,False,disabled,0.0,0.0,0.0,0.008555569685995579,nan,nan,nan,nan,6500
497000,650000,2455,9122,focused,1959769166,28,-0.32154438132023244,0.18265487253665924,-9.331017049575436,7.412289083003998,0.18265487253665924,0.2611105442047119,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,False,disabled,0.0,0.0,0.0,0.008555569685995579,nan,nan,nan,nan,7000
497500,650000,2462,1249909611,random,,80,-0.35719885935428497,0.16845077276229858,-27.672668558920773,10.34468974173069,0.16845077276229858,0.32496950030326843,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,False,disabled,0.0,0.0,0.0,0.008555569685995579,nan,nan,nan,nan,7500
498000,650000,2473,9122,focused,320473119,161,-0.7911424635915231,0.1300528347492218,-136.20154427910072,56.276403456926346,0.1300528347492218,0.29623937606811523,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,False,disabled,0.0,0.0,0.0,0.008555569685995579,nan,nan,nan,nan,8000
498500,650000,2481,9029,focused,1751312790,97,-0.39633289469635097,0.16169263422489166,-13.360899267097407,8.0540877468884,0.16169263422489166,0.3325929045677185,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,False,disabled,0.0,0.0,0.0,0.008555569685995579,nan,nan,nan,nan,8500
499000,650000,2487,9122,focused,1133046028,135,-1.0441323097751236,0.25887784361839294,-123.07624887867694,57.53447085618973,0.25887784361839294,0.20612145960330963,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,False,disabled,0.0,0.0,0.0,0.008555569685995579,nan,nan,nan,nan,9000
499500,650000,2493,9118,focused,1782426866,6,0.3822501353207619,0.03708196431398392,3.5193917666571197,0.23098596185445786,0.03708196431398392,0.494035005569458,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,False,disabled,0.0,0.0,0.0,0.008555569685995579,nan,nan,nan,nan,9500
500000,650000,2499,9122,focused,287605877,178,-0.7381138216197385,0.24145850539207458,-139.47599424112028,57.57098016142845,0.24145850539207458,0.2948199212551117,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,False,disabled,0.0,0.0,0.0,0.008555569685995579,nan,nan,nan,nan,10000
500500,650000,2505,9164,focused,1793101948,92,-0.2939489222439211,0.12704463303089142,-21.951955154409507,11.869259685277939,0.12704463303089142,0.3068443536758423,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,False,disabled,0.0,0.0,0.0,0.008555569685995579,nan,nan,nan,nan,10500
