episode,seed,seed_manifest,reward,cost,length,success,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,collision_termination_mode,unavoidable_collision,avoidable_collision,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,safety_filter_qp_timeout_rate,safety_filter_compute_budget_stop_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,max_safety_filter_solve_time_s,mean_safety_filter_predictive_risk_time_s,mean_safety_filter_jacobian_workspace_time_s,mean_safety_filter_projection_time_s,mean_action_variation,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s,initially_unsafe,initial_predictive_h_m
0,9007,configs/experiments/reaching_incremental/manifests/s1_r3_candidate_failure_v2.json,-129.98023813753497,68.38418991863728,262,1,0,0,0,0,0,,any,0,0,,,nan,0,0.040362417697906494,13.100000000000001,0.13863207399845123,0.2610083584680812,0.5675715208053589,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.09922073932919111,1.0587531328201294,19.76372718811035,0,0,0,0.0,0,nan
1,9015,configs/experiments/reaching_incremental/manifests/s1_r3_candidate_failure_v2.json,18.57207733947066,1.3087833523750305,9,1,0,0,0,0,0,,any,0,0,,,nan,0,0.0543920136988163,0.45,0.28229212760925293,0.1454203724861145,0.1579250991344452,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.24414164159033033,2.400243043899536,53.07306671142578,0,0,0,0.0,0,nan
2,9023,configs/experiments/reaching_incremental/manifests/s1_r3_candidate_failure_v2.json,9.125157877478355,7.003980964422226,27,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05213930457830429,1.35,0.27304255962371826,0.2594067023860084,0.3609979748725891,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.22617049791194774,2.088747024536133,36.96271896362305,0,0,0,0.0,0,nan
3,9024,configs/experiments/reaching_incremental/manifests/s1_r3_candidate_failure_v2.json,-100.39902790332252,54.78849237039685,339,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05358947813510895,16.95,0.14291752874851227,0.161617971594091,0.6282391548156738,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0745400500162381,0.8613002896308899,11.021880149841309,0,0,0,0.0,0,nan
4,9029,configs/experiments/reaching_incremental/manifests/s1_r3_candidate_failure_v2.json,-92.90308910190217,40.56108544021845,480,0,0,0,0,0,0,,any,0,0,,,nan,0,0.08058365434408188,24.0,0.18082629144191742,0.08450226133378844,0.463135689496994,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.04792826516058994,0.6431400179862976,9.2211332321167,0,0,0,0.0,0,nan
5,9031,configs/experiments/reaching_incremental/manifests/s1_r3_candidate_failure_v2.json,-266.3998654466533,131.2654884159565,480,0,0,0,0,0,0,,any,0,0,,,nan,0,0.08120588213205338,24.0,0.1815968155860901,0.2734697675332427,0.46346473693847656,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.017112410286623952,0.5211482644081116,13.545616149902344,0,0,0,0.0,0,nan
6,9051,configs/experiments/reaching_incremental/manifests/s1_r3_candidate_failure_v2.json,-38.03895747558888,13.570624679327011,480,0,0,0,0,0,0,,any,0,0,,,nan,0,0.13282056152820587,24.0,0.4863782525062561,0.02827213474859794,0.03854105994105339,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.02709029076359002,0.42883601784706116,6.585244178771973,0,0,0,0.0,0,nan
7,9055,configs/experiments/reaching_incremental/manifests/s1_r3_candidate_failure_v2.json,-34.4071187605152,17.01323315873742,480,0,0,0,0,0,0,,any,0,0,,,nan,0,0.062353283166885376,24.0,0.5273584723472595,0.03544423574736963,0.24018985033035278,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.10490426431697036,1.6009423732757568,62.04115676879883,0,0,0,0.0,0,nan
8,9059,configs/experiments/reaching_incremental/manifests/s1_r3_candidate_failure_v2.json,-76.10390642818157,11.282447835430503,480,0,0,0,0,0,0,,any,0,0,,,nan,0,0.2030370980501175,24.0,0.35858190059661865,0.02350509965714688,0.0834081619977951,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.039593213019058264,0.6039944291114807,8.281656265258789,0,0,0,0.0,0,nan
9,9072,configs/experiments/reaching_incremental/manifests/s1_r3_candidate_failure_v2.json,-36.9674972260034,13.538226168602705,480,0,0,0,0,0,0,,any,0,0,,,nan,0,0.11728210747241974,24.0,0.4995177388191223,0.028204637851255637,0.03959759324789047,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.03686026002954653,0.5212445259094238,6.186837673187256,0,0,0,0.0,0,nan
10,9096,configs/experiments/reaching_incremental/manifests/s1_r3_candidate_failure_v2.json,-101.7396917091924,43.64535694941878,480,0,0,0,0,0,0,,any,0,0,,,nan,0,0.2527404725551605,24.0,0.2597006857395172,0.0909278269779558,0.17666441202163696,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.026972714737348726,0.4831344783306122,7.0829620361328125,0,0,0,0.0,0,nan
11,9107,configs/experiments/reaching_incremental/manifests/s1_r3_candidate_failure_v2.json,-230.65071774932844,111.32764630019665,480,0,0,0,0,0,0,,any,0,0,,,nan,0,0.11354903876781464,24.0,0.1965981125831604,0.231932596458743,0.46728089451789856,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.023238921111866755,0.5854179263114929,8.97679615020752,0,0,0,0.0,0,nan
12,9114,configs/experiments/reaching_incremental/manifests/s1_r3_candidate_failure_v2.json,-133.6245868761939,63.119294457137585,480,0,0,0,0,0,0,,any,0,0,,,nan,0,0.10674396902322769,24.0,0.2852328419685364,0.13149853011903664,0.2552892565727234,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.010548414299167537,0.402988463640213,8.176008224487305,0,0,0,0.0,0,nan
13,9118,configs/experiments/reaching_incremental/manifests/s1_r3_candidate_failure_v2.json,-36.11696976063126,13.554041000083089,480,0,0,0,0,0,0,,any,0,0,,,nan,0,0.11143947392702103,24.0,0.5016074180603027,0.02823758541683977,0.035727664828300476,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.012621950860701265,0.4030866324901581,6.861490726470947,0,0,0,0.0,0,nan
14,9122,configs/experiments/reaching_incremental/manifests/s1_r3_candidate_failure_v2.json,-272.33886060841195,131.0199673473835,480,0,0,0,0,0,0,,any,0,0,,,nan,0,0.14550639688968658,24.0,0.1876610368490219,0.272958265307049,0.4483431875705719,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.13433621602404552,1.3528412580490112,38.906898498535156,0,0,0,0.0,0,nan
15,9125,configs/experiments/reaching_incremental/manifests/s1_r3_candidate_failure_v2.json,20.894617558488523,0.8810222670435905,9,1,0,0,0,0,0,,any,0,0,,,nan,0,0.04956371337175369,0.45,0.28554078936576843,0.0978913630048434,0.14078746736049652,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3240043256017897,3.0184388160705566,47.51372528076172,0,0,0,0.0,0,nan
16,9140,configs/experiments/reaching_incremental/manifests/s1_r3_candidate_failure_v2.json,-146.31951970563688,69.22135207802057,480,0,0,0,0,0,0,,any,0,0,,,nan,0,0.106258325278759,24.0,0.27514323592185974,0.14421115016254285,0.2241220325231552,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.027141920661961194,0.47172608971595764,8.064892768859863,0,0,0,0.0,0,nan
